company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,nonoperatingincome,othergains,othernoninterestincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Total System Services Inc,TSS,,721683,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 17:27:35+00:00,0.57,0.58,,0.57,43082000.0,107107000.0,107107000.0,,105868000.0,1239000.0,,-29903000.0,12909000.0,1184725000.0,1017542000.0,,,1017542000.0,1184725000.0,137280000.0,1184725000.0,185700000.0,182500000.0,185700000.0
Total System Services Inc,TSS,,721683,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.82,1.83,0.4,1.81,160828000.0,340671000.0,340671000.0,,334878000.0,5793000.0,,-120155000.0,32776000.0,4615424000.0,4026546000.0,,,4026546000.0,4615424000.0,468723000.0,4615424000.0,185700000.0,182500000.0,185700000.0
Total System Services Inc,TSS,,721683,2018.0,Q4,2018-10-01,2018-12-31,,-1.57,0.76,0.52,0.74,40341000.0,136420000.0,136420000.0,,136420000.0,,,-42868000.0,9843000.0,1018090000.0,1426122000.0,-617818000.0,,808304000.0,1018090000.0,166918000.0,1018090000.0,-19221900000.0,181956000.0,181956000.0
Total System Services Inc,TSS,,721683,2018.0,FY,2018-01-01,2018-12-31,2019-02-21 17:23:25+00:00,-0.03,3.17,0.52,3.14,127003000.0,577917000.0,577917000.0,,576656000.0,1261000.0,,-162974000.0,45156000.0,4028211000.0,3205473000.0,,,3205473000.0,4028211000.0,659764000.0,4028211000.0,-19221900000.0,181956000.0,181956000.0
Total System Services Inc,TSS,,721683,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.54,2.41,,2.4,86662000.0,441497000.0,441497000.0,,440236000.0,1261000.0,,-120106000.0,35313000.0,3010121000.0,1779351000.0,617818000.0,,2397169000.0,3010121000.0,492846000.0,3010121000.0,-7798000000.0,183500000.0,183500000.0
Total System Services Inc,TSS,,721683,2018.0,Q3TTM,2017-10-01,2018-09-30,,2.9,3.73,0.46,3.71,-1377000.0,685368000.0,685368000.0,,682444000.0,2924000.0,,-147808000.0,44926000.0,4283410000.0,2878719000.0,617818000.0,,3496537000.0,4283410000.0,639065000.0,4283410000.0,-7798000000.0,183500000.0,183500000.0
Total System Services Inc,TSS,,721683,2018.0,Q3,2018-07-01,2018-09-30,2018-11-06 12:53:25+00:00,-0.02,0.85,,0.85,31112000.0,155960000.0,155960000.0,,155960000.0,,,-41294000.0,12383000.0,1015371000.0,799388000.0,,,799388000.0,1015371000.0,174689000.0,1015371000.0,-7798000000.0,183500000.0,183500000.0
Total System Services Inc,TSS,,721683,2018.0,Q2,2018-04-01,2018-06-30,2019-07-31 17:19:21+00:00,0.78,0.78,,0.78,37415000.0,142435000.0,142435000.0,,142435000.0,,,-41170000.0,12322000.0,1007580000.0,181064000.0,617818000.0,,798882000.0,1007580000.0,167528000.0,1007580000.0,182600000.0,182600000.0,182600000.0
Total System Services Inc,TSS,,721683,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.56,1.56,,1.55,55550000.0,285537000.0,285537000.0,,284276000.0,1261000.0,,-78812000.0,22930000.0,1994750000.0,979963000.0,617818000.0,,1597781000.0,1994750000.0,318157000.0,1994750000.0,182600000.0,182600000.0,182600000.0
Total System Services Inc,TSS,,721683,2018.0,Q2TTM,2017-07-01,2018-06-30,,3.57,3.55,0.46,3.52,22139000.0,654134000.0,654134000.0,,649579000.0,4555000.0,,-135349000.0,41040000.0,4515615000.0,3127215000.0,617818000.0,,3745033000.0,4515615000.0,635233000.0,4515615000.0,182600000.0,182600000.0,182600000.0
Total System Services Inc,TSS,,721683,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 15:37:57+00:00,0.78,0.78,0.13,0.77,18135000.0,143102000.0,143102000.0,,141841000.0,1261000.0,,-37642000.0,10608000.0,987170000.0,798899000.0,,,798899000.0,987170000.0,150629000.0,987170000.0,181395000.0,181395000.0,181395000.0
Total System Services Inc,TSS,,721683,2018.0,Q1TTM,2017-04-01,2018-03-31,,3.4,3.39,0.46,3.36,40931000.0,628211000.0,628211000.0,,622158000.0,6053000.0,,-124221000.0,38231000.0,4730410000.0,3975278000.0,,,3975278000.0,4730410000.0,630911000.0,4730410000.0,181395000.0,181395000.0,181395000.0
Total System Services Inc,TSS,,721683,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.83,1.83,,1.81,61027000.0,324367000.0,324367000.0,,324367000.0,,,-80407000.0,23444000.0,2070016000.0,996839000.0,630820000.0,,1627659000.0,2070016000.0,361950000.0,2070016000.0,176900000.0,176900000.0,178900000.0
Total System Services Inc,TSS,,721683,2019.0,Q2TTM,2018-07-01,2019-06-30,,0.24,3.44,0.52,3.4,132480000.0,616747000.0,616747000.0,,616747000.0,,,-164569000.0,45670000.0,4103477000.0,3222349000.0,13002000.0,,3235351000.0,4103477000.0,703557000.0,4103477000.0,176900000.0,176900000.0,178900000.0
Total System Services Inc,TSS,,721683,2019.0,Q2,2019-04-01,2019-06-30,2019-07-31 17:19:21+00:00,0.92,0.92,,0.91,31128000.0,162760000.0,162760000.0,,162760000.0,,,-37416000.0,12217000.0,1035485000.0,185578000.0,630820000.0,,816398000.0,1035485000.0,181671000.0,1035485000.0,176900000.0,176900000.0,178900000.0
Total System Services Inc,TSS,,721683,2019.0,Q1TTM,2018-04-01,2019-03-31,,0.1,3.3,0.52,3.27,138767000.0,596422000.0,596422000.0,,596422000.0,,,-168323000.0,45775000.0,4075572000.0,3217835000.0,,,3217835000.0,4075572000.0,689414000.0,4075572000.0,178394000.0,178394000.0,178394000.0
Total System Services Inc,TSS,,721683,2019.0,Q1,2019-01-01,2019-03-31,2019-05-01 15:37:57+00:00,0.91,0.91,,0.9,29899000.0,161607000.0,161607000.0,,161607000.0,,,-42991000.0,11227000.0,1034531000.0,811261000.0,,,811261000.0,1034531000.0,180279000.0,1034531000.0,178394000.0,178394000.0,178394000.0
