company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othergains,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3TTM,2014-10-01,2015-09-30,,0.84,0.84,0.34,30600000.0,0.8,,91300000.0,904400000.0,29700000.0,22000000.0,157800000.0,157800000.0,,155900000.0,1900000.0,-29700000.0,126900000.0,-45200000.0,3000000.0,,138200000.0,158800000.0,1000000.0,423500000.0,29700000.0,742200000.0,1018000000.0,249100000.0,988300000.0,179900000.0,179900000.0,199000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q2,2015-04-01,2015-06-30,2016-07-26 16:11:28+00:00,0.24,0.24,0.09,7600000.0,0.23,,24700000.0,233700000.0,7200000.0,5500000.0,44900000.0,44900000.0,,44700000.0,200000.0,-7200000.0,31100000.0,-3100000.0,-2200000.0,,34700000.0,38200000.0,,110900000.0,7200000.0,189800000.0,268800000.0,69600000.0,261600000.0,180800000.0,180800000.0,194300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.48,0.48,0.17,15000000.0,0.46,,51500000.0,456300000.0,14500000.0,11200000.0,91100000.0,91100000.0,,89300000.0,1800000.0,-14500000.0,58900000.0,1300000.0,-2300000.0,,68900000.0,78300000.0,,222500000.0,14500000.0,376500000.0,535900000.0,142600000.0,521400000.0,180800000.0,180800000.0,194300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q2TTM,2014-07-01,2015-06-30,,0.95,0.95,0.33,27800000.0,0.92,,101700000.0,886700000.0,29300000.0,21200000.0,178500000.0,178500000.0,,176900000.0,1600000.0,-29300000.0,118800000.0,-400000.0,700000.0,,134600000.0,139700000.0,1000000.0,413800000.0,29300000.0,717200000.0,1026000000.0,280200000.0,996700000.0,180800000.0,180800000.0,194300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q1,2015-01-01,2015-03-31,2016-04-26 17:15:12+00:00,0.24,0.24,0.08,7400000.0,0.23,,26800000.0,222600000.0,7300000.0,5700000.0,46200000.0,46200000.0,,44600000.0,1600000.0,-7300000.0,27800000.0,4400000.0,-100000.0,,34200000.0,40100000.0,,111600000.0,7300000.0,186700000.0,267100000.0,73000000.0,259800000.0,180200000.0,180200000.0,193900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q1TTM,2014-04-01,2015-03-31,,0.9,0.9,0.32,26400000.0,0.88,,103200000.0,863500000.0,31000000.0,20200000.0,170500000.0,170500000.0,,168500000.0,2000000.0,-31000000.0,114700000.0,3600000.0,2900000.0,,132400000.0,122200000.0,600000.0,393200000.0,31000000.0,687500000.0,989300000.0,273700000.0,958300000.0,180200000.0,180200000.0,193900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q4,2016-10-01,2016-12-31,,0.17,0.17,0.11,8500000.0,0.16,,19000000.0,223300000.0,5200000.0,6500000.0,31100000.0,31100000.0,,30900000.0,200000.0,-5200000.0,35300000.0,-6900000.0,-100000.0,,32800000.0,28100000.0,,106000000.0,5200000.0,189100000.0,244500000.0,50100000.0,239300000.0,177000000.0,177000000.0,187300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,FY,2016-01-01,2016-12-31,2017-02-16 16:21:35+00:00,0.79,0.79,0.42,35500000.0,0.78,,90900000.0,878200000.0,20800000.0,23000000.0,151300000.0,151300000.0,,146100000.0,5200000.0,-20800000.0,134700000.0,-6300000.0,3900000.0,,129200000.0,132500000.0,,422900000.0,20800000.0,745300000.0,1004400000.0,242200000.0,983600000.0,177000000.0,177000000.0,187300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.62,0.62,0.31,27000000.0,0.62,,71900000.0,654900000.0,15600000.0,16500000.0,120200000.0,120200000.0,,115200000.0,5000000.0,-15600000.0,99400000.0,600000.0,4000000.0,,96400000.0,104400000.0,,316900000.0,15600000.0,556200000.0,759900000.0,192100000.0,744300000.0,186800000.0,186800000.0,186800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q3TTM,2015-10-01,2016-09-30,,0.87,0.87,0.4,36000000.0,0.86,,101200000.0,881300000.0,20800000.0,22400000.0,168500000.0,168500000.0,,161800000.0,6700000.0,-20800000.0,132900000.0,-1700000.0,8300000.0,,131700000.0,145800000.0,,420200000.0,20800000.0,743200000.0,1025400000.0,269700000.0,1004600000.0,186800000.0,186800000.0,186800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q3,2016-07-01,2016-09-30,2016-10-25 16:27:04+00:00,0.22,0.22,0.11,9000000.0,0.22,,23500000.0,226700000.0,5300000.0,4300000.0,43000000.0,43000000.0,,41100000.0,1900000.0,-5300000.0,35400000.0,-2300000.0,1000000.0,,30200000.0,32200000.0,,106900000.0,5300000.0,185800000.0,256600000.0,66500000.0,251300000.0,186800000.0,186800000.0,186800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.4,0.4,0.2,18000000.0,0.4,,48400000.0,428200000.0,10300000.0,12200000.0,77200000.0,77200000.0,,74100000.0,3100000.0,-10300000.0,64000000.0,2900000.0,3000000.0,,66200000.0,72200000.0,,210000000.0,10300000.0,370400000.0,503300000.0,125600000.0,493000000.0,177500000.0,177500000.0,177500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q2TTM,2015-07-01,2016-06-30,,0.76,0.76,0.38,36000000.0,0.74,,90900000.0,885600000.0,23500000.0,23000000.0,145400000.0,145400000.0,,140600000.0,4800000.0,-23500000.0,133700000.0,-42900000.0,8500000.0,,138300000.0,156400000.0,,416800000.0,23500000.0,747800000.0,999100000.0,236300000.0,975600000.0,177500000.0,177500000.0,177500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q2,2016-04-01,2016-06-30,2016-07-26 16:11:28+00:00,0.21,0.21,0.11,8900000.0,0.21,,24500000.0,217900000.0,5100000.0,6900000.0,40200000.0,40200000.0,,39000000.0,1200000.0,-5100000.0,32300000.0,700000.0,1200000.0,,33300000.0,34000000.0,,102600000.0,5100000.0,184000000.0,252600000.0,64700000.0,247500000.0,177500000.0,177500000.0,177500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q1,2016-01-01,2016-03-31,2017-04-20 16:51:03+00:00,0.19,0.19,0.09,9100000.0,0.19,,23900000.0,210300000.0,5200000.0,5300000.0,37000000.0,37000000.0,,35100000.0,1900000.0,-5200000.0,31700000.0,2200000.0,1800000.0,,32900000.0,38200000.0,,107400000.0,5200000.0,186400000.0,250700000.0,60900000.0,245500000.0,178400000.0,178400000.0,178400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q1TTM,2015-04-01,2016-03-31,,0.79,0.79,0.36,34700000.0,0.76,,91100000.0,901400000.0,25600000.0,21600000.0,150100000.0,150100000.0,,146300000.0,3800000.0,-25600000.0,132500000.0,-46700000.0,5100000.0,,139700000.0,160600000.0,,425100000.0,25600000.0,753600000.0,1015300000.0,241200000.0,989700000.0,178400000.0,178400000.0,178400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2017.0,Q1TTM,2016-04-01,2017-03-31,,0.77,0.77,0.44,34200000.0,0.76,,88200000.0,897700000.0,20800000.0,36300000.0,146600000.0,146600000.0,,141900000.0,4700000.0,-20800000.0,136500000.0,-6400000.0,4300000.0,,130600000.0,122100000.0,,424500000.0,20800000.0,762100000.0,1013400000.0,234800000.0,992600000.0,177300000.0,177300000.0,177300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2017.0,Q1,2017-01-01,2017-03-31,2017-04-20 16:51:03+00:00,0.17,0.17,0.11,7800000.0,0.17,,21200000.0,229800000.0,5200000.0,18600000.0,32300000.0,32300000.0,,30900000.0,1400000.0,-5200000.0,33500000.0,2100000.0,2200000.0,,34300000.0,27800000.0,,109000000.0,5200000.0,203200000.0,259700000.0,53500000.0,254500000.0,177300000.0,177300000.0,177300000.0
