company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lennar Corp,LEN,,920760,2017.0,Q3YTD,2016-12-01,2017-08-31,,2.09,2.09,0.12,2.09,253656000.0,473972000.0,613972000.0,500890000.0,-26918000.0,7763918000.0,8860796000.0,-140000000.0,,-41755000.0,,,,200333000.0,7763918000.0,1096878000.0,,12838000.0,200333000.0,896545000.0,-28917000.0,867628000.0,8860796000.0,239600000.0,239600000.0,239600000.0
Lennar Corp,LEN,,920760,2017.0,Q3TTM,2016-09-01,2017-08-31,,3.41,3.41,,3.36,404565000.0,784442000.0,924442000.0,814343000.0,-29901000.0,10635739000.0,12237422000.0,-140000000.0,,-44034000.0,,,,268261000.0,10635739000.0,1601683000.0,,39619000.0,268261000.0,1333422000.0,-4415000.0,1329007000.0,12237422000.0,239600000.0,239600000.0,239600000.0
Lennar Corp,LEN,,920760,2017.0,Q2,2017-03-01,2017-05-31,2018-07-06 16:04:33+00:00,0.89,0.89,0.04,0.89,108892000.0,200708000.0,200708000.0,213645000.0,-12937000.0,2861893000.0,3261892000.0,,,-17276000.0,,,0.0,66774000.0,2861893000.0,399999000.0,,-6349000.0,66774000.0,333225000.0,-23625000.0,309600000.0,3261892000.0,240100000.0,240100000.0,240100000.0
Lennar Corp,LEN,,920760,2017.0,Q2YTD,2016-12-01,2017-05-31,,1.05,1.05,0.08,1.05,128861000.0,230382000.0,370382000.0,251725000.0,-21343000.0,4950395000.0,5599320000.0,-140000000.0,,-28195000.0,,,,127473000.0,4950395000.0,648925000.0,,5986000.0,127473000.0,521452000.0,-22209000.0,499243000.0,5599320000.0,240100000.0,240100000.0,240100000.0
Lennar Corp,LEN,,920760,2017.0,Q2TTM,2016-06-01,2017-05-31,,3.41,3.41,,3.33,386197000.0,773983000.0,913983000.0,801020000.0,-27037000.0,10270752000.0,11809840000.0,-140000000.0,,-8112000.0,,,,256565000.0,10270752000.0,1539088000.0,,25769000.0,256565000.0,1282523000.0,17657000.0,1300180000.0,11809840000.0,240100000.0,240100000.0,240100000.0
Lennar Corp,LEN,,920760,2017.0,Q1,2016-12-01,2017-02-28,2018-04-09 16:21:31+00:00,0.16,0.16,0.04,0.16,19969000.0,29674000.0,169674000.0,38080000.0,-8406000.0,2088502000.0,2337428000.0,-140000000.0,,-10919000.0,,,0.0,60699000.0,2088502000.0,248926000.0,,12335000.0,60699000.0,188227000.0,1416000.0,189643000.0,2337428000.0,238000000.0,238000000.0,238000000.0
Lennar Corp,LEN,,920760,2017.0,Q1TTM,2016-03-01,2017-02-28,,3.53,3.53,,3.39,381106000.0,797313000.0,937313000.0,805844000.0,-8531000.0,9776419000.0,11293763000.0,-140000000.0,,3311000.0,,,,245593000.0,9776419000.0,1517344000.0,,43357000.0,245593000.0,1271751000.0,46668000.0,1318419000.0,11293763000.0,238000000.0,238000000.0,238000000.0
Lennar Corp,LEN,,920760,2018.0,FY,2017-12-01,2018-11-30,2020-01-27 16:40:35+00:00,5.46,5.46,0.16,5.44,545171000.0,1717513000.0,1717513000.0,1695831000.0,21682000.0,18237446000.0,20571631000.0,,,425413000.0,,0.0,152980000.0,343934000.0,18237446000.0,2334185000.0,,,496914000.0,1837271000.0,425413000.0,2262684000.0,20571631000.0,307968000.0,307968000.0,307968000.0
Lennar Corp,LEN,,920760,2018.0,Q4,2018-09-01,2018-11-30,,2.61,2.61,0.16,2.6,238301000.0,798227000.0,798227000.0,797408000.0,1477000.0,5576954000.0,6459210000.0,,-658000.0,253938000.0,,,12918000.0,94863000.0,5576954000.0,882256000.0,2742000.0,10857000.0,107781000.0,774475000.0,262053000.0,1036528000.0,6459210000.0,307968000.0,307968000.0,307968000.0
Lennar Corp,LEN,,920760,2018.0,Q3,2018-06-01,2018-08-31,2019-10-08 16:16:05+00:00,1.37,1.37,,1.37,98298000.0,467620000.0,467620000.0,453211000.0,14409000.0,4993486000.0,5672569000.0,,,7028000.0,,0.0,11992000.0,96346000.0,4993486000.0,679083000.0,,-11855000.0,108338000.0,570745000.0,-4827000.0,565918000.0,5672569000.0,330800000.0,330800000.0,330800000.0
Lennar Corp,LEN,,920760,2018.0,Q3YTD,2017-12-01,2018-08-31,,2.85,2.85,,2.84,306870000.0,919286000.0,919286000.0,898423000.0,20205000.0,12660492000.0,14112421000.0,,658000.0,171475000.0,,,140062000.0,249071000.0,12660492000.0,1451929000.0,-2742000.0,-10857000.0,389133000.0,1062796000.0,163360000.0,1226156000.0,14112421000.0,330800000.0,330800000.0,330800000.0
Lennar Corp,LEN,,920760,2018.0,Q3TTM,2017-09-01,2018-08-31,,4.14,4.14,0.04,4.13,471071000.0,1217068000.0,1077068000.0,1208013000.0,8397000.0,15918055000.0,17897990000.0,140000000.0,658000.0,203846000.0,,140000000.0,140062000.0,334627000.0,15918055000.0,1979935000.0,-2742000.0,-23695000.0,614689000.0,1365246000.0,182893000.0,1548139000.0,17897990000.0,330800000.0,330800000.0,330800000.0
Lennar Corp,LEN,,920760,2018.0,Q2,2018-03-01,2018-05-31,2019-07-03 16:00:09+00:00,0.95,0.95,,0.94,75961000.0,314849000.0,314849000.0,310257000.0,4592000.0,4968942000.0,5459061000.0,,,3310000.0,,0.0,23875000.0,84915000.0,4968942000.0,490119000.0,,6171000.0,108790000.0,381329000.0,9481000.0,390810000.0,5459061000.0,326600000.0,326600000.0,330100000.0
Lennar Corp,LEN,,920760,2018.0,Q2YTD,2017-12-01,2018-05-31,,1.48,1.48,,1.47,208572000.0,451666000.0,451666000.0,445212000.0,5796000.0,7667006000.0,8439852000.0,,658000.0,164447000.0,,,128070000.0,152725000.0,7667006000.0,772846000.0,-2742000.0,998000.0,280795000.0,492051000.0,168187000.0,660238000.0,8439852000.0,326600000.0,326600000.0,330100000.0
Lennar Corp,LEN,,920760,2018.0,Q2TTM,2017-06-01,2018-05-31,,3.81,3.81,0.08,3.8,497568000.0,993038000.0,853038000.0,1003967000.0,-11587000.0,13738092000.0,15486897000.0,140000000.0,658000.0,183258000.0,,140000000.0,128070000.0,311141000.0,13738092000.0,1748805000.0,-2742000.0,-4988000.0,579211000.0,1169594000.0,181012000.0,1350606000.0,15486897000.0,326600000.0,326600000.0,330100000.0
Lennar Corp,LEN,,920760,2018.0,Q1,2017-12-01,2018-02-28,2019-04-08 12:02:27+00:00,0.53,0.53,0.04,0.53,132611000.0,136817000.0,136817000.0,134955000.0,1204000.0,2698064000.0,2980791000.0,,658000.0,161137000.0,,,104195000.0,67810000.0,2698064000.0,282727000.0,-2742000.0,-5173000.0,172005000.0,110722000.0,158706000.0,269428000.0,2980791000.0,254600000.0,254600000.0,254600000.0
Lennar Corp,LEN,,920760,2018.0,Q1TTM,2017-03-01,2018-02-28,,3.75,3.75,0.12,3.75,530499000.0,878897000.0,738897000.0,907355000.0,-29116000.0,11631043000.0,13289728000.0,140000000.0,658000.0,162672000.0,,140000000.0,104195000.0,293000000.0,11631043000.0,1658685000.0,-2742000.0,-17508000.0,537195000.0,1121490000.0,147906000.0,1269396000.0,13289728000.0,254600000.0,254600000.0,254600000.0
Lennar Corp,LEN,,920760,2019.0,Q4,2019-09-01,2019-11-30,,2.11,2.11,0.12,2.11,217503000.0,671183000.0,-4931917000.0,674304000.0,-3121000.0,5988038000.0,1408641000.0,5603100000.0,,-35647000.0,,,,93043000.0,5988038000.0,-4579397000.0,,-6327000.0,93043000.0,-4672440000.0,-41974000.0,-4714414000.0,1408641000.0,318419000.0,318419000.0,318419000.0
Lennar Corp,LEN,,920760,2019.0,FY,2018-12-01,2019-11-30,2020-01-27 16:40:35+00:00,5.76,5.76,0.16,5.74,592173000.0,1842119000.0,1842119000.0,1849052000.0,-6933000.0,19457266000.0,22259561000.0,,,-26889000.0,,0.0,0.0,341114000.0,19457266000.0,2802295000.0,,,341114000.0,2461181000.0,-26889000.0,2434292000.0,22259561000.0,318419000.0,318419000.0,318419000.0
Lennar Corp,LEN,,920760,2019.0,Q3,2019-06-01,2019-08-31,2019-10-08 16:16:05+00:00,1.6,1.6,,1.59,154440000.0,512643000.0,512643000.0,513366000.0,-723000.0,5116086000.0,5857058000.0,,,12399000.0,,0.0,0.0,92615000.0,5116086000.0,740972000.0,,6327000.0,92615000.0,648357000.0,18726000.0,667083000.0,5857058000.0,320900000.0,320900000.0,322900000.0
Lennar Corp,LEN,,920760,2019.0,Q3YTD,2018-12-01,2019-08-31,,3.65,3.65,0.04,3.63,374670000.0,1170936000.0,6774036000.0,1174748000.0,-3812000.0,13469228000.0,20850920000.0,-5603100000.0,,8758000.0,,,,248071000.0,13469228000.0,7381692000.0,,6327000.0,248071000.0,7133621000.0,15085000.0,7148706000.0,20850920000.0,320900000.0,320900000.0,322900000.0
Lennar Corp,LEN,,920760,2019.0,Q3TTM,2018-09-01,2019-08-31,,6.26,6.26,0.16,6.23,612971000.0,1969163000.0,7572263000.0,1972156000.0,-2335000.0,19046182000.0,27310130000.0,-5603100000.0,-658000.0,262696000.0,,,12918000.0,342934000.0,19046182000.0,8263948000.0,2742000.0,17184000.0,355852000.0,7908096000.0,277138000.0,8185234000.0,27310130000.0,320900000.0,320900000.0,322900000.0
Lennar Corp,LEN,,920760,2019.0,Q2YTD,2018-12-01,2019-05-31,,2.05,2.05,0.04,2.04,220230000.0,658293000.0,6261393000.0,661382000.0,-3089000.0,8353142000.0,14993862000.0,-5603100000.0,,-3641000.0,,,,155456000.0,8353142000.0,6640720000.0,,,155456000.0,6485264000.0,-3641000.0,6481623000.0,14993862000.0,321700000.0,321700000.0,324200000.0
Lennar Corp,LEN,,920760,2019.0,Q2TTM,2018-06-01,2019-05-31,,6.03,6.03,0.16,6.01,556829000.0,1924140000.0,7527240000.0,1912001000.0,12797000.0,18923582000.0,27125641000.0,-5603100000.0,-658000.0,257325000.0,,,24910000.0,346665000.0,18923582000.0,8202059000.0,2742000.0,-998000.0,371575000.0,7830484000.0,253585000.0,8084069000.0,27125641000.0,321700000.0,321700000.0,324200000.0
Lennar Corp,LEN,,920760,2019.0,Q1,2018-12-01,2019-02-28,2020-04-07 17:01:32+00:00,0.74,0.74,0.04,0.74,79700000.0,239424000.0,239424000.0,239910000.0,-486000.0,3465974000.0,3868082000.0,,,-3641000.0,,,,79343000.0,3465974000.0,402108000.0,,,79343000.0,322765000.0,-3641000.0,319124000.0,3868082000.0,321339000.0,321339000.0,321339000.0
Lennar Corp,LEN,,920760,2019.0,Q1TTM,2018-03-01,2019-02-28,,5.67,5.67,0.16,5.65,492260000.0,1820120000.0,1820120000.0,1800786000.0,19992000.0,19005356000.0,21458922000.0,,-658000.0,260635000.0,,,48785000.0,355467000.0,19005356000.0,2453566000.0,2742000.0,5173000.0,404252000.0,2049314000.0,263066000.0,2312380000.0,21458922000.0,321339000.0,321339000.0,321339000.0
Lennar Corp,LEN,,920760,2020.0,Q1TTM,2019-03-01,2020-02-29,,6.29,6.29,0.12,6.27,544802000.0,1993918000.0,1993918000.0,2007594000.0,-13676000.0,19980364000.0,22896816000.0,,,-29114000.0,,,,348618000.0,19980364000.0,2916452000.0,,,348618000.0,2567834000.0,-29114000.0,2538720000.0,22896816000.0,311213000.0,311213000.0,311213000.0
Lennar Corp,LEN,,920760,2020.0,Q1,2019-12-01,2020-02-29,2020-04-07 17:01:32+00:00,1.27,1.27,,1.27,32329000.0,391223000.0,391223000.0,398452000.0,-7229000.0,3989072000.0,4505337000.0,,,-5866000.0,,,,86847000.0,3989072000.0,516265000.0,,,86847000.0,429418000.0,-5866000.0,423552000.0,4505337000.0,311213000.0,311213000.0,311213000.0
