Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2010,5937.0,5937.0,0.0,-4652.0,4652.0,1285.0,0.0,-290.0,74.0,,74.0,216.0,0.0,995.0,-2.0,38.0,53.0,-15.0,,-36.0,0.0,993.0,-177.0,179.0,-2.0,,816.0,0.0,0.0,0.0,816.0,2.0,818.0,0.0,0.0,818.0,818.0,0.0,1192.0,0.69,0.69,0.69,1208.0,0.68,0.68,0.68,
09/30/2010,6845.0,6646.0,199.0,-5471.0,5471.0,1374.0,0.0,-711.0,75.0,,75.0,240.0,396.0,663.0,1277.0,35.0,47.0,-12.0,,-46.0,-1266.0,1940.0,-209.0,94.0,115.0,,1731.0,0.0,0.0,0.0,1731.0,3.0,1734.0,0.0,0.0,1734.0,875.0,-859.0,1249.0,1.39,1.39,0.70056,1258.0,1.38,1.38,0.69717,
12/31/2010,9067.0,8492.0,575.0,-7305.0,7305.0,1762.0,0.0,-411.0,90.0,,90.0,256.0,65.0,1351.0,-16.0,55.0,61.0,-6.0,,-35.0,-4.0,1335.0,-290.0,545.0,-255.0,,1045.0,0.0,0.0,0.0,1045.0,-2.0,1043.0,0.0,0.0,1043.0,1164.0,121.0,1363.0,0.76,0.76,0.853999,1376.0,0.76,0.76,0.847936,
03/31/2011,8716.0,8122.0,594.0,-7055.0,7055.0,1661.0,0.0,-381.0,93.0,,93.0,254.0,34.0,1280.0,-42.0,63.0,73.0,-10.0,,-21.0,0.0,1238.0,-295.0,235.0,60.0,,943.0,0.0,0.0,0.0,943.0,1.0,944.0,0.0,0.0,944.0,972.0,28.0,1360.0,0.69,0.69,0.714706,1375.0,0.69,0.69,0.710364,
06/30/2011,8990.0,8990.0,,-7023.0,7023.0,1967.0,0.0,-452.0,139.0,,139.0,281.0,32.0,1515.0,-40.0,59.0,69.0,-10.0,,-19.0,0.0,1475.0,-366.0,452.0,-86.0,,1109.0,-233.0,-233.0,0.0,1342.0,-3.0,1339.0,0.0,0.0,1339.0,1170.0,64.0,1352.0,0.99,0.82,0.865385,1366.0,0.98,0.81,0.856852,
09/30/2011,9546.0,9546.0,,-7444.0,7444.0,2102.0,0.0,-379.0,87.0,,87.0,266.0,26.0,1723.0,-36.0,60.0,70.0,-10.0,,-24.0,0.0,1687.0,-398.0,330.0,68.0,,1289.0,-16.0,-16.0,0.0,1305.0,-4.0,1301.0,0.0,0.0,1301.0,1308.0,23.0,1345.0,0.97,0.96,0.972491,1357.0,0.96,0.95,0.966949,
12/31/2011,10301.0,10301.0,,-7997.0,7997.0,2304.0,0.0,-393.0,98.0,,98.0,273.0,22.0,1911.0,-51.0,75.0,86.0,-11.0,,-24.0,0.0,1860.0,-457.0,529.0,-72.0,,1403.0,-16.0,-16.0,0.0,1419.0,-5.0,1414.0,0.0,0.0,1414.0,1478.0,80.0,1338.0,1.06,1.044843,1.104634,1347.0,1.05,1.04,1.099391,
03/31/2012,9918.0,9918.0,,-7811.0,7811.0,2107.0,0.0,-387.0,97.0,,97.0,275.0,15.0,1720.0,-33.0,70.0,80.0,-10.0,,-37.0,0.0,1687.0,-400.0,416.0,-16.0,,1287.0,-19.0,-19.0,0.0,1306.0,-5.0,1301.0,0.0,0.0,1301.0,1295.0,13.0,1334.0,0.98,0.96,0.970765,1344.0,0.97,0.95,0.959673,
06/30/2012,10341.0,10341.0,,-8119.0,8119.0,2222.0,0.0,-410.0,101.0,,101.0,287.0,22.0,1812.0,-33.0,71.0,78.0,-7.0,,-38.0,0.0,1779.0,-439.0,452.0,-13.0,,1340.0,-75.0,-75.0,0.0,1415.0,-12.0,1403.0,0.0,0.0,1403.0,1349.0,21.0,1331.0,1.05,1.0,1.013524,1339.0,1.05,0.99,1.005683,
09/30/2012,10498.0,10498.0,,-8237.0,8237.0,2261.0,0.0,-418.0,95.0,,95.0,291.0,32.0,1843.0,-45.0,81.0,89.0,-8.0,,-36.0,0.0,1798.0,-436.0,494.0,-58.0,,1362.0,-65.0,-65.0,0.0,1427.0,-3.0,1424.0,0.0,0.0,1424.0,1387.0,28.0,1328.0,1.07,1.02,1.044428,1336.0,1.07,1.02,1.040958,
12/31/2012,11083.0,11083.0,,-8762.0,8762.0,2321.0,0.0,-508.0,111.0,,111.0,304.0,93.0,1813.0,-58.0,83.0,93.0,-10.0,,-30.0,5.0,1755.0,-432.0,414.0,18.0,,1323.0,-48.0,-48.0,0.0,1371.0,-9.0,1362.0,0.0,0.0,1362.0,1391.0,77.0,1328.0,1.025602,0.989458,1.04744,1336.0,1.019461,0.983533,1.041168,
03/31/2013,10570.0,10570.0,,-8409.0,8409.0,2161.0,0.0,-479.0,95.0,,95.0,292.0,92.0,1682.0,-65.0,92.0,98.0,-6.0,,-27.0,0.0,1617.0,-406.0,379.0,27.0,,1211.0,-56.0,-56.0,0.0,1267.0,-8.0,1259.0,0.0,0.0,1259.0,1295.0,92.0,1330.0,0.95,0.9,0.973684,1340.0,0.94,0.9,0.968657,
06/30/2013,11182.0,11182.0,,-8712.0,8712.0,2470.0,0.0,271.0,100.0,,100.0,293.0,-664.0,2741.0,-68.0,92.0,98.0,-6.0,,-24.0,0.0,2673.0,-449.0,521.0,-72.0,,2224.0,124.0,124.0,0.0,2100.0,-5.0,2095.0,0.0,0.0,2095.0,1536.0,-683.0,1327.0,1.58,1.67,1.157498,1336.0,1.57,1.66,1.148772,
09/30/2013,11608.0,11608.0,,-8926.0,8926.0,2682.0,0.0,-396.0,110.0,,110.0,286.0,0.0,2286.0,-55.0,89.0,98.0,-9.0,,-34.0,0.0,2231.0,-506.0,445.0,61.0,,1725.0,0.0,0.0,0.0,1725.0,-10.0,1715.0,0.0,0.0,1715.0,1715.0,0.0,1322.0,1.3,1.3,1.3,1333.0,1.29,1.29,1.29,
12/31/2013,11906.0,11906.0,,-9283.0,9283.0,2623.0,0.0,-415.0,111.0,,111.0,304.0,0.0,2208.0,-38.0,86.0,97.0,-11.0,,-48.0,0.0,2170.0,-487.0,608.0,-121.0,,1683.0,0.0,0.0,0.0,1683.0,-19.0,1664.0,0.0,0.0,1664.0,1786.0,122.0,1312.0,1.268293,1.268293,1.36128,1326.0,1.254902,1.254902,1.346908,
03/31/2014,11239.0,11239.0,,-8745.0,8745.0,2494.0,0.0,-390.0,106.0,,106.0,284.0,0.0,2104.0,-27.0,91.0,103.0,-12.0,,-64.0,0.0,2077.0,-469.0,490.0,-21.0,,1608.0,0.0,0.0,0.0,1608.0,-16.0,1592.0,0.0,0.0,1592.0,1592.0,0.0,1306.0,1.22,1.22,1.22,1318.0,1.21,1.21,1.21,
06/30/2014,12054.0,12054.0,,-9269.0,9269.0,2785.0,0.0,-432.0,123.0,,123.0,309.0,0.0,2353.0,-26.0,77.0,90.0,-13.0,,-51.0,0.0,2327.0,-506.0,498.0,8.0,,1821.0,205.0,205.0,0.0,1616.0,-21.0,1595.0,0.0,0.0,1595.0,1800.0,0.0,1300.0,1.23,1.38,1.38,1315.0,1.21,1.37,1.37,
09/30/2014,12646.0,12646.0,,-9689.0,9689.0,2957.0,0.0,-426.0,125.0,,125.0,301.0,0.0,2531.0,-11.0,77.0,90.0,-13.0,,-66.0,0.0,2520.0,-556.0,563.0,-7.0,,1964.0,0.0,0.0,0.0,1964.0,-15.0,1949.0,0.0,0.0,1949.0,1949.0,0.0,1294.0,1.51,1.51,1.51,1310.0,1.49,1.49,1.49,
12/31/2014,12641.0,12641.0,,-9691.0,9691.0,2950.0,0.0,-2219.0,122.0,,122.0,324.0,1773.0,731.0,-16.0,74.0,87.0,-13.0,,-123.0,65.0,715.0,-398.0,599.0,-201.0,,317.0,0.0,0.0,0.0,317.0,-15.0,302.0,0.0,0.0,302.0,1941.0,1639.0,1282.0,0.24,0.24,1.514041,1293.0,0.23,0.23,1.497595,
03/31/2015,10248.0,10248.0,,-8096.0,8096.0,2152.0,0.0,-825.0,119.0,,119.0,267.0,439.0,1327.0,-33.0,68.0,82.0,-14.0,,-35.0,0.0,1294.0,-306.0,328.0,-22.0,,988.0,0.0,0.0,0.0,988.0,-13.0,975.0,0.0,0.0,975.0,1358.0,383.0,1276.0,0.76,0.76,1.064263,1285.0,0.76,0.76,1.058054,
06/30/2015,9010.0,9010.0,,-7136.0,7136.0,1874.0,0.0,-399.0,120.0,,120.0,279.0,0.0,1475.0,-39.0,74.0,86.0,-12.0,,35.0,-70.0,1436.0,-302.0,352.0,-50.0,,1134.0,0.0,0.0,0.0,1134.0,-10.0,1124.0,0.0,0.0,1124.0,1124.0,0.0,1269.0,0.89,0.89,0.89,1280.0,0.88,0.88,0.88,
09/30/2015,8472.0,8472.0,,-6798.0,6798.0,1674.0,0.0,-395.0,122.0,,122.0,273.0,0.0,1279.0,-26.0,73.0,86.0,-13.0,,-47.0,0.0,1253.0,-250.0,,,,1003.0,0.0,0.0,0.0,1003.0,-14.0,989.0,0.0,0.0,989.0,989.0,0.0,1265.0,0.78,0.78,0.78,1272.0,0.78,0.78,0.78,
12/31/2015,7744.0,7744.0,,-6292.0,6292.0,1452.0,0.0,-2544.0,132.0,,132.0,276.0,2136.0,-1092.0,-10.0,77.0,91.0,-14.0,,-66.0,-1.0,-1102.0,113.0,,,,-989.0,0.0,0.0,0.0,-989.0,-27.0,-1016.0,0.0,0.0,-1016.0,819.0,1835.0,1259.0,-0.81,-0.81,0.650516,1259.0,-0.81,-0.81,0.647506,
03/31/2016,6520.0,6520.0,,-5460.0,5460.0,1060.0,0.0,-350.0,110.0,,110.0,240.0,0.0,710.0,-88.0,113.0,133.0,-20.0,,-25.0,0.0,622.0,-99.0,258.0,-158.0,-1.0,523.0,0.0,0.0,0.0,523.0,-22.0,501.0,0.0,0.0,501.0,501.0,0.0,1254.0,0.4,0.4,0.4,1259.0,0.4,0.4,0.4,
06/30/2016,7164.0,7164.0,,-6465.0,6465.0,699.0,0.0,-3118.0,103.0,,103.0,257.0,2758.0,-2419.0,-95.0,119.0,149.0,-30.0,,-24.0,0.0,-2514.0,368.0,,,,-2146.0,0.0,0.0,0.0,-2146.0,-14.0,-2160.0,0.0,0.0,-2160.0,316.0,2476.0,1389.0,-1.56,-1.56,0.227502,1389.0,-1.56,-1.56,0.222577,
09/30/2016,7019.0,7019.0,,-6291.0,6291.0,728.0,0.0,-433.0,92.0,,92.0,253.0,88.0,295.0,-95.0,118.0,149.0,-31.0,,-23.0,0.0,200.0,-10.0,,,,190.0,0.0,0.0,0.0,190.0,-14.0,176.0,0.0,0.0,176.0,353.0,177.0,1392.0,0.13,0.13,0.253592,1401.0,0.13,0.13,0.253592,
12/31/2016,7107.0,7107.0,,-6193.0,6193.0,914.0,0.0,-1035.0,99.0,,99.0,261.0,675.0,-121.0,-92.0,110.0,139.0,-29.0,,-18.0,0.0,-213.0,19.0,,,,-194.0,0.0,0.0,0.0,-194.0,-10.0,-204.0,0.0,0.0,-204.0,379.0,583.0,1391.0,-0.15,-0.15,0.272466,1391.0,-0.15,-0.15,0.269123,
03/31/2017,6894.0,6894.0,,-6076.0,6076.0,818.0,0.0,-391.0,98.0,,98.0,211.0,82.0,427.0,-93.0,110.0,139.0,-29.0,,-17.0,0.0,334.0,-50.0,,,,284.0,0.0,0.0,0.0,284.0,-5.0,279.0,0.0,0.0,279.0,347.0,68.0,1393.0,0.2,0.2,0.249103,1402.0,0.2,0.2,0.248502,
06/30/2017,7462.0,7462.0,,-6468.0,6468.0,994.0,0.0,-897.0,110.0,,110.0,196.0,591.0,97.0,-80.0,108.0,142.0,-34.0,,-28.0,0.0,17.0,-98.0,,,,-81.0,0.0,0.0,0.0,-81.0,7.0,-74.0,0.0,0.0,-74.0,488.0,562.0,1387.0,-0.05,-0.05,0.351839,1387.0,-0.05,-0.05,0.351839,
09/30/2017,7905.0,7905.0,,-6797.0,6797.0,1108.0,0.0,-353.0,115.0,,115.0,189.0,49.0,755.0,-78.0,108.0,142.0,-34.0,,-30.0,0.0,677.0,-121.0,,,,556.0,0.0,0.0,0.0,556.0,-11.0,545.0,0.0,0.0,545.0,581.0,36.0,1385.0,0.39,0.39,0.419495,1392.0,0.39,0.39,0.415862,
12/31/2017,8179.0,8179.0,,-7200.0,7200.0,979.0,0.0,-3097.0,109.0,,109.0,192.0,2796.0,-2118.0,-92.0,113.0,144.0,-31.0,,-21.0,0.0,-2210.0,-61.0,,,,-2271.0,0.0,0.0,0.0,-2271.0,17.0,-2254.0,0.0,0.0,-2254.0,669.0,2923.0,1388.0,-1.623919,-1.623919,0.481988,1388.0,-1.623919,-1.623919,0.481988,
03/31/2018,7829.0,7829.0,,-6802.0,6802.0,1027.0,0.0,-283.0,111.0,,111.0,172.0,0.0,744.0,-101.0,115.0,143.0,-28.0,,-14.0,0.0,643.0,-113.0,,,,530.0,0.0,0.0,0.0,530.0,-5.0,525.0,0.0,0.0,525.0,525.0,0.0,1385.0,0.38,0.38,0.38,1394.0,0.38,0.38,0.38,
06/30/2018,8303.0,8303.0,,-7179.0,7179.0,1124.0,0.0,-473.0,114.0,,114.0,175.0,184.0,651.0,-104.0,132.0,144.0,-12.0,,-28.0,0.0,547.0,-106.0,,,,441.0,0.0,0.0,0.0,441.0,-11.0,430.0,0.0,0.0,430.0,594.0,164.0,1384.0,0.31,0.31,0.429191,1392.0,0.31,0.31,0.427816,
09/30/2018,8504.0,8504.0,,-7324.0,7324.0,1180.0,0.0,-282.0,105.0,,105.0,177.0,0.0,898.0,-111.0,137.0,147.0,-10.0,,-26.0,0.0,787.0,-129.0,,,,658.0,0.0,0.0,0.0,658.0,-14.0,644.0,0.0,0.0,644.0,644.0,0.0,1385.0,0.46,0.46,0.46,1392.0,0.46,0.46,0.46,
12/31/2018,8180.0,8180.0,,-7172.0,7172.0,1008.0,0.0,-249.0,114.0,,114.0,178.0,-43.0,759.0,-111.0,132.0,142.0,-10.0,,-21.0,0.0,648.0,-100.0,,,,548.0,0.0,0.0,0.0,548.0,-10.0,538.0,0.0,0.0,538.0,498.0,-40.0,1384.0,0.39,0.39,0.359827,1392.0,0.39,0.39,0.359827,
03/31/2019,7879.0,7879.0,,-6952.0,6952.0,927.0,0.0,-285.0,112.0,,112.0,173.0,0.0,642.0,-133.0,136.0,147.0,-11.0,,-3.0,0.0,509.0,-79.0,,,,430.0,0.0,0.0,0.0,430.0,-9.0,421.0,0.0,0.0,421.0,421.0,0.0,1385.0,0.3,0.3,0.3,1397.0,0.3,0.3,0.3,
06/30/2019,8269.0,8269.0,,-7252.0,7252.0,1017.0,0.0,-293.0,114.0,,114.0,179.0,0.0,724.0,-131.0,145.0,156.0,-11.0,,-14.0,0.0,593.0,-99.0,,,,494.0,0.0,0.0,0.0,494.0,-2.0,492.0,0.0,0.0,492.0,492.0,0.0,1384.0,0.36,0.36,0.36,1395.0,0.35,0.35,0.35,
09/30/2019,8541.0,8541.0,,-7385.0,7385.0,1156.0,0.0,-12988.0,120.0,,120.0,176.0,12692.0,-11832.0,-139.0,152.0,160.0,-8.0,,-13.0,0.0,-11971.0,598.0,,,,-11373.0,0.0,0.0,0.0,-11373.0,-10.0,-11383.0,0.0,0.0,-11383.0,596.0,11979.0,1385.0,-8.22,-8.22,0.430325,1385.0,-8.22,-8.22,0.429097,
12/31/2019,8228.0,8228.0,,-7127.0,7127.0,1101.0,0.0,-528.0,129.0,,129.0,190.0,209.0,573.0,-121.0,136.0,146.0,-10.0,,-15.0,0.0,452.0,-109.0,,,,343.0,0.0,0.0,0.0,343.0,-10.0,333.0,0.0,0.0,333.0,545.0,212.0,1384.0,0.24,0.24,0.393786,1396.0,0.24,0.24,0.391862,
03/31/2020,7455.0,7455.0,,-6624.0,6624.0,831.0,0.0,-8823.0,127.0,,127.0,173.0,8523.0,-7992.0,-97.0,121.0,136.0,-15.0,,-24.0,0.0,-8089.0,721.0,,,,-7368.0,0.0,0.0,0.0,-7368.0,-8.0,-7376.0,0.0,0.0,-7376.0,351.0,7727.0,1387.0,-5.32,-5.32,0.253064,1387.0,-5.32,-5.32,0.251017,
06/30/2020,5356.0,5356.0,,-4925.0,4925.0,431.0,0.0,-3947.0,81.0,,81.0,142.0,3724.0,-3516.0,-111.0,137.0,144.0,-7.0,,-26.0,0.0,-3627.0,199.0,,,,-3428.0,0.0,0.0,0.0,-3428.0,-6.0,-3434.0,0.0,0.0,-3434.0,-485.0,2949.0,1388.0,-2.47,-2.47,-0.349424,1388.0,-2.47,-2.47,-0.349424,
09/30/2020,5388.88,,,,,1189.4335936,,,,,,,,394.421,,,,,,,,226.842,,,,,161.667,,,,,,161.667,,,161.667,161.667,,,0.125,0.125,0.125,,0.125,0.125,0.125,
12/31/2020,5329.64,,,,,1214.0386956,,,,,,,,408.526,,,,,,,,239.632,,,,,173.625,,,,,,173.625,,,173.625,173.625,,,0.134,0.134,0.134,,0.134,0.134,0.134,
