Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/25/2010,26744,689,633,56.0,938,938.0,0.0,223,,,,,293,,185.0,108.0,2143,23173,31191.0,-8018.0,0.0,1428,,,,,1109.0,319,24601,,1627,922,125.0,,580.0,614,0.0,,,,614.0,113,,,113,2354,7320,7320.0,,,,8493,544.0,,6650.0,1299,15813,18167,0.0,380,379.64745,0.35255,0.0,8968.0,-787,8561,16.0,8577,26744,
09/24/2010,27029,676,636,40.0,1001,1001.0,0.0,225,,,,,303,,206.0,97.0,2205,23334,31457.0,-8123.0,0.0,1490,,,,,1126.0,364,24824,,1820,981,179.0,,660.0,605,0.0,,,,605.0,115,,,115,2540,7297,7297.0,,,,8554,534.0,,6732.0,1288,15851,18391,0.0,374,374.0,0.0,0.0,9022.0,-771,8625,13.0,8638,27029,
12/31/2010,28141,1346,1292,54.0,993,993.0,0.0,218,,,,,298,0.0,192.0,106.0,2855,23799,32065.0,-8266.0,0.0,1487,0.0,0.0,0.0,,1134.0,353,25286,,1827,1046,85.0,0.0,696.0,613,0.0,,,,613.0,97,0.0,0.0,97,2537,8051,8051.0,,,,8853,502.0,965.0,7053.0,333,16904,19441,0.0,370,370.0,,0.0,9087.0,-771,8686,14.0,8700,28141,
04/01/2011,27577,590,534,56.0,1068,1068.0,0.0,237,,,,,276,,174.0,102.0,2171,23915,32360.0,-8445.0,0.0,1491,,,,,1140.0,351,25406,,1627,1024,93.0,,510.0,503,0.0,,,,503.0,92,,,92,2222,7637,7637.0,,,,8962,491.0,,7182.0,1289,16599,18821,0.0,368,367.588231,0.411769,0.0,9134.0,-760,8742,14.0,8756,27577,
07/01/2011,28705,1295,1252,43.0,1112,1112.0,0.0,251,,,,,309,,186.0,123.0,2967,24202,32777.0,-8575.0,0.0,1536,,,,,1158.0,378,25738,,1823,1076,137.0,,610.0,494,0.0,,,,494.0,168,,,168,2485,8186,8186.0,,,,9093,468.0,,7340.0,1285,17279,19764,0.0,1095,1095.0,0.0,0.0,8582.0,-747,8930,11.0,8941,28705,
09/30/2011,28248,641,580,61.0,1148,1148.0,0.0,236,,,,,276,,164.0,112.0,2301,24418,33141.0,-8723.0,0.0,1529,,,,,1168.0,361,25947,,1973,1170,129.0,,674.0,494,0.0,,,,494.0,101,,,101,2568,8160,8160.0,,,,9252,434.0,,7535.0,1283,17412,19980,0.0,1050,1049.95302,0.04698,0.0,7944.0,-738,8256,12.0,8268,28248,
12/30/2011,29344,1306,783,523.0,1000,1000.0,0.0,240,,,,,260,0.0,182.0,78.0,2806,24974,33704.0,-8730.0,0.0,1564,0.0,0.0,0.0,,1171.0,393,26538,,1855,1018,129.0,0.0,708.0,507,0.0,,,,507.0,196,0.0,0.0,196,2558,8734,8734.0,,,,9584,352.0,1149.0,7601.0,482,18318,20876,0.0,1049,1049.0,,0.0,8275.0,-869,8455,13.0,8468,29344,
03/30/2012,29186,766,627,139.0,1161,1161.0,0.0,251,,,,,290,,178.0,112.0,2468,25141,34002.0,-8861.0,0.0,1577,,,,,1178.0,399,26718,,1899,1205,134.0,,560.0,502,0.0,,,,502.0,192,,,192,2593,8623,8623.0,,,,9466,337.0,,7799.0,1330,18089,20682,0.0,1039,1039.0,0.0,0.0,8313.0,-861,8491,13.0,8504,29186,
06/29/2012,29589,683,642,41.0,1136,1136.0,0.0,256,,,,,297,,172.0,125.0,2372,25632,34616.0,-8984.0,0.0,1585,,,,,1183.0,402,27217,,1888,1055,228.0,,605.0,508,0.0,,,,508.0,179,,,179,2575,8581,8581.0,,,,9538,327.0,,7896.0,1315,18119,20694,0.0,1040,1039.98867,0.01133,0.0,8679.0,-838,8881,14.0,8895,29589,
09/28/2012,29930,728,693,35.0,1163,1163.0,0.0,264,,,,,238,,134.0,104.0,2393,25932,35020.0,-9088.0,0.0,1605,,,,,1195.0,410,27537,,2043,1197,261.0,,585.0,806,0.0,,,,806.0,172,,,172,3021,8257,8257.0,,,,9621,319.0,,8018.0,1284,17878,20899,0.0,1031,1031.0,0.0,,8798.0,-813,9016,15.0,9031,29930,
12/28/2012,30571,1371,784,587.0,962,962.0,0.0,274,,,,,194,0.0,119.0,75.0,2801,26050,35279.0,-9229.0,0.0,1720,0.0,0.0,0.0,,1206.0,514,27770,,1707,1014,85.0,0.0,608.0,780,0.0,,,,780.0,140,0.0,0.0,140,2627,9052,9052.0,,,,9890,337.0,1022.0,8096.0,435,18942,21569,0.0,1020,1020.0,,0.0,8876.0,-908,8988,14.0,9002,30571,
03/29/2013,30586,1072,705,367.0,976,976.0,0.0,283,,,,,236,,133.0,103.0,2567,26288,35674.0,-9386.0,0.0,1731,,,,,1215.0,516,28019,,1764,1043,206.0,,515.0,572,0.0,,,,572.0,138,,,138,2474,8846,8846.0,,,,9918,323.0,,8202.0,1393,18764,21238,0.0,1022,1021.96063,0.03937,0.0,9191.0,-883,9330,18.0,9348,30586,
06/28/2013,30881,1017,614,403.0,946,946.0,0.0,264,,,,,262,,144.0,118.0,2489,26599,36149.0,-9550.0,0.0,1793,,,,,1228.0,565,28392,,1735,1022,111.0,,602.0,564,0.0,,,,564.0,119,,,119,2418,8811,8811.0,,,,9990,299.0,,8313.0,1378,18801,21219,0.0,1019,1018.837313,0.162687,0.0,9482.0,-858,9643,19.0,9662,30881,
09/27/2013,30943,719,591,128.0,981,981.0,0.0,267,,,,,233,,148.0,85.0,2200,26946,36637.0,-9691.0,0.0,1797,,,,,1241.0,556,28743,,1876,1078,138.0,,660.0,264,0.0,,,,264.0,111,,,111,2251,8787,8787.0,,,,10037,284.0,,8387.0,1366,18824,21075,0.0,1014,1013.0,1.0,0.0,9670.0,-836,9848,20.0,9868,30943,
12/27/2013,31782,1079,592,487.0,1052,1052.0,0.0,252,,,,,219,0.0,155.0,64.0,2602,27291,37184.0,-9893.0,0.0,1889,64.0,64.0,0.0,44.0,1298.0,483,29180,,1786,957,91.0,0.0,738.0,533,0.0,,,,533.0,105,0.0,0.0,105,2424,9022,9022.0,,,,9832,300.0,521.0,8662.0,349,18854,21278,0.0,1009,1008.86,0.14,0.0,9936.0,-462,10483,21.0,10504,31782,
03/28/2014,31680,723,475,248.0,1073,1073.0,0.0,259,,,,,234,,143.0,91.0,2289,27494,37604.0,-10110.0,0.0,1897,,,,,1314.0,583,29391,,1774,975,246.0,,553.0,325,0.0,,,,325.0,113,,,113,2212,9021,9021.0,,,,9802,285.0,,8658.0,859,18823,21035,0.0,1069,1004.0,65.0,0.0,10062.0,-507,10624,21.0,10645,31680,
06/27/2014,31975,789,573,216.0,1062,1062.0,0.0,275,,,,,246,,123.0,123.0,2372,27685,38010.0,-10325.0,0.0,1918,,,,,1331.0,587,29603,,1770,900,229.0,,641.0,899,0.0,,,,899.0,128,,,128,2797,8410,8410.0,,,,9864,289.0,,8728.0,847,18274,21071,0.0,1000,999.572416,0.427584,0.0,10304.0,-422,10882,22.0,10904,31975,
09/26/2014,32623,1054,479,575.0,1123,1123.0,0.0,276,,,,,223,,128.0,95.0,2676,27994,38533.0,-10539.0,0.0,1953,,,,,1345.0,608,29947,,1893,986,249.0,,658.0,230,0.0,,,,230.0,108,,,108,2231,9387,9387.0,,,,9863,281.0,,8742.0,840,19250,21481,0.0,995,995.0,0.0,0.0,10527.0,-403,11119,23.0,11142,32623,
12/26/2014,33053,961,669,292.0,1129,1129.0,0.0,273,,,,,209,0.0,141.0,68.0,2572,28584,39343.0,-10759.0,0.0,1897,63.0,63.0,0.0,9.0,1356.0,469,30481,,1763,845,163.0,0.0,755.0,228,0.0,0.0,0.0,,228.0,116,0.0,0.0,116,2107,9514,9506.0,8.0,8.0,,10256,276.0,795.0,8858.0,327,19770,21877,0.0,1084,991.591,92.409,0.0,10734.0,-666,11152,24.0,11176,33053,
03/27/2015,33161,818,561,257.0,1103,1103.0,0.0,291,,,,,245,,146.0,99.0,2457,28872,39824.0,-10952.0,0.0,1832,,,,,1353.0,479,30704,,1697,858,288.0,,551.0,228,0.0,,,,228.0,113,,,113,2038,9513,9513.0,,,,10272,286.0,,8886.0,1100,19785,21823,0.0,1088,987.981408,100.018592,0.0,10895.0,-668,11315,23.0,11338,33161,
06/26/2015,33777,1118,438,680.0,1022,1022.0,0.0,295,,,,,234,,132.0,102.0,2669,29250,40313.0,-11063.0,0.0,1858,,,,,1366.0,492,31108,,1641,772,243.0,,626.0,18,0.0,,,,18.0,119,,,119,1778,10107,10107.0,,,,10315,280.0,,8897.0,1138,20422,22200,0.0,984,983.737246,0.262754,0.0,11117.0,-538,11563,14.0,11577,33777,
09/25/2015,34015,966,541,425.0,1003,1003.0,0.0,309,,,,,224,,137.0,87.0,2502,29637,40843.0,-11206.0,0.0,1876,,,,,1376.0,500,31513,,1717,842,282.0,,593.0,18,0.0,,,,18.0,187,,,187,1922,10088,10088.0,,,,10345,270.0,,8957.0,1118,20433,22355,0.0,975,974.944791,0.055209,0.0,11195.0,-525,11645,15.0,11660,34015,
12/25/2015,34745,1438,628,810.0,982,982.0,0.0,350,,,,,70,0.0,,70.0,2840,30174,41574.0,-11400.0,0.0,1731,63.0,63.0,0.0,9.0,1394.0,265,31905,,1493,764,108.0,0.0,621.0,20,0.0,0.0,0.0,,20.0,439,0.0,0.0,439,1952,10515,10508.0,7.0,7.0,,10610,269.0,823.0,9179.0,339,21125,23077,0.0,1079,965.514,113.486,0.0,11238.0,-665,11652,16.0,11668,34745,
03/25/2016,34610,1106,731,375.0,917,917.0,0.0,370,,,,,215,,132.0,83.0,2608,30293,41865.0,-11572.0,0.0,1709,,,,,1402.0,307,32002,,1513,815,170.0,,528.0,20,0.0,,,,20.0,159,,,159,1692,10516,10516.0,,,,10796,255.0,,9396.0,1145,21312,23004,0.0,1068,962.0,106.0,0.0,11183.0,-658,11593,13.0,11606,34610,
06/24/2016,34550,828,566,262.0,912,912.0,0.0,399,,,,,89,,,89.0,2228,30607,42345.0,-11738.0,0.0,1715,,,,,1413.0,302,32322,,1500,766,137.0,,597.0,632,0.0,,,,632.0,150,,,150,2282,9905,9905.0,,,,10738,246.0,,9355.0,1137,20643,22925,0.0,946,945.990945,0.009055,0.0,11199.0,-533,11612,13.0,11625,34550,
09/23/2016,34681,755,603,152.0,925,925.0,0.0,397,,,,,86,,,86.0,2163,30782,42720.0,-11938.0,0.0,1736,,,,,1433.0,303,32518,,1523,859,90.0,,574.0,631,0.0,,,,631.0,109,,,109,2263,9888,9888.0,,,,10860,250.0,,9505.0,1105,20748,23011,0.0,937,936.661112,0.338888,0.0,11233.0,-514,11656,14.0,11670,34681,
12/30/2016,35414,1020,603,417.0,938,938.0,0.0,407,,,,,122,0.0,,122.0,2487,31150,43227.0,-12077.0,0.0,1777,63.0,63.0,0.0,9.0,1459.0,246,32927,,1595,806,129.0,0.0,660.0,331,0.0,0.0,0.0,,331.0,114,0.0,0.0,114,2040,10962,10956.0,6.0,6.0,,10718,259.0,561.0,9596.0,302,21680,23720,0.0,1066,928.18,137.82,0.0,11253.0,-640,11679,15.0,11694,35414,
03/31/2017,35712,1217,930,287.0,943,943.0,0.0,415,,,,,85,,,85.0,2660,31259,43399.0,-12140.0,0.0,1793,,,,,1469.0,324,33052,,1759,898,302.0,,559.0,331,0.0,,,,331.0,187,,,187,2277,10963,10963.0,,,,10803,252.0,,9648.0,903,21766,24043,0.0,1093,927.0,166.0,0.0,11197.0,-634,11656,13.0,11669,35712,
06/30/2017,35861,1097,620,477.0,1015,1015.0,0.0,428,,,,,90,,,90.0,2630,31427,43751.0,-12324.0,0.0,1804,,,,,1487.0,317,33231,,1526,810,95.0,,621.0,19,0.0,,,,19.0,127,,,127,1672,11806,11806.0,,,,10782,248.0,,9737.0,797,22588,24260,0.0,1123,923.0,200.0,0.0,11033.0,-569,11587,14.0,11601,35861,
09/30/2017,35573,704,591,113.0,981,981.0,0.0,392,,,,,95,,,95.0,2172,31579,44105.0,-12526.0,0.0,1822,,,,,1506.0,316,33401,,1950,905,322.0,,723.0,19,0.0,,,,19.0,106,,,106,2075,11788,11788.0,,,,10808,253.0,,9789.0,766,22596,24671,0.0,1121,919.0,202.0,0.0,10327.0,-561,10887,15.0,10902,35573,
12/31/2017,35739,419,401,18.0,970,970.0,0.0,372,,,,,154,0.0,,154.0,1915,31764,44324.0,-12560.0,0.0,2060,63.0,63.0,0.0,57.0,1686.0,254,33824,,1714,847,157.0,0.0,710.0,19,0.0,0.0,0.0,,19.0,161,0.0,0.0,161,1894,11790,11785.0,5.0,5.0,,7334,266.0,423.0,6418.0,227,19124,21018,0.0,1107,889.851,217.149,0.0,14084.0,-486,14705,16.0,14721,35739,
03/31/2018,37439,1990,1980,10.0,1045,1045.0,0.0,369,,,,,138,,,138.0,3542,31748,44103.0,-12355.0,0.0,2149,,,,,1714.0,435,33897,,1728,905,274.0,,549.0,19,0.0,,,,19.0,144,,,144,1891,13768,13768.0,,,,7389,258.0,,6485.0,646,21157,23048,0.0,1090,885.0,205.0,0.0,13873.0,-585,14378,13.0,14391,37439,
06/30/2018,36924,1403,1320,83.0,1036,1036.0,0.0,326,,,,,116,,,116.0,2881,31847,44306.0,-12459.0,0.0,2196,,,,,1741.0,455,34043,,1575,852,123.0,,600.0,19,0.0,,,,19.0,138,,,138,1732,13769,13769.0,,,,7400,232.0,,6532.0,636,21169,22901,0.0,986,875.0,111.0,0.0,13604.0,-581,14009,14.0,14023,36924,
09/30/2018,36861,1278,663,615.0,1090,1090.0,0.0,283,,,,,133,,,133.0,2784,31871,44485.0,-12614.0,0.0,2206,,,,,1764.0,442,34077,,1775,982,166.0,,627.0,18,0.0,,,,18.0,151,,,151,1944,13754,13754.0,,,,7428,231.0,,6584.0,613,21182,23126,0.0,973,870.0,103.0,0.0,13320.0,-574,13719,16.0,13735,36861,
12/31/2018,36729,1111,858,253.0,1010,1010.0,0.0,263,,,,,181,0.0,,181.0,2565,31998,44805.0,-12807.0,0.0,2166,0.0,0.0,0.0,13.0,1779.0,374,34164,,1718,949,106.0,0.0,663.0,18,0.0,0.0,0.0,,18.0,179,0.0,0.0,179,1915,14739,14735.0,4.0,4.0,,7495,211.0,408.0,6690.0,186,22234,24149,0.0,1067,818.18,248.82,0.0,12157.0,-661,12563,17.0,12580,36729,
03/31/2019,38154,2010,1188,822.0,1106,1106.0,0.0,241,,,,,122,,,122.0,3479,32538,45376.0,-12838.0,0.0,2137,,,,,1793.0,344,34675,,1730,1019,193.0,,518.0,71,0.0,53.0,,53.0,18.0,125,,,125,1926,16250,15748.0,502.0,,502.0,7533,207.0,,6743.0,583,23783,25709,0.0,1076,809.164,266.836,0.0,12011.0,-659,12428,17.0,12445,38154,
06/30/2019,37924,1731,853,878.0,1111,1111.0,0.0,222,,,,,122,,,122.0,3186,32569,45306.0,-12737.0,0.0,2169,,,,,1822.0,347,34738,,1644,989,133.0,,522.0,304,0.0,59.0,,59.0,245.0,105,,,105,2053,16023,15522.0,501.0,,501.0,7558,199.0,,6791.0,568,23581,25634,0.0,1088,798.176,289.824,0.0,11843.0,-655,12276,14.0,12290,37924,
09/30/2019,38795,2558,1521,1037.0,1101,1101.0,0.0,235,,,,,66,,,66.0,3960,32617,45551.0,-12934.0,0.0,2218,,,,,1849.0,369,34835,,1852,1101,155.0,,596.0,804,0.0,59.0,,59.0,745.0,149,,,149,2805,16486,15992.0,494.0,,494.0,7625,195.0,,6882.0,548,24111,26916,0.0,1096,790.0,306.0,0.0,11416.0,-648,11864,15.0,11879,38795,
12/31/2019,38257,1954,958,996.0,986,986.0,0.0,261,,,,,77,0.0,,77.0,3278,32700,45632.0,-12932.0,0.0,2279,0.0,0.0,0.0,25.0,1879.0,375,34979,,1701,1043,69.0,0.0,589.0,302,0.0,57.0,0.0,57.0,245.0,148,0.0,0.0,148,2151,16486,15989.0,497.0,4.0,493.0,7757,205.0,402.0,6961.0,189,24243,26394,0.0,1119,773.471,345.529,0.0,11404.0,-675,11848,15.0,11863,38257,
03/31/2020,38834,2482,1995,487.0,1008,1008.0,0.0,257,,,,,74,,,74.0,3821,32711,45588.0,-12877.0,0.0,2302,,,,,1901.0,401,35013,,1771,1058,269.0,,444.0,255,0.0,,,,255.0,185,,,185,2211,16966,16477.0,489.0,,,7769,210.0,,6991.0,568,24735,26946,0.0,1131,765.459,365.541,0.0,11412.0,-672,11871,17.0,11888,38834,
06/30/2020,38904,2594,2391,203.0,860,860.0,0.0,246,,,,,91,,,91.0,3791,32773,45839.0,-13066.0,0.0,2340,,,,,1921.0,419,35113,,1795,960,380.0,,455.0,378,0.0,,,,378.0,174,,,174,2347,16609,16128.0,481.0,,,7785,203.0,,7028.0,554,24394,26741,0.0,1126,765.053,360.947,0.0,11676.0,-652,12150,13.0,12163,38904,
