Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2017,23143.0,6994.0,6994.0,0.0,1652.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,33.0,,825.0,9477.0,523.0,,,754.0,754.0,,12389.0,11876.0,8242.0,3634.0,,480.0,13666.0,,1167.0,253.0,35.0,108.0,771.0,32,0.0,,,,32.0,416.0,,93.0,0.0,1615.0,14676,14509.0,167.0,167.0,,752.0,,,,,306.0,353.0,15428.0,17043.0,0.0,7278.0,5.0,7273.0,-6737,5785.0,-586.0,5740.0,360.0,6100.0,23143.0,
12/31/2017,22555.0,7309.0,7309.0,0.0,1838.0,1838.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,3.0,,835.0,9991.0,597.0,1901.0,-1304.0,335.0,335.0,,11632.0,11056.0,7073.0,3983.0,,573.0,12564.0,,1553.0,277.0,45.0,148.0,1083.0,30,0.0,,,,30.0,288.0,0.0,98.0,0.0,1871.0,14755,14530.0,225.0,225.0,,493.0,0.0,0.0,0.0,0.0,319.0,76.0,15248.0,17119.0,0.0,7300.0,5.0,7295.0,-6737,4632.0,-585.0,4610.0,826.0,5436.0,22555.0,
03/31/2018,34658.0,812.0,812.0,0.0,2654.0,2654.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,23.0,,1047.0,4521.0,928.0,,,1231.0,1231.0,,27978.0,27250.0,13102.0,14148.0,,705.0,30137.0,,1768.0,283.0,39.0,140.0,1306.0,153,0.0,,,,153.0,544.0,,7.0,0.0,2465.0,19214,18970.0,244.0,244.0,,2966.0,,,,,1994.0,965.0,22180.0,24645.0,2.0,10580.0,6.0,10574.0,-6737,4657.0,-613.0,7889.0,2124.0,10013.0,34658.0,
06/30/2018,33492.0,392.0,392.0,0.0,2747.0,2747.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,6.0,,739.0,3906.0,784.0,,,1023.0,1023.0,,27779.0,26745.0,13119.0,13626.0,,1028.0,29586.0,,1753.0,300.0,38.0,150.0,1265.0,646,0.0,,,,646.0,297.0,,98.0,0.0,2696.0,17683,17404.0,279.0,279.0,,3077.0,,,,,1968.0,1011.0,20760.0,23456.0,0.0,10596.0,6.0,10590.0,-6737,4867.0,-790.0,7936.0,2100.0,10036.0,33492.0,
09/30/2018,32912.0,531.0,531.0,0.0,2578.0,2578.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,11.0,,789.0,3914.0,810.0,,,1015.0,1015.0,,27173.0,26294.0,13139.0,13155.0,,868.0,28998.0,,1881.0,280.0,108.0,139.0,1354.0,1653,0.0,,,,1653.0,326.0,,99.0,0.0,3860.0,15829,15584.0,245.0,245.0,,2990.0,,,,,1901.0,990.0,18819.0,22679.0,0.0,10633.0,6.0,10627.0,-6737,4984.0,-764.0,8116.0,2117.0,10233.0,32912.0,
12/31/2018,32550.0,986.0,986.0,0.0,2620.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,42.0,,612.0,4231.0,800.0,1993.0,-1193.0,935.0,935.0,,26584.0,25749.0,13006.0,12743.0,,793.0,28319.0,,1887.0,325.0,,,1562.0,1819,0.0,,,,1819.0,291.0,0.0,81.0,0.0,3997.0,14974,14722.0,252.0,252.0,,3062.0,0.0,0.0,0.0,0.0,1811.0,1170.0,18036.0,22033.0,0.0,10654.0,7.0,10647.0,-6737,5254.0,-785.0,8386.0,2131.0,10517.0,32550.0,
03/31/2019,32444.0,745.0,745.0,0.0,2625.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,60.0,,641.0,4025.0,1128.0,,,955.0,955.0,,26336.0,25501.0,13037.0,12464.0,,775.0,28419.0,,1692.0,314.0,,,1378.0,1508,0.0,121.0,45.0,76.0,1387.0,275.0,,82.0,0.0,3475.0,15432,14956.0,476.0,197.0,279.0,2797.0,,,,,1700.0,1015.0,18229.0,21704.0,0.0,10677.0,7.0,10670.0,-6737,5663.0,-895.0,8708.0,2032.0,10740.0,32444.0,
06/30/2019,33845.0,1321.0,1321.0,0.0,2854.0,2854.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,50.0,,746.0,4932.0,1289.0,,,542.0,542.0,,27082.0,25652.0,13222.0,12430.0,,1380.0,28913.0,,1744.0,325.0,,,1419.0,1808,0.0,122.0,41.0,81.0,1686.0,322.0,,103.0,0.0,3874.0,15457,14823.0,634.0,196.0,438.0,2849.0,,,,,1656.0,1090.0,18306.0,22180.0,0.0,10655.0,7.0,10648.0,-6737,6616.0,-913.0,9621.0,2044.0,11665.0,33845.0,
09/30/2019,32825.0,813.0,813.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,121.0,,780.0,4313.0,1476.0,,,529.0,529.0,,26507.0,24952.0,12977.0,11975.0,,1434.0,28512.0,,1702.0,380.0,,,1322.0,730,0.0,119.0,43.0,76.0,611.0,405.0,,66.0,0.0,2837.0,15569,14757.0,812.0,190.0,622.0,2840.0,,,,,1624.0,1150.0,18409.0,21246.0,0.0,10725.0,7.0,10718.0,-7037,6859.0,-1029.0,9518.0,2061.0,11579.0,32825.0,
12/31/2019,33735.0,1552.0,1552.0,0.0,2633.0,2633.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,119.0,,966.0,5217.0,1564.0,2712.0,-1148.0,568.0,568.0,,26386.0,24846.0,13050.0,11796.0,,1421.0,28518.0,,2000.0,463.0,,,1537.0,738,0.0,129.0,47.0,82.0,609.0,501.0,0.0,110.0,0.0,3239.0,15634,14810.0,824.0,203.0,621.0,2896.0,0.0,0.0,0.0,0.0,1691.0,1095.0,18530.0,21769.0,0.0,10754.0,7.0,10747.0,-7374,7333.0,-822.0,9891.0,2075.0,11966.0,33735.0,
03/31/2020,33390.0,1453.0,1453.0,0.0,2564.0,2564.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,197.0,,535.0,4626.0,1040.0,,,542.0,542.0,,27182.0,25054.0,12966.0,12088.0,,1931.0,28764.0,,1889.0,421.0,,,1468.0,607,0.0,,,,607.0,379.0,,59.0,0.0,2875.0,15267,15267.0,,,,3844.0,,,,,1550.0,2235.0,19111.0,21986.0,0.0,10777.0,7.0,10770.0,-7897,7712.0,-1122.0,9470.0,1934.0,11404.0,33390.0,
06/30/2020,33089.0,1683.0,1683.0,0.0,2473.0,2473.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,195.0,,502.0,4717.0,1088.0,,,530.0,530.0,,26754.0,24618.0,12987.0,11631.0,,1941.0,28372.0,,1962.0,367.0,,,1595.0,339,0.0,,,,339.0,275.0,,75.0,0.0,2576.0,14944,14944.0,,,,3769.0,,,,,1463.0,2231.0,18713.0,21289.0,0.0,10805.0,7.0,10798.0,-7897,7980.0,-1021.0,9867.0,1933.0,11800.0,33089.0,
