Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2009,33424.0,30641.0,2783.0,,-29811.0,28582.0,1229.0,3613.0,0.0,-2593.0,2172.0,676.0,84.0,-339.0,1020.0,-387.0,251.0,316.0,-65.0,,-222.0,358.0,633.0,73.0,706.0,0.0,0.0,0.0,706.0,180.0,886.0,0.0,0.0,886.0,2050.8,1164.8,3310.0,0.267674,0.267674,0.619577,3672.0,0.241285,0.241285,0.558497,
03/31/2010,31566.0,31566.0,,,-26298.0,25139.0,1159.0,5268.0,0.0,-3048.0,2220.0,660.0,-41.0,209.0,2220.0,-85.0,479.0,542.0,-63.0,,-142.0,-252.0,2135.0,-50.0,2085.0,0.0,0.0,0.0,2085.0,0.0,2085.0,0.0,0.0,2085.0,1939.4,-145.6,3365.0,0.62,0.62,0.576345,4569.0,0.5,0.5,0.468133,
06/30/2010,35067.0,32564.0,2503.0,,-28946.0,27828.0,1118.0,6121.0,0.0,-3006.0,2424.0,494.0,,88.0,3115.0,-268.0,436.0,518.0,-82.0,,-124.0,-44.0,2847.0,-251.0,2596.0,0.0,0.0,0.0,2596.0,3.0,2599.0,0.0,0.0,2599.0,2736.15,137.15,3411.0,0.76,0.76,0.802155,4610.0,0.61,0.61,0.639751,
09/30/2010,29893.0,27592.0,2301.0,,-25287.0,24233.0,1054.0,4606.0,0.0,-2618.0,2025.0,426.0,,167.0,1988.0,-101.0,319.0,415.0,-96.0,,-118.0,-100.0,1887.0,-199.0,1688.0,0.0,0.0,0.0,1688.0,-1.0,1687.0,0.0,0.0,1687.0,1776.05,89.05,3446.0,0.49,0.49,0.515395,4174.0,0.43,0.43,0.451334,
12/31/2010,32428.0,30230.0,2198.0,,-28265.0,27251.0,1014.0,4163.0,0.0,-2706.0,2371.0,444.0,,-109.0,1457.0,-1177.0,225.0,332.0,-107.0,,-154.0,1106.0,280.0,-92.0,188.0,0.0,0.0,0.0,188.0,2.0,190.0,0.0,0.0,190.0,1499.1,1309.1,3572.0,0.053191,0.053191,0.419681,4292.0,0.044268,0.044268,0.349278,
03/31/2011,33114.0,31038.0,2076.0,,-27699.0,26776.0,923.0,5415.0,0.0,-2680.0,2143.0,430.0,-54.0,161.0,2735.0,41.0,142.0,251.0,-109.0,,-167.0,-16.0,2776.0,-220.0,2556.0,0.0,0.0,0.0,2556.0,-5.0,2551.0,0.0,0.0,2551.0,2616.65,65.65,3771.0,0.68,0.68,0.693888,4266.0,0.61,0.61,0.625389,
06/30/2011,35527.0,33476.0,2051.0,,-30178.0,29253.0,925.0,5349.0,0.0,-2928.0,2345.0,378.0,21.0,184.0,2421.0,185.0,61.0,202.0,-141.0,,-135.0,-111.0,2606.0,-206.0,2400.0,0.0,0.0,0.0,2400.0,-2.0,2398.0,0.0,0.0,2398.0,2470.8,72.8,3799.0,0.63,0.63,0.650382,4102.0,0.59,0.59,0.607747,
09/30/2011,33047.0,31043.0,2004.0,,-28532.0,27617.0,915.0,4515.0,0.0,-2866.0,2202.0,481.0,5.0,178.0,1649.0,197.0,51.0,181.0,-130.0,,-104.0,-144.0,1846.0,-194.0,1652.0,0.0,0.0,0.0,1652.0,-3.0,1649.0,0.0,0.0,1649.0,1765.35,116.35,3800.0,0.43,0.43,0.464566,4031.0,0.41,0.41,0.438864,
12/31/2011,34576.0,32611.0,1965.0,,-30550.0,29699.0,851.0,4026.0,0.0,-2658.0,2370.0,554.0,,-266.0,1368.0,85.0,69.0,183.0,-114.0,,-94.0,-60.0,1453.0,12161.0,13614.0,0.0,0.0,0.0,13614.0,1.0,13615.0,0.0,0.0,13615.0,775.6,-12839.4,3802.0,3.58101,3.58101,0.203998,4042.0,3.368382,3.368382,0.191885,
03/31/2012,32445.0,30525.0,1920.0,,-27760.0,26934.0,826.0,4685.0,0.0,-2862.0,2135.0,590.0,-16.0,153.0,1823.0,215.0,82.0,185.0,-103.0,,-95.0,-202.0,2038.0,-640.0,1398.0,0.0,0.0,0.0,1398.0,-2.0,1396.0,0.0,0.0,1396.0,1534.45,138.45,3803.0,0.37,0.37,0.403484,4055.0,0.35,0.35,0.384143,
06/30/2012,33211.0,31328.0,1883.0,,-28668.0,27870.0,798.0,4543.0,0.0,-2960.0,2233.0,589.0,-23.0,161.0,1583.0,12.0,102.0,188.0,-86.0,,-101.0,-13.0,1595.0,-557.0,1038.0,0.0,0.0,0.0,1038.0,2.0,1040.0,0.0,0.0,1040.0,1318.85,278.85,3815.0,0.27,0.27,0.345701,4014.0,0.26,0.26,0.329469,
09/30/2012,32172.0,30247.0,1925.0,,-27414.0,26650.0,764.0,4758.0,0.0,-2974.0,2092.0,645.0,55.0,182.0,1784.0,462.0,113.0,198.0,-85.0,,-129.0,-446.0,2246.0,-613.0,1633.0,0.0,0.0,0.0,1633.0,-2.0,1631.0,0.0,0.0,1631.0,1449.0,-182.0,3814.0,0.43,0.43,0.379916,3972.0,0.41,0.41,0.364179,
12/31/2012,35731.0,34467.0,1264.0,,-32312.0,31585.0,727.0,3419.0,0.0,-2810.0,2581.0,,61.0,168.0,609.0,1150.0,-146.0,142.0,-288.0,,-263.0,-741.0,1759.0,-216.0,1543.0,0.0,0.0,0.0,1543.0,3.0,1546.0,0.0,0.0,1546.0,1459.55,-86.45,3827.0,0.403972,0.403972,0.381382,4009.0,0.385632,0.385632,0.364068,
03/31/2013,35649.0,33858.0,1791.0,,-30711.0,30005.0,706.0,4938.0,0.0,-3164.0,2481.0,483.0,40.0,160.0,1774.0,349.0,162.0,206.0,-44.0,,-214.0,-297.0,2123.0,-511.0,1612.0,0.0,0.0,0.0,1612.0,-1.0,1611.0,0.0,0.0,1611.0,1597.35,-13.65,3923.0,0.41,0.41,0.407176,4072.0,0.4,0.4,0.396648,
06/30/2013,37923.0,36079.0,1844.0,,-33229.0,32524.0,705.0,4694.0,0.0,-3256.0,2488.0,558.0,53.0,157.0,1438.0,381.0,150.0,207.0,-57.0,,-273.0,-258.0,1819.0,-585.0,1234.0,0.0,0.0,0.0,1234.0,-1.0,1233.0,0.0,0.0,1233.0,1520.95,287.95,3933.0,0.31,0.31,0.386715,4084.0,0.3,0.3,0.370507,
09/30/2013,35775.0,33857.0,1918.0,,-30792.0,30030.0,762.0,4983.0,0.0,-3281.0,2382.0,632.0,46.0,221.0,1702.0,389.0,154.0,204.0,-50.0,,-293.0,-250.0,2091.0,-818.0,1273.0,0.0,0.0,0.0,1273.0,-1.0,1272.0,0.0,0.0,1272.0,1387.7,115.7,3942.0,0.32,0.32,0.352029,4096.0,0.31,0.31,0.338247,
12/31/2013,37570.0,35575.0,1995.0,,-33323.0,32636.0,687.0,4247.0,0.0,-3683.0,2646.0,738.0,69.0,230.0,564.0,443.0,164.0,212.0,-48.0,,-289.0,-318.0,1007.0,2049.0,3056.0,0.0,0.0,0.0,3056.0,10.0,3066.0,0.0,0.0,3066.0,2979.25,-86.75,3941.0,0.777975,0.777975,0.755963,4090.0,0.749633,0.749633,0.728423,
03/31/2014,35876.0,33876.0,2000.0,,-31699.0,31021.0,678.0,4177.0,0.0,-3411.0,2476.0,706.0,39.0,190.0,766.0,493.0,138.0,208.0,-70.0,,-419.0,-212.0,1259.0,-270.0,989.0,0.0,0.0,0.0,989.0,0.0,989.0,0.0,0.0,989.0,1041.1,52.1,3946.0,0.25,0.25,0.263837,4094.0,0.24,0.24,0.252726,
06/30/2014,37411.0,35365.0,2046.0,,-31930.0,31247.0,683.0,5481.0,0.0,-3580.0,2551.0,742.0,104.0,183.0,1901.0,217.0,156.0,207.0,-51.0,,-67.0,-306.0,2118.0,-803.0,1315.0,0.0,0.0,0.0,1315.0,-4.0,1311.0,0.0,0.0,1311.0,1598.95,287.95,3940.0,0.33,0.33,0.405825,4088.0,0.32,0.32,0.390438,
09/30/2014,34920.0,32779.0,2141.0,,-30870.0,30197.0,673.0,4050.0,0.0,-3558.0,2489.0,808.0,74.0,187.0,492.0,529.0,125.0,204.0,-79.0,,-388.0,-266.0,1021.0,-188.0,833.0,0.0,0.0,0.0,833.0,2.0,835.0,0.0,0.0,835.0,932.1,97.1,3861.0,0.22,0.22,0.241414,4010.0,0.21,0.21,0.234214,
12/31/2014,35870.0,33762.0,2108.0,,-33225.0,32560.0,665.0,2645.0,0.0,-5472.0,4326.0,842.0,88.0,216.0,-2827.0,-337.0,114.0,178.0,-64.0,,-401.0,624.0,-3164.0,1257.0,-1907.0,0.0,0.0,0.0,-1907.0,3.0,-1904.0,0.0,0.0,-1904.0,2292.35,4035.25,3903.0,-0.48783,-0.48783,0.58733,3903.0,-0.48783,-0.48783,0.58733,
03/31/2015,33900.0,31800.0,2100.0,,-29119.0,28472.0,647.0,4781.0,0.0,-3538.0,3538.0,,,0.0,1243.0,536.0,101.0,165.0,-64.0,,-437.0,-200.0,1779.0,-625.0,1154.0,0.0,0.0,0.0,1154.0,-1.0,1153.0,0.0,0.0,1153.0,1136.75,-16.25,3963.0,0.29,0.29,0.286841,4001.0,0.29,0.29,0.285939,
06/30/2015,37263.0,35105.0,2158.0,,-32071.0,30326.0,1745.0,5192.0,0.0,-2544.0,2544.0,,,0.0,2648.0,638.0,104.0,190.0,-86.0,,-486.0,-256.0,3286.0,-1125.0,2161.0,0.0,0.0,0.0,2161.0,-1.0,2160.0,0.0,0.0,2160.0,2170.4,10.4,3974.0,0.54,0.54,0.54615,4007.0,0.54,0.54,0.542595,
09/30/2015,38144.0,35818.0,2326.0,,-33118.0,31213.0,1905.0,5026.0,0.0,-2386.0,2386.0,,,0.0,2640.0,651.0,127.0,206.0,-79.0,,-314.0,-464.0,3291.0,-1099.0,2192.0,0.0,0.0,0.0,2192.0,0.0,2192.0,0.0,0.0,2192.0,2177.15,-14.85,3969.0,0.55,0.55,0.548539,3999.0,0.55,0.55,0.546287,
12/31/2015,40251.0,37843.0,2408.0,,-36440.0,34435.0,2005.0,3811.0,0.0,-3361.0,3361.0,,,0.0,450.0,1446.0,123.0,212.0,-89.0,,-581.0,-988.0,1896.0,-32.0,1864.0,0.0,0.0,0.0,1864.0,4.0,1868.0,0.0,0.0,1868.0,2121.23,253.23,3972.0,0.470292,0.470292,0.534046,4002.0,0.466767,0.466767,0.530042,
03/31/2016,37718.0,35257.0,2461.0,,-32577.0,30517.0,2060.0,5141.0,0.0,-2690.0,2690.0,,,0.0,2451.0,1200.0,120.0,200.0,-80.0,,-541.0,-779.0,3651.0,-1196.0,2455.0,0.0,0.0,0.0,2455.0,-3.0,2452.0,0.0,0.0,2452.0,2572.0,120.0,3970.0,0.62,0.62,0.647859,3996.0,0.61,0.61,0.64003,
06/30/2016,39485.0,36932.0,2553.0,,-34606.0,32348.0,2258.0,4879.0,0.0,-2661.0,2661.0,,,0.0,2218.0,657.0,140.0,212.0,-72.0,,-398.0,-399.0,2875.0,-903.0,1972.0,0.0,0.0,0.0,1972.0,-2.0,1970.0,0.0,0.0,1970.0,2093.55,123.55,3973.0,0.5,0.5,0.526944,3997.0,0.49,0.49,0.520911,
09/30/2016,35943.0,33331.0,2612.0,,-32646.0,30446.0,2200.0,3297.0,0.0,-2535.0,2535.0,,,0.0,762.0,625.0,161.0,238.0,-77.0,,-403.0,-383.0,1387.0,-426.0,961.0,0.0,0.0,0.0,961.0,-4.0,957.0,0.0,0.0,957.0,1052.1,95.1,3974.0,0.24,0.24,0.264746,4000.0,0.24,0.24,0.263775,
12/31/2016,38654.0,36027.0,2627.0,,-35213.0,32884.0,2329.0,3441.0,0.0,-3086.0,3086.0,,,0.0,355.0,-1484.0,80.0,301.0,-221.0,,-438.0,1842.0,-1129.0,341.0,-788.0,0.0,0.0,0.0,-788.0,-2.0,-790.0,0.0,0.0,-790.0,897.7,1687.7,3975.0,-0.198742,-0.198742,0.225836,4003.0,-0.198742,-0.198742,0.222867,
03/31/2017,39146.0,36475.0,2669.0,2.0,-34918.0,32700.0,2218.0,4228.0,0.0,-2764.0,2764.0,,,0.0,1464.0,787.0,201.0,293.0,-92.0,,-346.0,-642.0,2251.0,-652.0,1599.0,0.0,0.0,0.0,1599.0,-7.0,1592.0,0.0,0.0,1592.0,1583.0,-9.0,3976.0,0.4,0.4,0.398139,3999.0,0.4,0.4,0.397749,
06/30/2017,39853.0,37113.0,2738.0,2.0,-35545.0,33342.0,2203.0,4308.0,0.0,-2756.0,2756.0,,,0.0,1552.0,714.0,182.0,291.0,-109.0,,-273.0,-623.0,2266.0,-211.0,2055.0,0.0,0.0,0.0,2055.0,-8.0,2047.0,0.0,0.0,2047.0,2249.0,202.0,3977.0,0.51,0.51,0.565502,3996.0,0.51,0.51,0.560551,
09/30/2017,36451.0,33646.0,2802.0,3.0,-32534.0,30275.0,2259.0,3917.0,0.0,-2919.0,2919.0,,,0.0,998.0,772.0,175.0,298.0,-123.0,,-316.0,-631.0,1770.0,-191.0,1579.0,0.0,0.0,0.0,1579.0,-7.0,1572.0,0.0,0.0,1572.0,1769.9,197.9,3972.0,0.4,0.4,0.445594,3996.0,0.39,0.39,0.439525,
12/31/2017,41326.0,38419.0,2904.0,3.0,-37371.0,35004.0,2367.0,3955.0,0.0,-3088.0,3088.0,,,0.0,867.0,1005.0,171.0,308.0,-137.0,,-266.0,-910.0,1872.0,652.0,2524.0,0.0,0.0,0.0,2524.0,-4.0,2520.0,0.0,0.0,2520.0,1001.1,-1518.9,3975.0,0.633962,0.633962,0.251849,4001.0,0.629843,0.629843,0.250212,
03/31/2018,41959.0,39012.0,2943.0,4.0,-38091.0,35753.0,2338.0,3868.0,0.0,-2747.0,2747.0,,,0.0,1121.0,798.0,143.0,289.0,-146.0,,-224.0,-717.0,1919.0,-174.0,1745.0,0.0,0.0,0.0,1745.0,-9.0,1736.0,0.0,0.0,1736.0,1755.0,19.0,3974.0,0.44,0.44,0.441621,3997.0,0.43,0.43,0.434754,
06/30/2018,38920.0,35905.0,3009.0,6.0,-35556.0,33194.0,2362.0,3364.0,0.0,-2778.0,2778.0,,,0.0,586.0,763.0,134.0,301.0,-167.0,,-60.0,-837.0,1349.0,-280.0,1069.0,0.0,0.0,0.0,1069.0,-3.0,1066.0,0.0,0.0,1066.0,927.57,-138.43,3977.0,0.27,0.27,0.233234,3999.0,0.27,0.27,0.233234,
09/30/2018,37666.0,34660.0,2998.0,8.0,-33920.0,31568.0,2352.0,3746.0,0.0,-2882.0,2882.0,,,0.0,864.0,230.0,169.0,343.0,-174.0,,32.0,-431.0,1094.0,-101.0,993.0,0.0,0.0,0.0,993.0,-2.0,991.0,0.0,0.0,991.0,1245.1,254.1,3976.0,0.25,0.25,0.313154,4000.0,0.25,0.25,0.313154,
12/31/2018,41793.0,38717.0,3068.0,8.0,-38165.0,35754.0,2411.0,3628.0,0.0,-2996.0,2996.0,,,0.0,632.0,-649.0,105.0,295.0,-190.0,,129.0,415.0,-17.0,-95.0,-112.0,0.0,0.0,0.0,-112.0,-4.0,-116.0,0.0,0.0,-116.0,1005.17,1121.17,3972.0,-0.029204,-0.029204,0.253064,3997.0,-0.029204,-0.029204,0.251298,
03/31/2019,40342.0,37239.0,3097.0,6.0,-36297.0,33942.0,2355.0,4045.0,0.0,-2843.0,2843.0,,,0.0,1202.0,408.0,42.0,245.0,-203.0,,-25.0,-425.0,1610.0,-427.0,1183.0,0.0,0.0,0.0,1183.0,-37.0,1146.0,0.0,0.0,1146.0,1731.0,585.0,3973.0,0.29,0.29,0.435691,3997.0,0.29,0.29,0.435691,
06/30/2019,38853.0,35758.0,3089.0,6.0,-36038.0,33657.0,2381.0,2815.0,0.0,-2725.0,2725.0,,,0.0,90.0,115.0,37.0,244.0,-207.0,,-87.0,-65.0,205.0,-55.0,150.0,0.0,0.0,0.0,150.0,-2.0,148.0,0.0,0.0,148.0,1277.56,1129.56,3984.0,0.04,0.04,0.320673,4013.0,0.04,0.04,0.320673,
09/30/2019,36990.0,33931.0,3045.0,14.0,-34650.0,32282.0,2368.0,2340.0,0.0,-2601.0,2601.0,,,0.0,-261.0,242.0,69.0,276.0,-207.0,,16.0,-327.0,-19.0,442.0,423.0,0.0,0.0,0.0,423.0,2.0,425.0,0.0,0.0,425.0,1017.09,592.09,3970.0,0.11,0.11,0.256194,4007.0,0.11,0.11,0.256194,
12/31/2019,39715.0,36671.0,3029.0,15.0,-37180.0,34812.0,2368.0,2535.0,0.0,-2992.0,2992.0,,,0.0,-457.0,-1979.0,92.0,255.0,-163.0,,64.0,1823.0,-2436.0,764.0,-1672.0,0.0,0.0,0.0,-1672.0,0.0,-1672.0,0.0,0.0,-1672.0,859.94,2531.94,3960.0,-0.422222,-0.422222,0.217157,3999.0,-0.422222,-0.422222,0.210921,
03/31/2020,34320.0,31340.0,2967.0,13.0,-33446.0,30522.0,2924.0,874.0,0.0,-2432.0,2432.0,,,0.0,-1558.0,412.0,65.0,227.0,-162.0,,41.0,-518.0,-1146.0,-847.0,-1993.0,0.0,0.0,0.0,-1993.0,0.0,-1993.0,0.0,0.0,-1993.0,-919.0,1074.0,3963.0,-0.5,-0.5,-0.231895,3963.0,-0.5,-0.5,-0.231895,
06/30/2020,19371.0,16622.0,2739.0,10.0,-20165.0,17932.0,2233.0,-794.0,0.0,-1965.0,1965.0,,,0.0,-2759.0,3843.0,316.0,450.0,-134.0,,25.0,-4184.0,1084.0,34.0,1118.0,0.0,0.0,0.0,1118.0,-1.0,1117.0,0.0,0.0,1117.0,-1677.08,-2794.08,3975.0,0.28,0.28,-0.421907,3992.0,0.28,0.28,-0.421907,
09/30/2020,33712.5,,,,,,,4189.7895,,,,,,,764.429,,,,,,,,613.5,,724.2,,,,,,724.2,,,724.2,614.714,,,0.145,0.145,0.141,,0.145,0.145,0.141,
12/31/2020,33851.875,,,,,,,2738.95520625,,,,,,,-416.714,,,,,,,,-633.667,,-647.4,,,,,,-647.4,,,-647.4,-674.714,,,-0.19,-0.19,-0.19,,-0.19,-0.19,-0.19,
