Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,5117.8,453.1,,343.2,,0.0,4321.5,,-4026.8,4026.8,4026.8,,,,1091.0,-793.2,,130.1,71.9,591.2,297.8,-71.3,,0.0,74.4,76.7,-2.3,0.0,-3.1,226.5,-54.7,171.8,-26.7,,,198.5,0.0,198.5,-3.3,0.0,195.2,195.2,,177.4,1.1,0.95,0.88,179.9,1.09,0.94,0.87,
03/31/2006,4859.2,504.0,,418.3,,0.0,3936.9,0.0,-3923.1,3923.1,3923.1,,,,936.1,-728.0,,130.2,73.6,524.2,208.1,-63.6,,0.0,74.3,77.0,-2.7,0.0,-10.7,144.5,-39.6,104.9,-12.3,,,117.2,0.0,117.2,-3.3,0.0,113.9,113.9,,178.6,0.64,0.57,0.62,180.4,0.63,0.56,0.61,
06/30/2006,4378.8,498.7,498.7,141.8,141.8,0.0,3738.3,,-3396.2,3396.2,3396.2,0.0,,,982.6,-797.2,,133.3,71.5,592.4,185.4,-68.3,,0.0,75.5,79.3,-3.8,0.0,-7.2,117.1,-39.8,77.3,-19.1,,,96.4,0.0,96.4,-3.3,0.0,93.1,93.1,,179.1,0.52,0.41,0.45,180.7,0.52,0.41,0.45,
09/30/2006,5393.4,649.9,,111.7,,0.0,4631.8,0.0,-4096.2,4096.2,4096.2,,,,1297.2,-741.2,,136.4,73.6,531.2,556.0,-95.2,,0.0,79.6,83.1,-3.5,0.0,15.6,460.8,-151.2,309.6,-18.1,,,327.7,0.0,327.7,-3.3,0.0,324.4,324.4,,179.7,1.81,1.7,1.47,181.6,1.79,1.69,1.46,
12/31/2006,4593.2,463.3,463.3,218.2,218.2,0.0,3911.7,0.0,-3454.9,3454.9,3454.9,,,,1138.3,-781.6,,124.0,72.0,585.6,356.7,33.6,,0.0,86.1,89.8,-3.7,0.0,-119.7,390.3,-120.4,269.9,-138.4,,,408.3,0.0,408.3,-3.3,0.0,405.0,405.0,,180.2,2.25,1.48,1.1,182.7,2.22,1.46,1.08,
03/31/2007,5111.1,514.8,,402.5,,0.0,4193.8,0.0,-4016.7,4016.7,4016.7,,,,1094.4,-792.0,,132.4,73.2,586.4,302.4,-34.1,,0.0,76.5,80.3,-3.8,0.0,-42.4,268.3,-67.7,200.6,1.6,,,199.0,0.0,199.0,-3.3,0.0,195.7,195.7,,180.6,1.08,1.09,1.04,182.8,1.07,1.08,1.03,
06/30/2007,4876.3,544.3,,159.1,,0.0,4172.9,0.0,-3885.2,3885.2,3885.2,,,,991.1,-814.2,,142.8,72.8,598.6,176.9,-31.0,,0.0,66.6,71.1,-4.5,0.0,-35.6,145.9,-26.3,119.6,0.0,,,119.6,0.0,119.6,-3.3,0.0,116.3,116.3,,180.3,0.65,0.65,0.65,182.7,0.64,0.64,0.64,
09/30/2007,5856.4,778.2,,112.8,,0.0,4965.4,0.0,-4549.7,4549.7,4549.7,,,,1306.7,-881.6,,138.3,73.7,669.6,425.1,-6.8,,0.0,75.1,80.3,-5.2,0.0,-68.3,418.3,-164.3,254.0,-0.7,,,254.7,0.0,254.7,-3.3,0.0,251.4,251.4,,180.5,1.39,1.39,1.47,182.8,1.38,1.37,1.45,
12/31/2007,5349.4,618.3,,268.6,,0.0,4462.5,0.0,-4022.3,4022.3,4022.3,,,,1327.1,-894.8,,144.3,69.2,681.3,432.3,-0.9,,0.0,74.2,80.1,-5.9,0.0,-73.3,431.4,-170.0,261.4,0.0,,,261.4,0.0,261.4,-3.3,0.0,258.1,258.1,,179.3,1.44,1.44,1.5,181.8,1.42,1.42,1.48,
03/31/2008,4812.2,709.3,,391.0,391.0,0.0,3711.9,,-3743.1,3743.1,3743.1,,0.0,,1069.1,-829.8,,148.3,74.8,606.7,239.3,-14.0,,0.0,71.7,78.8,-7.1,0.0,-57.7,225.3,-75.9,149.4,0.0,,,149.4,-3.7,145.7,,0.0,145.7,145.7,,178.2,0.82,0.82,0.96,180.2,0.81,0.81,0.95,
06/30/2008,4756.1,448.7,448.7,183.1,183.1,0.0,4124.3,,-3559.4,3559.4,3559.4,,,0.0,1196.7,-941.5,,141.9,71.1,728.5,255.2,26.9,,0.0,64.9,73.5,-8.6,0.0,-91.8,282.1,-107.1,175.0,0.0,,,175.0,-3.5,171.5,-3.3,0.0,168.2,168.2,-49.72,178.4,0.96,0.96,0.68,180.2,0.95,0.95,0.68,
09/30/2008,5323.6,822.3,822.3,150.3,150.3,0.0,4351.0,,-4318.0,4318.0,4318.0,,0.0,,1005.6,-715.5,,134.3,81.1,500.1,290.1,-624.1,,0.0,89.5,100.0,-10.5,0.0,534.6,-334.0,111.6,-222.4,0.0,,,-222.4,0.0,-222.4,-3.3,0.0,-225.7,-225.7,337.025,178.4,-1.27,-1.27,0.624019,179.5,-1.27,-1.27,0.607577,
12/31/2008,4926.4,699.2,699.2,280.4,280.4,0.0,3946.8,0.0,-3900.8,3900.8,3900.8,,,,1025.6,-845.4,,158.7,74.8,611.9,180.2,-1732.5,,0.0,123.0,146.8,-23.8,0.0,1609.5,-1552.3,149.7,-1402.6,0.0,,,-1402.6,0.0,-1402.6,-3.3,0.0,-1405.9,-1405.9,,181.4,-7.75,-7.75,0.03,181.4,-7.75,-7.75,0.03,
03/31/2009,4303.4,806.8,806.8,384.3,384.3,0.0,3112.3,,-3273.2,3273.2,3273.2,,0.0,,1030.2,-1242.3,,148.6,77.9,1015.8,-212.1,-149.8,122.3,,122.3,143.9,-21.6,,27.5,-361.9,242.2,-119.7,0.0,0.0,0.0,-119.7,-3.8,-123.5,,0.0,-123.5,143.13,266.63,198.5,-0.62,-0.62,0.721058,198.5,-0.62,-0.62,0.721058,
06/30/2009,3864.1,655.7,655.7,111.1,111.1,0.0,3097.3,,-2631.6,2631.6,2631.6,,0.0,,1232.5,-1001.9,,148.9,72.4,780.6,230.6,-99.5,111.6,,111.6,133.2,-21.6,,-12.1,131.1,-102.8,28.3,0.0,0.0,0.0,28.3,-20.2,8.1,,0.0,8.1,138.88,130.78,199.2,0.04,0.04,0.697189,200.0,0.04,0.04,0.6939,
09/30/2009,4027.7,788.3,788.3,77.7,77.7,0.0,3161.7,,-2650.4,2650.4,2650.4,,0.0,,1377.3,-843.0,,149.3,74.4,619.3,534.3,-68.5,107.2,,107.2,129.7,-22.5,,-38.7,465.8,-298.4,167.4,0.0,0.0,0.0,167.4,-29.8,137.6,,0.0,137.6,146.115,8.515,199.6,0.69,0.69,0.732039,200.8,0.69,0.69,0.732039,
12/31/2009,3403.6,569.9,569.9,180.7,180.7,0.0,2653.0,,-2580.4,2580.4,2580.4,,0.0,,823.2,6605.0,,142.3,65.7,-6813.0,7428.2,-173.0,92.0,,92.0,113.4,-21.4,,81.0,7255.2,-2827.8,4427.4,0.0,0.0,0.0,4427.4,-6.2,4421.2,,0.0,4421.2,-339.53,-4760.73,199.9,22.12,22.12,-1.698499,201.3,21.96,21.96,-1.698499,
03/31/2010,3586.6,751.3,751.3,317.1,317.1,0.0,2518.2,,-2560.6,2560.6,2560.6,,0.0,,1026.0,-610.9,,131.4,66.8,412.7,415.1,-128.2,105.9,,105.9,121.5,-15.6,,22.3,286.9,-95.6,191.3,0.0,0.0,0.0,191.3,0.2,191.5,,0.0,191.5,188.315,-3.185,200.3,0.96,0.96,0.940165,201.9,0.95,0.95,0.934225,
06/30/2010,3309.9,651.1,651.1,99.6,99.6,0.0,2559.2,,-2489.8,2489.8,2489.8,,0.0,,820.1,-638.2,,125.3,65.6,447.3,181.9,-60.6,51.7,,51.7,60.4,-8.7,,8.9,121.3,-37.5,83.8,0.0,0.0,0.0,83.8,-11.2,72.6,,0.0,72.6,72.405,-0.195,200.8,0.36,0.36,0.360583,202.6,0.36,0.36,0.359038,
09/30/2010,3968.9,776.3,776.3,77.7,77.7,,3114.9,,-3231.7,3231.7,3231.7,,,,737.2,-2983.9,,123.0,66.6,2794.3,-2246.7,-75.3,56.9,,56.9,62.6,-5.7,,18.4,-2322.0,947.0,-1375.0,0.0,0.0,0.0,-1375.0,-31.5,-1406.5,,,-1406.5,33.905,1440.405,201.1,-6.99,-6.99,0.168598,201.1,-6.99,-6.99,0.168598,
12/31/2010,3474.6,573.4,573.4,210.5,210.5,0.0,2690.7,,-2620.4,2620.4,2620.4,,0.0,,854.2,-447.5,,138.4,64.9,244.2,406.7,-90.4,63.3,,63.3,66.3,-3.0,,27.1,316.3,-148.2,168.1,0.0,0.0,0.0,168.1,-8.3,159.8,,0.0,159.8,10.755,-149.045,199.8,0.8,0.8,0.053829,201.3,0.79,0.79,0.049588,
03/31/2011,3570.2,650.1,650.1,306.2,306.2,0.0,2613.9,,-2673.0,2673.0,2673.0,,0.0,,897.2,-679.6,,154.1,77.7,447.8,217.6,-88.1,69.1,,69.1,71.3,-2.2,,19.0,129.5,-50.1,79.4,0.0,0.0,0.0,79.4,-9.0,70.4,,0.0,70.4,70.4,0.0,199.4,0.35,0.35,0.35,200.7,0.35,0.35,0.35,
06/30/2011,3359.8,546.9,546.9,108.2,108.2,0.0,2704.7,,-2380.9,2380.9,2380.9,,0.0,,978.9,-718.8,,151.8,76.5,490.5,260.1,-78.7,63.0,,63.0,65.2,-2.2,,15.7,181.4,-73.3,108.1,0.0,0.0,0.0,108.1,-8.9,99.2,,0.0,99.2,96.795,-2.405,200.1,0.5,0.5,0.483733,201.9,0.49,0.49,0.478088,
09/30/2011,3521.1,638.6,638.6,81.9,81.9,0.0,2800.6,,-2630.3,2630.3,2630.3,,0.0,,890.8,-661.0,,143.7,78.1,439.2,229.8,-80.8,63.0,,63.0,67.0,-4.0,,17.8,149.0,-51.1,97.9,0.0,0.0,0.0,97.9,-24.2,73.7,,0.0,73.7,99.75,26.05,200.4,0.37,0.37,0.497754,202.4,0.36,0.36,0.488706,
12/31/2011,2952.8,485.1,485.1,168.2,168.2,0.0,2299.5,,-2246.5,2246.5,2246.5,,0.0,,706.3,-1610.8,,139.7,75.7,1395.4,-904.5,-93.1,70.3,,70.3,73.1,-2.8,,22.8,-997.6,405.4,-592.2,0.0,0.0,0.0,-592.2,8.6,-583.6,,0.0,-583.6,-14.07,569.53,200.7,-2.91,-2.91,-0.070105,200.7,-2.91,-2.91,-0.072282,
03/31/2012,4047.5,,,,,,,,,,,,,,,,,,,,448.0,,,,,,,,,380.0,,99.9,,,,,,99.9,,,99.9,99.9,,,0.5,0.5,0.54,,0.5,0.5,0.54,
