Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,17243,16557.0,686.0,-12966.0,12763.0,203.0,4277.0,0.0,-2317.0,1487.0,604.0,226.0,1960.0,18.0,,107.0,,,,-125.0,1978.0,-416.0,1562.0,0.0,0.0,0.0,1562.0,-15.0,1547,0.0,0.0,1547,1752.4,205.4,647.1,2.39,2.39,2.708082,665.9,2.32,2.32,2.628455,
03/31/2012,15981,15288.0,693.0,-11441.0,11237.0,204.0,4540.0,0.0,-2217.0,1340.0,587.0,290.0,2323.0,-25.0,,113.0,,,2.0,-88.0,2298.0,-689.0,1611.0,0.0,0.0,0.0,1611.0,-25.0,1586,0.0,0.0,1586,1576.25,-9.75,650.0,2.44,2.44,2.425,670.2,2.37,2.37,2.355452,
06/30/2012,17374,16684.0,690.0,-12478.0,12280.0,198.0,4896.0,0.0,-2280.0,1517.0,632.0,131.0,2616.0,-40.0,,110.0,,,5.0,-70.0,2576.0,-872.0,1709.0,0.0,0.0,0.0,1709.0,-10.0,1699,0.0,0.0,1699,1695.45,-3.55,652.9,2.6,2.6,2.596799,669.6,2.54,2.54,2.534698,
09/30/2012,16445,15739.0,706.0,-11836.0,11639.0,197.0,4609.0,92.0,-2105.0,1471.0,634.0,0.0,2596.0,-146.0,,129.0,,,5.0,17.0,2450.0,-753.0,1702.0,0.0,0.0,0.0,1702.0,-3.0,1699,0.0,0.0,1699,1564.9,-134.1,653.6,2.6,2.6,2.394278,668.7,2.54,2.54,2.339462,
12/31/2012,16075,15357.0,718.0,-12097.0,11899.0,198.0,3978.0,0.0,-2940.0,1591.0,613.0,736.0,1038.0,-126.0,,115.0,,,2.0,11.0,912.0,-214.0,700.0,0.0,0.0,0.0,700.0,-3.0,697,0.0,0.0,697,923.05,226.05,654.4,1.07,1.07,1.410529,669.3,1.04,1.04,1.377741,
03/31/2013,13210,12484.0,726.0,-9828.0,9639.0,189.0,3382.0,0.0,-2164.0,1390.0,562.0,212.0,1218.0,-91.0,,120.0,,,1.0,-29.0,1127.0,-246.0,882.0,0.0,0.0,0.0,882.0,-2.0,880,0.0,0.0,880,925.95,45.95,656.2,1.34,1.34,1.411079,671.6,1.31,1.31,1.378419,
06/30/2013,14621,13886.0,735.0,-10958.0,10773.0,185.0,3663.0,0.0,-2106.0,1421.0,548.0,137.0,1557.0,-204.0,,120.0,,,-1.0,84.0,1353.0,-387.0,965.0,0.0,0.0,0.0,965.0,-5.0,960,0.0,0.0,960,893.05,-66.95,649.9,1.48,1.48,1.374134,662.7,1.45,1.45,1.348974,
09/30/2013,13423,12678.0,745.0,-9952.0,9774.0,178.0,3471.0,0.0,-2070.0,1319.0,469.0,282.0,1401.0,-140.0,,116.0,,,-1.0,24.0,1261.0,-310.0,950.0,0.0,0.0,0.0,950.0,-4.0,946,0.0,0.0,946,952.5,6.5,639.3,1.48,1.48,1.489911,651.9,1.45,1.45,1.459971,
12/31/2013,14402,13646.0,756.0,-10716.0,10541.0,175.0,3686.0,0.0,-2234.0,1417.0,467.0,350.0,1452.0,-65.0,,109.0,,,-5.0,-44.0,1387.0,-376.0,1006.0,0.0,0.0,0.0,1006.0,-3.0,1003,0.0,0.0,1003,923.6,-79.4,637.0,1.57,1.57,1.449922,649.6,1.54,1.54,1.417771,
03/31/2014,13241,12493.0,748.0,-9597.0,9437.0,160.0,3644.0,0.0,-2246.0,1292.0,508.0,446.0,1398.0,-56.0,,110.0,,,1.0,-54.0,1342.0,-418.0,925.0,0.0,0.0,0.0,925.0,-3.0,922,0.0,0.0,922,1024.85,102.85,626.7,1.47,1.47,1.635312,639.3,1.44,1.44,1.600879,
06/30/2014,14150,13391.0,759.0,-10350.0,10197.0,153.0,3800.0,0.0,-2325.0,1437.0,516.0,372.0,1475.0,-55.0,,120.0,,,1.0,-65.0,1420.0,-419.0,1002.0,0.0,0.0,0.0,1002.0,-3.0,999,0.0,0.0,999,1099.05,100.05,626.3,1.6,1.6,1.75483,638.3,1.57,1.57,1.726744,
09/30/2014,13549,12758.0,791.0,-9791.0,9634.0,157.0,3758.0,0.0,-2366.0,1446.0,533.0,387.0,1392.0,-11.0,,128.0,,,4.0,-117.0,1381.0,-364.0,1021.0,0.0,0.0,0.0,1021.0,-4.0,1017,0.0,0.0,1017,1069.0,52.0,611.5,1.66,1.66,1.74816,622.8,1.63,1.63,1.713494,
12/31/2014,14244,13500.0,744.0,-10653.0,10499.0,154.0,3591.0,0.0,-2528.0,1522.0,578.0,428.0,1063.0,-123.0,,126.0,,0.0,2.0,-3.0,940.0,-179.0,763.0,0.0,0.0,0.0,763.0,-6.0,757,0.0,0.0,757,822.47,65.47,605.8,1.25,1.25,1.357659,616.0,1.23,1.23,1.336282,
03/31/2015,12702,11961.0,741.0,-8910.0,8760.0,150.0,3792.0,0.0,-2090.0,1249.0,524.0,317.0,1702.0,65.0,,129.0,,,2.0,-194.0,1767.0,-521.0,1248.0,0.0,0.0,0.0,1248.0,-3.0,1245,0.0,0.0,1245,1183.73,-61.27,604.9,2.06,2.06,1.956902,612.7,2.03,2.03,1.93,
06/30/2015,12317,11583.0,734.0,-8822.0,8674.0,148.0,3495.0,0.0,-2162.0,1318.0,510.0,334.0,1333.0,-197.0,,125.0,,,2.0,72.0,1136.0,-335.0,803.0,0.0,0.0,0.0,803.0,-1.0,802,0.0,0.0,802,856.963,54.963,603.2,1.33,1.33,1.420695,610.7,1.31,1.31,1.4,
09/30/2015,10962,10285.0,677.0,-8014.0,7872.0,142.0,2948.0,0.0,-2023.0,1129.0,513.0,381.0,925.0,-142.0,,127.0,,,-3.0,15.0,783.0,-218.0,562.0,0.0,0.0,0.0,562.0,-3.0,559,0.0,0.0,559,623.856,64.856,584.7,0.95,0.95,1.066968,589.6,0.94,0.94,1.05,
12/31/2015,11030,10318.0,712.0,-8387.0,8240.0,147.0,2643.0,0.0,-2818.0,1255.0,572.0,991.0,-175.0,-72.0,,126.0,,,-1.0,-54.0,-247.0,158.0,-90.0,0.0,0.0,0.0,-90.0,-4.0,-94,0.0,0.0,-94,482.477,576.477,582.3,-0.16,-0.16,0.828571,582.3,-0.16,-0.16,0.828571,
03/31/2016,9461,8780.0,681.0,-6974.0,6822.0,152.0,2487.0,0.0,-1993.0,1088.0,508.0,397.0,494.0,-129.0,,129.0,,0.0,-1.0,0.0,365.0,-92.0,272.0,0.0,0.0,0.0,272.0,-1.0,271,0.0,0.0,271,394.417,123.417,582.8,0.46,0.46,0.676762,587.7,0.46,0.46,0.67,
06/30/2016,10342,9645.0,697.0,-7567.0,7419.0,148.0,2775.0,0.0,-1990.0,1123.0,468.0,399.0,785.0,-46.0,,130.0,,0.0,-2.0,-84.0,739.0,-184.0,553.0,0.0,0.0,0.0,553.0,-3.0,550,0.0,0.0,550,644.176,94.176,584.1,0.94,0.94,1.102852,588.6,0.93,0.93,1.09,
09/30/2016,9160,8463.0,697.0,-6674.0,6527.0,147.0,2486.0,0.0,-2005.0,992.0,453.0,560.0,481.0,-98.0,,126.0,,0.0,-4.0,-28.0,383.0,-96.0,283.0,0.0,0.0,0.0,283.0,0.0,283,0.0,0.0,283,501.152,218.152,584.7,0.48,0.48,0.85711,589.6,0.48,0.48,0.85,
12/31/2016,9574,8885.0,689.0,-7425.0,7276.0,149.0,2149.0,0.0,-2747.0,1180.0,424.0,1143.0,-598.0,-750.0,,120.0,,,1.0,630.0,-1348.0,180.0,-1167.0,0.0,0.0,0.0,-1167.0,-4.0,-1171,0.0,0.0,-1171,406.75,1577.75,585.8,-1.998976,-1.998976,0.69435,585.8,-1.998976,-1.998976,0.69435,
03/31/2017,9822,9130.0,692.0,-6960.0,6801.0,159.0,2862.0,0.0,-2482.0,1061.0,425.0,996.0,380.0,-91.0,101.0,123.0,-22.0,48.0,-5.0,-58.0,289.0,-90.0,194.0,0.0,0.0,0.0,194.0,-2.0,192,0.0,0.0,192,761.472,569.472,587.5,0.33,0.33,1.296123,593.2,0.32,0.32,1.28,
06/30/2017,11331,10639.0,692.0,-7978.0,7816.0,162.0,3353.0,0.0,-2169.0,1304.0,458.0,407.0,1184.0,-25.0,89.0,121.0,-32.0,112.0,5.0,-176.0,1159.0,-361.0,803.0,0.0,0.0,0.0,803.0,-1.0,802,0.0,0.0,802,902.542,100.542,590.2,1.36,1.36,1.529214,595.4,1.35,1.35,1.518865,
09/30/2017,11413,10713.0,700.0,-7841.0,7678.0,163.0,3572.0,0.0,-2063.0,1254.0,461.0,348.0,1509.0,14.0,86.0,118.0,-32.0,29.0,8.0,-129.0,1523.0,-470.0,1061.0,0.0,0.0,0.0,1061.0,-2.0,1059,0.0,0.0,1059,1167.018,108.018,592.9,1.79,1.79,1.968322,600.1,1.77,1.77,1.95,
12/31/2017,12896,12194.0,702.0,-9127.0,8965.0,162.0,3769.0,0.0,-2382.0,1380.0,498.0,504.0,1387.0,-276.0,133.0,169.0,-36.0,24.0,8.0,119.0,1111.0,-2418.0,-1299.0,0.0,0.0,0.0,-1299.0,0.0,-1299,0.0,0.0,-1299,1265.52,2564.52,596.4,-2.18,-2.18,2.121932,596.4,-2.18,-2.18,2.12,
03/31/2018,12859,12150.0,709.0,-8732.0,8566.0,166.0,4127.0,0.0,-2019.0,1276.0,443.0,300.0,2108.0,26.0,65.0,101.0,-36.0,19.0,5.0,-110.0,2134.0,-472.0,1667.0,0.0,0.0,0.0,1667.0,-2.0,1665,0.0,0.0,1665,1713.64,48.64,598.0,2.78,2.78,2.865619,608.0,2.74,2.74,2.82,
06/30/2018,14011,13279.0,732.0,-9604.0,9422.0,182.0,4407.0,0.0,-2240.0,1440.0,462.0,338.0,2167.0,19.0,57.0,102.0,-45.0,60.0,9.0,-136.0,2186.0,-490.0,1705.0,0.0,0.0,0.0,1705.0,2.0,1707,0.0,0.0,1707,1797.63,90.63,596.2,2.86,2.86,3.015146,604.2,2.82,2.82,2.97,
09/30/2018,13510,12763.0,747.0,-9207.0,9022.0,185.0,4303.0,0.0,-2168.0,1299.0,479.0,390.0,2135.0,0.0,43.0,102.0,-59.0,81.0,7.0,-124.0,2135.0,-415.0,1727.0,0.0,0.0,0.0,1727.0,0.0,1727,0.0,0.0,1727,1810.916,83.916,592.1,2.92,2.92,3.058463,599.4,2.88,2.88,3.02,
12/31/2018,14342,13630.0,712.0,-10176.0,9987.0,189.0,4166.0,0.0,-2283.0,1463.0,466.0,354.0,1883.0,-516.0,43.0,99.0,-56.0,41.0,3.0,432.0,1367.0,-321.0,1049.0,0.0,0.0,0.0,1049.0,-1.0,1048,0.0,0.0,1048,1500.452,452.452,581.4,1.8,1.8,2.580757,587.6,1.78,1.78,2.55,
03/31/2019,13466,12724.0,742.0,-9193.0,9003.0,190.0,4273.0,0.0,-2066.0,1319.0,435.0,312.0,2207.0,57.0,51.0,103.0,-52.0,-18.0,7.0,-90.0,2264.0,-387.0,1884.0,0.0,0.0,0.0,1884.0,-3.0,1881,0.0,0.0,1881,1740.92,-140.08,572.4,3.29,3.29,3.04144,578.8,3.25,3.25,3.007982,
06/30/2019,14432,13671.0,761.0,-10133.0,9941.0,192.0,4299.0,0.0,-2086.0,1309.0,441.0,336.0,2213.0,-35.0,49.0,103.0,-54.0,47.0,6.0,-61.0,2178.0,-565.0,1619.0,0.0,0.0,0.0,1619.0,1.0,1620,0.0,0.0,1620,1706.9,86.9,567.8,2.85,2.85,3.006164,573.1,2.83,2.83,2.981631,
09/30/2019,12758,11974.0,784.0,-8758.0,8569.0,189.0,4000.0,0.0,-1980.0,1251.0,431.0,298.0,2020.0,-15.0,53.0,103.0,-50.0,5.0,7.0,-43.0,2005.0,-518.0,1494.0,0.0,0.0,0.0,1494.0,0.0,1494,0.0,0.0,1494,1518.49,24.49,556.3,2.69,2.69,2.729624,561.2,2.66,2.66,2.703639,
12/31/2019,13144,12386.0,758.0,-9300.0,9117.0,183.0,3844.0,0.0,-1994.0,1283.0,386.0,325.0,1850.0,-485.0,66.0,112.0,-46.0,33.0,8.0,386.0,1365.0,-276.0,1097.0,0.0,0.0,0.0,1097.0,1.0,1098,0.0,0.0,1098,1497.815,399.815,550.3,2.0,2.0,2.721815,556.1,1.97,1.97,2.688962,
03/31/2020,10635,9914.0,721.0,-7441.0,7266.0,175.0,3194.0,0.0,-1790.0,1121.0,356.0,313.0,1404.0,109.0,70.0,113.0,-43.0,75.0,5.0,-254.0,1513.0,-425.0,1093.0,0.0,0.0,0.0,1093.0,-1.0,1092,0.0,0.0,1092,920.57,-171.43,546.8,2.0,2.0,1.683559,551.1,1.98,1.98,1.668931,
06/30/2020,9997,9310.0,687.0,-7262.0,7113.0,149.0,2735.0,0.0,-1951.0,1179.0,341.0,431.0,784.0,-106.0,108.0,135.0,-27.0,-4.0,8.0,2.0,678.0,-227.0,459.0,0.0,0.0,0.0,459.0,-1.0,458,0.0,0.0,458,656.585,198.585,541.5,0.84,0.84,1.21253,544.5,0.84,0.84,1.204711,
