Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/24/2016,186.0,193.0,43.0,-8.0,11.0,-237.0,218.0,9.0,,,9.0,1.0,-24.0,-29.0,0.0,0.0,0.0,-29.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-338.0,-13.0,-270.0,-55.0,0.0,-55.0,-1.0,1.0,-175.0,,,
12/31/2016,36.0,80.0,41.0,23.0,29.0,4.0,-10.0,-99.0,,,-99.0,2.0,-93.0,-21.0,16.0,16.0,0.0,-37.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-69.0,-13.0,255.0,-51.0,0.0,-51.0,-262.0,-10.0,-136.0,,,
04/01/2017,102.0,116.0,40.0,22.0,11.0,35.0,-24.0,-90.0,,,-90.0,,-71.0,-22.0,8.0,8.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-13.0,-6.0,-10.0,0.0,-10.0,-9.0,2.0,-5.0,,,
07/01/2017,34.0,24.0,39.0,73.0,6.0,7.0,60.0,-64.0,,,-64.0,-8.0,23.0,0.0,25.0,25.0,0.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.0,-13.0,-9.0,-7.0,0.0,-7.0,-5.0,3.0,18.0,,,
09/30/2017,282.0,92.0,37.0,19.0,7.0,-6.0,18.0,138.0,,,138.0,0.0,-154.0,-42.0,0.0,0.0,0.0,-42.0,-42.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-38.0,-127.0,-13.0,-2.0,-17.0,0.0,-17.0,-95.0,3.0,4.0,,,
12/30/2017,40.0,-52.0,43.0,124.0,4.0,101.0,19.0,-59.0,,,-59.0,0.0,-896.0,-47.0,2.0,2.0,0.0,-49.0,-49.0,0.0,0.0,0.0,0.0,-848.0,0.0,-848.0,0.0,-9.0,672.0,-14.0,714.0,-22.0,0.0,-22.0,-6.0,-1.0,-185.0,,,
03/31/2018,217.0,41.0,47.0,49.0,4.0,19.0,26.0,88.0,,,88.0,,-36.0,-37.0,0.0,0.0,0.0,-37.0,-37.0,0.0,0.0,0.0,0.0,-30.0,0.0,-30.0,0.0,1.0,-41.0,-14.0,-25.0,0.0,0.0,0.0,-2.0,-2.0,138.0,,,
06/30/2018,45.0,16.0,49.0,27.0,9.0,6.0,12.0,-43.0,,,-43.0,,-3.0,-37.0,0.0,,,-37.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-66.0,-14.0,-26.0,-8.0,0.0,-8.0,-18.0,-3.0,-27.0,,,
09/29/2018,298.0,60.0,44.0,39.0,6.0,19.0,14.0,155.0,,,155.0,0.0,-76.0,-47.0,0.0,0.0,0.0,-47.0,-47.0,0.0,0.0,0.0,0.0,-34.0,0.0,-34.0,0.0,2.0,-52.0,-14.0,-23.0,-14.0,0.0,-14.0,-1.0,1.0,171.0,,,
12/29/2018,67.0,-14.0,50.0,40.0,8.0,-4.0,36.0,-15.0,,,-15.0,0.0,-68.0,-51.0,15.0,15.0,0.0,-66.0,-66.0,0.0,0.0,0.0,0.0,-17.0,0.0,-17.0,0.0,0.0,-255.0,-13.0,-23.0,-17.0,0.0,-17.0,-202.0,-9.0,-265.0,,,
03/30/2019,60.0,8.0,49.0,42.0,8.0,0.0,34.0,-39.0,,,-39.0,0.0,-52.0,-46.0,0.0,0.0,0.0,-46.0,-46.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-1.0,-64.0,-14.0,-24.0,-11.0,0.0,-11.0,-15.0,2.0,-54.0,,,
06/29/2019,-58.0,-24.0,53.0,14.0,9.0,-9.0,14.0,-101.0,,,-101.0,0.0,-61.0,-45.0,0.0,0.0,0.0,-45.0,-45.0,0.0,0.0,0.0,0.0,-17.0,0.0,-17.0,0.0,1.0,-43.0,-13.0,-24.0,0.0,0.0,0.0,-6.0,2.0,-160.0,,,
09/28/2019,212.0,60.0,52.0,59.0,8.0,32.0,19.0,41.0,,,41.0,0.0,-29.0,-32.0,0.0,0.0,0.0,-32.0,-32.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,-38.0,-14.0,-26.0,0.0,0.0,0.0,2.0,-1.0,144.0,,,
12/28/2019,152.0,55.0,50.0,77.0,8.0,77.0,-8.0,-30.0,,,-30.0,0.0,23.0,-27.0,0.0,,,-27.0,-27.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,51.0,-67.0,-14.0,712.0,-29.0,0.0,-29.0,-736.0,2.0,110.0,,,
03/28/2020,188.0,45.0,49.0,53.0,7.0,24.0,22.0,41.0,,,41.0,0.0,776.0,-25.0,0.0,0.0,0.0,-25.0,-25.0,0.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,819.0,-808.0,-13.0,-25.0,-30.0,0.0,-30.0,-740.0,-12.0,144.0,,,
06/27/2020,-8.0,-439.0,48.0,406.0,9.0,-27.0,424.0,-23.0,,,-23.0,0.0,-14.0,-15.0,0.0,0.0,0.0,-15.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-64.0,0.0,395.0,0.0,0.0,0.0,-459.0,6.0,-80.0,,,
