Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2015,141.915,89.706,13.562,3.607,10.47,-9.025,2.162,35.04,-21.602,,56.642,0.0,-21.735,-16.177,0.0,0.0,0.0,-16.177,-16.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.558,-70.969,-26.506,-0.035,-44.428,0.596,-45.024,0.0,3.035,52.246,,,
09/30/2015,93.846,96.725,12.919,9.583,10.838,-5.926,4.671,-25.381,-52.472,,27.091,0.0,-25.318,-18.753,0.0,0.0,0.0,-18.753,-18.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.565,-123.121,-26.288,-0.035,-96.798,0.191,-96.989,0.0,-6.72,-61.313,,,
12/31/2015,117.995,93.443,13.978,7.637,6.635,-1.667,2.669,2.937,20.76,0.0,-17.823,0.0,-50.096,-26.781,0.0,0.0,0.0,-26.781,-26.781,0.0,0.0,0.0,0.0,-14.668,0.0,-14.668,0.0,-8.647,-93.222,-27.392,-0.036,-65.794,4.135,-69.929,0.0,-1.918,-27.241,,,
03/31/2016,78.486,83.416,15.411,-2.139,9.953,-0.835,-11.257,-18.202,-25.379,0.0,7.177,0.0,-24.167,-18.81,0.0,0.0,0.0,-18.81,-18.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.357,-68.513,-28.748,-0.038,-39.727,0.455,-40.182,0.0,3.736,-10.458,,,
06/30/2016,128.708,91.616,15.901,15.363,11.338,-1.235,5.26,5.828,-3.951,,9.779,0.0,-32.224,-24.93,0.0,0.0,0.0,-24.93,-24.93,0.0,0.0,0.0,0.0,-1.4,0.0,-1.4,0.0,-5.894,-70.121,-29.147,-0.037,-40.937,0.425,-41.362,0.0,-1.768,24.595,,,
09/30/2016,153.226,90.569,16.387,2.32,10.7,-6.467,-1.913,43.95,-10.393,,54.343,0.0,-26.624,-19.54,0.0,0.0,0.0,-19.54,-19.54,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.0,-6.584,-72.733,-28.067,-0.039,-44.627,0.155,-44.782,0.0,-0.132,53.737,,,
12/31/2016,81.661,77.788,16.616,23.241,8.886,6.669,7.686,-35.984,23.835,,-59.819,0.0,-29.22,-19.676,0.0,0.0,0.0,-19.676,-19.676,0.0,0.0,0.0,0.0,-0.3,0.0,-0.3,0.0,-9.244,-76.937,-28.202,-0.04,-48.695,1.01,-49.705,0.0,-7.754,-32.25,,,
03/31/2017,123.5,78.521,16.2,4.121,9.857,10.556,-16.292,24.658,4.296,0.0,20.362,0.0,-15.274,-10.335,0.0,0.0,0.0,-10.335,-10.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.939,-111.325,-30.597,-0.041,-80.687,0.0,-80.687,0.0,3.041,-0.058,,,
06/30/2017,134.56,80.316,16.311,9.948,10.87,-10.538,9.616,27.985,-0.92,,28.905,0.0,-22.8,-10.851,0.0,0.0,0.0,-10.851,-10.851,0.0,0.0,0.0,0.0,-1.643,0.0,-1.643,0.0,-10.306,-79.448,-30.851,-0.041,-48.556,0.0,-48.556,0.0,5.343,37.655,,,
09/30/2017,130.403,84.7,16.552,5.539,10.436,-13.327,8.43,23.612,-25.186,,48.798,0.0,-16.002,-7.354,0.0,0.0,0.0,-7.354,-7.354,0.0,0.0,0.0,0.0,-0.056,0.0,-0.056,0.0,-8.592,-67.771,-29.63,-0.042,-38.099,0.0,-38.099,0.0,3.908,50.538,,,
12/31/2017,64.528,47.047,16.43,56.168,11.028,57.4,-12.26,-55.117,4.771,,-59.888,0.0,-24.421,-12.213,0.0,0.0,0.0,-12.213,-12.213,0.0,0.0,0.0,0.0,0.539,0.0,0.539,0.0,-12.747,-94.347,-29.922,-0.043,-64.382,0.0,-64.382,0.0,0.657,-53.583,,,
03/31/2018,116.218,96.167,16.716,12.534,10.556,1.695,0.283,-9.199,-49.794,0.0,40.595,0.0,-18.55,-7.965,0.0,0.0,0.0,-7.965,-7.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.585,-103.452,-34.919,-0.044,-68.489,0.0,-68.489,0.0,3.018,-2.766,,,
06/30/2018,147.746,109.315,16.592,11.046,11.389,-11.883,11.54,10.793,-30.786,,41.579,0.0,-18.538,-9.296,0.0,0.0,0.0,-9.296,-9.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.242,-103.625,-34.066,-0.046,-69.513,0.0,-69.513,0.0,-8.914,16.669,,,
09/30/2018,185.313,115.242,16.37,24.178,11.055,1.761,11.362,29.523,-38.516,,68.039,0.0,-18.082,-9.925,0.0,0.0,0.0,-9.925,-9.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.157,-112.156,-33.711,-0.046,-78.399,0.0,-78.399,0.0,-1.991,53.084,,,
12/31/2018,123.045,113.564,16.271,-8.071,11.953,-7.458,-12.566,1.281,32.879,0.0,-31.598,0.0,-33.339,-15.298,0.0,0.0,0.0,-15.298,-15.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.041,-170.882,-33.727,-0.047,-137.108,0.0,-137.108,0.0,-3.985,-85.161,137.147,0.233,
03/31/2019,127.079,109.798,15.994,17.713,11.244,5.736,0.733,-16.426,-35.294,,18.868,0.0,-23.08,-12.67,0.0,0.0,0.0,-12.67,-12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.41,-110.279,-37.887,-0.049,-72.343,0.0,-72.343,0.0,-0.654,-6.934,,,
06/30/2019,120.748,114.612,16.429,2.425,11.67,-7.751,-1.494,-12.718,-15.649,,2.931,0.0,-24.649,-15.955,0.0,0.0,0.0,-15.955,-15.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.694,-97.396,-36.073,-0.049,-61.274,0.0,-61.274,0.0,1.092,-0.205,,,
09/30/2019,191.179,117.181,17.084,7.163,11.889,-7.67,2.944,49.751,-21.345,,71.096,0.0,-25.8,-16.513,0.0,0.0,0.0,-16.513,-16.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.287,-116.222,-35.742,-0.05,-80.43,0.0,-80.43,0.0,-5.856,43.301,,,
12/31/2019,80.623,112.842,16.118,-12.15,13.497,0.212,-25.859,-36.187,23.827,0.0,-60.014,0.0,-28.609,-14.326,0.0,0.0,0.0,-14.326,-14.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.283,-99.469,-35.929,-0.052,-63.488,0.0,-63.488,0.0,5.192,-42.263,191.522,0.232,
03/31/2020,124.926,89.915,16.251,21.539,13.525,12.022,-4.008,-2.779,-36.7,,33.921,0.0,-28.35,-14.276,0.0,0.0,0.0,-14.276,-14.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.074,-110.497,-40.476,-0.053,-69.968,0.0,-69.968,0.0,-6.643,-20.564,,,
06/30/2020,301.016,46.196,15.926,2.923,13.035,-16.311,6.199,235.971,190.613,,45.358,0.0,-14.665,-7.988,0.0,0.0,0.0,-7.988,-7.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.677,-38.503,-38.44,-0.054,-0.009,0.0,-0.009,0.0,3.723,251.571,,,
