Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2007,23715,1702,1702,,3080,,,,2030,315.0,,1372.0,343.0,693,,,,,7505.0,10577,25277.0,-14700.0,0.0,,5633,3652.0,3652.0,0.0,,608.0,1373.0,16210,,2070,2070,,,,586,,,,,,1373,,,,1373,4029,6191,,,,,5318,,,,5318,11509,15538,0.0,7212.0,,,-2380.0,4154.0,-1030,7956,221.0,8177,23715,
12/31/2007,24159,905,905,0.0,3152,3152.0,,,2071,628.0,0.0,1413.0,30.0,607,,,,,6735.0,10141,25046.0,-14905.0,0.0,,7283,4420.0,3650.0,770.0,,1276.0,1587.0,17424,,2145,2145,,,,267,,,,,,1430,,,,1430,3842,6353,,,,,5064,,,,5064,11417,15259,0.0,7249.0,,,-2481.0,4375.0,-471,8672,228.0,8900,24159,
03/31/2008,24355,880,880,0.0,3206,,,,2147,409.0,0.0,1380.0,358.0,479,,,,,6712.0,10290,,,1317.0,,6036,3658.0,3658.0,0.0,,,2378.0,17643,,2184,2184,,,,727,,,,,,1234,,,,1234,4145,6037,,,,,4940,,,,4940,10977,15122,0.0,7165.0,,,-2383.0,4396.0,-179,8999,234.0,9233,24355,
06/30/2008,27973,3979,3979,0.0,3284,3284.0,,,2219,397.0,0.0,1452.0,370.0,537,,,,,10019.0,10442,,,1357.0,,6155,3722.0,3722.0,0.0,,,2433.0,17954,,2261,2261,,,,757,,,,,,1320,,,,1320,4338,8915,,,,,4972,,,,4972,13887,18225,0.0,7185.0,,,-2384.0,4517.0,185,9503,245.0,9748,27973,
09/30/2008,30169,771,771,,3864,,,,2766,447.0,,1831.0,488.0,489,,,,,7890.0,14755,,,1377.0,,6147,3877.0,3877.0,0.0,,,2270.0,22279,,2532,2532,,,,800,,,,,,1623,,,,1623,4955,11232,,,,,4978,,,,4978,16210,21165,,7204.0,,,-2384.0,4559.0,-614,8765,239.0,9004,30169,
12/31/2008,26913,1144,1144,0.0,3288,,,,2495,784.0,0.0,1658.0,53.0,433,,,,,7360.0,14796,30409.0,-15613.0,0.0,,4757,2027.0,2027.0,0.0,,,2730.0,19553,,2119,2119,,,,828,,,,,,1808,,,,1808,4755,11246,,,,,6511,,,,6511,17757,22512,0.0,6279.0,,,-218.0,1430.0,-3322,4169,232.0,4401,26913,
03/31/2009,26219,955,955,0.0,3455,,,,2340,369.0,0.0,1572.0,399.0,387,14.0,,198.0,172.0,7137.0,14400,30100.0,-15700.0,1167.0,1167.0,3515,2351.0,2113.0,238.0,,,1150.0,19082,,3716,1915,,,1801.0,536,0.0,,,,536.0,99,,72.0,,0,4351,10959,10959.0,,,,6533,,3951.0,1948.0,562,17492,21843,,6165.0,435.0,5730.0,-78.0,1575.0,-3518,4144,232.0,4376,26219,
06/30/2009,26640,1654,1654,0.0,3312,,,,2209,307.0,0.0,1482.0,420.0,374,18.0,,166.0,177.0,7549.0,14457,30757.0,-16300.0,1068.0,1068.0,3566,2491.0,2240.0,251.0,,,1057.0,19091,,3503,1980,,,1523.0,386,0.0,,,,386.0,61,,52.0,,0,3950,10531,10531.0,,,,7080,,3937.0,2351.0,740,17611,21561,,6200.0,436.0,5764.0,-81.0,1701.0,-2977,4843,236.0,5079,26640,
09/30/2009,26681,1652,1652,0.0,3080,,,,2278,377.0,0.0,1465.0,436.0,507,21.0,,207.0,259.0,7517.0,14448,,,1102.0,1102.0,3614,2543.0,2288.0,255.0,,,1050.0,19164,,3868,2066,,,1802.0,369,0.0,,,,369.0,79,,16.0,,0,4316,9253,9253.0,,,,7228,,3935.0,2514.0,763,16481,20797,,6224.0,437.0,5787.0,-83.0,2062.0,-2558,5645,239.0,5884,26681,
12/31/2009,25548,1892,1892,0.0,2695,,,,2179,307.0,0.0,1443.0,429.0,785,12.0,,368.0,369.0,7551.0,13445,31262.0,-17817.0,1077.0,1077.0,3475,2538.0,2290.0,248.0,12.0,,913.0,17997,,3653,2058,,,1595.0,304,0.0,0.0,0.0,,304.0,55,,38.0,,0,4012,8729,8729.0,0.0,0.0,,6552,,3303.0,2425.0,786,15281,19293,,6240.0,437.0,5803.0,-89.0,1949.0,-2077,6023,232.0,6255,25548,
03/31/2010,25142,1749,1749,0.0,2867,,,,2145,346.0,0.0,1378.0,421.0,788,18.0,,334.0,403.0,7549.0,12972,,,1077.0,1077.0,3544,2503.0,2267.0,236.0,,,1023.0,17593,,3670,2217,,,1453.0,358,0.0,,,,358.0,55,,30.0,,0,4083,8597,8597.0,,,,6410,,3290.0,2392.0,698,15007,19090,,6187.0,438.0,5749.0,-27.0,1774.0,-2115,5819,233.0,6052,25142,
06/30/2010,25047,1871,1871,0.0,3033,,,,2212,378.0,0.0,1415.0,419.0,613,17.0,,328.0,256.0,7729.0,12737,30988.0,-18251.0,1101.0,1101.0,3480,2486.0,2249.0,237.0,,,977.0,17318,,3769,2307,,,1462.0,357,0.0,,,,357.0,40,,21.0,,0,4166,8574,8574.0,,,,6366,,3288.0,2355.0,702,14940,19106,,6209.0,438.0,5771.0,-27.0,1812.0,-2301,5693,248.0,5941,25047,
09/30/2010,25089,1429,1429,0.0,3310,,,,2336,432.0,0.0,1469.0,435.0,733,31.0,,330.0,350.0,7808.0,12030,,,1065.0,1065.0,4186,2561.0,2285.0,276.0,,,1594.0,17281,,4169,2556,,,1613.0,312,0.0,,,,312.0,37,,20.0,,0,4518,8428,8428.0,,,,5505,,2124.0,2759.0,602,13933,18451,,6236.0,438.0,5798.0,-27.0,2154.0,-1975,6388,250.0,6638,25089,
12/31/2010,25368,2073,2073,0.0,3039,,,,2347,419.0,0.0,1505.0,423.0,569,20.0,,339.0,213.0,8028.0,12749,31740.0,-18991.0,1092.0,1092.0,3499,2569.0,2308.0,261.0,13.0,,897.0,17340,,4163,2556,,,1607.0,313,0.0,0.0,0.0,,313.0,27,0.0,19.0,,0,4503,8358,8358.0,0.0,0.0,,5423,0.0,1981.0,2793.0,630,13781,18284,0.0,6268.0,439.0,5829.0,-28.0,2416.0,-1822,6834,250.0,7084,25368,
03/31/2011,25595,2049,2049,0.0,3428,,,,2390,389.0,0.0,1567.0,434.0,621,16.0,,343.0,265.0,8488.0,11952,,,1095.0,1095.0,4060,2578.0,2320.0,258.0,,,1466.0,17107,,4098,2541,,,1557.0,375,0.0,,,,375.0,24,,11.0,,0,4497,8156,8156.0,,,,5367,,1954.0,2805.0,597,13523,18020,0.0,6300.0,439.0,5861.0,-44.0,2675.0,-1611,7320,255.0,7575,25595,
06/30/2011,26044,2399,2399,0.0,3961,,,,2405,421.0,0.0,1536.0,448.0,651,26.0,,334.0,304.0,9416.0,11821,,,684.0,684.0,4123,2600.0,2344.0,256.0,,,1497.0,16628,,4190,2575,,,1615.0,610,0.0,,,,610.0,21,,7.0,,0,4821,7875,7875.0,,,,5379,,1934.0,2824.0,614,13254,18075,0.0,6331.0,439.0,5892.0,-48.0,2785.0,-1362,7706,263.0,7969,26044,
09/30/2011,25834,2722,2722,0.0,3830,,,,2326,386.0,0.0,1508.0,432.0,1057,6.0,228.0,550.0,279.0,9935.0,11401,,,706.0,706.0,3792,2461.0,2243.0,218.0,,,1325.0,15899,,4001,2494,,,1507.0,644,0.0,,,,644.0,102,,34.0,48.0,0,4747,7801,7801.0,,,,5624,,1898.0,2715.0,977,13425,18172,0.0,6340.0,439.0,5901.0,-49.0,3188.0,-2077,7402,260.0,7662,25834,
12/31/2011,27018,3994,3994,0.0,3486,,,,2320,368.0,0.0,1503.0,449.0,656,5.0,196.0,296.0,163.0,10456.0,12477,31068.0,-18591.0,657.0,657.0,3428,2667.0,2346.0,321.0,11.0,,745.0,16562,,3934,2500,0.0,0.0,1434.0,719,0.0,0.0,0.0,,719.0,85,0.0,26.0,43.0,0,4738,9189,9189.0,0.0,0.0,,6106,0.0,2851.0,2497.0,732,15295,20033,0.0,6347.0,439.0,5908.0,-52.0,3355.0,-3005,6645,340.0,6985,27018,
03/31/2012,33849,1288,1288,0.0,3802,,,,2748,424.0,0.0,1666.0,658.0,1374,,668.0,468.0,229.0,9212.0,15159,,,869.0,869.0,8609,4531.0,4218.0,313.0,,,4078.0,24637,,4216,2777,,,1439.0,738,0.0,,,,738.0,79,,8.0,52.0,0,5033,10905,10905.0,,,,10418,,3149.0,4025.0,3236,21323,26356,,6386.0,439.0,5947.0,-46.0,3423.0,-2702,7061,432.0,7493,33849,
06/30/2012,33088,1228,1228,0.0,3601,,,,2650,417.0,0.0,1658.0,575.0,1802,3.0,1078.0,498.0,223.0,9281.0,13956,,,759.0,759.0,9092,5022.0,4230.0,792.0,,,4067.0,23807,,4295,2696,,,1599.0,838,0.0,,,,838.0,94,,11.0,58.0,0,5227,10478,10478.0,,,,10289,,3087.0,3905.0,3286,20767,25994,,6405.0,439.0,5966.0,-46.0,3440.0,-3124,6675,419.0,7094,33088,
09/30/2012,32561,1275,1275,0.0,3699,,,,2667,393.0,0.0,1673.0,601.0,1352,2.0,613.0,512.0,222.0,8993.0,13923,,,870.0,870.0,8775,5135.0,4406.0,729.0,,,3638.0,23568,,4493,2690,,,1803.0,413,0.0,,,,413.0,91,,5.0,63.0,0,4997,10048,10048.0,,,,10171,,3060.0,3782.0,3324,20219,25216,,6413.0,439.0,5974.0,-9.0,3561.0,-2959,7006,339.0,7345,32561,
12/31/2012,32153,1302,1302,0.0,3562,,,,2730,360.0,0.0,1728.0,642.0,1311,5.0,759.0,323.0,225.0,8905.0,14571,33505.0,-18934.0,887.0,887.0,7790,5181.0,4315.0,866.0,4.0,,2600.0,23248,,4488,2775,,,1713.0,444,0.0,0.0,0.0,,444.0,66,0.0,1.0,44.0,0,4998,9696,9696.0,0.0,0.0,,10823,0.0,4585.0,3026.0,3211,20519,25517,,6482.0,440.0,6042.0,,3662.0,-3840,6304,332.0,6636,32153,
03/31/2013,32698,934,934,0.0,3869,,,,2793,350.0,0.0,1789.0,654.0,1385,7.0,775.0,340.0,265.0,8981.0,14141,,,810.0,810.0,8766,5509.0,4527.0,982.0,,,3250.0,23717,,4472,2902,,,1570.0,727,0.0,,,,727.0,58,,5.0,43.0,0,5257,9495,9495.0,,,,10812,,4580.0,3105.0,3122,20307,25564,,6728.0,445.0,6283.0,-32.0,3844.0,-3762,6778,356.0,7134,32698,
06/30/2013,32545,1205,1205,0.0,3946,,,,2745,344.0,0.0,1737.0,664.0,1372,17.0,774.0,322.0,267.0,9268.0,14416,,,730.0,730.0,8131,5392.0,4437.0,955.0,,,2722.0,23277,,4529,2926,,,1603.0,1068,0.0,,,,1068.0,80,,18.0,54.0,0,5677,9057,9057.0,,,,10786,,4542.0,3137.0,3089,19843,25520,,6808.0,446.0,6362.0,-32.0,3967.0,-4036,6707,318.0,7025,32545,
09/30/2013,32589,1946,1946,0.0,4024,,,,2841,410.0,0.0,1792.0,639.0,664,12.0,0.0,421.0,232.0,9475.0,13697,,,755.0,755.0,8662,5178.0,4491.0,687.0,,,3472.0,23114,,4595,2904,,,1691.0,783,0.0,,,,783.0,17,,11.0,0.0,0,5395,8900,8900.0,,,,10752,,4367.0,3330.0,3044,19652,25047,0.0,6879.0,447.0,6432.0,-49.0,4212.0,-3812,7230,312.0,7542,32589,
12/31/2013,31528,1802,1802,0.0,3756,,,,2825,372.0,0.0,1834.0,619.0,642,14.0,0.0,302.0,315.0,9025.0,14229,34303.0,-20074.0,0.0,,8274,4635.0,3987.0,648.0,9.0,733.0,2883.0,22503,,4442,2900,0.0,0.0,1542.0,661,0.0,0.0,0.0,,661.0,24,0.0,10.0,0.0,0,5127,8827,8827.0,0.0,0.0,,9127,0.0,2617.0,3765.0,2735,17954,23081,0.0,6910.0,447.0,6463.0,-492.0,4446.0,-2759,8105,342.0,8447,31528,
03/31/2014,30695,1341,1341,0.0,3933,3627.0,306.0,,2809,367.0,0.0,1828.0,614.0,650,7.0,,303.0,327.0,8733.0,13194,,,659.0,659.0,8109,4636.0,3996.0,640.0,,,3466.0,21962,,4454,2954,,,1500.0,561,0.0,,,,561.0,13,,4.0,,0,5028,8867,8867.0,,,,8886,,2727.0,3540.0,2615,17753,22781,0.0,6831.0,448.0,6383.0,-673.0,4193.0,-2778,7573,341.0,7914,30695,
06/30/2014,30802,1293,1293,0.0,3671,3671.0,0.0,,2798,363.0,0.0,1840.0,595.0,989,,,307.0,682.0,8751.0,13802,,,727.0,727.0,7522,4632.0,4007.0,625.0,,,2890.0,22051,,4441,2918,,,1523.0,952,0.0,,,,952.0,0,,,,0,5393,8997,8997.0,,,,8721,,2488.0,3587.0,2646,17718,23111,0.0,6883.0,448.0,6435.0,-968.0,4235.0,-2628,7522,169.0,7691,30802,
09/30/2014,29403,1718,1718,0.0,3293,,,,2493,465.0,0.0,1436.0,592.0,635,19.0,,334.0,260.0,8139.0,13444,,,530.0,530.0,7290,4657.0,3931.0,726.0,,,2614.0,21264,,4122,2619,,,1503.0,724,0.0,,,,724.0,24,,9.0,,0,4870,8988,8988.0,,,,8568,,2335.0,3600.0,2624,17556,22426,0.0,6607.0,449.0,6158.0,-1172.0,4446.0,-3065,6816,161.0,6977,29403,
12/31/2014,28684,1881,1881,0.0,3083,,,,2424,494.0,0.0,1273.0,657.0,571,1.0,,331.0,224.0,7959.0,13235,33575.0,-20340.0,0.0,,7490,4312.0,3773.0,539.0,8.0,248.0,2921.0,20725,,4151,2664,0.0,0.0,1487.0,742,0.0,0.0,0.0,,742.0,16,0.0,33.0,,0,4909,8631,8631.0,0.0,0.0,,9881,0.0,4215.0,3063.0,2570,18512,23421,0.0,6694.0,449.0,6245.0,-1342.0,4409.0,-4646,5115,148.0,5263,28684,
03/31/2015,27967,1576,1576,0.0,3074,2821.0,253.0,,2437,423.0,0.0,1386.0,628.0,573,8.0,,333.0,223.0,7660.0,12923,,,272.0,272.0,7112,4188.0,3677.0,511.0,,,2916.0,20307,,4090,2678,,,1412.0,664,0.0,,,,664.0,22,,,,0,4776,8461,8461.0,,,,9727,,4181.0,3000.0,2546,18188,22964,0.0,6639.0,449.0,6190.0,-1287.0,4548.0,-5042,4858,145.0,5003,27967,
06/30/2015,28178,1590,1590,0.0,3140,2878.0,262.0,,2424,412.0,0.0,1357.0,655.0,573,,,330.0,243.0,7727.0,13009,,,335.0,335.0,7107,4184.0,3686.0,498.0,,,2923.0,20451,,4195,2744,,,1451.0,909,0.0,,,,909.0,0,,,,0,5104,9017,9017.0,,,,9029,,3419.0,3078.0,2532,18046,23150,0.0,6672.0,449.0,6223.0,-1498.0,4604.0,-4886,4892,136.0,5028,28178,
09/30/2015,31981,1104,1104,0.0,2832,2631.0,201.0,,2340,416.0,0.0,1263.0,661.0,6478,1.0,1095.0,326.0,5051.0,12754.0,12188,32643.0,-20455.0,260.0,260.0,6779,3876.0,3472.0,404.0,,,2902.0,19227,,3619,2096,,,1523.0,753,0.0,,,,753.0,5175,,3.0,,5163,9547,8887,8887.0,,,,9077,,3380.0,3191.0,2503,17964,27511,0.0,6700.0,449.0,6251.0,-1649.0,4656.0,-5358,4349,121.0,4470,31981,
12/31/2015,30531,1050,1050,0.0,2675,2480.0,195.0,,2228,339.0,0.0,1248.0,641.0,524,0.0,,312.0,207.0,6477.0,12346,33074.0,-20728.0,228.0,228.0,11480,3730.0,3335.0,395.0,7.0,,7743.0,24054,,3494,2078,0.0,0.0,1416.0,426,0.0,0.0,0.0,,426.0,4,0.0,3.0,,0,3924,8844,8844.0,0.0,0.0,,13854,0.0,3912.0,3231.0,6708,22698,26622,0.0,6692.0,449.0,6243.0,-1749.0,4649.0,-5708,3884,25.0,3909,30531,
03/31/2016,31043,1155,1155,0.0,2641,2418.0,223.0,,2217,317.0,0.0,1223.0,677.0,779,,216.0,295.0,261.0,6792.0,12436,,,287.0,287.0,11528,3721.0,3354.0,367.0,,,7807.0,24251,,3449,2065,,,1384.0,551,0.0,,,,551.0,98,,,,98,4098,8824,8824.0,,,,13861,,3871.0,3277.0,6713,22685,26783,0.0,6579.0,449.0,6130.0,-1756.0,4800.0,-5389,4234,26.0,4260,31043,
06/30/2016,31392,1254,1254,0.0,2837,2573.0,264.0,,2165,312.0,0.0,1163.0,690.0,615,,,297.0,309.0,6871.0,12683,,,279.0,279.0,11559,3729.0,3367.0,362.0,,,7830.0,24521,,3432,2016,,,1416.0,626,0.0,,,,626.0,24,,2.0,,0,4082,8820,8820.0,,,,14444,,4478.0,3256.0,6708,23264,27346,0.0,6603.0,449.0,6154.0,-1755.0,4657.0,-5481,4024,22.0,4046,31392,
09/30/2016,32601,2562,2562,0.0,2807,2594.0,213.0,,2222,303.0,0.0,1192.0,727.0,512,,,287.0,218.0,8103.0,12652,34152.0,-21500.0,325.0,325.0,11521,3711.0,3362.0,349.0,,,7810.0,24498,,3459,2031,,,1428.0,78,0.0,,,,78.0,4,,,,0,3541,10823,10823.0,,,,14008,,4029.0,3273.0,6706,24831,28372,0.0,6629.0,449.0,6180.0,-1755.0,4793.0,-5458,4209,20.0,4229,32601,
12/31/2016,33093,1033,1033,0.0,2852,2612.0,240.0,,2233,286.0,0.0,1231.0,716.0,552,0.0,361.0,0.0,188.0,6670.0,13459,32707.0,-19248.0,360.0,360.0,12604,3911.0,3364.0,547.0,6.0,,8687.0,26423,,3663,2199,0.0,0.0,1464.0,239,0.0,0.0,0.0,,239.0,167,0.0,0.0,,161,4069,11075,11075.0,0.0,0.0,,13590,0.0,3730.0,3127.0,6733,24665,28734,0.0,6638.0,449.0,6189.0,-1753.0,4818.0,-5362,4341,18.0,4359,33093,
03/31/2017,33301,998,998,0.0,3078,2832.0,246.0,,2394,293.0,0.0,1382.0,719.0,251,,,,242.0,6721.0,14520,,,311.0,311.0,11749,3937.0,3402.0,535.0,,,7812.0,26580,,3809,2380,,,1429.0,454,0.0,,,,454.0,4,,,,0,4267,10823,10823.0,,,,13617,,3700.0,3185.0,6732,24440,28707,0.0,6577.0,449.0,6128.0,-1682.0,4832.0,-5152,4575,19.0,4594,33301,
06/30/2017,33877,1041,1041,0.0,3283,2996.0,287.0,,2361,294.0,0.0,1351.0,716.0,552,2.0,,,545.0,7237.0,14491,,,325.0,325.0,11824,3924.0,3409.0,515.0,,,7898.0,26640,,4177,2362,,,1815.0,824,0.0,,,,824.0,1,,2.0,,0,5002,10392,10392.0,,,,13918,,3675.0,3499.0,6742,24310,29312,0.0,6617.0,449.0,6168.0,-1681.0,4717.0,-5108,4545,20.0,4565,33877,
09/30/2017,33813,998,998,0.0,3343,3098.0,245.0,,2465,275.0,0.0,1453.0,737.0,405,,,,396.0,7211.0,14533,37233.0,-22700.0,336.0,336.0,11733,3913.0,3420.0,493.0,,,7820.0,26602,,3900,2408,,,1492.0,958,0.0,,,,958.0,11,,,,0,4869,11373,11373.0,,,,12638,,2384.0,3505.0,6749,24011,28880,0.0,6625.0,449.0,6176.0,-1680.0,4918.0,-4949,4914,19.0,4933,33813,
12/31/2017,33903,1018,1018,0.0,3287,3017.0,270.0,,2313,274.0,0.0,1337.0,702.0,1659,0.0,1377.0,,271.0,8277.0,13713,34262.0,-20549.0,390.0,390.0,11523,3893.0,3411.0,482.0,5.0,,7625.0,25626,,3977,2458,0.0,0.0,1519.0,311,0.0,0.0,0.0,,311.0,814,0.0,0.0,,805,5102,10846,10846.0,0.0,0.0,,11414,0.0,2265.0,2291.0,6858,22260,27362,0.0,6655.0,449.0,6206.0,-1680.0,6180.0,-4633,6522,19.0,6541,33903,
03/31/2018,34030,1141,1141,0.0,3416,3117.0,299.0,,2057,285.0,0.0,1075.0,697.0,646,,0.0,,637.0,7260.0,13788,,,1490.0,1490.0,11492,3942.0,3414.0,528.0,,,7550.0,26770,,3868,2534,,,1334.0,587,0.0,,,,587.0,10,,,,0,4465,10759,10759.0,,,,11541,,2210.0,2480.0,6851,22300,26765,0.0,6624.0,449.0,6175.0,-1632.0,6783.0,-4530,7245,20.0,7265,34030,
06/30/2018,33796,1073,1073,0.0,3526,3230.0,296.0,,2050,271.0,0.0,1053.0,726.0,623,,0.0,,620.0,7272.0,13589,,,1538.0,1538.0,11397,3890.0,3378.0,512.0,,,7507.0,26524,,3907,2478,,,1429.0,684,0.0,,,,684.0,27,,1.0,,0,4618,10805,10805.0,,,,11509,,2155.0,2502.0,6851,22314,26932,0.0,6668.0,449.0,6219.0,-1931.0,6988.0,-4881,6844,20.0,6864,33796,
09/30/2018,33803,1026,1026,0.0,3580,3333.0,247.0,,2130,287.0,0.0,1109.0,734.0,582,,0.0,,579.0,7318.0,13476,34476.0,-21000.0,1615.0,1615.0,11394,3777.0,3371.0,406.0,,,7617.0,26485,,4024,2510,,,1514.0,555,0.0,,,,555.0,24,,5.0,,0,4603,10700,10700.0,,,,11442,,2090.0,2512.0,6835,22142,26745,0.0,6705.0,449.0,6256.0,-2131.0,7353.0,-4887,7040,18.0,7058,33803,
12/31/2018,33576,589,589,0.0,3521,3249.0,272.0,395.0,2241,260.0,0.0,1241.0,740.0,250,16.0,0.0,,247.0,6996.0,13469,33963.0,-20494.0,1648.0,1648.0,11463,3767.0,3374.0,393.0,5.0,,7675.0,26580,,2887,2413,,,474.0,639,0.0,0.0,0.0,,639.0,1168,0.0,0.0,,1107,4694,10015,10015.0,0.0,0.0,,11484,0.0,2026.0,2600.0,6858,21499,26193,0.0,6729.0,449.0,6280.0,-2332.0,7465.0,-4500,7362,21.0,7383,33576,
03/31/2019,34178,641,641,0.0,3493,3186.0,307.0,410.0,2301,266.0,0.0,1282.0,753.0,217,29.0,,,214.0,7062.0,13887,,,1770.0,1770.0,11459,3775.0,3393.0,382.0,,,7655.0,27116,,2808,2518,,,290.0,946,0.0,146.0,9.0,137.0,800.0,1199,,0.0,,1135,4953,10246,9875.0,371.0,90.0,281.0,11510,,1987.0,2634.0,6889,21756,26709,0.0,6608.0,449.0,6159.0,-2398.0,8211.0,-4975,7446,23.0,7469,34178,
06/30/2019,34347,787,787,0.0,3477,3170.0,307.0,399.0,2224,263.0,0.0,1214.0,747.0,501,48.0,286.0,,206.0,7388.0,13775,,,1646.0,1646.0,11538,3841.0,3441.0,400.0,,,7649.0,26959,,2861,2498,,,363.0,807,0.0,142.0,11.0,131.0,665.0,1381,,7.0,,1340,5049,10331,9962.0,369.0,88.0,281.0,11468,,1951.0,2624.0,6886,21799,26848,0.0,6678.0,449.0,6229.0,-2628.0,8302.0,-4870,7482,17.0,7499,34347,
09/30/2019,33848,697,697,0.0,3305,3055.0,250.0,388.0,2194,270.0,0.0,1140.0,784.0,467,79.0,278.0,,184.0,7051.0,13648,34048.0,-20400.0,1651.0,1651.0,11498,3799.0,3412.0,387.0,,,7620.0,26797,,2756,2349,,,407.0,538,0.0,149.0,13.0,136.0,389.0,1435,,13.0,,1400,4729,10249,9866.0,383.0,91.0,292.0,11414,,1901.0,2643.0,6857,21663,26392,0.0,6710.0,449.0,6261.0,-2702.0,8447.0,-5014,7441,15.0,7456,33848,
12/31/2019,33471,511,511,0.0,3280,3020.0,260.0,393.0,2208,298.0,0.0,1192.0,718.0,247,58.0,,,237.0,6639.0,13829,34341.0,-20512.0,1721.0,1721.0,11282,3715.0,3347.0,368.0,6.0,,7503.0,26832,,2830,2423,,,407.0,302,0.0,146.0,12.0,134.0,156.0,5514,0.0,0.0,,5455,8646,9901,9509.0,392.0,88.0,304.0,7206,0.0,1848.0,2633.0,2725,17107,25753,0.0,6746.0,449.0,6297.0,-2702.0,8408.0,-4739,7713,5.0,7718,33471,
03/31/2020,33215,1239,1239,0.0,3226,2959.0,267.0,423.0,2002,254.0,0.0,1081.0,667.0,325,27.0,112.0,,211.0,7215.0,13421,,,1370.0,1370.0,11209,3654.0,3304.0,350.0,,,7528.0,26000,,2731,2379,,,352.0,796,0.0,144.0,12.0,132.0,652.0,5815,,0.0,,5812,9342,9854,9476.0,378.0,85.0,293.0,7158,,1773.0,2662.0,2723,17012,26354,0.0,6701.0,449.0,6252.0,-2651.0,8062.0,-5255,6857,4.0,6861,33215,
06/30/2020,32519,847,847,0.0,3060,2772.0,288.0,401.0,2010,278.0,0.0,1039.0,693.0,281,0.0,112.0,,169.0,6599.0,13304,,,1407.0,1407.0,11209,4475.0,3304.0,1171.0,,,6734.0,25920,,2589,2206,,,383.0,167,0.0,146.0,12.0,134.0,21.0,5574,,,,5551,8330,9726,9348.0,378.0,84.0,294.0,7403,,1721.0,2654.0,3028,17129,25459,0.0,6732.0,449.0,6283.0,-2649.0,8123.0,-5149,7057,3.0,7060,32519,
