Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2008,769.436,488.239,801.354,684.821,116.533,-313.115,280.47,4.278,4.278,,,203.38,72.812,-101.0,668.436,-474.763,0.0,474.763,193.673,-28.96,14.48,14.48,66.193,24.992,91.185,0.0,,,91.185,0.0,91.185,0.0,0.0,91.185,91.185,,110.265,0.83,0.83,1.35,110.807,0.82,0.82,1.34,
12/31/2008,760.179,486.075,774.501,664.958,109.543,-288.426,273.608,2.003,2.003,,,198.002,73.603,-151.0,609.179,-446.819,0.0,446.819,162.36,-17.374,8.687,8.687,129.673,-27.432,102.241,0.0,,,102.241,0.0,102.241,0.0,0.0,102.241,102.241,,110.62,0.92,0.92,1.06,110.62,0.92,0.92,1.06,
03/31/2009,680.148,447.807,654.512,554.395,100.117,-206.705,232.341,-34.333,1.435,-35.768,0.0,207.535,59.139,-158.0,522.148,-438.346,0.0,438.346,83.802,0.0,,0.0,83.802,-19.581,64.221,0.0,0.0,0.0,64.221,0.0,64.221,-7.5,-2.103,54.618,54.618,0.0,110.439,0.49,0.49,0.49,110.439,0.49,0.49,0.49,
06/30/2009,773.216,501.567,677.423,574.282,103.141,-175.856,271.649,-17.141,7.543,-24.684,0.0,211.397,77.393,-147.0,626.216,-563.71,0.0,563.71,62.506,0.0,,0.0,62.506,-11.318,51.188,0.0,0.0,0.0,51.188,0.0,51.188,-11.833,-10.224,29.131,89.501,60.37,113.521,0.256613,0.256613,0.788409,113.521,0.256613,0.256613,0.788409,
09/30/2009,825.881,547.655,700.593,599.883,100.71,-152.938,278.226,-50.523,7.478,-58.001,0.0,222.586,106.163,-154.0,671.881,-500.056,0.0,500.056,171.825,0.0,,0.0,171.825,-44.161,127.664,0.0,0.0,0.0,127.664,0.0,127.664,-10.056,-3.714,113.894,113.894,0.0,117.37,0.97,0.97,0.97,117.547,0.97,0.97,0.97,
12/31/2009,824.609,558.719,692.669,598.351,94.318,-133.95,265.89,-37.908,6.669,-44.577,0.0,221.417,82.381,-145.0,679.609,-478.451,0.0,478.451,201.158,0.0,,0.0,201.158,-64.34,136.818,0.0,0.0,0.0,136.818,0.0,136.818,,-13.908,122.91,126.716,3.806,117.672,1.05,1.05,1.076858,117.672,1.04,1.04,1.072344,
03/31/2010,814.04,556.334,676.386,588.146,88.24,-120.052,257.706,-27.358,4.699,-32.057,0.0,205.805,79.259,-105.0,709.04,-489.362,0.0,489.362,219.678,0.0,,0.0,219.678,-68.723,150.955,0.0,0.0,0.0,150.955,0.0,150.955,-10.056,-4.471,136.428,136.428,0.0,117.765,1.16,1.16,1.16,118.256,1.15,1.15,1.15,
06/30/2010,840.784,567.227,684.784,596.935,87.849,-117.557,273.557,-24.752,3.797,-28.549,0.0,219.017,79.292,-85.0,755.784,-476.068,0.0,476.068,279.716,0.0,,0.0,279.716,-90.967,188.749,0.0,0.0,0.0,188.749,0.0,188.749,-10.056,-5.105,173.588,173.588,0.0,118.054,1.47,1.47,1.47,118.878,1.46,1.46,1.46,
09/30/2010,859.767,569.868,685.9,603.274,82.626,-116.032,289.899,-8.517,6.035,-14.552,0.0,221.397,77.019,-93.0,766.767,-480.133,0.0,480.133,286.634,0.0,,0.0,286.634,-94.619,192.015,0.0,0.0,0.0,192.015,0.0,192.015,-10.056,-5.179,176.78,176.78,0.0,118.32,1.49,1.49,1.49,119.155,1.48,1.48,1.48,
12/31/2010,861.035,574.097,682.725,606.261,76.464,-108.628,286.938,-21.366,12.755,-34.121,0.0,188.821,119.483,-85.0,776.035,-469.274,0.0,469.274,306.761,0.0,,0.0,306.761,-102.319,204.442,0.0,0.0,0.0,204.442,0.0,204.442,-10.056,-5.371,189.015,172.754,-16.261,119.503,1.59,1.59,1.445604,119.503,1.59,1.59,1.445604,
03/31/2011,883.224,568.804,667.483,594.087,73.396,-98.679,314.42,24.913,8.279,16.634,0.0,198.504,91.003,-75.0,808.224,-499.571,0.0,499.571,308.653,0.0,,0.0,308.653,-102.38,206.273,0.0,0.0,0.0,206.273,0.0,206.273,-10.498,-5.662,190.113,192.722,2.609,119.201,1.59,1.59,1.616782,119.852,1.59,1.59,1.611769,
06/30/2011,1087.858,586.202,688.253,624.863,63.39,-102.051,501.656,85.789,6.798,78.991,0.0,252.385,163.482,-63.0,1024.858,-576.895,0.0,576.895,447.963,0.0,,0.0,447.963,-125.605,322.358,0.0,0.0,0.0,322.358,0.0,322.358,-7.184,-18.01,297.164,255.319,-41.845,122.181,2.432162,2.432162,2.089678,122.796,2.419981,2.419981,2.079213,
09/30/2011,985.101,616.719,720.351,656.772,63.579,-103.632,368.382,-12.288,4.176,-16.464,0.0,287.277,93.393,-58.0,927.101,-662.019,0.0,662.019,265.082,0.0,,0.0,265.082,-81.974,183.108,0.0,0.0,0.0,183.108,0.0,183.108,-14.079,-4.361,164.668,180.934,16.266,124.575,1.32,1.32,1.45241,124.86,1.32,1.32,1.450274,
12/31/2011,1016.485,618.031,716.0,649.968,66.032,-97.969,398.454,-22.269,7.971,-30.24,0.0,271.805,148.918,-74.0,942.485,-739.583,0.0,739.583,202.902,0.0,,0.0,202.902,-55.162,147.74,0.0,0.0,0.0,147.74,0.0,147.74,-14.078,-3.86,129.802,139.996,10.194,124.736,1.04,1.04,1.122338,124.736,1.04,1.04,1.121725,
03/31/2012,997.112,620.389,714.095,648.73,65.365,-93.706,376.723,-5.622,10.571,-16.193,0.0,295.935,86.41,-49.0,948.112,-639.695,0.0,639.695,308.417,0.0,,0.0,308.417,-101.954,206.463,0.0,0.0,0.0,206.463,0.0,206.463,-13.363,-4.864,188.236,189.893,1.657,125.22,1.5,1.5,1.516475,125.616,1.5,1.5,1.513191,
06/30/2012,1039.633,647.983,737.386,675.324,62.062,-89.403,391.65,-16.978,6.238,-23.216,0.0,318.943,89.685,-60.0,979.633,-627.392,0.0,627.392,352.241,0.0,,0.0,352.241,-118.861,233.38,0.0,0.0,0.0,233.38,0.0,233.38,-13.362,-5.309,214.709,219.053,4.344,125.488,1.71,1.71,1.745609,125.897,1.71,1.71,1.744504,
09/30/2012,1108.455,662.722,744.851,687.611,57.24,-82.129,445.733,-2.014,8.469,-10.483,0.0,351.098,96.649,-46.0,1062.455,-616.027,0.0,616.027,446.428,0.0,,0.0,446.428,-152.966,293.462,0.0,0.0,0.0,293.462,0.0,293.462,-13.363,-6.214,273.885,273.885,0.0,125.818,2.18,2.18,2.18,126.292,2.17,2.17,2.17,
12/31/2012,1120.586,667.422,745.353,693.733,51.62,-77.931,453.164,-9.076,10.356,-19.432,0.0,360.697,101.543,-49.0,1071.586,-626.146,0.0,626.146,445.44,0.0,,0.0,445.44,-149.247,296.193,0.0,0.0,0.0,296.193,0.0,296.193,-13.362,-6.262,276.569,276.569,0.0,127.8,2.16,2.16,2.16,127.8,2.16,2.16,2.16,
03/31/2013,1088.932,656.05,729.975,682.748,47.227,-73.925,432.882,-4.529,8.927,-13.456,0.0,341.366,96.045,-38.0,1050.932,-635.596,0.0,635.596,415.336,0.0,,0.0,415.336,-141.223,274.113,0.0,0.0,0.0,274.113,0.0,274.113,-13.363,-5.671,255.079,257.954,2.875,127.669,2.0,2.0,2.02049,128.636,1.98,1.98,2.00235,
06/30/2013,1186.276,677.587,750.207,707.137,43.07,-72.62,508.689,63.228,9.224,54.004,0.0,344.965,100.496,-57.0,1129.276,-598.591,0.0,598.591,530.685,0.0,,0.0,530.685,-182.219,348.466,0.0,0.0,0.0,348.466,0.0,348.466,-13.362,-6.566,328.538,271.159,-57.379,128.252,2.56,2.56,2.114267,129.017,2.55,2.55,2.10526,
09/30/2013,1150.496,673.108,742.686,685.132,57.554,-69.578,477.388,5.106,8.987,-3.881,0.0,319.242,153.04,-48.0,1102.496,-658.626,0.0,658.626,443.87,0.0,,0.0,443.87,-149.391,294.479,0.0,0.0,0.0,294.479,0.0,294.479,-13.363,-5.78,275.336,275.336,0.0,129.171,2.13,2.13,2.13,130.265,2.11,2.11,2.11,
12/31/2013,1112.73,666.484,734.466,665.442,69.024,-67.982,446.246,7.554,13.69,-6.136,0.0,334.288,104.404,-42.0,1070.73,-743.072,0.0,743.072,327.658,0.0,,0.0,327.658,-106.236,221.422,0.0,0.0,0.0,221.422,0.0,221.422,-14.032,-3.939,203.451,203.451,0.0,130.464,1.57,1.57,1.57,130.464,1.56,1.56,1.56,
03/31/2014,1076.54,656.433,722.952,647.122,75.83,-66.519,420.107,1.993,6.447,-4.454,0.0,321.999,96.115,-32.0,1044.54,-690.234,0.0,690.234,354.306,0.0,,0.0,354.306,-125.289,229.017,0.0,0.0,0.0,229.017,0.0,229.017,-14.674,-2.623,211.72,211.72,0.0,130.212,1.63,1.63,1.63,131.126,1.61,1.61,1.61,
06/30/2014,1125.526,669.114,734.29,647.787,86.503,-65.176,456.412,3.987,8.042,-4.055,0.0,350.404,102.021,-30.0,1095.526,-667.66,0.0,667.66,427.866,0.0,,0.0,427.866,-143.53,284.336,0.0,0.0,0.0,284.336,0.0,284.336,-20.443,-3.213,260.68,260.68,0.0,130.856,1.99,1.99,1.99,131.828,1.98,1.98,1.98,
09/30/2014,1120.17,669.059,743.023,650.478,92.545,-73.964,451.111,2.874,6.988,-4.114,0.0,349.69,98.547,-29.0,1091.17,-665.359,0.0,665.359,425.811,0.0,,0.0,425.811,-150.467,275.344,0.0,0.0,0.0,275.344,0.0,275.344,-20.443,-2.996,251.905,251.905,0.0,131.265,1.92,1.92,1.92,132.128,1.91,1.91,1.91,
12/31/2014,1133.483,681.84,756.612,664.847,91.765,-74.772,451.643,4.348,8.397,-4.049,0.0,344.245,103.05,-33.0,1100.483,-680.108,0.0,680.108,420.375,0.0,,0.0,420.375,-142.826,277.549,0.0,0.0,0.0,277.549,0.0,277.549,-20.318,-3.007,254.224,254.224,0.0,132.278,1.93,1.93,1.93,132.278,1.92,1.92,1.92,
03/31/2015,1099.791,659.588,738.087,650.812,87.275,-78.499,440.203,6.133,6.231,-0.098,0.0,343.14,90.93,-38.0,1061.791,-686.375,0.0,686.375,375.416,0.0,,0.0,375.416,-133.803,241.613,0.0,0.0,0.0,241.613,0.0,241.613,-20.318,-2.465,218.83,218.83,0.0,132.049,1.66,1.66,1.66,132.769,1.65,1.65,1.65,
06/30/2015,1180.155,683.128,760.354,666.148,94.206,-77.226,497.027,6.036,6.046,-0.01,0.0,343.318,147.673,-30.0,1150.155,-696.628,0.0,696.628,453.527,0.0,,0.0,453.527,-166.839,286.688,0.0,0.0,0.0,286.688,0.0,286.688,-20.317,-2.9,263.471,263.471,0.0,132.356,1.99,1.99,1.99,133.116,1.98,1.98,1.98,
09/30/2015,1132.526,692.827,770.026,675.944,94.082,-77.199,439.699,8.362,8.362,,0.0,321.94,109.397,-44.0,1088.526,-653.816,0.0,653.816,434.71,0.0,,0.0,434.71,-154.309,280.401,0.0,0.0,0.0,280.401,0.0,280.401,-20.318,-2.746,257.337,257.337,0.0,132.63,1.94,1.94,1.94,133.376,1.93,1.93,1.93,
12/31/2015,1255.152,807.044,902.377,802.006,100.371,-95.333,448.108,9.916,9.938,-0.022,0.0,323.358,114.834,-58.0,1197.152,-786.113,0.0,786.113,411.039,0.0,,0.0,411.039,-140.074,270.965,0.0,0.0,0.0,270.965,0.0,270.965,-20.317,-2.586,248.062,308.882,60.82,150.027,1.65,1.65,2.058843,150.718,1.65,1.65,2.053535,
03/31/2016,1292.897,871.964,972.834,874.024,98.81,-100.87,420.933,7.462,7.458,0.004,0.0,311.549,101.922,-49.0,1243.897,-776.095,0.0,776.095,467.802,0.0,,0.0,467.802,-169.274,298.528,0.0,0.0,0.0,298.528,0.0,298.528,-20.318,-2.466,275.744,289.792,14.048,158.734,1.74,1.74,1.825645,159.181,1.73,1.73,1.818252,
06/30/2016,1312.073,863.819,970.621,878.774,91.847,-106.802,448.254,13.486,13.222,0.264,0.0,329.977,104.791,-32.0,1280.073,-749.895,0.0,749.895,530.178,0.0,,0.0,530.178,-194.147,336.031,0.0,0.0,0.0,336.031,0.0,336.031,-20.317,-2.746,312.968,320.605,7.637,157.802,1.98,1.98,2.031692,158.341,1.98,1.98,2.028231,
09/30/2016,1349.69,858.34,969.515,883.699,85.816,-111.175,491.35,41.234,12.754,28.48,0.0,346.25,103.866,-47.0,1302.69,-752.392,,752.392,550.298,0.0,,0.0,550.298,-200.314,349.984,0.0,0.0,0.0,349.984,0.0,349.984,-20.318,-2.674,326.992,326.992,0.0,155.493,2.1,2.1,2.1,156.026,2.1,2.1,2.1,
12/31/2016,1341.223,875.764,982.901,894.974,87.927,-107.137,465.459,9.258,7.692,1.566,0.0,340.63,115.571,-62.0,1279.223,-769.103,0.0,769.103,510.12,0.0,,0.0,510.12,-179.549,330.571,0.0,0.0,0.0,330.571,0.0,330.571,-20.317,-2.465,307.789,307.789,0.0,155.7,1.98,1.98,1.98,155.7,1.98,1.98,1.98,
03/31/2017,1361.105,914.26,1006.033,910.479,95.554,-91.773,446.845,9.691,9.691,0.0,0.0,326.267,110.887,-55.0,1306.105,-787.852,0.0,787.852,518.253,0.0,,0.0,518.253,-169.326,348.927,0.0,0.0,0.0,348.927,0.0,348.927,-18.237,-2.128,328.562,328.562,0.0,154.427,2.13,2.13,2.13,154.949,2.12,2.12,2.12,
06/30/2017,1399.016,938.2,1030.413,937.038,93.375,-92.213,460.816,8.067,8.084,-0.017,0.0,335.634,117.115,-52.0,1347.016,-750.635,0.0,750.635,596.381,0.0,,0.0,596.381,-215.328,381.053,0.0,0.0,0.0,381.053,0.0,381.053,-18.237,-2.158,360.658,360.658,0.0,152.857,2.36,2.36,2.36,153.276,2.35,2.35,2.35,
09/30/2017,1416.563,957.134,1057.21,968.928,88.282,-100.076,459.429,7.058,7.058,0.0,0.0,345.669,106.702,-30.0,1386.563,-806.025,0.0,806.025,580.538,0.0,,0.0,580.538,-224.615,355.923,0.0,0.0,0.0,355.923,0.0,355.923,-18.13,-1.992,335.801,335.801,0.0,151.347,2.22,2.22,2.22,151.691,2.21,2.21,2.21,
12/31/2017,1455.503,971.45,1074.139,988.762,85.377,-102.689,484.053,31.764,10.468,21.296,0.0,346.455,105.834,-31.0,1424.503,-795.813,0.0,795.813,628.69,0.0,,0.0,628.69,-306.287,322.403,0.0,0.0,0.0,322.403,0.0,322.403,-18.13,-1.791,302.482,352.72845,50.24645,150.005,2.016479,2.016479,2.351445,150.288,2.012682,2.012682,2.347017,
03/31/2018,1434.213,975.517,1082.15,999.05,83.1,-106.633,458.696,-4.794,4.637,-9.431,0.0,337.188,126.302,-43.0,1391.213,-933.344,0.0,933.344,457.869,0.0,,0.0,457.869,-105.259,352.61,0.0,0.0,0.0,352.61,0.0,352.61,-18.13,-1.732,332.748,332.748,0.0,148.688,2.24,2.24,2.24,148.905,2.23,2.23,2.23,
06/30/2018,1466.201,1008.787,1128.905,1046.714,82.191,-120.118,457.414,7.581,5.255,2.326,0.0,349.553,100.28,-35.0,1431.201,-776.577,0.0,776.577,654.624,0.0,,0.0,654.624,-161.464,493.16,0.0,0.0,0.0,493.16,0.0,493.16,-18.13,-2.432,472.598,472.598,0.0,144.825,3.26,3.26,3.26,144.998,3.26,3.26,3.26,
09/30/2018,1488.332,1029.038,1167.375,1087.104,80.271,-138.337,459.294,2.658,6.073,-3.415,0.0,342.867,113.769,-16.0,1472.332,-775.979,0.0,775.979,696.353,0.0,,0.0,696.353,-170.262,526.091,0.0,0.0,0.0,526.091,0.0,526.091,-18.13,-2.598,505.363,505.363,0.0,142.822,3.54,3.54,3.54,142.976,3.53,3.53,3.53,
12/31/2018,1539.556,1058.96,1220.281,1141.266,79.015,-161.321,480.596,20.801,16.582,4.219,0.0,348.825,110.97,-38.0,1501.556,-802.162,0.0,802.162,699.394,0.0,,0.0,699.394,-153.175,546.219,0.0,0.0,0.0,546.219,0.0,546.219,-18.131,-2.76,525.328,505.328,-20.0,139.744,3.76,3.76,3.616098,139.838,3.76,3.76,3.616098,
03/31/2019,1550.825,1050.06,1226.309,1145.803,80.506,-176.249,500.765,22.643,10.802,11.841,0.0,343.685,134.437,-22.0,1528.825,-894.348,,894.348,634.477,0.0,,0.0,634.477,-151.735,482.742,0.0,0.0,0.0,482.742,0.0,482.742,-18.13,-2.526,462.086,458.00091,-4.08509,137.889,3.35,3.35,3.321519,137.92,3.35,3.35,3.320381,
06/30/2019,1553.576,1041.481,1237.913,1162.258,75.655,-196.432,512.095,27.364,18.453,8.911,0.0,371.968,112.763,-55.0,1498.576,-873.032,0.0,873.032,625.544,0.0,,0.0,625.544,-152.284,473.26,0.0,0.0,0.0,473.26,0.0,473.26,-18.13,-2.498,452.632,448.4055,-4.2265,135.433,3.34,3.34,3.310903,135.464,3.34,3.34,3.3088,
09/30/2019,1557.669,1029.89,1229.469,1160.312,69.157,-199.579,527.779,19.809,16.072,3.737,0.0,404.088,103.882,-45.0,1512.669,-877.619,0.0,877.619,635.05,0.0,,0.0,635.05,-154.969,480.081,0.0,0.0,0.0,480.081,0.0,480.081,-16.103,-2.568,461.41,458.71057,-2.69943,132.965,3.47,3.47,3.44986,132.999,3.47,3.47,3.449703,
12/31/2019,1529.873,1008.833,1185.902,1122.367,63.535,-177.069,521.04,10.265,16.717,-6.452,0.0,392.537,118.238,-54.0,1475.873,-823.683,0.0,823.683,652.19,0.0,,0.0,652.19,-159.124,493.066,0.0,0.0,0.0,493.066,0.0,493.066,-17.078,-2.616,473.372,509.28856,35.91656,131.549,3.6,3.6,3.871474,131.549,3.6,3.6,3.871474,
03/31/2020,1506.165,976.805,1120.419,1070.234,50.185,-143.614,529.36,0.234,21.016,-20.782,0.0,395.95,133.176,-250.0,1256.165,-906.416,0.0,906.416,349.749,0.0,,0.0,349.749,-80.927,268.822,0.0,0.0,0.0,268.822,0.0,268.822,-17.078,-1.043,250.701,247.59393,-3.10707,129.696,1.93,1.93,1.909033,129.755,1.93,1.93,1.906054,
06/30/2020,1444.41,957.137,1032.242,984.994,47.248,-75.105,487.273,15.259,8.29,6.969,0.0,384.824,87.19,-325.0,1119.41,-807.042,0.0,807.042,312.368,0.0,,0.0,312.368,-71.314,241.054,0.0,0.0,0.0,241.054,0.0,241.054,-17.05,-0.906,223.098,221.61675,-1.48125,128.275,1.74,1.74,1.727669,128.333,1.74,1.74,1.727669,
09/30/2020,1469.75,,,,,,,,,,,,,,,,,,,,,,442.5,,323.333,,,,,,323.333,,,323.333,317.769,,,2.47,2.47,2.378,,2.47,2.47,2.378,
12/31/2020,1497.083,,,,,,,,,,,,,,,,,,,,,,455.917,,337.333,,,,,,337.333,,,337.333,327.846,,,2.58,2.58,2.55,,2.58,2.58,2.55,
