Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/01/2009,44233,957,572,385.0,7288,7288.0,0.0,,7528,,,,,1910,,131.0,,1910.0,17683,25712,35255,-9543,0.0,838,,,,,707,26550,,9237,6233,,,3004.0,573,56.0,,,,517.0,0,,14.0,0,9810,17441,17441.0,,,,2380,,,494.0,1872,19821,29631,0.0,2885.0,63.0,2822.0,0.0,12266.0,-549,14602,0.0,14602,44233,
10/31/2009,45979,864,591,273.0,7023,7023.0,0.0,,9382,,,,,2314,,134.0,,2314.0,19583,25591,35626,-10035,0.0,805,,,,,671,26396,,10758,7641,,,3117.0,1640,1063.0,,,,577.0,0,,21.0,0,12398,15895,15895.0,,,,2715,,,804.0,1890,18610,31008,0.0,2929.0,63.0,2866.0,0.0,12559.0,-517,14971,0.0,14971,45979,
01/30/2010,44533,2200,583,1617.0,6966,6966.0,0.0,,7179,,,,,2079,,131.0,,2079.0,18424,25280,35765,-10485,0.0,829,239.0,59.0,180.0,2.0,457,26109,,9631,6511,,,3120.0,1696,0.0,,,,1696.0,0,0.0,23.0,0,11327,15118,15118.0,,,,2741,0.0,178.0,835.0,1705,17859,29186,0.0,2981.0,62.0,2919.0,0.0,12947.0,-581,15347,0.0,15347,44533,
05/01/2010,43323,1578,563,1015.0,6330,6330.0,0.0,,7249,,,,,2065,,133.0,,2065.0,17222,25212,35657,-10445,0.0,889,,,,,756,26101,,9333,6150,,,3183.0,864,67.0,,,,797.0,0,,29.0,0,10197,14794,14794.0,,,,2735,,,916.0,1790,17529,27726,0.0,3072.0,62.0,3010.0,0.0,13098.0,-573,15597,0.0,15597,43323,
07/31/2010,43655,1540,568,972.0,6137,6137.0,0.0,,7728,,,,,1840,,164.0,,1840.0,17245,25401,36219,-10818,0.0,1009,,,,,845,26410,,9285,6228,,,3057.0,815,33.0,,,,782.0,0,,66.0,0,10100,15737,15737.0,,,,2550,,,740.0,1744,18287,28387,0.0,3145.0,60.0,3085.0,0.0,12690.0,-567,15268,0.0,15268,43655,
10/30/2010,44949,936,587,349.0,5955,5955.0,0.0,,9550,,,,,1905,,172.0,,1905.0,18346,25590,36809,-11219,0.0,1013,,,,,841,26603,,10940,7761,,,3179.0,850,36.0,,,,814.0,0,,80.0,0,11790,15680,15680.0,,,,2600,,,814.0,1706,18280,30070,0.0,3187.0,59.0,3128.0,0.0,12254.0,-562,14879,0.0,14879,44949,
01/29/2011,43705,1712,583,1129.0,6153,6153.0,0.0,,7596,,,,,1752,,139.0,,1752.0,17213,25493,37048,-11555,0.0,999,223.0,59.0,164.0,5.0,632,26492,,9951,6625,,0.0,3326.0,119,0.0,,,,119.0,0,0.0,54.0,0,10070,15607,15607.0,,,,2541,0.0,128.0,934.0,1425,18148,28218,0.0,3370.0,59.0,3311.0,0.0,12698.0,-581,15487,0.0,15487,43705,
04/30/2011,42996,1424,552,872.0,5721,5721.0,0.0,,7696,,,,,1527,,132.0,,1527.0,16368,25648,36984,-11336,0.0,980,,,,,848,26628,,9525,6296,,,3229.0,1313,189.0,,,,1124.0,0,,54.0,0,10838,14416,14416.0,,,,2512,,,916.0,1542,16928,27766,0.0,3402.0,57.0,3345.0,0.0,12398.0,-570,15230,0.0,15230,42996,
07/30/2011,45499,890,774,116.0,5722,5722.0,0.0,,7926,,,,,1521,,140.0,,1521.0,16059,28373,39960,-11587,0.0,1067,,,,,927,29440,,10240,6519,,,3721.0,1380,250.0,,,,1130.0,0,,68.0,0,11620,16160,16160.0,,,,2613,,,969.0,1576,18773,30393,0.0,3441.0,56.0,3385.0,0.0,12213.0,-548,15106,0.0,15106,45499,
10/29/2011,48447,821,755,66.0,5713,5713.0,0.0,,9890,,,,,1948,,136.0,,1948.0,18372,29040,41075,-12035,0.0,1035,,,,,899,30075,,11326,8053,,,3273.0,2813,500.0,,,,2313.0,0,,71.0,0,14139,16156,16156.0,,,,2888,,,1199.0,1618,19044,33183,0.0,3487.0,56.0,3431.0,0.0,12340.0,-563,15264,0.0,15264,48447,
01/28/2012,46630,794,600,194.0,5927,5927.0,0.0,,7918,,,,,1810,,114.0,,1790.0,16449,29149,41531,-12382,0.0,1032,242.0,59.0,183.0,3.0,673,30181,,10494,6857,,0.0,3637.0,3786,0.0,,,,3786.0,7,0.0,69.0,0,14287,13697,13697.0,,,,2825,0.0,225.0,1191.0,1340,16522,30809,0.0,3543.0,56.0,3487.0,0.0,12959.0,-681,15821,0.0,15821,46630,
04/28/2012,46175,675,657,18.0,5548,5548.0,0.0,,7670,,,,,1698,,104.0,,1683.0,15591,29508,41659,-12151,0.0,1076,,,,,972,30584,,9958,6292,,,3666.0,2483,0.0,,,,2483.0,5,,65.0,0,12446,14967,14967.0,,,,2899,,,1209.0,1625,17866,30312,0.0,3650.0,55.0,3595.0,0.0,12854.0,-641,15863,0.0,15863,46175,
07/28/2012,47325,1442,612,830.0,5540,5540.0,0.0,,7733,,,,,1700,,93.0,,1681.0,16415,29774,42316,-12542,0.0,1136,,,,,1043,30910,,10037,6505,,,3532.0,3285,750.0,,,,2535.0,7,,62.0,0,13329,15229,15229.0,,,,2870,,,1173.0,1635,18099,31428,0.0,3775.0,54.0,3721.0,0.0,12774.0,-652,15897,0.0,15897,47325,
10/27/2012,49579,1469,669,800.0,5647,5647.0,0.0,,9533,,,,,1846,,90.0,,1835.0,18495,30069,43051,-12982,0.0,1015,,,,,925,31084,,11677,8050,,,3627.0,4028,1500.0,,,,2528.0,4,,59.0,0,15709,14526,14526.0,,,,2992,,,1279.0,1654,17518,33227,0.0,3909.0,55.0,3854.0,0.0,13069.0,-626,16352,0.0,16352,49579,
02/02/2013,48163,784,654,130.0,5841,5841.0,0.0,,7903,,,,,1860,,85.0,,1856.0,16388,30653,43964,-13311,0.0,1122,224.0,59.0,165.0,81.0,732,31775,,11035,7056,,0.0,3979.0,2994,0.0,,,,2994.0,2,0.0,54.0,0,14031,14654,14654.0,,,,2920,0.0,170.0,1311.0,1385,17574,31605,0.0,3979.0,54.0,3925.0,0.0,13155.0,-576,16558,0.0,16558,48163,
05/04/2013,44234,1819,707,1112.0,0,0.0,0.0,,8099,,,,,1939,,83.0,,1938.0,11857,31074,44091,-13017,0.0,1303,,,,,1220,32377,,10636,6721,,,3915.0,523,0.0,,,,523.0,0,,53.0,0,11159,13691,13691.0,,,,2864,,,1295.0,1516,16555,27714,0.0,4212.0,53.0,4159.0,0.0,12873.0,-565,16520,0.0,16520,44234,
08/03/2013,44162,1018,769,249.0,0,0.0,0.0,,8441,,,,,1944,,74.0,,1944.0,11403,31405,44888,-13483,0.0,1354,,,,,1280,32759,,10783,7078,,,3705.0,1833,0.0,,,,1833.0,0,,45.0,0,12616,12655,12655.0,,,,2871,,,1331.0,1495,15526,28142,0.0,4388.0,53.0,4335.0,0.0,12285.0,-653,16020,0.0,16020,44162,
11/02/2013,46373,706,703,3.0,0,0.0,0.0,,10376,,,,,2071,,68.0,,2069.0,13153,31726,45635,-13909,0.0,1494,,,,,1426,33220,,12429,8806,,,3623.0,2122,0.0,,,,2122.0,0,,43.0,0,14551,12665,12665.0,,,,3001,,,1466.0,1492,15666,30217,0.0,4456.0,53.0,4403.0,0.0,12353.0,-653,16156,0.0,16156,46373,
02/01/2014,44553,670,667,3.0,0,0.0,0.0,,8278,,,,,2625,255.0,62.0,1296.0,1576.0,11573,26412,40478,-14066,0.0,6568,324.0,151.0,173.0,112.0,609,32980,,9065,7335,216.0,350.0,1164.0,1143,63.0,,,,1080.0,2569,0.0,39.0,1880,12777,11429,11429.0,,,,4116,0.0,115.0,1349.0,1317,15545,28322,0.0,4523.0,53.0,4470.0,0.0,12599.0,-891,16231,0.0,16231,44553,
05/03/2014,44042,677,674,3.0,0,0.0,0.0,,7905,,,,,2441,,56.0,1321.0,1722.0,11023,26334,40090,-13756,0.0,6685,,,,,1024,33019,,10145,6519,,,3626.0,1466,1466.0,,,,,429,,35.0,0,12040,11391,11391.0,,,,4125,,,1300.0,1469,15516,27556,0.0,4565.0,53.0,4512.0,0.0,12743.0,-822,16486,0.0,16486,44042,
08/02/2014,44455,766,763,3.0,0,0.0,0.0,,7929,,,,,2859,,51.0,1333.0,2166.0,11554,26132,40314,-14182,0.0,6769,,,,,1013,32901,,10630,6986,,,3644.0,294,294.0,,,,,412,,31.0,0,11336,12625,12625.0,,,,4061,,,1233.0,1464,16686,28022,0.0,4614.0,53.0,4561.0,0.0,12611.0,-792,16433,0.0,16433,44455,
11/01/2014,46461,718,714,4.0,0,0.0,0.0,,9957,,,,,3163,,51.0,1292.0,2355.0,13838,26033,40674,-14641,0.0,6590,,,,,999,32623,,12536,8839,,,3697.0,483,483.0,,,,,506,,28.0,0,13525,12623,12623.0,,,,3940,,,1195.0,1425,16563,30088,0.0,4665.0,53.0,4612.0,0.0,12631.0,-923,16373,0.0,16373,46461,
01/31/2015,41172,2210,690,1520.0,0,0.0,0.0,,8282,,,,,3132,,65.0,193.0,2074.0,13624,25952,41045,-15093,0.0,1596,302.0,147.0,155.0,0.0,512,27548,,11542,7759,,,3783.0,91,0.0,,,,91.0,103,0.0,24.0,0,11736,12634,11845.0,789.0,789.0,,2805,0.0,98.0,1160.0,1330,15439,27175,0.0,4952.0,53.0,4899.0,0.0,9644.0,-599,13997,0.0,13997,41172,
05/02/2015,40446,2768,695,2073.0,0,0.0,0.0,,8610,,,,,1820,,46.0,207.0,1672.0,13198,25778,40753,-14975,0.0,1470,,,,,966,27248,,10472,6799,,,3673.0,112,112.0,,,,,64,,20.0,0,10648,12654,12654.0,,,,2970,,,1359.0,1384,15624,26272,0.0,5223.0,53.0,5170.0,0.0,9441.0,-490,14174,0.0,14174,40446,
08/01/2015,40386,2742,757,1985.0,0,0.0,0.0,,8269,,,,,2347,,16.0,276.0,2225.0,13358,25583,41035,-15452,0.0,1445,,,,,973,27028,,10712,6944,,,3768.0,841,841.0,,,,,60,,0.0,0,11613,11883,11883.0,,,,2948,,,1319.0,1353,14831,26444,0.0,5324.0,53.0,5271.0,0.0,9099.0,-481,13942,0.0,13942,40386,
10/31/2015,41451,1977,823,1154.0,0,0.0,0.0,,10374,,,,,2593,,37.0,36.0,2118.0,14944,25472,41393,-15921,0.0,1035,,,,,904,26507,,12760,8904,,,3856.0,825,825.0,,,,,273,,,0,13858,11887,11887.0,,,,2450,,,1135.0,1279,14337,28195,0.0,5366.0,52.0,5314.0,0.0,8359.0,-469,13256,0.0,13256,41451,
01/30/2016,40262,4046,1038,3008.0,0,0.0,0.0,,8601,,,,,1483,,39.0,18.0,1098.0,14130,25217,41463,-16246,0.0,915,278.0,133.0,145.0,66.0,457,26132,,11646,7418,,,4228.0,815,0.0,,,,815.0,161,0.0,0.0,0,12622,11945,11086.0,859.0,859.0,,2738,0.0,49.0,823.0,1848,14683,27305,0.0,5398.0,50.0,5348.0,0.0,8188.0,-629,12957,0.0,12957,40262,
04/30/2016,39908,4036,1105,2931.0,0,0.0,0.0,,8459,,,,,1453,,26.0,18.0,1094.0,13948,25049,41109,-16060,0.0,911,,,,,804,25960,,10224,6391,,,3833.0,1627,1627.0,,,,,168,,0.0,0,12019,12596,12596.0,,,,2748,,,841.0,1889,15344,27363,0.0,5569.0,49.0,5520.0,0.0,7593.0,-617,12545,0.0,12545,39908,
07/30/2016,37288,1480,1177,303.0,0,0.0,0.0,,8631,,,,,1392,,34.0,19.0,1265.0,11503,24934,41444,-16510,0.0,851,,,,,800,25785,,10355,6811,,,3544.0,647,647.0,,,,,1,,0.0,0,11003,12063,12063.0,,,,2645,,,754.0,1872,14708,25711,0.0,5610.0,48.0,5562.0,0.0,6579.0,-612,11577,0.0,11577,37288,
10/29/2016,38603,1231,1231,0.0,0,0.0,0.0,,10057,,,,,1554,,24.0,18.0,1454.0,12842,24902,41848,-16946,0.0,859,,,,,818,25761,,11912,8250,,,3662.0,729,729.0,,,,,1,,,0,12642,12097,12097.0,,,,2795,,,920.0,1857,14892,27534,0.0,5645.0,47.0,5598.0,0.0,6031.0,-607,11069,0.0,11069,38603,
01/28/2017,37431,2512,2512,0.0,0,0.0,0.0,,8309,,,,,1169,,4.0,,1130.0,11990,24658,42071,-17413,0.0,783,259.0,133.0,126.0,,520,25441,,10989,7252,,,3737.0,1718,0.0,,,,1718.0,0,630.0,0.0,0,12707,11031,10006.0,1025.0,1025.0,,2740,0.0,25.0,861.0,1224,13771,26478,0.0,5707.0,46.0,5661.0,0.0,5884.0,-638,10953,0.0,10953,37431,
04/29/2017,38560,2680,2680,0.0,0,0.0,0.0,,7920,,,,,1116,,4.0,0.0,1079.0,11716,24242,41527,-17285,0.0,2602,,,,,2598,26844,,10510,6537,,,3973.0,1729,1729.0,,,,,0,,,0,12239,10916,10916.0,,,,4426,,,843.0,3583,15342,27581,0.0,5720.0,46.0,5674.0,0.0,5885.0,-626,10979,0.0,10979,38560,
07/29/2017,37366,2291,2291,0.0,0,0.0,0.0,,8257,,,,,1072,,4.0,18.0,1010.0,11620,24861,42432,-17571,0.0,885,,,,,871,25746,,11374,7584,,,3790.0,1354,1354.0,,,,,1,,,0,12729,10892,10892.0,,,,2647,,,784.0,1845,13539,26268,0.0,5753.0,46.0,5707.0,0.0,5961.0,-616,11098,0.0,11098,37366,
10/28/2017,42009,2725,2725,0.0,0,0.0,0.0,,10517,,,,,1444,,1.0,,1414.0,14686,26510,44489,-17979,0.0,813,0.0,,,,812,27323,,13721,9986,,,3735.0,1506,1287.0,219.0,79.0,140.0,,0,,0.0,0,15227,12991,10236.0,2755.0,854.0,1901.0,2699,,,915.0,1784,15690,30917,0.0,5807.0,45.0,5762.0,0.0,5895.0,-610,11092,0.0,11092,42009,
02/03/2018,40303,2643,2643,0.0,0,0.0,0.0,,8597,,,,,1300,157.0,0.0,,1120.0,12540,26420,44818,-18398,0.0,1343,709.0,630.0,79.0,,634,27763,,9080,8677,,403.0,0.0,429,0.0,228.0,80.0,148.0,201.0,3543,600.0,6.0,3543,13052,13041,10232.0,2809.0,885.0,1924.0,2559,0.0,41.0,693.0,1219,15600,28652,0.0,5903.0,45.0,5858.0,0.0,6495.0,-747,11651,0.0,11651,40303,
05/05/2018,38929,1060,1060,0.0,0,0.0,0.0,,8652,,,,,1164,,,,1164.0,10876,26725,44696,-17971,0.0,1328,,,,,1328,28053,,11611,8131,,,3480.0,433,202.0,231.0,81.0,150.0,,0,,,0,12044,13114,10231.0,2883.0,876.0,2007.0,2613,,,744.0,1869,15727,27771,0.0,5708.0,44.0,5664.0,0.0,6187.0,-737,11158,0.0,11158,38929,
08/04/2018,39996,1180,1180,0.0,0,0.0,0.0,,9112,,,,,1211,,0.0,,1189.0,11503,27148,45295,-18147,0.0,1345,,,,,1345,28493,,12832,9116,,,3716.0,1199,994.0,205.0,50.0,155.0,,7,,2.0,0,14038,12136,9240.0,2896.0,868.0,2028.0,2655,,,828.0,1825,14791,28829,0.0,5832.0,44.0,5788.0,0.0,6058.0,-723,11167,0.0,11167,39996,
11/03/2018,43572,825,825,0.0,0,0.0,0.0,,12393,,,,,1421,,0.0,,1398.0,14639,27604,45984,-18380,0.0,1329,0.0,,,,1329,28933,,15887,11959,,,3928.0,1697,1485.0,212.0,50.0,162.0,,6,,7.0,0,17590,12150,9237.0,2913.0,867.0,2046.0,2752,,,970.0,1775,14902,32492,0.0,5910.0,43.0,5867.0,0.0,5884.0,-714,11080,0.0,11080,43572,
02/02/2019,41290,1556,1556,0.0,0,0.0,0.0,,9497,,,,,1466,157.0,10.0,,1290.0,12519,27498,46185,-18687,0.0,1273,699.0,633.0,66.0,,564,28771,,10154,9761,,393.0,0.0,1218,0.0,219.0,53.0,166.0,999.0,3642,570.0,0.0,3639,15014,12227,9255.0,2972.0,968.0,2004.0,2752,0.0,40.0,972.0,1170,14979,29993,0.0,6085.0,43.0,6042.0,0.0,6017.0,-805,11297,0.0,11297,41290,
05/04/2019,40619,1173,1173,0.0,0,0.0,0.0,0.0,9060,,,,,1374,,,,1374.0,11607,27725,46181,-18456,0.0,1287,,,,,1287,29012,,12183,8360,,,3823.0,1056,1056.0,,,,,0,,,0,13239,13421,11357.0,2064.0,,2064.0,2842,,,1034.0,1808,16263,29502,0.0,5951.0,43.0,5908.0,0.0,5958.0,-792,11117,0.0,11117,40619,
08/03/2019,41566,1656,1656,0.0,0,0.0,0.0,,9122,,,,,1341,,108.0,,1321.0,12119,28074,46940,-18866,0.0,1373,,,,,1265,29447,,13211,9152,,,4059.0,1153,1153.0,,,,,0,,0.0,0,14364,12476,10365.0,2111.0,,2111.0,2890,,,1082.0,1808,15366,29730,0.0,6157.0,43.0,6114.0,0.0,6461.0,-782,11836,0.0,11836,41566,
11/02/2019,43741,969,969,0.0,0,0.0,0.0,,11396,,,,,1440,,,,1440.0,13805,28535,47624,-19089,0.0,1401,,,,,1401,29936,,15449,11258,,,4191.0,1159,1159.0,,,,,0,,,0,16608,12721,10513.0,2208.0,,2208.0,2867,,,1215.0,1652,15588,32196,0.0,6048.0,42.0,6006.0,0.0,6270.0,-773,11545,0.0,11545,43741,
02/01/2020,42779,2577,2577,0.0,0,0.0,0.0,,8992,,,,,1333,154.0,137.0,,1156.0,12902,28519,48183,-19664,0.0,1358,686.0,633.0,53.0,,535,29877,,10322,9920,,402.0,0.0,361,0.0,267.0,67.0,200.0,94.0,3804,539.0,0.0,3804,14487,13613,10035.0,3578.0,1303.0,2275.0,2846,0.0,23.0,1122.0,1162,16459,30946,0.0,6268.0,42.0,6226.0,0.0,6433.0,-868,11833,0.0,11833,42779,
05/02/2020,44806,4566,4566,0.0,0,0.0,0.0,,8584,,,,,1465,,,,1465.0,14615,28824,47911,-19087,0.0,1367,,,,,1367,30191,,14244,9625,,,4619.0,168,168.0,,,,,0,,,0,14412,16322,14073.0,2249.0,,2249.0,2903,,,1122.0,1781,19225,33637,0.0,6248.0,42.0,6206.0,0.0,5775.0,-854,11169,0.0,11169,44806,
08/01/2020,48000,7284,7284,0.0,0,0.0,0.0,,8876,,,,,1463,,239.0,,1437.0,17623,28972,48313,-19341,0.0,1405,,,,,1166,30377,,15783,10726,,,5057.0,109,109.0,,,,,0,,12.0,0,15892,16429,14188.0,2241.0,,2241.0,3101,,,1121.0,1968,19530,35422,0.0,6290.0,42.0,6248.0,0.0,7121.0,-833,12578,0.0,12578,48000,
