Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,2579.0,2384.0,195.0,-1156.0,485.0,671.0,1423.0,0.0,-1495.0,1252.0,1096.0,156.0,243.0,-72.0,1772.0,13.0,14.0,-1.0,,59.0,-1844.0,1700.0,-663.0,2.0,661.0,1037.0,0.0,0.0,0.0,1037.0,-65.0,972.0,-43.0,0.0,929.0,7.55,-921.45,3.21,290.0,290.0,2.352,3.755,258.0,258.0,2.352,
09/30/2012,3074.0,2997.0,77.0,-1317.0,489.0,828.0,1757.0,0.0,-4847.0,1487.0,1339.0,148.0,3360.0,-3090.0,-141.0,,36.0,,,23.0,82.0,-3231.0,1260.0,22.0,-1282.0,-1971.0,0.0,0.0,0.0,-1971.0,-41.0,-2012.0,-43.0,0.0,-2055.0,33.0,2088.0,3.22,-638.0,-638.0,10.2484,3.22,-638.0,-638.0,10.2484,
03/31/2013,3570.0,3566.0,4.0,-1241.0,515.0,726.0,2329.0,0.0,-1966.0,1855.0,1745.0,110.0,111.0,363.0,-198.0,21.0,21.0,0.0,,37.0,140.0,165.0,-63.0,1.0,62.0,102.0,0.0,0.0,0.0,102.0,-44.0,58.0,-43.0,0.0,15.0,183.0,168.0,3.255,4.0,4.0,56.2212,3.255,4.0,4.0,55.613,
06/30/2013,4099.0,4138.0,-39.0,-1245.0,524.0,721.0,2854.0,0.0,-2263.0,2134.0,2028.0,106.0,129.0,591.0,418.0,104.0,104.0,0.0,,-23.0,-499.0,1009.0,-384.0,2.0,382.0,625.0,0.0,0.0,0.0,625.0,-45.0,580.0,-112.0,-11.0,457.0,265.0,-192.0,3.265,140.0,140.0,81.1638,3.8,132.0,132.0,81.1638,
09/30/2013,5058.0,5120.0,-62.0,-1286.0,555.0,731.0,3772.0,0.0,-3145.0,3129.0,3009.0,120.0,16.0,627.0,-240.0,38.0,40.0,-2.0,,,202.0,387.0,-147.0,7.0,140.0,240.0,0.0,0.0,0.0,240.0,-38.0,202.0,-43.0,-3.0,156.0,282.0,126.0,3.28,48.0,48.0,85.9756,3.28,48.0,48.0,85.9756,
12/31/2013,4552.0,4554.0,-2.0,-1255.0,531.0,724.0,3297.0,0.0,-3037.0,2801.0,2680.0,121.0,236.0,260.0,-379.0,60.0,63.0,-3.0,,,319.0,-119.0,45.0,13.0,-58.0,-74.0,0.0,0.0,0.0,-74.0,-42.0,-116.0,-43.0,0.0,-159.0,161.65,320.65,3.28,-48.0,-48.0,49.2836,3.28,-48.0,-48.0,49.2836,
03/31/2014,5190.0,5428.0,-238.0,-1264.0,558.0,706.0,3926.0,0.0,-3049.0,3059.0,2980.0,79.0,-10.0,877.0,-131.0,38.0,39.0,-1.0,,21.0,72.0,746.0,-280.0,3.0,277.0,466.0,0.0,0.0,0.0,466.0,-41.0,425.0,-43.0,-8.0,374.0,405.0,31.0,3.29,114.0,114.0,123.1004,3.825,108.0,108.0,116.1046,
06/30/2014,5152.0,5365.0,-213.0,-1306.0,566.0,740.0,3846.0,0.0,-3236.0,3256.0,3166.0,90.0,-20.0,610.0,-239.0,27.0,27.0,0.0,,24.0,188.0,371.0,-141.0,5.0,136.0,230.0,0.0,0.0,0.0,230.0,-39.0,191.0,-43.0,-3.0,145.0,238.25,93.25,3.295,44.0,44.0,72.3066,3.295,44.0,44.0,72.3004,
09/30/2014,5081.0,5139.0,-58.0,-1085.0,360.0,725.0,3996.0,0.0,-3444.0,3429.0,3369.0,60.0,15.0,552.0,577.0,15.0,17.0,-2.0,,,-592.0,1129.0,-437.0,2.0,435.0,692.0,0.0,0.0,0.0,692.0,-30.0,662.0,-490.0,-3.0,169.0,-178.45,-347.45,3.3,52.0,52.0,-54.0758,3.3,52.0,52.0,-54.0758,
12/31/2014,4773.0,4640.0,133.0,-1770.0,1026.0,744.0,3003.0,0.0,-2959.0,2813.0,2720.0,93.0,146.0,44.0,910.0,7.0,7.0,0.0,,,-917.0,954.0,-286.0,13.0,273.0,668.0,0.0,0.0,0.0,668.0,-29.0,639.0,-43.0,-10.0,586.0,30.55,-555.45,3.3,178.0,178.0,9.2576,3.865,162.0,162.0,9.2576,
03/31/2015,3492.0,3057.0,435.0,-1504.0,785.0,719.0,1988.0,0.0,-6754.0,1756.0,1700.0,56.0,4998.0,-4766.0,-326.0,50.0,51.0,-1.0,,,276.0,-5092.0,1372.0,0.0,-1372.0,-3720.0,0.0,0.0,0.0,-3720.0,-19.0,-3739.0,-43.0,0.0,-3782.0,46.55,3828.55,3.305,-1144.0,-1144.0,14.0848,3.305,-1144.0,-1144.0,14.0848,
06/30/2015,3822.0,3569.0,253.0,-1433.0,798.0,635.0,2389.0,0.0,-7595.0,2165.0,2096.0,69.0,5430.0,-5206.0,-390.0,68.0,71.0,-3.0,,,322.0,-5596.0,1506.0,-6.0,-1500.0,-4090.0,0.0,0.0,0.0,-4090.0,-18.0,-4108.0,-43.0,0.0,-4151.0,105.05,4256.05,3.31,-1254.0,-1254.0,31.7372,3.31,-1254.0,-1254.0,31.7372,
09/30/2015,3443.0,3149.0,294.0,-1278.0,759.0,519.0,2165.0,0.0,-7551.0,2004.0,1955.0,49.0,5547.0,-5386.0,-190.0,86.0,88.0,-2.0,,33.0,71.0,-5576.0,937.0,0.0,-937.0,-4639.0,0.0,0.0,0.0,-4639.0,-13.0,-4652.0,-43.0,0.0,-4695.0,-61.55,4633.45,3.315,-1416.0,-1416.0,-18.5672,3.315,-1416.0,-1416.0,-18.5672,
12/31/2015,2700.0,2366.0,334.0,-1278.0,922.0,356.0,1422.0,0.0,-4290.0,1440.0,1378.0,62.0,2850.0,-2868.0,34.0,105.0,107.0,-2.0,,,-139.0,-2834.0,649.0,-30.0,-619.0,-2185.0,0.0,0.0,0.0,-2185.0,0.0,-2185.0,-43.0,0.0,-2228.0,-141.65,2086.35,3.315,-672.0,-672.0,-42.73,3.315,-672.0,-672.0,-42.73,
03/31/2016,1995.0,1772.0,223.0,-998.0,706.0,292.0,997.0,0.0,-2054.0,990.0,942.0,48.0,1064.0,-1057.0,-11.0,62.0,62.0,0.0,,,-51.0,-1068.0,0.0,0.0,0.0,-1068.0,0.0,0.0,0.0,-1068.0,0.0,-1068.0,-43.0,0.0,-1111.0,-112.0,999.0,3.34,-332.0,-332.0,-33.533,3.34,-332.0,-332.0,-33.533,
06/30/2016,2166.0,2066.0,100.0,-988.0,682.0,306.0,1178.0,0.0,-2417.0,1268.0,1207.0,61.0,1149.0,-1239.0,-537.0,62.0,62.0,0.0,,2.0,473.0,-1776.0,0.0,0.0,0.0,-1776.0,0.0,0.0,0.0,-1776.0,0.0,-1776.0,-42.0,0.0,-1818.0,-219.05,1598.95,3.62,-502.0,-502.0,-60.511,3.62,-502.0,-502.0,-60.511,
09/30/2016,2113.0,2147.0,-34.0,-930.0,654.0,276.0,1183.0,0.0,-2580.0,1324.0,1261.0,63.0,1256.0,-1397.0,183.0,73.0,73.0,0.0,,1.0,-257.0,-1214.0,0.0,0.0,0.0,-1214.0,0.0,0.0,0.0,-1214.0,-1.0,-1215.0,-42.0,0.0,-1257.0,29.0,1286.0,3.885,-324.0,-324.0,7.4646,3.885,-324.0,-324.0,7.0168,
12/31/2016,2416.0,2465.0,-49.0,-832.0,597.0,235.0,1584.0,0.0,-1486.0,1436.0,1368.0,68.0,50.0,98.0,-630.0,99.0,99.0,0.0,,5.0,526.0,-532.0,190.0,-19.0,-171.0,-342.0,0.0,0.0,0.0,-342.0,-1.0,-343.0,,-398.0,-741.0,-266.173901,474.826099,4.435,-168.0,-168.0,-60.0166,4.435,-168.0,-168.0,-60.9366,
03/31/2017,2427.0,2431.0,-4.0,-730.0,512.0,218.0,1697.0,0.0,-1782.0,1393.0,1328.0,65.0,389.0,-85.0,227.0,95.0,95.0,0.0,,,-322.0,142.0,-1.0,,,141.0,0.0,0.0,0.0,141.0,-1.0,140.0,-23.0,-42.0,75.0,-244.0,-319.0,4.53,16.0,16.0,-53.8632,4.535,16.0,16.0,-54.3418,
06/30/2017,2079.0,2081.0,-2.0,-741.0,518.0,223.0,1338.0,0.0,-1141.0,1097.0,1027.0,70.0,44.0,197.0,299.0,93.0,93.0,0.0,,,-392.0,496.0,-1.0,,,495.0,0.0,0.0,0.0,495.0,-1.0,494.0,-16.0,-8.0,470.0,95.0,-375.0,4.54,104.0,104.0,20.9252,5.57,94.0,94.0,20.9252,
09/30/2017,2044.0,2013.0,31.0,-789.0,541.0,248.0,1255.0,0.0,-1060.0,1032.0,978.0,54.0,28.0,195.0,-212.0,114.0,114.0,0.0,,,98.0,-17.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,-17.0,-1.0,-18.0,-23.0,0.0,-41.0,77.0,118.0,4.545,-10.0,-10.0,16.9416,4.545,-10.0,-10.0,15.9626,
12/31/2017,2592.0,2560.0,32.0,-1425.0,417.0,1008.0,1167.0,67.0,-2033.0,1409.0,1265.0,144.0,624.0,-799.0,-322.0,299.0,299.0,0.0,,,23.0,-1121.0,0.0,,,-1121.0,0.0,0.0,0.0,-1121.0,,-1121.0,-23.0,7.0,-1137.0,-745.55,391.45,4.5,-252.6666,-252.6666,-165.6778,4.5,-252.6666,-252.6666,-165.6778,
03/31/2018,2608.0,2606.0,2.0,-993.0,534.0,459.0,1615.0,16.0,-1470.0,1355.0,1268.0,87.0,115.0,161.0,-143.0,162.0,162.0,0.0,,,-19.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,-1.0,17.0,-23.0,0.0,-6.0,6.9,12.9,4.535,-2.0,-2.0,1.5214,4.535,-2.0,-2.0,0.8446,
06/30/2018,2423.0,2506.0,-83.0,-975.0,504.0,471.0,1448.0,16.0,-1456.0,1397.0,1292.0,105.0,59.0,8.0,-266.0,155.0,155.0,0.0,,,111.0,-258.0,9.0,,,-249.0,0.0,0.0,0.0,-249.0,0.0,-249.0,-23.0,0.0,-272.0,-64.0,208.0,4.545,-60.0,-60.0,-14.0814,4.545,-60.0,-60.0,-14.2354,
09/30/2018,2427.0,2550.0,-123.0,-935.0,530.0,405.0,1492.0,16.0,-1417.0,1319.0,1238.0,81.0,98.0,91.0,-236.0,165.0,165.0,0.0,,,71.0,-145.0,-1.0,,,-146.0,0.0,0.0,0.0,-146.0,0.0,-146.0,-23.0,0.0,-169.0,-16.68,152.32,4.55,-38.0,-38.0,-3.666,4.55,-38.0,-38.0,-4.523,
12/31/2018,2480.0,2603.0,-123.0,-845.0,443.0,402.0,1635.0,15.0,-1232.0,1422.0,1360.0,62.0,-190.0,418.0,185.0,151.0,151.0,0.0,,,-336.0,603.0,2.0,,,605.0,0.0,0.0,0.0,605.0,-1.0,604.0,-23.0,-5.0,576.0,-41.0,-617.0,4.55,126.0,126.0,-9.011,5.58,114.0,114.0,-9.011,
03/31/2019,2162.0,2162.0,,-959.0,440.0,519.0,1203.0,15.0,-1400.0,1333.0,1230.0,103.0,67.0,-182.0,-153.0,161.0,161.0,0.0,,,-8.0,-335.0,314.0,,,-21.0,0.0,0.0,0.0,-21.0,0.0,-21.0,-23.0,0.0,-44.0,-117.46,-73.46,6.9,-6.0,-6.0,-17.0232,6.9,-6.0,-6.0,-17.0232,
06/30/2019,2101.0,2095.0,6.0,-1057.0,477.0,580.0,1044.0,15.0,-1050.0,1029.0,940.0,89.0,21.0,9.0,89.0,175.0,175.0,0.0,,,-264.0,98.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,98.0,0.0,98.0,-23.0,0.0,75.0,-167.0,-242.0,8.14,10.0,10.0,-20.516,8.14,10.0,10.0,-20.516,
09/30/2019,2001.0,1892.0,109.0,-1033.0,460.0,573.0,968.0,15.0,-995.0,967.0,901.0,66.0,28.0,-12.0,-50.0,177.0,177.0,0.0,,,-127.0,-62.0,1.0,,,-61.0,0.0,0.0,0.0,-61.0,0.0,-61.0,-23.0,-17.0,-101.0,-228.0,-127.0,8.49,-12.0,-12.0,-26.8552,8.49,-12.0,-12.0,-26.9588,
12/31/2019,2095.0,2034.0,61.0,-985.0,393.0,592.0,1110.0,18.0,-1301.0,989.0,932.0,57.0,312.0,-173.0,-167.0,138.0,138.0,0.0,,,29.0,-340.0,16.0,,,-324.0,0.0,0.0,0.0,-324.0,0.0,-324.0,-22.0,0.0,-346.0,-99.060241,246.939759,9.74,-36.0,-36.0,-10.1704,9.74,-36.0,-36.0,-10.6468,
03/31/2020,2525.0,2525.0,,-1064.0,461.0,603.0,1461.0,16.0,-9704.0,811.0,746.0,65.0,8893.0,-8227.0,-99.0,145.0,145.0,0.0,,,-46.0,-8326.0,13.0,,,-8313.0,0.0,0.0,0.0,-8313.0,16.0,-8297.0,-22.0,0.0,-8319.0,-1064.43,7254.57,9.753,-852.97,-852.97,-109.1388,9.753,-852.97,-852.97,-109.1404,
06/30/2020,507.0,507.0,,-544.0,386.0,158.0,-37.0,14.0,-518.0,354.0,242.0,112.0,164.0,-541.0,265.0,137.0,137.0,0.0,,,-402.0,-276.0,0.0,0.0,0.0,-276.0,0.0,0.0,0.0,-276.0,0.0,-276.0,0.0,0.0,-276.0,220.12,496.12,9.779,-28.22,-28.22,22.509459,9.779,-28.22,-28.22,22.509459,
09/30/2020,1586.0,,,,,,,,,,,,,,,,,,,,,,,,,-347.0,,,,,,-347.0,,,-347.0,-347.0,,,-29.88,-29.88,-31.258,,-29.88,-29.88,-31.258,
12/31/2020,1588.0,,,,,,,,,,,,,,,,,,,,,,,,,-332.0,,,,,,-332.0,,,-332.0,-332.0,,,-22.56,-22.56,-25.8,,-22.56,-22.56,-25.8,
