Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2014,62058.2,21869.9,1717.9,20152.0,4438.1,,0.0,0.0,0.0,0.0,0.0,5919.1,,0.0,244.4,200.6,5474.1,32227.1,1848.9,,,2224.8,2224.8,,25757.4,25092.6,17082.0,8010.6,,664.8,29831.1,,10241.8,6794.2,,3447.6,725.0,100.0,,,,625.0,7428.2,,,6424.7,18395.0,14538.3,14538.3,,,,4830.9,,,3284.2,1546.7,19369.2,37764.2,0.0,10097.1,2.7,10094.4,0.0,13863.8,333.1,24294.0,0.0,24294.0,62058.2,
12/31/2014,62065.0,21545.9,2151.7,19394.2,4825.5,,0.0,0.0,0.0,0.0,0.0,5857.5,313.1,0.0,280.4,308.9,5268.2,32228.9,1944.3,3764.8,-1820.5,2231.8,2231.8,,25660.0,25040.1,17082.0,7958.1,146.3,160.5,29836.1,,10513.0,6861.2,,3651.8,1025.0,400.0,0.0,0.0,,625.0,7215.4,0.0,477.1,6137.3,18753.4,14127.2,14127.2,0.0,0.0,,4933.1,0.0,370.1,3226.0,859.9,19060.3,37813.7,0.0,10065.0,2.7,10062.3,0.0,14014.4,171.9,24251.3,0.0,24251.3,62065.0,
03/31/2015,65546.0,22330.5,1397.0,20933.5,4964.6,,0.0,0.0,0.0,0.0,0.0,7445.3,,,164.1,0.0,7281.2,34740.4,1915.9,,,2279.2,2279.2,,26610.5,25864.5,17570.9,8293.6,,746.0,30805.6,,11915.6,7177.1,283.8,4454.7,1075.0,450.0,,,,625.0,8314.8,,,7235.0,21305.4,14764.4,14764.4,,,,5141.9,,,3357.7,1784.2,19906.3,41211.7,0.0,9946.3,2.6,9943.7,0.0,14150.1,237.9,24334.3,0.0,24334.3,65546.0,
06/30/2015,64263.8,21518.3,1553.0,19965.3,4940.8,,0.0,0.0,0.0,0.0,0.0,6743.1,,0.0,295.6,13.8,6433.7,33202.2,1931.4,,,2448.7,2448.7,,26681.5,25817.2,17541.7,8275.5,,864.3,31061.6,,11611.7,7177.9,,4433.8,1164.9,540.0,,,,624.9,7896.6,,,6946.1,20673.2,15468.4,15468.4,,,,5059.6,,,3226.2,1833.4,20528.0,41201.2,0.0,8710.0,2.6,8707.4,0.0,14352.2,0.4,23062.6,0.0,23062.6,64263.8,
09/30/2015,62335.6,20979.1,1547.8,19431.3,4401.4,,0.0,0.0,0.0,0.0,0.0,6158.9,,0.0,428.5,0.0,5730.4,31539.4,1930.8,,,2438.0,2438.0,,26427.4,25766.1,17550.6,8215.5,,661.3,30796.2,,10407.0,7110.1,3.6,3293.3,540.0,540.0,,,,0.0,7418.8,,,6473.7,18365.8,15719.6,15719.6,,,,5014.1,,,3169.4,1844.7,20733.7,39099.5,0.0,8690.5,2.6,8687.9,0.0,14761.8,-216.2,23236.1,0.0,23236.1,62335.6,
12/31/2015,61717.8,20494.4,2113.5,18380.9,4602.8,,0.0,0.0,0.0,0.0,0.0,5764.9,159.1,,,316.6,5448.3,30862.1,2019.8,4058.4,-2038.6,2072.1,2072.1,,26763.8,25720.2,17562.2,8158.0,103.4,781.1,30855.7,,10888.6,7569.8,,3318.8,540.0,540.0,0.0,0.0,,0.0,7664.0,0.0,259.4,6518.5,19092.6,15324.5,15324.5,0.0,0.0,,4256.6,0.0,311.3,2630.6,1055.3,19581.1,38673.7,0.0,8558.2,2.6,8555.6,0.0,14778.5,-292.6,23044.1,0.0,23044.1,61717.8,
03/31/2016,63858.7,21644.6,1676.0,19968.6,4998.4,,0.0,0.0,0.0,0.0,0.0,6322.0,151.2,,,0.0,6322.0,32965.0,1998.3,,,2615.8,2615.8,,26279.6,25669.8,17562.2,8107.6,,458.6,30893.7,,11731.1,7403.1,163.5,4164.5,939.2,540.0,,,,399.2,8140.0,,860.8,7118.7,20810.3,14864.5,14864.5,,,,4636.8,,,2663.6,1112.4,19501.3,40311.6,0.0,8619.1,2.6,8616.5,0.0,15310.4,-382.4,23547.1,0.0,23547.1,63858.7,
06/30/2016,64062.6,21798.2,1582.7,20215.5,5260.9,,0.0,0.0,0.0,0.0,0.0,5898.6,233.2,,,9.0,5889.6,32957.7,1989.8,,,2631.0,2631.0,,26484.1,25621.9,17562.2,8059.7,,629.0,31104.9,,11770.8,7498.6,,4272.2,1367.9,440.0,,,,927.9,7678.1,,1106.0,6845.3,20816.8,14202.4,14202.4,,,,4809.8,,,2704.9,998.9,19012.2,39829.0,0.0,8680.1,2.6,8677.5,0.0,15918.4,-364.9,24233.6,0.0,24233.6,64062.6,
09/30/2016,64399.9,22259.0,2546.0,19713.0,5212.8,,0.0,0.0,0.0,0.0,0.0,5452.5,280.2,0.0,,0.0,5452.5,32924.3,2006.6,,,2726.0,2726.0,,26743.0,25574.5,17562.2,8012.3,,888.3,31475.6,,11250.5,7472.9,60.4,3717.2,1367.9,440.0,,,,927.9,8418.5,,269.9,6805.1,21036.9,14242.3,14242.3,,,,4376.5,,,2688.9,1417.7,18618.8,39655.7,0.0,8744.0,2.6,8741.4,0.0,16364.1,-363.9,24744.2,0.0,24744.2,64399.9,
12/31/2016,65083.1,22722.7,4075.3,18647.4,5860.8,,0.0,0.0,0.0,0.0,0.0,5731.4,665.9,,,168.7,5562.7,34314.9,1977.9,4139.9,-2162.0,2271.9,2271.9,,26518.4,25526.1,17561.2,7964.9,126.7,199.7,30768.2,,11907.5,7892.6,,4014.9,1368.4,440.0,0.0,0.0,,928.4,8018.5,0.0,149.1,7046.6,21294.4,14358.5,14358.5,0.0,0.0,,4329.8,0.0,293.5,2779.9,1107.3,18688.3,39982.7,0.0,8807.7,2.6,8805.1,0.0,16560.6,-267.9,25100.4,0.0,25100.4,65083.1,
03/31/2017,68943.5,26555.0,6772.4,19782.6,5773.0,,0.0,0.0,0.0,0.0,0.0,5653.8,158.3,,,0.0,5653.8,37981.8,1957.6,,,2879.4,2879.4,,26124.7,25484.2,17561.2,7923.0,,482.2,30961.7,,12033.7,7920.6,491.0,3622.1,1692.8,540.0,,,,1152.8,9447.7,,332.9,7521.6,23174.2,15449.9,15449.9,,,,4227.5,,,2663.9,1230.7,19677.4,42851.6,0.0,8896.0,2.6,8893.4,0.0,17357.7,-161.8,26091.9,0.0,26091.9,68943.5,
06/30/2017,68237.6,25352.3,4561.2,20791.1,6105.7,,0.0,0.0,0.0,0.0,0.0,5672.7,311.7,,,0.0,5672.7,37130.7,1975.7,,,2909.2,2909.2,,26222.0,25443.6,17561.2,7882.4,,466.7,31106.9,,11898.2,7969.5,113.0,3815.7,1204.4,580.0,,,,624.4,9465.3,,382.2,7627.5,22567.9,15088.0,15088.0,,,,4150.0,,,2632.7,1135.1,19238.0,41805.9,0.0,8899.6,2.6,8897.0,0.0,17667.0,-134.9,26431.7,0.0,26431.7,68237.6,
09/30/2017,68309.9,26264.0,6097.2,20166.8,5692.0,,0.0,0.0,0.0,0.0,0.0,5017.7,7.2,0.0,,0.0,5017.7,36973.7,2049.2,,,3007.7,3007.7,,26279.3,25428.4,17587.8,7840.6,,843.7,31336.2,,12605.6,7963.9,187.5,4454.2,2453.4,1180.0,,,,1273.4,9353.5,,79.9,7403.3,24412.5,13777.3,13777.3,,,,4171.8,,,2609.3,1482.6,17949.1,42361.6,0.0,8767.7,2.6,8765.1,0.0,17306.6,-126.0,25948.3,0.0,25948.3,68309.9,
12/31/2017,70540.0,24602.6,3608.9,20993.7,6184.9,,0.0,0.0,0.0,0.0,0.0,5475.3,1.5,,,341.9,5133.4,36262.8,2174.9,4372.5,-2197.6,3937.4,3937.4,,28164.9,27599.6,19231.2,8368.4,202.0,361.8,34277.2,,13015.9,7991.5,,5024.4,2549.6,1275.0,0.0,0.0,,1274.6,7790.5,0.0,19.9,6930.2,23356.0,17382.2,17382.2,0.0,0.0,,3298.9,0.0,224.6,1726.5,1327.9,20681.1,44037.1,0.0,8550.0,2.6,8547.4,0.0,18054.4,-101.5,26502.9,0.0,26502.9,70540.0,
03/31/2018,73300.4,24088.3,4630.6,19457.7,6255.9,,0.0,0.0,0.0,0.0,0.0,6629.9,0.6,,,0.0,6629.9,36974.1,2237.6,,,3995.2,3995.2,,30093.5,29261.5,20185.5,9076.0,,831.4,36326.3,,13651.9,7640.3,194.9,5816.7,1775.8,1125.0,,,,650.8,9328.2,,21.7,7212.3,24755.9,18110.1,18110.1,,,,3422.0,,,1812.9,1587.4,21532.1,46288.0,0.0,8491.9,2.6,8489.3,0.0,19241.1,-720.6,27012.4,0.0,27012.4,73300.4,
06/30/2018,74367.4,24222.7,4682.0,19540.7,6918.3,,0.0,0.0,0.0,0.0,0.0,6229.4,11.8,,,154.5,6074.9,37370.4,2392.2,,,4015.6,4015.6,,30589.2,29638.8,20414.5,9224.3,,938.6,36997.0,,13476.7,7545.3,,5931.4,1770.2,1120.0,,,,650.2,9258.8,,17.8,7168.9,24505.7,17515.4,17515.4,,,,3621.3,,,1902.2,1701.3,21136.7,45642.4,0.0,9750.5,2.6,9747.9,0.0,19757.3,-782.8,28725.0,0.0,28725.0,74367.4,
09/30/2018,74445.0,23943.0,4260.0,19683.0,6943.0,,0.0,0.0,0.0,0.0,0.0,6222.0,0.0,,,69.0,6153.0,37108.0,2592.0,,,4102.0,4102.0,,30643.0,29569.0,20468.0,9101.0,,1074.0,37337.0,,13944.0,7658.0,,6286.0,2119.0,1270.0,,,,849.0,8111.0,,,7215.0,24174.0,17300.0,17300.0,,,,3877.0,,,2063.0,1814.0,21177.0,45351.0,0.0,9723.0,3.0,9720.0,0.0,20182.0,-811.0,29094.0,0.0,29094.0,74445.0,
12/31/2018,71571.0,22140.0,3934.0,18206.0,6743.0,,0.0,0.0,0.0,0.0,0.0,5438.0,0.0,,,10.0,5428.0,34321.0,2735.0,5548.0,-2813.0,4246.0,4246.0,,30269.0,29511.0,20504.0,9007.0,134.0,624.0,37250.0,,12413.0,7454.0,,4959.0,1994.0,1145.0,0.0,0.0,,849.0,7558.0,0.0,3.0,6656.0,21965.0,17217.0,17217.0,0.0,0.0,,3848.0,0.0,148.0,1960.0,1737.0,21065.0,43030.0,0.0,9539.0,3.0,9536.0,0.0,19988.0,-986.0,28541.0,0.0,28541.0,71571.0,
03/31/2019,74523.0,23508.0,4482.0,19026.0,7540.0,,0.0,0.0,0.0,0.0,0.0,5563.0,,,,0.0,5563.0,36611.0,3405.0,,,4235.0,4235.0,,30272.0,29425.0,20500.0,8925.0,,847.0,37912.0,,12298.0,8242.0,105.0,3951.0,2121.0,1095.0,175.0,,175.0,851.0,8263.0,,,7265.0,22682.0,17915.0,17396.0,519.0,,519.0,3928.0,,,2116.0,1812.0,21843.0,44525.0,0.0,9485.0,3.0,9482.0,0.0,21136.0,-623.0,29998.0,0.0,29998.0,74523.0,
06/30/2019,75851.0,24707.0,4078.0,20629.0,7285.0,,0.0,0.0,0.0,0.0,0.0,5813.0,,,,296.0,5517.0,37805.0,3474.0,,,4261.0,4261.0,,30311.0,29340.0,20500.0,8840.0,,971.0,38046.0,,12786.0,8758.0,,4028.0,2035.0,1010.0,175.0,,175.0,850.0,8269.0,,,7369.0,23090.0,17960.0,17436.0,524.0,,524.0,4008.0,,,2211.0,1797.0,21968.0,45058.0,0.0,9497.0,3.0,9494.0,0.0,21679.0,-383.0,30793.0,0.0,30793.0,75851.0,
09/30/2019,77809.0,26460.0,4190.0,22270.0,7337.0,,0.0,0.0,0.0,0.0,0.0,5707.0,,,,91.0,5616.0,39504.0,3498.0,,,4461.0,4461.0,,30346.0,29256.0,20500.0,8756.0,,1090.0,38305.0,,13422.0,8977.0,,4445.0,1577.0,710.0,167.0,,167.0,700.0,8235.0,,,7287.0,23234.0,19293.0,18820.0,473.0,,473.0,3950.0,,,2140.0,1810.0,23243.0,46477.0,0.0,9527.0,3.0,9524.0,0.0,22104.0,-299.0,31332.0,0.0,31332.0,77809.0,
12/31/2019,77453.0,25635.0,4937.0,20698.0,7584.0,,0.0,0.0,0.0,0.0,0.0,5814.0,22.0,,,335.0,5479.0,39033.0,3708.0,7054.0,-3346.0,4763.0,4763.0,,29949.0,29174.0,20500.0,8674.0,212.0,541.0,38420.0,,13040.0,8842.0,,4198.0,2456.0,700.0,158.0,0.0,158.0,1598.0,8121.0,0.0,2.0,7104.0,23617.0,18269.0,17787.0,482.0,0.0,482.0,3839.0,0.0,116.0,2227.0,1494.0,22108.0,45725.0,0.0,9451.0,3.0,9448.0,0.0,22573.0,-296.0,31728.0,0.0,31728.0,77453.0,
03/31/2020,82399.0,25796.0,5345.0,20451.0,8399.0,,0.0,0.0,0.0,0.0,0.0,7061.0,,,,0.0,7061.0,41256.0,4265.0,,,4686.0,4686.0,,32192.0,31274.0,21661.0,9613.0,,918.0,41143.0,,14960.0,9902.0,,5058.0,2873.0,1075.0,195.0,,195.0,1603.0,9206.0,,,8259.0,27039.0,19806.0,19005.0,801.0,,801.0,3861.0,,,2213.0,1648.0,23667.0,50706.0,0.0,9341.0,3.0,9338.0,0.0,23360.0,-1008.0,31693.0,0.0,31693.0,82399.0,
06/30/2020,87976.0,31516.0,6028.0,25488.0,7916.0,,0.0,0.0,0.0,0.0,0.0,7332.0,,,,,7332.0,46764.0,4344.0,,,4617.0,4617.0,,32251.0,31218.0,21641.0,9577.0,,1033.0,41212.0,,15135.0,9878.0,,5257.0,1796.0,0.0,193.0,,193.0,1603.0,11591.0,,,10645.0,28522.0,20688.0,19873.0,815.0,,815.0,4311.0,,,2497.0,1814.0,24999.0,53521.0,0.0,9363.0,3.0,9360.0,0.0,25346.0,-254.0,34455.0,0.0,34455.0,87976.0,
