Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/2012,132.094,132.094,-41.012,41.012,91.082,0.0,-99.329,28.971,,59.071,11.287,0.0,-8.247,-1.295,0.179,,,1.105,0.011,-9.542,-57.811,-67.353,0.0,0.0,0.0,-67.353,0.0,-67.353,0.0,0.0,-67.353,-65.15535,2.19765,232.142,-0.29,-0.29,-0.28067,232.142,-0.29,-0.29,-0.28067,
07/01/2012,137.762,137.762,-41.253,41.253,96.509,0.0,-97.615,29.29,,56.699,11.626,0.0,-1.106,1.522,0.563,0.563,0.0,-1.608,-0.477,0.416,-0.519,-0.103,0.0,0.0,0.0,-0.103,0.0,-0.103,0.0,0.0,-0.103,0.6731,0.7761,222.316,0.0,0.0,0.003028,224.56,0.0,0.0,0.003028,
09/30/2012,131.723,131.723,-38.99,38.99,92.733,0.0,-369.651,27.786,,55.604,11.624,274.637,-276.918,-3.121,0.797,0.797,0.0,2.454,-0.13,-280.039,5.515,-274.524,0.0,0.0,0.0,-274.524,0.0,-274.524,0.0,0.0,-274.524,-92.7814,181.7426,209.512,-1.31,-1.31,-0.442845,209.512,-1.31,-1.31,-0.442845,
12/29/2012,129.418,129.418,-36.663,36.663,92.755,0.0,-86.769,26.432,,49.553,10.784,0.0,5.986,1.152,0.047,,,-0.439,-0.76,7.138,6.967,14.105,0.0,0.0,0.0,14.105,0.0,14.105,0.0,0.0,14.105,14.40985,0.30485,202.4,0.07,0.07,0.071195,202.9,0.07,0.07,0.071195,
03/30/2013,125.161,125.161,-37.387,37.387,87.774,0.0,-93.75,28.342,,54.624,10.784,0.0,-5.976,1.613,-0.264,,,-1.365,0.016,-4.363,-4.164,-8.527,0.0,0.0,0.0,-8.527,0.0,-8.527,0.0,0.0,-8.527,-7.9459,0.5811,203.307,-0.04,-0.04,-0.039083,203.307,-0.04,-0.04,-0.039083,
06/29/2013,127.584,127.584,-37.637,37.637,89.947,0.0,-92.734,30.277,,51.681,10.776,0.0,-2.787,2.573,-0.33,,,-2.213,-0.03,-0.214,-4.602,-4.816,0.0,0.0,0.0,-4.816,0.0,-4.816,0.0,0.0,-4.816,-2.19325,2.62275,203.307,-0.02,-0.02,-0.010788,203.307,-0.02,-0.02,-0.010788,
09/28/2013,128.411,128.411,-36.84,36.84,91.571,0.0,-90.254,26.383,,50.733,13.138,0.0,1.317,0.064,-0.23,,,1.898,-1.732,1.381,-4.613,-3.232,0.0,0.0,0.0,-3.232,0.0,-3.232,0.0,0.0,-3.232,-2.94665,0.28535,205.377,-0.02,-0.02,-0.014348,205.377,-0.02,-0.02,-0.018611,
12/28/2013,126.105,126.105,-37.176,37.176,88.929,0.0,-95.324,27.768,,54.009,13.547,0.0,-6.395,2.499,-0.033,,,-2.363,-0.103,-3.896,-12.795,-16.691,0.0,0.0,0.0,-16.691,0.0,-16.691,0.0,0.0,-16.691,-12.5635,4.1275,201.615,-0.08,-0.08,-0.062314,201.615,-0.08,-0.08,-0.062314,
03/29/2014,126.468,126.468,-37.564,37.564,88.904,0.0,-91.817,29.34,,50.148,12.329,0.0,-2.913,0.519,-0.055,,,-0.532,0.068,-2.394,-1.847,-4.241,0.0,0.0,0.0,-4.241,0.0,-4.241,0.0,0.0,-4.241,-3.3544,0.8866,195.188,-0.02,-0.02,-0.017185,195.188,-0.02,-0.02,-0.017185,
06/28/2014,126.822,126.822,-36.824,36.824,89.998,0.0,-88.327,28.991,,49.388,9.948,0.0,1.671,-0.68,-0.114,,,0.789,0.005,0.991,-4.471,-3.48,0.0,0.0,0.0,-3.48,0.0,-3.48,0.0,0.0,-3.48,-1.9252,1.5548,196.114,-0.02,-0.02,-0.009817,196.114,-0.02,-0.02,-0.012072,
09/27/2014,135.462,135.462,-40.306,40.306,95.156,0.0,-87.654,29.265,,48.441,9.948,0.0,7.502,1.058,-0.198,,,-0.899,0.039,8.56,-3.087,5.473,0.0,0.0,0.0,5.473,0.0,5.473,0.0,0.0,5.473,5.94815,0.47515,197.613,0.03,0.03,0.0301,200.744,0.03,0.03,0.0301,
12/27/2014,136.851,136.851,-40.702,40.702,96.149,0.0,-91.347,29.411,,50.942,10.994,0.0,4.802,2.535,-0.002,,,-2.866,0.333,7.337,-5.007,2.33,0.0,0.0,0.0,2.33,0.0,2.33,0.0,0.0,2.33,2.90655,0.57655,198.625,0.01,0.01,0.014633,201.935,0.01,0.01,0.012855,
03/28/2015,133.071,133.071,-39.98,39.98,93.091,0.0,-88.234,30.051,,48.866,9.317,0.0,4.857,2.529,,,,-2.594,0.065,7.386,-2.731,4.655,0.0,0.0,0.0,4.655,0.0,4.655,0.0,0.0,4.655,5.11195,0.45695,200.249,0.02,0.02,0.025528,205.688,0.02,0.02,0.022222,
06/27/2015,124.767,124.767,-38.434,38.434,86.333,0.0,-95.59,30.488,,55.833,9.269,0.0,-9.257,-0.837,,,,0.948,-0.111,-10.094,1.515,-8.579,0.0,0.0,0.0,-8.579,0.0,-8.579,0.0,0.0,-8.579,-0.116,8.463,195.732,-0.04,-0.04,-0.000593,195.732,-0.04,-0.04,-0.000593,
09/26/2015,133.574,133.574,-37.999,37.999,95.575,0.0,-84.499,28.05,,47.277,9.172,0.0,11.076,2.369,,,,-2.412,0.043,13.445,-6.727,6.718,0.0,0.0,0.0,6.718,0.0,6.718,0.0,0.0,6.718,7.966205,1.248205,194.562,0.03,0.03,0.040944,196.865,0.03,0.03,0.03634,
12/31/2015,134.0,,,,95.274,,,,,,,,32.58,,,,,,,33.18,,15.618,,,,,,15.618,,,15.618,29.78,,,0.088,0.088,0.148,,0.088,0.088,0.148,
03/31/2016,133.333,,,,94.799763,,,,,,,,31.175,,,,,,,31.3,,14.774,,,,,,14.774,,,14.774,29.72,,,0.083,0.083,0.145,,0.083,0.083,0.145,
