Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,20843.0,285.0,285.0,0.0,3697.0,3697.0,0.0,1828.0,,,,,463.0,272.0,,,42.0,190.0,6273.0,1280.0,3051.0,-1771.0,0.0,,,13290.0,7557.0,4891.0,2666.0,12.0,283.0,5426.0,14570.0,,1152.0,231.0,,,921.0,698.0,679.0,,,,19.0,2122.0,0.0,,1871.0,3972.0,9464.0,9407.0,57.0,57.0,,5429.0,0.0,1328.0,480.0,3579.0,14893.0,18865.0,0.0,43798.0,1.0,43797.0,-22258.0,-18900.0,-662.0,1978.0,0.0,1978.0,20843.0,
03/31/2018,20591.0,147.0,147.0,0.0,3820.0,3820.0,0.0,1593.0,,,,,631.0,216.0,,,,415.0,6191.0,1259.0,3036.0,-1777.0,0.0,,,13141.0,7552.0,4891.0,2661.0,,,5589.0,14400.0,,2098.0,230.0,,,1868.0,236.0,217.0,,,,19.0,1735.0,,,1735.0,4069.0,9470.0,9409.0,61.0,61.0,,5069.0,,1309.0,493.0,3267.0,14539.0,18608.0,0.0,43744.0,1.0,43743.0,-22458.0,-18650.0,-653.0,1983.0,0.0,1983.0,20591.0,
06/30/2018,20385.0,252.0,252.0,0.0,3597.0,3597.0,0.0,1876.0,,,,,323.0,117.0,,,0.0,206.0,6048.0,1237.0,2984.0,-1747.0,0.0,,,13100.0,7576.0,4921.0,2655.0,,,5524.0,14337.0,,1958.0,138.0,129.0,,1691.0,436.0,370.0,50.0,50.0,,16.0,1390.0,,,1390.0,3784.0,9464.0,9464.0,,,,4970.0,,1289.0,454.0,3227.0,14434.0,18218.0,0.0,43721.0,1.0,43720.0,-22658.0,-18250.0,-646.0,2167.0,0.0,2167.0,20385.0,
09/30/2018,21068.0,182.0,182.0,0.0,3697.0,3697.0,0.0,1828.0,,,,,333.0,137.0,,,,196.0,6040.0,1222.0,3004.0,-1782.0,0.0,,,13806.0,7571.0,4921.0,2650.0,,,6235.0,15028.0,,2089.0,229.0,68.0,,1792.0,388.0,374.0,,,,14.0,1516.0,,,1516.0,3993.0,9465.0,9419.0,46.0,46.0,,5096.0,,1226.0,563.0,3307.0,14561.0,18554.0,0.0,43669.0,1.0,43668.0,-22759.0,-17762.0,-634.0,2514.0,0.0,2514.0,21068.0,
12/31/2018,44497.0,856.0,856.0,0.0,7199.0,7199.0,0.0,2785.0,,,,,1040.0,372.0,,266.0,,668.0,11880.0,2079.0,5915.0,-3836.0,161.0,127.0,34.0,30377.0,19469.0,16526.0,2943.0,5.0,573.0,10064.0,32617.0,,2135.0,502.0,,,1633.0,1013.0,0.0,,,,1013.0,5173.0,0.0,,4530.0,8321.0,18031.0,18031.0,,,,7642.0,0.0,1908.0,656.0,5078.0,25673.0,33994.0,0.0,49908.0,1.0,49907.0,-43420.0,5569.0,-1608.0,10449.0,54.0,10503.0,44497.0,
03/31/2019,24075.0,500.0,500.0,0.0,4147.0,4147.0,0.0,1533.0,,,,,552.0,152.0,,797.0,,400.0,6732.0,2146.0,3915.0,-1769.0,0.0,,,15197.0,7727.0,5062.0,2665.0,,,6673.0,17343.0,,2531.0,273.0,299.0,,1959.0,169.0,0.0,169.0,12.0,157.0,,1792.0,,,1792.0,4492.0,10253.0,9358.0,895.0,29.0,866.0,4981.0,,1377.0,538.0,3066.0,15234.0,19726.0,0.0,43583.0,1.0,43582.0,-22858.0,-15442.0,-934.0,4349.0,,4349.0,24075.0,
06/30/2019,23835.0,216.0,216.0,0.0,3795.0,3795.0,0.0,1945.0,,,,,380.0,158.0,,785.0,0.0,222.0,6336.0,2099.0,3853.0,-1754.0,0.0,,,15400.0,7722.0,5062.0,2660.0,,,6893.0,17499.0,,2065.0,214.0,113.0,,1738.0,169.0,0.0,158.0,12.0,146.0,11.0,1620.0,,,1620.0,3854.0,10232.0,9348.0,884.0,26.0,858.0,4996.0,,1366.0,535.0,3095.0,15228.0,19082.0,0.0,43535.0,1.0,43534.0,-22858.0,-15002.0,-922.0,4753.0,0.0,4753.0,23835.0,
09/30/2019,24476.0,196.0,196.0,0.0,3685.0,3685.0,0.0,1964.0,,,,,428.0,218.0,,779.0,,210.0,6273.0,2172.0,3943.0,-1771.0,0.0,,,16031.0,7719.0,5064.0,2655.0,,,7533.0,18203.0,,2236.0,308.0,94.0,,1834.0,181.0,40.0,131.0,,131.0,10.0,1705.0,,,1705.0,4122.0,10307.0,9324.0,983.0,35.0,948.0,4995.0,,1354.0,552.0,3089.0,15302.0,19424.0,0.0,43511.0,1.0,43510.0,-22858.0,-14683.0,-918.0,5052.0,0.0,5052.0,24476.0,
12/31/2019,49519.0,632.0,632.0,0.0,7206.0,7206.0,0.0,2876.0,,,,,1188.0,401.0,,939.0,,787.0,11902.0,4024.0,7932.0,-3908.0,171.0,25.0,146.0,33422.0,19973.0,16980.0,2993.0,5.0,494.0,12011.0,37617.0,,2427.0,667.0,,,1760.0,1009.0,0.0,311.0,19.0,292.0,698.0,5612.0,0.0,,4873.0,9048.0,19911.0,17977.0,1934.0,25.0,1909.0,7271.0,0.0,2121.0,500.0,4650.0,27182.0,36230.0,0.0,29591.0,1.0,29590.0,-22908.0,8494.0,-1970.0,13207.0,82.0,13289.0,49519.0,
03/31/2020,49045.0,589.0,589.0,0.0,7199.0,7199.0,0.0,1431.0,,,,,1187.0,1187.0,,931.0,,0.0,10406.0,3902.0,,,0.0,,,34737.0,19918.0,16950.0,2968.0,,,13888.0,38639.0,,2074.0,673.0,,,1401.0,532.0,512.0,,,,20.0,5925.0,,,5234.0,8531.0,19846.0,17962.0,1884.0,43.0,1841.0,7147.0,,2092.0,639.0,4416.0,26993.0,35524.0,0.0,29634.0,1.0,29633.0,-22958.0,8827.0,-2054.0,13449.0,72.0,13521.0,49045.0,
06/30/2020,51188.0,2288.0,2288.0,0.0,7139.0,7139.0,0.0,1837.0,,,,,1175.0,1175.0,,919.0,0.0,0.0,12439.0,3836.0,,,0.0,,,34913.0,20025.0,17077.0,2948.0,,,13969.0,38749.0,,1975.0,422.0,,,1553.0,364.0,0.0,,,,364.0,5646.0,,,4951.0,7985.0,21520.0,19704.0,1816.0,,1816.0,7133.0,,2070.0,708.0,4355.0,28653.0,36638.0,0.0,29681.0,1.0,29680.0,-22958.0,9150.0,-1999.0,13874.0,676.0,14550.0,51188.0,
