Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,3254.0,3242.0,12.0,,,,0.0,-3218.0,,3218.0,36.0,-66.0,27.0,27.0,0.0,,0.0,0.0,39.0,-30.0,13.0,-17.0,2.0,2.0,0.0,-19.0,,-19.0,,0.0,-19.0,144.85,161.85,278.881,-0.07,-0.06,0.519397,278.881,-0.07,-0.06,0.519397,
03/31/2012,2856.0,2795.0,61.0,-2312.0,2312.0,544.0,0.0,-308.0,308.0,0.0,236.0,-59.0,,55.0,,,,,4.0,177.0,-57.0,120.0,2.0,2.0,0.0,118.0,0.0,118.0,0.0,0.0,118.0,120.0,0.0,280.022,0.42,0.43,0.43,294.632,0.4,0.41,0.41,
06/30/2012,3019.0,2964.0,55.0,-2435.0,2435.0,584.0,0.0,-283.0,283.0,0.0,301.0,-46.0,,53.0,,,,,-7.0,255.0,-82.0,173.0,1.0,1.0,0.0,172.0,,172.0,,0.0,172.0,173.0,0.0,281.114,0.61,0.61,0.61,295.547,0.58,0.58,0.58,
09/29/2012,3000.0,2936.0,64.0,-2475.0,2475.0,525.0,0.0,-264.0,264.0,0.0,261.0,-52.0,,52.0,,,,,0.0,209.0,-67.0,142.0,-9.0,-9.0,0.0,151.0,0.0,151.0,0.0,0.0,151.0,142.0,0.0,281.813,0.54,0.51,0.51,296.92,0.51,0.48,0.48,
12/29/2012,3362.0,3327.0,35.0,,,,0.0,-3081.0,,3081.0,281.0,-81.0,,38.0,,0.0,,,43.0,200.0,-54.0,146.0,-2.0,-2.0,0.0,148.0,,148.0,,0.0,148.0,163.49372,17.49372,291.562,0.51,0.5,0.560751,291.562,0.51,0.5,0.56,
03/30/2013,2855.0,2813.0,42.0,-2382.0,2382.0,473.0,0.0,-279.0,279.0,0.0,194.0,-51.0,,51.0,,,,,0.0,143.0,-28.0,115.0,-4.0,-4.0,0.0,119.0,0.0,119.0,0.0,0.0,119.0,115.0,0.0,273.2,0.44,0.42,0.42,288.978,0.41,0.4,0.4,
06/29/2013,2839.0,2808.0,31.0,-2338.0,2338.0,501.0,0.0,-296.0,296.0,0.0,205.0,-42.0,42.0,42.0,0.0,,,,0.0,163.0,-49.0,114.0,1.0,1.0,0.0,113.0,0.0,113.0,0.0,0.0,113.0,132.2,18.2,280.163,0.4,0.41,0.471868,283.824,0.4,0.4,0.464124,
09/28/2013,2904.0,2871.0,33.0,-2473.0,2473.0,431.0,0.0,-245.0,245.0,0.0,186.0,-41.0,41.0,41.0,0.0,,,,0.0,145.0,-47.0,98.0,-1.0,-1.0,0.0,99.0,0.0,99.0,0.0,0.0,99.0,98.0,0.0,281.525,0.35,0.35,0.35,281.71,0.35,0.35,0.35,
12/28/2013,3506.0,3480.0,26.0,,,,0.0,-3199.0,,3199.0,307.0,-84.0,27.0,27.0,0.0,,0.0,0.0,57.0,223.0,-52.0,171.0,4.0,4.0,0.0,167.0,0.0,167.0,0.0,0.0,167.0,171.0,0.0,282.707,0.59,0.6,0.6,282.707,0.59,0.6,0.6,
03/29/2014,2847.0,2818.0,29.0,-2357.0,2357.0,490.0,0.0,-302.0,302.0,0.0,188.0,-63.0,47.0,47.0,0.0,,,,16.0,125.0,-38.0,87.0,2.0,2.0,0.0,85.0,0.0,85.0,0.0,0.0,85.0,97.4,10.4,281.094,0.3,0.31,0.346503,283.327,0.3,0.31,0.346503,
06/28/2014,3505.0,3478.0,27.0,-2875.0,2875.0,630.0,0.0,-353.0,353.0,0.0,277.0,-67.0,47.0,47.0,0.0,,,,20.0,210.0,-65.0,145.0,1.0,1.0,0.0,144.0,0.0,144.0,0.0,0.0,144.0,159.1382,14.1382,280.28,0.52,0.52,0.567783,282.764,0.51,0.51,0.56,
09/27/2014,3430.0,3405.0,25.0,-2845.0,2845.0,585.0,0.0,-304.0,304.0,0.0,281.0,-50.0,47.0,47.0,0.0,,,,3.0,231.0,-71.0,160.0,1.0,1.0,0.0,159.0,0.0,159.0,0.0,0.0,159.0,161.95,1.95,278.86,0.57,0.57,0.580757,281.03,0.57,0.57,0.576939,
01/03/2015,4096.0,4074.0,22.0,,,,0.0,-3698.0,,3698.0,398.0,-111.0,40.0,40.0,0.0,,0.0,0.0,71.0,287.0,-74.0,213.0,1.0,1.0,0.0,212.0,0.0,212.0,0.0,0.0,212.0,221.45,8.45,279.771,0.76,0.76,0.79154,279.771,0.76,0.76,0.790203,
04/04/2015,3073.0,3051.0,22.0,-2509.0,2509.0,564.0,0.0,-337.0,337.0,0.0,227.0,-43.0,43.0,43.0,0.0,,,,0.0,184.0,-56.0,128.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,128.0,91.5,-36.5,277.902,0.46,0.46,0.329253,280.077,0.46,0.46,0.329253,
07/04/2015,3247.0,3223.0,24.0,-2635.0,2635.0,612.0,0.0,-329.0,329.0,0.0,283.0,-42.0,42.0,42.0,0.0,,,,0.0,241.0,-72.0,169.0,2.0,2.0,0.0,167.0,0.0,167.0,0.0,0.0,167.0,169.0,0.0,277.715,0.6,0.61,0.61,279.935,0.6,0.6,0.6,
10/03/2015,3180.0,3163.0,17.0,-2584.0,2584.0,596.0,0.0,-303.0,303.0,0.0,293.0,-41.0,41.0,41.0,0.0,,,,0.0,252.0,-76.0,176.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,176.0,176.0,0.0,276.334,0.64,0.64,0.64,278.039,0.63,0.63,0.63,
01/02/2016,3923.0,3903.0,20.0,,,,0.0,-3545.0,,3545.0,378.0,-84.0,32.0,32.0,0.0,,,,52.0,294.0,-69.0,225.0,-1.0,-1.0,0.0,226.0,0.0,226.0,0.0,0.0,226.0,225.0,0.0,276.653,0.82,0.81,0.81,276.653,0.82,0.81,0.81,
04/02/2016,3201.0,3181.0,20.0,-2635.0,2635.0,566.0,0.0,-308.0,308.0,0.0,258.0,-43.0,43.0,43.0,0.0,,0.0,,0.0,215.0,-64.0,151.0,1.0,1.0,0.0,150.0,0.0,150.0,0.0,0.0,150.0,102.6,-48.4,271.66,0.55,0.55,0.377678,273.022,0.55,0.55,0.372725,
07/02/2016,3511.0,3491.0,20.0,-2889.0,2889.0,622.0,0.0,-318.0,318.0,0.0,304.0,-44.0,44.0,44.0,0.0,,0.0,,0.0,260.0,-82.0,178.0,1.0,1.0,0.0,177.0,0.0,177.0,0.0,0.0,177.0,178.0,0.0,269.888,0.66,0.66,0.66,271.316,0.65,0.66,0.66,
10/01/2016,3251.0,3231.0,20.0,-2661.0,2661.0,590.0,0.0,-323.0,323.0,0.0,267.0,-160.0,45.0,45.0,0.0,,0.0,,115.0,107.0,192.0,299.0,-122.0,-122.0,0.0,421.0,0.0,421.0,0.0,0.0,421.0,166.000045,-132.999955,270.56,1.56,1.11,0.613542,272.099,1.55,1.1,0.611207,
12/31/2016,3825.0,3807.0,18.0,-3152.0,3152.0,673.0,0.0,-368.0,368.0,0.0,305.0,-11.0,42.0,42.0,0.0,,0.0,,-31.0,294.0,-79.0,215.0,1.0,1.0,0.0,214.0,0.0,214.0,0.0,0.0,214.0,476.35,261.35,269.626,0.793692,0.797401,1.766706,273.023,0.783817,0.787479,1.744725,
04/01/2017,3093.0,3075.0,18.0,-2592.0,2592.0,501.0,0.0,-301.0,309.0,-8.0,200.0,-79.0,42.0,42.0,0.0,,0.0,,37.0,121.0,-21.0,100.0,-1.0,-1.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,133.0047,33.0047,270.489,0.37,0.37,0.491719,272.83,0.37,0.37,0.490972,
07/01/2017,3604.0,3586.0,18.0,-2990.0,2990.0,614.0,0.0,-343.0,343.0,0.0,271.0,-56.0,43.0,43.0,0.0,,,,13.0,215.0,-62.0,153.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0,0.0,153.0,167.95,14.95,267.114,0.57,0.57,0.628758,269.299,0.57,0.57,0.625515,
09/30/2017,3484.0,3466.0,18.0,-2884.0,2884.0,600.0,0.0,-328.0,335.0,-7.0,272.0,-69.0,44.0,44.0,0.0,,0.0,,25.0,203.0,-44.0,159.0,0.0,0.0,0.0,159.0,0.0,159.0,0.0,0.0,159.0,175.25,16.25,264.624,0.6,0.6,0.66226,266.989,0.6,0.6,0.660864,
12/30/2017,4017.0,4002.0,15.0,-3361.0,3361.0,656.0,0.0,-362.0,347.0,15.0,294.0,-71.0,45.0,45.0,0.0,,0.0,,26.0,223.0,-329.0,-106.0,0.0,0.0,0.0,-106.0,0.0,-106.0,0.0,0.0,-106.0,181.7953,287.7953,263.293,-0.402593,-0.402593,0.690468,265.882,-0.402593,-0.402593,0.679824,
03/31/2018,3296.0,3280.0,16.0,-2729.0,2729.0,567.0,0.0,-308.0,327.0,-19.0,259.0,-41.0,41.0,41.0,0.0,,0.0,,0.0,218.0,-29.0,189.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.0,189.0,189.0,0.0,260.497,0.73,0.73,0.73,263.672,0.72,0.72,0.72,
06/30/2018,3726.0,3709.0,17.0,-3073.0,3073.0,653.0,0.0,-351.0,370.0,-19.0,302.0,-42.0,42.0,42.0,0.0,,,,0.0,260.0,-36.0,224.0,0.0,0.0,0.0,224.0,0.0,224.0,0.0,0.0,224.0,224.0,0.0,253.904,0.88,0.88,0.88,257.177,0.87,0.87,0.87,
09/29/2018,3200.0,3185.0,15.0,-2687.0,2687.0,513.0,0.0,-288.0,307.0,-19.0,225.0,403.0,41.0,41.0,0.0,,0.0,,-444.0,628.0,-65.0,563.0,0.0,0.0,0.0,563.0,0.0,563.0,0.0,0.0,563.0,153.0,-410.0,246.136,2.29,2.29,0.621608,249.378,2.26,2.26,0.61591,
12/29/2018,3750.0,3732.0,18.0,-3105.0,3105.0,645.0,0.0,-328.0,271.0,57.0,317.0,-39.0,42.0,42.0,0.0,,0.0,,-3.0,278.0,-32.0,246.0,0.0,0.0,0.0,246.0,0.0,246.0,0.0,0.0,246.0,279.0,33.0,240.247,1.023946,1.023946,1.161305,242.721,1.013509,1.013509,1.149468,
03/30/2019,3109.0,3092.0,17.0,-2577.0,2577.0,532.0,0.0,-307.0,307.0,0.0,225.0,-13.0,42.0,42.0,0.0,,0.0,,-29.0,212.0,-33.0,179.0,0.0,0.0,0.0,179.0,0.0,179.0,0.0,0.0,179.0,179.0,0.0,234.839,0.76,0.76,0.76,236.437,0.76,0.76,0.76,
06/29/2019,3227.0,3211.0,16.0,-2641.0,2641.0,586.0,0.0,-264.0,292.0,-28.0,322.0,-43.0,43.0,43.0,0.0,,,,0.0,279.0,-62.0,217.0,0.0,0.0,0.0,217.0,0.0,217.0,0.0,0.0,217.0,217.0,0.0,232.013,0.94,0.94,0.94,233.545,0.93,0.93,0.93,
09/28/2019,3259.0,3245.0,14.0,-2747.0,2747.0,512.0,0.0,-227.0,255.0,-28.0,285.0,-44.0,44.0,44.0,0.0,,0.0,,0.0,241.0,-21.0,220.0,0.0,0.0,0.0,220.0,0.0,220.0,0.0,0.0,220.0,220.0,0.0,229.755,0.96,0.96,0.96,231.097,0.95,0.95,0.95,
01/04/2020,4035.0,4016.0,19.0,-3441.0,3441.0,594.0,0.0,-383.0,298.0,85.0,211.0,-1.0,42.0,42.0,0.0,,0.0,,-41.0,210.0,-11.0,199.0,0.0,0.0,0.0,199.0,0.0,199.0,0.0,0.0,199.0,254.0,55.0,228.653,0.870314,0.870314,1.110854,229.757,0.866132,0.866132,1.105516,
04/04/2020,2777.0,2763.0,14.0,-2387.0,2387.0,390.0,0.0,-263.0,263.0,0.0,127.0,-58.0,40.0,40.0,0.0,,,,18.0,69.0,-19.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,228.311,0.22,0.22,0.22,228.927,0.22,0.22,0.22,
07/04/2020,2472.0,2457.0,15.0,-2251.0,2251.0,221.0,0.0,-239.0,239.0,0.0,-18.0,-100.0,42.0,42.0,0.0,,,,58.0,-118.0,26.0,-92.0,0.0,0.0,0.0,-92.0,0.0,-92.0,0.0,0.0,-92.0,-92.0,0.0,228.247,-0.4,-0.4,-0.4,228.247,-0.4,-0.4,-0.4,
09/30/2020,2839.25,,,,,476.994,,,,,134.667,,,,,,,,,94.3,,80.5,,,,,,80.5,,,80.5,84.911,,,0.377,0.377,0.376,,0.377,0.377,0.376,
12/31/2020,3453.083,,,,,680.257351,,,,,245.0,,,,,,,,,180.9,,148.6,,,,,,148.6,,,148.6,149.889,,,0.637,0.637,0.693,,0.637,0.637,0.693,
