Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,609.493,373.907,31.829,342.078,12.067,12.067,,10.166,7.528,2.158,0.48,0.0,13.988,,,410.128,114.229,,,0.0,,,85.136,80.638,78.431,2.207,,4.498,199.365,,1.862,1.862,,,,1.833,0.0,1.833,1.833,,55.065,,,55.065,58.76,336.016,315.0,21.016,21.016,,71.016,,,,,71.016,407.032,465.792,0.0,1306.796,,,0.0,-1163.834,0.739,143.701,0.0,143.701,609.493,
09/30/2008,568.352,344.516,63.713,280.803,8.515,8.515,,9.861,6.487,2.677,0.697,0.0,47.395,,,410.287,73.641,,,0.0,,,84.424,80.402,78.431,1.971,,4.022,158.065,,2.113,2.113,,,,1.401,0.0,1.401,1.401,,45.008,,,45.008,48.522,335.689,315.0,20.689,20.689,,75.509,,,,,75.509,411.198,459.72,0.0,1309.982,,,0.0,-1200.872,-0.478,108.632,0.0,108.632,568.352,
12/31/2008,560.536,378.994,155.584,223.41,11.161,11.161,,9.319,6.964,1.743,0.612,0.0,6.746,,,406.22,73.578,117.083,-43.505,0.0,,,80.738,76.501,76.501,0.0,,4.237,154.316,,31.454,31.454,,,,1.285,0.0,1.285,1.285,,35.635,,,35.635,68.374,235.302,214.955,20.347,20.347,,66.706,,,,,66.706,302.008,370.382,0.0,1312.805,,,0.0,-1124.09,1.439,190.154,0.0,190.154,560.536,
03/31/2009,505.939,325.299,122.3,202.999,5.796,5.796,0.0,13.392,7.165,5.073,1.154,0.0,6.108,,6.108,350.595,75.02,,,0.0,,,80.324,76.501,76.501,0.0,,3.823,155.344,,34.735,2.675,,0.058,32.002,0.0,0.0,,,,11.902,54.132,,3.486,46.637,234.944,214.955,19.989,19.989,,65.084,,,,,10.952,300.028,346.665,0.0,1315.191,0.009,1315.182,0.0,-1155.897,-0.02,159.274,0.0,159.274,505.939,
06/30/2009,472.998,294.303,114.992,179.311,8.473,8.473,0.0,10.11,6.603,0.618,2.889,0.0,5.317,,5.317,318.203,75.024,,,0.0,,,79.771,76.501,76.501,0.0,,3.27,154.795,,31.125,4.931,,,26.194,0.0,0.0,,,,14.191,52.696,,5.421,45.316,234.571,214.955,19.616,19.616,,62.513,,,,,9.817,297.084,342.4,0.0,1317.586,0.009,1317.577,0.0,-1187.966,0.978,130.598,0.0,130.598,472.998,
09/30/2009,452.651,275.678,32.777,242.901,6.33,6.33,0.0,8.93,5.864,0.207,2.859,0.0,7.275,,7.275,298.213,74.624,,,0.0,,,79.814,76.501,76.501,0.0,,3.313,154.438,,36.252,6.397,,,29.855,0.0,0.0,,,,13.105,53.308,,3.558,49.357,234.183,214.955,19.228,19.228,,63.011,,,,,9.703,297.194,346.551,0.0,1323.916,0.009,1323.907,0.0,-1218.933,1.117,106.1,0.0,106.1,452.651,
12/31/2009,575.518,396.211,49.597,346.614,4.801,4.801,0.0,6.471,5.937,0.0,0.534,0.0,6.183,0.0,6.183,413.666,78.263,132.663,-54.4,0.0,,,83.589,76.501,76.501,0.0,,7.088,161.852,,31.639,3.066,0.0,0.0,28.573,0.0,0.0,,,,121.377,76.809,0.0,5.814,153.016,233.755,214.955,18.8,18.8,,86.38,0.0,0.0,0.0,0.0,9.571,320.135,473.151,0.0,1327.951,0.009,1327.942,0.0,-1226.609,1.025,102.367,0.0,102.367,575.518,
03/31/2010,548.509,361.958,20.572,341.386,7.709,7.709,0.0,8.703,6.195,2.11,0.398,0.0,7.101,,7.101,385.471,82.65,,,0.0,,,80.388,76.501,76.501,0.0,,3.887,163.038,,30.691,5.664,,,25.027,0.0,0.0,,,,94.954,75.339,,4.489,125.645,233.307,214.955,18.352,18.352,,84.803,,,,,9.464,318.11,443.755,0.0,1336.471,0.009,1336.462,0.0,-1232.739,1.022,104.754,0.0,104.754,548.509,
06/30/2010,530.638,338.22,23.244,314.976,9.446,9.446,0.0,9.777,6.217,2.217,1.343,0.0,6.363,,6.363,363.806,88.223,,,0.0,,,78.609,76.501,76.501,0.0,,2.108,166.832,,36.073,4.627,,,31.446,0.0,0.0,,,,71.393,71.91,,6.051,107.466,232.842,214.955,17.887,17.887,,80.801,,,,,8.891,313.643,421.109,0.0,1342.204,0.009,1342.195,0.0,-1233.256,0.581,109.529,0.0,109.529,530.638,
09/30/2010,502.476,303.302,12.906,290.396,5.553,5.553,0.0,11.46,8.256,1.789,1.415,0.0,6.119,,6.119,326.434,97.686,,,0.0,,,78.356,76.501,76.501,0.0,,1.855,176.042,,40.066,4.403,,,35.663,0.0,0.0,,,,44.766,69.033,,4.534,84.832,232.357,214.955,17.402,17.402,,78.34,,,,,9.307,310.697,395.529,0.0,1347.809,0.009,1347.8,0.0,-1241.967,1.105,106.947,0.0,106.947,502.476,
12/31/2010,521.225,315.932,17.755,298.177,25.102,25.102,0.0,7.266,6.101,0.0,1.165,0.0,5.679,0.0,5.679,353.979,89.773,143.767,-53.994,0.0,,,77.473,76.501,76.501,0.0,,0.972,167.246,,37.13,7.194,0.0,0.0,29.936,0.0,0.0,,,,26.978,124.763,0.0,6.394,64.108,231.969,214.955,17.014,17.014,,134.486,0.0,0.0,0.0,0.0,9.723,366.455,430.563,0.0,1354.241,0.009,1354.232,0.0,-1264.547,0.968,90.662,0.0,90.662,521.225,
03/31/2011,704.478,518.642,22.485,496.157,2.16,2.16,0.0,11.712,7.482,2.083,2.147,0.0,6.859,,6.859,539.373,87.628,,,0.0,,,77.477,76.501,76.501,0.0,,0.976,165.105,,34.041,3.481,,,30.56,0.0,0.0,,,,24.839,122.818,,4.865,58.88,231.403,214.955,16.448,16.448,,132.957,,,,,10.139,364.36,423.24,0.0,1581.001,0.011,1580.99,0.0,-1300.581,0.818,281.238,0.0,281.238,704.478,
06/30/2011,670.854,362.906,11.626,351.28,8.46,8.46,0.0,9.797,8.985,0.808,0.004,0.0,7.932,,7.932,389.095,85.381,,,118.941,118.941,,77.437,76.501,76.501,0.0,,0.936,281.759,,34.639,3.243,,,31.396,0.0,0.0,,,,26.635,117.931,,6.768,61.274,230.818,214.955,15.863,15.863,,127.486,,,,,9.555,358.304,419.578,0.0,1587.472,0.011,1587.461,0.0,-1336.962,0.766,251.276,0.0,251.276,670.854,
09/30/2011,648.093,266.487,43.008,223.479,12.914,12.914,0.0,10.654,9.305,1.349,0.0,0.0,7.565,,7.565,297.62,81.649,,,191.478,191.478,,77.346,76.501,76.501,0.0,,0.845,350.473,,39.324,2.175,,,37.149,214.955,214.955,,,,24.763,113.045,,4.781,279.042,15.25,0.0,15.25,15.25,,123.004,,,,,9.959,138.254,417.296,0.0,1592.814,0.011,1592.803,0.0,-1361.03,-0.987,230.797,0.0,230.797,648.093,
12/31/2011,606.55,241.168,15.312,225.856,4.938,4.938,0.0,12.656,9.754,1.219,1.683,0.0,17.944,0.0,17.944,276.706,78.576,140.813,-62.237,173.768,173.768,,77.5,76.501,76.501,0.0,,0.999,329.844,,34.448,3.019,0.0,0.0,31.429,214.955,212.523,2.432,2.432,,26.129,108.188,0.0,6.486,275.532,14.582,0.0,14.582,14.582,,118.625,0.0,0.0,0.0,0.0,10.437,133.207,408.739,0.0,1597.439,0.011,1597.428,0.0,-1398.525,-1.103,197.811,0.0,197.811,606.55,
03/31/2012,694.789,382.109,148.485,233.624,10.803,10.803,0.0,14.108,10.833,2.894,0.381,0.0,13.634,,13.634,420.654,75.557,,,116.732,116.732,,81.846,76.501,76.501,0.0,,5.345,274.135,,30.433,1.761,,,28.672,214.955,214.955,,,,25.365,111.05,,5.358,270.753,13.89,0.0,13.89,13.89,,247.659,,,,,136.609,261.549,532.302,0.0,1602.152,0.011,1602.141,0.0,-1439.622,-0.043,162.487,0.0,162.487,694.789,
06/30/2012,668.443,432.874,136.154,296.72,11.361,11.361,0.0,14.715,10.181,2.976,1.558,0.0,9.341,,9.341,468.291,73.713,,,44.245,44.245,,82.194,76.501,76.501,0.0,,5.693,200.152,,33.88,3.118,,,30.762,214.955,212.329,2.626,2.626,,28.026,108.215,,7.335,276.861,13.174,0.0,13.174,13.174,,246.124,,,,,137.909,259.298,536.159,0.0,1606.811,0.011,1606.8,0.0,-1473.907,-0.62,132.284,0.0,132.284,668.443,
09/30/2012,541.452,319.277,10.338,308.939,3.911,3.911,0.0,16.754,12.083,3.586,1.085,0.0,7.003,,7.003,346.945,73.256,,,0.0,,,121.251,76.501,76.501,0.0,,44.75,194.507,,34.961,2.624,,,32.337,0.0,0.0,,,,34.509,101.762,,11.87,69.47,137.414,125.0,12.414,12.414,,239.236,,,,,137.474,376.65,446.12,0.0,1612.631,0.011,1612.62,0.0,-1517.454,0.155,95.332,0.0,95.332,541.452,
12/31/2012,497.79,277.194,25.437,251.757,5.805,5.805,0.0,18.269,7.489,6.661,4.119,0.0,13.363,0.0,13.363,314.631,72.215,144.881,-72.666,0.0,0.0,,110.944,76.501,76.501,0.0,,34.443,183.159,,41.257,2.863,0.0,7.083,31.311,2.97,0.0,2.97,2.97,,34.31,96.551,0.0,12.414,78.537,136.607,125.0,11.607,11.607,,235.628,0.0,0.0,0.0,0.0,139.077,372.235,450.772,0.0,1617.755,0.011,1617.744,0.0,-1570.38,-0.357,47.018,0.0,47.018,497.79,
03/31/2013,447.901,236.195,28.531,207.664,3.647,3.647,0.0,18.381,8.126,9.779,0.476,0.0,8.813,,8.813,267.036,70.112,,,0.0,,,110.753,76.501,76.501,0.0,,34.252,180.865,,47.315,4.218,,3.167,39.93,0.0,0.0,,,,35.906,97.918,,12.667,83.221,135.766,125.0,10.766,10.766,,231.534,,,,,133.616,367.3,450.521,0.0,1623.218,0.011,1623.207,0.0,-1625.443,-0.395,-2.62,0.0,-2.62,447.901,
06/30/2013,412.809,201.885,41.432,160.453,6.041,6.041,0.0,20.479,7.013,11.367,2.099,0.0,6.018,,6.018,234.423,67.849,,,0.0,,,110.537,76.501,76.501,0.0,,34.036,178.386,,51.867,5.572,,6.917,39.378,0.0,0.0,,,,38.41,93.516,,16.297,90.277,134.901,125.0,9.901,9.901,,228.18,,,,,134.664,363.081,453.358,0.0,1628.978,0.011,1628.967,0.0,-1668.191,-1.336,-40.549,0.0,-40.549,412.809,
09/30/2013,383.035,183.55,65.411,118.139,4.557,4.557,0.0,15.076,4.913,8.638,1.525,0.0,4.759,,4.759,207.942,65.082,,,0.0,,,110.011,76.501,76.501,0.0,,33.51,175.093,,46.81,3.723,,3.167,39.92,0.0,0.0,,,,34.103,82.233,,12.803,80.913,134.007,125.0,9.007,9.007,,218.365,,,,,136.132,352.372,433.285,0.0,1636.173,0.011,1636.162,0.0,-1684.734,-1.689,-50.25,0.0,-50.25,383.035,
12/31/2013,434.527,237.026,39.067,197.959,2.229,2.229,0.0,13.452,3.947,6.146,3.359,0.0,5.175,0.0,5.175,257.882,66.974,151.122,-84.148,0.0,,,109.671,76.501,76.501,0.0,,33.17,176.645,,49.898,9.115,0.0,6.917,33.866,3.536,0.0,3.536,3.536,,44.787,82.384,0.0,21.123,98.221,133.049,125.0,8.049,8.049,,293.16,0.0,0.0,0.0,0.0,210.776,426.209,524.43,0.0,1643.671,0.011,1643.66,0.0,-1732.393,-1.181,-89.903,0.0,-89.903,434.527,
03/31/2014,487.013,284.071,32.443,251.628,1.855,1.855,0.0,12.872,3.053,7.165,2.654,0.0,5.972,,5.972,304.77,72.968,,,0.0,,,109.275,76.501,76.501,0.0,,32.774,182.243,,36.205,3.064,,3.167,29.974,0.0,0.0,,,,43.108,76.549,,19.566,79.313,132.05,125.0,7.05,7.05,,285.459,,,,,208.91,417.509,496.822,0.0,1769.725,0.012,1769.713,0.0,-1778.594,-0.94,-9.809,0.0,-9.809,487.013,
06/30/2014,478.137,276.436,30.699,245.737,3.047,3.047,0.0,14.111,1.719,10.385,2.007,0.0,4.629,,4.629,298.223,71.07,,,0.0,,,108.844,76.501,76.501,0.0,,32.343,179.914,,44.762,7.437,,6.917,30.408,0.0,0.0,,,,39.593,88.918,,14.827,84.355,131.025,125.0,6.025,6.025,,298.117,,,,,209.199,429.142,513.497,0.0,1776.758,0.012,1776.746,0.0,-1811.231,-0.887,-35.36,0.0,-35.36,478.137,
09/30/2014,476.902,236.643,32.008,204.635,46.074,46.074,0.0,11.695,1.726,8.313,1.656,0.0,29.708,,29.708,324.12,69.275,,,0.0,,,83.507,76.501,76.501,0.0,,7.006,152.782,,39.751,5.428,,3.167,31.156,0.0,0.0,,,,40.798,82.902,,16.172,80.549,130.339,125.0,5.339,5.339,,218.796,,,,,135.894,349.135,429.684,0.0,1789.022,0.012,1789.01,0.0,-1740.626,-1.178,47.218,0.0,47.218,476.902,
12/31/2014,441.621,237.824,12.365,225.459,3.607,3.607,0.0,12.952,2.2,5.187,5.565,0.0,33.817,0.0,33.817,288.2,70.368,164.175,-93.807,0.0,,,83.053,76.501,76.501,0.0,,6.552,153.421,,29.495,2.703,0.0,6.917,19.875,4.512,0.0,4.512,4.512,,30.04,76.911,0.0,5.567,64.047,129.139,125.0,4.139,4.139,,212.103,0.0,0.0,0.0,0.0,135.192,341.242,405.289,0.0,1824.208,0.013,1824.195,0.0,-1786.309,-1.567,36.332,0.0,36.332,441.621,
03/31/2015,499.212,300.805,129.452,171.353,2.885,2.885,0.0,12.511,2.401,7.665,2.445,0.0,31.092,,31.092,347.293,69.267,,,0.0,,,82.652,76.501,76.501,0.0,,6.151,151.919,,34.539,5.024,,3.167,26.348,5.412,0.0,5.412,5.412,,35.493,78.418,,10.534,75.444,129.386,125.0,4.386,4.386,,217.077,,,,,138.659,346.463,421.907,0.0,1831.07,0.013,1831.057,0.0,-1752.489,-1.276,77.305,0.0,77.305,499.212,
06/30/2015,456.667,254.66,20.875,233.785,3.68,3.68,0.0,10.124,2.392,6.117,1.615,0.0,33.782,,33.782,302.246,72.158,,,0.0,,,82.263,76.501,76.501,0.0,,5.762,154.421,,39.233,2.833,,6.917,29.483,5.643,0.0,5.643,5.643,,36.201,73.963,,13.214,81.077,127.889,125.0,2.889,2.889,,212.602,,,,,138.639,340.491,421.568,0.0,1841.743,0.013,1841.73,0.0,-1805.146,-1.498,35.099,0.0,35.099,456.667,
09/30/2015,449.246,267.819,18.819,249.0,2.966,2.966,0.0,10.352,1.777,8.494,0.081,0.0,5.214,,5.214,286.351,72.532,,,0.0,,,90.363,76.501,76.501,0.0,,13.862,162.895,,45.914,2.279,,3.167,40.468,130.883,125.0,5.883,5.883,,31.301,68.941,,10.69,208.098,1.335,0.0,1.335,1.335,,200.76,,,,,131.819,202.095,410.193,0.0,1854.223,0.013,1854.21,0.0,-1813.349,-1.821,39.053,0.0,39.053,449.246,
12/31/2015,498.642,308.944,55.57,253.374,19.947,19.947,0.0,11.346,3.236,6.087,2.023,0.0,9.814,0.0,9.814,350.051,71.336,174.048,-102.712,0.0,,,77.255,76.501,76.501,0.0,,0.754,148.591,,24.935,2.363,,4.198,18.374,4.756,0.0,4.756,4.756,,31.555,62.426,0.0,10.127,61.246,242.772,241.699,1.073,1.073,,188.195,0.0,,,,125.769,430.967,492.213,0.0,1876.085,0.013,1876.072,0.0,-1867.486,-2.17,6.429,0.0,6.429,498.642,
03/31/2016,491.879,288.325,72.549,215.776,39.677,39.677,0.0,11.25,3.05,7.443,0.757,0.0,5.593,,5.593,344.845,69.852,,,0.0,,,77.182,76.501,76.501,0.0,,0.681,147.034,,33.417,2.349,,4.144,26.924,4.782,0.0,4.782,4.782,,27.746,59.587,,10.506,65.945,245.455,242.13,3.325,3.325,,180.754,,,,,121.167,426.209,492.154,0.0,1888.544,0.013,1888.531,0.0,-1886.984,-1.835,-0.275,0.0,-0.275,491.879,
06/30/2016,463.099,274.854,55.676,219.178,27.777,27.777,0.0,10.262,2.63,6.632,1.0,0.0,5.427,,5.427,318.32,67.774,,,0.0,,,77.005,76.501,76.501,0.0,,0.504,144.779,,39.324,2.328,,4.144,32.852,3.616,0.0,3.616,3.616,,36.342,60.135,,20.327,79.282,245.323,242.567,2.756,2.756,,177.745,,,,,117.61,423.068,502.35,0.0,1898.355,0.013,1898.342,0.0,-1935.587,-2.019,-39.251,0.0,-39.251,463.099,
09/30/2016,425.095,253.511,63.295,190.216,14.249,14.249,0.0,10.754,2.386,6.695,1.673,0.0,4.008,,4.008,282.522,65.553,,,0.0,,,77.02,76.501,76.501,0.0,,0.519,142.573,,44.756,7.118,,4.198,33.44,2.37,0.0,2.37,2.37,,29.179,57.088,,15.078,76.305,245.147,243.004,2.143,2.143,,171.496,,,,,114.408,416.643,492.948,0.0,1912.92,0.013,1912.907,0.0,-1978.811,-1.962,-67.853,0.0,-67.853,425.095,
12/31/2016,568.871,389.102,59.64,329.462,15.678,15.678,0.0,11.109,2.055,7.311,1.743,0.0,10.363,0.0,10.363,426.252,65.601,176.844,-111.243,0.0,,,77.018,76.501,76.501,0.0,,0.517,142.619,,37.963,2.816,,4.198,30.949,2.908,0.0,2.908,2.908,,31.351,51.887,0.0,16.999,72.222,245.687,243.464,2.223,2.223,,162.837,0.0,,,,110.95,408.524,480.746,0.0,2111.498,0.015,2111.483,0.0,-2021.01,-2.363,88.125,0.0,88.125,568.871,
03/31/2017,528.486,358.523,23.48,335.043,1.565,1.565,0.0,13.016,1.88,9.767,1.369,0.0,7.881,,7.881,380.985,66.642,,,3.493,3.493,,77.366,76.501,76.501,0.0,,0.865,147.501,,36.523,6.951,,4.09,25.482,2.909,0.0,2.909,2.909,,39.083,51.666,,14.891,78.515,245.509,243.9,1.609,1.609,,159.713,,,,,108.047,405.222,483.737,0.0,2131.713,0.015,2131.698,0.0,-2085.115,-1.849,44.749,0.0,44.749,528.486,
06/30/2017,475.859,265.547,16.149,249.398,4.114,4.114,0.0,11.008,1.543,7.207,2.258,0.0,7.496,,7.496,288.165,64.929,,,45.16,45.16,,77.605,76.501,76.501,0.0,,1.104,187.694,,38.097,6.241,,4.144,27.712,2.706,0.0,2.706,2.706,,31.81,48.979,,18.437,72.613,245.392,244.336,1.056,1.056,,154.468,,,,,105.489,399.86,472.473,0.0,2150.034,0.015,2150.019,0.0,-2144.986,-1.662,3.386,0.0,3.386,475.859,
09/30/2017,582.055,352.567,37.967,314.6,3.314,3.314,0.0,13.654,1.751,8.398,3.505,0.0,13.26,,13.26,382.795,62.396,,,59.596,59.596,,77.268,76.501,76.501,0.0,,0.767,199.26,,48.151,8.563,,4.198,35.39,2.482,0.0,2.482,2.482,,41.911,56.225,,16.42,92.544,244.771,244.771,,,,160.578,,,,,104.353,405.349,497.893,0.0,2170.184,0.015,2170.169,0.0,-2084.115,-1.907,84.162,0.0,84.162,582.055,
12/31/2017,508.866,296.132,4.762,291.37,5.014,5.014,0.0,10.726,1.796,4.843,4.087,0.0,14.948,,14.948,326.82,47.463,162.553,-115.09,57.088,57.088,,77.495,76.501,76.501,0.0,,0.994,182.046,,36.768,4.782,,4.198,27.788,0.0,0.0,0.0,0.0,,19.395,19.021,,0.446,56.163,245.207,245.207,0.0,0.0,,119.668,0.0,0.0,0.0,0.0,100.647,364.875,421.038,0.0,2207.88,0.015,2207.865,0.0,-2117.941,-2.111,87.828,0.0,87.828,508.866,
03/31/2018,496.79,296.659,34.805,261.854,15.607,15.607,0.0,10.675,1.742,7.918,1.015,0.0,13.074,,13.074,336.015,46.328,,,37.157,37.157,,77.29,76.501,76.501,0.0,,0.789,160.775,,61.061,11.375,,4.09,45.596,0.0,0.0,,,,19.636,12.808,,0.105,80.697,245.643,245.643,,,,112.167,,,,,99.359,357.81,438.507,0.0,2262.235,0.016,2262.219,0.0,-2201.156,-2.796,58.283,0.0,58.283,496.79,
06/30/2018,2313.087,1823.808,911.125,912.683,35.315,35.315,0.0,11.884,1.807,9.483,0.594,0.0,34.94,,34.94,1905.947,45.0,,,282.277,282.277,,79.863,76.501,76.501,0.0,,3.362,407.14,,68.819,10.674,,4.144,54.001,0.0,0.0,,,,28.078,13.78,,10.09,96.897,246.078,246.078,,,,109.698,,,,,95.918,355.776,452.673,0.0,3094.112,0.017,3094.095,0.0,-1229.696,-4.002,1860.414,0.0,1860.414,2313.087,
09/30/2018,2249.098,1420.41,222.261,1198.149,31.937,31.937,0.0,13.296,1.802,9.339,2.155,0.0,39.539,,39.539,1505.182,44.881,,,619.14,619.14,,79.895,76.501,76.501,0.0,,3.394,743.916,,85.797,7.494,,4.198,74.105,0.0,0.0,,,,22.286,11.41,,6.61,108.083,246.514,246.514,,,,104.379,,,,,92.969,350.893,458.976,0.0,3121.339,0.017,3121.322,0.0,-1325.839,-5.378,1790.122,0.0,1790.122,2249.098,
12/31/2018,2150.172,1335.35,194.905,1140.445,43.213,43.213,0.0,11.381,1.846,6.403,3.132,0.0,47.743,0.0,47.743,1437.687,48.851,169.358,-120.507,582.889,582.889,,80.745,76.501,76.501,0.0,,4.244,712.485,,43.776,5.854,,4.198,33.724,0.0,0.0,0.0,0.0,,38.226,10.744,,24.334,82.002,246.95,246.95,0.0,0.0,,103.645,,,,,92.901,350.595,432.597,0.0,3147.942,0.017,3147.925,0.0,-1424.051,-6.316,1717.575,0.0,1717.575,2150.172,
03/31/2019,2166.482,1388.665,106.752,1281.913,42.894,42.894,0.0,11.778,1.688,8.932,1.158,0.0,46.777,,46.777,1490.114,141.633,,,455.867,455.867,,78.868,76.501,76.501,0.0,,2.367,676.368,,65.593,11.012,,4.09,50.491,1.649,0.0,1.649,,1.649,32.476,9.34,,21.384,99.718,342.41,247.386,95.024,,95.024,90.843,,,,,81.503,433.253,532.971,0.0,3178.79,0.017,3178.773,0.0,-1542.563,-2.716,1633.511,0.0,1633.511,2166.482,
06/30/2019,2099.653,1515.379,85.424,1429.955,37.299,37.299,0.0,13.188,1.757,6.961,4.47,0.0,30.951,,30.951,1596.817,147.63,,,276.305,276.305,,78.901,76.501,76.501,0.0,,2.4,502.836,,76.57,9.346,,4.144,63.08,3.749,0.0,3.749,,3.749,33.051,8.029,,23.159,113.37,342.643,247.821,94.822,,94.822,86.485,,,,,78.456,429.128,542.498,0.0,3210.415,0.017,3210.398,0.0,-1652.472,-0.788,1557.155,0.0,1557.155,2099.653,
09/30/2019,2088.294,1495.672,81.224,1414.448,41.205,41.205,0.0,13.72,1.586,7.961,4.173,0.0,28.227,,28.227,1578.824,199.502,,,231.082,231.082,,78.886,76.501,76.501,0.0,,2.385,509.47,,98.994,21.963,,4.198,72.833,9.318,0.0,9.318,,9.318,17.038,6.779,,8.646,125.35,393.356,248.257,145.099,,145.099,80.877,,,,,74.098,474.233,599.583,0.0,3241.177,0.017,3241.16,0.0,-1751.28,-1.186,1488.711,0.0,1488.711,2088.294,
12/31/2019,1977.356,1324.862,96.363,1228.499,36.802,36.802,0.0,12.665,1.673,8.267,2.725,0.0,47.221,0.0,47.221,1421.55,199.176,327.051,-127.875,279.119,279.119,,77.511,76.501,76.501,0.0,,1.01,555.806,,78.939,19.234,,4.198,55.507,261.209,248.693,12.516,0.0,12.516,13.745,2.554,0.0,8.228,353.893,142.73,0.0,142.73,0.0,142.73,75.342,0.0,,,,72.788,218.072,571.965,0.0,3271.114,0.017,3271.097,0.0,-1864.718,-1.005,1405.391,0.0,1405.391,1977.356,
03/31/2020,1887.933,1345.882,227.035,1118.847,42.031,42.031,0.0,14.32,1.198,11.463,1.659,0.0,27.091,,27.091,1429.324,196.208,,,185.9,185.9,,76.501,76.501,76.501,0.0,,0.0,458.609,,94.669,21.789,,,72.88,269.757,254.144,15.613,,15.613,13.045,2.554,,10.038,377.471,142.297,0.0,142.297,,142.297,71.739,,,,,69.185,214.036,591.507,0.0,3306.672,0.017,3306.655,0.0,-2003.369,-6.877,1296.426,0.0,1296.426,1887.933,
06/30/2020,1594.878,1038.397,58.206,980.191,47.245,47.245,0.0,12.584,1.681,8.555,2.348,0.0,53.742,,53.742,1151.968,192.83,,,172.166,172.166,,77.914,76.501,76.501,0.0,,1.413,442.91,,96.012,19.246,,,76.766,15.139,0.0,15.139,,15.139,12.807,2.524,,11.05,123.958,141.633,0.0,141.633,,141.633,73.047,,,,,70.523,214.68,338.638,0.0,3338.894,0.018,3338.876,0.0,-2083.369,0.715,1256.24,0.0,1256.24,1594.878,
