Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2017,4434.029,4207.995,226.034,-54.181,54.181,4379.848,0.0,-2278.047,1373.897,1231.074,142.823,47.901,95.91,760.339,2101.801,-34.956,24.855,66.338,-41.483,10.101,,0.0,2066.845,-346.454,1720.391,0.0,0.0,0.0,1720.391,0.0,1720.391,0.0,0.0,1720.391,1720.433721,0.042721,48.981,35.12,35.12,35.124512,49.972,34.43,34.43,34.430855,
12/31/2017,2803.0,2582.0,221.0,-40.0,40.0,2763.0,0.0,-1777.0,951.0,796.0,155.0,56.0,98.0,672.0,986.0,-44.0,24.0,71.0,-47.0,12.0,,8.0,942.0,-1497.0,-555.0,0.0,0.0,0.0,-555.0,0.0,-555.0,0.0,0.0,-555.0,790.30244,1345.30244,48.679,-11.41,-11.41,16.234977,48.679,-11.41,-11.41,16.226197,
03/31/2018,2928.201,2639.806,288.395,,,,0.0,-2197.966,1268.346,1106.207,162.139,60.441,103.09,766.089,730.235,23.102,23.356,70.235,-46.879,8.056,,-54.514,753.337,-146.127,607.21,0.0,0.0,0.0,607.21,0.0,607.21,0.0,0.0,607.21,564.158457,-43.051543,48.349,12.56,12.56,11.668461,49.205,12.34,12.34,11.465058,
06/30/2018,3537.0,3277.0,260.0,,,,0.0,-2316.0,1301.0,1142.0,159.0,59.0,107.0,849.0,1221.0,-11.0,19.0,65.0,-46.0,13.0,,-21.0,1210.0,-232.0,978.0,0.0,0.0,0.0,978.0,0.0,978.0,0.0,0.0,978.0,962.400003,-15.599997,48.055,20.34,20.34,20.027052,48.55,20.13,20.13,19.808682,
09/30/2018,4849.09,4590.535,258.555,,,,0.0,-2602.501,1497.283,1314.055,183.228,57.742,107.641,939.835,2246.589,-5.743,19.529,68.17,-48.641,17.072,,-30.858,2240.846,-473.268,1767.578,0.0,0.0,0.0,1767.578,0.0,1767.578,0.0,0.0,1767.578,1761.236366,-6.341634,47.268,37.39,37.39,37.260649,47.751,37.02,37.02,36.887194,
12/31/2018,3213.0,2960.0,253.0,,,,0.0,-2070.0,1079.0,885.0,194.0,56.0,109.0,826.0,1143.0,-511.0,20.0,66.0,-46.0,17.0,,474.0,632.0,14.0,646.0,0.0,0.0,0.0,646.0,0.0,646.0,0.0,0.0,646.0,1051.574785,405.574785,46.136,14.0,14.0,22.792934,46.589,13.86,13.86,22.565376,
03/31/2019,2837.0,2552.0,285.0,,,,0.0,-2281.0,1384.0,1193.0,191.0,65.0,116.0,716.0,556.0,412.0,31.0,66.0,-35.0,8.0,,-451.0,968.0,-203.0,765.0,0.0,0.0,0.0,765.0,0.0,765.0,0.0,0.0,765.0,465.918129,-299.081871,45.007,17.01,17.01,10.352126,45.436,16.85,16.85,10.267513,
06/30/2019,3850.0,3566.0,284.0,,,,0.0,-2603.0,1372.0,1192.0,180.0,70.0,119.0,1042.0,1247.0,-40.0,34.0,68.0,-34.0,23.0,,-17.0,1207.0,-228.0,979.0,0.0,0.0,0.0,979.0,0.0,979.0,0.0,0.0,979.0,989.80882,10.80882,43.251,22.62,22.62,22.885224,43.601,22.44,22.44,22.687903,
09/30/2019,5040.0,4748.0,292.0,,,,0.0,-2670.0,1516.0,1291.0,225.0,71.0,117.0,966.0,2370.0,-7.0,26.0,70.0,-44.0,-68.0,,49.0,2363.0,-413.0,1950.0,0.0,0.0,0.0,1950.0,0.0,1950.0,0.0,0.0,1950.0,1886.75,-63.25,42.389,46.01,46.01,44.510368,42.831,45.54,45.54,44.063266,
12/31/2019,3339.0,3081.0,258.0,,,,0.0,-2167.0,1107.0,906.0,201.0,79.0,117.0,864.0,1172.0,248.0,23.0,62.0,-39.0,55.0,,-326.0,1420.0,-249.0,1171.0,0.0,0.0,0.0,1171.0,0.0,1171.0,0.0,0.0,1171.0,938.821429,-232.178571,41.724,28.07,28.07,22.500753,42.21,27.75,27.75,22.249442,
03/31/2020,2288.0,2083.0,205.0,,,,0.0,-2597.0,1052.0,851.0,201.0,78.0,117.0,1350.0,-309.0,-413.0,32.0,64.0,-32.0,-26.0,,407.0,-722.0,23.0,-699.0,0.0,0.0,0.0,-699.0,0.0,-699.0,0.0,0.0,-699.0,109.948718,808.948718,41.093,-17.01,-17.01,2.675607,41.093,-17.01,-17.01,2.675607,
06/30/2020,630.0,602.0,28.0,,,,0.0,-1114.0,315.0,211.0,104.0,70.0,112.0,617.0,-484.0,693.0,84.0,96.0,-12.0,58.0,,-835.0,209.0,-87.0,122.0,0.0,0.0,0.0,122.0,0.0,122.0,0.0,0.0,122.0,-459.841657,-581.841657,40.922,2.98,2.98,-11.237028,40.995,2.97,2.97,-11.237028,
09/30/2020,2562.208,,,,,2562.208,,,,,,,,,782.167,,,,,,,,688.077,,571.0,,,,,,571.0,,,571.0,565.3,,,14.103,14.103,14.176,,14.103,14.103,14.176,
12/31/2020,2274.48,,,,,2274.48,,,,,,,,,555.583,,,,,,,,535.857,,414.084,,,,,,414.084,,,414.084,459.3,,,9.43,9.43,10.77,,9.43,9.43,10.77,
