Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2017,18570.0,7660.0,6006.0,1654.0,1540.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,3685.0,49.0,,313.0,,3623.0,12885.0,748.0,1373.0,-625.0,0.0,,,4937.0,2477.0,1775.0,702.0,327.0,1820.0,5685.0,,4572.0,680.0,352.0,,3540.0,0.0,0.0,,,,,2523.0,,,2500.0,7095.0,5216.0,5216.0,,,,621.0,,,83.0,538.0,5837.0,12932.0,0.0,4191.0,,,-17980.0,20263.0,-863.0,5611.0,27.0,5638.0,18570.0,
06/30/2017,19839.0,6959.0,5177.0,1782.0,1704.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,3879.0,172.0,,375.0,,3703.0,12542.0,845.0,1495.0,-650.0,0.0,,,6452.0,3885.0,2759.0,1126.0,343.0,1849.0,7297.0,,4696.0,654.0,258.0,,3784.0,0.0,0.0,,,,,2887.0,,,2859.0,7583.0,5326.0,5326.0,,,,982.0,,,140.0,842.0,6308.0,13891.0,0.0,4257.0,,,-18911.0,21205.0,-699.0,5852.0,96.0,5948.0,19839.0,
09/30/2017,20914.0,7423.0,5559.0,1864.0,1854.0,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,3954.0,168.0,,425.0,,3782.0,13231.0,901.0,1593.0,-692.0,0.0,,,6782.0,4162.0,3015.0,1147.0,351.0,1844.0,7683.0,,5116.0,722.0,356.0,,4038.0,0.0,0.0,,,,,2868.0,,,2835.0,7984.0,5393.0,5393.0,,,,999.0,,,139.0,860.0,6392.0,14376.0,0.0,4318.0,0.1395,4317.8605,-19735.0,22401.0,-542.0,6442.0,96.0,6538.0,20914.0,
12/31/2017,21329.0,7782.0,5933.0,1849.0,1963.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,4052.0,352.0,0.0,250.0,178.0,3516.0,13797.0,829.0,1543.0,-714.0,249.0,249.0,,6454.0,4155.0,3035.0,1120.0,77.0,1972.0,7532.0,,5573.0,933.0,194.0,,4446.0,0.0,0.0,,,,,3220.0,0.0,0.0,3190.0,8793.0,5424.0,5412.0,12.0,12.0,,1544.0,0.0,59.0,106.0,1379.0,6968.0,15761.0,0.0,4365.0,0.1396,4364.8604,-20764.0,22364.0,-497.0,5468.0,100.0,5568.0,21329.0,
03/31/2018,22944.0,8268.0,6890.0,1378.0,2113.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0,4326.0,0.0,,350.0,156.0,4161.0,14707.0,839.0,1587.0,-748.0,253.0,253.0,,7145.0,4222.0,3104.0,1118.0,21.0,2552.0,8237.0,,5699.0,370.0,374.0,,4955.0,0.0,0.0,,,,,3249.0,,,3212.0,8948.0,6469.0,6469.0,,,,1725.0,,,64.0,1661.0,8194.0,17142.0,0.0,4367.0,,,-22143.0,23852.0,-373.0,5703.0,99.0,5802.0,22944.0,
06/30/2018,22471.0,7745.0,6210.0,1535.0,2125.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,4435.0,121.0,,395.0,,4275.0,14305.0,860.0,1638.0,-778.0,268.0,268.0,,7038.0,4017.0,2974.0,1043.0,0.0,2626.0,8166.0,,5712.0,345.0,313.0,,5054.0,0.0,0.0,,,,,3743.0,,,3737.0,9455.0,5858.0,5858.0,,,,1808.0,,,58.0,1750.0,7666.0,17121.0,0.0,4453.0,,,-23650.0,25086.0,-632.0,5257.0,93.0,5350.0,22471.0,
09/30/2018,23340.0,8493.0,6871.0,1622.0,2240.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,4331.0,71.0,,502.0,,4223.0,15064.0,876.0,1689.0,-813.0,279.0,279.0,,7121.0,3973.0,2950.0,1023.0,0.0,2646.0,8276.0,,6047.0,382.0,336.0,,5329.0,500.0,0.0,,,,500.0,3162.0,,,3157.0,9709.0,5858.0,5858.0,,,,1906.0,,,50.0,1856.0,7764.0,17473.0,0.0,4526.0,,,-24807.0,26726.0,-670.0,5775.0,92.0,5867.0,23340.0,
12/31/2018,24860.0,8378.0,6682.0,1696.0,2276.0,2276.0,0.0,0.0,0.0,0.0,0.0,0.0,5517.0,210.0,,570.0,298.0,5009.0,16171.0,921.0,1768.0,-847.0,337.0,337.0,,7431.0,3895.0,2904.0,991.0,51.0,2915.0,8689.0,,6875.0,537.0,158.0,,6180.0,500.0,0.0,,,,500.0,4218.0,,,4212.0,11593.0,5834.0,5826.0,8.0,8.0,,1944.0,,61.0,67.0,1816.0,7778.0,19371.0,0.0,4580.0,0.1399,4579.8601,-25750.0,27283.0,-718.0,5395.0,94.0,5489.0,24860.0,
03/31/2019,23520.0,7174.0,5857.0,1317.0,2553.0,2553.0,0.0,0.0,0.0,0.0,0.0,0.0,4669.0,705.0,,504.0,284.0,3656.0,14396.0,1305.0,2210.0,-905.0,348.0,348.0,,7471.0,3969.0,2944.0,1025.0,,2998.0,9124.0,,6412.0,508.0,291.0,,5613.0,579.0,0.0,79.0,,79.0,500.0,3255.0,,,3246.0,10246.0,6126.0,5799.0,327.0,,327.0,1885.0,,,61.0,1824.0,8011.0,18257.0,0.0,4569.0,0.1401,4568.8599,-27534.0,28806.0,-673.0,5168.0,95.0,5263.0,23520.0,
06/30/2019,24731.0,6500.0,5691.0,809.0,2595.0,2595.0,0.0,0.0,0.0,0.0,0.0,0.0,5070.0,218.0,,478.0,,4840.0,14165.0,1348.0,2318.0,-970.0,867.0,867.0,,8351.0,4756.0,3524.0,1232.0,218.0,2899.0,10566.0,,6119.0,432.0,358.0,,5329.0,82.0,0.0,82.0,,82.0,,3296.0,,,3277.0,9497.0,8142.0,7806.0,336.0,,336.0,1983.0,,,95.0,1888.0,10125.0,19622.0,0.0,4675.0,,,-29454.0,30517.0,-730.0,5008.0,101.0,5109.0,24731.0,
09/30/2019,25981.0,5852.0,5101.0,751.0,2470.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0,6525.0,1048.0,,518.0,430.0,5017.0,14847.0,1492.0,2512.0,-1020.0,757.0,757.0,,8885.0,5034.0,3724.0,1310.0,0.0,3333.0,11134.0,,6428.0,505.0,462.0,,5461.0,98.0,0.0,98.0,,98.0,0.0,4188.0,,,4167.0,10714.0,8121.0,7735.0,386.0,,386.0,2097.0,,,97.0,2000.0,10218.0,20932.0,0.0,4725.0,0.1401,4724.8599,-31207.0,32289.0,-858.0,4949.0,100.0,5049.0,25981.0,
12/31/2019,29236.0,7676.0,6988.0,688.0,2502.0,2502.0,0.0,0.0,0.0,0.0,0.0,0.0,6724.0,313.0,0.0,543.0,460.0,5939.0,16902.0,1828.0,2928.0,-1100.0,914.0,914.0,,9592.0,5438.0,4021.0,1417.0,105.0,3506.0,12334.0,,6892.0,489.0,332.0,,6071.0,106.0,0.0,106.0,,106.0,0.0,4906.0,0.0,0.0,4874.0,11904.0,9183.0,8527.0,656.0,,656.0,2158.0,0.0,57.0,85.0,2016.0,11341.0,23245.0,0.0,4787.0,0.1402,4786.8598,-32205.0,33984.0,-673.0,5893.0,98.0,5991.0,29236.0,
03/31/2020,30648.0,10684.0,10207.0,477.0,2354.0,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,5085.0,318.0,,550.0,477.0,4203.0,18123.0,1901.0,3066.0,-1165.0,870.0,870.0,,9754.0,5517.0,4070.0,1447.0,,3687.0,12525.0,,5899.0,371.0,205.0,,5323.0,0.0,0.0,,,,,3813.0,,,3793.0,9712.0,12466.0,12466.0,,,,2972.0,,,82.0,2890.0,15438.0,25150.0,0.0,4735.0,0.1403,4734.8597,-33531.0,35273.0,-1079.0,5398.0,100.0,5498.0,30648.0,
06/30/2020,32127.0,11527.0,11137.0,390.0,2098.0,2098.0,0.0,0.0,0.0,0.0,0.0,0.0,5756.0,353.0,,573.0,486.0,4868.0,19381.0,1872.0,3096.0,-1224.0,958.0,958.0,,9916.0,5561.0,4081.0,1480.0,79.0,3703.0,12746.0,,5752.0,369.0,300.0,,5083.0,0.0,0.0,,,,,4171.0,,,4157.0,9923.0,12498.0,12498.0,,,,3158.0,,,83.0,3075.0,15656.0,25579.0,0.0,4832.0,0.1403,4831.8597,-33604.0,36288.0,-1046.0,6470.0,78.0,6548.0,32127.0,
