Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2015,25796,4619,595,806.0,21238,,1191.0,-10.0,20057,28719,,,,,-4768.0,0.0,0.0,0.0,7902.0,87707.0,,,,-79805.0,,,,-11935.0,,,,,,,,-735.0,-14116.0,-961.0,-24617.0,,,,,-800.0,0.0,-800.0,12449.0,-187.0,,6912.0,,,
12/31/2015,-24093,3284,583,810.0,-37934,-252.0,334.0,11.0,-38027,9164,-5466.0,8478.0,6152.0,0.0,-22818.0,0.0,,0.0,-17264.0,70472.0,2743.0,67396.0,333.0,-87736.0,-20315.0,-67421.0,0.0,-6544.0,-18032.0,12960.0,-1472.0,0.0,0.0,0.0,0.0,990.0,6181.0,-850.0,-27435.0,-6420.0,-24947.0,9714.0,-5782.0,-799.0,0.0,-799.0,35274.0,-9.0,-74.0,-40804.0,,,
03/31/2016,10897,3472,566,997.0,-2753,-190.0,1704.0,831.0,-5098,8615,8135.0,6675.0,-6195.0,0.0,-21374.0,0.0,0.0,0.0,10340.0,45662.0,2768.0,42894.0,0.0,-35322.0,-4334.0,-30988.0,0.0,-32306.0,-9309.0,-26794.0,3797.0,0.0,0.0,0.0,0.0,592.0,29328.0,-974.0,9308.0,2783.0,14669.0,6260.0,-14404.0,1069.0,2069.0,-1000.0,20002.0,-77.0,1406.0,20257.0,,,
06/30/2016,15294,4783,562,976.0,-5690,-249.0,1337.0,131.0,-6909,14663,8142.0,5371.0,1150.0,0.0,-9116.0,0.0,0.0,0.0,-11267.0,50466.0,4471.0,45995.0,0.0,-61733.0,-9360.0,-52373.0,0.0,2033.0,-3902.0,5725.0,210.0,0.0,0.0,0.0,0.0,118.0,-15418.0,-879.0,-12851.0,2170.0,-10898.0,9523.0,-13646.0,-505.0,878.0,-1383.0,-1170.0,-13.0,837.0,-8403.0,,,
09/30/2016,13844,4955,564,850.0,-7839,-51.0,2031.0,125.0,-9944,15314,-7209.0,9022.0,13501.0,,-32510.0,0.0,0.0,0.0,-22783.0,65784.0,5588.0,60196.0,0.0,-88567.0,-15391.0,-73176.0,0.0,-9126.0,-4621.0,-6021.0,1516.0,0.0,0.0,0.0,0.0,-601.0,3860.0,-1178.0,-10399.0,-6022.0,133.0,8898.0,-13408.0,-1399.0,0.0,-1399.0,16804.0,32.0,351.0,-14455.0,,,
12/31/2016,-21674,4535,549,774.0,-5613,0.0,721.0,280.0,-6614,-21919,-9934.0,10308.0,-22293.0,0.0,-143.0,0.0,0.0,0.0,-6434.0,36904.0,5850.0,31054.0,0.0,-43338.0,-10814.0,-32524.0,0.0,6293.0,-13362.0,19231.0,424.0,0.0,0.0,0.0,0.0,-2.0,15157.0,-1163.0,-10384.0,-2945.0,-7904.0,10856.0,-10391.0,-1330.0,0.0,-1330.0,28039.0,-5.0,-2354.0,-9014.0,,,
03/31/2017,-12989,5337,534,835.0,-9741,-52.0,1382.0,306.0,-11377,-9954,-16723.0,7755.0,-986.0,0.0,-13941.0,0.0,0.0,0.0,2745.0,49976.0,3874.0,46102.0,0.0,-47231.0,-3033.0,-44198.0,0.0,-15484.0,-1811.0,-14615.0,942.0,0.0,0.0,0.0,0.0,-1202.0,46404.0,-1255.0,39764.0,20131.0,15807.0,17378.0,-13552.0,-2728.0,0.0,-2728.0,11207.0,-584.0,813.0,20287.0,,,
06/30/2017,9969,5106,531,726.0,-136,-101.0,1952.0,958.0,-2945,3742,-7103.0,12988.0,-2143.0,0.0,-10232.0,0.0,0.0,0.0,-4028.0,45864.0,3770.0,42094.0,0.0,-49892.0,-6902.0,-42990.0,0.0,-16543.0,-12947.0,-4653.0,1057.0,0.0,0.0,0.0,0.0,10339.0,-9709.0,-1148.0,2834.0,-7727.0,10476.0,16255.0,-16170.0,-2236.0,0.0,-2236.0,-9161.0,2.0,651.0,-9321.0,,,
09/30/2017,19984,5424,523,834.0,-9148,-125.0,1797.0,-42.0,-10778,22351,11273.0,6741.0,4337.0,0.0,-15451.0,0.0,0.0,0.0,-3063.0,52579.0,4550.0,48029.0,0.0,-55642.0,-7915.0,-47727.0,0.0,-12125.0,-14896.0,646.0,2125.0,0.0,0.0,0.0,0.0,-263.0,8730.0,-1721.0,-7978.0,-3821.0,-6296.0,17069.0,-14930.0,-2981.0,0.0,-2981.0,21437.0,-27.0,414.0,13677.0,,,
12/31/2017,-7100,2365,515,1001.0,-5310,23.0,3044.0,427.0,-8804,-5671,-2110.0,13064.0,-16625.0,0.0,-11917.0,0.0,0.0,0.0,-3837.0,35461.0,4459.0,31002.0,0.0,-39298.0,-7238.0,-32060.0,0.0,-11202.0,-11450.0,2807.0,-2559.0,0.0,0.0,0.0,0.0,3122.0,3843.0,-1576.0,-15052.0,-45.0,-12963.0,2784.0,-4828.0,-4869.0,0.0,-4869.0,25128.0,212.0,227.0,-14947.0,,,
03/31/2018,40354,6918,511,834.0,7180,-2.0,804.0,415.0,5963,24911,15807.0,9876.0,-772.0,0.0,-22849.0,0.0,0.0,0.0,6870.0,23499.0,3764.0,19735.0,0.0,-16629.0,-2453.0,-14176.0,0.0,-28914.0,-1190.0,-28799.0,1075.0,0.0,0.0,0.0,0.0,-805.0,28602.0,-1674.0,14390.0,5407.0,1626.0,20934.0,-13577.0,-2509.0,2349.0,-4858.0,19119.0,-724.0,700.0,46807.0,,,
06/30/2018,-6518,6784,513,827.0,-15462,-1.0,978.0,462.0,-16901,820,-17102.0,7370.0,10552.0,0.0,1980.0,0.0,0.0,0.0,-13954.0,23289.0,4056.0,19233.0,0.0,-37243.0,-19657.0,-17586.0,0.0,16877.0,-4565.0,18001.0,3441.0,0.0,0.0,0.0,0.0,-943.0,-27085.0,-1571.0,-276.0,2549.0,-630.0,21492.0,-23687.0,-6456.0,1322.0,-7778.0,-18973.0,191.0,-1419.0,-33042.0,,,
09/30/2018,19606,7167,515,716.0,-4849,-73.0,1063.0,446.0,-6285,16057,-12052.0,5975.0,22134.0,0.0,-26282.0,0.0,0.0,0.0,-9960.0,26306.0,5746.0,20560.0,0.0,-36266.0,-13105.0,-23161.0,0.0,-31670.0,-677.0,-21404.0,-9589.0,0.0,0.0,0.0,0.0,15348.0,21045.0,-1905.0,-7002.0,-11587.0,-6309.0,18447.0,-7553.0,-1383.0,844.0,-2227.0,35958.0,-4623.0,-710.0,13659.0,,,
12/31/2018,-13922,7278,524,905.0,-11070,-78.0,196.0,406.0,-11594,-11559,-10326.0,5751.0,-6984.0,0.0,-24317.0,0.0,0.0,0.0,6843.0,29325.0,5223.0,24102.0,0.0,-22482.0,-765.0,-21717.0,0.0,-38925.0,-24860.0,-12523.0,-1542.0,0.0,0.0,0.0,0.0,7765.0,30556.0,-1745.0,1712.0,-8847.0,15383.0,3405.0,-8229.0,-5231.0,0.0,-5231.0,35827.0,-7.0,229.0,-7454.0,,,
03/31/2019,15101,7311,418,1013.0,1405,-6.0,763.0,504.0,144,4954,-6543.0,7848.0,3649.0,0.0,-4767.0,0.0,,0.0,3879.0,55323.0,5284.0,50039.0,0.0,-51444.0,-416.0,-51028.0,0.0,-7979.0,-1999.0,-7872.0,1892.0,0.0,0.0,0.0,0.0,-667.0,-15508.0,-1926.0,-4294.0,-6181.0,1463.0,14716.0,-14292.0,-6263.0,0.0,-6263.0,-2139.0,-886.0,-607.0,-5781.0,,,
06/30/2019,-6725,7348,434,857.0,-3300,-109.0,731.0,481.0,-4403,-12064,-11191.0,6234.0,-7107.0,0.0,-2451.0,0.0,0.0,0.0,-2451.0,39272.0,7637.0,31635.0,0.0,-41723.0,-9047.0,-32676.0,0.0,660.0,-20656.0,19728.0,1588.0,0.0,0.0,0.0,0.0,-660.0,7923.0,-1696.0,17954.0,13236.0,6497.0,17777.0,-19556.0,-4144.0,2363.0,-6507.0,-4244.0,53.0,1024.0,-229.0,,,
09/30/2019,-5702,5777,438,779.0,-5175,-1.0,295.0,510.0,-5979,-7521,-12807.0,5268.0,18.0,0.0,-30133.0,0.0,0.0,0.0,2634.0,29950.0,9911.0,20039.0,0.0,-27316.0,-362.0,-26954.0,0.0,-43851.0,-11784.0,-22383.0,-9684.0,0.0,0.0,0.0,0.0,11084.0,22828.0,-464.0,14219.0,3438.0,7119.0,12656.0,-8994.0,-6346.0,1280.0,-7626.0,17743.0,-2324.0,-1293.0,-14300.0,,,
12/31/2019,59103,6994,439,941.0,-7263,-101.0,646.0,479.0,-8287,57992,38461.0,10841.0,8690.0,0.0,-43279.0,0.0,0.0,0.0,-28069.0,41345.0,11938.0,29407.0,0.0,-69414.0,-27290.0,-42124.0,0.0,-17654.0,-12369.0,-2552.0,-2733.0,0.0,0.0,0.0,0.0,2444.0,-11866.0,-1848.0,-44128.0,-6489.0,-36958.0,7271.0,-7952.0,-7748.0,0.0,-7748.0,41967.0,-109.0,508.0,4466.0,,,
03/31/2020,19043,4010,432,4761.0,-5562,-315.0,-229.0,543.0,-5561,15402,29615.0,7397.0,-21610.0,0.0,-90411.0,0.0,0.0,0.0,13355.0,38618.0,11933.0,26685.0,0.0,-25263.0,-7132.0,-18131.0,0.0,-102147.0,-69667.0,-32548.0,68.0,0.0,0.0,0.0,0.0,-1619.0,161147.0,-2083.0,21723.0,5904.0,4934.0,18728.0,-7843.0,-5264.0,1098.0,-6362.0,148522.0,-1751.0,-949.0,88830.0,,,
06/30/2020,-3006,3533,448,5117.0,-44,-62.0,-457.0,534.0,-59,-12060,-28550.0,3566.0,12924.0,0.0,-88349.0,0.0,0.0,0.0,10326.0,51306.0,21914.0,29392.0,0.0,-40980.0,-20455.0,-20525.0,0.0,-98308.0,39601.0,-142998.0,5089.0,0.0,0.0,0.0,0.0,-367.0,129132.0,-1833.0,-4196.0,-12120.0,8981.0,11976.0,-13033.0,-1358.0,0.0,-1358.0,135341.0,1178.0,1179.0,38956.0,,,
