Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/2011,5889.0,5889.0,,-3586.0,3586.0,2303.0,0.0,-1973.0,1973.0,0.0,330.0,-116.0,116.0,117.0,-1.0,,0.0,214.0,-83.0,131.0,0.0,0.0,0.0,131.0,0.0,131.0,0.0,0.0,131.0,131.0,0.0,425.1,0.31,0.31,0.31,430.0,0.3,0.3,0.3,
07/30/2011,5939.0,5939.0,,-3457.0,3457.0,2482.0,0.0,-1976.0,1976.0,0.0,506.0,-111.0,111.0,112.0,-1.0,,0.0,395.0,-154.0,241.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,0.0,241.0,241.0,0.0,427.5,0.56,0.56,0.56,434.6,0.55,0.55,0.55,
10/29/2011,5853.0,5853.0,,-3544.0,3544.0,2309.0,0.0,-2018.0,2018.0,0.0,291.0,-108.0,108.0,109.0,-1.0,,0.0,183.0,-44.0,139.0,0.0,0.0,0.0,139.0,0.0,139.0,0.0,0.0,139.0,139.0,0.0,425.3,0.33,0.33,0.33,431.8,0.32,0.32,0.32,
01/28/2012,8724.0,8724.0,,-5151.0,5151.0,3573.0,0.0,-2289.0,2314.0,-25.0,1284.0,-108.0,108.0,109.0,-1.0,,0.0,1176.0,-431.0,745.0,0.0,0.0,0.0,745.0,0.0,745.0,0.0,0.0,745.0,733.55,-11.45,420.0,1.77,1.77,1.746548,427.3,1.74,1.74,1.713204,
04/28/2012,6143.0,6143.0,,-3757.0,3757.0,2386.0,0.0,-1995.0,1995.0,0.0,391.0,-112.0,112.0,113.0,-1.0,,0.0,279.0,-98.0,181.0,0.0,0.0,0.0,181.0,0.0,181.0,0.0,0.0,181.0,181.0,0.0,417.1,0.43,0.43,0.43,424.3,0.43,0.43,0.43,
07/28/2012,6118.0,6118.0,,-3555.0,3555.0,2563.0,0.0,-2009.0,2009.0,0.0,554.0,-105.0,105.0,105.0,0.0,,0.0,449.0,-170.0,279.0,0.0,0.0,0.0,279.0,0.0,279.0,0.0,0.0,279.0,279.0,0.0,411.2,0.68,0.68,0.68,417.1,0.67,0.67,0.67,
10/27/2012,6075.0,6075.0,,-3672.0,3672.0,2403.0,0.0,-2078.0,2078.0,0.0,325.0,-103.0,103.0,104.0,-1.0,,0.0,222.0,-77.0,145.0,0.0,0.0,0.0,145.0,0.0,145.0,0.0,0.0,145.0,145.0,0.0,401.3,0.36,0.36,0.36,407.9,0.36,0.36,0.36,
02/02/2013,9350.0,9350.0,,-5554.0,5554.0,3796.0,0.0,-2405.0,2400.0,5.0,1391.0,-239.0,106.0,107.0,-1.0,,133.0,1152.0,-422.0,730.0,0.0,0.0,0.0,730.0,0.0,730.0,0.0,0.0,730.0,818.65,88.65,392.3,1.86,1.86,2.086796,399.4,1.83,1.83,2.051958,
05/04/2013,6387.0,6387.0,,-3911.0,3911.0,2476.0,0.0,-2041.0,2041.0,0.0,435.0,-97.0,97.0,97.0,0.0,,0.0,338.0,-121.0,217.0,0.0,0.0,0.0,217.0,0.0,217.0,0.0,0.0,217.0,217.0,0.0,388.2,0.56,0.56,0.56,394.5,0.55,0.55,0.55,
08/03/2013,6066.0,6066.0,,-3533.0,3533.0,2533.0,0.0,-1999.0,1999.0,0.0,534.0,-96.0,96.0,97.0,-1.0,,0.0,438.0,-157.0,281.0,0.0,0.0,0.0,281.0,0.0,281.0,0.0,0.0,281.0,281.0,0.0,382.5,0.73,0.73,0.73,389.3,0.72,0.72,0.72,
11/02/2013,6276.0,6276.0,,-3817.0,3817.0,2459.0,0.0,-2099.0,2099.0,0.0,360.0,-96.0,96.0,97.0,-1.0,,0.0,264.0,-87.0,177.0,0.0,0.0,0.0,177.0,0.0,177.0,0.0,0.0,177.0,177.0,0.0,374.8,0.47,0.47,0.47,380.2,0.47,0.47,0.47,
02/01/2014,9202.0,9202.0,,-5464.0,5464.0,3738.0,0.0,-2389.0,2301.0,88.0,1349.0,-99.0,99.0,99.0,0.0,,0.0,1250.0,-439.0,811.0,0.0,0.0,0.0,811.0,0.0,811.0,0.0,0.0,811.0,855.2,44.2,367.7,2.21,2.21,2.325809,375.1,2.16,2.16,2.277835,
05/03/2014,6279.0,6279.0,,-3836.0,3836.0,2443.0,0.0,-2000.0,2000.0,0.0,443.0,-100.0,100.0,100.0,0.0,,0.0,343.0,-119.0,224.0,0.0,0.0,0.0,224.0,0.0,224.0,0.0,0.0,224.0,224.0,0.0,365.9,0.61,0.61,0.61,372.6,0.6,0.6,0.6,
08/02/2014,6267.0,6267.0,,-3672.0,3672.0,2595.0,0.0,-2024.0,2024.0,0.0,571.0,-100.0,100.0,101.0,-1.0,,0.0,471.0,-179.0,292.0,0.0,0.0,0.0,292.0,0.0,292.0,0.0,0.0,292.0,292.0,0.0,359.2,0.81,0.81,0.81,365.4,0.8,0.8,0.8,
11/01/2014,6195.0,6195.0,,-3766.0,3766.0,2429.0,0.0,-2007.0,2007.0,0.0,422.0,-96.0,96.0,97.0,-1.0,,0.0,326.0,-109.0,217.0,0.0,0.0,0.0,217.0,0.0,217.0,0.0,0.0,217.0,217.0,0.0,351.6,0.62,0.62,0.62,357.7,0.61,0.61,0.61,
01/31/2015,9364.0,9364.0,,-5589.0,5589.0,3775.0,0.0,-2411.0,2324.0,87.0,1364.0,-114.0,97.0,97.0,0.0,,17.0,1250.0,-457.0,793.0,0.0,0.0,0.0,793.0,0.0,793.0,0.0,0.0,793.0,860.6,67.6,344.3,2.3,2.3,2.499564,350.9,2.26,2.26,2.452647,
05/02/2015,6232.0,6232.0,,-3800.0,3800.0,2432.0,0.0,-2023.0,2023.0,0.0,409.0,-95.0,95.0,95.0,0.0,,0.0,314.0,-121.0,193.0,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,193.0,180.0,-13.0,340.7,0.57,0.57,0.528324,346.5,0.56,0.56,0.522482,
08/01/2015,6104.0,6104.0,,-3610.0,3610.0,2494.0,0.0,-2058.0,2058.0,0.0,436.0,-93.0,93.0,94.0,-1.0,,0.0,343.0,-126.0,217.0,0.0,0.0,0.0,217.0,0.0,217.0,0.0,0.0,217.0,217.0,0.0,335.7,0.65,0.65,0.65,341.0,0.64,0.64,0.64,
10/31/2015,5874.0,5874.0,,-3537.0,3537.0,2337.0,0.0,-2079.0,1968.0,111.0,258.0,-80.0,80.0,80.0,0.0,,0.0,178.0,-61.0,117.0,0.0,0.0,0.0,117.0,1.0,118.0,0.0,0.0,118.0,186.0,68.0,325.3,0.36,0.36,0.57178,329.7,0.36,0.36,0.566248,
01/30/2016,8869.0,8869.0,,-5549.0,5549.0,3320.0,0.0,-2384.0,2207.0,177.0,936.0,-93.0,93.0,94.0,-1.0,,0.0,843.0,-300.0,543.0,0.0,0.0,0.0,543.0,1.0,544.0,0.0,0.0,544.0,731.2,187.2,312.2,1.74,1.74,2.342088,314.8,1.73,1.73,2.324663,
04/30/2016,5936.0,5774.0,162.0,-3504.0,3504.0,2432.0,0.0,-2142.0,2156.0,-14.0,290.0,-100.0,98.0,99.0,-1.0,,2.0,190.0,-67.0,123.0,0.0,0.0,0.0,123.0,1.0,124.0,0.0,0.0,124.0,123.35,-0.65,310.0,0.4,0.4,0.397903,310.0,0.4,0.4,0.397903,
07/30/2016,5866.0,5866.0,0.0,-3468.0,3468.0,2398.0,0.0,-2281.0,2026.0,255.0,117.0,-97.0,97.0,98.0,-1.0,,0.0,20.0,-11.0,9.0,0.0,0.0,0.0,9.0,2.0,11.0,0.0,0.0,11.0,168.0,157.0,309.4,0.03,0.03,0.542986,311.3,0.03,0.03,0.534337,
10/29/2016,5782.0,5635.0,147.0,-3361.0,3361.0,2421.0,0.0,-2270.0,2311.0,-41.0,151.0,-129.0,81.0,82.0,-1.0,,48.0,22.0,-10.0,12.0,0.0,0.0,0.0,12.0,2.0,14.0,0.0,0.0,14.0,27.65,13.65,280.0,0.05,0.05,0.09875,280.0,0.05,0.05,0.09875,
01/28/2017,8723.0,8533.0,190.0,-5225.0,5225.0,3498.0,0.0,-2665.0,2568.0,97.0,833.0,-89.0,87.0,88.0,-1.0,,2.0,744.0,-261.0,483.0,0.0,0.0,0.0,483.0,3.0,486.0,0.0,0.0,486.0,559.05,73.05,305.5,1.59,1.59,1.829951,307.8,1.58,1.58,1.817329,
04/29/2017,5511.0,5350.0,161.0,-3303.0,3303.0,2208.0,0.0,-1989.0,2057.0,-68.0,219.0,-74.0,84.0,86.0,-2.0,,-10.0,145.0,-68.0,77.0,0.0,0.0,0.0,77.0,1.0,78.0,0.0,0.0,78.0,38.0,-40.0,305.0,0.26,0.26,0.12459,306.9,0.26,0.26,0.12459,
07/29/2017,5803.0,5636.0,167.0,-3403.0,3403.0,2400.0,0.0,-2118.0,2161.0,-43.0,282.0,-114.0,79.0,82.0,-3.0,,35.0,168.0,-60.0,108.0,0.0,0.0,0.0,108.0,3.0,111.0,0.0,0.0,111.0,114.000005,3.000005,305.5,0.36,0.36,0.373159,306.5,0.36,0.36,0.369788,
10/28/2017,5426.0,5281.0,145.0,-3152.0,3152.0,2274.0,0.0,-2156.0,2188.0,-32.0,118.0,-81.0,74.0,76.0,-2.0,,7.0,37.0,-10.0,27.0,0.0,0.0,0.0,27.0,3.0,30.0,0.0,0.0,30.0,44.2,14.2,305.5,0.1,0.1,0.144681,306.5,0.1,0.1,0.144681,
02/03/2018,8901.0,8672.0,229.0,-5323.0,5323.0,3578.0,0.0,-2332.0,2548.0,-216.0,1246.0,-79.0,73.0,77.0,-4.0,,6.0,1167.0,176.0,1343.0,0.0,0.0,0.0,1343.0,4.0,1347.0,0.0,0.0,1347.0,775.835,-571.165,305.6,4.41,4.41,2.538727,307.4,4.38,4.38,2.521949,
05/05/2018,5698.0,5541.0,157.0,-3382.0,3382.0,2316.0,0.0,-2078.0,2083.0,-5.0,238.0,-55.0,66.0,71.0,-5.0,,-11.0,183.0,-52.0,131.0,0.0,0.0,0.0,131.0,8.0,139.0,0.0,0.0,139.0,131.0,-8.0,306.6,0.45,0.45,0.427267,309.4,0.45,0.45,0.424144,
08/04/2018,5758.0,5572.0,186.0,-3320.0,3320.0,2438.0,0.0,-2135.0,2164.0,-29.0,303.0,-106.0,62.0,69.0,-7.0,,44.0,197.0,-33.0,164.0,0.0,0.0,0.0,164.0,2.0,166.0,0.0,0.0,166.0,185.0,19.0,307.7,0.54,0.54,0.601235,312.0,0.53,0.53,0.590897,
11/03/2018,5589.0,5404.0,185.0,-3226.0,3226.0,2363.0,0.0,-2216.0,2255.0,-39.0,147.0,-73.0,59.0,64.0,-5.0,,14.0,74.0,-12.0,62.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0,0.0,62.0,52.0,-10.0,308.1,0.2,0.2,0.168776,312.2,0.2,0.2,0.167969,
02/02/2019,8695.0,8455.0,240.0,-5288.0,5288.0,3407.0,0.0,-2357.0,2538.0,-181.0,1050.0,-84.0,49.0,57.0,-8.0,,35.0,966.0,-226.0,740.0,0.0,0.0,0.0,740.0,0.0,740.0,0.0,0.0,740.0,646.0,-94.0,308.4,2.4,2.4,2.094682,311.9,2.37,2.37,2.068621,
05/04/2019,5676.0,5504.0,172.0,-3403.0,3403.0,2273.0,0.0,-2070.0,2112.0,-42.0,203.0,-40.0,47.0,54.0,-7.0,,-7.0,163.0,-27.0,136.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0,0.0,136.0,106.0,-30.0,309.1,0.44,0.44,0.342931,311.4,0.44,0.44,0.342931,
08/03/2019,5722.0,5546.0,176.0,-3395.0,3395.0,2327.0,0.0,-2172.0,2177.0,-5.0,155.0,-39.0,47.0,52.0,-5.0,,-8.0,116.0,-30.0,86.0,0.0,0.0,0.0,86.0,0.0,86.0,0.0,0.0,86.0,82.58,-3.42,309.8,0.28,0.28,0.266559,311.6,0.28,0.28,0.266559,
11/02/2019,5356.0,5173.0,183.0,-3106.0,3106.0,2250.0,0.0,-2198.0,2202.0,-4.0,52.0,-52.0,48.0,52.0,-4.0,,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,6.0,309.9,0.01,0.01,0.025815,311.0,0.01,0.01,0.025815,
02/01/2020,8576.0,8337.0,239.0,-5266.0,5266.0,3310.0,0.0,-2751.0,2509.0,242.0,559.0,-110.0,42.0,46.0,-4.0,,68.0,449.0,-109.0,340.0,0.0,0.0,0.0,340.0,0.0,340.0,0.0,0.0,340.0,590.0,250.0,309.9,1.1,1.1,1.90384,311.5,1.09,1.09,1.892568,
05/02/2020,3148.0,3017.0,131.0,-2501.0,2501.0,647.0,0.0,-4766.0,1598.0,3168.0,-4119.0,-38.0,47.0,49.0,-2.0,,-9.0,-4157.0,576.0,-3581.0,0.0,0.0,0.0,-3581.0,0.0,-3581.0,0.0,0.0,-3581.0,-642.0,2939.0,310.6,-11.53,-11.53,-2.066967,310.6,-11.53,-11.53,-2.067669,
08/01/2020,3727.0,3559.0,168.0,-2718.0,2718.0,1009.0,0.0,-1640.0,1398.0,242.0,-631.0,-98.0,69.0,70.0,-1.0,,29.0,-729.0,298.0,-431.0,0.0,0.0,0.0,-431.0,0.0,-431.0,0.0,0.0,-431.0,-358.491166,72.508834,311.2,-1.39,-1.39,-1.151964,311.2,-1.39,-1.39,-1.157002,
10/31/2020,3951.909,,,,,1408.30229124,,,,,-317.6,,,,,,,-395.8,,-201.0,,,,,,-201.0,,,-201.0,-256.571,,,-0.821,-0.821,-0.839,,-0.821,-0.821,-0.839,
01/31/2021,6465.3,,,,,2071.288161,,,,,-25.534,,,,,,,-88.6,,88.223,,,,,,88.223,,,88.223,-0.116,,,-0.116,-0.116,0.105,,-0.116,-0.116,0.105,
