Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,25916.0,2413.0,23503.0,-19244.0,19244.0,6672.0,0.0,-4598.0,290.0,4308.0,2074.0,-139.0,,139.0,,,0.0,1935.0,-677.0,1258.0,0.0,0.0,0.0,1258.0,0.0,1258.0,0.0,0.0,1258.0,1253.45,-4.55,1075.0,1.17,1.17,1.166,1075.0,1.17,1.17,1.165767,
03/31/2012,27282.0,2479.0,24803.0,-20573.0,20573.0,6709.0,0.0,-4392.0,296.0,4096.0,2317.0,-148.0,,148.0,,,0.0,2169.0,-781.0,1388.0,0.0,0.0,0.0,1388.0,0.0,1388.0,0.0,0.0,1388.0,1362.65,-25.35,1039.0,1.34,1.34,1.311501,1060.0,1.31,1.31,1.286085,
06/30/2012,27265.0,2478.0,24787.0,-20633.0,20633.0,6632.0,0.0,-4406.0,326.0,4080.0,2226.0,-153.0,,153.0,,,0.0,2073.0,-736.0,1337.0,0.0,0.0,0.0,1337.0,0.0,1337.0,0.0,0.0,1337.0,1304.5,-32.5,1028.0,1.3,1.3,1.268969,1049.0,1.27,1.27,1.239018,
09/30/2012,27302.0,2517.0,24785.0,-20098.0,20098.0,7204.0,0.0,-4594.0,317.0,4277.0,2610.0,-158.0,,158.0,,,0.0,2452.0,-895.0,1557.0,0.0,0.0,0.0,1557.0,0.0,1557.0,0.0,0.0,1557.0,1544.0,-13.0,1022.0,1.52,1.52,1.510763,1039.0,1.5,1.5,1.487488,
12/31/2012,28769.0,2736.0,26033.0,-21445.0,21445.0,7324.0,0.0,-5223.0,370.0,4853.0,2101.0,-173.0,,173.0,,,0.0,1928.0,-684.0,1244.0,0.0,0.0,0.0,1244.0,0.0,1244.0,0.0,0.0,1244.0,1213.45,-30.55,1037.0,1.2,1.2,1.170154,1037.0,1.2,1.2,1.170154,
03/31/2013,30340.0,2863.0,27477.0,-23251.0,23251.0,7089.0,0.0,-4950.0,336.0,4614.0,2139.0,-178.0,,178.0,,,0.0,1961.0,-721.0,1240.0,0.0,0.0,0.0,1240.0,-48.0,1192.0,0.0,0.0,1192.0,1154.95,-37.05,1016.0,1.17,1.17,1.136762,1029.0,1.16,1.16,1.123994,
06/30/2013,30408.0,2993.0,27415.0,-22842.0,22842.0,7566.0,0.0,-5165.0,340.0,4825.0,2401.0,-176.0,,176.0,,,0.0,2225.0,-789.0,1436.0,0.0,0.0,0.0,1436.0,0.0,1436.0,0.0,0.0,1436.0,1404.15,-31.85,1009.0,1.42,1.42,1.391625,1026.0,1.4,1.4,1.368957,
09/30/2013,30624.0,3105.0,27519.0,-22775.0,22775.0,7849.0,0.0,-5218.0,349.0,4869.0,2631.0,-178.0,,178.0,,,0.0,2453.0,-883.0,1570.0,0.0,0.0,0.0,1570.0,0.0,1570.0,0.0,0.0,1570.0,1590.15,20.15,1004.0,1.56,1.56,1.583815,1024.0,1.53,1.53,1.549678,
12/31/2013,31117.0,3226.0,27891.0,-23261.0,23261.0,7856.0,0.0,-5404.0,350.0,5054.0,2452.0,-176.0,,176.0,,,0.0,2276.0,-849.0,1427.0,0.0,0.0,0.0,1427.0,0.0,1427.0,0.0,0.0,1427.0,1398.4,-28.6,1014.0,1.41,1.41,1.379093,1014.0,1.41,1.41,1.379093,
03/31/2014,31708.0,3402.0,28306.0,-24100.0,24100.0,7608.0,0.0,-5554.0,360.0,5194.0,2054.0,-160.0,,160.0,,,0.0,1894.0,-795.0,1099.0,0.0,0.0,0.0,1099.0,0.0,1099.0,0.0,0.0,1099.0,1069.1,-29.9,983.0,1.12,1.12,1.087589,996.0,1.1,1.1,1.06998,
06/30/2014,32574.0,3484.0,29090.0,-24452.0,24452.0,8122.0,0.0,-5570.0,364.0,5206.0,2552.0,-155.0,,155.0,,,0.0,2397.0,-989.0,1408.0,0.0,0.0,0.0,1408.0,0.0,1408.0,0.0,0.0,1408.0,1338.45,-69.55,979.0,1.44,1.44,1.36716,991.0,1.42,1.42,1.349818,
09/30/2014,32759.0,3615.0,29144.0,-24047.0,24047.0,8712.0,0.0,-5809.0,373.0,5436.0,2903.0,-152.0,,152.0,,,0.0,2751.0,-1149.0,1602.0,0.0,0.0,0.0,1602.0,0.0,1602.0,0.0,0.0,1602.0,1582.5,-19.5,969.0,1.65,1.65,1.633127,982.0,1.63,1.63,1.610143,
12/31/2014,33433.0,3892.0,29541.0,-24553.0,24553.0,8880.0,0.0,-6115.0,381.0,5734.0,2765.0,-151.0,,151.0,,,0.0,2614.0,-1104.0,1510.0,0.0,0.0,0.0,1510.0,0.0,1510.0,0.0,0.0,1510.0,1491.8,-18.2,973.0,1.55,1.55,1.533196,973.0,1.55,1.55,1.531295,
03/31/2015,35756.0,3936.0,31820.0,-26904.0,26904.0,8852.0,0.0,-6212.0,378.0,5834.0,2640.0,-150.0,,150.0,,,0.0,2490.0,-1077.0,1413.0,0.0,0.0,0.0,1413.0,0.0,1413.0,0.0,0.0,1413.0,1411.05,-1.95,954.0,1.48,1.48,1.479088,969.0,1.46,1.46,1.457988,
06/30/2015,36263.0,4088.0,32175.0,-27251.0,27251.0,9012.0,0.0,-6117.0,379.0,5738.0,2895.0,-151.0,,151.0,,,0.0,2744.0,-1159.0,1585.0,0.0,0.0,0.0,1585.0,0.0,1585.0,0.0,0.0,1585.0,1540.8,-44.2,952.0,1.66,1.66,1.618487,966.0,1.64,1.64,1.594244,
09/30/2015,41489.0,9518.0,31971.0,-31841.0,31841.0,9648.0,0.0,-6630.0,452.0,6178.0,3018.0,-229.0,,229.0,,,0.0,2789.0,-1171.0,1618.0,0.0,0.0,0.0,1618.0,-21.0,1597.0,0.0,0.0,1597.0,1578.8,-18.2,953.0,1.68,1.68,1.656663,967.0,1.65,1.65,1.631179,
12/31/2015,43599.0,11692.0,31907.0,-34085.0,34085.0,9514.0,0.0,-7046.0,484.0,6562.0,2468.0,-260.0,,260.0,,,0.0,2208.0,-956.0,1252.0,0.0,0.0,0.0,1252.0,-34.0,1218.0,0.0,0.0,1218.0,1190.7,-27.3,953.0,1.26,1.26,1.249423,967.0,1.26,1.26,1.231768,
03/31/2016,44527.0,9533.0,34994.0,-34307.0,34307.0,10220.0,0.0,-7260.0,502.0,6758.0,2960.0,-259.0,,259.0,,,0.0,2701.0,-1074.0,1627.0,0.0,0.0,0.0,1627.0,-16.0,1611.0,0.0,0.0,1611.0,1588.25,-22.75,953.0,1.69,1.69,1.666579,967.0,1.67,1.67,1.646474,
06/30/2016,46485.0,9879.0,36606.0,-35978.0,35978.0,10507.0,0.0,-7304.0,511.0,6793.0,3203.0,-271.0,,271.0,,,0.0,2932.0,-1172.0,1760.0,0.0,0.0,0.0,1760.0,-6.0,1754.0,0.0,0.0,1754.0,1730.6,-23.4,951.0,1.84,1.84,1.819769,967.0,1.81,1.81,1.785801,
09/30/2016,46293.0,9960.0,36333.0,-35165.0,35165.0,11128.0,0.0,-7548.0,515.0,7033.0,3580.0,-269.0,,269.0,,,0.0,3311.0,-1333.0,1978.0,0.0,0.0,0.0,1978.0,-10.0,1968.0,0.0,0.0,1968.0,1968.0,0.0,952.0,2.07,2.07,2.07,969.0,2.03,2.03,2.03,
12/31/2016,47535.0,10522.0,37013.0,-36004.0,36004.0,11531.0,0.0,-8344.0,527.0,7817.0,3187.0,-268.0,,268.0,,,0.0,2919.0,-1211.0,1708.0,0.0,0.0,0.0,1708.0,-24.0,1684.0,0.0,0.0,1684.0,1639.15,-44.85,970.0,1.74,1.74,1.689845,970.0,1.74,1.74,1.689845,
03/31/2017,48723.0,9563.0,39160.0,-37755.0,37755.0,10968.0,0.0,-7555.0,533.0,7022.0,3413.0,-283.0,,283.0,,,0.0,3130.0,-939.0,2191.0,0.0,0.0,0.0,2191.0,-19.0,2172.0,0.0,0.0,2172.0,2172.0,0.0,954.0,2.28,2.28,2.28,975.0,2.23,2.23,2.23,
06/30/2017,50053.0,10212.0,39841.0,-38438.0,38438.0,11615.0,0.0,-7884.0,556.0,7328.0,3731.0,-301.0,,301.0,,,0.0,3430.0,-1080.0,2350.0,0.0,0.0,0.0,2350.0,-66.0,2284.0,0.0,0.0,2284.0,2284.0,0.0,964.0,2.37,2.37,2.37,985.0,2.32,2.32,2.32,
09/30/2017,50322.0,10523.0,39799.0,-38269.0,38269.0,12053.0,0.0,-7965.0,578.0,7387.0,4088.0,-294.0,,294.0,,,0.0,3794.0,-1233.0,2561.0,0.0,0.0,0.0,2561.0,-76.0,2485.0,0.0,0.0,2485.0,2485.0,0.0,968.0,2.57,2.57,2.57,989.0,2.51,2.51,2.51,
12/31/2017,52061.0,11385.0,40676.0,-39686.0,39686.0,12375.0,0.0,-8398.0,578.0,7820.0,3977.0,-308.0,,308.0,,,0.0,3669.0,52.0,3721.0,0.0,0.0,0.0,3721.0,-104.0,3617.0,0.0,0.0,3617.0,2366.05,-1250.95,970.0,3.728866,3.728866,2.439227,991.0,3.649849,3.649849,2.387538,
03/31/2018,55188.0,10806.0,44382.0,-42047.0,42047.0,13141.0,0.0,-9088.0,582.0,8506.0,4053.0,-329.0,,329.0,,,0.0,3724.0,-800.0,2924.0,0.0,0.0,0.0,2924.0,-88.0,2836.0,0.0,0.0,2836.0,2836.0,0.0,966.0,2.94,2.94,2.94,987.0,2.87,2.87,2.87,
06/30/2018,56086.0,11273.0,44813.0,-42898.0,42898.0,13188.0,0.0,-8984.0,598.0,8386.0,4204.0,-344.0,,344.0,,,0.0,3860.0,-850.0,3010.0,0.0,0.0,0.0,3010.0,-88.0,2922.0,0.0,0.0,2922.0,2922.0,0.0,961.0,3.04,3.04,3.04,982.0,2.98,2.98,2.98,
09/30/2018,56556.0,11561.0,44995.0,-42876.0,42876.0,13680.0,0.0,-9090.0,611.0,8479.0,4590.0,-353.0,,353.0,,,0.0,4237.0,-953.0,3284.0,0.0,0.0,0.0,3284.0,-96.0,3188.0,0.0,0.0,3188.0,3188.0,0.0,962.0,3.31,3.31,3.31,983.0,3.24,3.24,3.24,
12/31/2018,58417.0,13144.0,45273.0,-44580.0,44580.0,13837.0,0.0,-9340.0,637.0,8703.0,4497.0,-374.0,,374.0,,,0.0,4123.0,-959.0,3164.0,0.0,0.0,0.0,3164.0,-124.0,3040.0,0.0,0.0,3040.0,3040.0,0.0,982.0,3.1,3.1,3.1,982.0,3.1,3.1,3.1,
03/31/2019,60308.0,12390.0,47918.0,-46320.0,46320.0,13988.0,0.0,-9156.0,639.0,8517.0,4832.0,-400.0,,400.0,,,0.0,4432.0,-875.0,3557.0,0.0,0.0,0.0,3557.0,-90.0,3467.0,0.0,0.0,3467.0,3467.0,0.0,958.0,3.62,3.62,3.62,975.0,3.56,3.56,3.56,
06/30/2019,60595.0,12849.0,47746.0,-46782.0,46782.0,13813.0,0.0,-9069.0,654.0,8415.0,4744.0,-418.0,,418.0,,,0.0,4326.0,-941.0,3385.0,0.0,0.0,0.0,3385.0,-92.0,3293.0,0.0,0.0,3293.0,3293.0,0.0,950.0,3.47,3.47,3.47,964.0,3.42,3.42,3.42,
09/30/2019,60351.0,12488.0,47863.0,-45668.0,45668.0,14683.0,0.0,-9669.0,709.0,8960.0,5014.0,-449.0,,449.0,,,0.0,4565.0,-936.0,3629.0,0.0,0.0,0.0,3629.0,-91.0,3538.0,0.0,0.0,3538.0,3538.0,0.0,949.0,3.73,3.73,3.73,963.0,3.67,3.67,3.67,
12/31/2019,60901.0,12843.0,48058.0,-45787.0,45787.0,15114.0,0.0,-10019.0,718.0,9301.0,5095.0,-437.0,,437.0,,,0.0,4658.0,-990.0,3668.0,0.0,0.0,0.0,3668.0,-127.0,3541.0,0.0,0.0,3541.0,3541.0,0.0,962.0,3.68,3.68,3.68,962.0,3.68,3.68,3.68,
03/31/2020,64421.0,13416.0,51005.0,-48687.0,48687.0,15734.0,0.0,-10738.0,723.0,10015.0,4996.0,-437.0,,437.0,,,0.0,4559.0,-1094.0,3465.0,0.0,0.0,0.0,3465.0,-83.0,3382.0,0.0,0.0,3382.0,3382.0,0.0,949.0,3.56,3.56,3.56,962.0,3.52,3.52,3.52,
06/30/2020,62138.0,12403.0,49735.0,-42179.0,42179.0,19959.0,0.0,-10718.0,717.0,10001.0,9241.0,-430.0,430.0,430.0,0.0,,0.0,8811.0,-2115.0,6696.0,0.0,0.0,0.0,6696.0,-59.0,6637.0,0.0,0.0,6637.0,6637.0,0.0,949.0,6.99,6.99,6.99,960.0,6.91,6.91,6.91,
09/30/2020,63926.067,,,,,14446.65188133,,,,,4138.077,,,,,,,3855.667,,2772.563,,,,,,2772.563,,,2772.563,2953.0,,,2.942,2.942,3.106,,2.942,2.942,3.106,
12/31/2020,65350.733,,,,,13562.23761949,,,,,3737.077,,,,,,,3450.083,,2342.25,,,,,,2342.25,,,2342.25,2497.882,,,2.573,2.573,2.65,,2.573,2.573,2.65,
