Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2005,1307.0,793.0,,,,219.0,,,,0.0,295.0,-463.0,221.0,18.0,203.0,242.0,,,,844.0,-504.0,62.0,121.0,59.0,262.0,340.0,-1246.0,,,0.0,,126.0,124.0,-1.0,3.0,1120.0,-906.0,165.0,,-741.0,0.0,,,-741.0,479.0,-262.0,-3.0,0.0,-265.0,-265.0,,219.6,-1.21,-1.21,0.54,219.6,-1.21,-1.21,0.54,
12/31/2005,1906.0,630.0,,,,917.0,,,,0.0,359.0,-1136.0,254.0,108.0,146.0,882.0,,,,770.0,-819.0,71.0,126.0,61.0,561.0,-49.0,-80.0,,,0.0,,91.0,123.0,-35.0,3.0,-11.0,-129.0,52.0,,-77.0,-14.0,,,-63.0,60.0,-3.0,-3.0,0.0,-6.0,-6.0,,219.0,-0.03,-0.09,0.19,219.0,-0.03,-0.09,0.19,
03/31/2006,1937.0,729.0,,,,1041.0,,,,0.0,167.0,-1418.0,472.0,338.0,134.0,946.0,,,,519.0,-574.0,74.0,158.0,76.0,266.0,-55.0,-73.0,,,0.0,,125.0,120.0,-2.0,7.0,-52.0,-128.0,28.0,,-100.0,-8.0,,,-92.0,69.0,-23.0,-4.0,0.0,-27.0,-27.0,,219.1,-0.12,-0.16,-0.15,219.1,-0.12,-0.16,-0.15,
06/30/2006,1219.0,791.0,,,,334.0,,,,0.0,94.0,-671.0,374.0,223.0,151.0,297.0,,,,548.0,-487.0,81.0,121.0,55.0,230.0,61.0,-76.0,,,0.0,,124.0,119.0,-3.0,8.0,-48.0,-15.0,80.0,,65.0,-12.0,,,77.0,0.0,77.0,-5.0,0.0,72.0,72.0,,219.6,0.33,0.27,0.2,229.6,0.31,0.26,0.19,
09/30/2006,1288.0,976.0,,,,201.0,,,,0.0,111.0,-653.0,457.0,252.0,205.0,196.0,,,,635.0,-442.0,66.0,124.0,-21.0,273.0,193.0,-307.0,,,0.0,,119.0,115.0,-2.0,6.0,188.0,-114.0,41.0,,-73.0,-11.0,,,-62.0,-38.0,-100.0,-3.0,0.0,-103.0,-103.0,,220.1,-0.47,-0.52,0.13,220.1,-0.47,-0.52,0.13,
12/31/2006,1682.0,806.0,,,,797.0,,,,0.0,79.0,-1013.0,321.0,102.0,219.0,692.0,,,,669.0,-631.0,76.0,147.0,41.0,367.0,38.0,-203.0,,,0.0,76.0,112.0,109.0,-3.0,6.0,167.0,-165.0,39.0,,-126.0,-23.0,,,-103.0,-137.0,-29.0,-4.0,0.0,-33.0,-33.0,,221.0,-0.15,-0.25,0.29,221.0,-0.15,-0.25,0.29,
03/31/2007,2189.0,844.0,,,,1211.0,,,,0.0,134.0,-1458.0,440.0,125.0,315.0,1018.0,,,,731.0,-544.0,61.0,160.0,68.0,255.0,187.0,-292.0,,,0.0,,104.0,102.0,-3.0,5.0,188.0,-105.0,75.0,,-30.0,178.0,,,-208.0,-2.0,-210.0,-5.0,0.0,-215.0,-215.0,,221.5,-0.97,-0.17,0.92,221.5,-0.97,-0.17,0.92,
06/30/2007,1319.0,856.0,,,,391.0,,,,0.0,72.0,-819.0,499.0,125.0,374.0,320.0,,,,500.0,-458.0,49.0,121.0,55.0,233.0,42.0,-123.0,,,0.0,,120.0,104.0,-1.0,17.0,3.0,-81.0,29.0,,-52.0,-91.0,,,39.0,-3.0,36.0,-3.0,0.0,33.0,33.0,,222.6,0.15,-0.26,-0.03,222.6,0.15,-0.26,-0.03,
09/30/2007,1282.0,963.0,,,,209.0,,,,0.0,110.0,-719.0,548.0,158.0,390.0,171.0,,,,563.0,-445.0,45.0,121.0,53.0,226.0,118.0,16.0,,,0.0,,112.0,99.0,-1.0,14.0,-128.0,134.0,-46.0,,88.0,0.0,,,88.0,-4.0,84.0,-2.0,0.0,82.0,82.0,,223.0,0.37,0.37,0.16,241.3,0.34,0.34,0.13,
12/31/2007,1674.0,780.0,,,,810.0,,,,0.0,84.0,-1106.0,342.0,14.0,328.0,764.0,,,,568.0,-771.0,46.0,138.0,46.0,541.0,-203.0,-53.0,,,0.0,96.0,102.0,91.0,-1.0,12.0,47.0,-256.0,137.0,,-119.0,2.0,,,-121.0,-2.0,-125.0,-2.000002,0.0,-127.000002,-127.000002,,222.6,-0.57,-0.56,0.26,222.6,-0.57,-0.56,0.26,
03/31/2008,2184.0,860.0,,,,1231.0,,,,0.0,93.0,-1469.0,485.0,162.0,323.0,984.0,,,,715.0,-461.0,40.0,173.0,60.0,188.0,254.0,-83.0,,,,,101.0,92.0,-2.0,11.0,-18.0,171.0,-63.0,,108.0,,,,108.0,-3.0,105.0,-3.0,0.0,102.0,102.0,0.0,225.2,0.45,0.45,0.45,237.6,0.43,0.43,0.43,
06/30/2008,1365.0,841.0,,,,422.0,,,,0.0,102.0,-783.0,432.0,135.0,297.0,351.0,,,,582.0,-434.0,49.0,128.0,48.0,209.0,148.0,-75.0,,,,,97.0,91.0,-1.0,7.0,-22.0,73.0,-24.0,,49.0,1.0,,,48.0,-1.0,47.0,-3.0,0.0,44.0,44.0,,225.4,0.2,0.21,0.17,240.6,0.18,0.19,0.16,
09/30/2008,1428.0,1074.0,,,,233.0,,,,0.0,121.0,-770.0,579.0,173.0,406.0,191.0,,,,658.0,-451.0,51.0,135.0,47.0,218.0,207.0,-90.0,,,0.0,,98.0,91.0,-1.0,8.0,-8.0,117.0,-36.0,,81.0,-1.0,,,82.0,-2.0,80.0,-2.0,0.0,78.0,78.0,,225.8,0.35,0.34,0.34,236.3,0.33,0.32,0.32,
12/31/2008,1830.0,819.0,,,,941.0,,,,0.0,70.0,-1190.0,439.0,130.0,309.0,751.0,,,,640.0,-464.0,52.0,152.0,48.0,212.0,176.0,-97.0,,,33.0,,104.0,97.0,0.0,7.0,26.0,79.0,-16.0,,63.0,-1.0,,,64.0,-1.0,63.0,-3.0,0.0,60.0,60.0,,226.4,0.26,0.26,0.26,230.3,0.26,0.26,0.26,
03/31/2009,2104.0,812.0,765.0,4.0,43.0,1222.0,1184.0,15.0,23.0,0.0,70.0,-1387.0,424.0,135.0,289.0,963.0,963.0,0.0,0.0,717.0,-508.0,47.0,173.0,65.0,223.0,209.0,-84.0,98.0,-1.0,1.0,,99.0,100.0,-1.0,,-14.0,125.0,-50.0,,75.0,1.0,1.0,0.0,74.0,-1.0,73.0,-3.0,0.0,70.0,71.0,0.0,226.6,0.31,0.32,0.32,233.2,0.3,0.31,0.31,
06/30/2009,1225.0,848.0,792.0,6.0,50.0,334.0,303.0,9.0,22.0,0.0,43.0,-608.0,400.0,118.0,282.0,208.0,208.0,,0.0,617.0,-467.0,306.0,121.0,48.0,-8.0,150.0,-63.0,103.0,-2.0,2.0,,105.0,106.0,-1.0,,-40.0,87.0,-32.0,,55.0,-25.0,-25.0,0.0,80.0,-2.0,78.0,-3.0,0.0,75.0,51.0,1.0,226.9,0.33,0.22,0.224769,234.6,0.32,0.21,0.214263,
09/30/2009,1263.0,991.0,940.0,4.0,47.0,213.0,185.0,9.0,19.0,0.0,59.0,-581.0,458.0,140.0,318.0,123.0,123.0,,0.0,682.0,-452.0,,128.0,51.0,273.0,230.0,-107.0,102.0,-1.0,1.0,,103.0,97.0,-1.0,7.0,5.0,123.0,-47.0,,76.0,1.0,1.0,0.0,75.0,-6.0,69.0,-2.0,0.0,67.0,58.0,-10.0,227.3,0.29,0.3,0.255169,238.5,0.28,0.29,0.248071,
12/31/2009,1613.0,756.0,3199.0,19.0,189.0,787.0,2423.0,48.0,85.0,0.0,70.0,-994.0,422.0,148.0,274.0,572.0,572.0,,,619.0,-510.0,532.0,148.0,53.0,-223.0,109.0,-109.0,126.0,-2.0,2.0,,128.0,129.0,-1.0,,-17.0,0.0,14.0,,14.0,3.0,3.0,0.0,11.0,-2.0,9.0,-3.0,0.0,6.0,18.0,9.0,228.0,0.03,0.03,0.071473,243.0,0.01,0.02,0.056857,
03/31/2010,1967.0,838.0,776.0,5.0,57.0,1052.0,1013.0,17.0,22.0,0.0,77.0,-1215.0,437.0,138.0,299.0,778.0,778.0,0.0,0.0,752.0,-513.0,,172.0,66.0,275.0,239.0,-89.0,99.0,-7.0,1.0,6.0,106.0,98.0,,8.0,-10.0,150.0,-61.0,,89.0,1.0,1.0,0.0,88.0,,88.0,-3.0,0.0,85.0,96.0,10.0,228.0,0.37,0.38,0.421053,246.5,0.34,0.35,0.390568,
06/30/2010,1340.0,975.0,921.0,5.0,49.0,301.0,268.0,10.0,23.0,,64.0,-664.0,486.0,151.0,335.0,178.0,178.0,,,676.0,-414.0,,131.0,41.0,242.0,262.0,-103.0,115.0,-2.0,2.0,,117.0,98.0,-1.0,20.0,-12.0,159.0,-59.0,,100.0,16.0,16.0,0.0,84.0,-2.0,82.0,-2.0,0.0,80.0,65.0,-31.0,228.2,0.35,0.42,0.284838,247.6,0.32,0.39,0.264798,
09/30/2010,1443.0,1154.0,1087.0,6.0,61.0,216.0,187.0,10.0,19.0,,73.0,-671.0,567.0,183.0,384.0,104.0,104.0,,,772.0,-453.0,,133.0,49.0,271.0,319.0,-86.0,101.0,-1.0,1.0,,102.0,97.0,-1.0,6.0,-15.0,233.0,-87.0,,146.0,0.0,0.0,0.0,146.0,-1.0,145.0,-3.0,-8.0,134.0,130.0,-4.0,229.0,0.58,0.58,0.567686,254.7,0.53,0.53,0.514295,
12/31/2010,1682.0,835.0,785.0,4.0,46.0,785.0,749.0,16.0,20.0,0.0,62.0,-968.0,438.0,132.0,306.0,530.0,530.0,,,714.0,-556.0,,140.0,54.0,362.0,158.0,-110.0,107.0,,,,107.0,107.0,,,3.0,48.0,-17.0,,31.0,6.0,6.0,0.0,25.0,,25.0,0.0,0.0,25.0,55.0,24.0,241.0,0.11,0.128631,0.228216,258.0,0.09,0.113256,0.206279,
03/31/2011,2055.0,897.0,851.0,5.0,41.0,1091.0,1049.0,19.0,23.0,0.0,67.0,-1241.0,473.0,152.0,321.0,768.0,768.0,0.0,0.0,814.0,-508.0,,162.0,67.0,279.0,306.0,-96.0,104.0,-1.0,1.0,,105.0,106.0,-1.0,,-8.0,210.0,-77.0,,133.0,-2.0,-2.0,0.0,135.0,,135.0,0.0,0.0,135.0,133.0,0.0,250.0,0.54,0.53,0.53,261.7,0.52,0.51,0.51,
06/30/2011,1364.0,949.0,892.0,5.0,52.0,354.0,318.0,13.0,23.0,,61.0,-696.0,476.0,153.0,323.0,220.0,220.0,,,668.0,-461.0,,122.0,51.0,288.0,207.0,-96.0,97.0,-7.0,2.0,5.0,104.0,99.0,-1.0,6.0,-1.0,111.0,-10.0,,101.0,0.0,0.0,0.0,101.0,-1.0,100.0,,0.0,100.0,68.0,-32.0,250.3,0.4,0.4,0.271674,261.9,0.38,0.38,0.257816,
09/30/2011,1464.0,1180.0,1115.0,6.0,59.0,217.0,186.0,10.0,21.0,0.0,67.0,-694.0,587.0,199.0,388.0,107.0,107.0,0.0,0.0,770.0,-454.0,,120.0,33.0,301.0,316.0,-95.0,100.0,-4.0,1.0,3.0,104.0,99.0,-1.0,6.0,-5.0,221.0,-81.0,,140.0,0.0,0.0,0.0,140.0,-1.0,139.0,0.0,0.0,139.0,139.0,0.0,251.3,0.55,0.55,0.55,263.9,0.53,0.53,0.53,
12/31/2011,1620.0,887.0,840.0,5.0,42.0,678.0,632.0,18.0,28.0,,55.0,-881.0,464.0,132.0,332.0,417.0,417.0,,,739.0,-565.0,369.0,142.0,54.0,0.0,174.0,-110.0,103.0,-2.0,2.0,1.0,102.0,103.0,-1.0,5.0,10.0,64.0,-23.0,,41.0,0.0,0.0,0.0,41.0,,41.0,0.0,0.0,41.0,41.805,0.805,252.0,0.16,0.16,0.170946,266.0,0.15,0.15,0.154492,
03/31/2012,1743.0,836.0,789.0,5.0,42.0,839.0,799.0,18.0,22.0,0.0,68.0,-1019.0,469.0,130.0,339.0,550.0,550.0,,0.0,724.0,-536.0,295.0,172.0,69.0,0.0,188.0,-90.0,97.0,-1.0,1.0,,98.0,100.0,-2.0,,-7.0,98.0,-38.0,,60.0,-7.0,-7.0,0.0,67.0,,67.0,0.0,0.0,67.0,97.0,37.0,255.6,0.26,0.23,0.379499,266.8,0.25,0.22,0.358681,
06/30/2012,1333.0,998.0,957.0,6.0,35.0,284.0,249.0,12.0,23.0,,51.0,-613.0,480.0,126.0,354.0,133.0,133.0,0.0,0.0,720.0,-460.0,,130.0,48.0,282.0,260.0,-92.0,93.0,-5.0,2.0,3.0,98.0,94.0,-1.0,5.0,-1.0,168.0,-67.0,,101.0,0.0,0.0,0.0,101.0,-1.0,100.0,0.0,0.0,100.0,108.0,8.0,261.2,0.38,0.38,0.413476,268.2,0.37,0.37,0.399828,
09/30/2012,1507.0,1239.0,1177.0,6.0,56.0,209.0,177.0,11.0,21.0,0.0,59.0,-679.0,599.0,190.0,409.0,80.0,80.0,0.0,0.0,828.0,-485.0,,138.0,53.0,294.0,343.0,-96.0,91.0,-5.0,2.0,3.0,96.0,92.0,-1.0,5.0,5.0,247.0,-98.0,,149.0,0.0,0.0,0.0,149.0,-1.0,148.0,0.0,0.0,148.0,143.0,-5.0,262.9,0.56,0.56,0.543933,269.0,0.55,0.55,0.531413,
12/31/2012,1670.0,958.0,909.0,6.0,43.0,650.0,608.0,17.0,25.0,,62.0,-888.0,501.0,152.0,349.0,387.0,387.0,,,782.0,-570.0,,158.0,59.0,353.0,212.0,-103.0,96.0,,,,96.0,96.0,,,7.0,109.0,-42.0,,67.0,0.0,0.0,0.0,67.0,,67.0,0.0,0.0,67.0,67.0,0.0,263.0,0.26,0.26,0.26,269.0,0.25,0.25,0.25,
03/31/2013,1979.0,961.0,905.0,5.0,51.0,958.0,912.0,20.0,26.0,0.0,60.0,-1117.0,510.0,154.0,356.0,607.0,607.0,0.0,0.0,862.0,-533.0,,181.0,70.0,282.0,329.0,-90.0,95.0,-3.0,3.0,,98.0,99.0,-1.0,,-5.0,239.0,-95.0,,144.0,0.0,0.0,0.0,144.0,,144.0,0.0,0.0,144.0,144.0,0.0,263.6,0.55,0.55,0.55,270.9,0.53,0.53,0.53,
06/30/2013,1406.0,1026.0,964.0,6.0,56.0,316.0,279.0,13.0,24.0,0.0,64.0,-683.0,517.0,147.0,370.0,166.0,166.0,0.0,0.0,723.0,-491.0,,137.0,50.0,304.0,232.0,-97.0,99.0,-3.0,1.0,2.0,102.0,99.0,-1.0,4.0,-2.0,135.0,-54.0,,81.0,0.0,0.0,0.0,81.0,-1.0,80.0,0.0,0.0,80.0,80.0,0.0,264.5,0.3,0.3,0.3,272.2,0.29,0.29,0.29,
09/30/2013,1445.0,1188.0,1130.0,7.0,51.0,198.0,166.0,11.0,21.0,0.0,59.0,-645.0,569.0,165.0,404.0,76.0,76.0,0.0,0.0,800.0,-483.0,,145.0,54.0,284.0,317.0,-99.0,96.0,-3.0,1.0,2.0,99.0,96.0,,3.0,3.0,218.0,-91.0,,127.0,0.0,0.0,0.0,127.0,-1.0,126.0,0.0,0.0,126.0,124.0,-2.0,264.8,0.48,0.48,0.468278,272.0,0.46,0.46,0.452647,
12/31/2013,1736.0,998.0,927.0,6.0,65.0,676.0,628.0,18.0,30.0,0.0,62.0,-881.0,502.0,155.0,347.0,379.0,379.0,0.0,0.0,855.0,-591.0,,165.0,60.0,366.0,264.0,-100.0,98.0,-1.0,1.0,,99.0,96.0,-1.0,4.0,2.0,164.0,-62.0,,102.0,0.0,0.0,0.0,102.0,,102.0,0.0,0.0,102.0,102.0,0.0,265.0,0.38,0.38,0.38,272.0,0.37,0.37,0.37,
03/31/2014,2523.0,1224.0,1123.0,6.0,95.0,1158.0,1109.0,23.0,26.0,0.0,141.0,-1575.0,741.0,219.0,522.0,834.0,834.0,0.0,0.0,948.0,-540.0,,199.0,75.0,266.0,408.0,-99.0,99.0,-2.0,2.0,,101.0,102.0,-1.0,,0.0,309.0,-105.0,,204.0,0.0,0.0,0.0,204.0,,204.0,0.0,0.0,204.0,204.0,0.0,266.1,0.77,0.77,0.77,273.0,0.75,0.75,0.75,
06/30/2014,1468.0,1051.0,984.0,6.0,61.0,335.0,297.0,14.0,24.0,0.0,82.0,-722.0,535.0,154.0,381.0,187.0,187.0,0.0,0.0,746.0,-511.0,,151.0,56.0,304.0,235.0,-108.0,98.0,-3.0,2.0,1.0,101.0,99.0,-1.0,3.0,10.0,127.0,-43.0,,84.0,0.0,0.0,0.0,84.0,-1.0,83.0,0.0,0.0,83.0,91.0,8.0,268.0,0.31,0.31,0.339552,274.6,0.3,0.3,0.329133,
09/30/2014,1430.0,1153.0,1092.0,6.0,55.0,206.0,173.0,11.0,22.0,0.0,71.0,-655.0,569.0,161.0,408.0,86.0,86.0,0.0,0.0,775.0,-539.0,,153.0,57.0,329.0,236.0,-95.0,98.0,-3.0,2.0,1.0,101.0,98.0,-1.0,4.0,-3.0,141.0,-47.0,,94.0,0.0,0.0,0.0,94.0,0.0,94.0,0.0,0.0,94.0,103.0,9.0,274.0,0.34,0.34,0.375912,274.7,0.34,0.34,0.372763,
12/31/2014,1758.0,1008.0,944.0,6.0,58.0,664.0,617.0,119.0,,0.0,86.0,-906.0,520.0,139.0,381.0,386.0,386.0,,0.0,852.0,-579.0,,182.0,64.0,333.0,273.0,-121.0,99.0,-5.0,2.0,3.0,104.0,99.0,0.0,5.0,22.0,152.0,-55.0,,97.0,0.0,0.0,0.0,97.0,-1.0,96.0,0.0,0.0,96.0,99.15,3.15,275.8,0.348078,0.348078,0.3595,277.4,0.346071,0.346071,0.357426,
03/31/2015,2111.0,1033.0,972.0,5.0,56.0,995.0,946.0,23.0,26.0,0.0,83.0,-1128.0,539.0,167.0,372.0,589.0,589.0,0.0,0.0,983.0,-586.0,,222.0,81.0,283.0,397.0,-95.0,98.0,-3.0,2.0,1.0,101.0,102.0,-1.0,,-3.0,302.0,-100.0,,202.0,0.0,0.0,0.0,202.0,,202.0,0.0,0.0,202.0,202.0,0.0,274.8,0.73,0.73,0.73,275.7,0.73,0.73,0.73,
06/30/2015,1350.0,1007.0,952.0,6.0,49.0,274.0,236.0,14.0,24.0,0.0,69.0,-605.0,492.0,134.0,358.0,113.0,113.0,0.0,0.0,745.0,-541.0,,169.0,60.0,312.0,204.0,-100.0,100.0,-3.0,2.0,1.0,103.0,97.0,-1.0,7.0,0.0,104.0,-36.0,,68.0,0.0,0.0,0.0,68.0,-1.0,67.0,0.0,0.0,67.0,59.0,-8.0,275.4,0.25,0.25,0.214234,276.2,0.25,0.25,0.214234,
09/30/2015,1486.0,1233.0,1175.0,6.0,52.0,184.0,148.0,12.0,24.0,0.0,69.0,-626.0,574.0,161.0,413.0,52.0,52.0,0.0,0.0,860.0,-543.0,,173.0,59.0,311.0,317.0,-94.0,97.0,-4.0,3.0,1.0,101.0,95.0,-1.0,7.0,-3.0,223.0,-75.0,,148.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,0.0,148.0,148.0,0.0,276.0,0.53,0.53,0.53,276.9,0.53,0.53,0.53,
12/31/2015,1509.0,976.0,903.0,5.0,68.0,463.0,415.0,17.0,31.0,0.0,70.0,-684.0,477.0,131.0,346.0,207.0,207.0,0.0,0.0,825.0,-580.0,,186.0,62.0,332.0,245.0,-78.0,79.0,-12.0,3.0,9.0,91.0,98.0,-1.0,-6.0,-1.0,167.0,-60.0,,107.0,0.0,0.0,0.0,107.0,-1.0,106.0,0.0,0.0,106.0,106.0,0.0,276.1,0.39,0.39,0.39,277.1,0.38,0.38,0.38,
03/31/2016,1801.0,1013.0,964.0,5.0,44.0,710.0,661.0,23.0,26.0,0.0,78.0,-847.0,493.0,125.0,368.0,354.0,354.0,0.0,0.0,954.0,-618.0,,238.0,87.0,293.0,336.0,-102.0,102.0,-4.0,3.0,1.0,106.0,100.0,-1.0,7.0,0.0,234.0,-74.0,4.0,164.0,0.0,0.0,0.0,164.0,,164.0,0.0,0.0,164.0,164.0,0.0,276.7,0.59,0.59,0.59,277.9,0.59,0.59,0.59,
06/30/2016,1371.0,1022.0,985.0,5.0,32.0,271.0,231.0,15.0,25.0,0.0,78.0,-574.0,483.0,97.0,386.0,91.0,91.0,0.0,0.0,797.0,-512.0,,176.0,60.0,276.0,285.0,-102.0,103.0,-5.0,3.0,2.0,108.0,103.0,-2.0,7.0,-1.0,183.0,-58.0,,125.0,0.0,0.0,0.0,125.0,-1.0,124.0,0.0,0.0,124.0,124.0,0.0,278.2,0.45,0.45,0.45,279.3,0.45,0.45,0.45,
09/30/2016,1587.0,1313.0,1236.0,7.0,70.0,185.0,148.0,13.0,24.0,0.0,89.0,-666.0,621.0,145.0,476.0,45.0,45.0,0.0,0.0,921.0,-546.0,,183.0,62.0,301.0,375.0,-94.0,106.0,-4.0,3.0,1.0,110.0,103.0,-1.0,8.0,-12.0,281.0,-95.0,,186.0,0.0,0.0,0.0,186.0,0.0,186.0,0.0,0.0,186.0,194.0,8.0,278.2,0.67,0.67,0.69734,279.2,0.67,0.67,0.69734,
12/31/2016,1640.0,1031.0,963.0,4.0,64.0,519.0,464.0,21.0,34.0,0.0,90.0,-716.0,496.0,132.0,364.0,220.0,220.0,,0.0,924.0,-644.0,,214.0,72.0,358.0,280.0,-156.0,106.0,-5.0,3.0,2.0,111.0,105.0,-1.0,7.0,50.0,124.0,-46.0,,78.0,0.0,0.0,0.0,78.0,-1.0,77.0,0.0,0.0,77.0,81.0,4.0,278.3,0.28,0.28,0.291053,279.3,0.28,0.28,0.291053,
03/31/2017,1829.0,1036.0,985.0,5.0,46.0,701.0,653.0,22.0,26.0,0.0,92.0,-808.0,472.0,117.0,355.0,336.0,336.0,0.0,0.0,1021.0,-633.0,,262.0,81.0,290.0,388.0,-93.0,100.0,-7.0,2.0,5.0,107.0,100.0,-1.0,8.0,-7.0,295.0,-96.0,,199.0,0.0,0.0,0.0,199.0,,199.0,0.0,0.0,199.0,199.65,0.65,279.0,0.71,0.71,0.715591,280.0,0.71,0.71,0.712321,
06/30/2017,1449.0,1077.0,1019.0,7.0,51.0,285.0,246.0,14.0,25.0,0.0,87.0,-630.0,519.0,125.0,394.0,111.0,111.0,,0.0,819.0,-578.0,,197.0,66.0,315.0,241.0,-101.0,106.0,-4.0,2.0,2.0,110.0,103.0,-1.0,8.0,-5.0,140.0,-47.0,,93.0,0.0,0.0,0.0,93.0,-1.0,92.0,0.0,0.0,92.0,92.65,0.65,279.5,0.33,0.33,0.331485,280.3,0.33,0.33,0.331485,
09/30/2017,1527.0,1247.0,1192.0,6.0,49.0,190.0,152.0,14.0,24.0,0.0,90.0,-638.0,591.0,144.0,447.0,47.0,47.0,,0.0,889.0,-559.0,,193.0,62.0,304.0,330.0,-101.0,107.0,-4.0,1.0,3.0,111.0,101.0,0.0,10.0,-6.0,229.0,-57.0,,172.0,0.0,0.0,0.0,172.0,0.0,172.0,0.0,0.0,172.0,173.0,1.0,280.8,0.61,0.61,0.616097,281.6,0.61,0.61,0.613551,
12/31/2017,1778.0,1088.0,1012.0,5.0,71.0,598.0,536.0,24.0,38.0,0.0,92.0,-768.0,512.0,119.0,393.0,256.0,256.0,,0.0,1010.0,-631.0,,229.0,75.0,327.0,379.0,-157.0,108.0,-2.0,,2.0,110.0,102.0,,8.0,49.0,222.0,-224.0,,-2.0,0.0,0.0,0.0,-2.0,-1.0,-3.0,0.0,0.0,-3.0,145.65,148.65,280.8,-0.01,-0.01,0.518697,280.8,-0.01,-0.01,0.518697,
03/31/2018,1953.0,1078.0,1014.0,6.0,58.0,777.0,725.0,24.0,28.0,0.0,98.0,-914.0,533.0,132.0,401.0,381.0,381.0,0.0,0.0,1039.0,-676.0,,279.0,87.0,310.0,363.0,-82.0,108.0,-3.0,1.0,2.0,111.0,100.0,,11.0,-26.0,281.0,-40.0,,241.0,0.0,0.0,0.0,241.0,,241.0,0.0,0.0,241.0,241.0,0.0,281.5,0.86,0.86,0.86,282.2,0.86,0.86,0.86,
06/30/2018,1492.0,1089.0,1040.0,5.0,44.0,306.0,263.0,0.0,43.0,0.0,97.0,-639.0,527.0,115.0,412.0,112.0,112.0,,0.0,853.0,-598.0,,204.0,68.0,326.0,255.0,-90.0,107.0,-5.0,1.0,4.0,112.0,103.0,-1.0,10.0,-17.0,165.0,-25.0,,140.0,0.0,0.0,0.0,140.0,-1.0,139.0,0.0,0.0,139.0,137.0,-2.0,282.1,0.49,0.49,0.485643,282.6,0.49,0.49,0.482923,
09/30/2018,1599.0,1313.0,1254.0,6.0,53.0,189.0,153.0,0.0,36.0,0.0,97.0,-666.0,618.0,150.0,468.0,48.0,48.0,,0.0,933.0,-639.0,,206.0,67.0,366.0,294.0,-92.0,110.0,-4.0,2.0,2.0,114.0,101.0,-1.0,14.0,-18.0,202.0,-33.0,,169.0,0.0,0.0,0.0,169.0,0.0,169.0,0.0,0.0,169.0,169.0,0.0,282.5,0.6,0.6,0.6,283.2,0.59,0.59,0.59,
12/31/2018,1829.0,1081.0,996.0,6.0,79.0,631.0,570.0,24.0,37.0,0.0,117.0,-839.0,544.0,131.0,413.0,295.0,295.0,,0.0,990.0,-740.0,,244.0,81.0,415.0,250.0,-124.0,116.0,-5.0,2.0,3.0,121.0,108.0,-1.0,14.0,8.0,126.0,-17.0,,109.0,0.0,0.0,0.0,109.0,-1.0,108.0,0.0,0.0,108.0,112.0,4.0,282.6,0.38,0.38,0.39632,283.3,0.38,0.38,0.394119,
03/31/2019,2059.0,1103.0,1045.0,5.0,53.0,840.0,788.0,26.0,26.0,0.0,116.0,-942.0,538.0,142.0,396.0,404.0,404.0,,0.0,1117.0,-758.0,,298.0,106.0,354.0,359.0,-98.0,118.0,-3.0,2.0,1.0,121.0,106.0,-1.0,16.0,-20.0,261.0,-48.0,,213.0,0.0,0.0,0.0,213.0,,213.0,0.0,0.0,213.0,213.0,0.0,282.8,0.75,0.75,0.75,283.6,0.75,0.75,0.75,
06/30/2019,1445.0,1027.0,968.0,6.0,53.0,307.0,264.0,1.0,42.0,0.0,111.0,-597.0,491.0,119.0,372.0,106.0,106.0,,0.0,848.0,-630.0,,216.0,71.0,343.0,218.0,-104.0,126.0,-5.0,3.0,2.0,131.0,113.0,-1.0,19.0,-22.0,114.0,-20.0,,94.0,0.0,0.0,0.0,94.0,-1.0,93.0,0.0,0.0,93.0,93.0,0.0,282.9,0.33,0.33,0.33,284.0,0.33,0.33,0.33,
