Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2012,426.0,470.0,426.0,-2.0,824.0,-21.0,269.0,576.0,-1292.0,-26.0,-37.0,-1229.0,0.0,-21870.0,-101.0,0.0,-101.0,-7076.0,13133.0,615.0,12518.0,0.0,-20209.0,-3570.0,-16457.0,-182.0,-14193.0,1739.0,-15932.0,0.0,-511.0,0.0,-511.0,0.0,11.0,17602.0,-122.0,609.0,-376.0,0.0,998.0,-13.0,-777.0,0.0,-777.0,17892.0,0.0,0.0,-3842.0,,,
03/31/2013,113.0,464.0,53.0,,101.0,-2.0,57.0,46.0,-505.0,-17.0,,-488.0,0.0,8116.0,-119.0,0.0,-119.0,2049.0,12910.0,10160.0,2750.0,0.0,-10861.0,-2570.0,-8240.0,-51.0,6150.0,-1702.0,7852.0,0.0,0.0,0.0,0.0,0.0,36.0,-6111.0,-110.0,3548.0,3555.0,0.0,0.0,-7.0,-143.0,329.0,-472.0,-9406.0,0.0,0.0,2118.0,,,
06/30/2013,-2260.0,579.0,54.0,,-1264.0,7.0,80.0,-1351.0,-1629.0,1.0,,-1630.0,0.0,-5683.0,-109.0,0.0,-109.0,-743.0,13215.0,11148.0,2067.0,0.0,-13958.0,-2452.0,-11467.0,-39.0,-4879.0,-2454.0,-2425.0,0.0,0.0,0.0,0.0,0.0,48.0,8714.0,-132.0,-2447.0,-3933.0,0.0,1492.0,-6.0,-452.0,131.0,-583.0,11745.0,0.0,0.0,771.0,,,
09/30/2013,1097.0,540.0,53.0,,2877.0,4.0,-60.0,2933.0,-2373.0,-263.0,-39.0,-2071.0,0.0,8997.0,-31.0,0.0,-31.0,2269.0,12979.0,9706.0,3273.0,0.0,-10710.0,-1402.0,-9298.0,-10.0,6741.0,852.0,5889.0,0.0,0.0,0.0,0.0,0.0,18.0,-11677.0,-123.0,1231.0,1345.0,0.0,0.0,-114.0,-464.0,124.0,-588.0,-12321.0,0.0,0.0,-1583.0,,,
12/31/2013,-1399.0,553.0,455.0,6.0,-1667.0,0.0,35.0,-1702.0,-746.0,73.0,-29.0,-790.0,0.0,-25515.0,-129.0,0.0,-129.0,-1489.0,10766.0,,,,-12255.0,-1991.0,-10092.0,-172.0,-23934.0,2090.0,-26024.0,0.0,0.0,0.0,0.0,0.0,37.0,26238.0,-121.0,-1136.0,-2122.0,0.0,993.0,-7.0,-574.0,12.0,-586.0,28069.0,0.0,0.0,-676.0,,,
03/31/2014,1906.0,363.0,54.0,2.0,250.0,-6.0,-34.0,290.0,1237.0,-46.0,,1283.0,0.0,-14514.0,-110.0,0.0,-110.0,-398.0,11218.0,9402.0,1816.0,0.0,-11616.0,-1157.0,-10377.0,-82.0,-14024.0,-2628.0,-11396.0,0.0,0.0,0.0,0.0,0.0,18.0,13265.0,-120.0,773.0,1030.0,0.0,0.0,-257.0,232.0,792.0,-560.0,12380.0,0.0,0.0,657.0,,,
06/30/2014,-1506.0,622.0,54.0,2.0,-98.0,2.0,7.0,-107.0,-2086.0,-52.0,,-2034.0,0.0,-19964.0,-124.0,0.0,-124.0,1015.0,11376.0,10350.0,1026.0,0.0,-10361.0,-1063.0,-9247.0,-51.0,-20883.0,-699.0,-20184.0,0.0,0.0,0.0,0.0,0.0,28.0,23840.0,-131.0,216.0,722.0,0.0,0.0,-506.0,-431.0,5.0,-436.0,24186.0,0.0,0.0,2370.0,,,
09/30/2014,-1410.0,560.0,54.0,2.0,-2110.0,0.0,-36.0,-2074.0,84.0,-92.0,-97.0,273.0,0.0,10571.0,-64.0,0.0,-64.0,-300.0,16556.0,11193.0,5363.0,0.0,-16856.0,-1051.0,-15769.0,-36.0,10918.0,-1600.0,12518.0,0.0,0.0,0.0,0.0,0.0,17.0,-11262.0,-145.0,189.0,205.0,0.0,0.0,-16.0,-440.0,1.0,-441.0,-10866.0,0.0,0.0,-2101.0,,,
12/31/2014,403.0,488.0,60.0,4.0,343.0,0.0,77.0,266.0,-492.0,109.0,,-601.0,0.0,-4585.0,-129.0,0.0,-129.0,1680.0,9953.0,8392.0,1561.0,0.0,-8273.0,-507.0,-7753.0,-13.0,-6222.0,142.0,-6364.0,0.0,0.0,0.0,0.0,0.0,86.0,1891.0,-143.0,603.0,-382.0,0.0,994.0,-9.0,359.0,804.0,-445.0,1072.0,0.0,0.0,-2291.0,,,
03/31/2015,397.0,405.0,50.0,4.0,657.0,1.0,0.0,656.0,-719.0,-221.0,,-498.0,0.0,-991.0,-96.0,0.0,-96.0,-1979.0,9116.0,993.0,8123.0,0.0,-11095.0,-2.0,-10979.0,-114.0,1073.0,-111.0,1184.0,0.0,0.0,0.0,0.0,0.0,11.0,1888.0,-156.0,279.0,1194.0,0.0,0.0,-915.0,-547.0,38.0,-585.0,2312.0,0.0,0.0,1294.0,,,
06/30/2015,-4924.0,418.0,49.0,2.0,525.0,3.0,52.0,470.0,-5918.0,-228.0,,-5690.0,0.0,-15846.0,-205.0,0.0,-205.0,11031.0,15847.0,7869.0,7978.0,0.0,-4816.0,-620.0,-4012.0,-184.0,-26705.0,-259.0,-26446.0,0.0,0.0,0.0,0.0,0.0,33.0,20705.0,-152.0,1213.0,1228.0,0.0,0.0,-15.0,405.0,754.0,-349.0,19239.0,0.0,0.0,-65.0,,,
09/30/2015,-255.0,581.0,48.0,5.0,-353.0,2.0,-64.0,-291.0,-536.0,150.0,,-686.0,0.0,46630.0,-242.0,0.0,-242.0,3649.0,10547.0,,,,-6898.0,-2340.0,-4503.0,-55.0,43192.0,-467.0,43659.0,0.0,0.0,0.0,0.0,0.0,31.0,-45799.0,-181.0,-1192.0,,,,,-202.0,14.0,-216.0,-44224.0,0.0,0.0,576.0,,,
12/31/2015,3379.0,576.0,50.0,1.0,476.0,0.0,-156.0,632.0,2276.0,374.0,,1902.0,0.0,-4798.0,-160.0,0.0,-160.0,-3686.0,8666.0,1007.0,7659.0,0.0,-12352.0,-6436.0,-5903.0,-13.0,-950.0,276.0,-1226.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1034.0,-166.0,-5546.0,,,,,-582.0,10.0,-592.0,5260.0,0.0,0.0,-2453.0,,,
03/31/2016,2852.0,368.0,49.0,4.0,2495.0,-2.0,-23.0,2520.0,-64.0,-24.0,,-40.0,0.0,8027.0,-168.0,0.0,-168.0,-1421.0,7388.0,618.0,6770.0,0.0,-8809.0,-1782.0,-6947.0,-80.0,9610.0,-378.0,9988.0,0.0,0.0,0.0,0.0,0.0,6.0,-8351.0,-184.0,-1733.0,-323.0,0.0,0.0,-1410.0,-319.0,3.0,-322.0,-6115.0,0.0,0.0,2528.0,,,
06/30/2016,2160.0,619.0,49.0,4.0,-2366.0,1.0,-9.0,-2358.0,3854.0,-17.0,,3871.0,0.0,-10313.0,-160.0,0.0,-160.0,-1153.0,8882.0,1726.0,7156.0,0.0,-10035.0,-867.0,-9034.0,-134.0,-9070.0,-645.0,-8425.0,0.0,0.0,0.0,0.0,0.0,70.0,9091.0,-169.0,1614.0,132.0,0.0,1492.0,-10.0,28.0,493.0,-465.0,7618.0,0.0,0.0,938.0,,,
09/30/2016,-2736.0,563.0,55.0,0.0,1011.0,-4.0,63.0,952.0,-4365.0,-173.0,,-4192.0,0.0,-3266.0,-149.0,0.0,-149.0,3275.0,12902.0,4840.0,8062.0,0.0,-9627.0,-2932.0,-6644.0,-51.0,-6008.0,-1655.0,-4353.0,0.0,-437.0,0.0,-437.0,0.0,53.0,4819.0,-188.0,-295.0,-285.0,0.0,0.0,-10.0,-334.0,3.0,-337.0,5636.0,0.0,0.0,-1183.0,,,
12/31/2016,14.0,593.0,54.0,2.0,-2148.0,-2.0,-389.0,-1757.0,1513.0,39.0,,1474.0,0.0,9782.0,-136.0,0.0,-136.0,-518.0,10241.0,758.0,9483.0,0.0,-10759.0,-2844.0,-7537.0,-378.0,10395.0,1754.0,8641.0,0.0,0.0,0.0,0.0,0.0,41.0,-11972.0,-182.0,197.0,208.0,0.0,0.0,-11.0,-356.0,7.0,-363.0,-11603.0,-28.0,0.0,-2176.0,,,
03/31/2017,3509.0,502.0,52.0,-2.0,2539.0,40.0,-3.0,2502.0,418.0,79.0,,339.0,0.0,3210.0,-164.0,0.0,-164.0,2055.0,9671.0,670.0,9001.0,0.0,-7616.0,-1311.0,-6287.0,-18.0,1152.0,-2769.0,3921.0,0.0,172.0,0.0,0.0,172.0,-5.0,-5124.0,-201.0,-816.0,-805.0,0.0,0.0,-11.0,-409.0,0.0,-409.0,-3698.0,0.0,0.0,1595.0,,,
06/30/2017,490.0,620.0,54.0,2.0,1438.0,0.0,-53.0,1491.0,-1624.0,49.0,,-1673.0,0.0,1806.0,-161.0,0.0,-161.0,1563.0,11482.0,951.0,10531.0,0.0,-9919.0,-1325.0,-8593.0,-1.0,363.0,-1818.0,2181.0,0.0,0.0,0.0,0.0,0.0,41.0,-2049.0,-178.0,428.0,141.0,0.0,747.0,-460.0,-259.0,0.0,-259.0,-2049.0,9.0,0.0,247.0,,,
09/30/2017,-2142.0,685.0,54.0,3.0,-4017.0,-1.0,-161.0,-3855.0,1133.0,-239.0,,1372.0,0.0,5863.0,-160.0,0.0,-160.0,2886.0,10235.0,1026.0,9209.0,0.0,-7349.0,-1325.0,-6011.0,-13.0,3096.0,728.0,2368.0,0.0,0.0,0.0,0.0,0.0,41.0,-2938.0,-198.0,-212.0,-201.0,0.0,0.0,-11.0,-375.0,0.0,-375.0,-2153.0,0.0,0.0,783.0,,,
12/31/2017,5083.0,349.0,54.0,-2.0,3853.0,0.0,309.0,3544.0,829.0,42.0,,787.0,0.0,-10831.0,-152.0,0.0,-152.0,-5005.0,13957.0,1381.0,12576.0,0.0,-18962.0,-4811.0,-13950.0,-201.0,-5699.0,348.0,-6047.0,0.0,0.0,0.0,0.0,0.0,25.0,3923.0,-191.0,-1145.0,-1134.0,0.0,0.0,-11.0,-375.0,0.0,-375.0,5634.0,0.0,0.0,-1825.0,,,
03/31/2018,4836.0,659.0,50.0,0.0,-2072.0,2.0,-33.0,-2041.0,6199.0,-85.0,,6284.0,0.0,-8973.0,-147.0,0.0,-147.0,11523.0,17313.0,1155.0,16158.0,0.0,-5790.0,-1860.0,-3922.0,-8.0,-20366.0,-6280.0,-14086.0,0.0,0.0,0.0,0.0,0.0,17.0,4576.0,-210.0,-1415.0,-900.0,0.0,0.0,-515.0,-420.0,0.0,-420.0,6621.0,0.0,0.0,439.0,,,
06/30/2018,-1434.0,733.0,48.0,2.0,-480.0,-9.0,-56.0,-415.0,-1737.0,18.0,,-1755.0,0.0,7241.0,-138.0,0.0,-138.0,-2698.0,9246.0,1708.0,7538.0,0.0,-11944.0,-242.0,-11537.0,-165.0,10066.0,5461.0,4605.0,0.0,0.0,0.0,0.0,0.0,11.0,-4467.0,-189.0,596.0,1105.0,0.0,0.0,-509.0,-20.0,0.0,-20.0,-4854.0,0.0,0.0,1340.0,,,
09/30/2018,5659.0,764.0,47.0,3.0,964.0,1.0,-2.0,965.0,3881.0,159.0,,3722.0,0.0,13163.0,-151.0,0.0,-151.0,464.0,5312.0,2140.0,3172.0,0.0,-4848.0,-2288.0,-2490.0,-70.0,12902.0,766.0,12136.0,0.0,-63.0,0.0,-63.0,0.0,11.0,-18326.0,-209.0,-1500.0,-1492.0,0.0,0.0,-8.0,1848.0,1848.0,0.0,-18465.0,0.0,0.0,496.0,,,
12/31/2018,1114.0,435.0,81.0,10.0,600.0,0.0,-45.0,645.0,-12.0,141.0,,-153.0,0.0,-15927.0,-173.0,0.0,-173.0,-945.0,15152.0,1293.0,13859.0,0.0,-16097.0,-2149.0,-13865.0,-83.0,-12314.0,-2408.0,-9906.0,0.0,-2532.0,0.0,-2532.0,0.0,37.0,13746.0,-220.0,2041.0,1475.0,0.0,995.0,-429.0,-237.0,0.0,-237.0,12162.0,0.0,0.0,-1067.0,,,
03/31/2019,-579.0,508.0,60.0,4.0,69.0,1.0,-35.0,103.0,-1220.0,4.0,,-1224.0,0.0,21671.0,-171.0,0.0,-171.0,-3110.0,6717.0,2606.0,4111.0,0.0,-9827.0,-2348.0,-7408.0,-71.0,24742.0,2409.0,22333.0,0.0,-54.0,0.0,-54.0,0.0,264.0,-20304.0,-234.0,-1838.0,-1807.0,0.0,0.0,-31.0,-343.0,0.0,-343.0,-17889.0,0.0,0.0,788.0,,,
06/30/2019,252.0,587.0,59.0,-3.0,2102.0,-2.0,91.0,2013.0,-2493.0,-38.0,,-2455.0,0.0,-13118.0,-171.0,0.0,-171.0,-2057.0,11313.0,2311.0,9002.0,0.0,-13370.0,-449.0,-12808.0,-113.0,-10920.0,-2040.0,-8880.0,0.0,0.0,0.0,0.0,0.0,30.0,11976.0,-227.0,4393.0,4401.0,0.0,0.0,-8.0,-313.0,0.0,-313.0,8123.0,0.0,0.0,-890.0,,,
09/30/2019,4717.0,583.0,59.0,1.0,-1162.0,2.0,-41.0,-1123.0,5236.0,55.0,,5181.0,0.0,-5656.0,-227.0,0.0,-227.0,-2913.0,9741.0,2282.0,7459.0,0.0,-12654.0,-2239.0,-9988.0,-427.0,-2688.0,-1589.0,-1099.0,0.0,0.0,0.0,0.0,0.0,172.0,1180.0,-230.0,1627.0,1635.0,0.0,0.0,-8.0,-510.0,0.0,-510.0,293.0,0.0,0.0,241.0,,,
12/31/2019,1053.0,564.0,58.0,8.0,1959.0,0.0,-145.0,2104.0,-1536.0,-75.0,,-1461.0,0.0,-5523.0,-161.0,0.0,-161.0,-1230.0,8668.0,3191.0,5477.0,0.0,-9898.0,-1902.0,-7960.0,-36.0,-4386.0,701.0,-5087.0,0.0,0.0,0.0,0.0,0.0,254.0,4174.0,-239.0,-5322.0,-6462.0,0.0,1495.0,-355.0,-1250.0,0.0,-1250.0,10985.0,0.0,0.0,-296.0,,,
03/31/2020,4039.0,634.0,58.0,36.0,-2889.0,-2.0,8.0,-2895.0,6200.0,42.0,,6158.0,0.0,-112773.0,-114.0,0.0,-114.0,-3299.0,8571.0,2695.0,5876.0,0.0,-11870.0,-2141.0,-8935.0,-794.0,-84391.0,-6071.0,-78320.0,0.0,0.0,0.0,0.0,0.0,-24969.0,110364.0,-230.0,36421.0,33932.0,0.0,2497.0,-8.0,-1058.0,0.0,-1058.0,75231.0,0.0,0.0,1630.0,,,
06/30/2020,1336.0,694.0,58.0,16.0,2614.0,0.0,-5.0,2619.0,-2046.0,-11.0,,-2035.0,0.0,74478.0,-157.0,0.0,-157.0,5.0,9703.0,3346.0,6357.0,0.0,-9698.0,-1856.0,-7826.0,-16.0,60067.0,5520.0,54547.0,0.0,0.0,0.0,0.0,0.0,14563.0,-77061.0,-215.0,-20195.0,-20187.0,0.0,0.0,-8.0,-9.0,0.0,-9.0,-56642.0,0.0,0.0,-1247.0,,,
