Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2015,499.0,564.0,201.0,-266.0,,-266.0,0.0,65.0,-14.0,23.0,-74.0,0.0,-254.0,-157.0,0.0,0.0,0.0,-157.0,-157.0,0.0,0.0,0.0,0.0,-97.0,8.0,-105.0,0.0,0.0,-157.0,-313.0,838.0,91.0,1000.0,-253.0,-690.0,0.0,-690.0,8.0,49.0,137.0,,,
09/30/2015,1101.0,648.0,202.0,-137.0,,-137.0,388.0,-169.0,249.0,0.0,308.0,0.0,44.0,-169.0,0.0,,,-169.0,-169.0,0.0,0.0,0.0,0.0,339.0,413.0,-74.0,0.0,-126.0,-1376.0,-309.0,-600.0,-600.0,0.0,0.0,-460.0,0.0,-460.0,-7.0,-108.0,-339.0,,,
12/31/2015,487.0,349.0,144.0,48.0,,48.0,-155.0,358.0,-68.0,-200.0,-245.0,,-163.0,-124.0,0.0,0.0,0.0,-124.0,-124.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-13.0,-211.0,-310.0,610.0,861.0,0.0,-251.0,-507.0,0.0,-507.0,-4.0,-58.0,55.0,,,
03/31/2016,719.0,369.0,142.0,112.0,,112.0,55.0,-46.0,-10.0,75.0,36.0,,-25.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,84.0,-514.0,-306.0,-159.0,-157.0,0.0,-2.0,-48.0,0.0,-48.0,-1.0,33.0,213.0,,,
06/30/2016,718.0,479.0,192.0,25.0,,25.0,22.0,-152.0,6.0,88.0,80.0,0.0,-185.0,-107.0,0.0,,,-107.0,-107.0,0.0,0.0,0.0,0.0,-51.0,0.0,-51.0,0.0,-27.0,-325.0,-306.0,-11.0,,,,0.0,0.0,0.0,-8.0,-14.0,194.0,,,
09/30/2016,957.0,438.0,37.0,63.0,,63.0,138.0,-47.0,142.0,-5.0,48.0,,-253.0,-114.0,0.0,,,-114.0,-114.0,0.0,0.0,0.0,0.0,-70.0,0.0,-70.0,0.0,-12.0,-995.0,-305.0,-638.0,,,,-46.0,0.0,-46.0,-6.0,-43.0,-334.0,,,
12/31/2016,238.0,309.0,143.0,96.0,,96.0,-138.0,212.0,-103.0,-119.0,-128.0,,3758.0,-100.0,0.0,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0,-20.0,-2920.0,-311.0,-2566.0,-2315.0,0.0,-251.0,0.0,0.0,0.0,-43.0,-107.0,969.0,,,
03/31/2017,172.0,292.0,140.0,157.0,,157.0,12.0,-22.0,-34.0,19.0,49.0,0.0,1033.0,-94.0,0.0,0.0,0.0,-94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-362.0,-310.0,-4.0,-3.0,0.0,-1.0,-120.0,0.0,-120.0,72.0,45.0,888.0,,,
06/30/2017,648.0,413.0,171.0,48.0,,48.0,142.0,-71.0,12.0,93.0,108.0,,-3100.0,-106.0,0.0,0.0,0.0,-106.0,-106.0,0.0,0.0,0.0,0.0,-2935.0,40.0,-2975.0,0.0,-30.0,505.0,-309.0,1091.0,1092.0,0.0,-1.0,-280.0,0.0,-280.0,3.0,48.0,-1899.0,,,
09/30/2017,1912.0,1518.0,636.0,251.0,110.0,141.0,160.0,-25.0,32.0,135.0,18.0,0.0,1514.0,-476.0,0.0,0.0,0.0,-476.0,-476.0,0.0,0.0,0.0,0.0,-2951.0,39.0,-2990.0,0.0,-106.0,-3591.0,-1239.0,-1979.0,-1725.0,0.0,-254.0,-400.0,0.0,-400.0,27.0,45.0,-120.0,1420.0,192.0,
12/31/2017,447.0,392.0,187.0,28.0,,28.0,-160.0,216.0,-149.0,-129.0,-98.0,0.0,-392.0,-96.0,0.0,0.0,0.0,-96.0,-96.0,0.0,0.0,0.0,0.0,-278.0,235.0,-513.0,0.0,-18.0,-31.0,-311.0,810.0,1061.0,0.0,-251.0,-500.0,0.0,-500.0,-30.0,10.0,34.0,,,
03/31/2018,497.0,482.0,191.0,27.0,,27.0,-203.0,-136.0,-23.0,-32.0,-12.0,0.0,-393.0,-98.0,0.0,0.0,0.0,-98.0,-98.0,0.0,0.0,0.0,0.0,-271.0,-14.0,-257.0,0.0,-24.0,-812.0,-307.0,-279.0,-279.0,0.0,0.0,-250.0,0.0,-250.0,24.0,56.0,-652.0,,,
06/30/2018,924.0,712.0,179.0,-44.0,,-44.0,77.0,-41.0,39.0,64.0,15.0,,-147.0,-120.0,0.0,0.0,0.0,-120.0,-120.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-29.0,283.0,-306.0,799.0,799.0,0.0,0.0,-250.0,0.0,-250.0,40.0,-93.0,967.0,,,
09/30/2018,1024.0,617.0,201.0,3.0,,3.0,203.0,-214.0,150.0,212.0,55.0,0.0,-1788.0,-303.0,0.0,0.0,0.0,-303.0,-303.0,0.0,0.0,0.0,0.0,-1455.0,-22.0,-1433.0,0.0,-30.0,-1532.0,-305.0,-1228.0,,,,0.0,0.0,0.0,1.0,-22.0,-2318.0,,,
12/31/2018,323.0,465.0,202.0,-34.0,-7.0,-27.0,-310.0,292.0,-170.0,-247.0,-185.0,0.0,-259.0,-155.0,0.0,0.0,0.0,-155.0,-155.0,0.0,0.0,0.0,0.0,-73.0,0.0,-73.0,0.0,-31.0,98.0,-305.0,1198.0,1601.0,0.0,-403.0,-786.0,0.0,-786.0,-9.0,-7.0,155.0,,,
03/31/2019,533.0,520.0,204.0,29.0,59.0,-30.0,-220.0,-117.0,-35.0,36.0,-104.0,0.0,-318.0,-119.0,0.0,0.0,0.0,-119.0,-119.0,0.0,0.0,0.0,0.0,-165.0,5.0,-170.0,0.0,-34.0,-96.0,-302.0,382.0,-750.0,1135.0,-3.0,-214.0,0.0,-214.0,38.0,17.0,136.0,,,
06/30/2019,946.0,604.0,203.0,-39.0,,-39.0,178.0,3.0,-12.0,55.0,132.0,0.0,-284.0,-121.0,0.0,0.0,0.0,-121.0,-121.0,0.0,0.0,0.0,0.0,-137.0,5.0,-142.0,0.0,-26.0,-427.0,-302.0,-117.0,-424.0,556.0,-249.0,0.0,0.0,0.0,-8.0,-16.0,219.0,,,
09/30/2019,1204.0,717.0,213.0,72.0,,72.0,202.0,-127.0,130.0,119.0,80.0,0.0,-313.0,-199.0,0.0,0.0,0.0,-199.0,-199.0,0.0,0.0,0.0,0.0,-80.0,4.0,-84.0,0.0,-34.0,-966.0,-300.0,-434.0,-433.0,0.0,-1.0,-250.0,0.0,-250.0,18.0,-34.0,-109.0,,,
12/31/2019,424.0,326.0,211.0,67.0,56.0,11.0,-180.0,281.0,-167.0,-225.0,-69.0,0.0,-131.0,-114.0,0.0,0.0,0.0,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-162.0,-305.0,252.0,754.0,0.0,-502.0,-129.0,0.0,-129.0,20.0,10.0,141.0,,,
03/31/2020,588.0,517.0,211.0,-60.0,-38.0,-22.0,-80.0,2.0,-49.0,-65.0,32.0,0.0,-232.0,-111.0,0.0,0.0,0.0,-111.0,-111.0,0.0,0.0,0.0,0.0,-96.0,0.0,-96.0,0.0,-25.0,655.0,-306.0,1755.0,1755.0,0.0,0.0,-813.0,0.0,-813.0,19.0,-63.0,948.0,,,
06/30/2020,842.0,399.0,209.0,60.0,51.0,9.0,174.0,173.0,-2.0,-149.0,152.0,0.0,-145.0,-104.0,0.0,,,-104.0,-104.0,0.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,-23.0,-856.0,-299.0,-546.0,-2034.0,1488.0,0.0,0.0,0.0,0.0,-11.0,26.0,-133.0,,,
