Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2012,347.119,35.993,11.883,66.049,-1.691,-21.369,0.166,1.577,17.935,234.885,0.468,62.952,4.549,0.766,166.15,0.0,-71.749,-0.192,2.969,-3.161,-246.29,787.136,0.0,787.136,0.0,-1033.426,0.0,-819.43,-213.996,141.157,3.69,36.867,100.6,0.0,0.0,0.0,0.0,33.576,-300.719,-19.959,-6.71,0.0,2.1,293.37,-302.18,0.0,0.0,0.0,-274.05,0.0,,-25.349,-10.399,40.134,
06/30/2012,-42.059,39.451,16.351,44.222,11.74,-5.673,-0.013,2.933,14.493,-153.823,4.067,-22.436,3.457,-3.277,-135.634,0.0,686.727,-6.066,0.036,-6.102,628.353,797.161,0.0,531.399,265.762,-168.808,0.0,-382.804,213.996,25.78,-56.801,1.538,81.043,0.0,0.0,0.0,0.0,38.66,-606.44,-19.968,-13.835,0.0,35.316,0.0,-49.151,0.0,0.0,0.0,-572.637,0.0,,38.228,2.06,38.101,
09/30/2012,-164.17,30.726,18.706,63.572,-0.627,-10.833,,2.397,7.809,-276.547,6.378,-113.454,1.023,-5.895,-164.599,0.0,664.709,-7.968,0.174,-8.142,832.218,1140.55,0.0,654.462,486.088,-308.332,0.0,-308.332,0.0,-188.5,-178.132,-9.432,-0.936,0.0,0.0,0.0,0.0,28.959,-569.813,-19.892,168.313,0.0,-185.309,366.63,-13.008,0.0,0.0,0.0,-718.234,0.0,,-69.274,0.535,45.646,
12/31/2012,331.168,727.496,17.461,146.526,-768.908,-12.295,-794.831,2.426,35.792,212.05,-5.149,34.584,2.825,0.153,179.637,0.0,-461.631,-12.88,0.2,-13.08,-461.657,0.0,0.0,0.0,0.0,-461.657,0.0,221.577,-683.234,-30.498,-511.908,6.574,474.836,0.0,0.0,0.0,0.0,43.404,291.065,-19.964,108.669,0.0,35.379,200.0,-126.71,0.0,0.0,0.0,210.213,-7.853,,160.602,0.07,-246.706,
03/31/2013,174.232,29.574,17.622,35.696,21.473,-3.826,14.403,1.819,9.077,69.867,2.062,69.618,2.467,-2.109,-2.171,0.0,175.954,-6.37,0.004,-6.374,85.468,594.505,0.0,428.627,165.878,-509.037,0.0,-509.037,0.0,78.877,41.739,-7.809,44.947,0.0,0.0,0.0,0.0,17.979,-552.511,-19.974,-35.329,0.0,36.98,0.0,-72.309,0.124,0.124,0.0,-495.851,-1.481,,-202.325,0.037,32.651,
06/30/2013,125.41,45.535,14.898,13.077,34.151,-0.781,26.053,1.531,7.348,17.749,-2.029,19.051,2.009,-0.771,-0.511,0.0,-398.661,-9.407,0.017,-9.424,-231.809,145.618,0.0,311.496,-165.878,-377.427,0.0,-416.566,39.139,-246.247,-318.454,34.067,38.14,56.328,0.0,56.328,0.0,32.474,289.433,-21.204,217.944,0.0,-15.29,311.732,-78.498,0.01,0.01,0.0,92.683,0.0,,16.182,1.4,30.112,
09/30/2013,186.176,45.695,13.993,6.761,30.571,-3.448,23.645,2.421,7.953,89.156,5.706,61.902,3.753,-0.327,18.122,0.0,352.862,-6.022,3.151,-9.173,459.102,730.621,0.0,248.479,482.142,-271.519,0.0,-271.519,0.0,-128.018,-146.537,14.413,4.106,0.0,0.0,0.0,0.0,27.8,-452.831,-19.266,-28.176,0.0,-28.32,150.768,-150.624,-666.482,175.988,-842.47,263.153,-2.06,,86.207,0.232,29.118,
12/31/2013,123.565,38.579,12.797,14.064,35.798,-1.716,26.314,1.694,9.506,22.327,11.25,15.061,-2.05,0.074,-2.008,0.0,-162.598,-6.671,0.0,-6.671,214.957,452.157,0.0,130.25,321.907,-237.2,0.0,-237.2,0.0,-395.718,-424.856,-11.063,40.201,0.0,0.0,0.0,0.0,24.834,-6.031,-12.454,102.379,0.0,-46.481,155.0,-6.14,1.133,126.533,-125.4,-97.066,-0.023,,-45.064,0.908,35.959,
03/31/2014,87.27,48.416,12.312,9.511,23.515,-0.963,25.757,2.228,-3.507,-6.484,-11.695,-2.472,1.051,-1.44,8.072,0.0,-440.926,-7.955,4.838,-12.793,-159.242,138.682,0.0,138.682,0.0,-297.924,0.0,-57.709,-240.215,-193.399,-243.267,20.064,29.804,-90.571,-90.571,0.0,0.0,10.241,344.644,-12.287,91.199,0.0,16.814,74.979,-0.594,0.725,0.725,0.0,265.475,-0.468,,-9.012,-0.012,29.503,
06/30/2014,66.945,46.873,14.03,12.284,32.647,-5.417,24.134,2.47,11.46,-38.889,-2.51,-20.915,3.212,-0.075,-18.601,0.0,-75.043,-15.983,0.0,-15.983,268.904,268.904,0.0,268.904,0.0,0.0,0.0,0.0,0.0,-346.111,-351.629,-1.978,7.496,0.0,0.0,0.0,0.0,18.147,143.905,-12.292,112.842,0.0,-37.106,149.979,-0.031,0.78,0.78,0.0,42.575,0.0,,135.807,4.542,27.154,
09/30/2014,140.68,46.788,13.182,3.843,32.447,-1.872,25.049,2.755,6.515,44.42,7.613,6.044,-2.804,-0.06,33.627,0.0,-189.725,-7.283,0.0,-7.283,-54.436,30.933,0.0,30.933,0.0,-85.369,0.0,-219.666,134.297,-149.879,-160.034,2.684,7.471,0.0,90.571,-90.571,0.0,21.873,-160.978,-12.293,-145.68,0.0,-20.68,0.02,-125.02,0.681,0.681,0.0,-3.686,0.0,0.0,-210.023,0.163,27.204,
12/31/2014,92.323,53.172,15.428,8.193,33.895,-5.436,27.08,2.78,9.471,-18.365,-1.158,12.507,-1.459,1.575,-29.83,0.0,-461.08,-7.459,0.0,-7.459,78.754,151.214,0.0,151.214,0.0,-72.46,0.0,-72.46,0.0,-551.623,-571.666,-0.391,20.434,0.0,0.0,0.0,0.0,19.248,467.844,-16.171,29.642,0.0,19.756,285.022,-275.136,-87.251,0.862,-88.113,541.848,-0.224,0.0,99.087,1.278,25.688,
03/31/2015,38.787,53.963,13.799,4.397,35.402,-3.825,28.718,3.234,7.275,-68.774,-6.139,-22.818,,,-39.817,0.0,-643.443,-5.221,0.0,-5.221,-620.807,187.424,0.0,187.424,0.0,-808.231,0.0,-265.707,-542.524,-26.551,-36.336,-2.722,12.507,0.0,0.0,0.0,0.0,9.136,548.505,-15.993,48.368,0.0,-1.593,425.0,-375.039,-55.627,3.486,-59.113,576.175,-4.418,0.0,-56.151,0.338,27.875,
06/30/2015,74.036,55.792,14.37,6.637,28.539,-7.873,29.584,3.037,3.791,-31.303,6.139,-5.46,,,-31.982,0.0,-632.704,-3.584,0.0,-3.584,-236.715,208.971,0.0,208.971,0.0,-445.686,0.0,-420.367,-25.319,-402.968,-408.788,-3.539,9.359,0.0,0.0,0.0,0.0,10.563,490.162,-15.79,12.923,0.0,62.962,0.0,-50.039,-48.294,2.163,-50.457,541.308,0.015,0.0,-68.506,8.413,27.872,
09/30/2015,200.508,57.929,14.556,2.956,39.385,-3.543,34.896,3.191,4.841,85.683,8.019,30.078,,,47.586,0.0,-141.093,-12.862,0.0,-12.862,292.429,292.429,0.0,292.429,0.0,0.0,0.0,0.0,0.0,-388.389,-394.847,0.279,6.179,0.0,0.0,0.0,0.0,-32.271,-90.851,-15.631,-152.732,0.0,-52.81,0.0,-99.922,-50.66,1.908,-52.568,128.23,-0.058,0.0,-31.436,0.358,30.704,
12/31/2015,134.211,58.398,14.016,5.02,33.443,-2.494,28.706,3.094,4.137,23.334,0.747,15.481,,,7.106,0.0,-692.033,-6.714,0.0,-6.714,-136.401,352.738,0.0,352.738,0.0,-489.139,0.0,-489.139,0.0,-566.666,-571.079,3.696,0.717,0.0,0.0,0.0,0.0,17.748,595.518,-18.178,189.295,0.0,41.55,446.644,-298.899,-38.997,0.0,-38.997,463.921,-0.523,0.0,37.696,1.405,29.344,
03/31/2016,90.499,52.531,13.785,9.377,36.55,-3.491,28.601,3.337,8.103,-21.744,0.296,-0.018,,,-22.022,0.0,-378.492,-7.83,0.0,-7.83,-30.78,411.648,0.0,411.648,0.0,-442.428,0.0,-363.788,-78.64,-350.68,-344.159,-10.78,4.259,0.0,0.0,0.0,0.0,10.798,272.961,-17.628,196.887,0.0,26.954,1000.0,-830.067,-110.529,0.456,-110.985,207.049,-2.818,0.0,-15.032,-0.656,32.141,
06/30/2016,110.177,60.458,14.721,6.693,38.56,-3.522,32.682,3.512,5.888,-10.255,-0.296,-21.1,,,11.141,0.0,-300.586,-8.939,0.0,-8.939,19.952,275.089,0.0,275.089,0.0,-255.137,0.0,-255.137,0.0,-317.379,-316.619,-4.24,3.48,0.0,0.0,0.0,0.0,5.78,215.683,-17.506,-181.8,0.0,43.2,400.0,-625.0,-58.983,1.579,-60.562,475.759,-1.787,0.0,25.274,6.505,32.283,
09/30/2016,127.666,65.244,15.109,5.671,33.984,-3.941,33.153,3.364,1.408,7.658,-2.212,-4.764,,,14.634,0.0,-268.433,-7.722,0.0,-7.722,-69.591,621.969,0.0,621.969,0.0,-691.56,0.0,-614.311,-77.249,-205.63,-218.422,12.098,0.694,0.0,0.0,0.0,0.0,14.51,130.775,-17.281,-27.193,0.0,-52.154,300.0,-275.039,-90.591,0.946,-91.537,265.883,-0.043,0.0,-9.992,0.979,29.055,
12/31/2016,139.425,68.551,14.613,6.259,36.477,-8.837,34.401,3.402,7.511,13.525,-0.115,45.2,,,-31.56,0.0,-158.084,-9.826,,-9.826,194.662,554.023,0.0,554.023,0.0,-359.361,,,,-230.263,-250.222,13.346,6.613,6.146,0.0,6.146,0.0,-118.803,46.492,-17.248,-393.908,0.0,-35.326,175.0,-533.582,2.174,2.174,0.0,455.867,-0.393,,27.833,2.512,30.081,
03/31/2017,134.696,71.857,14.479,8.674,28.146,-11.228,36.014,3.36,0.0,11.54,,-0.798,,,12.338,0.0,-458.857,-5.497,0.0,-5.497,35.201,446.015,0.0,446.015,0.0,-410.814,0.0,-410.814,0.0,-419.552,-419.552,,0.0,0.0,0.0,0.0,0.0,-69.009,402.331,-20.906,-13.219,0.0,-13.219,275.0,-275.0,-13.232,1.919,-15.151,457.472,-7.784,0.0,78.17,0.21,31.714,
06/30/2017,109.015,76.004,14.855,10.26,34.46,-3.488,34.47,3.478,0.0,-26.564,,-0.435,,,-26.129,0.0,-319.022,-9.889,0.0,-9.889,-131.672,206.268,0.0,206.268,0.0,-337.94,0.0,-337.94,0.0,-182.01,-192.757,,10.747,0.0,0.0,0.0,0.0,4.549,31.012,-2.562,-49.692,0.0,3.899,800.0,-853.591,-29.613,0.585,-30.198,112.905,-0.026,0.0,-178.995,8.558,35.293,
09/30/2017,241.67,98.007,15.452,39.686,51.877,4.418,43.721,3.738,0.0,36.648,,11.817,,,24.831,,-23.868,-19.331,0.0,-19.331,196.769,643.317,0.0,643.317,0.0,-446.548,0.0,-446.548,0.0,-127.283,-142.922,,15.639,0.0,0.0,0.0,0.0,-74.023,622.885,-20.891,-233.862,0.0,-8.84,300.0,-525.022,-90.197,0.368,-90.565,967.987,-0.152,0.0,840.687,2.427,34.625,
12/31/2017,145.823,29.606,14.335,8.565,140.751,-2.863,116.851,3.603,23.16,-47.434,,9.045,,,-56.479,0.0,-672.157,-16.389,0.0,-16.389,-374.61,149.568,0.0,149.568,0.0,-524.178,,,,-289.011,-305.351,,16.34,0.0,0.0,0.0,0.0,7.853,-279.64,-20.549,-180.292,100.0,19.651,396.866,-696.809,-38.597,0.568,-39.165,-39.279,-0.923,0.0,-805.974,6.845,41.605,
03/31/2018,75.436,103.166,14.823,12.776,3.109,-3.445,2.599,3.955,0.0,-58.438,,2.187,,,-60.625,0.0,-175.05,-9.212,0.0,-9.212,-71.156,139.929,0.0,139.929,0.0,-211.085,0.0,-211.085,0.0,-98.295,-109.18,,10.885,0.0,0.0,0.0,0.0,3.613,225.698,-20.394,174.311,0.0,24.341,2280.0,-2130.03,-25.493,1.24,-26.733,105.502,-8.228,0.0,126.084,0.183,33.431,
06/30/2018,157.882,111.182,13.838,11.79,5.531,-1.457,2.623,4.365,0.0,15.541,,-1.082,,,16.623,0.0,-249.582,-17.568,,-17.568,32.916,189.289,0.0,189.289,0.0,-156.373,0.0,-156.373,0.0,-269.837,-272.906,,3.069,0.0,0.0,0.0,0.0,4.907,124.471,-32.235,-177.973,0.0,22.049,0.0,-200.022,-49.421,0.656,-50.077,189.014,195.086,,32.771,38.436,47.453,
09/30/2018,139.829,109.059,13.055,14.982,4.634,-3.688,4.138,4.184,0.0,-1.901,,19.015,,,-20.916,0.0,-449.452,-12.254,0.0,-12.254,19.66,162.999,0.0,162.999,0.0,-143.339,0.0,-143.339,0.0,-458.797,-460.297,,1.5,0.0,0.0,0.0,0.0,1.939,229.768,-35.219,148.703,0.0,-16.435,195.138,-30.0,-57.813,0.181,-57.994,-9.174,183.271,0.0,-79.855,1.721,41.298,
12/31/2018,164.905,105.07,13.456,12.149,28.588,-2.406,26.855,4.139,0.0,5.642,,2.479,,,3.163,0.0,-463.965,-14.125,,-14.125,-69.231,145.948,0.0,145.948,0.0,-215.179,0.0,-189.397,-25.782,-385.416,-392.877,0.0,7.461,0.0,0.0,0.0,0.0,4.807,430.691,-32.354,531.409,0.0,596.547,0.0,-65.138,24.934,195.202,-170.268,286.555,-379.853,0.0,131.631,0.668,58.059,
03/31/2019,142.508,120.186,7.0,23.569,13.55,-3.609,6.915,10.244,0.0,-21.797,,-15.655,,,-6.142,0.0,-648.375,-9.209,0.0,-9.209,-437.335,1387.25,0.0,1385.965,1.285,-1824.585,0.0,-1800.346,-24.239,-409.86,-423.514,0.0,13.654,201.1,0.0,201.1,0.0,6.929,628.228,-32.116,547.597,203.0,47.552,297.045,0.0,-313.518,6.649,-320.167,434.677,-8.412,0.0,122.361,1.05,95.63,
06/30/2019,113.328,156.184,4.446,12.119,23.699,-2.906,20.624,5.981,0.0,-83.12,,-21.806,,,-61.314,0.0,-693.171,-22.558,,-22.558,-156.524,350.288,,,,-506.812,0.0,-463.037,-43.775,-516.071,-546.646,,30.575,0.0,0.0,0.0,0.0,1.982,465.239,-50.387,-43.902,-203.0,-40.902,200.0,0.0,-23.116,1.887,-25.003,-97.125,679.769,,-114.604,61.863,125.845,
09/30/2019,108.275,135.726,-2.477,27.562,21.382,-3.436,15.055,5.171,4.592,-73.918,,-38.271,,,-35.647,0.0,-172.779,-8.428,,-8.428,94.804,1045.137,,,,-950.333,0.0,-896.756,-53.577,-281.311,-308.612,,27.301,0.0,0.0,0.0,0.0,22.156,95.653,-50.393,1690.122,1582.0,-76.062,341.41,-157.226,-341.064,2.626,-343.69,-522.914,-680.098,,31.149,25.567,128.913,
12/31/2019,256.939,151.684,-0.89,24.47,43.292,-3.838,44.039,3.091,0.0,38.383,,19.85,,,18.533,0.0,-639.537,-21.013,0.0,-21.013,124.281,1243.763,,,,-1119.482,,,,-748.282,-82.921,,-665.361,0.0,0.0,0.0,0.0,5.477,387.046,-52.768,-851.58,,,,,310.481,347.019,-36.538,982.974,-2.061,0.0,4.448,13.301,114.324,
03/31/2020,19.761,38.521,23.649,158.722,-23.735,-18.231,-10.978,3.57,1.904,-177.396,,4.829,,,-182.225,0.0,-1304.032,-6.941,0.0,-6.941,-2.379,754.611,0.0,754.611,0.0,-756.99,0.0,-755.558,-1.432,-1053.317,-1065.125,0.0,11.808,0.0,0.0,0.0,0.0,-241.395,1921.187,-47.299,565.063,-578.56,147.086,1248.441,-251.904,-9.979,6.267,-16.246,1420.659,-7.257,0.0,636.916,0.92,109.34,
06/30/2020,-902.751,93.191,26.272,141.851,-124.111,-85.698,-43.763,5.35,0.0,-1039.954,,-766.382,,,-273.572,0.0,-1868.375,-13.245,,-13.245,-204.012,2929.526,0.0,2858.254,71.272,-3133.538,,,,-1653.613,-1659.774,,6.161,0.0,0.0,0.0,0.0,2.495,2518.517,-62.023,-1787.055,-875.0,-87.2,0.0,-824.855,0.212,0.212,0.0,4367.53,-0.147,,-252.609,-0.663,85.347,
