Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2013,979.0,293.0,155.0,18.0,69.0,-27.0,94.0,,2.0,444.0,-17.0,179.0,-5.0,287.0,,1071.0,-51.0,0.0,-51.0,1960.0,3443.0,38.0,3405.0,0.0,-1483.0,0.0,-1234.0,-249.0,-810.0,-855.0,0.0,45.0,0.0,0.0,0.0,0.0,-28.0,-2471.0,-49.0,-2123.0,-2104.0,0.0,0.0,-19.0,-167.0,0.0,-167.0,-133.0,1.0,0.0,-421.0,,,
12/31/2013,3799.0,1122.0,645.0,138.0,326.0,-139.0,379.0,,86.0,1568.0,5.0,976.0,31.0,556.0,,-125.0,-186.0,0.0,-186.0,1282.0,9310.0,76.0,9234.0,0.0,-8028.0,0.0,-7050.0,-978.0,-1193.0,-1386.0,0.0,193.0,0.0,0.0,0.0,0.0,-28.0,-3890.0,-170.0,-359.0,608.0,0.0,750.0,-1717.0,-340.0,0.0,-340.0,-3021.0,0.0,0.0,-216.0,54.0,416.0,
03/31/2014,421.0,315.0,122.0,2.0,107.0,-9.0,115.0,,1.0,-125.0,-6.0,94.0,-249.0,36.0,,-580.0,-37.0,0.0,-37.0,-160.0,932.0,36.0,896.0,0.0,-1092.0,0.0,-846.0,-246.0,-383.0,-963.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,82.0,-49.0,-803.0,-201.0,0.0,0.0,-602.0,-8.0,0.0,-8.0,940.0,2.0,0.0,-77.0,,,
06/30/2014,322.0,296.0,126.0,35.0,37.0,-19.0,52.0,,4.0,-172.0,17.0,-132.0,-102.0,45.0,,-972.0,-58.0,0.0,-58.0,-246.0,1632.0,43.0,1589.0,0.0,-1878.0,0.0,-1606.0,-272.0,-668.0,-723.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,273.0,-78.0,-565.0,-163.0,0.0,0.0,-402.0,486.0,486.0,0.0,429.0,1.0,0.0,-377.0,,,
09/30/2014,775.0,320.0,143.0,24.0,-88.0,-76.0,9.0,,-21.0,376.0,-3.0,103.0,298.0,-22.0,,-1111.0,-69.0,0.0,-69.0,-1068.0,1300.0,51.0,1249.0,0.0,-2368.0,0.0,-2072.0,-296.0,38.0,24.0,0.0,14.0,0.0,0.0,0.0,0.0,-12.0,300.0,-89.0,78.0,75.0,0.0,3.0,0.0,0.0,0.0,0.0,308.0,3.0,0.0,-36.0,,,
12/31/2014,589.0,216.0,132.0,8.0,-12.0,-31.0,20.0,,-1.0,245.0,-3.0,-17.0,-126.0,391.0,,-1118.0,-78.0,0.0,-78.0,-453.0,1158.0,48.0,1110.0,0.0,-1611.0,0.0,-1348.0,-263.0,-578.0,-625.0,0.0,47.0,0.0,0.0,0.0,0.0,-9.0,-250.0,-83.0,11.0,360.0,0.0,0.0,-349.0,-248.0,0.0,-248.0,70.0,0.0,0.0,-779.0,,,
03/31/2015,294.0,234.0,123.0,49.0,47.0,-28.0,38.0,,37.0,-159.0,-1.0,69.0,-112.0,-115.0,,-904.0,-51.0,0.0,-51.0,-63.0,1425.0,46.0,1379.0,0.0,-1488.0,0.0,-1232.0,-256.0,-790.0,-827.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2632.0,-83.0,-461.0,-168.0,0.0,0.0,-293.0,-102.0,0.0,-102.0,3277.0,1.0,0.0,2022.0,,,
06/30/2015,373.0,285.0,129.0,63.0,7.0,-31.0,2.0,,36.0,-111.0,-3.0,2.0,203.0,-313.0,,-2145.0,-23.0,0.0,-23.0,-396.0,1396.0,63.0,1333.0,0.0,-1792.0,0.0,-1501.0,-291.0,-1726.0,-1738.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-499.0,-96.0,160.0,-239.0,0.0,1248.0,-849.0,-172.0,0.0,-172.0,-402.0,11.0,0.0,-2271.0,,,
09/30/2015,644.0,258.0,132.0,60.0,5.0,-29.0,28.0,,6.0,189.0,4.0,85.0,25.0,75.0,,-1032.0,-119.0,0.0,-119.0,-193.0,1426.0,65.0,1361.0,0.0,-1619.0,0.0,-1309.0,-310.0,-716.0,-726.0,0.0,10.0,0.0,0.0,0.0,0.0,-4.0,1641.0,-95.0,1903.0,-1846.0,0.0,3749.0,0.0,-270.0,0.0,-270.0,103.0,0.0,0.0,1253.0,,,
12/31/2015,161.0,285.0,139.0,69.0,166.0,-28.0,133.0,,61.0,-498.0,-37.0,39.0,-104.0,-396.0,,-1943.0,-176.0,0.0,-176.0,-937.0,2983.0,55.0,2928.0,0.0,-3920.0,0.0,-3650.0,-270.0,-830.0,-847.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2088.0,-94.0,1009.0,10.0,0.0,999.0,0.0,-79.0,0.0,-79.0,1252.0,0.0,0.0,306.0,,,
03/31/2016,788.0,273.0,130.0,113.0,16.0,-16.0,20.0,,12.0,256.0,33.0,101.0,108.0,14.0,,-656.0,-57.0,0.0,-57.0,-358.0,1875.0,45.0,1830.0,0.0,-2233.0,0.0,-1954.0,-279.0,-236.0,-266.0,0.0,30.0,0.0,0.0,0.0,0.0,-5.0,-1056.0,-94.0,-511.0,-10.0,0.0,499.0,-1000.0,-175.0,0.0,-175.0,-276.0,0.0,0.0,-924.0,,,
06/30/2016,356.0,275.0,137.0,72.0,-38.0,-44.0,-10.0,,16.0,-90.0,-7.0,-115.0,-234.0,266.0,,-420.0,16.0,,,-498.0,1940.0,260.0,1680.0,0.0,-2438.0,0.0,-2138.0,-300.0,81.0,64.0,0.0,17.0,0.0,0.0,0.0,0.0,-19.0,-89.0,-92.0,1110.0,2.0,0.0,1108.0,0.0,-179.0,0.0,-179.0,-909.0,-19.0,0.0,-153.0,,,
09/30/2016,610.0,320.0,158.0,29.0,48.0,-36.0,8.0,,76.0,55.0,-3.0,-42.0,154.0,-54.0,,573.0,-66.0,0.0,-66.0,-311.0,1905.0,217.0,1688.0,0.0,-2216.0,0.0,-2016.0,-200.0,961.0,922.0,0.0,39.0,0.0,0.0,0.0,0.0,-11.0,-1182.0,-98.0,-2912.0,-2.0,0.0,0.0,-2910.0,-215.0,0.0,-215.0,2044.0,-1.0,0.0,1.0,,,
12/31/2016,283.0,295.0,149.0,48.0,-75.0,-34.0,49.0,,-90.0,-134.0,-23.0,0.0,-256.0,145.0,,-197.0,-82.0,0.0,-82.0,-794.0,867.0,69.0,798.0,0.0,-1661.0,0.0,-1455.0,-206.0,715.0,619.0,0.0,96.0,0.0,0.0,0.0,0.0,-36.0,1127.0,-97.0,1744.0,0.0,0.0,1750.0,-6.0,-270.0,0.0,-270.0,-254.0,4.0,0.0,1213.0,,,
03/31/2017,736.0,301.0,140.0,70.0,50.0,-24.0,62.0,,12.0,175.0,-2.0,226.0,-30.0,-19.0,,-129.0,-13.0,0.0,-13.0,-218.0,1372.0,49.0,1323.0,0.0,-1590.0,-437.0,-1149.0,-4.0,110.0,103.0,0.0,7.0,0.0,0.0,0.0,0.0,-8.0,-1684.0,-173.0,-1750.0,0.0,0.0,0.0,-1750.0,-150.0,0.0,-150.0,389.0,0.0,0.0,-1077.0,,,
06/30/2017,416.0,316.0,134.0,48.0,-1.0,-31.0,0.0,,30.0,-81.0,,-33.0,8.0,-56.0,0.0,-429.0,-32.0,0.0,-32.0,-181.0,1046.0,52.0,994.0,0.0,-1227.0,-57.0,-1027.0,-143.0,-207.0,-213.0,0.0,6.0,0.0,0.0,0.0,0.0,-9.0,-230.0,-100.0,1348.0,600.0,0.0,1250.0,-502.0,-125.0,0.0,-125.0,-1331.0,-22.0,0.0,-243.0,,,
09/30/2017,852.0,311.0,136.0,76.0,-73.0,-32.0,1.0,,-42.0,402.0,,214.0,-63.0,251.0,,559.0,-36.0,0.0,-36.0,-22.0,1111.0,51.0,1060.0,0.0,-1133.0,0.0,-1127.0,-6.0,640.0,608.0,,32.0,0.0,0.0,0.0,0.0,-23.0,-1781.0,-121.0,-658.0,0.0,0.0,1594.0,-2252.0,-500.0,0.0,-500.0,-502.0,0.0,,-370.0,,,
12/31/2017,293.0,335.0,127.0,-44.0,141.0,-53.0,146.0,,48.0,-266.0,,75.0,-325.0,-16.0,,-802.0,-69.0,0.0,-69.0,-129.0,1057.0,44.0,1013.0,0.0,-1186.0,0.0,-1101.0,-85.0,-602.0,-582.0,0.0,-20.0,0.0,0.0,0.0,0.0,-2.0,729.0,-16.0,1954.0,-100.0,0.0,3805.0,-1751.0,-500.0,0.0,-500.0,-702.0,-7.0,0.0,220.0,,,
03/31/2018,154.0,414.0,121.0,-10.0,87.0,-14.0,103.0,,-2.0,-458.0,,-103.0,-61.0,-294.0,,-44.0,-56.0,0.0,-56.0,-95.0,851.0,46.0,805.0,0.0,-946.0,0.0,-876.0,-70.0,108.0,-164.0,0.0,272.0,0.0,0.0,0.0,0.0,-1.0,-906.0,-118.0,-650.0,-500.0,0.0,4350.0,-4500.0,-235.0,0.0,-235.0,101.0,-4.0,0.0,-796.0,,,
06/30/2018,506.0,375.0,118.0,60.0,-43.0,-20.0,6.0,,-29.0,-4.0,,-17.0,-31.0,44.0,,-670.0,-18.0,0.0,-18.0,-58.0,985.0,43.0,942.0,0.0,-1043.0,0.0,-898.0,-145.0,-595.0,-603.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1265.0,-117.0,3349.0,1400.0,0.0,3750.0,-1801.0,-235.0,0.0,-235.0,-1707.0,-25.0,0.0,1101.0,,,
09/30/2018,611.0,564.0,116.0,84.0,-235.0,-22.0,37.0,,-250.0,82.0,,181.0,53.0,-152.0,,-1120.0,-55.0,0.0,-55.0,-123.0,1051.0,43.0,1008.0,0.0,-1174.0,0.0,-986.0,-188.0,-1259.0,-1269.0,0.0,10.0,357.0,357.0,0.0,0.0,-40.0,-282.0,-117.0,3151.0,1850.0,0.0,2700.0,-1399.0,-1282.0,0.0,-1282.0,-2028.0,-6.0,0.0,-791.0,,,
12/31/2018,1004.0,406.0,107.0,95.0,99.0,-18.0,80.0,,37.0,297.0,,39.0,210.0,48.0,,-1211.0,-22.0,0.0,-22.0,174.0,924.0,42.0,882.0,0.0,-750.0,0.0,-650.0,-100.0,-1328.0,-1345.0,0.0,17.0,-357.0,-357.0,0.0,0.0,322.0,250.0,-164.0,-451.0,-1650.0,0.0,10950.0,-9751.0,-370.0,0.0,-370.0,1236.0,-1.0,,43.0,,,
03/31/2019,578.0,394.0,105.0,91.0,52.0,-18.0,19.0,,51.0,-64.0,,5.0,-381.0,312.0,0.0,-1688.0,-36.0,0.0,-36.0,-444.0,968.0,30.0,938.0,0.0,-1412.0,0.0,-1241.0,-171.0,-1198.0,-1383.0,0.0,185.0,0.0,0.0,0.0,0.0,-10.0,1379.0,-159.0,500.0,0.0,0.0,12025.0,-11525.0,-190.0,0.0,-190.0,1229.0,-1.0,0.0,269.0,,,
06/30/2019,743.0,390.0,107.0,92.0,53.0,-11.0,-1.0,,65.0,101.0,,-165.0,147.0,119.0,0.0,1723.0,-19.0,0.0,-19.0,619.0,4900.0,35.0,4865.0,0.0,-4281.0,0.0,-3926.0,-355.0,1127.0,985.0,0.0,142.0,0.0,0.0,0.0,0.0,-4.0,-1785.0,-159.0,-1150.0,2650.0,0.0,8749.0,-12549.0,300.0,490.0,-190.0,-749.0,-27.0,0.0,681.0,,,
09/30/2019,763.0,409.0,109.0,108.0,-164.0,-37.0,-11.0,,-116.0,301.0,,-6.0,105.0,202.0,0.0,187.0,-72.0,0.0,-72.0,-664.0,1618.0,40.0,1578.0,0.0,-2282.0,0.0,-1998.0,-284.0,932.0,854.0,0.0,78.0,0.0,0.0,0.0,0.0,-9.0,-371.0,-164.0,1050.0,1151.0,0.0,500.0,-601.0,-589.0,0.0,-589.0,-666.0,-2.0,0.0,579.0,,,
12/31/2019,497.0,389.0,105.0,96.0,218.0,-30.0,55.0,,193.0,-311.0,,-71.0,-218.0,-22.0,0.0,287.0,-51.0,0.0,-51.0,-29.0,1566.0,43.0,1523.0,0.0,-1595.0,0.0,-937.0,-658.0,376.0,310.0,0.0,66.0,0.0,0.0,0.0,0.0,-9.0,-1737.0,-174.0,-4602.0,-3351.0,0.0,0.0,-1251.0,-132.0,0.0,-132.0,3170.0,1.0,0.0,-953.0,,,
03/31/2020,787.0,162.0,100.0,373.0,-4.0,-33.0,-69.0,,98.0,156.0,,106.0,41.0,9.0,0.0,-5280.0,-43.0,0.0,-43.0,-844.0,911.0,36.0,875.0,0.0,-1755.0,0.0,-1308.0,-447.0,-4388.0,-4473.0,0.0,85.0,0.0,0.0,0.0,0.0,-5.0,5634.0,-172.0,3251.0,1100.0,0.0,3950.0,-1799.0,0.0,0.0,0.0,2555.0,0.0,0.0,1141.0,,,
06/30/2020,857.0,-214.0,128.0,882.0,-231.0,-65.0,-173.0,,7.0,292.0,,-507.0,14.0,785.0,0.0,-1136.0,-45.0,0.0,-45.0,-277.0,1176.0,40.0,1136.0,0.0,-1453.0,0.0,-1044.0,-409.0,-412.0,-468.0,0.0,56.0,-387.0,0.0,-387.0,0.0,-15.0,8222.0,-172.0,-8691.0,-3150.0,0.0,748.0,-6289.0,346.0,346.0,0.0,16749.0,-10.0,0.0,7943.0,,,
