Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2013,38005,7332,6456,876,5617,5617.0,0.0,0.0,0.0,0.0,0.0,0.0,1532,488.0,874.0,,880.0,14481,17888,38307,-20419,0.0,,5636,2805.0,2151.0,654.0,,1469,23524,,4448,1956,589.0,,1903.0,1615,0.0,,,,1615.0,1971,,186.0,,1956,8034,11051,11051.0,,,,14877,,11243.0,3448,25928,33962,0.0,9,9.0,0.0,-66,7614.0,-3529,4028,15.0,4043,38005,
06/30/2013,36703,6192,4808,1384,5438,5438.0,0.0,0.0,0.0,0.0,0.0,0.0,1596,331.0,963.0,,925.0,13226,17880,38499,-20619,0.0,,5597,2827.0,2149.0,678.0,,1476,23477,,4087,2008,221.0,,1858.0,1086,0.0,,,,1086.0,2010,,196.0,,2008,7183,10837,10837.0,,,,15053,,11426.0,3431,25890,33073,0.0,9,9.0,0.0,-67,7185.0,-3510,3617,13.0,3630,36703,
09/30/2013,37476,6649,5182,1467,5592,5592.0,0.0,0.0,0.0,0.0,0.0,0.0,1517,337.0,973.0,,885.0,13758,17992,38946,-20954,0.0,,5726,2951.0,2180.0,771.0,,1465,23718,,4089,1817,237.0,,2035.0,1703,0.0,,,,1703.0,2029,,101.0,,2024,7821,10897,10897.0,,,,15103,,11620.0,3382,26000,33821,0.0,9,9.0,0.0,-68,7102.0,-3401,3642,13.0,3655,37476,
12/31/2013,36212,5245,4665,580,6502,6502.0,0.0,0.0,0.0,0.0,0.0,0.0,1640,323.0,110.0,,932.0,13387,17961,39151,-21190,0.0,,4864,2965.0,2190.0,775.0,47.0,1419,22825,,4803,2478,0.0,0.0,2325.0,87,0.0,39.0,39.0,,48.0,2241,0.0,107.0,1244.0,2179,7131,10824,10390.0,434.0,434.0,,11769,0.0,7051.0,3367,22593,29724,0.0,9,9.0,0.0,-69,6925.0,-391,6474,14.0,6488,36212,
03/31/2014,37085,7035,5946,1089,5804,5804.0,0.0,0.0,0.0,0.0,0.0,0.0,1781,305.0,,,1076.0,14620,17769,39293,-21524,0.0,,4696,3004.0,2208.0,796.0,,1387,22465,,4957,2126,496.0,,2335.0,2222,0.0,,,,2222.0,2014,,102.0,1177.0,2000,9193,9860,9860.0,,,,11770,,7203.0,3288,21630,30823,0.0,9,9.0,0.0,-58,6727.0,-431,6247,15.0,6262,37085,
06/30/2014,34861,4599,3056,1543,5845,5845.0,0.0,0.0,0.0,0.0,0.0,0.0,1897,342.0,,,1242.0,12341,17787,39662,-21875,0.0,,4733,3032.0,2202.0,830.0,,1359,22520,,4166,2106,,,2060.0,1902,0.0,,,,1902.0,2269,,95.0,933.0,2249,8337,9940,9940.0,,,,10999,,6639.0,3332,20939,29276,0.0,9,9.0,0.0,-58,6155.0,-538,5568,17.0,5585,34861,
09/30/2014,35906,5571,4204,1367,5822,5822.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,441.0,,,1209.0,13318,17843,39943,-22100,0.0,,4745,2982.0,2154.0,828.0,,1322,22588,,4290,2112,,,2178.0,2393,0.0,,,,2393.0,2413,,86.0,1276.0,2395,9096,9858,9858.0,,,,11308,,6749.0,3197,21166,30262,0.0,9,9.0,0.0,-59,6229.0,-552,5627,17.0,5644,35906,
12/31/2014,35440,3283,2291,992,6661,6661.0,0.0,0.0,0.0,0.0,0.0,0.0,1274,515.0,1219.0,,1068.0,11218,18281,40620,-22339,0.0,,5941,3031.0,2184.0,847.0,25.0,1151,24222,,5127,2754,0.0,0.0,2373.0,923,0.0,47.0,47.0,,876.0,2571,0.0,76.0,78.0,2570,8621,9856,9398.0,458.0,458.0,,14805,0.0,11452.0,3199,24661,33282,0.0,9,9.0,0.0,-59,5726.0,-3535,2141,17.0,2158,35440,
03/31/2015,37332,6417,4482,1935,5724,5724.0,0.0,0.0,0.0,0.0,0.0,0.0,1774,620.0,755.0,,945.0,13915,17901,40468,-22567,0.0,,5516,2984.0,2140.0,844.0,,1157,23417,,4648,2055,451.0,,2142.0,3163,0.0,,,,3163.0,2799,,108.0,49.0,2793,10610,9941,9941.0,,,,14934,,11616.0,3161,24875,35485,0.0,9,9.0,0.0,-49,5508.0,-3639,1829,18.0,1847,37332,
06/30/2015,37251,6222,3430,2792,5618,5618.0,0.0,0.0,0.0,0.0,0.0,0.0,1928,435.0,821.0,,1017.0,13768,17970,40945,-22975,0.0,,5513,3092.0,2214.0,878.0,,1165,23483,,4298,2150,,,2148.0,3252,0.0,,,,3252.0,2753,,42.0,0.0,2741,10303,9900,9900.0,,,,15080,,11814.0,3224,24980,35283,0.0,9,9.0,0.0,-50,5668.0,-3677,1950,18.0,1968,37251,
09/30/2015,39002,5689,3441,2248,6055,6055.0,0.0,0.0,0.0,0.0,0.0,0.0,1837,455.0,656.0,,921.0,13581,18163,41436,-23273,0.0,,7258,4965.0,3442.0,1523.0,,1182,25421,,4375,2058,,,2317.0,4557,0.0,,,,4557.0,2937,,38.0,77.0,2898,11869,10044,9613.0,431.0,431.0,,15141,,11992.0,3034,25185,37054,0.0,9,8.92,0.08,-51,5771.0,-3800,1929,19.0,1948,39002,
12/31/2015,38311,4726,2730,1996,7134,7134.0,0.0,0.0,0.0,0.0,0.0,0.0,1348,353.0,255.0,,933.0,13208,18352,41918,-23566,0.0,,6751,4968.0,3419.0,1549.0,48.0,1127,25103,,5365,2587,0.0,0.0,2778.0,3018,0.0,46.0,46.0,,2972.0,2313,0.0,32.0,115.0,2292,10696,11316,10887.0,429.0,429.0,,13808,0.0,10638.0,3023,25124,35820,0.0,9,9.0,0.0,-51,6001.0,-3489,2470,21.0,2491,38311,
03/31/2016,39168,6267,3887,2380,6241,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,1404,396.0,328.0,,988.0,13912,18285,42306,-24021,0.0,,6971,5009.0,3440.0,1569.0,,1238,25256,,4709,2040,538.0,,2131.0,3869,0.0,,,,3869.0,2520,,88.0,104.0,2510,11098,11569,11090.0,479.0,479.0,,14021,,10839.0,2990,25590,36688,0.0,9,9.0,0.0,-43,6095.0,-3604,2457,23.0,2480,39168,
06/30/2016,38339,5672,3059,2613,6111,6111.0,0.0,0.0,0.0,0.0,0.0,0.0,1340,461.0,310.0,,913.0,13123,18251,42600,-24349,0.0,,6965,4977.0,3427.0,1550.0,,1217,25216,,5246,2405,133.0,,2708.0,2816,0.0,,,,2816.0,1899,,66.0,72.0,1880,9961,11550,11550.0,,,,14178,,11029.0,3011,25728,35689,0.0,9,9.0,0.0,-44,6223.0,-3562,2626,24.0,2650,38339,
09/30/2016,38342,5358,3299,2059,6272,6272.0,0.0,0.0,0.0,0.0,0.0,0.0,1223,358.0,456.0,,895.0,12853,18489,43185,-24696,0.0,,7000,4973.0,3436.0,1537.0,,1213,25489,,5312,2287,164.0,,2861.0,3820,0.0,,,,3820.0,1757,,65.0,72.0,1753,10889,11506,11506.0,,,,13180,,10052.0,2991,24686,35575,0.0,9,8.74,0.26,-44,6385.0,-3607,2743,24.0,2767,38342,
12/31/2016,40377,4567,3476,1091,7695,7695.0,0.0,0.0,0.0,0.0,0.0,0.0,1587,310.0,591.0,633.0,777.0,13849,18800,43674,-24874,0.0,,7728,5515.0,3757.0,1758.0,28.0,1284,26528,,5957,3042,0.0,0.0,2915.0,3681,0.0,46.0,46.0,,3635.0,2092,0.0,28.0,112.0,2082,11730,12394,11993.0,401.0,401.0,,15824,0.0,12694.0,2990,28218,39948,0.0,9,8.69,0.31,-45,4879.0,-4438,405,24.0,429,40377,
03/31/2017,38380,3718,2687,1031,6475,6475.0,0.0,0.0,0.0,0.0,0.0,0.0,1301,235.0,526.0,,1147.0,11494,19225,44509,-25284,0.0,,7661,5557.0,3777.0,1780.0,,1343,26886,,5274,2404,,,2870.0,4302,0.0,,,,4302.0,1830,,39.0,107.0,1828,11406,12938,12472.0,466.0,466.0,,13476,,10393.0,2937,26414,37820,0.0,9,9.0,0.0,-36,4988.0,-4426,535,25.0,560,38380,
06/30/2017,39724,4604,3544,1060,6553,6553.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,147.0,362.0,,1182.0,12394,19841,45588,-25747,0.0,,7489,5674.0,3845.0,1829.0,,1306,27330,,5548,2648,,,2900.0,3817,0.0,,,,3817.0,1717,,24.0,95.0,1623,11082,14257,13809.0,448.0,448.0,,13111,,9981.0,3011,27368,38450,0.0,9,9.0,0.0,-36,5437.0,-4166,1244,30.0,1274,39724,
09/30/2017,41356,4461,3418,1043,6937,6937.0,0.0,0.0,0.0,0.0,0.0,0.0,1512,125.0,318.0,,1487.0,12910,20988,47204,-26216,0.0,,7458,5735.0,3838.0,1897.0,,1280,28446,,5887,2808,,,3079.0,4555,0.0,,,,4555.0,1725,,178.0,75.0,1616,12167,14355,13905.0,450.0,450.0,,13295,,10075.0,2967,27650,39817,0.0,9,8.63,0.37,-37,5724.0,-4187,1509,30.0,1539,41356,
12/31/2017,45574,4069,3320,749,8773,8773.0,0.0,0.0,0.0,0.0,0.0,0.0,2876,86.0,266.0,1573.0,1282.0,15718,22118,48726,-26608,0.0,,7738,5836.0,3872.0,1964.0,35.0,1515,29856,,7219,3934,0.0,0.0,3285.0,4011,0.0,51.0,51.0,,3960.0,1656,0.0,222.0,756.0,1546,12886,20278,19829.0,449.0,449.0,,11386,,7061.0,3347,31664,44550,0.0,9,9.0,0.0,-37,5852.0,-4830,994,30.0,1024,45574,
03/31/2018,44464,4209,3544,665,7606,7606.0,0.0,0.0,0.0,0.0,0.0,0.0,1805,72.0,264.0,288.0,1499.0,13620,23239,50309,-27070,0.0,,7605,5918.0,3893.0,2025.0,,1351,30844,,6670,3501,,,3169.0,2683,0.0,,,,2683.0,1796,,73.0,837.0,1403,11149,20409,19829.0,580.0,580.0,,11531,,7053.0,3568,31940,43089,0.0,9,9.0,0.0,-31,6973.0,-5607,1344,31.0,1375,44464,
06/30/2018,45223,4934,4214,720,7363,7363.0,0.0,0.0,0.0,0.0,0.0,0.0,1577,123.0,210.0,307.0,1215.0,13874,23901,51200,-27299,0.0,,7448,5865.0,3837.0,2028.0,,1250,31349,,6989,3785,,,3204.0,2591,0.0,,,,2591.0,1908,,115.0,975.0,1872,11488,20120,19557.0,563.0,563.0,,11259,,7026.0,3143,31379,42867,0.0,9,9.0,0.0,-31,7665.0,-5315,2328,28.0,2356,45223,
09/30/2018,46689,4841,4097,744,7494,7494.0,0.0,0.0,0.0,0.0,0.0,0.0,1656,126.0,193.0,320.0,1266.0,13991,25379,53046,-27667,0.0,,7319,5895.0,3825.0,2070.0,,1105,32698,,7116,3689,,,3427.0,3200,0.0,,,,3200.0,1906,,105.0,1069.0,1868,12222,20101,19201.0,900.0,900.0,,11240,,7012.0,3054,31341,43563,0.0,9,9.0,0.0,-32,8377.0,-5256,3098,28.0,3126,46689,
12/31/2018,50016,5035,4225,810,8958,8958.0,0.0,0.0,0.0,0.0,0.0,0.0,2217,263.0,141.0,940.0,1179.0,16210,26576,54488,-27912,0.0,,7230,5886.0,3811.0,2075.0,35.0,905,33806,,8950,5188,0.0,0.0,3762.0,2805,0.0,140.0,140.0,,2665.0,2332,0.0,57.0,1619.0,2322,14087,19931,19537.0,394.0,394.0,,12961,0.0,8347.0,2938,32892,46979,0.0,9,9.0,0.0,-32,8006.0,-4962,3021,16.0,3037,50016,
03/31/2019,52061,5111,4399,712,7613,7613.0,0.0,0.0,0.0,0.0,0.0,0.0,2180,293.0,153.0,847.0,1209.0,14904,29790,57908,-28118,0.0,,7367,5906.0,3813.0,2093.0,,1015,37157,,7485,3907,,,3578.0,3281,0.0,630.0,138.0,492.0,2651.0,2443,,1.0,1758.0,2405,13209,22470,19990.0,2480.0,387.0,2093.0,12897,,8270.0,2868,35367,48576,0.0,36,9.0,27.0,-25,8249.0,-4793,3467,18.0,3485,52061,
06/30/2019,52787,4797,4072,725,8071,8071.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,306.0,143.0,601.0,1247.0,14843,30572,59026,-28454,0.0,,7372,5932.0,3811.0,2121.0,,991,37944,,7769,4291,,,3478.0,3439,0.0,564.0,77.0,487.0,2875.0,2425,,24.0,1947.0,2419,13633,22453,20059.0,2394.0,368.0,2026.0,12278,,7524.0,2783,34731,48364,0.0,111,9.0,102.0,-25,9109.0,-4790,4405,18.0,4423,52787,
09/30/2019,53282,4538,4040,498,7951,7951.0,0.0,0.0,0.0,0.0,0.0,0.0,1695,476.0,194.0,204.0,1285.0,14184,31575,60362,-28787,0.0,,7523,5914.0,3783.0,2131.0,,939,39098,,7406,4218,,,3188.0,2661,0.0,602.0,102.0,500.0,2059.0,2768,,16.0,1886.0,2766,12835,23803,21376.0,2427.0,364.0,2063.0,11070,,6443.0,2725,34873,47708,0.0,138,9.0,129.0,-25,10037.0,-4592,5558,16.0,5574,53282,
12/31/2019,57857,5741,5238,503,9552,9552.0,0.0,0.0,0.0,0.0,0.0,0.0,1810,285.0,330.0,382.0,1281.0,17103,33338,62583,-29245,0.0,,7416,5980.0,3813.0,2167.0,34.0,787,40754,,8900,5555,0.0,0.0,3345.0,3958,0.0,719.0,181.0,538.0,3239.0,2555,0.0,27.0,1632.0,2545,15413,24209,21501.0,2708.0,317.0,2391.0,14952,0.0,10601.0,2692,39161,54574,0.0,159,9.0,150.0,-26,9105.0,-5971,3267,16.0,3283,57857,
03/31/2020,60895,9460,8955,505,8126,8126.0,0.0,0.0,0.0,0.0,0.0,0.0,1803,476.0,299.0,,1546.0,19389,33949,63503,-29554,0.0,,7557,5952.0,3776.0,2176.0,,830,41506,,8175,4779,,,3396.0,4931,0.0,707.0,181.0,526.0,4224.0,2740,,24.0,1787.0,2738,15846,26689,23877.0,2812.0,319.0,2493.0,15047,,10477.0,2759,41736,57582,0.0,38,9.0,29.0,-19,9137.0,-5857,3299,14.0,3313,60895,
06/30/2020,62057,9216,8813,403,9230,9230.0,0.0,0.0,0.0,0.0,0.0,0.0,1780,337.0,277.0,0.0,1543.0,20226,34437,64405,-29968,0.0,,7394,5994.0,3787.0,2207.0,,786,41831,,8987,5271,,,3716.0,4283,0.0,717.0,183.0,534.0,3566.0,3001,,15.0,1918.0,2992,16271,25662,22867.0,2795.0,332.0,2463.0,15748,,10554.0,3261,41410,57681,0.0,264,9.0,255.0,-20,10032.0,-5913,4363,13.0,4376,62057,
