Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2013,2074.708,39.923,39.923,0.0,105.305,105.305,0.0,18.253,,,,,33.106,,,,,,29.333,196.587,163.381,,,0.0,,1714.74,1697.823,1675.235,22.588,16.917,1878.121,,56.815,20.932,,,35.883,21.674,0.0,,,21.674,0.0,,,0.0,78.489,594.362,594.362,,,183.292,,,,,155.904,27.388,777.654,856.143,0.0,176.671,176.671,,0.0,541.995,,718.666,499.899,1218.565,2074.708,
09/30/2013,2147.581,45.503,45.503,0.0,104.285,104.285,0.0,18.941,,,,,33.672,,,,,,29.284,202.401,168.029,,,0.0,,1777.151,1760.181,1738.032,22.149,16.97,1945.18,,68.148,22.469,,,45.679,21.369,0.0,,,21.369,0.0,,,0.0,89.517,599.386,599.386,,,192.049,,,,,165.826,26.223,791.435,880.952,0.0,180.824,180.824,,0.0,558.766,,739.59,527.039,1266.629,2147.581,
12/31/2013,2177.944,50.84,50.84,0.0,105.072,105.072,0.0,18.414,,,,,36.699,,0.0,,13.014,,32.531,211.025,163.69,371.302,-207.612,0.0,,1803.229,1786.837,1758.97,27.867,3.378,1966.919,,69.026,27.501,0.0,1.885,39.64,20.844,0.0,,,20.844,0.0,0.0,0.0,0.0,89.87,583.298,583.298,,,201.523,0.0,0.0,0.0,0.0,176.02,25.503,784.821,874.691,0.0,185.873,185.873,,0.0,578.324,0.0,764.197,539.056,1303.253,2177.944,
03/31/2014,2184.141,47.116,47.116,0.0,106.209,106.209,0.0,18.433,,,,,38.177,,,,,,37.151,209.935,169.006,,,0.0,,1805.2,1785.716,1764.623,21.093,19.484,1974.206,,63.964,25.359,,,38.605,20.285,0.0,,,20.285,0.0,,,0.0,84.249,564.937,564.937,,,211.635,,,,,185.882,25.753,776.572,860.821,0.0,186.894,186.894,,0.0,595.519,,782.413,540.907,1323.32,2184.141,
06/30/2014,2223.008,44.911,44.911,0.0,110.538,110.538,0.0,18.808,,,,,38.044,,,,,,34.658,212.301,168.839,,,0.0,,1841.868,1815.322,1794.493,20.829,26.546,2010.707,,65.973,26.353,,,39.62,20.208,0.0,,,20.208,0.0,,,0.0,86.181,556.793,556.793,,,219.876,,,,,194.181,25.695,776.669,862.85,0.0,189.822,189.822,,0.0,614.48,,804.302,555.856,1360.158,2223.008,
09/30/2014,5421.357,194.081,194.081,0.0,229.25,229.25,,19.06,,,,,158.57,,,,,,158.57,600.961,175.896,,,,,4644.5,4565.77,3303.818,1261.952,78.73,4820.396,,235.424,24.453,,18.717,192.254,18.368,0.0,,,18.368,0.0,,,0.0,253.792,2230.314,2230.314,,,703.164,,,,,611.098,92.066,2933.478,3187.27,166.647,885.622,885.622,,0.0,602.407,,1654.676,579.411,2234.087,5421.357,
12/31/2014,5501.062,208.079,208.079,0.0,233.053,233.053,0.0,19.974,,,,,103.119,,0.0,,37.123,,78.222,564.225,180.448,397.804,-217.356,0.0,,4756.389,4655.028,3381.149,1273.879,64.238,4936.837,,267.259,29.585,0.0,29.644,208.03,18.826,0.0,,,18.826,0.0,0.0,0.0,0.0,286.085,2232.186,2232.186,,,700.461,0.0,0.0,0.0,0.0,611.018,89.443,2932.647,3218.732,166.632,885.393,885.393,,0.0,627.522,0.0,1679.547,602.783,2282.33,5501.062,
03/31/2015,5584.009,116.156,116.156,0.0,244.002,244.002,,20.473,,,,,108.318,,,,,,108.318,488.949,183.446,,,,,4911.614,4806.935,3500.668,1306.267,104.679,5095.06,,263.973,25.808,,17.857,220.308,18.858,0.0,,,18.858,0.0,,,0.0,282.831,2229.994,2229.994,,,740.929,,,,,648.444,92.485,2970.923,3253.754,172.5,888.748,888.748,,0.0,646.296,-5.868,1701.676,628.579,2330.255,5584.009,
06/30/2015,5668.032,126.289,126.289,0.0,259.872,259.872,,20.985,,,,,95.438,,,,,,95.438,502.584,188.755,,,,,4976.693,4868.398,3586.021,1282.377,108.295,5165.448,,297.186,28.514,,29.804,238.868,19.778,0.0,,,19.778,0.0,,,0.0,316.964,2229.683,2229.683,,,715.621,,,,,623.667,91.954,2945.304,3262.268,172.5,893.319,893.319,,0.0,677.707,-5.868,1737.658,668.106,2405.764,5668.032,
09/30/2015,5787.22,187.422,187.422,0.0,276.237,276.237,0.0,20.887,,,,,103.44,,,,,,103.44,587.986,190.399,,,0.0,,5008.835,4871.884,3589.317,1282.567,136.951,5199.234,,366.082,30.75,,17.846,317.486,19.982,0.0,,,19.982,0.0,,,0.0,386.064,2415.557,2415.557,,,736.382,,,,,645.711,90.671,3151.939,3538.003,172.5,897.007,897.007,,0.0,718.104,-5.868,1781.743,467.474,2249.217,5787.22,
12/31/2015,6499.3,106.7,106.7,0.0,337.3,337.3,0.0,21.4,,,,,72.3,,0.0,,,,72.3,537.7,189.2,423.3,-234.1,0.0,,5772.4,5564.8,3970.2,1594.6,207.6,5961.6,,365.5,32.6,0.0,30.5,302.4,20.4,0.0,,,20.4,0.0,0.0,0.0,0.0,385.9,2533.7,2533.7,,,815.0,0.0,0.0,0.0,0.0,699.5,115.5,3348.7,3734.6,166.6,1345.4,1345.4,0.0,0.0,781.4,0.0,2293.4,471.3,2764.7,6499.3,
03/31/2016,6483.946,85.883,85.883,0.0,352.891,352.891,,21.584,,,,,90.948,,,,,,90.948,551.306,191.92,,,,,5740.72,5548.239,3967.902,1580.337,192.481,5932.64,,350.469,26.412,,18.005,306.052,20.231,0.0,,,20.231,0.0,,,0.0,370.7,2336.284,2336.284,,,805.459,,,,,706.452,99.007,3141.743,3512.443,172.5,1349.877,1349.877,,0.0,810.012,-5.868,2326.521,644.982,2971.503,6483.946,
06/30/2016,6843.32,74.105,74.105,0.0,375.352,375.352,,21.98,,,,,87.359,,,,,,87.359,558.796,204.922,,,,,6079.602,5854.283,4175.008,1679.275,225.319,6284.524,,340.6,30.721,,30.4,279.479,20.772,0.0,,,20.772,0.0,,,0.0,361.372,2581.043,2581.043,,,862.925,,,,,743.447,119.478,3443.968,3805.34,172.5,1356.829,1356.829,,0.0,853.817,-5.868,2377.278,660.702,3037.98,6843.32,
09/30/2016,6996.939,106.058,106.058,0.0,424.895,424.895,0.0,22.505,,,,,77.248,21.721,,,,8.352,47.175,630.706,227.213,,,0.0,,6139.02,5979.029,4300.102,1678.927,159.991,6366.233,,360.691,27.191,,18.577,314.923,22.02,0.0,,,22.02,0.0,,,0.0,382.711,2769.772,2769.772,,,890.401,,,,,760.504,129.897,3660.173,4042.884,172.5,1361.581,1361.581,,0.0,891.507,-5.868,2419.72,534.335,2954.055,6996.939,
12/31/2016,16708.9,316.9,316.9,0.0,1297.8,1297.8,0.0,23.4,,,,,773.2,,0.0,551.1,,,222.1,2411.3,300.8,568.0,-267.2,0.0,,13996.8,11259.5,7584.0,3675.5,2737.3,14297.6,,858.3,69.9,0.0,51.4,737.0,46.6,0.0,,,46.6,249.4,0.0,0.0,249.4,1154.3,5973.1,5973.1,,,2193.6,0.0,0.0,0.0,0.0,1343.7,849.9,8166.7,9321.0,0.1,5977.5,1.2,5976.3,0.0,753.7,-0.2,6731.1,656.8,7387.9,16708.9,
03/31/2017,16691.4,225.3,225.3,0.0,1328.1,1328.1,0.0,22.9,,,,,3248.9,,,3026.5,,,222.4,4825.2,299.3,,,0.0,,11566.9,11301.8,7665.7,3636.1,265.1,11866.2,,761.8,54.9,,34.5,672.4,46.8,0.0,,,46.8,737.9,,,737.9,1546.5,5785.9,5785.9,,,2228.0,,,,,1821.8,406.2,8013.9,9560.4,172.5,5811.6,1.2,5810.4,0.0,306.2,0.7,6291.0,840.0,7131.0,16691.4,
06/30/2017,17588.4,441.3,441.3,0.0,1353.2,1353.2,0.0,23.1,,,,,3252.8,,,3005.6,,,247.2,5070.4,305.8,,,0.0,,12212.2,11942.1,8179.0,3763.1,270.1,12518.0,,1003.9,61.6,,51.1,891.2,53.0,0.0,,,53.0,734.6,,,734.6,1791.5,6276.4,6276.4,,,2298.3,,,,,1835.6,462.7,8574.7,10366.2,172.5,5819.5,1.2,5818.3,0.0,360.3,1.1,6353.4,868.8,7222.2,17588.4,
09/30/2017,17591.9,278.1,278.1,0.0,1378.6,1378.6,0.0,22.9,,,,,3543.3,,,3296.4,,,246.9,5222.9,298.8,,,0.0,,12070.2,11788.9,8101.2,3687.7,281.3,12369.0,,883.8,59.6,,35.1,789.1,52.5,0.0,,,52.5,797.0,,,797.0,1733.3,6270.7,6270.7,,,2345.5,,,,,1887.4,458.1,8616.2,10349.5,100.0,5901.5,1.2,5900.3,0.0,388.6,1.1,6391.2,851.2,7242.4,17591.9,
12/31/2017,16572.6,312.2,312.2,0.0,1405.8,1405.8,0.0,22.7,,,,,3003.6,,0.0,2751.8,,,251.8,4744.3,302.7,610.7,-308.0,0.0,,11525.6,11201.6,7536.1,3665.5,324.0,11828.3,,943.9,62.2,0.0,52.1,829.6,52.1,0.0,,,52.1,399.1,0.0,0.0,399.1,1395.1,6450.4,6450.4,,,1557.7,0.0,0.0,0.0,0.0,1089.3,468.4,8008.1,9403.2,0.0,6010.1,1.2,6008.9,0.0,521.2,-4.2,6527.1,642.3,7169.4,16572.6,
03/31/2018,14384.5,767.4,767.4,0.0,1532.8,1532.8,0.0,22.1,,,,,211.7,,,0.0,,,211.7,2534.0,284.0,,,0.0,,11566.5,11228.4,7570.7,3657.7,338.1,11850.5,,1105.6,50.4,,35.1,1020.1,12.7,0.0,,,12.7,0.0,,,0.0,1118.3,4608.5,4608.5,,,1381.9,,,,,902.8,479.1,5990.4,7108.7,0.0,6013.8,1.2,6012.6,0.0,436.9,0.8,6451.5,824.3,7275.8,14384.5,
06/30/2018,12313.1,593.5,593.5,0.0,1543.5,1543.5,0.0,22.1,,,,,206.2,,,0.0,,,206.2,2365.3,288.4,,,0.0,,9659.4,9294.3,5662.3,3632.0,365.1,9947.8,,955.4,60.8,,51.3,843.3,13.0,0.0,,,13.0,0.0,,,0.0,968.4,4800.4,4800.4,,,1263.7,,,,,772.8,490.9,6064.1,7032.5,0.0,6026.8,1.2,6025.6,0.0,-1400.8,-0.2,4625.8,654.8,5280.6,12313.1,
