Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2011,5935.0,5935.0,-4709.0,4709.0,1226.0,0.0,-65.0,65.0,65.0,0.0,1161.0,-68.0,63.0,65.0,-2.0,,,5.0,1093.0,-352.0,741.0,0.0,0.0,0.0,741.0,-2.0,739.0,0.0,0.0,739.0,747.0,8.0,916.0,0.81,0.81,0.815502,921.0,0.8,0.8,0.808686,
09/30/2011,6548.0,6548.0,-5137.0,5137.0,1411.0,0.0,-79.0,79.0,79.0,0.0,1332.0,-71.0,62.0,63.0,-1.0,,,9.0,1261.0,-411.0,850.0,165.0,165.0,0.0,685.0,-2.0,683.0,0.0,0.0,683.0,867.0,19.0,920.0,0.74,0.92,0.942391,925.0,0.74,0.92,0.940541,
12/31/2011,7064.0,7064.0,,,,0.0,-5634.0,,,5634.0,1430.0,-76.0,69.0,70.0,-1.0,,,7.0,1354.0,-447.0,907.0,0.0,0.0,0.0,907.0,-1.0,906.0,0.0,0.0,906.0,921.0,15.0,921.0,0.98,0.98,1.0,923.0,0.98,0.98,0.996251,
03/31/2012,6868.0,6868.0,-5477.0,5477.0,1391.0,0.0,-368.0,68.0,68.0,300.0,1023.0,-81.0,74.0,76.0,-2.0,,,7.0,942.0,-304.0,638.0,8.0,8.0,0.0,630.0,-3.0,627.0,0.0,0.0,627.0,826.0,191.0,923.0,0.68,0.69,0.894908,926.0,0.68,0.69,0.894908,
06/30/2012,7234.0,7234.0,-5966.0,5966.0,1268.0,0.0,-67.0,67.0,67.0,0.0,1201.0,-97.0,80.0,82.0,-2.0,,,17.0,1104.0,-357.0,747.0,8.0,8.0,0.0,739.0,-2.0,737.0,0.0,0.0,737.0,745.0,0.0,924.0,0.8,0.81,0.81,926.0,0.79,0.8,0.8,
09/30/2012,7111.0,7111.0,-6090.0,6090.0,1021.0,0.0,-67.0,67.0,67.0,0.0,954.0,-77.0,71.0,72.0,-1.0,,,6.0,877.0,-267.0,610.0,6.0,6.0,0.0,604.0,-2.0,602.0,0.0,0.0,602.0,625.0,17.0,928.0,0.65,0.66,0.673491,930.0,0.65,0.65,0.66828,
12/31/2012,7290.0,7290.0,,,,0.0,-6309.0,,,6309.0,981.0,-82.0,73.0,75.0,-2.0,,,9.0,899.0,-307.0,592.0,-80.0,-80.0,0.0,672.0,-3.0,669.0,0.0,0.0,669.0,589.0,0.0,928.0,0.72,0.63,0.63,931.0,0.72,0.63,0.63,
03/31/2013,6974.0,6974.0,-6000.0,6000.0,974.0,0.0,-1072.0,72.0,72.0,1000.0,-98.0,-85.0,71.0,74.0,-3.0,,,14.0,-183.0,172.0,-11.0,5.0,5.0,0.0,-16.0,-2.0,-18.0,0.0,0.0,-18.0,624.0,637.0,931.0,-0.02,-0.01,0.670247,931.0,-0.02,-0.01,0.670247,
06/30/2013,7317.0,7317.0,-6246.0,6246.0,1071.0,0.0,-87.0,87.0,87.0,0.0,984.0,-82.0,71.0,73.0,-2.0,,,11.0,902.0,-256.0,646.0,-2.0,-2.0,0.0,648.0,-4.0,644.0,0.0,0.0,644.0,642.0,0.0,925.0,0.7,0.69,0.69,928.0,0.69,0.69,0.69,
09/30/2013,7472.0,7472.0,-6284.0,6284.0,1188.0,0.0,-80.0,80.0,80.0,0.0,1108.0,-103.0,91.0,92.0,-1.0,,,12.0,1005.0,-296.0,709.0,1.0,1.0,0.0,708.0,-2.0,706.0,0.0,0.0,706.0,745.0,38.0,890.0,0.79,0.79,0.837079,894.0,0.79,0.79,0.832506,
12/31/2013,7639.0,7639.0,,,,0.0,-6495.0,,,6495.0,1144.0,-104.0,98.0,100.0,-2.0,,,6.0,1040.0,-268.0,772.0,-23.0,-23.0,0.0,795.0,-2.0,793.0,0.0,0.0,793.0,798.0,28.0,849.0,0.93,0.91,0.939929,854.0,0.93,0.9,0.932787,
03/31/2014,7348.0,7348.0,-6303.0,6303.0,1045.0,0.0,-75.0,75.0,75.0,0.0,970.0,-124.0,93.0,96.0,-3.0,,,31.0,846.0,-229.0,617.0,1.0,1.0,0.0,616.0,6.0,622.0,0.0,0.0,622.0,623.0,0.0,849.0,0.73,0.73,0.73,853.0,0.73,0.73,0.73,
06/30/2014,8051.0,8051.0,-6768.0,6768.0,1283.0,0.0,-89.0,89.0,89.0,0.0,1194.0,-118.0,94.0,98.0,-4.0,,,24.0,1076.0,-299.0,777.0,2.0,2.0,0.0,775.0,-1.0,774.0,0.0,0.0,774.0,776.0,0.0,846.0,0.92,0.92,0.92,852.0,0.91,0.91,0.91,
09/30/2014,8701.0,8701.0,-7188.0,7188.0,1513.0,0.0,121.0,74.0,74.0,-195.0,1634.0,-84.0,96.0,99.0,-3.0,,,-12.0,1550.0,-411.0,1139.0,-66.0,-66.0,0.0,1205.0,-2.0,1203.0,0.0,0.0,1203.0,1013.0,-124.0,848.0,1.42,1.34,1.194575,854.0,1.41,1.33,1.184801,
12/31/2014,8770.0,8770.0,,,,0.0,-7471.0,71.0,71.0,7400.0,1299.0,-59.0,100.0,103.0,-3.0,,,-41.0,1240.0,-336.0,904.0,-1.0,-1.0,0.0,905.0,-4.0,901.0,0.0,0.0,901.0,1007.0,107.0,848.0,1.06,1.06,1.1875,850.0,1.06,1.06,1.185882,
03/31/2015,7050.0,7050.0,-6285.0,6285.0,765.0,0.0,-1313.0,66.0,66.0,1247.0,-548.0,-330.0,106.0,109.0,-3.0,,,224.0,-878.0,241.0,-637.0,4.0,4.0,0.0,-641.0,-2.0,-643.0,0.0,0.0,-643.0,418.0,1057.0,850.0,-0.76,-0.75,0.491765,850.0,-0.76,-0.75,0.491765,
06/30/2015,5919.0,5919.0,-5233.0,5233.0,686.0,0.0,-432.0,43.0,43.0,389.0,254.0,-129.0,106.0,110.0,-4.0,,,23.0,125.0,-71.0,54.0,1.0,1.0,0.0,53.0,1.0,54.0,0.0,0.0,54.0,320.9,265.9,852.0,0.06,0.06,0.376643,854.0,0.06,0.06,0.371358,
09/30/2015,5582.0,5582.0,-5039.0,5039.0,543.0,0.0,-500.0,37.0,37.0,463.0,43.0,-133.0,99.0,102.0,-3.0,,,34.0,-90.0,37.0,-53.0,0.0,0.0,0.0,-53.0,-1.0,-54.0,0.0,0.0,-54.0,268.81,322.81,855.0,-0.06,-0.06,0.314398,855.0,-0.06,-0.06,0.314398,
12/31/2015,5082.0,5082.0,-4556.0,4556.0,526.0,0.0,-440.0,54.0,54.0,386.0,86.0,-179.0,136.0,142.0,-6.0,,,43.0,-93.0,67.0,-26.0,0.0,0.0,0.0,-26.0,-2.0,-28.0,0.0,0.0,-28.0,270.0,298.0,856.0,-0.03,-0.03,0.315421,856.0,-0.03,-0.03,0.315421,
03/31/2016,4198.0,4198.0,-3925.0,3925.0,273.0,0.0,-3352.0,48.0,48.0,3304.0,-3079.0,-212.0,165.0,175.0,-10.0,,,47.0,-3291.0,875.0,-2416.0,2.0,2.0,0.0,-2418.0,6.0,-2412.0,0.0,0.0,-2412.0,64.0,2474.0,858.0,-2.81,-2.81,0.074592,858.0,-2.81,-2.81,0.07345,
06/30/2016,3835.0,3835.0,-3732.0,3732.0,103.0,0.0,-3983.0,41.0,41.0,3942.0,-3880.0,-227.0,196.0,206.0,-10.0,,,31.0,-4107.0,902.0,-3205.0,0.0,0.0,0.0,-3205.0,-3.0,-3208.0,0.0,0.0,-3208.0,-121.0,3087.0,860.0,-3.73,-3.73,-0.140698,860.0,-3.73,-3.73,-0.140698,
09/30/2016,3833.0,3833.0,-3662.0,3662.0,171.0,0.0,-43.0,43.0,43.0,0.0,128.0,-180.0,141.0,159.0,-18.0,,,39.0,-52.0,59.0,7.0,0.0,0.0,0.0,7.0,-1.0,6.0,0.0,0.0,6.0,-23.0,-29.0,862.0,0.01,0.01,-0.026682,864.0,0.01,0.01,-0.026682,
12/31/2016,4021.0,4021.0,-3704.0,3704.0,317.0,0.0,-264.0,96.0,96.0,168.0,53.0,-228.0,137.0,158.0,-21.0,,,91.0,-175.0,22.0,-153.0,0.0,0.0,0.0,-153.0,4.0,-149.0,0.0,0.0,-149.0,35.0,184.0,865.0,-0.17,-0.17,0.040462,865.0,-0.17,-0.17,0.040462,
03/31/2017,4279.0,4279.0,-4021.0,4021.0,258.0,0.0,-55.0,55.0,55.0,0.0,203.0,-260.0,242.0,265.0,-23.0,,,18.0,-57.0,25.0,-32.0,0.0,0.0,0.0,-32.0,0.0,-32.0,0.0,0.0,-32.0,34.0,66.0,867.0,-0.04,-0.04,0.039216,867.0,-0.04,-0.04,0.036125,
06/30/2017,4957.0,4957.0,-4474.0,4474.0,483.0,0.0,-337.0,75.0,75.0,262.0,146.0,-147.0,121.0,149.0,-28.0,,,26.0,-1.0,29.0,28.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,28.0,217.15,189.15,869.0,0.03,0.03,0.249885,871.0,0.03,0.03,0.247164,
09/30/2017,5444.0,5444.0,-4747.0,4747.0,697.0,0.0,-55.0,55.0,55.0,0.0,642.0,-146.0,115.0,145.0,-30.0,,,31.0,496.0,-135.0,361.0,0.0,0.0,0.0,361.0,4.0,365.0,0.0,0.0,365.0,365.0,0.0,872.0,0.42,0.42,0.42,873.0,0.42,0.42,0.42,
12/31/2017,5940.0,5940.0,-5093.0,5093.0,847.0,0.0,-456.0,71.0,71.0,385.0,391.0,-139.0,115.0,146.0,-31.0,,,24.0,252.0,-1058.0,-806.0,19.0,19.0,0.0,-825.0,1.0,-824.0,0.0,0.0,-824.0,462.0,1267.0,873.0,-0.94,-0.92,0.52921,873.0,-0.94,-0.92,0.52921,
03/31/2018,5740.0,5740.0,-5063.0,5063.0,677.0,0.0,-323.0,58.0,58.0,265.0,354.0,-165.0,140.0,150.0,-10.0,,,25.0,189.0,-142.0,47.0,0.0,0.0,0.0,47.0,-1.0,46.0,0.0,0.0,46.0,358.0,312.0,875.0,0.05,0.05,0.409143,878.0,0.05,0.05,0.405353,
06/30/2018,6147.0,6147.0,-5293.0,5293.0,854.0,0.0,-65.0,65.0,65.0,0.0,789.0,-156.0,137.0,150.0,-13.0,,,19.0,633.0,-125.0,508.0,0.0,0.0,0.0,508.0,3.0,511.0,0.0,0.0,511.0,511.0,0.0,877.0,0.58,0.58,0.58,880.0,0.58,0.58,0.58,
09/30/2018,6172.0,6172.0,-5384.0,5384.0,788.0,0.0,-72.0,72.0,72.0,0.0,716.0,-182.0,140.0,150.0,-10.0,,,42.0,534.0,-100.0,434.0,0.0,0.0,0.0,434.0,1.0,435.0,0.0,0.0,435.0,435.0,0.0,877.0,0.5,0.5,0.5,878.0,0.5,0.5,0.5,
12/31/2018,5936.0,5936.0,-5269.0,5269.0,667.0,0.0,-59.0,59.0,59.0,0.0,608.0,-150.0,137.0,214.0,-77.0,,0.0,13.0,458.0,210.0,668.0,0.0,0.0,0.0,668.0,-4.0,664.0,0.0,0.0,664.0,358.0,-306.0,873.0,0.76,0.76,0.41008,873.0,0.76,0.76,0.409485,
03/31/2019,5737.0,5737.0,-5252.0,5252.0,485.0,0.0,-120.0,59.0,59.0,61.0,365.0,-173.0,143.0,151.0,-8.0,,,30.0,192.0,-40.0,152.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.0,152.0,201.0,49.0,873.0,0.17,0.17,0.230241,873.0,0.17,0.17,0.226128,
06/30/2019,5930.0,5930.0,-5324.0,5324.0,606.0,0.0,-303.0,56.0,56.0,247.0,303.0,-152.0,144.0,148.0,-4.0,,,8.0,151.0,-74.0,77.0,0.0,0.0,0.0,77.0,-2.0,75.0,0.0,0.0,75.0,272.538462,197.538462,874.0,0.09,0.09,0.311829,875.0,0.09,0.09,0.311829,
09/30/2019,5550.0,5550.0,-4961.0,4961.0,589.0,0.0,-53.0,53.0,53.0,0.0,536.0,-164.0,141.0,147.0,-6.0,,,23.0,372.0,-76.0,296.0,0.0,0.0,0.0,296.0,-1.0,295.0,0.0,0.0,295.0,295.0,0.0,876.0,0.34,0.34,0.34,876.0,0.34,0.34,0.34,
12/31/2019,5191.0,5191.0,-4586.0,4586.0,605.0,0.0,-2257.0,59.0,59.0,2198.0,-1652.0,-185.0,141.0,182.0,-41.0,,0.0,44.0,-1837.0,183.0,-1654.0,0.0,0.0,0.0,-1654.0,1.0,-1653.0,0.0,0.0,-1653.0,285.0,1938.0,878.0,-1.88,-1.88,0.324601,878.0,-1.88,-1.88,0.324601,
03/31/2020,5037.0,5037.0,-4481.0,4481.0,556.0,0.0,-1127.0,54.0,54.0,1073.0,-571.0,-325.0,134.0,144.0,-10.0,,,191.0,-896.0,-119.0,-1015.0,0.0,0.0,0.0,-1015.0,-2.0,-1017.0,0.0,0.0,-1017.0,269.999588,1286.999588,878.0,-1.16,-1.16,0.307517,878.0,-1.16,-1.16,0.305831,
06/30/2020,3196.0,3196.0,-2917.0,2917.0,279.0,0.0,-2190.0,43.0,43.0,2147.0,-1911.0,-172.0,124.0,131.0,-7.0,,,48.0,-2083.0,402.0,-1681.0,0.0,0.0,0.0,-1681.0,5.0,-1676.0,0.0,0.0,-1676.0,51.632931,1727.632931,877.0,-1.91,-1.91,0.058874,877.0,-1.91,-1.91,0.058874,
