Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Abnormal Losses/(Gains),Income Taxes,Income Taxes from Sale of Assets,Deficit/Distributions to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/2008,347.848,332.892,,14.956,0.0,0.0,-189.075,167.486,21.366,103.5,0.223,,5.751,49.522,-84.584,91.533,1.029,-7.978,-35.062,1.772,-38.856,0.0,,0.0,-25.131,-11.114,-24.648,1.333,,-38.856,-38.856,0.0,174.536103,-0.219945,-0.269371,-0.269371,174.536103,-0.219945,-0.269371,-0.269371,,103.5,-8.697,-3.817,22.154,,-0.016,0.137,-1.436,,,-0.086,4.204,,67.306,,67.306,,,67.306,0.376607,0.376607,,,,0.0,
06/30/2008,356.56,316.97,,39.59,0.0,0.0,-175.32,148.274,27.004,105.642,0.042,,10.933,64.665,-88.63,89.79,0.843,-2.003,-23.965,3.281,239.14,0.0,,0.0,342.955,17.971,255.955,-1.759,2.661,242.285,242.285,0.0,168.42957,1.438494,-0.720503,-0.720503,168.42957,1.438494,-0.720503,-0.720503,,105.642,-2.331,-4.862,18.459,,-1.0,-0.255,-313.91,,,17.149,-6.436,7.792,75.6,,75.6,,-23.959,54.302,0.435829,0.313047,0.315254,72.334418,100.704983,70.235608,
09/30/2008,344.414,310.563,,33.851,0.0,0.0,-184.843,156.618,27.383,107.374,0.842,,1.343,50.854,18.201,84.887,1.559,-104.647,69.055,6.062,159.544,0.0,,0.0,237.386,8.85,173.742,1.758,,159.544,159.544,1.131,151.08078,1.056029,-0.018037,-0.018037,151.553779,1.056029,-0.018037,-0.018037,,107.374,-13.569,-3.879,17.879,,1.252,-99.954,-128.289,,4.027,21.091,16.889,1.959,94.932,,94.932,,-27.182,67.75,0.609413,0.434919,1.666179,273.407439,383.101328,265.166287,
12/31/2008,304.256,287.478,,16.778,0.0,0.0,-176.447,136.574,23.403,111.22,16.47,,4.339,12.25,-195.305,81.449,1.17,112.686,-183.055,42.329,-9.898,0.0,,0.0,70.319,2.871,6.957,4.292,,-9.898,-9.898,115.47,88.746982,-0.113431,-2.489583,-1.185868,88.746982,-0.113431,-2.489583,-1.185868,,111.22,-8.373,-4.994,19.092,,,0.253,-174.316,,22.054,,-1.769,,-39.568,144.534,104.966,,-27.158,77.808,1.182756,0.87674,4.001017,338.279252,456.351789,,
03/31/2009,293.451,283.912,0.0,9.539,0.0,0.0,-262.632,139.419,16.26,104.86,,0.0,2.093,30.819,-68.732,80.717,2.04,-14.025,-37.913,2.475,-24.532,-2.867,-2.867,0.0,-32.571,-7.317,-24.532,-13.166,0.158,-37.698,-50.919,-10.354,106.926949,-0.350605,-0.379371,-0.476204,106.926949,-0.350605,-0.379371,-0.476204,,104.86,-10.178,-4.307,16.435,,,-10.182,0.078,,,0.215,,-0.57,51.336,-2.523,48.813,,-14.368,34.603,0.436997,0.309782,0.103119,23.597197,33.287576,21.478495,
06/30/2009,291.647,279.041,0.0,12.606,0.0,0.0,-258.712,130.381,14.577,108.437,,0.0,5.317,32.935,-79.313,81.771,1.696,-4.154,-46.378,2.473,-18.444,-36.279,-36.279,0.0,-7.626,-5.701,-18.444,-13.126,,-29.921,-68.094,-1.894,112.016215,-0.267113,-0.590986,-0.607894,112.016215,-0.267113,-0.590986,-0.607894,,108.437,-10.083,-3.889,16.222,,,-1.787,-38.953,0.0,,4.637,,-0.223,38.739,13.581,52.32,,-16.714,35.606,0.467075,0.317865,0.103119,22.077599,32.441162,29.817497,
09/30/2009,285.397,275.072,0.0,10.325,0.0,0.0,-268.202,137.437,12.772,110.29,,0.0,7.703,17.195,-74.88,76.778,3.658,-5.556,-57.685,2.725,-27.502,-45.404,-45.404,0.0,-9.556,-4.942,-27.502,-12.988,0.148,-40.49,-88.271,-2.377,112.067612,-0.3613,-0.766448,-0.787658,112.067612,-0.3613,-0.766448,-0.787658,,110.29,-9.664,-4.237,12.412,,,0.027,-37.843,,,-3.181,,-0.085,22.287,25.111,47.398,,-18.763,28.783,0.422897,0.256809,0.103119,24.38394,40.15391,51.852201,
12/31/2009,286.746,269.362,0.0,17.384,0.0,0.0,-264.705,125.802,13.033,110.746,,0.0,15.124,22.041,-96.633,78.016,2.983,15.634,-74.592,11.117,6.206,-68.43,-68.43,0.0,4.955,-1.76,6.206,-12.935,0.1,-6.729,-69.715,5.444,112.366296,-0.059884,-0.668875,-0.620426,112.366296,-0.059884,-0.668875,-0.620426,,110.746,-9.479,-4.168,9.333,,,0.44,-86.414,,0.0,4.116,,-0.029,16.056,14.186,30.242,,-15.019,15.323,0.268672,0.13613,0.103119,38.381059,75.750179,72.166791,
03/31/2010,276.825,272.124,0.0,4.701,0.0,0.0,-253.072,134.028,11.736,105.035,,0.0,2.273,23.753,-64.31,77.677,-9.149,-4.218,-40.557,3.624,-27.518,-20.173,-20.173,0.0,-16.76,-5.237,-27.518,-12.922,0.06,-40.44,-62.057,-1.444,112.525336,-0.359386,-0.538661,-0.551494,112.525336,-0.359386,-0.538661,-0.551494,,105.035,-10.801,-3.948,3.659,,,-0.508,-17.231,,,-1.052,,-0.154,29.323,7.598,36.921,,-11.516,25.465,0.327269,0.225723,0.0,0.0,0.0,0.0,
06/30/2010,281.009,266.728,0.0,9.796,0.0,4.485,-246.26,128.267,15.184,102.809,,0.0,0.0,34.749,-76.4,76.203,5.295,-5.098,-41.651,3.385,,-28.096,-28.096,0.0,-10.17,,-7.825,,,-17.995,-49.132,-3.041,112.804625,-0.154678,-0.408592,-0.43555,112.804625,-0.154678,-0.408592,-0.43555,,,,,,,,,,,,,,,,0.853,,,-16.222,,,,0.103119,,,,
09/30/2010,273.192,263.481,0.0,9.711,0.0,0.0,-237.611,119.395,12.096,101.704,,0.0,4.416,35.581,-86.958,74.544,15.653,-3.239,-51.377,4.385,-14.924,-18.51,-18.51,0.0,-28.482,-5.788,-14.922,-13.576,0.086,-28.5,-47.893,-0.883,112.912267,-0.252408,-0.416341,-0.424161,112.912267,-0.252408,-0.416341,-0.424161,,101.704,-8.706,-3.498,5.051,,,2.294,-13.375,,0.0,,,-0.239,48.943,-2.278,46.665,,-16.866,29.885,0.412789,0.264357,0.103119,24.981035,39.007529,23.789715,
12/31/2010,271.073,259.651,0.0,11.422,0.0,0.0,-239.135,116.507,14.351,100.452,,0.0,7.825,31.938,-78.987,75.679,11.313,-8.005,-47.049,6.255,-38.427,-6.582,-6.582,0.0,-34.212,-0.148,-21.463,,0.078,-38.427,-44.944,0.065,113.153736,-0.3396,-0.397768,-0.397194,113.153736,-0.3396,-0.397768,-0.397194,,100.452,-11.222,-3.208,5.987,0.072,,-0.55,-18.056,,0.0,9.333,,-2.859,41.374,3.971,45.345,,-15.802,29.621,0.399492,0.260963,0.103119,25.812548,39.514871,28.202011,
03/31/2011,264.039,254.803,0.0,9.236,0.0,0.0,-227.368,118.323,11.181,93.967,,0.0,3.897,36.671,-70.754,72.355,1.648,-3.249,-34.083,2.412,-31.773,-4.394,-4.394,0.0,-27.277,-5.803,-19.26,,0.066,-31.773,-37.379,-1.212,113.771469,-0.27927,-0.317892,-0.328544,113.771469,-0.27927,-0.317892,-0.328544,,93.967,-8.108,-3.174,5.85,,,-0.12,-6.375,,,,,1.291,45.755,,45.755,,-11.506,34.315,0.401038,0.300767,0.123743,30.855644,41.142358,30.769096,
06/30/2011,259.366,251.715,0.0,7.651,0.0,0.0,-212.854,108.52,12.448,86.964,,0.0,4.922,46.512,-91.934,92.911,1.798,-2.775,-45.422,1.859,-33.177,-16.592,-16.592,0.0,-26.971,-5.029,-23.451,0.0,0.074,-33.177,-50.577,-0.808,115.551936,-0.287117,-0.430706,-0.437699,115.551936,-0.287117,-0.430706,-0.437699,,86.964,-6.959,-3.218,7.038,0.0,,-0.655,-12.939,,,,,2.783,34.808,-2.552,32.256,,-16.188,16.142,0.278381,0.139311,0.123743,44.450893,88.824681,41.078832,
09/30/2011,254.459,242.574,0.0,11.885,0.0,0.0,-213.035,108.769,12.741,87.687,,0.0,3.838,41.424,-66.588,68.068,4.987,-6.467,-25.164,0.893,-14.801,-28.928,-28.928,0.0,4.657,-4.592,-1.442,,0.142,-14.801,-46.824,-3.095,116.699154,-0.12683,-0.374716,-0.401237,116.699154,-0.12683,-0.374716,-0.401237,,87.687,-5.647,-3.306,8.51,0.098,,-0.245,-24.237,,,,,5.533,49.0,0.731,49.731,,-20.416,29.457,0.424978,0.251726,0.123743,29.117452,49.157755,29.470776,
12/31/2011,248.452,238.563,0.0,9.889,0.0,0.0,-209.822,100.189,14.536,88.713,,0.0,6.384,38.63,-74.989,66.099,9.288,-0.398,-36.359,1.278,-23.411,-26.507,-26.507,0.0,-8.574,-5.444,-12.935,,0.144,-23.411,-46.286,3.632,116.790311,-0.200453,-0.427416,-0.396317,116.790311,-0.200453,-0.427416,-0.396317,,88.713,-5.102,-3.13,8.936,4.869,,-1.12,-17.815,,,,,5.753,52.249,-1.804,50.445,,-26.231,24.358,0.430972,0.2081,0.123743,28.712459,59.46301,27.659783,
03/31/2012,252.32,244.249,0.0,8.071,0.0,0.0,-212.251,102.18,11.624,86.632,,0.0,11.815,40.069,-62.877,64.864,0.763,-2.75,-22.808,0.225,-10.609,-33.23,-33.23,0.0,10.647,-4.16,1.949,,0.069,-10.609,-38.055,5.784,116.880498,-0.090768,-0.375076,-0.325589,116.880498,-0.090768,-0.375076,-0.325589,,86.632,-4.927,-3.242,7.084,5.596,,-0.012,-28.163,,,,,0.18,48.379,,48.379,,-13.296,35.152,0.412744,0.299898,0.185614,44.970793,61.89241,44.843176,
06/30/2012,254.245,244.374,0.0,8.914,0.0,0.957,-206.107,103.047,13.556,87.229,,0.0,2.275,48.138,-55.853,60.322,2.242,-6.711,-7.715,0.234,0.523,-41.612,-41.612,0.0,34.131,-3.225,22.8,,0.057,0.523,-43.128,-2.039,123.541734,0.004233,-0.332592,-0.349097,123.541734,0.004233,-0.332592,-0.349097,,87.229,-4.685,-3.314,5.974,2.482,,-0.3,-40.542,,,,,4.262,48.404,9.811,58.215,,-15.084,43.188,0.469698,0.348455,0.185614,39.517753,53.267713,47.374391,
09/30/2012,252.845,242.149,0.0,10.696,0.0,0.0,-203.994,103.805,12.311,83.438,,0.0,4.44,48.851,-42.968,61.196,-0.206,-18.022,5.883,0.04,24.163,-47.412,-47.412,0.0,53.335,-1.563,38.781,,0.052,24.163,-39.273,-16.024,140.574483,0.171888,-0.165385,-0.279375,140.574483,0.171888,-0.165385,-0.279375,,79.399,0.0,-3.22,7.075,-0.061,,-14.924,-40.924,0.0,,,,4.812,54.757,11.314,66.071,,-18.317,47.806,0.469489,0.339701,0.206238,43.928198,60.711626,52.94629,
12/31/2012,247.705,233.617,0.0,14.088,0.0,0.0,-192.338,96.183,12.111,80.436,,0.0,3.608,55.367,-47.837,53.906,1.609,-7.678,7.53,0.309,67.928,-89.409,-89.409,0.0,97.248,-0.178,68.926,,0.053,67.928,-22.738,-1.257,140.648184,0.482964,-0.152729,-0.161666,140.648184,0.482964,-0.152729,-0.161666,,76.902,0.0,-3.37,5.091,1.364,,-0.163,-75.481,0.0,,,,2.829,74.922,0.079,75.001,,-20.057,54.997,0.532731,0.390643,0.206238,38.71335,52.794516,38.716265,
03/31/2013,237.504,230.252,0.0,7.252,0.0,0.0,-184.865,95.301,11.779,75.716,,0.0,2.069,52.639,-54.197,58.345,,-4.148,-1.558,-0.105,5.05,-4.496,-4.496,0.0,2.833,-3.746,5.892,,,5.05,0.554,0.0,140.778131,0.030936,0.003935,0.003935,140.778131,0.030936,-0.001001,-0.001001,,73.107,,-2.932,4.016,0.037,,0.074,-5.079,,,,,-0.383,70.144,,70.144,,-15.124,55.02,0.497502,0.390234,0.247486,49.745666,63.419847,49.67005,
06/30/2013,241.745,233.936,0.0,7.809,0.0,0.0,-183.033,95.995,11.153,73.833,,0.0,2.052,58.712,-56.066,57.73,,-1.664,2.646,-0.169,10.107,-4.502,-4.502,0.0,6.979,-3.478,10.948,,,10.107,5.605,0.0,140.925534,0.071718,0.039773,0.039773,141.267857,0.071545,0.039676,0.039676,,71.558,0.0,-2.932,3.933,0.0,,0.29,-7.518,,,,,-0.874,71.086,,71.086,,-17.689,53.397,0.5032,0.377984,0.247486,49.182343,65.475139,49.063163,
09/30/2013,243.943,236.546,0.0,7.397,0.0,0.0,-179.431,94.271,10.962,72.04,,0.0,2.158,64.512,-57.624,59.648,,-2.024,6.888,0.087,66.268,-72.435,-72.435,0.0,79.41,-0.398,67.232,,,66.268,-6.167,0.0,140.938141,0.470192,-0.043756,-0.043756,141.160214,0.469452,-0.043756,-0.043756,,69.254,,-2.915,3.919,-0.013,,0.376,-63.143,,,,,0.079,73.427,,73.427,,-22.314,51.113,0.520168,0.362092,0.247486,47.57803,68.348796,47.50318,
12/31/2013,250.862,238.498,0.0,12.364,0.0,0.0,-177.707,94.446,11.814,70.322,,0.0,1.125,73.155,-48.497,61.323,,-12.826,24.658,2.146,122.037,-121.799,-121.799,0.0,148.603,2.276,123.218,,,122.037,-7.277,-7.515,140.944929,0.865849,0.001689,-0.05163,141.09815,0.864909,0.001687,-0.05163,,68.315,,-2.495,1.481,0.0,,-20.081,-89.324,0.0,,,,0.157,82.366,,82.366,,-19.941,62.425,0.58375,0.442423,0.247486,42.395843,55.938742,42.349805,
03/31/2014,248.924,240.136,0.0,8.788,0.0,0.0,-183.751,100.522,10.532,70.307,,0.0,2.39,65.173,13.601,55.641,,-69.242,78.774,2.758,64.234,0.0,0.0,0.0,81.532,-0.505,64.927,,,64.234,-5.258,-69.492,141.072936,0.453724,0.453724,-0.037271,141.274645,0.453724,0.453724,-0.038169,,68.429,,-2.387,,0.541,,-57.046,,,,,,-0.035,73.231,,73.231,,-11.28,61.951,0.518359,0.438515,0.268109,51.722713,61.140353,51.648865,
06/30/2014,246.418,239.492,0.0,6.926,0.0,0.0,-180.621,95.521,10.119,71.399,,0.0,3.582,65.797,13.461,55.061,,-68.522,79.258,5.347,75.01,0.0,0.0,0.0,84.605,-0.045,77.042,,,75.01,8.348,-66.662,141.251371,0.525907,0.525907,0.059101,141.56945,0.525907,0.525907,0.055028,,69.554,,-2.384,,-0.164,,-65.972,,,,,,-0.002,75.997,,75.997,,-12.313,63.684,0.536818,0.449843,0.268109,49.944208,59.600685,49.831993,
09/30/2014,246.843,239.873,0.0,6.97,0.0,0.0,-179.376,96.519,10.658,69.437,,0.0,2.762,67.467,72.043,57.806,,-129.849,139.51,5.005,124.706,0.0,0.0,0.0,144.515,2.2,128.028,,,124.706,-0.21,-124.916,141.265917,0.886823,0.886823,-0.001487,141.684851,0.876511,0.876511,-0.005135,,67.531,,-2.439,,1.413,,-119.807,,,,,,0.188,73.792,0.0,73.792,,-16.325,57.467,0.520818,0.405597,0.268109,51.478534,66.102354,51.326323,
12/31/2014,242.178,233.33,0.0,8.848,0.0,0.0,-178.37,88.404,12.787,71.465,,0.0,5.714,63.808,-25.286,52.358,,-27.072,38.522,6.937,36.269,0.0,0.0,0.0,45.459,-2.426,39.252,,,36.269,36.676,0.407,141.344467,0.257797,0.257797,0.259479,141.814798,0.257797,0.257797,0.259479,,69.661,,-2.417,,0.407,,-22.533,,,,,,-0.155,78.806,,78.806,,-16.133,62.673,0.555697,0.441936,0.268109,48.247443,60.667082,48.08743,
03/31/2015,244.265,238.289,0.0,5.976,0.0,0.0,-183.198,97.095,10.652,74.432,,0.0,1.019,61.067,36.162,53.52,,-89.682,97.229,6.921,89.344,0.0,0.0,0.0,104.15,0.516,93.26,,,89.344,3.651,-85.693,149.168438,0.59809,0.59809,0.024475,149.610645,0.59809,0.59809,0.024475,,72.622,,-2.489,,,,-80.728,,,,,,0.041,79.306,0.658,79.964,,-9.13,70.834,0.534481,0.473456,0.288733,54.02126,60.984217,54.308476,
06/30/2015,244.783,238.637,0.0,6.146,0.0,0.0,-179.14,89.016,12.062,75.15,,0.0,2.912,65.643,-2.769,49.605,,-46.836,62.874,5.814,60.804,0.0,0.0,0.0,68.688,-1.348,63.869,,,60.804,16.023,-44.781,150.819928,0.402164,0.402164,0.106239,151.236922,0.402164,0.402164,0.106066,,72.997,,-2.609,,0.655,,-43.303,,,,,,-0.112,87.084,0.0,87.084,,-14.618,72.466,0.575812,0.479155,0.309357,53.725369,64.562967,53.577236,
09/30/2015,246.387,240.382,0.0,6.005,0.0,0.0,-182.366,90.526,11.013,77.237,,0.0,3.59,64.021,-48.531,48.285,,0.246,15.49,8.279,19.179,0.0,0.0,0.0,23.769,-3.513,21.925,,,19.157,19.157,0.0,150.931449,0.123743,0.123743,0.123743,151.289288,0.123743,0.123743,0.123743,,75.509,,-2.588,,0.0,,-0.091,,,,,,-0.31,88.186,0.0,88.186,,-13.584,74.602,0.582897,0.493108,0.309357,53.07237,62.73612,52.94684,
12/31/2015,247.657,239.646,0.0,6.229,1.782,0.0,-180.391,88.611,9.451,79.482,,0.0,2.847,67.266,1.6,48.275,,-49.875,68.866,6.51,66.639,0.0,0.0,0.0,75.376,-1.203,69.656,,,66.639,66.639,0.0,151.014848,0.443412,0.443412,0.443412,151.32323,0.443412,0.443412,0.443412,,77.752,,,,,,-49.571,,,,,,-0.092,90.943,0.0,90.943,,-16.593,74.35,0.600993,0.491339,0.309357,51.47433,62.962071,51.370089,
03/31/2016,248.074,241.481,0.0,4.758,1.835,0.0,-182.705,89.372,11.935,79.828,,0.0,1.57,65.369,-41.37,47.634,,-6.264,23.999,5.886,23.223,0.0,0.0,0.0,29.885,-3.327,26.057,,,23.223,17.036,-6.187,151.078852,0.154678,0.154678,0.112763,151.394992,0.154678,0.154678,0.112763,,77.978,,-2.682,,,,-5.855,,,,,,-0.058,89.279,0.0,89.279,,-10.386,78.893,0.589709,0.521107,0.340293,57.705183,65.301877,57.584684,
06/30/2016,253.061,242.871,0.0,8.347,1.843,0.0,-186.782,88.96,11.616,80.68,,0.0,5.526,66.279,172.553,48.894,,-221.447,238.832,7.121,221.382,0.0,0.0,0.0,245.953,6.481,224.433,,,221.382,4.841,-216.541,151.645188,1.46429,1.46429,0.031924,152.050545,1.453978,1.453978,0.02984,,78.934,,-2.734,,0.0,,-211.569,,,,,,0.154,92.648,0.0,92.648,,-14.335,78.313,0.609324,0.515046,0.340293,55.847606,66.070371,55.69872,
09/30/2016,251.067,244.115,0.0,4.789,2.163,0.0,-190.172,92.166,11.615,84.848,,0.0,1.543,60.895,-34.321,49.377,,-15.056,26.574,3.462,11.176,0.0,0.0,0.0,30.036,-3.68,15.513,,,11.176,-3.322,-14.498,151.358141,0.072183,0.072183,-0.021948,151.79259,0.072183,0.072183,-0.023329,,83.074,,-2.761,,,,-5.041,,,,1.959,,-0.11,84.617,1.877,86.494,,-15.351,71.143,0.569817,0.468686,0.340293,59.719645,72.605752,60.869648,
12/31/2016,251.449,246.064,0.0,3.429,1.956,0.0,-189.399,85.605,10.428,87.71,,0.0,5.656,62.05,106.61,50.484,,-157.094,168.66,8.739,162.0,0.0,0.0,0.0,177.399,3.308,164.407,,,162.0,5.436,-156.564,151.447358,1.072438,1.072438,0.035894,151.805197,1.062126,1.062126,0.030778,,83.031,,,,,,-156.205,,,,1.954,,0.102,94.19,0.0,94.19,,-15.217,78.973,0.620466,0.520226,0.340293,54.844676,65.412483,54.715394,
03/31/2017,248.673,243.79,0.0,2.691,2.192,0.0,-188.692,89.104,10.682,87.168,,,1.738,59.981,-47.811,47.882,,-0.071,12.17,4.985,11.491,0.0,0.0,0.0,17.155,-3.85,13.698,,,11.491,11.885,0.394,151.532697,0.072183,0.072183,0.078432,152.012724,0.072183,0.072183,0.074775,,82.881,,,,,,-0.439,,,,1.032,,-0.038,91.077,,91.077,,-10.946,80.131,0.599141,0.527134,0.371228,61.960144,70.423981,61.764485,
06/30/2017,251.104,246.236,0.0,2.856,2.012,0.0,-189.386,87.473,10.108,89.155,,,2.65,61.718,-45.15,46.858,,-1.708,16.568,5.023,15.843,0.0,0.0,0.0,21.591,-3.783,18.052,,,15.843,14.335,-1.508,151.577305,0.103119,0.103119,0.094572,151.974904,0.103119,0.103119,0.093196,,84.649,,,,,,-1.741,,,,0.41,,-0.041,95.337,0.0,95.337,,-15.36,79.977,0.627317,0.526248,0.371228,59.177192,70.542481,59.021996,
09/30/2017,256.682,251.94,0.0,2.695,2.047,0.0,-195.43,90.044,10.529,92.513,,0.0,2.344,61.252,-43.978,50.682,,-6.704,17.274,4.87,17.43,0.0,0.0,0.0,22.144,-3.814,19.635,,,17.43,17.663,0.233,151.578275,0.113431,0.113431,0.116528,152.091274,0.113431,0.113431,0.114963,,89.879,,,,,,-5.772,,,,0.733,,-0.043,98.413,0.0,98.413,,-14.446,83.967,0.64707,0.552086,0.371228,57.370713,67.240988,57.177568,
12/31/2017,257.31,250.228,0.0,5.001,2.081,0.0,-237.946,88.115,12.058,97.348,,0.0,40.425,19.364,249.577,49.193,,-298.77,268.941,17.248,262.097,0.0,0.0,0.0,286.189,7.637,264.389,,,262.097,-1.198,-263.295,151.691736,1.732399,1.732399,-0.007898,152.132974,1.722087,1.722087,-0.008602,,94.7,,,,,,-254.631,,,,-10.44,,0.041,99.404,-0.498,98.906,,-11.008,87.898,0.65012,0.577763,0.371228,57.10149,64.252656,56.649913,
03/31/2018,249.892,225.393,0.0,22.327,2.172,0.0,-194.343,87.482,11.355,92.548,,0.0,2.958,55.549,5.624,47.795,,-53.419,61.173,34.517,81.525,0.0,0.0,0.0,95.69,-0.557,83.792,,,81.525,28.33,-53.195,147.278388,0.556843,0.556843,0.192357,147.402517,0.556843,0.556843,0.192357,,90.394,,,,,,-47.023,,,,-30.72,,-0.015,93.604,0.349,93.953,,-9.06,84.893,0.618115,0.55851,0.391852,63.394676,70.160319,61.654801,
06/30/2018,253.071,231.13,0.0,19.057,2.884,0.0,-200.826,85.093,13.882,97.485,,,4.366,52.245,-49.396,49.906,,-0.51,2.849,4.307,2.817,0.0,0.0,0.0,7.156,-4.61,5.037,,,2.817,2.507,-0.31,147.366636,0.020624,0.020624,0.017012,147.492704,0.020624,0.020624,0.017012,,95.238,,,,,,-0.217,,,,0.085,,-0.082,93.231,2.102,95.333,,-11.04,84.293,0.646357,0.571506,0.391852,60.624694,68.564816,61.938561,
09/30/2018,245.193,234.048,0.0,8.433,2.712,0.0,-195.527,80.862,12.479,96.406,,,5.78,49.666,580.457,45.492,,-625.949,630.123,-26.206,567.029,0.0,0.0,0.0,603.917,24.13,569.991,,,567.029,-59.203,-626.232,147.374394,3.846339,3.846339,-0.401719,147.589679,3.846339,3.846339,-0.401719,,94.166,,,,,,-624.521,,,,54.448,,0.626,115.878,-19.282,96.596,,-9.898,86.698,0.634702,0.569665,0.391852,61.738002,68.786408,49.836017,
12/31/2018,235.168,232.022,0.0,0.0,3.146,0.0,-165.958,75.385,9.074,91.347,,0.0,-9.848,69.21,-59.779,57.441,,2.338,9.431,0.409,5.226,0.0,0.0,0.0,9.84,-4.9,7.407,,,5.226,7.5,2.274,144.299306,0.041248,0.041248,0.051975,144.549502,0.041248,0.041248,0.051975,,89.163,,,,,,2.311,,,,3.497,,-0.127,95.17,0.488,95.658,,-15.565,80.093,0.661766,0.554087,0.391852,59.213072,70.720338,59.413681,
03/31/2019,232.961,230.235,0.0,0.0,2.726,0.0,-188.821,80.291,9.829,93.565,,0.0,5.136,44.14,250.136,41.409,,-291.545,294.276,-2.981,271.568,0.0,0.0,0.0,291.295,10.249,274.133,,,271.568,-19.905,-291.473,144.232,1.88,1.88,-0.138007,144.445,1.88,1.88,-0.138007,,91.374,,,,,,-291.473,,,,6.526,,0.316,88.56,2.332,90.892,,-9.711,81.181,0.612756,0.547289,0.39,63.646823,71.260356,63.516802,
06/30/2019,227.265,224.2,0.0,0.0,3.065,0.0,-184.096,75.839,12.124,91.924,,,4.209,43.169,25.0,39.541,,-64.541,68.169,1.827,59.234,0.0,0.0,0.0,69.996,-1.356,64.459,,,59.234,-5.076,-64.31,148.367,0.4,0.4,-0.034212,148.599,0.4,0.4,-0.034212,,89.78,,,,,,-64.31,,,,0.21,,-0.073,83.485,5.093,88.578,,-13.134,75.444,0.596087,0.507702,0.39,65.426641,76.816725,69.309613,
09/30/2019,232.651,229.827,0.0,0.0,2.824,0.0,-191.2,77.43,11.821,97.538,,,4.411,41.451,-40.577,42.011,,-1.434,0.874,3.096,2.003,0.0,0.0,0.0,3.97,-4.931,1.979,,,2.003,0.857,-1.146,148.434,0.01,0.01,0.005774,148.636,0.01,0.01,0.00229,,95.199,,,,,,-1.146,,,,0.415,,-0.142,91.398,3.704,95.102,,-11.434,83.668,0.639832,0.562905,0.39,60.953545,69.283406,63.337557,
12/31/2019,232.841,230.032,0.0,0.0,2.809,0.0,-193.404,78.768,12.723,97.144,,0.0,4.769,39.437,102.136,45.846,,-147.982,141.573,1.193,133.339,0.0,0.0,0.0,142.766,2.486,133.512,,,133.339,-12.9,-146.239,148.449,0.9,0.9,-0.086899,148.7,0.9,0.9,-0.086899,,94.393,,,,,,-146.239,,,,2.956,,0.062,86.997,8.476,95.473,0.657,-9.564,86.566,0.642051,0.582152,0.41,63.857845,70.428344,69.961137,
03/31/2020,229.075,224.552,0.0,0.0,4.523,0.0,-188.89,76.664,10.108,100.476,,0.0,1.642,40.185,-34.441,41.336,,-6.895,5.744,3.233,6.679,0.0,0.0,0.0,8.977,-5.096,6.722,,,6.679,6.713,0.034,148.518,0.04,0.04,0.0452,148.786,0.04,0.04,0.040229,,97.792,,,,,,0.034,,,,0.226,,-0.039,99.596,0.635,100.231,,-11.605,88.626,0.673659,0.595661,0.41,60.86167,68.831111,61.139383,
06/30/2020,221.651,218.808,0.0,0.0,2.843,0.0,-186.868,75.244,9.696,97.689,,0.0,4.239,34.783,5.542,48.802,,-54.344,40.325,2.879,39.212,0.0,0.0,0.0,43.204,-2.446,39.255,,,39.212,-8.026,-47.238,148.535,0.26,0.26,-0.054034,148.553,0.26,0.26,-0.057988,,95.109,,,,,,-47.238,,,,0.152,,-0.015,84.774,8.567,93.341,,-11.403,81.938,0.628335,0.551574,0.41,65.251851,74.332703,71.837297,
09/30/2020,217.333,,,,,,,,,,,,,,,,,,1.72,,,,,,,,-1.102,,,-1.102,-4.447,,,-0.068,-0.068,0.019,,-0.068,-0.068,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,
