Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/04/2010,6740.38,2427.573,1237.011,1190.562,345.264,345.264,0.0,493.871,282.125,52.152,159.594,0.0,190.758,16.387,,52.049,31.514,35.334,3457.466,258.837,,,2879.122,,1290.038,1589.084,144.955,47.331,,47.331,,,45.575,3282.914,,399.511,115.177,79.45,,204.884,0.0,0.0,,,,487.509,,22.783,197.044,887.02,963.438,963.438,,,321.071,8.516,,,,28.986,260.786,1284.509,2171.529,0.0,4395.065,0.233,4394.832,0.0,5.096,171.649,4571.81,-2.959,4568.851,6740.38,
10/03/2010,8116.138,2903.818,865.388,2038.43,339.806,339.806,0.0,526.861,324.033,60.52,142.308,0.0,157.61,17.386,3.695,76.4,35.628,5.705,3928.095,248.995,,,3766.778,,2147.227,1619.551,172.27,41.69,,41.69,,,50.485,4188.043,,458.987,151.677,79.45,,227.86,0.0,0.0,,,,442.79,,33.645,163.907,901.777,1687.752,1687.752,,,344.334,8.079,,,,34.521,268.089,2032.086,2933.863,0.0,4630.513,0.235,4630.278,0.0,327.188,227.732,5185.433,-3.158,5182.275,8116.138,
01/02/2011,8776.71,2847.714,829.149,2018.565,367.784,367.784,0.0,509.585,314.027,48.889,146.669,0.0,307.609,11.025,0.88,149.486,128.346,45.074,4032.692,266.721,931.065,-664.344,4228.463,,2494.972,1733.491,248.834,37.404,0.0,37.404,0.0,,61.064,4744.018,,431.951,173.259,200.579,0.0,58.113,0.0,0.0,0.0,0.0,,528.156,0.0,43.156,241.744,960.107,1711.032,1711.032,0.0,0.0,326.176,9.751,0.0,0.0,0.0,37.21,236.059,2037.208,2997.315,0.0,4709.743,0.237,4709.506,0.0,812.653,260.228,5782.624,-3.229,5779.395,8776.71,
04/03/2011,8908.073,2972.654,974.45,1998.204,239.065,239.065,0.0,493.408,316.177,48.133,129.098,0.0,230.713,32.596,1.083,145.671,66.618,26.94,3935.84,269.184,,,4335.902,,2534.05,1801.852,367.147,129.466,,129.466,,,90.927,4972.233,,351.952,136.85,13.775,,201.327,0.0,0.0,,,,473.842,,31.353,211.248,825.794,1734.89,1734.89,,,357.493,7.169,,,,32.198,286.773,2092.383,2918.177,0.0,4771.643,0.238,4771.405,0.0,1036.777,184.793,5993.213,-3.317,5989.896,8908.073,
07/03/2011,9487.807,2694.208,974.854,1719.354,377.102,377.102,0.0,553.753,361.979,61.505,130.269,0.0,282.416,39.221,0.453,85.934,42.799,49.631,3907.479,271.166,,,4646.761,,2584.332,2062.429,662.401,485.026,154.899,330.127,,,90.988,5580.328,,448.311,181.377,29.396,,237.538,0.0,0.0,,,,578.389,,2.353,275.611,1026.7,1759.217,1759.217,,,341.576,6.815,,,,37.779,294.629,2100.793,3127.493,0.0,4808.64,0.239,4808.401,0.0,1285.167,269.927,6363.734,-3.42,6360.314,9487.807,
10/02/2011,9860.895,2553.552,1074.85,1478.702,464.647,464.647,0.0,684.628,442.041,84.038,158.549,0.0,269.972,41.984,0.189,162.083,55.092,12.248,3972.799,297.216,,,4830.925,,2714.663,2116.262,759.955,463.808,154.899,308.909,84.863,,49.012,5888.096,,568.461,223.241,118.369,,226.851,0.0,0.0,,,,573.919,,6.424,258.821,1142.38,1583.158,1583.158,,,419.848,6.382,,,,45.013,362.029,2003.006,3145.386,0.0,4849.777,0.24,4849.537,0.0,1518.42,350.837,6719.034,-3.525,6715.509,9860.895,
01/01/2012,10174.648,2848.988,1167.496,1681.492,521.763,521.763,0.0,678.382,398.308,89.332,190.742,0.0,306.828,37.851,0.0,199.027,67.157,80.318,4355.961,344.897,1116.53,-771.633,4709.558,,2766.263,1943.295,764.232,442.59,154.899,287.691,75.885,,46.73,5818.687,,617.199,258.583,280.138,0.0,78.478,0.0,0.0,0.0,0.0,,476.175,0.0,5.79,215.131,1093.374,1604.911,1604.911,0.0,0.0,415.524,0.0,0.0,0.0,0.0,44.262,365.472,2020.435,3113.809,0.0,4934.808,0.243,4934.565,0.0,1796.849,332.701,7064.358,-3.519,7060.839,10174.648,
04/01/2012,10012.107,2668.602,1093.263,1575.339,362.58,362.58,0.0,764.003,489.769,111.785,162.449,0.0,289.361,14.391,0.025,190.353,114.856,49.711,4084.546,453.032,,,4625.463,,2803.622,1821.841,849.066,485.463,197.669,287.794,,,173.225,5927.561,,432.985,224.29,11.304,,197.391,0.0,0.0,,,,471.146,,1.039,189.768,904.131,1627.234,1627.234,,,451.781,,,,,34.847,415.895,2079.015,2983.146,0.0,4988.521,0.244,4988.277,0.0,1870.356,173.758,7032.635,-3.674,7028.961,10012.107,
07/01/2012,10075.749,2538.66,1070.454,1468.206,281.822,281.822,0.0,862.518,515.225,115.637,231.656,0.0,453.879,17.841,0.003,186.925,214.369,118.28,4136.879,512.734,,,4595.53,,2724.382,1871.148,830.606,482.059,197.878,284.181,,,161.619,5938.87,,480.659,255.173,6.345,,219.141,878.929,878.929,,,,464.807,,1.745,228.498,1824.395,771.098,771.098,,,442.375,,,,,39.734,400.896,1213.473,3037.868,0.0,4956.959,0.242,4956.717,0.0,1829.364,255.521,7041.844,-3.963,7037.881,10075.749,
09/30/2012,10321.511,2596.069,1110.485,1485.584,465.618,465.618,0.0,852.725,535.427,106.564,210.734,0.0,404.216,13.621,0.0,178.149,220.979,62.35,4318.628,612.633,,,4589.324,,2818.969,1770.355,800.926,467.611,201.735,265.876,53.5,,101.666,6002.883,,521.439,318.347,8.181,,194.911,892.684,892.684,,,,482.791,,2.487,217.955,1896.914,780.464,780.464,,,436.122,,,,,43.174,390.461,1216.586,3113.5,0.0,5014.573,0.242,5014.331,0.0,1882.265,315.52,7212.358,-4.347,7208.011,10321.511,
12/30/2012,10339.127,2875.504,995.47,1880.034,626.025,626.025,0.0,750.075,404.634,102.249,243.192,0.0,354.756,13.221,0.994,168.718,186.223,42.371,4606.36,665.542,1553.481,-887.939,4296.043,,2835.931,1460.112,771.182,448.654,201.735,246.919,47.262,,105.554,5732.767,,498.414,254.459,208.629,0.0,35.326,906.708,906.708,0.0,0.0,,476.545,0.0,0.0,214.806,1881.667,789.913,789.913,0.0,0.0,407.947,0.0,0.0,0.0,0.0,37.259,370.688,1197.86,3079.527,0.0,5027.512,0.241,5027.271,0.0,2071.268,165.121,7263.901,-4.301,7259.6,10339.127,
03/31/2013,10376.439,3310.183,1148.11,2162.073,439.496,439.496,0.0,733.937,389.004,126.874,218.059,0.0,367.245,11.835,,118.481,177.942,68.043,4850.861,659.222,,,4168.783,,2882.71,1286.073,697.573,430.924,202.336,228.588,,,148.168,5525.578,,546.278,257.357,27.565,,261.356,921.007,921.007,,,,405.805,,0.0,149.34,1873.09,799.628,799.628,,,383.957,,,,,16.753,367.204,1183.585,3056.675,0.0,5104.792,0.243,5104.549,0.0,2175.088,42.552,7322.432,-2.668,7319.764,10376.439,
06/30/2013,9618.996,2588.029,1054.131,1533.898,636.093,636.093,0.0,723.403,400.078,110.509,212.816,0.0,347.354,13.118,0.0,115.789,189.059,42.0,4294.879,674.249,,,3971.214,,2766.474,1204.74,678.654,413.219,202.336,210.883,,,149.646,5324.117,,789.011,269.829,116.062,,403.12,0.0,0.0,,,,318.972,,0.0,51.957,1107.983,809.626,809.626,,,356.581,,,,,10.178,346.403,1166.207,2274.19,0.0,5124.529,0.24,5124.289,0.0,2235.001,-11.686,7347.844,-3.038,7344.806,9618.996,
09/29/2013,8944.531,2045.381,902.765,1142.616,685.103,685.103,0.0,776.224,432.601,119.766,223.857,0.0,441.197,13.629,,121.09,192.387,125.229,3947.905,673.219,,,3458.643,,2243.7,1214.943,864.764,593.252,318.111,275.141,38.839,,111.583,4996.626,,777.717,348.399,41.979,,387.339,0.0,0.0,,,,414.929,,0.0,121.852,1192.646,819.681,819.681,,,329.743,,,,,11.228,318.515,1149.424,2342.07,0.0,4752.172,0.226,4751.946,0.0,1833.713,19.65,6605.535,-3.074,6602.461,8944.531,
12/29/2013,10488.717,2905.857,986.246,1919.611,682.809,682.809,0.0,756.975,440.57,102.543,213.862,0.0,305.077,12.63,0.0,134.669,70.76,82.718,4650.718,655.794,1639.465,-983.671,4314.091,,3179.471,1134.62,868.114,566.015,318.111,247.904,37.747,,129.683,5837.999,,746.573,282.582,205.266,0.0,258.725,0.0,0.0,0.0,0.0,,484.007,0.0,0.118,146.964,1230.58,1985.363,1985.363,0.0,0.0,307.083,0.0,0.0,0.0,0.0,52.105,254.86,2292.446,3523.026,0.0,5040.242,0.225,5040.017,0.0,2004.089,-76.459,6967.872,-2.181,6965.691,10488.717,
03/30/2014,10586.371,2809.739,1116.938,1692.801,596.669,596.669,0.0,799.883,467.721,118.249,213.913,0.0,301.732,12.715,0.0,136.991,70.2,94.592,4508.023,639.653,,,4667.345,,3508.081,1159.264,771.35,539.029,317.93,221.099,,,95.33,6078.348,,603.786,259.204,12.585,,331.997,840.18,0.0,,,840.18,434.429,,0.0,147.951,1878.395,1166.497,1166.497,,,311.334,,,,,4.336,306.998,1477.831,3356.226,0.0,4961.893,0.227,4961.666,0.0,2150.583,119.782,7232.258,-2.113,7230.145,10586.371,
06/29/2014,10729.699,2679.471,885.115,1794.356,759.967,759.967,0.0,751.683,457.344,112.128,182.211,0.0,423.591,20.652,0.0,112.366,189.594,65.965,4614.712,650.223,,,4744.451,,3569.453,1174.998,720.313,512.473,317.93,194.543,,,95.474,6114.987,,712.415,329.899,35.217,,347.299,850.874,0.0,,,850.874,393.494,,0.0,116.027,1956.783,1177.273,1177.273,,,295.737,,,,,5.162,290.575,1473.01,3429.793,0.0,5189.183,0.224,5188.959,0.0,1971.784,141.134,7302.101,-2.195,7299.906,10729.699,
09/28/2014,10708.261,2301.092,930.835,1370.257,870.552,870.552,0.0,782.128,472.863,121.53,187.735,0.0,400.362,25.037,0.0,147.69,103.819,99.704,4354.134,692.362,,,3963.602,,2843.933,1119.669,1698.163,1454.859,860.62,594.239,34.468,,61.146,6354.127,,868.485,412.328,75.649,,380.508,861.628,861.628,,,,484.833,,0.0,134.817,2214.946,1188.356,1188.356,,,242.491,,,,,25.14,217.351,1430.847,3645.793,0.0,5243.119,0.221,5242.898,0.0,1780.42,41.167,7064.706,-2.238,7062.468,10708.261,
12/28/2014,10273.825,2264.512,809.003,1455.509,842.476,842.476,0.0,698.011,369.86,138.594,189.557,0.0,390.199,18.579,0.0,161.827,103.011,83.675,4195.198,724.357,1936.635,-1212.278,3721.292,,2758.475,962.817,1632.978,1373.679,831.328,542.351,33.375,,64.097,6078.627,,902.306,404.237,74.079,0.0,423.99,864.718,864.718,0.0,0.0,,418.932,31.066,,136.051,2185.956,1188.491,1188.491,0.0,0.0,245.554,0.0,0.0,0.0,0.0,22.36,192.128,1434.045,3620.001,0.0,5236.982,0.216,5236.766,0.0,1499.149,-80.929,6655.202,-1.378,6653.824,10273.825,
03/29/2015,9461.221,1997.481,649.94,1347.541,589.246,589.246,0.0,713.053,366.388,109.101,237.564,0.0,453.206,20.878,0.0,157.292,168.745,98.042,3752.986,769.933,,,3386.628,,2396.95,989.678,1551.674,1269.186,831.328,437.858,,,125.196,5708.235,,839.032,397.617,34.877,,406.538,880.653,0.0,0.0,0.0,880.653,370.991,,0.0,112.993,2090.676,1211.097,1211.097,,,207.334,,,,,0.239,207.095,1418.431,3509.107,0.0,5144.181,0.208,5143.973,0.0,876.252,-66.974,5953.459,-1.345,5952.114,9461.221,
06/28/2015,9149.431,1764.011,685.79,1078.221,640.842,640.842,0.0,780.773,387.192,121.784,271.797,0.0,471.73,22.735,0.0,158.506,208.791,69.62,3657.356,804.764,,,3175.464,,2239.072,936.392,1511.847,1221.683,831.328,390.355,,,131.658,5492.075,,796.773,412.403,29.174,,355.196,892.054,0.0,,,892.054,348.233,0.0,0.0,110.597,2037.06,1222.642,1222.642,,,163.08,,,,,0.075,163.005,1385.722,3422.782,0.0,5141.172,0.204,5140.968,0.0,704.389,-118.912,5726.649,0.0,5726.649,9149.431,
09/27/2015,9073.003,1698.694,698.073,1000.621,740.637,740.637,0.0,785.286,391.015,120.674,273.597,0.0,389.029,19.616,,167.053,142.608,42.952,3613.646,831.064,,,3155.044,,2176.095,978.949,1473.249,1174.606,831.328,343.278,30.626,,100.964,5459.357,,761.976,426.61,40.643,,294.723,0.0,0.0,,,,377.034,19.032,,143.301,1139.01,2137.737,2137.737,,,162.181,,,,,0.072,143.077,2299.918,3438.928,0.0,5233.066,0.201,5232.865,0.0,598.352,-197.343,5634.075,0.0,5634.075,9073.003,
01/03/2016,9230.761,4006.193,1478.948,2527.245,618.191,618.191,0.0,809.395,383.655,109.746,315.994,0.0,226.007,26.806,,325.033,142.693,53.132,5659.786,817.13,2263.544,-1446.414,1127.131,,117.142,1009.989,1626.714,1128.054,831.328,296.726,,,173.627,3570.975,,728.479,323.28,53.006,0.0,352.193,913.178,0.0,0.0,0.0,913.178,361.823,0.0,0.0,124.504,2003.48,1237.776,1237.776,0.0,0.0,170.093,0.0,0.0,0.0,0.0,0.03,170.063,1407.869,3411.349,0.0,5203.926,0.201,5203.725,0.0,733.937,-118.451,5819.412,0.0,5819.412,9230.761,
04/03/2016,9511.856,4521.294,3271.927,1249.367,497.183,497.183,0.0,881.056,420.558,140.375,320.123,0.0,253.847,17.078,,310.724,155.919,45.161,6153.38,790.402,,,1011.614,,112.195,899.419,1556.46,1097.972,831.328,266.644,,,147.764,3358.476,,763.447,292.797,65.24,,405.41,2175.578,0.0,0.0,0.0,2175.578,753.584,,,547.274,3692.609,0.0,0.0,,,179.419,,,,,1.237,178.182,179.419,3872.028,0.0,4612.183,0.203,4611.98,0.0,812.225,215.42,5639.828,0.0,5639.828,9511.856,
