Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/2011,725.1,725.1,-234.9,234.9,490.2,0.0,-386.4,270.9,31.1,84.4,0.0,103.8,-125.7,,120.8,,,,4.9,-21.9,7.9,,,,-14.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,0.0,-14.0,20.815,34.815,,,,,,,,,
02/29/2012,708.9,708.9,-219.7,219.7,489.2,0.0,-381.1,268.4,30.1,82.6,0.0,108.1,-114.4,,117.2,,,,-2.8,-6.3,-10.2,,,,-16.5,0.0,0.0,0.0,-16.5,0.0,-16.5,0.0,0.0,-16.5,15.97,32.47,,,,,,,,,
05/31/2012,739.5,739.5,-224.5,224.5,515.0,0.0,-893.0,252.4,33.6,77.2,529.8,-378.0,-124.7,,116.4,,,,8.3,-502.7,114.6,,,,-388.1,0.0,0.0,0.0,-388.1,0.0,-388.1,0.0,0.0,-388.1,-108.41,279.69,,,,,,,,,
08/31/2012,707.4,707.4,-228.1,228.1,479.3,0.0,-410.3,296.1,35.8,78.4,0.0,69.0,-154.6,,117.1,,,,37.5,-85.6,54.1,,,,-31.5,0.0,0.0,0.0,-31.5,0.0,-31.5,0.0,0.0,-31.5,-33.615,-2.115,,,,,,,,,
11/30/2012,790.1,790.1,-236.0,236.0,554.1,0.0,-410.9,296.8,36.4,77.7,0.0,143.2,-228.9,,104.9,,,,124.0,-85.7,19.5,,,,-66.2,0.0,0.0,0.0,-66.2,0.0,-66.2,0.0,0.0,-66.2,-30.71,35.49,,,,,,,,,
02/28/2013,771.5,771.5,-238.5,238.5,533.0,0.0,-770.4,327.2,35.0,74.1,334.1,-237.4,-99.7,,88.8,,,,10.9,-337.1,32.6,,,,-304.5,0.0,0.0,0.0,-304.5,0.0,-304.5,0.0,0.0,-304.5,0.455,304.955,,,,,,,,,
05/31/2013,783.9,783.9,-226.8,226.8,557.1,0.0,-696.4,336.4,43.1,83.6,233.3,-139.3,-93.4,,88.0,,,,5.4,-232.7,11.5,,,,-221.2,0.0,0.0,0.0,-221.2,0.0,-221.2,0.0,0.0,-221.2,82.475,303.675,,,,,,,,,
08/31/2013,730.7,730.7,-237.2,237.2,493.5,0.0,-397.1,284.1,37.5,75.5,0.0,96.4,-89.8,,87.6,,,,2.2,6.6,24.5,,,,31.1,0.0,0.0,0.0,31.1,0.0,31.1,0.0,0.0,31.1,45.67,14.57,,,,,,,,,
11/30/2013,825.7,825.7,-255.1,255.1,570.6,0.0,-457.0,340.4,41.4,75.2,0.0,113.6,-109.4,,105.7,,,,3.7,4.2,0.7,,,,4.9,0.0,0.0,0.0,4.9,0.0,4.9,0.0,0.0,4.9,67.53,62.63,,,,,,,,,
05/31/2014,844.5,844.5,-250.2,250.2,594.3,0.0,-491.3,373.1,48.2,70.0,0.0,103.0,-73.3,,81.5,,,,-8.2,29.7,37.0,,,,66.7,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,66.7,76.0,9.3,,,,,,,,,
08/31/2014,774.8,774.8,-215.9,215.9,558.9,0.0,-476.4,361.7,42.8,71.9,0.0,82.5,-75.9,,80.1,,,,-4.2,6.6,0.7,,,,7.3,0.0,0.0,0.0,7.3,0.0,7.3,0.0,0.0,7.3,54.805,47.505,,,,,,,,,
11/30/2014,843.6,843.6,-183.8,183.8,659.8,0.0,-490.2,367.7,42.9,79.6,0.0,169.6,-76.4,,78.5,,,,-2.1,93.2,-3.4,,,,89.8,0.0,0.0,0.0,89.8,0.0,89.8,0.0,0.0,89.8,109.45,19.65,,,,,,,,,
02/28/2015,800.9,800.9,-200.3,200.3,600.6,0.0,-453.0,342.4,39.7,70.9,0.0,147.6,-75.9,,78.3,,,,-2.4,71.7,-22.9,,,,48.8,0.0,0.0,0.0,48.8,0.0,48.8,0.0,0.0,48.8,85.32,36.52,,,,,,,,,
10/31/2017,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.649,,,-0.649,-0.649,,1.404961,-0.461935,-0.461935,-0.461935,1.404961,-0.461935,-0.461935,-0.461935,
