Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,1377.079,1377.079,,-1170.656,1119.842,50.814,206.423,0.0,-145.298,,145.298,61.125,-13.519,,13.909,,-0.163,,-0.227,47.606,-18.478,29.128,0.0,0.0,0.0,29.128,0.0,29.128,0.0,0.0,29.128,29.206,0.078,55.535074,0.52,0.52,0.525902,56.117334,0.52,0.52,0.52139,
12/31/2011,1318.698,1360.745,-42.047,-1141.931,1090.952,50.979,176.767,0.0,-126.825,,126.825,49.942,-16.281,13.838,13.838,0.0,-0.208,,2.651,33.661,-10.69,22.971,0.0,0.0,0.0,22.971,0.0,22.971,0.0,0.0,22.971,14.35545,-8.61555,55.557816,0.41,0.41,0.258388,56.168761,0.41,0.41,0.256613,
03/31/2012,1366.161,1366.161,,-1173.956,1122.114,51.842,192.205,0.0,-136.515,,136.515,55.69,-14.268,13.794,13.794,0.0,-0.235,,0.709,41.422,-15.776,25.646,0.0,0.0,0.0,25.646,0.0,25.646,0.0,0.0,25.646,25.646,0.0,55.703722,0.46,0.46,0.46,56.257783,0.46,0.46,0.46,
06/30/2012,1446.096,1446.096,,-1227.424,1173.982,53.442,218.672,0.0,-138.529,,138.529,80.143,-15.446,,13.738,,-0.209,,1.917,64.697,-22.897,41.8,0.0,0.0,0.0,41.8,0.0,41.8,0.0,0.0,41.8,39.396,-2.404,55.809358,0.75,0.75,0.705903,56.439845,0.74,0.74,0.697406,
09/30/2012,1404.113,1404.113,,-1203.24,1147.837,55.403,200.873,0.0,-145.66,,145.66,55.213,-14.055,,13.667,,-0.204,,0.592,41.158,-15.854,25.304,0.0,0.0,0.0,25.304,0.0,25.304,0.0,0.0,25.304,25.54255,0.23855,55.906636,0.45,0.45,0.456879,56.463535,0.45,0.45,0.454225,
12/31/2012,1363.877,1363.877,,-1178.976,1123.448,55.528,184.901,0.0,-147.106,,147.106,37.795,-14.118,,13.578,,,,0.54,23.677,-11.881,11.796,0.0,0.0,0.0,11.796,0.0,11.796,0.0,0.0,11.796,11.796,0.0,55.928818,0.21,0.21,0.21,56.501354,0.21,0.21,0.21,
03/31/2013,1336.164,1336.164,,-1146.868,1090.94,55.928,189.296,0.0,-157.697,,157.697,31.599,-14.824,,13.505,,-0.164,,1.483,16.775,-2.77,14.005,0.0,0.0,0.0,14.005,0.0,14.005,0.0,0.0,14.005,14.005,0.0,56.096637,0.25,0.25,0.25,56.731972,0.25,0.25,0.25,
06/30/2013,1381.37,1381.37,,-1157.954,1100.719,57.235,223.416,0.0,-147.117,,147.117,76.299,-13.45,,13.659,,-0.159,,-0.05,62.849,-19.952,42.897,0.0,0.0,0.0,42.897,0.0,42.897,0.0,0.0,42.897,39.2492,-3.6478,56.354017,0.76,0.76,0.696476,56.960738,0.75,0.75,0.685959,
09/30/2013,1398.021,1398.021,,-1167.61,1108.699,58.911,230.411,0.0,-162.736,,162.736,67.675,-14.297,,13.395,,-0.15,,1.052,53.378,-22.821,30.557,0.0,0.0,0.0,30.557,0.0,30.557,0.0,0.0,30.557,30.557,0.0,56.714423,0.54,0.54,0.54,57.362834,0.53,0.53,0.53,
12/31/2013,1357.801,1357.801,,-1157.864,1099.187,58.677,199.937,0.0,-166.557,,166.557,33.38,-12.017,,12.78,,-0.148,,-0.615,21.363,-9.669,11.694,0.0,0.0,0.0,11.694,0.0,11.694,0.0,0.0,11.694,11.694,0.0,56.870445,0.21,0.21,0.21,57.494767,0.2,0.2,0.2,
03/31/2014,1368.843,1368.843,,-1173.545,1113.934,59.611,195.298,0.0,-162.236,,162.236,33.062,-13.84,,13.306,,-0.161,,0.695,19.222,-6.329,12.893,0.0,0.0,0.0,12.893,0.0,12.893,0.0,0.0,12.893,12.893,0.0,56.957433,0.23,0.23,0.23,57.540068,0.22,0.22,0.22,
06/30/2014,1492.349,1492.349,,-1232.139,1171.291,60.848,260.21,0.0,-157.51,,157.51,102.7,-11.932,,13.403,,-0.175,,-1.296,90.768,-37.101,53.667,0.0,0.0,0.0,53.667,0.0,53.667,0.0,0.0,53.667,51.631,-2.036,57.128379,0.94,0.94,0.903771,57.694691,0.93,0.93,0.894711,
09/30/2014,1504.15,1504.15,,-1248.76,1187.912,60.848,255.39,0.0,-164.015,,164.015,91.375,-13.985,,13.373,,-0.185,,0.797,77.39,-31.807,45.583,0.0,0.0,0.0,45.583,0.0,45.583,0.0,0.0,45.583,45.583,0.0,57.692508,0.79,0.79,0.79,58.253563,0.78,0.78,0.78,
12/31/2014,1440.727,1440.727,,-1234.021,1172.67,61.351,206.706,0.0,-165.393,,165.393,41.313,-17.996,,13.374,,-0.165,,4.787,23.317,1.579,24.896,0.0,0.0,0.0,24.896,0.0,24.896,0.0,0.0,24.896,24.896,0.0,57.773183,0.43,0.43,0.43,58.514475,0.43,0.43,0.43,
03/31/2015,1372.431,1372.431,,-1153.399,1093.436,59.963,219.032,0.0,-167.105,,167.105,51.927,-15.532,,13.277,,-0.165,,2.42,36.395,-14.603,21.792,0.0,0.0,0.0,21.792,0.0,21.792,0.0,0.0,21.792,22.484,0.692,57.634382,0.38,0.38,0.390114,58.222166,0.37,0.37,0.381886,
06/30/2015,1427.314,1427.314,,-1166.423,1106.698,59.725,260.891,0.0,-176.885,,176.885,84.006,-12.553,,13.221,,-0.144,,-0.524,71.453,-27.418,44.035,0.0,0.0,0.0,44.035,0.0,44.035,0.0,0.0,44.035,44.782,0.747,57.419971,0.77,0.77,0.779903,57.805354,0.76,0.76,0.772923,
09/30/2015,1457.353,,,,,,,,,,,88.8,,,,,,,,75.517,,45.578,,,,,,45.578,,,45.578,45.485,,,0.795,0.795,0.788,,0.795,0.795,0.788,
12/31/2015,1429.471,,,,,,,,,,,63.389,,,,,,,,50.108,,30.0,,,,,,30.0,,,30.0,30.5,,,0.52,0.52,0.519,,0.52,0.52,0.519,
