Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,868.0,830.0,38.0,-363.0,142.0,221.0,505.0,0.0,-189.0,83.0,,83.0,,106.0,316.0,-279.0,16.0,16.0,0.0,,-48.0,311.0,37.0,-23.0,12.0,11.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,14.0,226.689818,212.689818,352.0,0.04,0.04,0.644005,356.0,0.04,0.04,0.637444,
06/30/2011,795.0,783.0,12.0,-348.0,137.0,211.0,447.0,0.0,-269.0,82.0,,82.0,,187.0,178.0,178.0,21.0,21.0,0.0,,-48.0,-151.0,356.0,-87.0,39.0,48.0,269.0,-25.0,-25.0,0.0,294.0,0.0,294.0,0.0,0.0,294.0,233.15625,-35.84375,352.0,0.83,0.755,0.662376,358.0,0.805,0.735,0.634878,
09/30/2011,851.0,829.0,22.0,-357.0,142.0,215.0,494.0,0.0,-147.0,89.0,,89.0,,58.0,347.0,352.0,14.0,14.0,0.0,,-50.0,-316.0,699.0,-208.0,110.0,98.0,491.0,50.0,50.0,0.0,441.0,0.0,441.0,0.0,0.0,441.0,191.996678,-299.003322,354.0,1.25,1.39,0.542363,360.0,1.195,1.335,0.504435,
12/31/2011,877.0,851.0,26.0,-412.0,153.0,259.0,465.0,0.0,-832.0,87.0,,87.0,,745.0,-367.0,-155.0,14.0,14.0,0.0,,-46.0,187.0,-522.0,208.0,22.0,-230.0,-314.0,-18.0,-18.0,0.0,-296.0,0.0,-296.0,0.0,0.0,-296.0,277.755754,591.755754,354.0,-0.835,-0.885,0.784621,354.0,-0.835,-0.885,0.784621,
03/31/2012,1014.0,1037.0,-23.0,-457.0,163.0,294.0,557.0,0.0,-169.0,97.0,,97.0,,72.0,388.0,-53.0,32.0,32.0,0.0,,-51.0,72.0,335.0,-86.0,44.0,42.0,249.0,-14.0,-14.0,0.0,263.0,0.0,263.0,0.0,0.0,263.0,300.0,51.0,354.0,0.74,0.7,0.847457,360.0,0.735,0.695,0.836666,
06/30/2012,933.0,934.0,-1.0,-493.0,168.0,325.0,440.0,0.0,-334.0,96.0,,96.0,,238.0,106.0,284.0,27.0,27.0,0.0,,-31.0,-280.0,390.0,-115.0,56.0,59.0,275.0,-17.0,-17.0,0.0,292.0,0.0,292.0,0.0,0.0,292.0,137.0,-138.0,356.0,0.82,0.77,0.384831,361.0,0.79,0.74,0.357729,
09/30/2012,950.0,954.0,-4.0,-526.0,158.0,368.0,424.0,0.0,-29.0,93.0,,93.0,,-64.0,395.0,-120.0,36.0,36.0,0.0,,-51.0,135.0,275.0,-111.0,37.0,74.0,164.0,-57.0,-57.0,0.0,221.0,0.0,221.0,0.0,0.0,221.0,147.0,-17.0,356.0,0.62,0.46,0.412921,359.0,0.61,0.45,0.402646,
12/31/2012,1105.0,1112.0,-7.0,-570.0,187.0,383.0,535.0,0.0,-236.0,98.0,,98.0,,138.0,299.0,57.0,,30.0,,,-55.0,-32.0,356.0,-79.0,20.0,59.0,277.0,26.0,26.0,0.0,251.0,0.0,251.0,0.0,0.0,251.0,296.0,19.0,356.0,0.705,0.78,0.831461,360.0,0.695,0.77,0.822778,
03/31/2013,1090.0,1083.0,7.0,-553.0,187.0,366.0,537.0,0.0,-165.0,112.0,,112.0,,53.0,372.0,-54.0,25.0,25.0,0.0,,-60.0,89.0,318.0,-86.0,36.0,50.0,232.0,-29.0,-29.0,0.0,261.0,0.0,261.0,0.0,0.0,261.0,275.851852,43.851852,358.0,0.73,0.645,0.770536,362.0,0.725,0.64,0.761138,
06/30/2013,1114.0,1112.0,2.0,-578.0,210.0,368.0,536.0,0.0,-210.0,104.0,,104.0,,106.0,326.0,160.0,33.0,33.0,0.0,,-37.0,-156.0,486.0,-128.0,71.0,57.0,358.0,-19.0,-19.0,0.0,377.0,0.0,377.0,0.0,0.0,377.0,241.684504,-116.315496,359.0,1.05,1.0,0.673216,363.0,1.04,0.99,0.669572,
09/30/2013,1331.0,1341.0,-10.0,-633.0,221.0,412.0,698.0,0.0,-238.0,109.0,,109.0,,129.0,460.0,-149.0,46.0,46.0,0.0,,-53.0,156.0,311.0,-116.0,53.0,63.0,195.0,-10.0,-10.0,0.0,205.0,0.0,205.0,0.0,0.0,205.0,345.275229,150.275229,359.0,0.57,0.54,0.961769,363.0,0.56,0.53,0.943981,
12/31/2013,1272.0,1272.0,,-653.0,231.0,422.0,619.0,0.0,-327.0,109.0,,109.0,,218.0,292.0,-63.0,54.0,54.0,0.0,,-56.0,65.0,229.0,-107.0,6.0,101.0,122.0,-12.0,-12.0,0.0,134.0,0.0,134.0,0.0,0.0,134.0,182.0,60.0,360.0,0.38,0.34,0.505556,364.0,0.37,0.33,0.494835,
03/31/2014,1294.0,1327.0,-33.0,-654.0,229.0,425.0,640.0,0.0,-321.0,140.0,,140.0,,181.0,319.0,-42.0,47.0,47.0,0.0,,-52.0,47.0,277.0,-77.0,60.0,17.0,200.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,200.0,297.177778,97.177778,360.0,0.56,0.56,0.825494,365.0,0.55,0.55,0.81624,
06/30/2014,1289.0,1338.0,-49.0,-661.0,248.0,413.0,628.0,0.0,-193.0,127.0,,127.0,,66.0,435.0,-202.0,52.0,52.0,0.0,,-45.0,195.0,233.0,-41.0,34.0,7.0,192.0,0.0,0.0,0.0,192.0,0.0,192.0,0.0,0.0,192.0,318.715909,126.715909,361.0,0.53,0.53,0.88287,366.0,0.52,0.52,0.866218,
09/30/2014,1216.0,1228.0,-12.0,-677.0,217.0,460.0,539.0,0.0,-362.0,132.0,,132.0,,230.0,177.0,399.0,52.0,52.0,0.0,,-41.0,-410.0,576.0,-157.0,120.0,37.0,419.0,0.0,0.0,0.0,419.0,0.0,419.0,0.0,0.0,419.0,111.560606,-307.439394,362.0,1.16,1.16,0.308178,367.0,1.12,1.12,0.28229,
12/31/2014,1162.0,1037.0,125.0,-723.0,261.0,462.0,439.0,0.0,-592.0,104.0,,104.0,,488.0,-153.0,777.0,59.0,59.0,0.0,,-33.0,-803.0,624.0,-222.0,15.0,207.0,402.0,0.0,0.0,0.0,402.0,0.0,402.0,0.0,0.0,402.0,-38.0,-440.0,362.0,1.11,1.11,-0.104972,367.0,1.05,1.05,-0.14891,
03/31/2015,959.0,749.0,210.0,-708.0,254.0,454.0,251.0,0.0,-193.0,94.0,,94.0,,99.0,58.0,-100.0,57.0,57.0,0.0,,-18.0,61.0,-42.0,20.0,10.0,-30.0,-22.0,0.0,0.0,0.0,-22.0,0.0,-22.0,0.0,0.0,-22.0,10.0,32.0,370.0,-0.06,-0.06,0.027027,370.0,-0.06,-0.06,0.026486,
06/30/2015,919.0,732.0,187.0,-669.0,218.0,451.0,250.0,0.0,-230.0,104.0,,104.0,,126.0,20.0,-313.0,54.0,54.0,0.0,,-6.0,265.0,-293.0,184.0,99.0,-283.0,-109.0,0.0,0.0,0.0,-109.0,0.0,-109.0,0.0,0.0,-109.0,101.0,210.0,387.0,-0.28,-0.28,0.260982,387.0,-0.28,-0.28,0.260982,
09/30/2015,1067.0,783.0,284.0,-786.0,247.0,539.0,281.0,0.0,-500.0,109.0,,109.0,,391.0,-219.0,-40.0,71.0,71.0,0.0,,-36.0,5.0,-259.0,-24.0,-45.0,69.0,-283.0,0.0,0.0,0.0,-283.0,0.0,-283.0,0.0,0.0,-283.0,-110.650613,172.349387,420.0,-0.67,-0.67,-0.263454,420.0,-0.67,-0.67,-0.263454,
12/31/2015,1156.0,830.0,326.0,-952.0,266.0,686.0,204.0,0.0,-1620.0,94.0,5.0,89.0,,1526.0,-1416.0,-211.0,80.0,80.0,0.0,,-30.0,161.0,-1627.0,-401.0,41.0,360.0,-2028.0,0.0,0.0,0.0,-2028.0,0.0,-2028.0,0.0,0.0,-2028.0,187.999954,2215.999954,429.0,-4.73,-4.73,0.438228,429.0,-4.73,-4.73,0.435501,
03/31/2016,883.0,705.0,178.0,-889.0,272.0,617.0,-6.0,0.0,-257.0,91.0,,91.0,,166.0,-263.0,-190.0,79.0,79.0,0.0,,-19.0,130.0,-453.0,166.0,20.0,-186.0,-287.0,0.0,0.0,0.0,-287.0,0.0,-287.0,0.0,0.0,-287.0,-228.0,59.0,429.0,-0.67,-0.67,-0.531469,429.0,-0.67,-0.67,-0.532471,
06/30/2016,967.0,823.0,144.0,-896.0,274.0,622.0,71.0,0.0,-213.0,107.0,,107.0,,106.0,-142.0,-356.0,78.0,78.0,0.0,,-24.0,302.0,-498.0,183.0,45.0,-228.0,-315.0,0.0,0.0,0.0,-315.0,0.0,-315.0,0.0,0.0,-315.0,-103.0,212.0,430.0,-0.73,-0.73,-0.239535,430.0,-0.73,-0.73,-0.239535,
09/30/2016,1014.0,882.0,132.0,-895.0,274.0,621.0,119.0,0.0,-265.0,95.0,,95.0,,170.0,-146.0,-134.0,86.0,86.0,0.0,,-28.0,76.0,-280.0,137.0,148.0,-285.0,-143.0,0.0,0.0,0.0,-143.0,-1.0,-144.0,0.0,0.0,-144.0,-30.0,114.0,430.0,-0.33,-0.33,-0.069767,430.0,-0.33,-0.33,-0.069767,
12/31/2016,1093.0,979.0,114.0,-856.0,261.0,595.0,237.0,0.0,-517.0,125.0,19.0,106.0,,392.0,-280.0,-261.0,86.0,86.0,0.0,,-31.0,206.0,-541.0,301.0,-16.0,-285.0,-240.0,0.0,0.0,0.0,-240.0,-12.0,-252.0,0.0,0.0,-252.0,179.0,431.0,430.0,-0.59,-0.59,0.416279,430.0,-0.59,-0.59,0.412326,
03/31/2017,1039.0,994.0,45.0,-831.0,303.0,528.0,208.0,0.0,-170.0,99.0,,99.0,,71.0,38.0,21.0,87.0,87.0,0.0,,,-108.0,59.0,-12.0,12.0,0.0,47.0,0.0,0.0,0.0,47.0,-11.0,36.0,0.0,0.0,36.0,-23.0,-59.0,431.0,0.08,0.08,-0.053364,434.0,0.08,0.08,-0.055945,
06/30/2017,1070.0,1017.0,53.0,-786.0,283.0,503.0,284.0,0.0,-2573.0,103.0,,103.0,,2470.0,-2289.0,-45.0,96.0,96.0,0.0,,,-51.0,-2334.0,836.0,37.0,-873.0,-1498.0,0.0,0.0,0.0,-1498.0,-14.0,-1512.0,0.0,0.0,-1512.0,24.0,1536.0,472.0,-3.2,-3.2,0.050847,472.0,-3.2,-3.2,0.050847,
09/30/2017,911.0,907.0,4.0,-803.0,280.0,523.0,108.0,0.0,-155.0,102.0,,102.0,,53.0,-47.0,-161.0,88.0,88.0,0.0,,-53.0,126.0,-208.0,93.0,22.0,-115.0,-115.0,0.0,0.0,0.0,-115.0,-21.0,-136.0,0.0,0.0,-136.0,-10.0,126.0,487.0,-0.28,-0.28,-0.020534,487.0,-0.28,-0.28,-0.021273,
12/31/2017,1196.0,1149.0,47.0,-774.0,275.0,499.0,422.0,0.0,34.0,119.0,8.0,111.0,,-153.0,456.0,-164.0,83.0,97.0,-14.0,,,81.0,292.0,224.0,15.0,-239.0,516.0,0.0,0.0,0.0,516.0,-22.0,494.0,0.0,0.0,494.0,161.2,-332.8,487.0,1.01,1.01,0.331006,488.0,1.01,1.01,0.328033,
03/31/2018,1258.0,1173.0,85.0,-789.0,321.0,468.0,469.0,0.0,211.0,104.0,,104.0,,-315.0,680.0,-137.0,73.0,73.0,0.0,,,64.0,543.0,31.0,126.0,-157.0,574.0,0.0,0.0,0.0,574.0,-20.0,554.0,0.0,0.0,554.0,172.0,-382.0,487.0,1.14,1.14,0.353183,488.0,1.14,1.14,0.353183,
06/30/2018,1165.0,1100.0,65.0,-755.0,290.0,465.0,410.0,0.0,-132.0,105.0,,105.0,,27.0,278.0,-268.0,73.0,73.0,0.0,,,195.0,10.0,-16.0,23.0,-7.0,-6.0,0.0,0.0,0.0,-6.0,-17.0,-23.0,0.0,0.0,-23.0,70.0,93.0,484.0,-0.05,-0.05,0.144628,484.0,-0.05,-0.05,0.142149,
09/30/2018,1206.0,1208.0,-2.0,-758.0,273.0,485.0,448.0,0.0,-17.0,107.0,,107.0,,-90.0,431.0,-124.0,70.0,70.0,0.0,,,54.0,307.0,-59.0,45.0,14.0,248.0,0.0,0.0,0.0,248.0,-21.0,227.0,0.0,0.0,227.0,129.0,-98.0,482.0,0.47,0.47,0.267635,484.0,0.47,0.47,0.267521,
12/31/2018,1196.0,1165.0,31.0,-821.0,305.0,516.0,375.0,0.0,-1574.0,88.0,19.0,69.0,0.0,1486.0,-1199.0,479.0,66.0,86.0,-20.0,0.0,,-545.0,-720.0,-82.0,2.0,80.0,-802.0,0.0,0.0,0.0,-802.0,-22.0,-824.0,0.0,0.0,-824.0,61.00005,885.00005,479.0,-1.72,-1.72,0.127349,479.0,-1.72,-1.72,0.127349,
03/31/2019,1066.0,1011.0,55.0,-813.0,305.0,508.0,253.0,0.0,-330.0,102.0,,102.0,,228.0,-77.0,-296.0,66.0,87.0,-21.0,,,230.0,-373.0,84.0,16.0,-100.0,-289.0,0.0,0.0,0.0,-289.0,-24.0,-313.0,0.0,0.0,-313.0,-44.0,269.0,478.0,-0.65,-0.65,-0.09205,478.0,-0.65,-0.65,-0.09205,
06/30/2019,1094.0,1057.0,37.0,-788.0,260.0,528.0,306.0,0.0,-273.0,105.0,,105.0,,168.0,33.0,-5.0,63.0,63.0,0.0,,,-58.0,28.0,-20.0,21.0,-1.0,8.0,0.0,0.0,0.0,8.0,-18.0,-10.0,0.0,0.0,-10.0,-49.0,-39.0,478.0,-0.02,-0.02,-0.10251,478.0,-0.02,-0.02,-0.10251,
09/30/2019,1132.0,1090.0,42.0,-880.0,297.0,583.0,252.0,0.0,-248.0,91.0,7.0,91.0,,157.0,4.0,47.0,67.0,67.0,0.0,,,-114.0,51.0,-15.0,24.0,-9.0,36.0,0.0,0.0,0.0,36.0,-19.0,17.0,0.0,0.0,17.0,-47.0,-64.0,478.0,0.04,0.04,-0.098326,480.0,0.04,0.04,-0.098326,
12/31/2019,1178.0,1166.0,12.0,-849.0,271.0,578.0,329.0,0.0,-1576.0,126.0,8.0,118.0,,1450.0,-1247.0,-235.0,64.0,93.0,-29.0,,,171.0,-1482.0,294.0,24.0,-318.0,-1188.0,0.0,0.0,0.0,-1188.0,-18.0,-1206.0,0.0,0.0,-1206.0,-26.00026,1179.99974,478.0,-2.52,-2.52,-0.054394,478.0,-2.52,-2.52,-0.054394,
03/31/2020,1228.0,1019.0,209.0,-768.0,276.0,492.0,460.0,0.0,-4585.0,85.0,,85.0,,4500.0,-4125.0,107.0,81.0,91.0,-10.0,,,-188.0,-4018.0,11.0,37.0,-48.0,-4007.0,0.0,0.0,0.0,-4007.0,44.0,-3963.0,0.0,0.0,-3963.0,85.0,4048.0,479.0,-8.27,-8.27,0.177453,479.0,-8.27,-8.27,0.177453,
06/30/2020,677.0,542.0,135.0,-534.0,214.0,320.0,143.0,0.0,-265.0,63.0,,63.0,,202.0,-122.0,-354.0,87.0,87.0,0.0,,,267.0,-476.0,89.0,7.0,-96.0,-387.0,0.0,0.0,0.0,-387.0,-21.0,-408.0,0.0,0.0,-408.0,-114.0,294.0,479.0,-0.85,-0.85,-0.237996,479.0,-0.85,-0.85,-0.237996,
09/30/2020,781.167,,,,,,,,,,,,,,30.235,,,,,,,,-117.7,,,,-98.18,,,,,,-98.18,,,-98.18,-90.787,,,-0.19,-0.19,-0.2,,-0.19,-0.19,-0.2,
12/31/2020,777.833,,,,,,,,,,,,,,70.455,,,,,,,,-64.96,,,,-61.3,,,,,,-61.3,,,-61.3,-58.711,,,-0.125,-0.125,-0.122,,-0.125,-0.125,-0.122,
