Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2009,8166.532,1860.66,1418.554,442.106,258.993,258.993,0.0,0.0,0.0,0.0,0.0,0.0,730.505,0.0,730.505,2850.158,271.931,679.175,-407.244,1994.987,1994.987,3049.456,3000.977,2529.284,471.693,48.479,5316.374,,2287.578,1605.407,682.171,0.0,0.0,0.0,0.0,,110.855,0.0,0.0,0.0,2398.433,1599.027,1599.027,0.0,0.0,456.518,0.0,,456.518,2055.545,4453.978,0.0,1752.018,1.905,1750.113,-1282.054,3201.184,41.406,3712.554,0.0,3712.554,8166.532,
03/31/2010,7990.088,1376.243,1370.243,6.0,264.334,264.334,0.0,0.0,0.0,0.0,0.0,0.0,735.267,,735.267,2375.844,266.027,,,2297.901,2297.901,3050.316,3016.79,2551.884,464.906,33.526,5614.244,,2023.506,1417.027,606.479,0.0,0.0,,,,126.781,,,0.0,2150.287,1599.119,1599.119,,,421.571,,,421.571,2020.69,4170.977,0.0,1763.83,1.905,1761.925,-1283.5,3298.509,40.272,3819.111,0.0,3819.111,7990.088,
06/30/2010,8191.788,1511.425,1495.414,16.011,271.108,271.108,0.0,0.0,0.0,0.0,0.0,0.0,837.588,,837.588,2620.121,258.503,,,2285.411,2285.411,3027.753,2995.299,2546.351,448.948,32.454,5571.667,,2209.195,1353.268,855.927,0.0,0.0,,,,111.737,,,0.0,2320.932,1599.211,1599.211,,,428.155,,,428.155,2027.366,4348.298,0.0,1758.896,1.905,1756.991,-1269.499,3299.53,54.563,3843.49,0.0,3843.49,8191.788,
09/30/2010,8384.397,1801.68,1786.587,15.093,280.834,280.834,0.0,0.0,0.0,0.0,0.0,0.0,754.753,,754.753,2837.267,258.059,,,2278.844,2278.844,3010.227,2978.232,2545.241,432.991,31.995,5547.13,,2168.473,1241.346,927.127,0.0,0.0,,,,120.932,,,0.0,2289.405,1599.304,1599.304,,,439.299,,,439.299,2038.603,4328.008,0.0,1767.591,1.906,1765.685,-1269.271,3489.475,68.594,4056.389,0.0,4056.389,8384.397,
12/31/2010,8495.585,1870.837,1853.988,16.849,276.694,276.694,0.0,0.0,0.0,0.0,0.0,0.0,887.41,0.0,887.41,3034.941,262.282,736.34,-474.058,2184.606,2184.606,3013.756,2982.456,2550.57,431.886,31.3,5460.644,,2179.916,1237.69,942.226,0.0,0.0,0.0,0.0,,103.082,0.0,0.0,0.0,2282.998,1599.396,1599.396,0.0,0.0,414.025,0.0,0.0,414.025,2013.421,4296.419,0.0,1786.741,1.915,1784.826,-1268.456,3639.8,41.081,4199.166,0.0,4199.166,8495.585,
03/31/2011,8603.983,1667.376,1358.531,308.845,275.821,275.821,0.0,0.0,0.0,0.0,0.0,0.0,1048.282,,1048.282,2991.479,262.365,,,2349.2,2349.2,3000.939,2970.672,2554.966,415.706,30.267,5612.504,,2156.857,1307.378,849.479,233.903,0.0,,,233.903,161.409,,,0.0,2552.169,1365.585,1365.585,,,416.391,,,416.391,1781.976,4334.145,,1803.042,1.919,1801.123,-1317.84,3750.034,34.602,4269.838,0.0,4269.838,8603.983,
06/30/2011,8883.993,1899.782,1645.616,254.166,264.846,264.846,0.0,0.0,0.0,0.0,0.0,0.0,1007.542,,1007.542,3172.17,260.462,,,2461.548,2461.548,2989.813,2951.989,2552.348,399.641,37.824,5711.823,,1981.62,1278.647,702.973,233.903,0.0,,,233.903,158.185,,,0.0,2373.708,1584.456,1584.456,,,431.007,,,431.007,2015.463,4389.171,,1827.709,1.932,1825.777,-1354.677,3974.528,47.262,4494.822,0.0,4494.822,8883.993,
09/30/2011,9023.896,2208.954,1986.323,222.631,257.72,257.72,0.0,0.0,0.0,0.0,0.0,0.0,759.534,,759.534,3226.208,262.432,,,2553.792,2553.792,2981.464,2943.187,2559.605,383.582,38.277,5797.688,,1861.461,1224.216,637.245,233.903,0.0,,,233.903,398.756,,,0.0,2494.12,1584.578,1584.578,,,432.603,,,432.603,2017.181,4511.301,,1842.778,1.933,1840.845,-1482.034,4097.21,54.641,4512.595,0.0,4512.595,9023.896,
12/31/2011,8813.532,1695.208,1579.003,116.205,270.263,270.263,,0.0,0.0,0.0,0.0,0.0,1004.037,0.0,1004.037,2969.508,255.485,776.205,-520.72,2635.309,2635.309,2953.23,2916.367,2548.834,367.533,36.863,5844.024,,2003.742,1308.507,695.235,233.903,0.0,0.0,0.0,233.903,114.51,0.0,0.0,0.0,2352.155,1584.7,1584.7,0.0,0.0,365.686,0.0,0.0,365.686,1950.386,4302.541,0.0,1850.93,1.935,1848.995,-1583.313,4182.905,60.469,4510.991,0.0,4510.991,8813.532,
03/31/2012,9017.819,1863.397,1744.983,118.414,254.442,254.442,0.0,0.0,0.0,0.0,0.0,0.0,1000.979,,1000.979,3118.818,259.704,,,2634.646,2634.646,3004.651,2968.473,2592.522,375.951,36.178,5899.001,,1902.544,1469.034,433.51,0.0,0.0,0.0,0.0,0.0,457.673,,,0.0,2360.217,1584.823,1584.823,0.0,0.0,370.081,,,370.081,1954.904,4315.121,0.0,1888.895,1.946,1886.949,-1583.02,4335.888,60.935,4702.698,0.0,4702.698,9017.819,
06/30/2012,8873.443,1693.876,1515.971,177.905,247.248,247.248,0.0,0.0,0.0,0.0,0.0,0.0,1162.234,,1162.234,3103.358,258.09,,,2535.006,2535.006,2976.989,2941.616,2590.013,351.603,35.373,5770.085,,1949.785,1491.359,458.426,0.0,0.0,,,0.0,452.493,,,0.0,2402.278,1584.945,1584.945,,,379.937,,,379.937,1964.882,4367.16,,1920.322,1.957,1918.365,-1890.377,4410.564,65.774,4506.283,0.0,4506.283,8873.443,
09/30/2012,8706.663,1427.889,1262.078,165.811,289.951,289.951,0.0,0.0,0.0,0.0,0.0,0.0,1206.77,,1206.77,2924.61,258.378,,,2563.559,2563.559,2960.116,2925.568,2590.465,335.103,34.548,5782.053,,1984.273,1503.691,480.582,0.0,0.0,,,0.0,123.841,,,0.0,2108.114,1585.067,1585.067,,,387.159,,,387.159,1972.226,4080.34,,1939.998,1.962,1938.036,-1891.437,4499.08,78.682,4626.323,0.0,4626.323,8706.663,
12/31/2012,8750.988,1520.904,1399.162,121.742,272.077,272.077,0.0,0.0,0.0,0.0,0.0,0.0,1089.138,0.0,1089.138,2882.119,266.818,828.141,-561.323,2658.582,2658.582,2943.469,2910.08,2591.488,318.592,33.389,5868.869,,1907.089,1418.914,488.175,0.0,0.0,0.0,0.0,0.0,137.981,0.0,0.0,0.0,2045.07,1585.19,1585.19,0.0,0.0,397.813,0.0,0.0,397.813,1983.003,4028.073,0.0,1972.848,1.971,1970.877,-1920.749,4601.596,69.22,4722.915,0.0,4722.915,8750.988,
03/31/2013,8955.277,1652.423,1531.678,120.745,260.809,260.809,0.0,0.0,0.0,0.0,0.0,0.0,1140.697,,1140.697,3053.929,261.668,,,2713.291,2713.291,2926.389,2893.606,2591.488,302.118,32.783,5901.348,,1986.487,1476.557,509.93,0.0,0.0,0.0,0.0,0.0,150.999,,,0.0,2137.486,1585.312,1585.312,0.0,0.0,396.476,,,396.476,1981.788,4119.274,0.0,1983.128,1.972,1981.156,-1920.996,4720.114,53.757,4836.003,0.0,4836.003,8955.277,
