Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/26/2004,6197.177,1055.581,904.562,151.019,1122.352,1122.352,,1167.536,0.0,0.0,1167.54,0.0,256.019,,,,,,3601.488,1282.729,,,0.0,,1312.96,1001.32,1001.32,0.0,,311.64,2595.689,,1146.914,1146.914,,,,9.576,,,,,,966.703,,,966.703,2123.193,825.126,,,,,263.256,,,,263.256,1088.382,3211.575,0.0,1229.809,,,-917.935,2500.16,173.568,2985.602,0.0,2985.602,6197.177,
09/25/2004,6435.44,1238.708,1086.429,152.279,1175.697,1175.697,,1133.775,0.0,0.0,1133.78,0.0,241.952,,,,,,3790.132,1309.128,,,0.0,,1336.18,1001.14,1001.14,0.0,,335.04,2645.308,,1271.463,1271.463,,,,10.352,,,,,,983.258,,,983.258,2265.073,839.779,,,,,251.021,,,,251.021,1090.8,3355.873,0.0,1243.023,,,-939.165,2590.1,185.609,3079.567,0.0,3079.567,6435.44,
12/25/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/2005,6466.565,829.861,763.981,65.88,1238.991,1238.991,,1379.634,0.0,0.0,1379.634,0.0,246.754,,,,,,3695.24,1433.886,2840.966,-1407.08,0.0,,1337.439,1018.031,1018.031,0.0,,319.408,2771.325,,1259.799,1259.799,,,,13.917,,,,,,1003.843,,,1003.843,2277.559,559.969,,,,,332.189,,,,332.189,892.158,3169.717,0.0,1318.745,,,-997.699,2708.583,267.219,3296.848,0.0,3296.848,6466.565,
06/25/2005,6444.387,845.059,628.059,217.0,1276.096,1276.096,,1366.547,0.0,0.0,,0.0,207.249,,,,,,3694.951,1420.234,2740.992,,0.0,,1329.202,975.681,975.681,0.0,,353.521,2749.436,,1215.486,1215.486,,,,16.026,,,,,,1041.612,,,1041.612,2273.124,557.549,,,,,337.176,,,,337.176,894.725,3167.849,0.0,1359.218,,,-1062.512,2808.682,171.15,3276.538,0.0,3276.538,6444.387,
09/24/2005,6146.41,833.376,584.701,248.675,1279.362,1279.362,,1243.89,0.0,0.0,1243.89,0.0,221.661,,,,,,3578.289,1292.596,,,0.0,,1275.525,918.567,918.567,0.0,,356.958,2568.121,,1255.432,1255.432,,,,13.093,,,,,,1070.383,,,1070.383,2338.908,552.558,,,,,307.871,,,,307.871,860.429,3199.337,0.0,1480.136,,,-1458.068,2760.801,164.204,2947.073,0.0,2947.073,6146.41,
12/31/2005,6098.525,703.397,703.197,0.2,1232.107,1232.107,,1360.274,0.0,0.0,1360.274,0.0,234.284,,,,,,3530.062,1311.737,2727.407,-1415.67,0.0,,1256.726,881.182,881.182,0.0,,375.544,2568.463,,1324.198,1324.198,,,,47.27,35.163,12.107,12.107,,,1097.283,,,1097.283,2468.751,569.098,485.949,83.149,83.149,,321.455,,,,321.455,890.553,3359.304,0.0,1521.571,,,-1790.162,2867.067,140.745,2739.221,0.0,2739.221,6098.525,
04/01/2006,5981.648,550.075,447.725,102.35,1300.636,1300.636,,1297.442,0.0,0.0,1297.442,0.0,246.65,,,,,,3394.803,1282.904,,,0.0,,1303.941,892.95,892.95,0.0,,410.991,2586.845,,1386.453,1386.453,,,,13.08,,,,,,1115.215,,,1115.215,2514.748,572.1,,,,,350.93,,,,350.93,923.03,3437.778,0.0,1579.935,,,-2198.706,2996.594,166.047,2543.87,0.0,2543.87,5981.648,
07/01/2006,6207.685,341.35,341.35,,1314.333,1314.333,,1450.44,,,1450.44,,238.499,,,,,,3344.622,1326.128,,,0.0,,1536.935,1091.427,1091.427,0.0,,445.508,2863.063,,1477.506,1477.506,,,,34.114,,,,,,1185.794,,,1185.794,2697.414,581.761,,,,,368.17,,,,368.17,949.931,3647.345,0.0,1656.805,,,-2471.39,3114.903,249.752,2550.07,10.27,2560.34,6207.685,
09/30/2006,6401.272949,328.924011,328.924011,0.0,1442.229004,1442.229004,,1414.342041,0.0,0.0,1414.342041,0.0,243.492996,,,,,,3428.988037,1396.178955,,,0.0,,1576.105957,1119.699951,1119.699951,0.0,,456.406006,2972.284912,,1535.161987,1535.161987,,,,34.875,,,,,,1341.371948,,,1341.371948,2911.408936,591.455017,,,,,387.411987,,,,387.411987,978.867004,3890.27594,,1681.957031,,,-2674.081055,3248.162109,244.50592,2500.544006,10.453,2510.997006,6401.272946,
12/30/2006,6557.438,173.552,173.552,,1480.316,1480.316,,1539.685,0.0,0.0,1539.685,0.0,248.908,,,,,,3442.461,1424.967,2926.831,-1501.864,0.0,,1690.01,1241.652,1198.886,42.766,,448.358,3114.977,,1561.784,1561.784,,,,48.13,40.066,8.064,8.064,,,1360.013,,,1360.013,2969.927,570.752,464.85,105.902,105.902,,403.289,,,,403.289,974.041,3943.968,,1705.238,,,-2773.582,3370.538,295.253,2597.447,16.023,2613.47,6557.438,
03/31/2007,6720.755859,194.177994,194.177994,0.0,1506.592041,1506.592041,,1558.76001,0.0,0.0,1558.76001,0.0,263.126007,,,,,,3522.656006,1449.036987,,,0.0,,1749.062988,1216.525024,1216.525024,0.0,,532.537964,3198.099976,,1682.696045,1682.696045,,,,42.120998,,,,,,1201.460056,,,1201.460056,2926.2771,568.078979,,,,,503.985992,,,,503.985992,1072.064972,3998.342072,0.0,1728.234009,,,-2873.6521,3541.960938,309.769165,2706.312012,16.101999,2722.414011,6720.756083,
06/30/2007,6628.736,122.695,122.695,0.0,1466.714,1466.714,,1586.241,0.0,0.0,1586.241,0.0,212.769,,,,,,3388.419,1463.361,,,0.0,,1776.956,1337.377,1228.681,108.696,,439.579,3240.317,,1582.487,1582.487,,,,68.878,,,,,,1097.364,,,1097.364,2748.729,564.107,,,,,534.679,,,,534.679,1098.786,3847.515,0.0,1761.356,,,-2982.966,3647.543,340.551,2766.484,14.737,2781.221,6628.736,
09/29/2007,6946.170898,187.037003,187.037003,0.0,1532.784058,1532.784058,,1608.697021,0.0,0.0,1608.697021,0.0,225.072006,,,,,,3553.590088,1529.046021,,,0.0,,1863.535034,1266.81604,1266.81604,0.0,,596.718994,3392.581055,,1622.840942,1622.840942,,,,49.932999,,,,,,1159.924057,,,1159.924057,2832.697998,581.140015,,,,,539.914978,,,,539.914978,1121.054993,3953.752991,0.0,1775.656982,,,-2983.5271,3765.031006,420.258057,2977.418945,14.999,2992.417945,6946.170936,
12/29/2007,7256.54,222.954,222.954,,1511.681,1511.681,,1717.662,0.0,0.0,1717.662,0.0,263.417,,,,,,3715.714,1588.958,3290.721,-1701.763,0.0,,1951.868,1390.444,1282.457,107.987,,561.424,3540.826,,1591.154,1591.154,,,,207.996,200.29,7.706,7.706,,,1174.266,,,1174.266,2973.416,607.462,490.804,116.658,116.658,,576.254,,,,576.254,1183.716,4157.132,0.0,1788.472,,,-2984.349,3783.805,495.916,3083.844,15.564,3099.408,7256.54,
03/29/2008,7353.052,181.524,181.524,,1573.663,1573.663,,1644.09,,,,,266.845,,,,,,3666.122,1669.078,,,,,2017.852,1439.949,1329.554,110.395,,577.903,3686.93,,1540.042,1540.042,,,,125.597,,,,,,1223.531,,,1223.531,2889.17,623.246,,,,,572.577,,,,572.577,1195.823,4084.993,,1800.195,,,-2985.217,3852.578,584.225,3251.781,16.278,3268.059,7353.052,
06/28/2008,7318.382,156.607,156.607,0.0,1471.71,1471.71,,1647.044,0.0,0.0,1647.044,0.0,265.645,,,,,,3541.006,1695.581,,,0.0,,2081.795,1502.62,1391.656,110.964,,579.175,3777.376,,1398.321,1398.321,,,,296.884,,,,,,1161.104,,,1161.104,2856.309,615.653,,,,,579.371,,,,579.371,1195.024,4051.333,0.0,1180.454,,,-58.288,1551.979,587.649,3261.794,5.255,3267.049,7318.382,
09/27/2008,7219.413,394.574,394.574,,1450.22,1450.22,,1460.499,,,,,311.126,,,,,,3616.419,1623.858,,,,,1979.136,1441.636,1338.183,103.453,,537.5,3602.994,,1351.016,1351.016,,,,420.979,,,,,,1208.179,,,1208.179,2980.174,519.348,,,,,585.573,,,,585.573,1104.921,4085.095,,1190.192,,,-58.311,1545.281,449.854,3127.016,7.302,3134.318,7219.413,
12/27/2008,5268.226,155.745,155.745,0.0,1255.735,1255.735,,1331.593,0.0,0.0,1331.593,0.0,379.314,,,,,,3122.387,1557.301,3262.834,-1705.533,0.0,,588.538,47.742,19.431,28.311,,540.796,2145.839,,1251.808,1251.808,,,,191.932,177.159,14.773,14.773,,,1182.004,,,1182.004,2625.744,688.788,401.439,287.349,287.349,,585.861,,,,585.861,1274.649,3900.393,0.0,1197.43,,,-57.947,6.27,217.197,1362.95,4.883,1367.833,5268.226,
03/28/2009,4851.495,175.957,175.957,0.0,1174.176,1174.176,0.0,1128.061,,,,,395.569,3.098,,267.923,,182.825,2873.763,1416.996,,,0.0,,560.736,46.626,19.431,27.195,,243.089,1977.732,,2201.059,1098.977,8.631,,1093.451,54.687,54.687,,,,,5.859,,,0.0,2261.605,674.888,674.888,,,,646.211,,,646.211,0.0,1321.099,3582.704,0.0,1200.178,2.806,1197.372,-57.812,-48.469,170.719,1264.616,4.175,1268.791,4851.495,
06/27/2009,5266.64,558.71,558.71,0.0,1137.088,1137.088,0.0,1264.355,,,,,401.498,,,283.318,,175.777,3361.651,1316.286,,,0.0,,588.703,46.156,19.431,26.725,,259.229,1904.989,,2292.585,1176.649,20.508,,1095.428,62.484,62.484,,,,,5.749,,,0.0,2360.818,669.273,669.273,,,,668.369,,,668.369,0.0,1337.642,3698.46,325.322,1206.328,2.807,1203.521,-57.733,-130.541,221.216,1564.592,3.588,1568.18,5266.64,
09/26/2009,4905.236,692.886,692.886,0.0,1165.003,1165.003,0.0,1176.659,,,,,189.956,,,96.312,,170.454,3224.504,1281.066,,,0.0,,399.666,45.791,19.431,26.36,,257.563,1680.732,,2314.206,1061.345,4.854,,1248.007,60.265,60.265,,,,,1.568,,,0.0,2376.039,667.025,667.025,,,,665.758,,,665.758,0.0,1332.783,3708.822,340.218,1197.811,2.806,1195.005,-57.733,-528.575,241.619,1193.34,3.074,1196.414,4905.236,
12/26/2009,4890.346,659.898,659.898,0.0,1121.16,1121.16,0.0,1252.929,,,,,172.342,0.0,,81.706,,172.342,3206.329,1277.655,3094.696,-1817.041,0.0,,406.362,44.764,19.431,25.333,,279.892,1684.017,,2368.094,1081.381,6.683,0.0,1280.03,59.845,0.0,14.646,14.646,,45.199,0.266,0.0,0.0,0.0,2428.205,662.74,419.238,243.502,243.502,,654.851,0.0,,654.851,0.0,1317.591,3745.796,355.308,1195.964,2.807,1193.157,-57.733,-590.195,238.379,1141.723,2.827,1144.55,4890.346,
03/27/2010,4634.801,663.299,663.299,0.0,1009.642,1009.642,0.0,1142.478,,,,,169.633,,,76.634,,169.633,2985.052,1236.772,,,0.0,,412.977,43.497,19.431,24.066,,292.846,1649.749,,2162.994,973.422,18.652,,1170.92,59.128,59.128,,,,,0.168,,,0.0,2222.29,661.104,661.104,,,,615.3,,,615.3,0.0,1276.404,3498.694,355.979,1192.425,2.814,1189.611,-57.733,-560.727,201.474,1131.418,4.689,1136.107,4634.801,
06/26/2010,4511.321,577.84,577.84,0.0,936.26,936.26,0.0,1176.018,,,,,180.327,,,62.818,,180.327,2870.445,1230.351,,,0.0,,410.525,42.213,19.431,22.782,,305.494,1640.876,,2124.889,984.915,18.109,,1121.865,66.158,66.158,,,,,1.596,,,0.0,2192.643,656.995,656.995,,,,593.054,,,593.054,0.0,1250.049,3442.692,368.516,1175.211,2.819,1172.392,-57.733,-576.664,155.148,1064.478,4.151,1068.629,4511.321,
09/25/2010,4668.942,678.717,678.717,0.0,987.013,987.013,0.0,1183.854,,,,,163.119,,,81.395,,163.119,3012.703,1219.151,,,0.0,,437.088,42.065,19.431,22.634,,313.628,1656.239,,2222.258,1045.121,6.653,,1170.484,73.475,73.475,,,,,0.304,,,0.0,2296.037,657.164,657.164,,,,582.081,,,582.081,0.0,1239.245,3535.282,368.516,1154.818,2.83,1151.988,-57.733,-535.407,205.761,1135.955,-2.295,1133.66,4668.942,
12/25/2010,4569.437,627.478,627.478,0.0,963.787,963.787,0.0,1233.657,,,,,203.02,0.0,,33.319,,202.767,3027.942,1157.013,3017.265,-1860.252,0.0,,384.482,41.271,19.431,21.84,,309.892,1541.495,,2270.643,1080.276,2.568,0.0,1187.799,72.368,0.0,16.361,16.361,,56.007,0.434,0.0,0.0,0.0,2343.445,659.82,420.344,239.476,239.476,,514.218,0.0,,514.218,0.0,1174.038,3517.483,377.729,1142.49,2.831,1139.659,-57.733,-634.818,223.807,1051.475,0.479,1051.954,4569.437,
03/26/2011,4508.053,494.207,494.207,0.0,990.08,990.08,0.0,1217.192,,,,,190.969,,,44.363,,185.825,2892.448,1138.657,,,0.0,,476.948,104.431,62.907,41.524,,328.154,1615.605,,2119.956,1008.969,2.881,,1108.106,91.412,91.412,,,,,0.331,,,0.0,2211.699,657.015,657.015,,,,556.998,,,556.998,0.0,1214.013,3425.712,368.516,1145.491,2.835,1142.656,-57.733,-640.232,265.781,1081.823,0.518,1082.341,4508.053,
06/25/2011,4335.024,374.155,374.155,0.0,954.264,954.264,0.0,1253.231,,,,,174.217,,,42.669,,172.49,2755.867,1119.505,,,0.0,,459.652,104.017,64.448,39.569,,312.966,1579.157,,2001.616,950.108,5.825,,1045.683,79.987,79.987,,,,,0.502,,,0.0,2082.105,652.692,652.692,,,,543.511,,,543.511,0.0,1196.203,3278.308,368.516,1139.302,2.86,1136.442,-57.733,-660.346,266.723,1056.462,0.254,1056.716,4335.024,
09/24/2011,4170.491,452.652,452.652,0.0,918.58,918.58,0.0,1124.013,,,,,165.62,,,37.913,,163.943,2660.865,1081.905,,,0.0,,427.721,98.36,61.608,36.752,,291.448,1509.626,,1920.88,877.09,4.052,,1039.738,35.253,35.253,,,,,0.038,,,0.0,1956.171,647.674,647.674,,,,464.586,,,464.586,0.0,1112.26,3068.431,368.516,1134.265,2.864,1131.401,-57.733,-559.474,216.273,1101.847,0.213,1102.06,4170.491,
12/31/2011,4250.984,570.681,570.681,0.0,862.831,862.831,0.0,1146.974,,,,,163.646,0.0,,47.791,,163.305,2744.132,1067.04,2916.515,-1849.475,0.0,,439.812,97.122,61.899,35.223,,294.899,1506.852,,2010.693,993.636,7.389,0.0,1009.668,36.401,0.0,18.626,18.626,,17.775,0.343,0.0,0.0,0.0,2047.437,648.313,418.708,229.605,229.605,,452.313,0.0,,452.313,0.0,1100.626,3148.063,377.729,1127.313,2.864,1124.449,-57.733,-539.124,194.522,1102.707,0.214,1102.921,4250.984,
03/31/2012,4125.149,488.774,488.774,0.0,872.839,872.839,0.0,1113.128,,,,,153.7,,,44.776,,152.569,2628.441,1021.402,,,0.0,,475.306,98.235,63.65,34.585,,332.295,1496.708,,1855.696,952.812,12.411,,890.473,35.77,35.77,,,,,0.435,,,0.0,1891.901,642.513,642.513,,,,402.92,,,402.92,0.0,1045.433,2937.334,406.773,1101.332,2.897,1098.435,-57.733,-489.621,226.851,1187.602,0.213,1187.815,4125.149,
06/30/2012,3957.312,422.679,422.679,0.0,809.353,809.353,0.0,1122.007,,,,,154.171,,,41.689,,153.907,2508.21,971.93,,,0.0,,477.172,93.852,61.683,32.169,,341.631,1449.102,,1788.044,906.103,7.698,,874.243,35.527,35.527,,,,,0.762,,,0.0,1824.333,639.028,639.028,,,,391.056,,,391.056,0.0,1030.084,2854.417,396.851,1115.855,2.911,1112.944,-57.733,-547.007,194.829,1102.795,0.1,1102.895,3957.312,
09/29/2012,3949.85,619.532,619.532,0.0,833.895,833.895,0.0,1004.925,,,,,141.146,,,39.923,,141.0,2599.498,871.153,,,0.0,,479.199,81.255,63.983,17.272,,358.021,1350.352,,1834.02,867.249,7.088,,959.683,185.075,185.075,,,,,0.43,,,0.0,2019.525,486.039,486.039,,,,380.852,,,380.852,0.0,866.891,2886.416,406.773,1109.326,2.911,1106.415,-57.733,-608.919,213.892,1063.339,0.095,1063.434,3949.85,
12/29/2012,4011.0,671.0,671.0,0.0,804.0,804.0,0.0,1051.0,,,,,171.0,0.0,,33.0,,170.234,2697.0,856.0,2406.0,-1550.0,0.0,,458.0,81.0,64.0,17.0,,344.0,1314.0,,1871.668,935.0,5.0,0.0,931.668,174.0,174.0,,,,,0.332,0.0,0.0,0.0,2046.0,485.0,485.0,,,,432.0,0.0,3.0,429.0,0.0,917.0,2963.0,407.0,1102.0,3.0,1099.0,-58.0,-616.0,213.0,1048.0,0.0,1048.0,4011.0,
03/30/2013,3791.647,549.263,549.263,0.0,763.2,763.2,0.0,1014.349,,,,,170.298,,,31.215,,170.298,2497.11,821.053,,,0.0,,473.484,80.217,64.235,15.982,,362.052,1294.537,,1685.576,833.439,7.164,,844.973,173.752,173.752,,,,,0.0,,,0.0,1859.328,479.82,479.82,,,,430.479,,,430.479,0.0,910.299,2769.627,406.773,1095.409,2.92,1092.489,-57.733,-622.89,200.346,1021.905,0.115,1022.02,3791.647,
06/29/2013,3747.565,471.955,471.955,0.0,746.645,746.645,0.0,1090.915,,,,,165.169,,,31.283,,165.169,2474.684,809.965,,,0.0,,462.916,78.514,63.086,15.428,,353.119,1272.881,,1733.524,880.629,7.144,,845.751,174.55,174.55,,,,,0.0,,,0.0,1908.074,475.004,475.004,,,,409.549,,,409.549,0.0,884.553,2792.627,406.773,1088.565,2.948,1085.617,-57.733,-677.096,194.429,954.938,0.0,954.938,3747.565,
09/28/2013,3651.772,724.741,724.741,0.0,798.147,798.147,0.0,1034.313,,,,,136.578,,,28.582,,136.578,2693.779,796.058,,,0.0,,161.935,34.441,19.431,15.01,,98.912,957.993,,1796.03,841.293,10.6,,944.137,23.916,23.916,,,,,0.0,,,0.0,1819.946,471.259,471.259,,,,390.133,,,390.133,0.0,861.392,2681.338,203.386,1081.36,2.95,1078.41,-57.733,-516.196,259.617,970.434,0.0,970.434,3651.772,
12/28/2013,7477.0,955.0,955.0,0.0,1333.0,1333.0,0.0,1812.0,,,,,296.0,0.0,,35.0,,296.0,4396.0,1309.0,2955.0,-1646.0,0.0,,1772.0,511.0,398.0,113.0,,1226.0,3081.0,,2893.0,1426.0,4.0,0.0,1463.0,29.0,29.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2922.0,1555.0,1555.0,0.0,0.0,,882.0,0.0,163.0,719.0,0.0,2437.0,5359.0,0.0,2485.0,5.0,2480.0,-58.0,-636.0,272.0,2063.0,55.0,2118.0,7477.0,
03/29/2014,7111.0,870.0,870.0,0.0,1312.0,1312.0,0.0,1613.0,,,,,450.0,,160.0,36.0,,290.0,4245.0,1161.0,,,940.0,940.0,765.0,494.0,388.0,106.0,,235.0,2866.0,,2628.0,1284.0,9.0,,1335.0,35.0,35.0,,,,,58.0,,,58.0,2721.0,1539.0,1539.0,,,,833.0,,160.0,673.0,0.0,2372.0,5093.0,0.0,2492.0,5.0,2487.0,-58.0,-745.0,273.0,1962.0,56.0,2018.0,7111.0,
06/28/2014,6973.0,768.0,768.0,0.0,1306.0,1306.0,0.0,1653.0,,,,,454.0,,176.0,35.0,,278.0,4181.0,1095.0,,,935.0,935.0,762.0,491.0,390.0,101.0,,236.0,2792.0,,2721.0,1279.0,0.0,,1442.0,29.0,29.0,,,,,72.0,,,72.0,2822.0,1534.0,1534.0,,,,769.0,,122.0,647.0,0.0,2303.0,5125.0,0.0,2505.0,5.0,2500.0,-58.0,-936.0,280.0,1791.0,57.0,1848.0,6973.0,
09/27/2014,6780.0,965.0,965.0,0.0,1308.0,1308.0,0.0,1580.0,,,,,236.0,,0.0,35.0,,236.0,4089.0,1007.0,,,931.0,931.0,753.0,481.0,391.0,90.0,,237.0,2691.0,,2721.0,1282.0,0.0,,1439.0,30.0,30.0,,,,,0.0,,,0.0,2751.0,1524.0,1524.0,,,,726.0,,115.0,611.0,0.0,2250.0,5001.0,0.0,2516.0,5.0,2511.0,-58.0,-906.0,226.0,1778.0,1.0,1779.0,6780.0,
12/27/2014,6757.0,1071.0,1071.0,0.0,1264.0,1264.0,0.0,1638.0,,,,,158.0,0.0,,36.0,,158.0,4131.0,963.0,2744.0,-1781.0,926.0,926.0,737.0,463.0,391.0,72.0,,238.0,2626.0,,2858.0,1340.0,4.0,0.0,1514.0,32.0,3.0,29.0,29.0,,,0.0,0.0,0.0,0.0,2890.0,1509.0,1317.0,192.0,192.0,,737.0,0.0,196.0,541.0,0.0,2246.0,5136.0,0.0,2562.0,6.0,2556.0,-58.0,-990.0,107.0,1621.0,0.0,1621.0,6757.0,
03/28/2015,6548.0,927.0,927.0,0.0,1201.0,1201.0,0.0,1554.0,,,,,327.0,,,27.0,,327.0,4009.0,887.0,,,921.0,921.0,731.0,464.0,397.0,67.0,,240.0,2539.0,,2587.0,1251.0,17.0,,1319.0,52.0,52.0,,,,,0.0,,,0.0,2639.0,1492.0,1492.0,,,,795.0,,188.0,607.0,0.0,2287.0,4926.0,0.0,2572.0,6.0,2566.0,-58.0,-945.0,53.0,1622.0,0.0,1622.0,6548.0,
06/27/2015,6360.0,867.0,867.0,0.0,1172.0,1172.0,0.0,1554.0,,,,,285.0,,,26.0,,285.0,3878.0,842.0,,,915.0,915.0,725.0,460.0,397.0,63.0,,239.0,2482.0,,2452.0,1225.0,0.0,,1227.0,59.0,59.0,,,,,0.0,,,0.0,2511.0,1477.0,1477.0,,,,789.0,,187.0,602.0,0.0,2266.0,4777.0,0.0,2588.0,6.0,2582.0,-58.0,-1003.0,56.0,1583.0,0.0,1583.0,6360.0,
09/26/2015,6459.0,958.0,958.0,0.0,1231.0,1231.0,0.0,1586.0,,,,,250.0,,,21.0,,250.0,4025.0,816.0,,,910.0,910.0,708.0,454.0,396.0,58.0,,233.0,2434.0,,2596.0,1241.0,18.0,,1337.0,56.0,56.0,,,,,0.0,,,0.0,2652.0,1467.0,1467.0,,,,760.0,,180.0,580.0,0.0,2227.0,4879.0,0.0,2601.0,6.0,2595.0,-58.0,-997.0,34.0,1580.0,0.0,1580.0,6459.0,
12/26/2015,6442.0,860.0,860.0,0.0,746.0,746.0,0.0,1406.0,,,,,1048.0,0.0,,11.0,46.0,92.0,4060.0,665.0,2128.0,-1463.0,905.0,905.0,449.0,416.0,363.0,53.0,,203.0,2019.0,,2070.0,987.0,9.0,0.0,1074.0,51.0,21.0,30.0,30.0,,,622.0,0.0,0.0,0.0,2743.0,1447.0,1272.0,175.0,175.0,,649.0,0.0,182.0,421.0,0.0,2096.0,4839.0,0.0,2613.0,6.0,2607.0,-58.0,-982.0,30.0,1603.0,0.0,1603.0,6442.0,
03/26/2016,6034.0,879.0,879.0,0.0,1106.0,1106.0,0.0,1575.0,,,,,136.0,,,24.0,,136.0,3696.0,754.0,,,900.0,900.0,684.0,429.0,378.0,51.0,,231.0,2338.0,,2278.0,1132.0,12.0,,1134.0,37.0,37.0,,,,,0.0,,,0.0,2315.0,1437.0,1437.0,,,,621.0,,183.0,438.0,0.0,2058.0,4373.0,0.0,2620.0,6.0,2614.0,-58.0,-937.0,36.0,1661.0,0.0,1661.0,6034.0,
06/25/2016,6173.0,1118.0,1118.0,0.0,1055.0,1055.0,0.0,1560.0,,,,,112.0,,,22.0,,112.0,3845.0,750.0,,,895.0,895.0,683.0,425.0,378.0,47.0,,236.0,2328.0,,2252.0,1145.0,7.0,,1100.0,37.0,37.0,,,,,0.0,,,0.0,2289.0,1425.0,1425.0,,,,599.0,,182.0,417.0,0.0,2024.0,4313.0,0.0,2630.0,6.0,2624.0,-84.0,-727.0,41.0,1860.0,0.0,1860.0,6173.0,
09/24/2016,5881.0,801.0,801.0,0.0,718.0,718.0,0.0,1216.0,,,,,665.0,,,377.0,0.0,85.0,3400.0,601.0,,,890.0,890.0,990.0,401.0,363.0,38.0,,212.0,2481.0,,1775.0,886.0,0.0,,889.0,28.0,28.0,,,,,519.0,,,0.0,2322.0,1163.0,1163.0,,,,547.0,,179.0,368.0,0.0,1710.0,4032.0,0.0,2627.0,6.0,2621.0,-139.0,-682.0,43.0,1849.0,0.0,1849.0,5881.0,
12/31/2016,5540.0,763.0,763.0,0.0,687.0,687.0,0.0,1279.0,,,,,244.0,0.0,,466.0,,102.0,2973.0,601.0,2165.0,-1564.0,885.0,885.0,1081.0,396.0,363.0,33.0,0.0,219.0,2567.0,,1898.0,893.0,3.0,0.0,1002.0,29.0,2.0,27.0,27.0,,,104.0,0.0,0.0,0.0,2031.0,1156.0,1010.0,146.0,146.0,,501.0,0.0,140.0,361.0,0.0,1657.0,3688.0,0.0,2624.0,6.0,2618.0,-190.0,-453.0,-129.0,1852.0,0.0,1852.0,5540.0,
04/01/2017,5435.0,744.0,744.0,0.0,688.0,688.0,0.0,1179.0,,,,,313.0,,,432.0,,130.0,2924.0,586.0,,,879.0,879.0,1046.0,395.0,363.0,32.0,,219.0,2511.0,,1726.0,835.0,3.0,,888.0,28.0,28.0,,,,,92.0,,,0.0,1846.0,1145.0,1145.0,,,,490.0,,139.0,351.0,0.0,1635.0,3481.0,0.0,2615.0,6.0,2609.0,-200.0,-338.0,-123.0,1954.0,0.0,1954.0,5435.0,
07/01/2017,5412.0,763.0,763.0,0.0,652.0,652.0,0.0,1228.0,,,,,269.0,,,425.0,,116.0,2912.0,580.0,,,874.0,874.0,1046.0,395.0,363.0,32.0,,226.0,2500.0,,1730.0,873.0,2.0,,855.0,28.0,28.0,,,,,69.0,,,0.0,1827.0,1134.0,1134.0,,,,476.0,,138.0,338.0,0.0,1610.0,3437.0,0.0,2602.0,6.0,2596.0,-207.0,-314.0,-106.0,1975.0,0.0,1975.0,5412.0,
09/30/2017,5397.0,788.0,788.0,0.0,693.0,693.0,0.0,1110.0,,,,,241.0,,,428.0,,100.0,2832.0,627.0,,,869.0,869.0,1069.0,413.0,379.0,34.0,,228.0,2565.0,,1773.0,889.0,1.0,,883.0,17.0,17.0,,,,,68.0,,,0.0,1858.0,1046.0,1046.0,,,,451.0,,123.0,328.0,0.0,1497.0,3355.0,0.0,2594.0,6.0,2588.0,-224.0,-221.0,-107.0,2042.0,0.0,2042.0,5397.0,
