Date,Revenue,Sales & Services Revenue,Other Revenue,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/28/2013,3046.0,3046.0,,,0.0,-2106.0,,276.0,1830.0,940.0,-131.0,,140.0,,,-9.0,809.0,-288.0,521.0,0.0,0.0,0.0,521.0,,521.0,0.0,0.0,521.0,497.6,-23.4,1022.0,0.51,0.51,0.486888,1023.0,0.51,0.51,0.486888,
09/27/2013,2985.0,2985.0,,,0.0,-2145.0,,277.0,1868.0,840.0,-131.0,,136.0,,,-5.0,709.0,-254.0,455.0,0.0,0.0,0.0,455.0,,455.0,0.0,0.0,455.0,455.0,0.0,1017.0,0.45,0.45,0.45,1018.0,0.45,0.45,0.45,
12/27/2013,3032.0,3032.0,,,0.0,-2219.0,0.0,281.0,1938.0,813.0,-139.0,137.0,139.0,-2.0,0.0,2.0,674.0,-248.0,426.0,0.0,0.0,0.0,426.0,,426.0,0.0,0.0,426.0,426.0,0.0,1013.0,0.42,0.42,0.42,1013.0,0.42,0.42,0.42,
03/28/2014,3012.0,3012.0,,,0.0,-2273.0,,283.0,1990.0,739.0,-133.0,,140.0,,0.0,-7.0,606.0,-208.0,398.0,0.0,0.0,0.0,398.0,,398.0,0.0,0.0,398.0,398.0,0.0,1008.0,0.4,0.4,0.4,1008.0,0.4,0.4,0.4,
06/27/2014,3244.0,3244.0,,,0.0,-2247.0,,287.0,1960.0,997.0,-147.0,,135.0,,0.0,12.0,850.0,-321.0,529.0,0.0,0.0,0.0,529.0,,529.0,0.0,0.0,529.0,529.0,0.0,1003.0,0.53,0.53,0.53,1003.0,0.53,0.53,0.53,
09/26/2014,3221.0,3221.0,,,0.0,-2245.0,,291.0,1954.0,976.0,-163.0,,137.0,,0.0,26.0,813.0,-304.0,509.0,0.0,0.0,0.0,509.0,,509.0,0.0,0.0,509.0,519.4,10.4,999.0,0.51,0.51,0.51992,999.0,0.51,0.51,0.51992,
12/26/2014,3192.0,3192.0,,,0.0,-2291.0,0.0,290.0,2001.0,901.0,-126.0,,133.0,,0.0,-7.0,775.0,-284.0,491.0,0.0,0.0,0.0,491.0,,491.0,0.0,0.0,491.0,516.35,25.35,995.0,0.49,0.49,0.518945,995.0,0.49,0.49,0.515477,
03/27/2015,3027.0,3027.0,,,0.0,-2184.0,,295.0,1889.0,843.0,-132.0,,134.0,,0.0,-2.0,711.0,-269.0,442.0,0.0,0.0,0.0,442.0,,442.0,0.0,0.0,442.0,442.0,0.0,991.0,0.45,0.45,0.45,992.0,0.45,0.45,0.45,
06/26/2015,3064.0,3064.0,,,0.0,-2047.0,,299.0,1748.0,1017.0,-130.0,,134.0,,0.0,-4.0,887.0,-334.0,553.0,0.0,0.0,0.0,553.0,,553.0,0.0,0.0,553.0,541.95,-11.05,988.0,0.56,0.56,0.548532,989.0,0.56,0.56,0.548532,
09/25/2015,2939.0,2939.0,,,0.0,-2006.0,,302.0,1704.0,933.0,-134.0,,136.0,,0.0,-2.0,799.0,-292.0,507.0,0.0,0.0,0.0,507.0,,507.0,0.0,0.0,507.0,505.05,-1.95,981.0,0.52,0.52,0.514832,982.0,0.52,0.52,0.514832,
12/25/2015,2781.0,2781.0,,,0.0,-1990.0,,312.0,1678.0,791.0,-50.0,,140.0,,0.0,-90.0,741.0,-275.0,466.0,0.0,0.0,0.0,466.0,,466.0,0.0,0.0,466.0,420.5,-45.5,970.833333,0.48,0.48,0.433133,973.0,0.48,0.48,0.433133,
03/25/2016,2618.0,2538.0,80.0,,0.0,-1914.0,,313.0,1601.0,704.0,-136.0,,143.0,,0.0,-7.0,568.0,-212.0,356.0,0.0,0.0,0.0,356.0,,356.0,0.0,0.0,356.0,356.0,0.0,962.0,0.37,0.37,0.37,963.0,0.37,0.37,0.37,
06/24/2016,2704.0,2607.0,97.0,,0.0,-1864.0,,319.0,1545.0,840.0,-133.0,,141.0,,0.0,-8.0,707.0,-262.0,445.0,0.0,0.0,0.0,445.0,,445.0,0.0,0.0,445.0,445.0,0.0,952.0,0.47,0.47,0.47,952.0,0.47,0.47,0.47,
09/23/2016,2710.0,2633.0,77.0,,0.0,-1869.0,,321.0,1548.0,841.0,-126.0,,139.0,,0.0,-13.0,715.0,-260.0,455.0,0.0,0.0,0.0,455.0,,455.0,0.0,0.0,455.0,452.4,-2.6,942.0,0.48,0.48,0.480255,943.0,0.48,0.48,0.477243,
12/30/2016,3037.0,2923.0,114.0,,0.0,-2033.0,,348.0,1685.0,1004.0,-253.0,,156.0,,0.0,97.0,751.0,-293.0,458.0,0.0,0.0,0.0,458.0,,458.0,0.0,0.0,458.0,452.15,-5.85,934.693878,0.49,0.49,0.483741,935.0,0.49,0.49,0.483741,
03/31/2017,2869.0,2795.0,74.0,,13.0,-2113.0,,320.0,1793.0,769.0,-187.0,,137.0,,0.0,50.0,582.0,-220.0,362.0,0.0,0.0,0.0,362.0,,362.0,0.0,0.0,362.0,473.15,111.15,927.0,0.39,0.39,0.51041,929.0,0.39,0.39,0.509645,
06/30/2017,2933.0,2776.0,157.0,,16.0,-1992.0,,327.0,1665.0,957.0,-130.0,,137.0,,,-7.0,827.0,-317.0,510.0,0.0,0.0,0.0,510.0,,510.0,0.0,0.0,510.0,589.7,79.7,920.0,0.55,0.55,0.640978,924.0,0.55,0.55,0.636255,
09/30/2017,2743.0,2648.0,95.0,,19.0,-1894.0,,331.0,1563.0,868.0,-118.0,,132.0,,0.0,-14.0,750.0,-291.0,459.0,0.0,0.0,0.0,459.0,,459.0,0.0,0.0,459.0,459.75,0.75,902.0,0.51,0.51,0.509701,906.0,0.51,0.51,0.509701,
12/31/2017,2863.0,2755.0,108.0,,172.0,-1909.0,0.0,337.0,1572.0,1126.0,-143.0,140.0,140.0,0.0,0.0,3.0,983.0,3157.0,4140.0,0.0,0.0,0.0,4140.0,,4140.0,0.0,0.0,4140.0,4150.51,10.51,896.0,4.62,4.62,4.632266,896.0,4.62,4.62,4.63173,
03/31/2018,2876.0,2731.0,145.0,,25.0,-1857.0,,323.0,1534.0,1044.0,-132.0,,149.0,,0.0,-17.0,912.0,-217.0,695.0,0.0,0.0,0.0,695.0,,695.0,0.0,0.0,695.0,669.72,-25.28,885.0,0.78,0.78,0.756746,888.0,0.78,0.78,0.751532,
06/30/2018,3102.0,2966.0,136.0,,30.0,-1849.0,,329.0,1520.0,1283.0,-139.0,,157.0,,,-18.0,1144.0,-267.0,877.0,0.0,0.0,0.0,877.0,,877.0,0.0,0.0,877.0,847.77,-29.23,864.0,1.02,1.02,0.981215,868.0,1.01,1.01,0.976325,
09/30/2018,3129.0,2978.0,151.0,,24.0,-1860.0,,334.0,1526.0,1293.0,-143.0,,162.0,,,-19.0,1150.0,-256.0,894.0,0.0,0.0,0.0,894.0,,894.0,0.0,0.0,894.0,810.26,-83.74,850.0,1.05,1.05,0.953247,854.0,1.05,1.05,0.951944,
12/31/2018,3143.0,2993.0,150.0,,17.0,-1911.0,,345.0,1566.0,1249.0,-151.0,171.0,171.0,0.0,,-20.0,1098.0,-255.0,843.0,0.0,0.0,0.0,843.0,,843.0,0.0,0.0,843.0,831.72,-11.28,833.0,1.01,1.01,0.998463,833.0,1.01,1.01,0.996459,
03/31/2019,3013.0,2845.0,168.0,,0.0,-1794.0,,330.0,1464.0,1219.0,-155.0,,178.0,,,-23.0,1064.0,-230.0,834.0,0.0,0.0,0.0,834.0,,834.0,0.0,0.0,834.0,812.67,-21.33,814.0,1.02,1.02,0.998366,817.0,1.02,1.02,0.993892,
06/30/2019,3061.0,2937.0,124.0,,21.0,-1777.0,,337.0,1440.0,1305.0,-159.0,,184.0,,,-25.0,1146.0,-276.0,870.0,0.0,0.0,0.0,870.0,,870.0,0.0,0.0,870.0,840.77,-29.23,805.0,1.08,1.08,1.044435,807.0,1.08,1.08,1.043779,
09/30/2019,2978.0,2869.0,109.0,,27.0,-1718.0,,338.0,1380.0,1287.0,-162.0,,186.0,,,-24.0,1125.0,-269.0,856.0,0.0,0.0,0.0,856.0,,856.0,0.0,0.0,856.0,822.03,-33.97,790.0,1.08,1.08,1.040544,792.0,1.08,1.08,1.037109,
12/31/2019,2885.0,2768.0,117.0,,24.0,-1755.0,,344.0,1411.0,1154.0,-173.0,189.0,189.0,0.0,0.0,-16.0,981.0,-210.0,771.0,0.0,0.0,0.0,771.0,,771.0,0.0,0.0,771.0,722.62,-48.38,778.0,0.99,0.99,0.928817,778.0,0.99,0.99,0.927815,
03/31/2020,2855.0,2754.0,101.0,,0.0,-1677.0,,344.0,1333.0,1178.0,-165.0,,187.0,,,-22.0,1013.0,-243.0,770.0,0.0,0.0,0.0,770.0,,770.0,0.0,0.0,770.0,755.78,-14.22,772.0,1.0,1.0,0.97899,773.0,1.0,1.0,0.97899,
06/30/2020,2255.0,2200.0,55.0,,0.0,-1427.0,,344.0,1083.0,828.0,-176.0,,191.0,,,-15.0,652.0,-153.0,499.0,0.0,0.0,0.0,499.0,,499.0,0.0,0.0,499.0,490.31,-8.69,766.0,0.65,0.65,0.640091,767.0,0.65,0.65,0.63867,
09/30/2020,2625.952,,,1046.0479792,,,,,,1062.357,,,,,,,890.375,,698.167,,,,,,698.167,,,698.167,672.111,,,0.889,0.889,0.887,,0.889,0.889,0.887,
12/31/2020,2732.81,,,1092.0582041,,,,,,1102.929,,,,,,,932.688,,727.667,,,,,,727.667,,,727.667,706.611,,,0.947,0.947,0.936,,0.947,0.947,0.936,
