Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2016,1964.601,1964.601,-1475.826,1475.826,488.775,0.0,-446.765,432.317,341.477,90.84,14.448,42.01,-15.386,16.564,16.564,0.0,,,-1.178,26.624,-12.098,14.526,0.0,0.0,0.0,14.526,0.0,14.526,0.0,0.0,14.526,33.43,18.904,90.423466,0.16,0.16,0.369705,90.965375,0.16,0.16,0.367815,
12/31/2016,2018.009,2018.009,-1515.991,1515.991,502.018,0.0,-427.105,422.293,342.333,79.96,4.812,74.913,-19.695,16.525,16.525,0.0,,,3.17,55.218,-21.699,33.519,0.688,0.688,0.0,32.831,0.0,32.831,0.0,0.0,32.831,34.59825,0.693,90.500214,0.362773,0.370375,0.3823,91.228441,0.359877,0.367418,0.379249,
03/31/2017,1995.686,1995.686,-1533.467,1533.467,462.219,0.0,-458.168,443.727,345.063,98.664,14.441,4.051,-17.607,17.464,17.464,0.0,,0.0,0.143,-13.556,3.797,-9.759,0.0,0.0,0.0,-9.759,0.0,-9.759,0.0,0.0,-9.759,12.696,22.455,90.709802,-0.11,-0.11,0.139963,90.709802,-0.11,-0.11,0.137548,
06/30/2017,1926.722,1926.722,-1459.242,1459.242,467.48,0.0,-421.263,410.291,338.01,72.281,10.972,46.217,-16.667,16.419,16.419,0.0,,,0.248,29.55,-11.903,17.647,0.0,0.0,0.0,17.647,0.0,17.647,0.0,0.0,17.647,19.634,1.987,90.882415,0.19,0.19,0.216037,91.36903,0.19,0.19,0.211747,
09/30/2017,1937.62,1937.62,-1495.782,1495.782,441.838,0.0,-438.547,400.501,67.95,332.551,38.046,3.291,-16.941,16.527,16.527,0.0,,,0.414,-13.65,3.677,-9.973,-11.355,-11.355,0.0,1.382,0.0,1.382,0.0,0.0,1.382,34.560516,44.533516,90.939101,0.02,-0.11,0.38004,90.939101,0.02,-0.11,0.379707,
12/31/2017,1934.997,1934.997,-1488.467,1488.467,446.53,0.0,-412.523,400.441,330.793,69.648,12.082,34.007,-15.108,14.551,14.551,0.0,,,0.557,18.899,30.608,49.507,-2.811,-2.811,0.0,52.318,0.0,52.318,0.0,0.0,52.318,70.9147,21.4077,91.062,0.57,0.54,0.778752,91.151,0.57,0.54,0.77486,
03/31/2018,1980.507,1980.507,-1532.004,1532.004,448.503,0.0,-435.058,421.518,345.996,75.522,13.54,13.445,-12.603,14.033,14.033,0.0,,-1.9,0.47,0.842,-1.107,-0.265,0.0,0.0,0.0,-0.265,0.0,-0.265,0.0,0.0,-0.265,12.875,13.14,91.192013,0.0,0.0,0.141186,91.192013,0.0,0.0,0.141186,
06/30/2018,1951.23,1951.23,-1518.446,1518.446,432.784,0.0,-473.676,402.693,336.721,65.972,70.983,-40.892,-14.851,14.069,14.069,0.0,,,0.782,-55.743,13.727,-42.016,-1.922,-1.922,0.0,-40.094,0.0,-40.094,0.0,0.0,-40.094,14.868,56.884,91.342652,-0.44,-0.46,0.162772,91.342652,-0.44,-0.46,0.162754,
09/30/2018,1894.066,1894.066,-1503.469,1503.469,390.597,0.0,-416.38,415.826,349.244,66.582,0.554,-25.783,-14.242,13.81,13.81,0.0,,,0.432,-40.025,13.377,-26.648,0.0,0.0,0.0,-26.648,0.224,-26.424,0.0,0.0,-26.424,-18.55165,7.87235,91.372325,-0.29,-0.29,-0.203034,91.372325,-0.29,-0.29,-0.203843,
12/31/2018,1929.48,1929.48,-1546.086,1546.086,383.394,0.0,-645.357,440.8,371.217,69.583,204.557,-261.963,-17.624,14.531,14.531,0.0,,,3.093,-279.587,16.286,-263.301,-2.95,-2.95,0.0,-260.351,0.234,-260.117,0.0,0.0,-260.117,-64.529067,198.537933,91.404394,-2.845782,-2.878056,-0.705973,91.404394,-2.845782,-2.878056,-0.705973,
03/31/2019,1795.434,1795.434,-1421.681,1421.681,373.753,0.0,-420.279,410.797,337.712,73.085,9.482,-46.526,-17.257,19.0,19.0,0.0,,-1.955,0.212,-63.783,1.956,-61.827,0.0,0.0,0.0,-61.827,0.253,-61.574,0.0,0.0,-61.574,-42.475,19.099,91.526266,-0.67,-0.67,-0.464074,91.526266,-0.67,-0.67,-0.464074,
06/30/2019,1843.498,1843.498,-1464.018,1464.018,379.48,0.0,-431.12,407.398,335.852,71.546,23.722,-51.64,-17.7,16.2,16.2,0.0,,,1.5,-69.34,4.477,-64.863,0.0,0.0,0.0,-64.863,0.392,-64.471,0.0,0.0,-64.471,-32.729,31.742,91.758807,-0.7,-0.7,-0.356685,91.758807,-0.7,-0.7,-0.356685,
09/30/2019,1849.71,1849.71,-1499.369,1499.369,350.341,0.0,-420.041,411.779,335.693,76.086,8.262,-69.7,-11.141,17.33,17.33,0.0,,,-6.189,-80.841,1.448,-79.393,0.0,0.0,0.0,-79.393,0.139,-79.254,0.0,0.0,-79.254,-94.16331,-14.90931,91.889977,-0.86,-0.86,-1.02474,91.889977,-0.86,-0.86,-1.02474,
12/31/2019,1840.021,1840.021,-1503.863,1503.863,336.158,0.0,-567.976,399.303,318.665,80.638,168.673,-231.818,-64.147,16.2,16.2,0.0,,,47.947,-295.965,1.314,-294.651,0.07,0.07,0.0,-294.721,0.078,-294.643,0.0,0.0,-294.643,-176.91526,117.65774,91.933426,-3.204961,-3.204199,-1.924384,91.933426,-3.204961,-3.204199,-1.924384,
