Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2006,134.856003,2.098,2.098,0.0,47.900002,47.900002,,34.839001,23.285,1.68,9.874,0.0,9.987,,,,,,,94.823997,7.55,,,0.0,,32.481998,29.787001,20.885,8.902,2.694998,40.031999,,12.913,12.913,,,,10.028,10.028,0.0,0.0,,,23.525999,,,23.525999,46.466999,1.889,1.889,0.0,0.0,,2.4,,,,,2.4,4.289,50.755999,0.0,38.118,,,-5.928,52.338001,-0.428003,84.099998,0.0,84.099998,134.855998,
12/31/2006,142.257996,4.273,4.273,0.0,46.791,46.791,,35.948002,24.747999,1.667,9.533,0.0,8.441,,,,,,,95.453003,7.535,29.676001,-22.141001,0.0,,39.27,36.429001,25.733999,10.695002,2.841,46.805,,12.47,12.47,,,,7.953,7.953,0.0,0.0,,,26.049999,,,26.049999,46.473,7.708,7.708,0.0,0.0,,1.994,,,,,1.994,9.702,56.175,0.0,38.922001,,,-5.509,53.159,-0.489001,86.083,0.0,86.083,142.258,
03/31/2007,141.212997,2.484,2.484,0.0,42.938,42.938,,38.841,0.0,1.898,9.806,27.136999,9.943,,,,,,,94.206001,7.412,,,0.0,,39.595001,36.407001,25.811001,10.596001,3.188,47.007001,,11.812,11.812,,,,8.257,8.257,0.0,0.0,,,25.529999,,,25.529999,45.598999,7.535,7.535,0.0,0.0,,3.084,,,,,3.084,10.619,56.217999,0.0,39.226002,,,-5.509,51.851002,-0.573001,84.995003,0.0,84.995003,141.213002,
06/30/2007,137.919006,3.32,3.32,0.0,39.567001,39.567001,,38.012001,0.0,1.836,8.68,27.496,9.526,,,,,,,90.425003,7.277,,,0.0,,40.216999,36.847,26.339001,10.507999,3.369999,47.493999,,9.923,9.923,,,,6.585,6.585,0.0,0.0,,,26.297999,,,26.297999,42.806,7.357,7.357,0.0,0.0,,3.093,,,,,3.093,10.45,53.256,0.0,39.301998,,,-5.509,50.830002,0.039998,84.662998,0.0,84.662998,137.918998,
09/30/2007,140.522995,4.506,4.506,0.0,39.397999,39.397999,,38.282001,0.0,2.056,9.674,26.552,10.666,,,,,,,92.851997,7.215,,,0.0,,40.456001,36.93,26.767,10.163,3.526001,47.671001,,11.463,11.463,,,,6.115,6.115,0.0,0.0,,,27.613002,,,27.613002,45.191002,7.182,7.182,0.0,0.0,,3.777,,,,,3.777,10.959,56.150002,0.0,39.368999,,,-5.509,49.967999,0.545003,84.373001,0.0,84.373001,140.523003,
12/31/2007,146.518005,4.431,4.431,0.0,43.608002,43.608002,,40.319,0.0,1.722,9.965,28.632,9.521,,,,,,,97.878998,7.669,31.853001,-24.184,0.0,,40.970001,36.896999,26.997999,9.899,4.073002,48.639001,,16.978001,16.978001,,,,3.272,3.272,0.0,0.0,,,32.034,,,32.034,52.284,6.932,6.932,0.0,0.0,,2.315,,,,,2.315,9.247,61.531001,0.0,39.573002,,,-5.509,50.451,0.472001,84.987003,0.0,84.987003,146.518004,
03/31/2008,141.572006,3.493,3.493,0.0,39.283001,39.283001,,41.720001,0.0,1.675,10.992,29.052999,10.451,,,,,,,94.946999,7.35,,,0.0,,39.275002,36.278999,26.718,9.560999,2.996002,46.625001,,12.708,12.708,,,,5.453,5.453,0.0,0.0,,,29.907001,,,29.907001,48.068001,6.681,6.681,0.0,0.0,,2.56,,,,,2.56,9.241,57.309001,0.0,39.696999,,,-5.509,49.707001,0.368001,84.263,0.0,84.263,141.572001,
06/30/2008,145.460999,3.357,3.357,0.0,45.568001,45.568001,,40.807999,0.0,1.935,9.51,29.363001,9.845,,,,,,,99.578003,7.401,,,0.0,,38.481998,36.061001,26.798,9.263,2.420998,45.882998,,11.746,11.746,,,,8.779,8.779,0.0,0.0,,,30.876,,,30.876,51.401001,6.43,6.43,0.0,0.0,,2.319,,,,,2.319,8.749,60.150001,0.0,39.931999,,,-5.509,50.380001,0.508,85.311001,0.0,85.311001,145.461002,
09/30/2008,147.869003,2.892,2.892,0.0,46.865002,46.865002,,42.638,0.0,2.192,10.646,29.799999,10.255,,,,,,,102.650002,7.169,,,0.0,,38.049999,35.458,26.618,8.84,2.591999,45.218999,,14.448,14.448,,,,8.651,8.651,0.0,0.0,,,30.618999,,,30.618999,53.717999,6.179,6.179,0.0,0.0,,2.167,,,,,2.167,8.346,62.063998,0.0,40.379002,,,-5.509,51.208,-0.273002,85.805,0.0,85.805,147.868999,
12/31/2008,153.988007,6.227,6.227,0.0,53.582001,53.582001,,41.132,0.0,1.425,7.761,31.945999,9.097,,,,,,,110.038002,6.879,32.387001,-25.507999,0.0,,37.070999,33.935001,25.684,8.251001,3.135998,43.949999,,15.293,15.293,,,,9.879,9.879,0.0,0.0,,,34.797002,,,34.797002,59.969002,5.852,5.852,0.0,0.0,,1.91,,,,,1.91,7.762,67.731002,0.0,40.497002,,,-5.509,52.667999,-1.399001,86.257,0.0,86.257,153.988002,
03/31/2009,144.362,4.722,4.722,0.0,44.13,44.13,0.0,43.702,0.0,1.928,10.933,30.841,8.661,,,1.546,0.222,,3.105,101.215,6.716,,,0.0,,36.431,33.414,25.564,7.85,1.471,43.147,,23.051,13.002,,,10.049,8.839,7.7,,,,1.139,18.703,,,2.543,50.593,5.525,5.525,,,,1.75,,,,,1.75,7.275,57.868,0.0,40.765,0.324,40.441,-5.509,52.915,-1.677,86.494,0.0,86.494,144.362,
06/30/2009,139.378,8.103,8.103,0.0,38.31,38.31,0.0,41.875,0.0,1.519,9.527,30.829,8.172,,,0.989,0.24,,2.659,96.46,6.737,,,0.0,,36.181,33.609,26.005,7.604,1.583,42.918,,21.449,10.759,,,10.69,8.33,5.5,,,,2.83,16.639,,,2.276,46.418,3.6,3.6,,,,1.867,,,,,1.867,5.467,51.885,0.0,41.058,0.325,40.733,-5.509,53.153,-1.209,87.493,0.0,87.493,139.378,
09/30/2009,134.517,4.859,4.859,0.0,37.147,37.147,0.0,40.125,0.0,1.73,9.337,29.058,9.746,,,0.647,0.767,,3.193,91.877,6.523,,,0.0,,36.117,33.749,26.383,7.366,1.721,42.64,,19.844,8.834,,,11.01,4.402,3.0,,,,1.402,15.68,,,2.098,39.926,4.863,4.863,,,,2.092,,,,,2.092,6.955,46.881,0.0,41.302,0.327,40.975,-5.509,52.375,-0.532,87.636,0.0,87.636,134.517,
12/31/2009,136.103,3.907,3.907,0.0,46.107,46.107,0.0,32.867,0.0,1.462,8.314,23.091,10.035,0.0,,1.202,0.438,,3.235,92.916,6.332,33.789,-27.457,0.0,,36.855,33.878,26.635,7.243,1.775,43.187,,24.417,12.942,0.0,0.0,11.475,3.404,2.0,0.0,0.0,,1.404,18.38,0.0,0.0,1.782,46.201,4.455,4.455,0.0,0.0,,2.212,0.0,0.0,0.0,0.0,2.212,6.667,52.868,0.0,41.711,0.329,41.382,-5.509,47.482,-0.449,83.235,0.0,83.235,136.103,
03/31/2010,136.461,5.522,5.522,0.0,42.373,42.373,0.0,33.104,0.0,1.897,8.959,22.248,10.511,,,1.203,0.408,,3.865,91.51,6.231,,,0.0,,38.72,35.621,26.827,8.794,1.896,44.951,,26.578,13.9,,,12.678,1.481,0.0,,,,1.481,18.0,,,1.702,46.059,4.046,4.046,,,,2.386,,,,,2.386,6.432,52.491,0.0,41.93,0.33,41.6,-5.509,48.064,-0.515,83.97,0.0,83.97,136.461,
06/30/2010,135.003,3.943,3.943,0.0,40.496,40.496,0.0,34.532,0.0,1.471,9.167,23.894,11.821,,,1.225,1.512,,4.645,90.792,6.017,,,0.0,,38.194,35.133,26.642,8.491,1.836,44.211,,26.132,15.13,,,11.002,2.258,0.7,,,,1.558,15.85,,,1.237,44.24,3.638,3.638,,,,2.315,,,,,2.315,5.953,50.193,0.0,42.069,0.332,41.737,-5.509,48.913,-0.663,84.81,0.0,84.81,135.003,
09/30/2010,143.335,4.088,4.088,0.0,42.951,42.951,0.0,41.052,0.0,1.482,9.669,29.901,10.159,,,1.03,1.253,,3.664,98.25,5.936,,,0.0,,39.149,36.109,26.762,9.347,2.01,45.085,,35.394,23.652,,,11.742,2.135,0.5,,,,1.635,14.607,,,0.906,52.136,3.228,3.228,,,,2.551,,,,,2.551,5.779,57.915,0.0,42.469,0.335,42.134,-5.832,49.451,-0.668,85.42,0.0,85.42,143.335,
12/31/2010,137.79,6.779,6.779,0.0,35.825,35.825,0.0,36.682,0.0,0.959,13.913,21.81,8.899,0.0,,1.079,0.152,0.543,3.028,88.185,5.706,34.435,-28.729,0.0,,43.899,37.343,26.954,10.389,2.124,49.605,,31.27,19.624,0.0,0.0,11.646,1.711,0.0,0.0,0.0,,1.711,12.038,0.0,0.0,2.286,45.019,2.744,2.744,0.0,0.0,,3.268,0.0,0.0,0.0,0.0,2.725,6.012,51.031,0.0,42.599,0.335,42.264,-5.832,50.605,-0.613,86.759,0.0,86.759,137.79,
03/31/2011,143.512,4.349,4.349,0.0,41.346,41.346,0.0,39.044,0.0,1.331,14.369,23.344,10.686,,,0.202,0.312,,4.016,95.425,5.759,,,0.0,,42.328,39.93,27.146,12.784,2.196,48.087,,26.672,16.96,,,9.712,6.638,4.85,,,,1.788,17.277,,,1.227,50.587,2.258,2.258,,,,2.811,,,,,2.811,5.069,55.656,0.0,42.65,0.335,42.315,-5.832,51.009,0.029,87.856,0.0,87.856,143.512,
06/30/2011,125.86,3.688,3.688,0.0,37.154,37.154,0.0,35.245,0.0,1.157,18.115,15.973,14.29,,,6.529,0.379,,3.775,90.377,5.646,,,0.0,,29.837,21.081,6.852,14.229,2.227,35.483,,29.095,17.923,,,11.172,4.865,3.0,,,,1.865,16.643,,,0.956,50.603,1.772,1.772,,,,2.87,,,,,2.87,4.642,55.245,0.0,42.962,0.337,42.625,-5.832,33.161,0.324,70.615,0.0,70.615,125.86,
09/30/2011,119.08,3.351,3.351,0.0,36.781,36.781,0.0,29.769,0.0,1.021,12.08,16.668,13.057,,,5.902,0.037,,3.095,82.958,5.5,,,0.0,,30.622,22.646,6.852,15.794,2.074,36.122,,24.633,14.211,,,10.422,3.477,1.5,,,,1.977,15.456,,,1.247,43.566,1.252,1.252,,,,2.686,,,,,2.686,3.938,47.504,0.0,43.165,0.337,42.828,-5.832,34.363,-0.12,71.576,0.0,71.576,119.08,
12/31/2011,115.943,7.742,7.742,0.0,30.68,30.68,0.0,25.26,0.0,1.007,9.325,14.928,13.328,0.0,,5.605,,0.925,3.088,77.01,5.259,34.786,-29.527,0.0,,33.674,22.74,6.852,15.888,2.147,38.933,,25.522,15.773,0.138,0.0,9.611,1.494,0.0,0.0,0.0,,1.494,11.549,0.0,0.0,1.137,38.565,1.249,1.249,0.0,0.0,,3.762,0.0,0.0,0.0,0.0,2.837,5.011,43.576,0.0,43.327,0.337,42.99,-5.832,35.073,-0.201,72.367,0.0,72.367,115.943,
03/31/2012,119.382,16.452,14.708,1.744,27.274,27.274,0.0,25.925,0.0,0.831,9.184,15.91,12.622,,,5.528,,0.389,3.725,82.273,5.453,,,0.0,,31.656,22.9,6.852,16.048,3.228,37.109,,24.891,16.517,0.14,,8.234,1.045,0.0,,,,1.045,13.584,,,0.651,39.52,1.211,1.211,,,,3.482,,,,,3.093,4.693,44.213,0.0,43.514,0.338,43.176,-5.832,37.538,-0.051,75.169,0.0,75.169,119.382,
06/30/2012,123.003,17.145,16.895,0.25,31.336,31.336,0.0,23.469,0.0,0.958,9.061,13.45,14.192,,,5.116,,0.101,4.285,86.142,6.119,,,0.0,,30.742,23.296,6.852,16.444,2.33,36.861,,27.696,19.0,0.093,,8.603,0.599,0.0,,,,0.599,15.626,,,0.714,43.921,1.173,1.173,,,,3.202,,,,,3.101,4.375,48.296,0.0,43.754,0.341,43.413,-5.832,37.017,-0.232,74.707,0.0,74.707,123.003,
09/30/2012,121.976,18.206,18.206,0.0,26.323,26.323,0.0,25.469,0.0,1.567,11.75,12.152,14.454,,,5.402,0.037,0.104,4.914,84.452,6.099,,,0.0,,31.425,23.631,6.852,16.779,2.392,37.524,,27.584,17.164,,,10.42,0.157,0.0,,,,0.157,13.643,,,0.763,41.384,1.114,1.114,,,,3.288,,,,,3.184,4.402,45.786,0.0,43.888,0.341,43.547,-5.834,38.371,-0.235,76.19,0.0,76.19,121.976,
12/31/2012,123.765,19.475,19.475,0.0,29.89,29.89,0.0,26.172,0.0,0.352,13.012,12.808,6.895,0.0,,13.658,,0.141,3.236,82.432,5.857,36.401,-30.544,0.0,,35.476,18.599,6.852,11.747,3.219,41.333,,32.627,21.216,0.547,0.0,10.864,0.159,0.0,0.0,0.0,,0.159,13.902,0.0,0.0,1.38,46.688,1.084,1.084,0.0,0.0,,3.171,0.0,0.0,0.0,0.0,3.03,4.255,50.943,0.0,44.002,0.341,43.661,-5.834,34.758,-0.104,72.822,0.0,72.822,123.765,
03/31/2013,117.951,14.121,14.121,0.0,28.137,28.137,0.0,25.835,0.0,0.503,13.084,12.248,16.771,,,5.726,,0.104,4.32,84.864,5.588,,,0.0,,27.499,19.168,6.852,12.316,2.605,33.087,,25.767,16.393,0.288,,9.086,0.161,0.0,,,,0.161,15.674,,,0.885,41.602,1.043,1.043,,,,3.533,,,,,3.429,4.576,46.178,0.0,43.654,0.341,43.313,-5.834,34.374,-0.421,71.773,0.0,71.773,117.951,
06/30/2013,117.582,9.587,9.587,0.0,29.965,29.965,0.0,28.236,0.0,0.627,14.458,13.151,16.484,,,5.146,0.152,0.389,3.455,84.272,5.57,,,0.0,,27.74,19.733,6.852,12.881,2.861,33.31,,25.227,16.735,,,8.492,0.161,0.0,,,,0.161,15.522,,,0.886,40.91,1.004,1.004,,,,3.849,,,,,3.46,4.853,45.763,0.0,43.775,0.344,43.431,-5.834,34.431,-0.553,71.819,0.0,71.819,117.582,
09/30/2013,112.977,10.102,10.102,0.0,26.023,26.023,0.0,25.299,0.0,0.457,12.781,12.061,18.553,,,3.958,0.463,,3.723,79.977,5.507,,,0.0,,27.493,20.921,6.852,14.069,2.614,33.0,,21.005,12.425,,,8.58,0.164,0.0,,,,0.164,14.652,,,0.939,35.821,0.96,0.96,,,,3.592,,,,,3.592,4.552,40.373,0.0,43.972,0.344,43.628,-5.836,34.871,-0.403,72.604,0.0,72.604,112.977,
12/31/2013,117.508,10.015,10.015,0.0,30.688,30.688,0.0,24.465,0.0,0.297,12.033,12.135,7.165,0.0,,15.083,,,3.418,72.333,5.494,37.535,-32.041,0.0,,39.681,21.923,6.852,15.071,2.675,45.175,,26.749,17.2,0.185,0.0,9.364,0.166,0.0,0.0,0.0,,0.166,13.241,0.0,0.0,1.071,40.156,0.918,0.918,0.0,0.0,,3.714,0.0,0.0,0.0,0.0,3.714,4.632,44.788,0.0,43.979,0.344,43.635,-5.836,35.116,-0.539,72.72,0.0,72.72,117.508,
03/31/2014,120.705,10.296,10.296,0.0,34.152,34.152,0.0,22.844,0.0,0.207,10.854,11.783,7.854,,,14.555,0.08,,3.278,75.146,5.719,,,0.0,,39.84,22.453,6.852,15.601,2.832,45.559,,26.461,17.937,,,8.524,0.153,0.0,,,,0.153,17.277,,,0.992,43.891,0.876,0.876,,,,3.672,,,,,3.672,4.548,48.439,0.0,44.504,0.347,44.157,-5.836,34.127,-0.529,72.266,0.0,72.266,120.705,
06/30/2014,120.748,12.953,12.953,0.0,31.333,31.333,0.0,22.425,0.0,0.45,10.274,11.701,17.996,,,4.694,0.256,,3.249,84.707,5.935,,,0.0,,30.106,22.516,6.852,15.664,2.896,36.041,,27.408,17.735,,,9.673,0.169,0.0,,,,0.169,16.672,,,0.751,44.249,0.833,0.833,,,,3.705,,,,,3.705,4.538,48.787,0.0,44.813,0.347,44.466,-5.836,33.608,-0.624,71.961,0.0,71.961,120.748,
09/30/2014,137.17,10.269,10.269,0.0,31.272,31.272,0.0,25.518,0.0,0.441,13.237,11.84,9.707,,,14.236,0.434,,4.239,76.766,6.034,,,0.0,,54.37,37.241,14.157,23.084,2.893,60.404,,29.144,18.797,0.0,,10.347,9.153,5.982,,,,3.171,15.606,,,1.173,53.903,7.183,7.183,,,,3.724,,,,,3.724,10.907,64.81,0.0,44.978,0.345,44.633,-5.836,33.499,-0.281,72.36,0.0,72.36,137.17,
12/31/2014,137.297,9.867,9.867,0.0,29.674,29.674,0.0,25.928,0.0,0.457,13.615,11.856,30.649,0.0,,11.357,,,4.018,96.118,5.148,21.366,-16.218,0.0,0.0,36.031,21.631,11.051,10.58,3.043,41.179,,31.951,19.258,0.475,,12.218,8.173,5.0,0.0,0.0,,3.173,16.247,0.0,0.0,1.242,56.371,2.566,2.566,0.0,0.0,,8.847,0.0,0.0,0.0,0.0,8.847,11.413,67.784,0.0,45.2,0.346,44.854,-5.836,31.465,-1.316,69.513,0.0,69.513,137.297,
03/31/2015,136.947,5.968,5.968,0.0,32.383,32.383,0.0,27.227,0.0,0.317,14.378,12.532,10.914,,,11.235,,,5.225,76.492,6.07,,,0.0,,54.385,39.992,17.167,22.825,3.158,60.455,,27.469,16.103,0.321,,11.045,4.401,1.227,,,,3.174,24.778,,,6.143,56.648,2.548,2.548,,,,8.739,,,,,8.739,11.287,67.935,0.0,45.339,0.345,44.994,-5.836,31.08,-1.571,69.012,0.0,69.012,136.947,
06/30/2015,135.481,5.136,5.136,0.0,34.467,34.467,0.0,24.936,0.0,0.535,12.776,11.625,9.935,,,10.948,,,4.352,74.474,6.353,,,0.0,,54.654,40.03,17.167,22.863,3.676,61.007,,28.321,15.422,0.373,,12.526,6.452,3.276,,,,3.176,20.253,,,4.078,55.026,2.528,2.528,,,,8.765,,,,,8.765,11.293,66.319,0.0,45.411,0.345,45.066,-5.836,31.181,-1.594,69.162,0.0,69.162,135.481,
09/30/2015,128.071,2.057,2.057,0.0,29.344,29.344,0.0,25.09,0.0,0.595,11.246,13.249,28.371,,20.697,12.009,,,2.66,84.862,5.788,,,0.0,,37.421,21.771,11.051,10.72,3.641,43.209,,28.424,16.656,0.323,,11.445,5.513,3.438,,,,2.075,17.645,,,6.556,51.582,0.612,0.612,,,,8.711,,,,,8.711,9.323,60.905,0.0,45.621,0.345,45.276,-5.836,29.692,-2.311,67.166,0.0,67.166,128.071,
12/31/2015,116.251,8.024,8.024,0.0,29.53,29.53,0.0,21.499,0.0,0.402,8.775,12.322,10.549,0.0,,11.038,0.0,,3.431,69.602,5.716,23.032,-17.316,4.259,4.259,36.674,21.949,11.051,10.898,3.687,46.649,,25.379,11.729,0.279,,13.371,2.103,0.0,0.0,0.0,,2.103,11.26,0.0,0.0,10.819,38.742,0.566,0.566,0.0,0.0,,8.883,0.0,0.0,0.0,0.0,8.883,9.449,48.191,0.0,46.1,0.347,45.753,-5.836,30.574,-2.778,68.06,0.0,68.06,116.251,
03/31/2016,118.616,5.77,5.77,0.0,33.972,33.972,0.0,22.376,0.0,0.601,9.146,12.629,10.465,,,11.038,0.073,,3.582,72.583,5.724,,,3.387,3.387,36.922,22.104,11.051,11.053,3.78,46.033,,27.451,15.256,0.0,,12.195,2.13,0.0,,,,2.13,11.758,,,11.478,41.339,0.521,0.521,,,,8.701,,,,,8.701,9.222,50.561,0.0,46.202,0.346,45.856,-5.836,30.589,-2.9,68.055,0.0,68.055,118.616,
06/30/2016,119.103,5.374,5.374,0.0,33.828,29.462,4.366,25.392,0.0,0.411,10.642,14.339,11.471,,,11.038,0.223,,4.559,76.065,6.055,,,0.0,0.0,36.983,22.153,11.051,11.102,3.792,43.038,,27.612,16.531,0.0,,11.081,2.156,0.0,,,,2.156,11.874,,,11.732,41.642,0.476,0.476,,,,8.759,,,,,8.759,9.235,50.877,0.0,46.327,0.35,45.977,-5.836,30.663,-2.928,68.226,0.0,68.226,119.103,
09/30/2016,124.96,2.883,2.883,0.0,37.254,32.848,4.406,29.785,0.0,0.559,16.049,13.177,12.094,,,11.038,0.482,,5.188,82.016,5.751,,,0.0,0.0,37.193,22.349,11.051,11.298,3.806,42.944,,30.086,19.269,0.0,,10.817,4.965,4.795,,,,0.17,11.9,,,11.895,46.951,0.426,0.426,,,,8.802,,,,,8.802,9.228,56.179,0.0,46.511,0.35,46.161,-5.836,31.182,-3.076,68.781,0.0,68.781,124.96,
12/31/2016,124.511,9.055,9.055,0.0,34.215,30.705,3.51,26.237,0.0,0.443,9.423,16.371,12.517,0.0,,9.65,0.261,,4.027,82.024,7.035,25.304,-18.269,0.0,0.0,35.452,22.017,11.051,10.966,3.785,42.487,,26.839,16.687,0.0,,10.152,0.187,0.0,0.0,0.0,,0.187,19.814,0.0,0.0,19.814,46.84,0.379,0.379,0.0,0.0,,7.712,0.0,0.0,0.0,0.0,7.712,8.091,54.931,0.0,46.553,0.35,46.203,-5.836,32.357,-3.494,69.58,0.0,69.58,124.511,
03/31/2017,125.538,5.47,5.47,0.0,38.035,34.241,3.794,24.8,0.0,1.027,9.159,14.614,4.812,,,17.056,0.0,,4.35,73.117,9.042,,,0.0,,43.379,22.462,11.051,11.411,3.861,52.421,,27.249,17.46,,,9.789,1.189,1.0,,,,0.189,17.807,,,17.807,46.245,0.331,0.331,,,,7.705,,,,,7.705,8.036,54.281,0.0,46.742,0.35,46.392,-5.836,33.804,-3.453,71.257,0.0,71.257,125.538,
06/30/2017,123.207,3.282,3.282,0.0,33.807,33.807,0.0,28.845,0.0,0.701,10.912,17.232,4.246,,,16.403,0.0,,4.246,70.18,9.854,,,0.0,,43.173,22.937,11.051,11.886,3.833,53.027,,25.326,14.163,,,11.163,1.191,1.0,,,,0.191,14.513,,,14.513,41.03,0.283,0.283,,,,7.764,,,,,7.764,8.047,49.077,0.0,47.706,0.352,47.354,-5.836,35.598,-3.338,74.13,0.0,74.13,123.207,
09/30/2017,114.733,1.173,1.173,0.0,28.392,28.392,0.0,26.716,0.0,0.742,11.282,14.692,4.192,,,17.002,0.144,,4.048,60.473,9.999,,,,,44.261,23.417,11.051,12.366,3.842,54.26,,19.179,9.448,,,9.731,1.645,1.45,,,,0.195,12.496,,,12.496,33.32,0.233,0.233,,,,7.797,,,,,7.797,8.03,41.35,0.0,48.53,0.354,48.176,-5.836,34.264,-3.575,73.383,0.0,73.383,114.733,
12/31/2017,114.624,6.6,6.6,0.0,30.077,30.077,,21.746,0.0,0.766,9.535,11.445,4.209,0.0,,13.809,,,4.209,62.632,10.755,30.304,-19.549,0.0,,41.237,23.121,11.051,12.07,4.307,51.992,,24.533,14.332,,,10.201,1.145,0.95,0.0,0.0,,0.195,10.241,2.668,0.0,10.241,35.919,0.185,0.185,0.0,0.0,,9.534,0.0,0.0,0.0,0.0,6.866,9.719,45.638,0.0,48.703,0.354,48.349,-5.836,29.549,-3.43,68.986,0.0,68.986,114.624,
03/31/2018,122.14,5.762,5.762,0.0,35.911,35.911,0.0,22.394,0.0,0.649,10.129,11.616,5.311,,,13.887,0.0,,5.311,69.378,11.015,,,0.0,,41.747,23.469,11.051,12.418,4.391,52.762,,26.717,17.537,0.0,,9.18,4.149,3.95,,,,0.199,11.275,3.649,,11.275,42.141,0.133,0.133,,,,10.208,,,,,6.559,10.341,52.482,0.0,48.884,0.354,48.53,-5.836,29.617,-3.007,69.658,0.0,69.658,122.14,
06/30/2018,127.215,8.678,8.678,0.0,33.418,33.418,0.0,26.748,0.0,0.85,13.457,12.441,4.179,,,14.17,,,4.179,73.023,11.877,,,0.0,,42.315,23.555,11.051,12.504,4.59,54.192,,30.0,21.072,0.0,,8.928,6.024,5.841,,,,0.183,14.236,4.783,,14.236,50.26,0.101,0.101,,,,8.163,,,,,3.38,8.264,58.524,0.0,49.865,0.357,49.508,-5.836,28.294,-3.632,68.691,0.0,68.691,127.215,
09/30/2018,102.796,5.817,5.817,0.0,27.15,27.15,0.0,24.345,0.0,0.418,12.952,10.975,5.387,,0.901,0.0,,,4.486,62.699,11.933,,,0.0,0.0,28.164,23.618,11.051,12.567,4.546,40.097,,22.683,12.879,,,9.804,7.169,6.965,,,,0.204,12.835,4.641,,12.835,42.687,0.031,0.031,,,,8.033,,,,,3.392,8.064,50.751,0.0,50.206,0.357,49.849,-5.836,11.59,-3.915,52.045,0.0,52.045,102.796,
12/31/2018,94.681,3.485,3.485,0.0,26.219,26.219,0.0,22.737,0.0,0.067,12.472,10.198,3.251,0.0,,0.0,0.0,,3.251,55.692,12.575,30.95,-18.375,0.0,,26.414,21.91,11.051,10.859,4.504,38.989,,20.697,12.644,,,8.053,7.819,7.819,0.0,0.0,,0.0,12.401,4.407,0.0,12.401,40.917,0.0,0.0,0.0,0.0,,7.818,0.0,0.0,0.0,0.0,3.411,7.818,48.735,0.0,50.608,0.357,50.251,-5.836,5.427,-4.253,45.946,0.0,45.946,94.681,
03/31/2019,105.048,4.142,4.142,0.0,29.311,29.311,0.0,22.639,0.0,0.452,11.312,10.875,5.099,,,0.0,0.0,,5.099,61.191,16.866,,,0.0,,26.991,22.227,11.051,11.176,4.764,43.857,,22.162,14.794,,,7.368,17.679,16.139,1.54,,1.54,,11.54,4.807,,11.54,51.381,2.177,0.0,2.177,,2.177,8.005,,,,,3.198,10.182,61.563,0.0,50.886,0.357,50.529,-5.836,2.698,-4.263,43.485,0.0,43.485,105.048,
06/30/2019,155.072,58.661,58.661,0.0,25.886,25.886,0.0,20.433,0.0,0.466,7.533,12.434,9.134,,2.477,0.0,,,6.657,114.114,16.964,,,0.0,,23.994,19.606,11.051,8.555,4.388,40.958,,18.391,10.434,0.0,,7.957,1.206,0.0,1.206,,1.206,,10.736,4.343,,10.736,30.333,61.408,59.255,2.153,,2.153,7.544,,,,,3.201,68.952,99.285,0.0,64.166,0.36,63.806,-5.836,1.589,-4.132,55.787,0.0,55.787,155.072,
09/30/2019,152.569,46.947,46.947,0.0,28.563,28.563,0.0,19.081,0.0,0.066,5.198,13.817,8.535,,3.35,0.0,,,5.185,103.126,17.735,,,0.0,,31.708,27.313,13.418,13.895,4.395,49.443,,19.443,8.929,,,10.514,1.182,0.0,1.182,,,,11.334,4.148,,11.334,31.959,62.003,60.137,1.866,,,8.051,,,,,3.903,70.054,102.013,0.0,65.194,0.362,64.832,-5.836,-4.313,-4.489,50.556,0.0,50.556,152.569,
