Date,Revenue,Sales & Services Revenue,Other Revenue,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2015,2742.0,2736.0,6.0,0.0,-2329.0,685.0,,,1644.0,413.0,-61.0,69.0,72.0,-3.0,,-16.0,,8.0,352.0,-49.0,303.0,0.0,0.0,0.0,303.0,-8.0,295.0,0.0,0.0,295.0,295.0,0.0,280.9,1.05,1.05,1.05,283.8,1.04,1.04,1.04,
12/31/2015,3288.0,3283.0,5.0,0.0,-2571.0,714.0,0.0,,1857.0,717.0,-15.0,64.0,68.0,-4.0,,3.0,,-52.0,702.0,-112.0,590.0,0.0,0.0,0.0,590.0,-6.0,584.0,0.0,0.0,584.0,543.7,-40.3,275.471,2.12,2.12,1.97371,279.3,2.09,2.09,1.945711,
03/31/2016,2276.0,2276.0,,0.0,-1856.0,271.0,,75.0,1510.0,420.0,-49.0,67.0,69.0,-2.0,,17.0,-2.0,-33.0,371.0,-59.0,312.0,-25.0,-25.0,0.0,337.0,-12.0,325.0,0.0,0.0,325.0,278.55,-21.45,271.7,1.2,1.11,1.025212,273.7,1.19,1.1,1.02163,
06/30/2016,2282.0,2282.0,,0.0,-1895.0,232.0,,79.0,1584.0,387.0,-71.0,70.0,73.0,-3.0,,0.0,0.0,1.0,316.0,-43.0,273.0,-35.0,-35.0,0.0,308.0,-8.0,300.0,0.0,0.0,300.0,266.3,1.3,268.0,1.12,0.99,0.993657,269.8,1.11,0.98,0.984818,
09/30/2016,2201.0,2201.0,,0.0,-1833.0,267.0,,81.0,1485.0,368.0,-59.0,69.0,70.0,-1.0,,-3.0,-4.0,-3.0,309.0,-25.0,284.0,-42.0,-42.0,0.0,326.0,-7.0,319.0,0.0,0.0,319.0,277.0,0.0,267.5,1.19,1.03,1.03,269.6,1.18,1.03,1.03,
12/31/2016,2650.0,2650.0,,0.0,-2187.0,266.0,,84.0,1837.0,463.0,-58.0,67.0,70.0,-3.0,,-12.0,,3.0,405.0,-21.0,384.0,-75.0,-75.0,0.0,459.0,-7.0,452.0,0.0,0.0,452.0,464.1,87.1,265.2,1.7,1.42,1.75,268.3,1.68,1.4,1.724637,
03/31/2017,2381.0,2381.0,,0.0,-2038.0,308.0,,97.0,1633.0,343.0,-78.0,68.0,70.0,-2.0,,10.0,-6.0,6.0,265.0,0.0,265.0,-40.0,-40.0,0.0,305.0,-14.0,291.0,0.0,0.0,291.0,348.5,97.5,264.8,1.1,0.95,1.316088,267.0,1.09,0.94,1.305169,
06/30/2017,2368.0,2368.0,,0.0,-2486.0,331.0,,514.0,1641.0,-118.0,-68.0,63.0,71.0,-8.0,,2.0,-3.0,6.0,-186.0,143.0,-43.0,-821.0,-821.0,0.0,778.0,-9.0,769.0,0.0,0.0,769.0,52.65,104.65,262.4,2.93,-0.2,0.200648,262.4,2.93,-0.2,0.198819,
09/30/2017,2340.0,2340.0,,0.0,-2075.0,317.0,,141.0,1617.0,265.0,-65.0,60.0,70.0,-10.0,,20.0,-2.0,-13.0,200.0,-4.0,196.0,4.0,4.0,0.0,192.0,-7.0,185.0,0.0,0.0,185.0,260.5,71.5,255.6,0.72,0.74,1.019171,257.3,0.72,0.73,1.007886,
12/31/2017,2909.0,2909.0,,0.0,-2334.0,316.0,,139.0,1879.0,575.0,-169.0,64.0,71.0,-7.0,,-69.0,-1.0,175.0,406.0,-389.0,17.0,29.0,29.0,0.0,-12.0,-7.0,-19.0,0.0,0.0,-19.0,732.65,722.65,251.3,-0.075607,0.039793,2.91544,254.1,-0.075607,0.038521,2.882481,
03/31/2018,3090.0,3090.0,,0.0,-2291.0,318.0,,149.0,1824.0,799.0,-81.0,66.0,70.0,-4.0,,16.0,-1.0,0.0,718.0,-114.0,604.0,-6.0,-6.0,0.0,610.0,-16.0,594.0,0.0,0.0,594.0,647.25,59.25,248.5,2.39,2.37,2.604628,250.2,2.37,2.35,2.586811,
06/30/2018,2561.0,2561.0,,0.0,-2577.0,535.0,,329.0,1713.0,-16.0,-71.0,68.0,69.0,-1.0,,-29.0,-1.0,33.0,-87.0,144.0,57.0,-1.0,-1.0,0.0,58.0,-10.0,48.0,0.0,0.0,48.0,455.43,408.43,246.0,0.2,0.19,1.851341,247.4,0.19,0.19,1.840889,
09/30/2018,2349.0,2349.0,,0.0,-2087.0,336.0,,140.0,1611.0,262.0,-68.0,69.0,69.0,0.0,,-3.0,-1.0,3.0,194.0,-39.0,155.0,2.0,2.0,0.0,153.0,-6.0,147.0,0.0,0.0,147.0,215.36,66.36,244.0,0.6,0.61,0.882623,245.6,0.6,0.61,0.880195,
12/31/2018,2770.0,2770.0,,0.0,-2271.0,311.0,0.0,151.0,1809.0,499.0,-78.0,70.0,70.0,0.0,,-9.0,-1.0,18.0,421.0,-137.0,284.0,-69.0,-69.0,0.0,353.0,-8.0,345.0,0.0,0.0,345.0,388.97,112.97,242.4,1.42,1.14,1.604662,245.0,1.41,1.13,1.591102,
03/31/2019,3143.0,3143.0,,0.0,-2271.0,346.0,,137.0,1788.0,872.0,-70.0,70.0,72.0,-2.0,,11.0,1.0,-12.0,802.0,-126.0,676.0,0.0,0.0,0.0,676.0,-17.0,659.0,0.0,0.0,659.0,727.73,68.73,242.2,2.72,2.72,3.004666,243.7,2.7,2.7,2.982027,
06/30/2019,2606.0,2606.0,,0.0,-2193.0,344.0,,137.0,1712.0,413.0,-70.0,76.0,77.0,-1.0,,-11.0,-1.0,6.0,343.0,-56.0,287.0,0.0,0.0,0.0,287.0,-10.0,277.0,0.0,0.0,277.0,374.96,97.96,240.6,1.15,1.15,1.558437,242.8,1.14,1.14,1.54346,
09/30/2019,2379.0,2379.0,,0.0,-2019.0,310.0,,145.0,1564.0,360.0,-75.0,77.0,78.0,-1.0,,-17.0,-1.0,16.0,285.0,-56.0,229.0,1.0,1.0,0.0,228.0,-6.0,222.0,0.0,0.0,222.0,271.98,48.98,236.9,0.94,0.94,1.148079,239.1,0.93,0.93,1.134852,
12/31/2019,2885.0,2885.0,,0.0,-2361.0,393.0,,145.0,1823.0,524.0,-83.0,76.0,80.0,-4.0,,0.0,-1.0,8.0,441.0,-59.0,382.0,0.0,0.0,0.0,382.0,-8.0,374.0,0.0,0.0,374.0,708.17,334.17,234.7,1.59,1.59,3.017341,237.0,1.58,1.58,2.99,
03/31/2020,3219.0,3219.0,,0.0,-2186.0,342.0,,138.0,1706.0,1033.0,-52.0,81.0,83.0,-2.0,,-42.0,1.0,12.0,981.0,-189.0,792.0,1.0,1.0,0.0,791.0,-19.0,772.0,0.0,0.0,772.0,767.47,-5.53,233.2,3.31,3.31,3.291038,234.5,3.29,3.29,3.266418,
06/30/2020,2497.0,2497.0,,0.0,-1903.0,262.0,,99.0,1542.0,594.0,-99.0,89.0,89.0,0.0,,2.0,-1.0,9.0,495.0,-85.0,410.0,-1.0,-1.0,0.0,411.0,-13.0,398.0,0.0,0.0,398.0,430.97,33.97,232.7,1.71,1.71,1.852041,233.6,1.7,1.7,1.84542,
09/30/2020,2324.231,,,,,,,,,522.583,,,,,,,,,433.0,,313.727,,,,,,313.727,,,313.727,348.727,,,1.305,1.305,1.499,,1.305,1.305,1.499,
12/31/2020,2849.615,,,,,,,,,802.833,,,,,,,,,715.3,,542.545,,,,,,542.545,,,542.545,581.818,,,2.256,2.256,2.489,,2.256,2.256,2.489,
