Date,Revenue,Rental Income,Recoveries from Tenants,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/2018,682.432,608.974,,,0.0,2.316,0.0,71.142,-500.911,182.574,,,62.244,252.702,,3.391,181.521,207.955,64.186,-56.634,-215.507,389.476,-13.956,13.841,0.115,346.345,0.0,0.0,0.0,375.52,-9.705,347.836,-1.491,91.997,346.345,154.242,-192.103,574.52,0.6,0.6,0.268471,597.647,0.6,0.6,0.268471,,244.475,,,,,,-86.009,52.362,547.468,-119.984,427.484,-19.003,18.947,,-28.888,2.879,-31.852,461.564,0.715278,0.772302,0.48,67.106736,62.151849,50.371821,
12/31/2018,807.085,679.195,,,0.0,1.39,0.0,126.5,-566.005,220.134,,,56.698,286.758,0.0,2.415,241.08,468.128,62.38,-116.421,-414.087,709.208,-18.718,16.191,2.527,596.568,0.0,0.0,0.0,690.49,56.213,598.06,-1.492,115.104,596.568,238.931,-357.637,628.956,0.948505,0.948505,0.379885,654.579,0.911377,0.911377,0.365015,,277.977,,,,,,-217.035,-15.795,697.928,-171.608,526.32,-21.566,18.064,,-30.483,4.428,-43.674,568.193,0.804059,0.868028,0.48,59.697127,55.297746,44.990314,
03/31/2019,772.052,696.807,,,0.0,1.44,0.0,73.805,-583.67,226.126,,,69.701,284.009,0.0,3.834,188.382,198.895,60.507,-56.666,-202.736,387.277,-13.512,12.719,0.793,347.047,0.0,0.0,0.0,373.765,-13.47,348.546,-1.499,34.93,347.047,160.955,-186.092,629.676,0.55,0.55,0.255616,654.359,0.55,0.55,0.255616,,274.887,,,,,,-145.767,56.712,519.409,-45.158,474.251,-29.549,31.758,,-8.697,4.48,-40.338,466.835,0.724757,0.713423,0.53,73.128,74.289689,66.999224,
06/30/2019,790.372,700.689,,,0.0,0.539,0.0,89.144,-572.511,218.344,,,66.276,284.376,,3.515,217.861,219.597,59.122,-48.556,-230.163,437.458,-26.632,18.19,8.442,383.784,0.0,0.0,0.0,410.826,-11.92,385.276,-1.492,180.868,383.784,159.974,-223.81,630.271,0.61,0.61,0.253818,655.447,0.6,0.6,0.253818,,275.743,,,,,,-27.254,60.935,681.288,-175.092,506.196,-25.402,20.186,,-25.634,4.575,-40.631,620.158,0.772291,0.94616,0.53,68.626957,56.015872,50.932939,
09/30/2019,942.181,710.465,,,0.0,1.249,0.0,230.467,-594.015,244.268,,,65.199,282.254,,2.294,348.166,155.933,60.244,-46.302,-169.875,504.099,-13.086,12.552,0.534,450.639,0.0,0.0,0.0,491.013,0.292,452.146,-1.507,53.996,450.639,340.91,-109.729,630.929,0.71,0.71,0.54033,655.259,0.71,0.71,0.54033,,271.986,,,,,,-59.379,63.968,727.506,-95.128,632.378,-27.11,20.523,,-47.117,4.542,-47.444,589.768,0.965081,0.900053,0.53,54.917671,58.885404,47.697201,
12/31/2019,826.016,723.857,,,0.0,3.689,0.0,98.47,-588.477,230.189,,,65.542,289.24,0.0,3.506,237.539,209.99,60.08,-48.654,-221.416,447.529,-21.287,18.835,2.452,385.48,0.0,0.0,0.0,426.242,16.908,386.991,-1.511,145.912,385.48,63.419,-322.061,631.246,0.61,0.61,0.100466,655.408,0.61,0.61,0.100466,,279.449,,,,,,-157.841,64.463,588.459,-37.267,551.192,-23.036,25.09,,-53.897,4.682,-50.861,599.082,0.840991,0.91406,0.53,63.020915,57.983087,59.13751,
03/31/2020,978.241,878.807,,,0.0,2.843,0.0,96.591,-704.425,274.192,,,69.689,345.97,,14.574,273.816,278.261,75.642,-88.73,-265.173,552.077,-30.913,27.92,2.993,489.418,0.0,0.0,0.0,521.164,-15.393,491.053,-1.635,179.154,489.418,337.944,-151.474,698.272,0.7,0.7,0.483972,723.983,0.7,0.7,0.483972,,335.932,,,,,,-31.491,68.149,846.615,-247.396,599.219,-25.503,31.808,,-13.639,1.493,-39.396,733.136,0.82767,1.012643,0.58,70.076239,57.275886,52.444145,
06/30/2020,1266.124,944.366,,,0.0,1.1,0.0,320.658,-784.492,313.654,,,64.664,398.195,,7.979,481.632,19.817,81.298,-54.142,-46.973,501.449,-46.511,48.673,-2.162,404.539,0.0,0.0,0.0,454.938,0.602,406.173,-1.634,52.509,404.539,297.757,-106.782,737.992,0.55,0.55,0.403469,765.83,0.54,0.54,0.400567,,389.072,,,,,,-43.939,73.674,823.948,29.503,853.451,-31.229,27.998,,-37.817,2.701,-45.488,822.125,1.114413,1.073508,0.58,52.045331,54.028451,53.886896,
09/30/2020,1015.714,,,,,,,,,,,,,,,,259.0,,,,,264.0,,,,,,,,,,150.529,,,150.529,251.889,,,0.335,0.335,0.313,,0.335,0.335,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,1030.571,,,,,,,,,,,,,,,,262.0,,,,,271.0,,,,,,,,,,255.25,,,255.25,270.333,,,0.35,0.35,0.357,,0.35,0.35,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,
