Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,2720.8,2720.8,-2097.7,2097.7,623.1,0.0,-940.2,303.2,,129.9,507.1,-317.1,-61.7,61.2,,,0.5,,0.0,-378.8,52.2,-326.6,0.0,0.0,0.0,-326.6,-0.1,-326.7,0.0,0.0,-326.7,85.2,411.9,61.199994,-5.340001,-5.340001,1.392156,61.199994,-5.340001,-5.340001,1.390392,
03/31/2012,2524.9,2524.9,-1945.0,1945.0,579.9,0.0,-458.5,283.5,,125.0,50.0,121.4,-71.6,60.7,64.3,-3.6,-1.2,,12.1,49.8,-11.9,37.9,0.0,0.0,0.0,37.9,-0.5,37.4,0.0,0.0,37.4,78.41,41.01,59.799994,0.63,0.63,1.311204,60.133327,0.63,0.63,1.311204,
06/30/2012,2528.6,2528.6,-1933.9,1933.9,594.7,0.0,-430.8,275.9,,120.9,34.0,163.9,-68.4,63.6,67.7,-4.1,4.8,,0.0,95.5,-6.5,89.0,0.0,0.0,0.0,89.0,-0.2,88.8,0.0,0.0,88.8,88.5,-0.3,60.233327,1.47,1.47,1.469286,60.599994,1.47,1.47,1.46505,
09/30/2012,2508.8,2508.8,-1935.8,1935.8,573.0,0.0,-386.3,253.4,,119.0,13.9,186.7,-63.3,63.7,67.5,-3.8,-0.4,,0.0,123.4,-52.2,71.2,0.0,0.0,0.0,71.2,0.2,71.4,0.0,0.0,71.4,92.9,21.5,60.266661,1.17,1.17,1.541481,60.799994,1.17,1.17,1.523619,
12/31/2012,2659.6,2659.6,-2074.3,2074.3,585.3,0.0,-1427.1,289.8,,116.7,1020.6,-841.8,-66.9,63.8,67.5,-3.7,-0.9,,4.0,-908.7,57.0,-851.7,0.0,0.0,0.0,-851.7,2.7,-849.0,0.0,0.0,-849.0,76.8,925.8,60.266661,-14.100001,-14.100001,1.274337,60.266661,-14.100001,-14.100001,1.261725,
03/31/2013,2538.5,2538.5,-1980.2,1980.2,558.3,0.0,-418.5,282.2,,113.6,22.7,139.8,-101.9,62.8,66.6,-3.8,3.5,,35.6,37.9,-12.6,25.3,0.0,0.0,0.0,25.3,1.8,27.1,0.0,0.0,27.1,65.9,38.8,60.399994,0.45,0.45,1.091061,60.966661,0.45,0.45,1.086414,
06/30/2013,2571.6,2571.6,-1973.4,1973.4,598.2,0.0,-425.0,294.2,,111.0,19.8,173.2,-71.5,65.5,68.0,-2.5,6.0,,0.0,101.7,-35.2,66.5,0.0,0.0,0.0,66.5,-1.1,65.4,0.0,0.0,65.4,82.5,17.1,60.666661,1.08,1.08,1.359891,61.066661,1.08,1.08,1.359891,
09/30/2013,2614.9,2614.9,-2044.5,2044.5,570.4,0.0,-435.8,291.4,,106.3,38.1,134.6,-111.6,65.6,67.7,-2.1,-0.3,,46.3,23.0,-5.0,18.0,0.0,0.0,0.0,18.0,-3.3,14.7,0.0,0.0,14.7,69.3,54.6,60.766661,0.24,0.24,1.140429,61.299994,0.24,0.24,1.1307,
12/31/2013,2755.3,2755.3,-2151.7,2151.7,603.6,0.0,-471.5,313.7,,104.9,52.9,132.1,-85.7,67.5,70.6,-3.1,18.2,,0.0,46.4,62.0,108.4,0.0,0.0,0.0,108.4,-4.4,104.0,0.0,0.0,104.0,89.8,-14.2,60.766661,1.71,1.71,1.477785,61.399994,1.68,1.68,1.44873,
03/31/2014,2673.8,2673.8,-2100.6,2100.6,573.2,0.0,-477.2,316.5,,115.5,45.2,96.0,-152.7,71.0,73.5,-2.5,4.6,,77.1,-56.7,23.5,-33.2,0.0,0.0,0.0,-33.2,4.2,-29.0,0.0,0.0,-29.0,44.3,73.3,64.36666,-0.45,-0.45,0.688245,64.36666,-0.45,-0.45,0.688245,
06/30/2014,2902.5,2902.5,-2240.3,2240.3,662.2,0.0,-484.0,339.3,,121.9,22.8,178.2,-73.1,70.8,73.0,-2.2,2.3,,0.0,105.1,-39.5,65.6,0.0,0.0,0.0,65.6,-0.9,64.7,0.0,0.0,64.7,78.3,13.6,66.733327,0.96,0.96,1.173327,67.133327,0.96,0.96,1.162581,
09/30/2014,2957.8,2957.8,-2310.2,2310.2,647.6,0.0,-473.9,334.4,,119.6,19.9,173.7,-73.2,71.2,73.1,-1.9,2.0,,0.0,100.5,-35.7,64.8,0.0,0.0,0.0,64.8,-2.6,62.2,0.0,0.0,62.2,63.7,1.5,66.76666,0.93,0.93,0.954069,67.199993,0.93,0.93,0.95232,
12/31/2014,3069.3,3069.3,-2401.7,2401.7,667.6,0.0,-599.6,436.8,,117.0,45.8,68.0,-69.8,69.1,71.4,-2.3,0.7,,0.0,-1.8,25.4,23.6,0.0,0.0,0.0,23.6,-4.1,19.5,0.0,0.0,19.5,70.485,50.985,66.20006,0.294561,0.294561,1.064727,66.20006,0.294561,0.294561,1.064727,
03/31/2015,2746.1,2746.1,-2166.4,2166.4,579.7,0.0,-464.1,330.9,,113.4,19.8,115.6,-97.3,69.0,70.7,-1.7,28.3,,0.0,18.3,-6.4,11.9,0.0,0.0,0.0,11.9,10.4,22.3,0.0,0.0,22.3,35.9,13.6,66.86666,0.33,0.33,0.536889,67.36666,0.33,0.33,0.531879,
06/30/2015,2748.1,2748.1,-2132.3,2132.3,615.8,0.0,-458.1,313.1,,112.8,32.2,157.7,-81.1,69.2,70.4,-1.2,11.9,,0.0,76.6,-33.0,43.6,0.0,0.0,0.0,43.6,-0.1,43.5,0.0,0.0,43.5,83.665,40.165,67.699993,0.63,0.63,1.23582,68.06666,0.63,0.63,1.220082,
09/30/2015,2828.0,2828.0,-2208.1,2208.1,619.9,0.0,-496.6,328.4,,115.3,52.9,123.3,-72.0,69.0,70.3,-1.3,3.0,,0.0,51.3,-39.7,11.6,0.0,0.0,0.0,11.6,2.7,14.3,0.0,0.0,14.3,76.0,61.7,69.700063,0.21,0.21,1.090386,70.100063,0.200001,0.200001,1.080171,
12/31/2015,1809.3,1809.3,-1435.7,1435.7,373.6,0.0,-286.2,217.3,0.0,55.9,13.0,87.4,-51.2,50.6,,,0.6,,0.0,36.2,-52.3,-16.1,-87.4,-87.4,0.0,71.3,-0.3,71.0,0.0,0.0,71.0,36.93,53.33,69.700063,1.02,-0.24,0.529842,69.700063,1.02,-0.24,0.525135,
03/31/2016,1645.6,1645.6,-1313.1,1313.1,332.5,0.0,-274.9,229.3,,52.6,-7.0,57.6,-50.3,50.4,51.3,-0.9,-0.1,,0.0,7.3,-3.4,3.9,-36.2,-36.2,0.0,40.1,-0.3,39.8,0.0,0.0,39.8,-1.1,-4.7,69.86666,0.57,0.051528,-0.015744,70.26666,0.57,0.051528,-0.015744,
06/30/2016,1632.6,1632.6,-1316.2,1316.2,316.4,0.0,-291.7,233.6,,49.9,8.2,24.7,-52.1,51.4,52.4,-1.0,0.7,,0.0,-27.4,4.4,-23.0,-8.7,-8.7,0.0,-14.3,-0.2,-14.5,0.0,0.0,-14.5,0.71,23.91,23.333331,-0.63,-0.99,0.030429,23.333331,-0.63,-0.99,0.030429,
09/30/2016,1725.6,1725.6,-1361.4,1361.4,364.2,0.0,-280.2,218.1,,51.0,11.1,84.0,-47.8,48.8,50.7,-1.9,-1.0,,0.0,36.2,-13.9,22.3,29.1,29.1,0.0,-6.8,-0.3,-7.1,0.0,0.0,-7.1,12.735,-9.265,70.000063,-0.099999,0.314286,0.181929,70.500063,-0.099999,0.312765,0.181347,
12/31/2016,1858.9,1858.9,-1495.2,1495.2,363.7,0.0,-830.6,219.8,0.0,50.7,560.1,-466.9,-46.4,48.1,48.9,-0.8,-1.7,0.0,0.0,-513.3,25.2,-488.1,25.5,25.5,0.0,-513.6,-0.5,-514.1,0.0,0.0,-514.1,35.8,524.4,70.0,-7.34,-6.98,0.511429,70.0,-7.34,-6.98,0.511429,
03/31/2017,1658.9,1658.9,-1332.1,1332.1,326.8,0.0,-283.5,225.8,,48.6,9.1,43.3,-92.9,48.3,49.2,-0.9,44.6,,0.0,-49.6,-0.2,-49.8,0.0,0.0,0.0,-49.8,-0.3,-50.1,0.0,0.0,-50.1,8.115,58.215,70.1,-0.71,-0.71,0.115763,70.1,-0.71,-0.71,0.115763,
06/30/2017,1620.0,1620.0,-1318.0,1318.0,302.0,0.0,-267.6,216.3,,47.5,3.8,34.4,38.2,45.5,46.1,-0.6,-97.3,,13.6,72.6,4.1,76.7,0.0,0.0,0.0,76.7,-0.2,76.5,0.0,0.0,76.5,-4.1,-80.6,70.1,1.09,1.09,-0.058488,70.2,1.09,1.09,-0.058488,
09/30/2017,1734.9,1734.9,-1411.4,1411.4,323.5,0.0,-291.7,210.9,,47.0,33.8,31.8,-43.1,43.5,43.5,0.0,-6.9,,6.5,-11.3,3.5,-7.8,0.0,0.0,0.0,-7.8,-0.2,-8.0,0.0,0.0,-8.0,21.1,29.1,70.2,-0.11,-0.11,0.30057,70.2,-0.11,-0.11,0.30057,
12/31/2017,1925.8,1925.8,-1561.9,1561.9,363.9,0.0,-262.0,207.4,,48.3,6.3,101.9,-38.1,42.3,42.3,0.0,-4.2,0.0,0.0,63.8,-116.1,-52.3,0.0,0.0,0.0,-52.3,-0.5,-52.8,0.0,0.0,-52.8,57.1,109.9,70.2,-0.75,-0.75,0.81339,70.2,-0.75,-0.75,0.81339,
03/31/2018,1707.8,1707.8,-1413.1,1413.1,294.7,0.0,-262.5,214.6,,47.2,0.7,32.2,-36.2,41.7,42.2,-0.5,-5.6,,0.1,-4.0,-5.3,-9.3,0.0,0.0,0.0,-9.3,-0.3,-9.6,0.0,0.0,-9.6,-7.642,1.958,70.3,-0.14,-0.14,-0.108706,70.3,-0.14,-0.14,-0.112148,
06/30/2018,1679.5,1679.5,-1388.9,1388.9,290.6,0.0,-265.1,208.0,,46.1,11.0,25.5,-38.4,42.0,42.7,-0.7,-3.6,,0.0,-12.9,0.3,-12.6,0.0,0.0,0.0,-12.6,-0.4,-13.0,0.0,0.0,-13.0,-5.606,7.394,70.6,-0.18,-0.18,-0.079405,70.6,-0.18,-0.18,-0.079405,
09/30/2018,1649.5,1649.5,-1334.1,1334.1,315.4,0.0,-254.5,203.8,,44.2,6.5,60.9,-36.5,42.0,42.0,0.0,-5.5,,0.0,24.4,10.4,34.8,0.0,0.0,0.0,34.8,-0.5,34.3,0.0,0.0,34.3,17.7,-16.6,70.6,0.49,0.49,0.250708,70.7,0.49,0.49,0.250708,
12/31/2018,1763.4,1763.4,-1408.7,1408.7,354.7,0.0,-264.7,204.0,,43.9,16.8,90.0,-69.2,42.6,42.6,0.0,-5.7,,32.3,20.8,-43.3,-22.5,0.0,0.0,0.0,-22.5,-0.2,-22.7,0.0,0.0,-22.7,45.4,68.1,70.7,-0.32,-0.32,0.64215,70.7,-0.32,-0.32,0.64215,
03/31/2019,1521.9,1521.9,-1243.6,1243.6,278.3,0.0,-255.0,199.6,,42.7,12.7,23.3,-35.6,40.1,40.9,-0.8,-4.5,,0.0,-12.3,3.8,-8.5,0.0,0.0,0.0,-8.5,-0.3,-8.8,0.0,0.0,-8.8,2.099,10.899,70.8,-0.12,-0.12,0.029647,70.8,-0.12,-0.12,0.029647,
06/30/2019,1508.7,1508.7,-1230.5,1230.5,278.2,0.0,-257.3,199.0,,40.0,18.3,20.9,-35.9,38.1,38.8,-0.7,-2.2,,0.0,-15.0,7.6,-7.4,0.0,0.0,0.0,-7.4,0.4,-7.0,0.0,0.0,-7.0,-2.1,4.9,71.3,-0.1,-0.1,-0.029453,71.3,-0.1,-0.1,-0.031276,
09/30/2019,1619.4,1619.4,-1308.5,1308.5,310.9,0.0,-237.1,190.5,,43.5,3.1,73.8,-33.6,37.4,38.0,-0.6,-4.6,,0.8,40.2,-27.3,12.9,0.0,0.0,0.0,12.9,-0.3,12.6,0.0,0.0,12.6,21.532,8.932,71.4,0.18,0.18,0.301569,71.4,0.18,0.18,0.301569,
12/31/2019,1626.2,1626.2,-1302.7,1302.7,323.5,0.0,-342.9,187.1,,43.0,112.8,-19.4,-29.6,35.0,35.0,0.0,-5.4,,0.0,-49.0,-40.7,-89.7,0.0,0.0,0.0,-89.7,-0.3,-90.0,0.0,0.0,-90.0,31.4,121.4,71.5,-1.26,-1.26,0.439161,71.5,-1.26,-1.26,0.437902,
03/31/2020,1409.5,1409.5,-1135.7,1135.7,273.8,0.0,-265.0,179.1,,40.8,45.1,8.8,-29.9,33.9,34.4,-0.5,-3.8,,-0.2,-21.1,8.2,-12.9,0.0,0.0,0.0,-12.9,-0.1,-13.0,0.0,0.0,-13.0,23.642,36.642,71.6,-0.18,-0.18,0.330196,71.6,-0.18,-0.18,0.330196,
06/30/2020,1162.2,1162.2,-947.4,947.4,214.8,0.0,-230.7,156.0,,38.2,36.5,-15.9,-31.6,34.6,35.0,-0.4,-3.4,,0.4,-47.5,-9.7,-57.2,0.0,0.0,0.0,-57.2,0.0,-57.2,0.0,0.0,-57.2,-6.484,50.716,72.2,-0.79,-0.79,-0.089806,72.2,-0.79,-0.79,-0.089806,
09/30/2020,1257.0,,,,233.802,,,,,,,47.3,,,,,,,,17.3,,,,,,,,,,,,9.1,,,,,0.13,,,,0.13,
12/31/2020,1313.0,,,,248.157,,,,,,,60.7,,,,,,,,30.7,,,,,,,,,,,,16.5,,,,,0.23,,,,0.23,
