Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/28/2014,496.67,496.67,,-332.645,332.645,164.025,0.0,-119.781,65.173,,65.173,,34.873,19.735,44.244,-12.777,,13.148,,,,,-0.371,31.467,-10.334,21.133,-1.697,-1.697,0.0,22.83,0.0,22.83,0.0,0.0,22.83,27.04,5.907,366.88,0.06,0.057602,0.073703,372.152,0.06,0.05544,0.071313,
12/28/2014,487.303,487.303,,-323.935,323.935,163.368,0.0,-113.467,59.515,,59.515,,40.431,13.521,49.901,-12.623,,12.821,,-0.023,0.0,,-0.175,37.278,-14.323,22.955,-0.339,-0.339,0.0,23.294,0.0,23.294,0.0,0.0,23.294,29.519,6.564,365.497,0.06,0.06,0.080764,371.05,0.06,0.06,0.07769,
03/29/2015,451.769,451.769,,-305.111,305.111,146.658,0.0,-108.747,59.698,,59.698,,35.545,13.504,37.911,-12.504,,12.743,,,,-2.0,1.761,25.407,-7.257,18.15,-9.357,-9.357,0.0,27.507,0.0,27.507,0.0,0.0,27.507,22.93075,4.78075,366.584,0.08,0.05,0.062553,373.208,0.07,0.05,0.062553,
06/28/2015,489.534,489.534,,-315.122,315.122,174.412,0.0,-110.104,60.771,,60.771,,39.335,9.998,64.308,-24.224,,17.201,,,,,7.023,40.084,-15.259,24.825,-15.37,-15.37,0.0,40.195,0.0,40.195,0.0,0.0,40.195,26.072,1.247,363.766,0.11,0.07,0.071672,370.542,0.11,0.07,0.071672,
09/27/2015,464.629,464.629,,-291.524,291.524,173.105,0.0,-117.166,63.683,,63.683,,36.42,17.063,55.939,-27.724,,27.938,,,,,-0.214,28.215,-19.892,8.323,0.739,0.739,0.0,7.584,0.0,7.584,0.0,0.0,7.584,24.125,15.802,292.256,0.03,0.03,0.082547,296.951,0.03,0.03,0.082547,
01/03/2016,464.365,464.365,,-272.316,272.316,192.049,0.0,-75.737,72.401,,72.401,,33.751,-30.415,116.312,24.11,,28.185,,-52.035,,,-0.26,140.422,-51.741,88.681,2.825,2.825,0.0,85.856,0.0,85.856,0.0,0.0,85.856,70.438,-18.243,273.292,0.31,0.32,0.257739,278.024,0.31,0.32,0.254383,
04/03/2016,378.787,378.787,,-214.736,214.736,164.051,0.0,-100.222,64.646,,64.646,,32.345,3.231,63.829,-27.847,,28.109,,,,-1.9,1.638,35.982,-10.619,25.363,0.0,0.0,0.0,25.363,0.0,25.363,0.0,0.0,25.363,27.381996,2.018996,270.214,0.09,0.09,0.101334,274.75,0.09,0.09,0.097348,
07/03/2016,382.718,382.718,,-202.554,202.554,180.164,0.0,-114.516,61.124,,61.124,,30.749,22.643,65.648,-28.367,,28.643,,,,-2.4,2.124,37.281,-10.801,26.48,0.0,0.0,0.0,26.48,0.0,26.48,0.0,0.0,26.48,30.4372,3.9572,265.915,0.1,0.1,0.114462,270.265,0.1,0.1,0.114462,
10/02/2016,364.012,364.012,,-186.546,186.546,177.466,0.0,-71.378,58.938,,58.938,,29.362,-16.922,106.088,-28.233,,28.731,,,,-2.2,1.702,77.855,-28.965,48.89,0.0,0.0,0.0,48.89,0.0,48.89,0.0,0.0,48.89,29.578068,-19.311932,260.976,0.19,0.19,0.113336,264.808,0.18,0.18,0.107072,
01/01/2017,309.901,269.206,40.695,-140.865,140.865,169.036,0.0,-89.821,61.161,,61.161,,30.248,-1.588,79.215,-28.643,,29.319,,-0.375,,,-0.301,50.572,-21.681,28.891,0.0,0.0,0.0,28.891,0.0,28.891,0.0,0.0,28.891,20.264123,-8.626877,251.73,0.11,0.11,0.080499,257.026,0.11,0.11,0.076436,
04/02/2017,285.819,242.902,42.917,-123.407,123.407,162.412,0.0,-101.692,52.45,,52.45,,29.165,20.077,60.72,-28.586,24.519,28.975,-4.456,,,-1.8,5.867,32.134,-9.793,22.341,0.0,0.0,0.0,22.341,0.0,22.341,0.0,0.0,22.341,21.533824,-0.807176,246.606,0.09,0.09,0.087321,254.239,0.09,0.09,0.086825,
07/02/2017,320.342,273.407,46.935,-129.36,129.36,190.982,0.0,-165.188,51.28,,51.28,,31.309,82.599,25.794,-26.091,28.935,28.935,0.0,,,-1.9,-0.944,-0.297,-1.548,-1.845,0.0,0.0,0.0,-1.845,0.0,-1.845,0.0,0.0,-1.845,36.747201,38.592201,245.261,-0.01,-0.01,0.149829,245.261,-0.01,-0.01,0.147352,
10/01/2017,308.0,257.725,50.275,-133.631,133.631,174.369,0.0,-112.712,51.716,,51.716,,31.216,29.78,61.657,-30.102,23.51,29.977,-6.467,0.636,,-2.3,8.256,31.555,-17.298,14.257,0.0,0.0,0.0,14.257,0.0,14.257,0.0,0.0,14.257,22.37982,8.12282,243.354,0.06,0.06,0.091964,251.737,0.06,0.06,0.091964,
12/31/2017,309.247,259.271,49.976,-127.793,127.793,181.454,0.0,-114.867,51.891,,51.891,,33.997,28.979,66.587,-28.96,23.615,30.172,-6.557,-0.617,,,5.962,37.627,121.649,159.276,0.0,0.0,0.0,159.276,0.0,159.276,0.0,0.0,159.276,25.873625,-133.402375,241.497,0.66,0.66,0.107138,249.626,0.64,0.64,0.105591,
04/01/2018,380.564,330.457,50.107,-132.219,132.219,248.345,0.0,-193.083,208.156,78.9,129.256,,32.152,-47.225,55.262,-40.909,23.137,30.178,-7.041,,,-1.8,19.572,14.353,5.806,20.159,0.0,0.0,0.0,20.159,0.0,20.159,0.0,0.0,20.159,27.37882,7.21982,239.928,0.08,0.08,0.114113,248.419,0.08,0.08,0.109063,
07/01/2018,411.002,359.473,51.529,-138.154,138.154,272.848,0.0,-201.365,218.333,84.6,133.733,,33.427,-50.395,71.483,-29.219,23.16,30.136,-6.976,,,-1.8,7.859,42.264,-12.388,29.876,0.0,0.0,0.0,29.876,0.0,29.876,0.0,0.0,29.876,34.235,4.359,238.991,0.13,0.13,0.143248,246.152,0.12,0.12,0.137709,
09/30/2018,400.55,350.076,50.474,-139.348,139.348,261.202,0.0,-183.854,209.686,81.6,128.086,,29.07,-54.902,77.348,421.569,22.781,29.625,-6.844,-450.133,,-2.2,7.983,498.917,-107.668,391.249,0.0,0.0,0.0,391.249,0.0,391.249,0.0,0.0,391.249,139.215,-252.034,237.696,1.65,1.65,0.585685,244.766,1.6,1.6,0.570306,
12/30/2018,397.82,346.633,51.187,-138.867,138.867,258.953,0.0,-213.154,148.28,76.855,71.425,0.0,34.23,30.644,45.799,-26.417,22.902,29.679,-6.777,-0.304,,-2.3,6.119,19.382,-0.551,18.831,0.0,0.0,0.0,18.831,0.0,18.831,0.0,0.0,18.831,42.326571,23.495571,234.574,0.08,0.08,0.18044,240.517,0.08,0.08,0.177688,
03/31/2019,408.583,350.131,58.452,-142.579,142.579,266.004,0.0,-199.738,129.794,80.481,49.313,,33.185,36.759,66.266,-26.382,29.082,29.082,0.0,,,,-2.7,39.884,-7.99,31.894,0.0,0.0,0.0,31.894,0.0,31.894,0.0,0.0,31.894,33.347,1.453,230.584,0.14,0.14,0.14462,235.894,0.14,0.14,0.14462,
06/30/2019,435.348,376.787,58.561,-151.092,151.092,284.256,0.0,-203.683,139.451,88.667,50.784,,31.484,32.748,80.573,-34.834,29.931,29.931,0.0,,,-3.1,8.003,45.739,-13.353,32.386,0.0,0.0,0.0,32.386,0.0,32.386,0.0,0.0,32.386,40.880821,8.494821,231.029,0.14,0.14,0.176951,236.093,0.14,0.14,0.175981,
09/29/2019,437.88,377.962,59.918,-152.425,152.425,285.455,0.0,-208.532,134.052,87.883,46.169,,33.306,41.174,76.923,-23.612,27.93,27.93,0.0,-0.34,,-2.1,-1.878,53.311,-7.184,46.127,0.0,0.0,0.0,46.127,0.0,46.127,0.0,0.0,46.127,44.027003,-2.099997,230.723,0.2,0.2,0.190822,235.718,0.2,0.2,0.190822,
12/29/2019,427.191,371.057,56.134,-151.434,151.434,275.757,0.0,-240.74,135.025,81.085,53.94,,33.718,71.997,35.017,-2.47,29.028,29.028,0.0,-24.599,,-1.7,-0.259,32.547,-6.014,26.533,0.0,0.0,0.0,26.533,0.0,26.533,0.0,0.0,26.533,21.889688,-4.643312,227.441,0.12,0.12,0.096243,232.594,0.11,0.11,0.090037,
03/29/2020,404.96,347.104,57.856,-149.999,149.999,254.961,0.0,-206.229,131.627,79.988,51.639,,31.046,43.556,48.732,-27.449,28.525,28.525,0.0,,,-1.0,-0.076,21.283,-6.842,14.441,0.0,0.0,0.0,14.441,0.0,14.441,0.0,0.0,14.441,19.677965,5.236965,223.533,0.06,0.06,0.088032,228.007,0.06,0.06,0.082968,
06/28/2020,402.306,345.449,56.857,-140.626,140.626,261.68,0.0,-201.019,129.909,81.317,48.592,,34.714,36.396,60.661,-29.229,29.085,29.085,0.0,,,-0.9,1.044,31.432,-6.528,24.904,0.0,0.0,0.0,24.904,0.0,24.904,0.0,0.0,24.904,26.226905,1.322905,223.123,0.11,0.11,0.117545,227.174,0.11,0.11,0.115823,
09/30/2020,453.125,,,,,289.33390625,,,,,,,,,78.475,,,,,,,,,49.547,,37.929,,,,,,37.929,,,37.929,37.438,,,0.165,0.165,0.164,,0.165,0.165,0.164,
12/31/2020,471.042,,,,,298.92796362,,,,,,,,,80.608,,,,,,,,,51.221,,38.557,,,,,,38.557,,,38.557,38.471,,,0.169,0.169,0.172,,0.169,0.169,0.172,
