Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,Impairment of Assets,Impairment from Affiliates,Income from Uncon JVs,Disposal of Con Assets,Abnormal Losses/(Gains),Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/2008,236.096,211.705,,,,,,16.287,0.0,8.104,-83.408,62.693,,,20.715,55.462,,,0.0,97.226,0.0,64.405,-7.388,-2.444,42.653,-1.037,29.593,-0.909,,,42.525,0.595,40.16,10.567,0.025,29.593,29.593,0.0,65.945568,0.451691,0.433623,0.433623,66.029696,0.451691,0.433623,0.433623,,54.362,,,-7.388,-0.019,,19.181,106.891,0.0,106.891,-3.1,,,-2.1,1.773,-3.011,100.478,1.618832,1.521709,1.246666,77.010225,81.925397,77.311467,
06/30/2008,222.634,199.05,,,,,,15.637,0.0,7.947,-81.59,60.257,,,21.333,55.886,0.0,,,85.158,-48.254,62.362,-12.555,-1.553,36.904,-0.286,26.096,-2.07,,,38.688,0.29,36.663,10.567,0.038,26.096,26.096,0.0,66.079509,0.397488,0.361353,0.361353,66.079509,0.397488,0.361353,0.361353,,57.279,,,-12.555,-1.133,,25.908,106.452,0.0,106.452,-2.4,,,-1.2,1.482,-4.45,99.922,1.598224,1.500186,1.246666,78.003213,83.100799,77.386146,
09/30/2008,222.86,199.937,,,,,0.0,15.378,0.0,7.545,-81.004,61.444,,,19.56,60.031,0.0,0.0,0.0,81.825,-61.838,61.713,-1.981,2.106,19.987,16.426,24.683,-0.416,,,36.829,0.261,35.25,10.567,-0.069,24.683,24.683,0.0,66.303667,0.361353,0.361353,0.361353,66.35182,0.361353,0.361353,0.361353,,61.099,,,-1.981,-3.17,,15.833,107.292,0.0,107.292,-2.5,,,-1.8,4.976,-3.177,104.722,1.617017,1.578284,1.246666,77.096689,78.988732,77.040739,
12/31/2008,218.523,195.394,,,,,,15.588,0.0,7.541,-84.671,64.396,,,20.275,61.76,0.0,,,72.092,-271.615,62.097,4.205,205.313,-199.523,2.383,-194.57,3.916,,,-201.056,,-184.003,10.567,-0.034,-194.571,-194.571,171.965,66.981122,-2.908888,-2.846399,-2.908888,66.981122,-2.908888,-2.850423,-2.908888,,63.603,,,4.205,0.077,,7.433,-108.685,206.1,97.415,-0.8,,,-1.2,2.669,-4.793,93.257,1.454365,1.392288,0.0,0.0,0.0,0.0,
03/31/2009,207.666,185.035,136.13,46.476,2.429,0.0,0.0,14.461,0.0,8.17,-147.676,61.595,27.275,34.32,19.171,59.605,,0.0,7.305,59.99,13.702,57.75,-0.351,-71.101,73.692,1.036,76.834,-10.048,-10.048,0.0,84.776,0.079,87.401,10.567,,76.834,1.512,-65.274,66.817918,1.134518,0.999914,0.022629,67.441451,1.134518,0.999914,0.022629,,61.036,,,-0.778,-12.334,,15.159,150.563,-56.5,94.063,-1.0,,-1.0,-1.0,3.7,-4.686,90.077,1.394736,1.335633,0.073071,5.239033,5.470866,3.242782,
06/30/2009,197.476,176.818,132.47,43.503,0.845,0.0,0.0,14.04,0.0,6.618,-233.659,59.794,26.168,33.626,28.412,56.836,,0.0,88.617,-36.183,-103.822,57.765,9.153,36.904,-140.005,-0.909,-237.152,120.09,120.09,0.0,-261.004,0.08,-226.585,10.567,,-237.152,-74.346,42.716,72.1135,-3.288594,-1.623302,-1.030958,72.1135,-3.288594,-1.623302,-1.030958,,57.565,,,9.153,0.06,,3.809,-155.918,240.0,84.082,-1.0,,-0.9,-0.5,3.3,-8.008,76.974,1.165968,1.067401,0.076,6.518192,7.1201,,
09/30/2009,195.703,174.596,130.938,42.475,1.183,0.0,0.0,14.693,0.0,6.414,-199.509,60.544,26.023,34.521,25.886,51.379,,0.0,61.7,-3.806,-134.592,52.736,0.183,81.673,-138.398,-0.61,-148.413,1.642,1.642,0.0,-140.65,0.008,-137.846,10.567,0.012,-148.413,-108.952,37.819,82.5365,-1.79815,-1.778256,-1.320046,82.5365,-1.79815,-1.778256,-1.320046,,51.635,,,0.183,-7.13,,13.584,-79.566,100.7,21.134,-1.1,,0.9,-2.6,-2.6,-4.677,11.069,0.256056,0.13411,0.04,15.621558,29.826181,,
12/31/2009,203.615,181.067,133.831,43.823,3.413,0.0,0.0,14.489,0.0,8.059,-220.085,61.814,25.623,36.191,20.896,54.362,,0.0,83.013,-16.47,-52.409,59.805,0.749,-8.145,-68.879,1.228,-90.131,19.099,19.099,0.0,-86.75,0.008,-79.564,10.567,-0.012,-90.131,9.291,80.323,98.1995,-0.917836,-0.723344,0.094614,98.1995,-0.917836,-0.723344,0.094614,,53.97,,,0.749,-3.718,,11.113,-17.442,90.8,73.358,-1.7,,0.794,-1.8,1.6,-4.883,67.357,0.74703,0.68592,0.04,5.354535,5.831584,,
03/31/2010,202.131,182.157,133.746,46.37,2.041,0.0,0.0,13.6,0.0,6.374,-141.054,61.785,27.4,34.385,23.275,55.177,,0.0,0.817,61.077,-79.952,56.096,-1.647,25.503,-18.875,-1.002,-34.814,6.708,6.708,0.0,-26.585,0.008,-24.247,10.567,,-34.814,-28.38,-0.274,113.5665,-0.306552,-0.247484,-0.249898,113.5665,-0.306552,-0.247484,-0.249898,,54.594,,,-1.647,-1.267,,11.555,38.996,37.4,76.396,-1.9,,-0.8,-0.9,1.9,-11.2,63.496,0.672698,0.559109,0.04,5.946201,7.154246,11.649041,
06/30/2010,196.6,174.273,131.744,41.936,0.593,0.0,0.0,22.327,0.0,,-209.267,60.649,25.048,35.601,19.09,54.561,,0.0,74.967,-12.667,-45.687,56.19,0.623,-11.126,-58.354,3.616,-97.142,66.428,66.428,0.0,-121.166,0.008,-86.575,10.567,,-97.142,45.343,76.057,126.7695,-0.766288,-0.242282,0.35768,126.7695,-0.766288,-0.242282,0.35768,,54.148,,,0.623,-0.788,,10.307,-22.277,56.4,34.123,-0.8,,-0.7,-1.7,1.6,-16.9,15.623,0.269174,0.123239,0.04,14.8603,32.457147,,
09/30/2010,192.992,173.346,129.12,43.331,0.895,0.0,0.0,13.2,0.0,6.446,-134.452,61.22,28.747,32.473,20.18,53.052,,0.0,0.0,58.54,-69.875,52.014,4.801,13.06,-11.335,-1.118,-24.877,3.307,3.307,0.0,-15.76,0.008,-14.31,10.567,,-24.877,-21.903,-0.333,124.5695,-0.199704,-0.173156,-0.17583,124.5695,-0.199704,-0.173156,-0.17583,,53.026,,,4.801,-6.339,,10.457,47.643,37.1,84.743,0.1,,0.7,-2.8,1.3,17.1,101.143,0.680287,0.81194,0.04,5.879872,4.92647,10.458577,
12/31/2010,193.458,169.655,127.337,39.87,2.448,0.0,0.0,13.312,0.0,10.491,-159.855,56.8,24.404,32.396,23.028,54.222,,0.0,25.805,33.603,-74.891,57.141,-9.377,27.127,-41.288,-49.496,-94.793,-6.575,-6.575,0.0,-84.209,0.008,-84.226,10.567,,-94.793,-75.715,25.653,126.936,-0.74,-0.798576,-0.596482,126.936,-0.74,-0.798576,-0.596482,,55.399,3.3,,-9.377,-9.08,,17.572,-26.404,107.9,81.496,-1.5,,,-2.4,1.6,-9.0,70.196,0.642024,0.553003,0.04,6.230294,7.233233,,
03/31/2011,192.271,172.502,126.606,44.014,1.882,0.0,0.0,12.2,0.0,7.569,-147.091,60.7,25.221,35.479,29.378,53.122,,0.0,3.891,45.18,-7.529,57.298,-1.974,-47.795,37.651,-0.326,24.745,1.946,1.946,0.0,35.379,0.016,35.312,,,24.745,30.582,3.891,127.983,0.193346,0.208552,0.238954,131.2905,0.188476,0.203298,0.232934,,53.803,2.018,,-1.974,-0.4,,14.747,92.955,-29.765,63.19,-0.5,,-0.5,1.4,3.6,-12.0,55.19,0.476546,0.416214,0.08,16.787466,19.220873,11.01462,
06/30/2011,186.926,167.194,124.703,41.757,0.734,0.0,0.0,12.0,0.0,7.732,-132.319,59.005,25.195,33.81,17.979,52.888,,0.0,2.447,54.607,-40.309,56.239,-16.567,0.637,14.298,-0.392,-13.383,27.175,27.175,0.0,-13.269,0.016,-13.383,-7.085,,-26.87,2.752,2.447,137.1495,-0.2,0.0,0.020066,138.0335,-0.2,-0.003128,0.0146,,54.919,20.256,,-16.567,6.021,,8.379,52.556,11.864,64.42,-1.2,,-0.6,1.4,2.3,-10.6,55.72,0.462787,0.400287,0.08,17.286557,19.985642,20.876703,
09/30/2011,187.091,166.099,124.491,40.566,1.042,0.0,0.0,11.2,0.0,9.792,-174.723,57.09,25.039,32.051,17.954,53.511,,0.0,46.168,12.368,-48.993,55.921,2.59,-9.518,-36.625,-0.291,-49.956,9.766,9.766,0.0,-46.682,0.024,-42.989,,,-49.956,6.112,46.302,137.3195,-0.36,-0.3,0.04451,137.3195,-0.36,-0.3,0.037184,,54.474,11.407,,2.59,2.302,,13.842,34.683,32.718,67.401,-0.8,,-0.4,-2.2,2.7,-9.3,57.401,0.485423,0.413403,0.12,24.720701,29.027369,47.511288,
12/31/2011,189.357,167.095,126.626,37.896,2.573,0.0,0.0,12.296,0.0,9.966,-148.544,52.349,22.842,29.507,19.911,57.957,,0.0,18.327,40.813,-55.359,56.245,2.217,-3.103,-14.546,-0.019,-1.761,-19.74,-19.74,0.0,5.175,0.032,5.206,,,-1.761,-3.219,18.282,137.359,-0.01282,-0.156532,-0.023434,137.359,-0.01282,-0.156532,-0.023434,,58.081,29.037,,2.217,-55.675,,15.484,47.415,24.68,72.095,-1.2,,0.6,-1.8,3.0,-9.9,62.795,0.518483,0.4516,0.16,30.859283,35.429572,46.351239,
03/31/2012,190.584,172.189,128.279,42.496,1.414,0.0,0.0,11.7,0.0,6.695,-137.587,57.695,24.844,32.851,19.012,58.779,,0.0,2.101,52.997,-51.971,55.521,-8.248,4.698,1.026,-0.177,-22.024,15.73,15.73,0.0,-14.881,0.048,-15.057,,,-22.024,1.409,7.703,137.607,-0.16005,-0.045738,0.01024,137.607,-0.16005,-0.045738,0.01024,,58.447,17.9,,-8.248,-0.36,,13.985,59.748,7.058,66.806,-1.2,,-0.9,-1.0,2.6,-10.5,55.806,0.477015,0.398472,0.24,50.312846,60.230083,55.274955,
06/30/2012,190.694,172.7,130.803,41.284,0.613,0.0,0.0,11.2,0.0,6.794,-178.513,55.034,24.883,30.151,19.131,62.247,,0.0,42.101,12.181,-20.325,53.685,-3.232,-30.128,-8.144,-0.367,-44.467,28.869,28.869,0.0,-37.38,0.048,-37.5,,,-44.467,34.395,49.993,140.195,-0.32,-0.08,0.245336,140.195,-0.32,-0.08,0.245336,,61.697,54.714,,-3.232,-3.32,,12.633,78.073,-6.461,71.612,-2.2,,0.5,-2.1,2.3,-8.4,61.712,0.501485,0.432157,0.24,47.857901,55.53539,43.096589,
09/30/2012,197.277,176.181,134.046,41.839,0.296,0.0,0.0,10.2,0.0,10.896,-162.793,55.955,24.668,31.287,18.547,59.62,,0.0,28.671,34.484,-3.8,53.724,-5.486,-44.438,30.684,-0.263,13.253,3.555,3.555,0.0,26.866,0.048,26.738,,,13.253,45.479,28.671,151.116,0.08,0.1,0.300954,151.462,0.08,0.1,0.289296,,59.102,31.809,,-5.486,0.153,,13.843,112.722,29.2,141.922,-2.9,,0.6,-2.5,-10.8,-9.2,117.122,0.928809,0.766505,0.24,25.839546,31.310941,32.174589,
12/31/2012,202.75,183.91,136.41,44.913,2.587,0.0,0.0,10.579,0.0,8.261,-154.91,58.638,26.874,31.764,19.753,62.428,,0.0,14.091,47.84,-42.756,54.12,-18.284,6.92,5.084,-0.345,-7.034,4.675,4.675,0.0,0.064,0.048,-0.004,,,-7.034,11.732,14.091,153.95,-0.04569,-0.015324,0.076206,153.95,-0.04569,-0.015324,0.076206,,63.577,18.566,,-18.284,-8.178,,13.142,61.837,22.16,83.997,-2.2,,0.7,-2.4,-2.6,-5.1,72.397,0.540521,0.465875,0.24,44.401586,51.515947,59.750635,
03/31/2013,200.307,183.347,136.715,44.942,1.69,0.0,0.0,10.7,0.0,6.26,-143.732,58.061,26.343,31.718,19.76,65.911,,0.0,0.0,56.575,-44.512,52.444,-2.954,-4.978,12.063,-0.361,-0.727,5.208,5.208,0.0,6.494,0.054,6.303,,,-0.727,4.481,0.0,156.6155,-0.004642,0.02,0.02,156.6155,-0.004642,0.02,0.02,,67.016,7.679,,-2.954,-0.778,,12.226,82.516,3.536,86.052,-3.0,,0.7,-0.6,-4.9,-9.7,68.552,0.543601,0.433051,0.27,49.668805,62.34829,51.849338,
06/30/2013,207.7,185.2,139.784,44.742,0.674,0.0,0.0,10.2,0.0,12.3,-159.935,59.129,26.258,32.871,20.117,67.047,,0.0,13.642,47.765,-46.059,53.626,1.191,-8.758,1.706,-1.703,-36.034,23.121,23.121,0.0,-23.118,0.054,-23.313,,,-36.034,0.729,13.642,158.4835,-0.22,-0.08,0.0046,158.4835,-0.22,-0.08,0.0046,,68.122,32.422,,1.191,2.063,,12.146,79.964,6.13,86.094,-1.4,,0.6,-1.9,-5.6,-10.6,67.194,0.537919,0.419831,0.27,50.193393,64.311546,54.033065,
09/30/2013,206.4,187.206,140.389,45.963,0.854,0.0,0.0,10.3,0.0,8.894,-158.322,59.801,26.694,33.107,19.246,70.015,,0.0,9.26,48.078,-44.621,54.74,-3.78,-6.339,3.457,-0.404,-6.983,3.258,3.258,0.0,-0.205,0.054,-0.375,,,-6.983,5.535,9.26,159.092,-0.04,-0.02,0.034792,159.092,-0.04,-0.02,0.034792,,72.421,24.136,,-3.78,-8.701,,12.731,89.878,0.1,89.978,-1.2,,1.3,-2.9,-3.0,-9.2,74.978,0.560436,0.467007,0.27,48.176777,57.814959,47.792385,
12/31/2013,232.699,224.854,165.996,56.267,2.591,0.0,0.0,0.0,0.0,7.845,-194.771,69.261,33.407,35.854,20.432,103.656,,0.0,1.422,37.928,-30.592,59.846,-1.276,-27.978,7.336,-0.223,0.602,-0.334,-0.334,0.0,7.447,0.054,7.21,,,0.602,1.69,1.422,178.45,0.003374,0.001502,0.00947,178.45,0.003374,0.001502,0.00947,,107.158,5.361,,-1.276,-4.042,,12.306,120.163,-15.7,104.463,-1.1,,4.2,-3.2,-5.9,-10.5,87.963,0.580834,0.489091,0.27,46.48488,55.204461,40.096785,
03/31/2014,241.512,225.628,166.187,57.8,1.641,0.0,0.0,8.2,0.0,7.684,-205.864,70.563,33.976,36.587,20.253,103.619,,0.0,11.429,35.648,-56.354,59.698,-5.49,2.146,-20.706,-0.684,-23.248,-3.012,-3.012,0.0,-18.378,0.062,-16.64,,,-23.248,-14.831,11.429,178.817,-0.14,-0.16,-0.08294,178.817,-0.14,-0.16,-0.096086,,107.066,10.39,,-5.49,-11.711,,8.743,85.812,14.9,100.712,-2.0,,4.2,-1.1,-2.8,-11.4,87.612,0.559356,0.486598,0.31,55.420903,63.707597,64.598506,
06/30/2014,242.04,226.05,169.395,56.031,0.624,0.0,0.0,7.9,0.0,8.09,-197.705,69.075,35.085,33.99,19.085,95.203,,0.0,14.342,44.335,25.857,59.634,-1.131,-84.36,70.192,-0.642,67.815,-7.345,-7.345,0.0,76.895,0.223,76.017,,,67.815,74.812,14.342,178.906,0.38,0.34,0.418164,179.1475,0.38,0.34,0.418164,,97.677,1.102,,-1.131,-90.937,,7.377,82.126,19.1,101.226,-1.2,,4.1,-2.1,-5.9,-9.3,86.826,0.561431,0.481564,0.31,55.216051,64.373575,67.833573,
09/30/2014,245.355,230.516,171.893,58.116,0.507,0.0,0.0,7.6,0.0,7.239,-189.643,71.385,34.981,36.404,19.54,97.27,,0.0,1.448,55.712,-47.014,56.774,-3.62,-6.14,8.698,0.214,63.0,-57.569,-57.569,0.0,66.481,0.2,68.606,,,63.012,6.891,1.448,179.0125,0.34,0.02,0.038494,179.256,0.34,0.02,0.028078,,99.5,0.4,,-3.6,-57.1,,8.4,110.8,-4.6,106.2,-1.3,,4.1,-6.0,-6.0,-9.8,87.2,0.587552,0.482434,0.31,52.761299,64.257454,50.296931,
12/31/2014,248.557,242.58,181.081,59.04,2.459,0.0,0.0,0.0,0.0,5.977,-235.029,70.084,34.729,35.355,25.606,106.732,,0.0,32.607,13.528,-45.689,61.014,-0.748,-14.577,-32.161,-0.742,-16.294,-21.471,-21.471,0.0,-11.432,0.223,-10.7,,,-16.294,-5.158,32.607,179.5,-0.090774,-0.21039,-0.028736,179.5,-0.090774,-0.21039,-0.028736,,105.887,7.555,,-0.748,-21.565,,5.836,80.894,31.3,112.194,-1.6,,5.4,-5.2,-5.4,-8.5,96.894,0.619172,0.534735,0.31,50.066848,57.97263,69.070636,
03/31/2015,258.825,246.162,180.697,64.08,1.385,0.0,0.0,12.663,0.0,4.563,-476.986,76.355,37.629,38.726,18.595,103.015,,0.0,279.021,-218.161,-19.853,63.02,-0.061,-43.106,-238.014,-4.9,-249.381,0.0,0.0,0.0,-242.914,0.249,-243.787,,,-249.381,4.546,253.927,179.909,-1.38,-1.38,0.025268,179.909,-1.38,-1.38,0.025268,,100.867,179.748,,-0.061,-25.236,,7.017,13.203,93.9,107.103,-1.1,,5.3,-1.5,-5.4,-12.0,92.403,0.590099,0.509107,0.345,58.464749,67.765657,471.642808,
06/30/2015,257.323,242.756,179.363,62.021,1.372,0.0,0.0,14.567,0.0,0.0,-192.397,73.826,37.797,36.029,19.271,99.3,,0.0,0.0,64.926,-45.306,61.287,-1.642,-14.339,19.62,-0.573,13.004,0.0,0.0,0.0,19.047,0.248,18.598,,,13.004,1.737,-11.267,180.0365,0.06,0.06,0.009648,182.0735,0.06,0.06,-0.001882,,97.239,0.0,,-1.642,-11.312,,7.502,105.039,6.4,111.439,-0.6,,4.5,-4.3,-5.4,-10.7,94.939,0.614158,0.523224,0.345,56.174454,65.937339,59.302735,
09/30/2015,257.135,243.273,180.523,61.915,0.835,0.0,0.0,8.2,0.0,5.662,-188.099,73.348,37.385,35.963,17.596,97.155,,0.0,0.0,69.036,-8.685,58.217,-0.648,-48.884,60.351,-0.528,53.961,0.0,0.0,0.0,59.823,0.069,59.555,,,53.961,12.168,-41.793,180.5535,0.3,0.3,0.067392,181.7855,0.3,0.3,0.067392,,95.159,0.0,,-0.648,-41.734,,6.595,113.402,0.1,113.502,-1.5,,3.0,-7.4,2.4,-13.4,96.602,0.625528,0.532389,0.345,55.153433,64.80223,55.083685,
12/31/2015,246.53,240.532,179.154,58.703,2.675,0.0,0.0,,0.0,5.998,-192.568,70.164,36.271,33.893,17.92,102.575,,0.0,1.909,53.962,40.057,59.203,5.486,-104.746,94.019,-0.285,87.872,0.0,0.0,0.0,93.734,0.069,93.466,,,87.872,0.364,-87.508,181.35,0.48,0.48,0.002008,182.6,0.48,0.48,0.000766,,100.582,0.0,1.909,5.486,-85.728,,6.465,116.655,-2.5,114.155,1.4,,1.6,-2.9,-2.3,-12.9,99.055,0.626537,0.543661,0.345,55.064605,63.458685,53.633149,
03/31/2016,254.423,240.902,177.367,61.599,1.936,0.0,0.0,8.2,0.0,5.321,-187.82,73.042,36.534,36.508,17.876,96.902,,0.0,0.0,66.603,-20.272,57.897,-14.421,-23.204,46.331,-0.458,39.979,0.0,0.0,0.0,45.873,0.076,45.573,,,39.979,27.598,-12.381,182.35,0.22,0.22,0.151346,182.5,0.22,0.22,0.151346,,94.854,0.0,,-14.421,-12.096,,6.15,114.542,-0.314,114.228,-1.261,1.608,0.757,-1.017,2.361,-8.36,108.316,0.624115,0.591813,0.38,60.886228,64.209461,60.660718,
06/30/2016,257.321,241.094,178.064,61.376,1.654,0.0,0.0,11.465,0.0,4.762,-188.061,71.864,36.534,35.33,18.499,97.698,,0.0,0.0,69.26,-27.647,54.012,-1.117,-25.248,41.613,-0.245,35.464,0.0,0.0,0.0,41.368,0.076,41.058,,,35.464,21.743,-13.721,182.488,0.2,0.2,0.119148,182.659,0.2,0.2,0.119148,,95.626,0.0,,-1.117,-16.154,,6.426,120.321,2.446,122.767,-1.116,-1.69,0.561,-6.031,0.865,-7.886,107.47,0.670506,0.58696,0.38,56.673601,64.740374,57.751348,
09/30/2016,253.8,238.78,177.844,59.743,1.193,0.0,0.0,8.562,0.0,6.458,-287.282,68.169,36.157,32.012,18.785,95.451,,0.0,104.877,-33.482,-26.196,53.94,1.457,-29.201,-59.678,-0.398,-65.954,0.0,0.0,0.0,-60.076,0.076,-60.36,,,-65.954,17.555,83.509,182.754,-0.36,-0.36,0.096058,182.754,-0.36,-0.36,0.096058,,93.334,104.877,,1.457,-20.234,,6.581,120.137,0.499,120.636,-1.06,1.394,0.546,-7.881,-0.32,8.768,122.083,0.658337,0.666234,0.38,57.721186,57.03704,57.904725,
12/31/2016,232.168,226.461,167.933,55.701,2.827,0.0,0.0,0.0,0.0,5.707,-190.447,64.009,34.312,29.697,20.941,99.468,,,6.029,41.721,-7.007,51.74,-1.618,-43.115,34.714,-0.68,28.147,0.0,0.0,0.0,34.034,0.076,33.741,,,28.147,8.26,-19.887,182.9825,0.16,0.16,0.04514,183.0375,0.16,0.16,0.04514,,97.356,6.029,,-1.618,-25.698,,6.868,111.16,-0.074,111.086,0.409,2.32,0.58,-2.439,-0.021,-7.27,104.665,0.605794,0.570778,0.38,62.727571,66.575789,62.645736,
03/31/2017,240.421,226.404,167.229,57.476,1.699,0.0,0.0,14.017,0.0,0.0,-211.249,67.32,34.329,32.991,31.072,90.884,,,21.973,29.172,-82.977,51.827,77.665,-46.515,-53.805,-0.223,-59.835,0.0,0.0,0.0,-54.028,0.076,-54.241,,,-59.835,-75.989,-16.154,183.215,-0.32,-0.32,-0.414754,183.215,-0.32,-0.32,-0.414754,,88.649,21.973,,1.665,-36.898,,6.582,22.212,86.321,108.533,-0.702,1.908,-3.851,-0.824,3.125,-18.983,89.206,0.591356,0.48605,0.38,64.259119,78.181232,314.312084,
06/30/2017,236.187,222.079,164.623,55.633,1.823,0.0,0.0,14.108,0.0,0.0,-207.022,65.894,33.744,32.15,22.756,90.276,,0.0,28.096,29.165,1.186,48.908,0.717,-50.811,30.351,-0.473,23.212,0.0,0.0,0.0,29.878,0.076,29.611,,,23.212,6.709,-16.503,183.4935,0.12,0.12,0.036562,183.515,0.12,0.12,0.030072,,88.423,19.01,,0.717,-44.525,,6.212,93.125,15.645,108.77,-0.17,1.584,-4.383,-3.2,2.938,-7.746,97.793,0.591905,0.532171,0.38,64.199458,71.405673,75.072215,
09/30/2017,227.424,206.309,153.925,51.368,1.016,0.0,0.0,21.115,0.0,13.824,-177.576,59.568,30.618,28.95,16.425,85.21,,,16.373,49.848,-39.35,46.296,-20.188,13.242,10.498,-9.267,-7.4,0.0,0.0,0.0,1.231,0.075,0.983,,,-7.4,-35.318,-27.918,183.843,-0.04,-0.04,-0.19211,183.843,-0.04,-0.04,-0.19211,,81.064,13.621,,-4.811,-44.477,,8.268,46.34,64.896,111.236,0.917,1.561,-2.369,-5.841,5.197,-6.463,104.238,0.604205,0.566194,0.38,62.892535,67.114814,151.137246,
12/31/2017,209.432,197.161,147.14,47.465,2.556,0.0,0.0,0.0,0.0,12.271,-437.538,58.135,29.911,28.224,19.601,79.834,,,279.968,-228.106,8.331,41.616,-6.408,-43.539,-219.775,-0.438,-226.421,0.0,0.0,0.0,-220.213,0.076,-218.038,,,-226.421,19.4,245.821,184.16,-1.24,-1.24,0.105344,184.16,-1.24,-1.24,0.094822,,78.209,275.89,,-6.408,-34.457,,8.257,95.146,8.681,103.827,0.172,1.537,1.654,-4.491,0.028,-8.104,94.623,0.563036,0.513125,0.38,67.491202,74.056086,73.746663,
03/31/2018,215.068,203.766,146.887,51.354,1.808,3.717,0.0,9.302,,2.0,-183.513,65.049,32.023,33.026,12.846,74.424,,,31.194,31.555,-85.47,44.04,-4.825,46.255,-53.915,0.018,-62.536,0.0,0.0,0.0,-53.897,0.053,-54.153,3.961,,-62.536,-41.5105,21.0255,92.28,-0.68,-0.68,-0.449832,92.28,-0.68,-0.68,-0.452156,,72.859,30.444,,-8.786,-10.011,,7.17,33.154,65.346,98.5,-0.33,1.692,-1.843,-0.521,3.996,-10.315,91.179,1.066346,0.98709,0.38,35.635706,38.496989,212.052844,
06/30/2018,211.516,200.002,141.678,50.558,1.453,6.313,0.0,8.414,0.0,3.1,-172.56,64.538,30.478,34.06,17.276,72.462,,0.0,18.284,38.956,-41.198,44.913,-5.446,1.731,-2.242,-0.391,-11.712,0.0,0.0,0.0,-2.633,0.506,-3.329,-1.625,,-11.712,-22.936,-11.224,184.634,-0.07,-0.07,-0.124224,184.634,-0.07,-0.07,-0.130791,,70.895,18.06,,-3.821,-29.508,,6.641,49.436,41.056,90.492,0.302,1.392,1.317,3.049,4.326,-11.403,89.475,0.489697,0.484193,0.38,77.599081,78.481095,141.922728,
09/30/2018,144.095,124.71,92.159,31.951,0.6,0.0,0.0,17.601,0.0,1.784,-124.191,39.597,21.211,18.386,15.232,49.629,,,19.733,19.904,-28.358,26.962,5.121,-3.725,-8.454,-0.238,-17.313,0.0,0.0,0.0,-8.692,0.028,-8.931,,,-17.313,2.296,19.609,184.655,-0.09,-0.09,0.012434,184.655,-0.09,-0.09,0.012434,,48.242,19.89,,2.92,-0.124,,7.06,60.703,0.3,61.003,0.243,1.437,1.112,-4.176,2.474,-6.08,56.013,0.330133,0.303129,0.2,60.581611,65.978612,60.990396,
12/31/2018,121.489,120.678,87.977,29.474,1.323,1.904,0.0,0.0,0.0,0.811,-101.61,38.807,20.048,18.759,16.286,45.587,,,0.93,19.879,161.699,25.39,7.207,-194.296,181.578,-0.251,172.464,0.0,0.0,0.0,181.327,0.028,180.847,6.885,17.601,172.464,-12.369,-184.833,184.266,0.94,0.94,-0.067126,184.266,0.93,0.93,-0.073077,,44.154,0.93,,0.322,-185.551,,7.134,46.366,11.663,58.029,-0.381,-1.752,1.215,0.212,-2.504,10.081,82.501,0.31466,0.447359,0.2,63.560633,44.706852,79.483242,
03/31/2019,131.022,112.221,79.979,27.461,1.376,3.405,0.0,18.801,0.0,0.0,-93.924,36.584,17.743,18.841,14.112,42.608,,0.0,0.62,37.098,-0.731,21.726,0.056,-21.051,36.367,-0.272,27.407,0.0,0.0,0.0,36.095,0.028,35.79,1.099,8.873,27.407,11.65,-15.757,180.546,0.15,0.15,0.064526,181.091,0.15,0.15,0.062988,,40.957,0.62,,-1.043,-16.377,0.0,7.975,60.666,-0.866,59.8,0.097,1.855,1.196,0.271,2.68,9.154,83.926,0.329958,0.463078,0.2,60.613712,43.189238,59.756701,
