Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Abnormal Losses/(Gains),Net Income to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/2008,131.707,126.594,,,,,,0.0,1.108,4.005,-47.63,42.239,,,5.391,28.631,,,,55.446,-24.815,25.337,-0.407,-0.115,30.631,0.0,,,37.102,0.0,,0.0,38.417,,37.102,-0.136,,36.966,36.966,0.0,58.72,0.63,0.496935,0.496935,58.921,0.63,0.496935,0.496935,,26.037,0.331,2.136,-0.388,-7.438,,,,0.244,57.888,,57.889,-1.4,1.551,-3.608,-0.6,-5.59,48.242,0.976239,0.813552,0.65,66.582079,79.896563,65.934218,
12/31/2008,133.527,130.323,,,,,,0.0,1.206,1.998,-50.354,43.073,,,7.281,29.218,,,,53.955,-24.311,24.997,-0.432,-0.254,29.644,0.0,,,35.035,0.0,,0.0,35.035,-1.31,33.725,-0.135,,33.59,33.59,0.0,58.789,0.57,0.479665,0.479665,58.935,0.57,0.478526,0.478526,,27.413,0.339,2.33,-0.184,-5.134,,,0.243,,58.597,,58.597,-1.6,1.445,-5.753,-0.3,-3.254,49.135,0.987995,0.828458,0.65,65.789802,78.459041,65.429971,
03/31/2009,131.076,127.206,98.789,0.0,1.501,26.916,0.0,0.0,1.267,2.603,-96.898,42.529,13.832,28.697,5.145,28.592,,0.0,20.632,34.178,-23.277,23.583,-0.202,-0.104,10.901,0.0,0.0,0.0,11.873,-0.972,-0.972,0.0,11.873,-1.389,10.484,-0.135,,10.349,29.995,20.618,58.841,0.17,0.159362,0.509764,58.96,0.17,0.153514,0.503209,,25.436,0.354,2.667,-0.13,-0.915,,,,,37.761,20.565,58.326,-1.4,1.938,-22.147,-0.4,-3.767,32.55,0.989247,0.552069,0.65,65.706546,117.738863,101.702815,
06/30/2009,130.338,126.09,98.601,0.0,1.146,26.343,0.0,0.0,1.307,2.941,-74.935,39.901,14.821,25.08,5.276,29.633,,0.0,0.125,55.403,-26.153,25.83,-0.399,0.722,29.25,0.0,0.0,0.0,28.417,-0.544,-0.544,0.0,29.794,,28.417,-0.135,,28.282,28.845,1.107,58.917,0.48,0.470798,0.489587,59.042,0.48,0.470786,0.489536,,26.563,0.337,2.515,-0.189,-0.383,,,0.241,,57.366,0.124,57.49,-1.2,1.374,-21.003,-0.4,-1.31,34.951,0.967617,0.588262,0.65,67.175335,110.494979,66.7574,
09/30/2009,130.992,126.169,98.613,0.0,1.164,26.392,0.0,0.0,1.109,3.714,-73.341,38.852,14.485,24.367,5.749,28.41,,0.0,0.33,57.651,-28.812,30.209,-0.473,-0.924,28.839,0.0,0.0,0.0,27.433,0.0,0.0,0.0,28.839,,27.433,-0.135,,27.297,27.627,0.33,60.016,0.45,0.45,0.460327,60.14,0.45,0.45,0.455487,,25.682,0.355,2.196,-0.18,0.0,,,0.245,,55.596,0.329,55.925,-1.3,1.433,-19.03,-0.4,-3.402,33.226,0.924029,0.548981,0.66,71.426339,120.222657,71.24714,
12/31/2009,138.421,133.573,98.881,0.0,2.697,31.995,0.0,0.0,1.26,3.588,-75.117,45.599,15.019,30.58,5.862,28.388,,0.0,-4.732,63.304,-29.962,29.159,,0.803,33.342,0.0,0.0,0.0,33.366,-0.024,-0.024,0.0,33.366,-1.396,31.97,-0.135,,31.835,28.75,-3.061,61.008,0.52,0.521423,0.47125,61.142,0.52,0.519607,0.469544,,25.423,0.342,2.443,-0.193,0.0,,,0.245,,60.095,4.718,64.813,-1.4,1.449,-20.93,-0.6,-3.486,39.846,1.053407,0.647618,0.66,62.653819,101.911911,67.253515,
03/31/2010,138.324,131.348,99.136,0.0,1.461,30.751,0.0,0.0,1.066,5.91,-79.342,44.992,15.088,29.904,5.489,28.861,,0.0,0.0,58.982,-28.388,25.962,-0.193,2.619,30.594,0.0,0.0,0.0,30.554,0.04,0.04,0.0,30.554,-1.334,29.22,-0.135,,29.085,31.926,2.801,61.089,0.47,0.476763,0.522615,61.22,0.47,0.470653,0.516406,,26.087,0.351,2.236,-0.192,,,,0.245,,57.812,0.114,57.926,-1.1,1.633,-10.638,-0.4,-2.388,45.033,0.940495,0.731162,0.66,70.175845,90.267271,70.018335,
06/30/2010,133.216,129.636,100.134,0.0,0.994,28.508,0.0,0.0,1.071,2.509,-77.375,40.339,14.828,25.511,6.016,31.02,,0.0,0.0,55.841,-24.787,25.418,-0.188,-0.443,31.054,0.0,0.0,0.0,32.368,-1.314,-1.314,0.0,32.368,-1.254,31.114,-0.136,,30.979,29.255,-0.41,61.169,0.5,0.484968,0.478265,61.311,0.5,0.478568,0.471881,,27.797,0.345,2.561,-0.2,-1.41,,,0.244,,60.315,0.172,60.487,-1.3,1.297,-16.979,-0.5,-3.607,39.398,0.980642,0.638738,0.67,68.322565,104.894335,67.187267,
09/30/2010,133.446,129.527,100.025,0.0,1.313,28.189,0.0,0.0,1.095,2.824,-77.55,42.215,15.185,27.03,5.904,29.431,,0.0,0.0,55.896,-25.156,25.299,-0.125,-0.018,30.74,0.0,0.0,0.0,31.01,-0.27,-0.27,0.0,31.01,-1.37,29.64,-0.135,,29.504,29.234,0.0,61.215,0.48,0.477563,0.477563,61.359,0.48,0.4756,0.4756,,26.491,0.368,2.429,-0.198,0.0,,,0.247,,58.842,,58.842,-1.1,1.339,-28.077,-0.4,-5.29,25.314,0.953231,0.410083,0.67,70.287261,163.381647,69.701999,
12/31/2010,137.334,132.663,101.468,0.0,2.595,28.6,0.0,0.0,1.369,3.302,-78.572,41.808,13.623,28.185,7.11,29.654,,0.0,0.0,58.762,-24.626,25.203,-0.554,-0.023,34.136,0.0,0.0,0.0,34.305,-0.169,-0.169,0.0,34.305,-1.489,32.816,-0.135,,32.681,32.512,0.0,61.251,0.53,0.530799,0.530799,61.405,0.53,0.527248,0.527248,,26.812,0.435,2.326,-0.257,0.0,,,0.244,,62.241,,62.241,-1.0,1.473,-19.219,-0.3,-11.333,31.862,1.007609,0.515808,0.67,66.494063,129.893196,66.215196,
03/31/2011,137.649,134.438,102.261,0.0,1.395,30.782,0.0,0.0,1.121,2.09,-81.276,44.809,15.407,29.402,6.051,30.416,,0.0,0.0,56.373,-24.41,25.044,-0.323,-0.311,31.963,0.0,0.0,0.0,32.384,-0.421,-0.421,0.0,32.384,-1.198,31.186,-0.135,,31.051,30.334,-0.296,61.471,0.5,0.498284,0.493468,61.629,0.5,0.493169,0.488366,,27.589,0.427,2.24,-0.28,,,,0.243,,61.27,,61.27,-1.0,2.007,-20.766,-0.3,-5.861,35.35,0.988369,0.570244,0.67,67.788428,117.49355,67.219798,
06/30/2011,136.28,133.0,103.919,0.0,1.53,27.551,,0.0,1.134,2.146,-78.946,40.68,15.547,25.133,6.395,31.871,,,0.0,57.334,-23.441,23.905,-0.444,-0.02,33.893,0.0,0.0,0.0,36.471,-2.578,-2.578,0.0,36.471,-1.714,34.757,-0.136,,34.622,32.044,0.0,62.214,0.55,0.515061,0.515061,62.391,0.55,0.50868,0.50868,,28.463,0.431,2.813,-0.228,-0.043,-2.026,,0.241,,64.272,,64.272,-1.3,1.683,-20.458,-0.4,-8.257,35.54,1.024173,0.566329,0.67,65.418612,118.305712,64.854649,
09/30/2011,137.664,134.014,104.4,0.0,1.673,27.941,0.0,0.0,1.309,2.341,-80.907,41.642,15.047,26.595,7.197,32.068,,0.0,0.0,56.757,-23.225,23.795,-0.434,-0.136,33.532,0.0,0.0,0.0,48.302,-14.77,-14.77,0.0,48.302,-1.249,47.053,-0.135,,46.917,32.147,0.0,62.818,0.74,0.511748,0.511748,62.99,0.74,0.505518,0.505518,,28.671,0.446,2.684,-0.285,-14.757,0.0,,0.249,,63.926,,63.926,-1.6,1.89,-33.839,-0.3,-4.228,25.849,1.008933,0.40797,0.69,68.389075,169.129947,67.804055,
12/31/2011,141.466,137.249,105.178,0.0,2.978,29.093,0.0,0.0,1.534,2.683,-84.233,43.038,14.619,28.419,9.342,31.853,,0.0,0.0,57.233,-25.067,25.721,-0.607,-0.047,32.166,0.0,0.0,0.0,32.455,-0.289,-0.289,0.0,32.455,-1.534,30.921,-0.135,,30.786,30.497,0.0,63.224,0.48,0.482364,0.482364,63.379,0.48,0.47544,0.47544,,28.465,0.467,2.695,-0.278,-0.275,0.0,,0.248,,62.108,,62.108,-1.8,2.004,-45.572,-0.4,-7.5,8.84,0.974243,0.138667,0.69,70.824209,497.596154,70.597991,
03/31/2012,146.289,140.661,109.545,0.0,1.957,29.159,0.0,0.0,1.266,4.362,-85.742,42.167,16.057,26.11,7.004,36.571,,0.0,0.0,60.547,-16.425,28.793,-0.301,-12.067,44.122,0.0,0.0,0.0,44.122,0.0,0.0,0.0,44.122,-1.136,42.986,-0.135,,42.851,30.991,-11.86,63.411,0.67,0.67,0.488732,63.585,0.67,0.67,0.483478,,32.415,0.381,2.936,-0.316,-11.86,,,0.247,,66.654,,66.654,-0.6,2.602,-21.995,-0.2,-6.588,39.873,1.042397,0.623571,0.69,66.193582,110.652998,66.152069,
06/30/2012,147.56,141.796,111.396,0.0,1.543,28.857,0.0,0.0,1.286,4.478,-85.781,43.443,16.537,26.906,7.139,35.199,,0.0,0.0,61.779,-28.183,28.733,-0.438,-0.112,33.596,0.0,0.0,0.0,33.596,0.0,0.0,0.0,33.596,-0.993,32.603,-0.136,,32.468,32.468,0.0,63.7,0.51,0.51,0.51,63.88,0.51,0.51,0.51,,31.357,0.375,2.67,-0.315,0.0,,,0.224,,66.778,,66.778,-1.5,2.116,-32.193,-0.3,-8.223,26.678,1.040075,0.415513,0.69,66.341385,166.059862,66.226901,
09/30/2012,157.805,147.515,113.46,0.0,1.667,32.388,0.0,0.0,1.282,9.008,-90.682,46.999,17.32,29.679,8.751,34.932,,0.0,0.0,67.123,-27.467,28.218,-0.49,-0.261,39.656,0.0,0.0,0.0,39.656,0.0,0.0,0.0,39.656,-1.012,38.644,-0.135,,38.508,38.508,0.0,64.014,0.6,0.6,0.6,64.202,0.6,0.6,0.6,,30.556,0.377,2.724,-0.339,0.0,,,0.236,,72.063,,72.063,-1.8,2.601,-52.796,-0.3,-8.716,11.052,1.116684,0.171261,0.73,65.372091,426.249457,65.473266,
12/31/2012,155.785,151.784,115.613,0.0,3.401,32.77,0.0,0.0,1.632,2.369,-90.295,46.781,16.774,30.007,8.264,35.25,,0.0,0.0,65.49,-26.955,27.592,-0.528,-0.109,38.535,0.0,0.0,0.0,38.858,-0.323,-0.323,0.0,38.858,-1.166,37.692,-0.135,,37.557,37.234,0.0,64.392,0.58,0.57824,0.57824,64.55,0.58,0.574996,0.574996,,31.283,0.38,2.605,-0.317,0.0,,,0.236,,71.744,,71.744,-2.2,2.144,-47.177,-0.3,-10.725,13.486,1.105915,0.207883,0.73,66.008712,351.158906,65.946978,
03/31/2013,157.149,152.616,117.17,,2.161,33.285,0.0,0.0,1.265,3.268,-94.647,47.073,17.572,29.501,7.057,40.517,,0.0,0.0,62.502,-27.063,27.405,-0.312,-0.03,35.439,0.0,0.0,0.0,35.842,-0.403,-0.403,0.0,35.842,-1.254,34.588,-0.135,,34.453,34.05,0.0,64.692,0.53,0.52634,0.52634,64.847,0.53,0.523785,0.523785,,36.562,0.376,2.768,-0.336,,,,0.227,,74.05,,74.05,-0.8,2.873,-45.251,-0.8,-5.083,24.989,1.136468,0.383514,0.78,68.63368,203.382448,64.1553,
06/30/2013,157.388,153.212,119.859,0.0,1.963,31.39,0.0,0.0,1.263,2.913,-93.9,45.841,17.632,28.209,8.302,39.757,,0.0,0.0,63.488,-30.109,27.147,-0.372,3.334,33.379,0.0,0.0,0.0,38.797,-5.418,-5.418,0.0,38.797,-1.258,37.539,-0.136,,37.404,35.385,3.399,65.149,0.57,0.49,0.54314,65.311,0.57,0.49,0.542043,,35.834,0.37,2.639,-0.32,-4.994,,,0.215,,71.147,3.383,74.53,-1.8,2.506,-84.281,-0.8,-6.789,-16.634,1.13599,-0.253536,0.78,68.662606,,67.392863,
09/30/2013,159.03,154.308,119.124,0.0,1.912,33.272,0.0,0.0,1.242,3.48,-94.329,47.445,18.4,29.045,7.543,39.341,,0.0,0.0,64.701,-25.311,25.762,-0.381,-0.07,39.39,0.0,0.0,0.0,63.366,-23.976,-23.976,0.0,63.366,-1.268,62.098,-0.135,,61.962,37.986,0.0,65.504,0.94,0.579904,0.579904,65.647,0.94,0.574774,0.574774,,35.334,0.375,2.68,-0.345,-23.861,,,0.223,,76.369,,76.369,-1.1,2.335,-81.941,-0.8,-8.878,-14.015,1.158194,-0.212548,0.78,67.346227,,67.416098,
12/31/2013,163.846,159.953,120.807,0.0,3.323,35.823,0.0,0.0,1.385,2.508,-100.376,50.095,18.155,31.94,9.068,41.213,,0.0,0.0,63.47,-33.867,24.663,-0.433,9.637,29.603,0.0,0.0,0.0,29.603,0.0,0.0,0.0,29.603,-1.147,28.456,-0.135,,28.321,38.226,9.905,65.965,0.43,0.43,0.579489,66.113,0.42,0.42,0.569819,,37.143,0.383,2.607,-0.305,0.0,,,0.223,,68.372,,68.372,,2.461,,,,70.833,1.029575,1.066634,0.78,75.759434,73.127271,75.254051,
03/31/2014,170.828,166.193,123.887,0.0,2.123,40.183,0.0,0.0,1.235,3.4,-107.384,55.83,18.7,37.13,7.704,43.85,,0.0,0.0,63.444,-22.899,23.137,-0.213,-0.025,40.545,0.0,0.0,0.0,40.545,0.0,0.0,0.0,40.545,-1.792,38.753,-0.135,,38.618,38.618,0.0,66.615,0.58,0.58,0.58,66.773,0.57,0.57,0.57,,39.549,0.409,2.831,-0.369,,,,0.716,,81.754,,81.754,-1.1,,-74.906,,-5.219,0.529,1.207753,0.007815,0.78,64.582748,9980.903592,64.169337,
06/30/2014,167.947,162.383,125.372,0.0,2.045,34.966,0.0,0.0,1.239,4.325,-99.586,50.569,19.164,31.405,8.124,40.893,,0.0,0.0,68.361,-22.945,23.213,-0.25,-0.018,45.416,0.0,0.0,0.0,45.416,0.0,0.0,0.0,45.416,-1.871,43.545,-0.136,,43.41,43.41,0.0,67.11,0.64,0.64,0.64,67.277,0.64,0.64,0.64,,36.499,0.441,2.947,-0.383,,,,0.715,,83.628,,83.628,-1.1,2.77,-82.537,-0.7,-9.004,-6.943,1.226451,-0.101823,0.78,63.598149,,63.109246,
09/30/2014,170.938,166.112,128.052,0.0,2.363,35.697,0.0,0.0,1.204,3.622,-103.316,52.282,20.374,31.908,8.374,42.66,,0.0,0.0,67.622,-18.573,23.422,-4.847,-0.002,49.049,0.0,0.0,0.0,49.049,0.0,0.0,0.0,49.049,-1.974,47.075,-0.135,,46.939,46.939,0.0,67.559,0.69,0.69,0.69,67.732,0.69,0.69,0.69,,37.964,0.352,3.193,-0.376,-4.401,,,0.798,,84.47,,84.47,-1.3,,-74.642,,-7.353,1.175,1.230283,0.017114,0.87,70.715437,5083.68766,70.164555,
12/31/2014,176.377,171.634,131.39,0.0,3.638,36.606,0.0,0.0,1.332,3.411,-104.767,53.242,18.268,34.974,8.114,43.411,,0.0,0.0,71.61,-34.331,24.169,-0.334,10.496,37.279,0.0,0.0,0.0,37.279,0.0,0.0,0.0,37.279,-2.117,35.162,-0.135,,35.027,45.572,10.545,67.997,0.51,0.51,0.670206,68.179,0.51,0.51,0.664666,,38.493,0.353,3.42,-0.346,0.0,,,0.798,,77.745,10.499,88.244,-1.6,,-70.191,,-6.895,9.558,1.276992,0.138315,0.87,68.128836,628.997803,76.091569,
03/31/2015,184.792,181.166,134.7,0.0,2.764,43.702,0.0,0.0,1.161,2.465,-112.67,61.833,20.394,41.439,8.853,41.984,,0.0,0.0,72.122,-23.919,24.168,-0.22,-0.029,48.203,0.0,0.0,0.0,48.203,0.0,0.0,0.0,48.203,-2.017,46.186,-0.135,,46.051,46.051,0.0,68.368,0.67,0.67,0.67,68.563,0.67,0.67,0.67,,36.953,0.331,3.44,-0.32,,,,0.833,,87.288,,87.288,-1.3,,-57.36,-0.7,-4.311,23.617,1.255671,0.33974,0.87,69.285641,256.07846,68.453854,
06/30/2015,181.461,175.884,136.242,0.0,2.503,37.139,0.0,0.0,1.157,4.42,-105.26,53.29,20.667,32.623,9.299,42.671,,0.0,0.0,76.201,-30.528,23.445,-0.406,7.489,45.673,0.0,0.0,0.0,45.673,0.0,0.0,0.0,45.673,-2.041,43.632,-0.136,,43.497,51.06,7.563,68.531,0.63,0.63,0.745064,68.713,0.63,0.63,0.740067,,37.391,0.335,3.676,-0.253,-11.509,,,0.808,,73.944,19.006,92.95,-1.8,,-76.357,0.6,-6.475,8.918,1.334587,0.128046,0.87,65.188693,679.444831,81.200638,
09/30/2015,185.252,181.562,138.316,0.0,3.374,39.872,0.0,0.0,1.211,2.479,-109.335,56.243,21.804,34.439,9.374,43.718,,0.0,0.0,75.917,-21.367,21.733,-0.36,-0.006,54.55,0.0,0.0,0.0,54.55,0.0,0.0,0.0,54.55,-2.103,52.447,-0.135,,52.311,52.311,0.0,69.006,0.75,0.75,0.75,69.181,0.75,0.75,0.75,,38.251,0.352,3.689,-0.326,0.0,,,0.879,,95.157,,95.157,-1.9,,-56.067,-0.6,-4.943,31.647,1.35704,0.45132,0.94,69.268409,208.278004,68.598211,
12/31/2015,192.507,189.2,143.364,0.0,3.27,42.566,0.0,0.0,0.861,2.446,-116.593,62.051,22.959,39.092,8.119,46.423,,0.0,0.0,75.914,-5.916,23.207,-0.43,-16.861,69.998,0.0,0.0,0.0,218.424,0.0,0.0,0.0,69.998,-8.205,67.954,-0.541,,67.819,50.998,-16.821,69.272,0.98,0.98,0.736199,69.456,0.97,0.97,0.727818,,152.888,1.344,15.026,-1.147,-28.33,,,3.398,,352.857,0.0,352.857,-2.6,,-69.253,0.8,-8.321,273.483,5.046582,3.91137,0.94,18.626469,24.032499,18.510898,
03/31/2016,198.344,195.308,146.035,0.0,3.069,46.204,0.0,0.0,0.724,2.312,-121.422,65.613,22.794,42.819,8.01,47.799,,0.0,0.0,76.922,2.141,23.729,-0.041,-25.829,79.063,0.0,0.0,0.0,79.063,0.0,0.0,0.0,79.063,-2.108,76.955,-0.135,,76.82,51.094,-25.726,69.771,1.1,1.1,0.73231,69.957,1.1,1.1,0.73226,,41.728,,4.204,-0.292,-25.726,,,0.855,,97.589,,97.589,-2.0,,-71.497,-0.3,-7.159,16.633,1.377073,0.234707,0.94,68.260747,400.498888,68.21568,
06/30/2016,197.981,192.935,149.573,0.0,2.482,40.88,0.0,0.0,1.558,3.488,-117.846,60.375,23.397,36.978,9.036,48.435,,0.0,0.0,80.135,-21.237,23.101,0.0,-1.864,58.898,0.0,0.0,0.0,58.898,0.0,0.0,0.0,58.898,-2.957,55.941,-0.136,,55.806,54.019,-1.787,70.797,0.79,0.79,0.763013,70.974,0.78,0.78,0.754822,,42.299,,4.265,-0.277,-0.701,,,0.792,,102.183,,102.183,-2.7,,-100.905,-0.4,-8.269,-10.091,1.423419,-0.140569,0.94,66.038167,,65.586252,
09/30/2016,201.157,197.469,149.895,0.0,2.315,45.259,0.0,0.0,0.929,2.759,-120.696,63.561,24.973,38.588,8.232,48.903,,0.0,0.0,80.461,-19.263,24.313,0.0,-5.05,61.198,0.0,0.0,0.0,61.198,0.0,0.0,0.0,61.198,-2.221,58.977,-0.135,,58.841,53.896,-4.945,71.319,0.82,0.82,0.755703,71.489,0.82,0.82,0.750829,,42.779,,4.26,-0.257,-4.706,,,0.75,,101.668,,101.668,-2.7,,-139.261,-0.5,-8.976,-49.769,1.406741,-0.688635,0.98,69.664555,,68.745938,
12/31/2016,204.109,200.871,153.514,0.0,3.111,44.246,0.0,0.0,0.782,2.456,-120.632,64.063,24.122,39.941,8.121,48.448,,0.0,0.0,83.477,-23.753,23.851,-0.009,-0.089,59.724,0.0,0.0,0.0,59.724,0.0,0.0,0.0,59.724,-1.687,58.037,-0.135,,57.902,57.902,0.0,71.628,0.81,0.81,0.81,71.785,0.8,0.8,0.8,,42.392,,4.146,-0.269,0.0,,,0.748,,104.919,,104.919,-1.9,,-146.363,-1.2,-10.206,-54.75,1.446161,-0.754652,0.98,67.76561,,67.20613,
03/31/2017,207.389,204.447,155.646,0.0,2.823,45.978,0.0,0.0,0.752,2.19,-125.845,66.199,25.09,41.109,8.267,51.379,,0.0,0.0,81.544,-23.474,23.758,,-0.284,58.07,0.0,0.0,0.0,58.07,0.0,0.0,0.0,58.07,-1.88,56.19,-0.135,,56.055,55.877,-0.178,71.862,0.78,0.78,0.77756,72.005,0.78,0.78,0.777528,,44.682,,4.684,-0.34,-0.07,,,0.784,,105.795,,105.795,-3.6,,-109.253,-1.1,-9.15,-17.308,1.453128,-0.237731,1.0,68.817052,,66.823574,
06/30/2017,208.049,204.246,157.717,0.0,2.397,44.132,0.0,0.0,0.735,3.068,-124.959,63.65,26.522,37.128,8.643,52.666,,0.0,0.0,83.09,-4.957,23.907,0.114,-19.064,78.133,0.0,0.0,0.0,78.133,0.0,0.0,0.0,78.133,-1.842,76.291,0.0,,76.156,57.16,-18.996,72.001,1.05,1.05,0.793878,72.124,1.05,1.05,0.78662,,45.634,,5.066,-0.357,-18.814,,,0.783,,108.603,,108.603,-3.8,,-116.292,-1.3,-12.587,-25.376,1.487325,-0.347526,1.0,67.234791,,66.297432,
09/30/2017,217.953,212.048,161.808,0.0,2.304,47.936,0.0,0.0,0.734,5.171,-133.456,68.742,27.492,41.25,9.103,55.611,,,0.0,84.497,24.385,26.287,0.182,-50.854,108.882,0.0,0.0,0.0,108.882,0.0,0.0,0.0,108.882,-2.105,106.777,-0.041,,106.6,55.825,-50.775,72.091,1.47,1.47,0.774369,72.206,1.47,1.47,0.766804,,48.796,,4.78,-0.357,-50.775,,,0.788,,109.968,,109.968,-3.9,,-118.882,-0.9,-9.482,-23.196,1.502726,-0.316976,1.0,66.545722,,65.930998,
12/31/2017,223.957,220.72,165.423,0.0,3.624,51.673,0.0,0.0,0.841,2.396,-140.8,74.138,28.735,45.403,10.268,56.394,,0.0,0.0,83.157,-30.372,26.173,0.121,4.078,52.785,0.0,0.0,0.0,52.785,0.0,0.0,0.0,52.785,-2.129,50.656,-1.741,,48.645,52.945,4.3,72.515,0.67,0.67,0.730125,72.598,0.67,0.67,0.72923,,49.607,,4.594,-0.32,-7.973,,,0.788,,95.611,12.3,107.911,-1.6,,-107.739,-1.4,-13.413,-16.241,1.468477,-0.221011,1.0,68.097784,,76.405435,
03/31/2018,225.405,224.648,168.165,0.0,2.774,53.709,0.0,0.0,0.757,0.0,-139.26,73.221,28.448,44.773,7.929,58.11,,0.0,0.0,86.145,-23.214,26.184,0.525,-3.495,62.931,0.0,0.0,0.0,62.931,0.0,0.0,0.0,62.931,-1.684,61.247,-1.875,,59.237,55.921,-3.316,72.905,0.81,0.81,0.767039,72.968,0.81,0.81,0.764555,,51.351,,4.6,-0.388,-3.316,,,0.775,,112.394,,112.394,-1.9,,-70.063,0.9,-11.774,29.557,1.52217,0.400295,1.0,65.695678,249.815611,65.086215,
06/30/2018,224.902,224.168,170.528,,42.531,11.109,0.0,0.0,0.734,0.0,-135.006,68.212,28.307,39.905,8.413,58.381,,,0.0,89.896,-24.363,27.766,0.728,-4.131,65.533,0.0,0.0,0.0,65.533,0.0,0.0,0.0,65.533,-1.938,63.595,-1.875,,61.584,57.612,-3.972,72.99,0.84,0.84,0.789314,73.025,0.84,0.84,0.785608,,52.011,,4.702,-0.398,-3.972,,,0.759,,114.822,,114.822,-1.4,,-77.558,-1.0,-11.685,23.179,1.554169,0.313738,1.0,64.34307,318.736788,63.790911,
09/30/2018,229.753,228.96,172.669,0.0,2.392,53.899,0.0,0.0,0.793,0.0,-139.411,70.995,29.086,41.909,7.638,60.778,,0.0,0.0,90.342,-26.162,28.166,1.44,-3.444,64.18,0.0,0.0,0.0,64.18,0.0,0.0,0.0,64.18,-1.622,62.558,-1.875,,60.548,57.423,-3.125,73.408,0.82,0.82,0.782244,73.408,0.82,0.82,0.77743,,54.132,,5.232,-0.353,-3.125,,,0.765,,117.334,,117.334,-1.4,,-72.094,2.0,-11.251,34.589,1.580171,0.46582,1.02,64.549986,218.968689,64.110999,
12/31/2018,235.376,234.511,175.776,0.0,3.368,55.367,0.0,0.0,0.865,0.0,-152.038,75.442,28.935,46.507,9.62,66.976,,0.0,0.0,83.338,-26.956,28.038,0.705,-1.787,56.382,0.0,0.0,0.0,56.382,0.0,0.0,0.0,56.382,-1.875,54.507,-1.875,,52.496,50.994,-1.502,73.79,0.71,0.71,0.691069,73.796,0.71,0.71,0.689647,,55.604,,10.069,-0.33,-1.502,,,0.754,,117.227,,117.227,-0.3,,-81.904,-3.0,-11.154,20.869,1.570776,0.279633,1.05,66.845948,375.492357,64.59604,
03/31/2019,232.227,231.492,175.31,0.0,1.935,54.247,0.0,0.0,0.735,0.0,-141.134,71.947,27.687,44.26,9.565,59.622,,0.0,0.0,91.093,-29.29,28.033,1.434,-0.177,61.803,0.0,0.0,0.0,61.803,0.0,0.0,0.0,61.803,-1.659,60.144,-1.875,,58.134,58.134,0.0,74.2,0.78,0.78,0.78,74.2,0.78,0.78,0.78,,53.489,,4.75,-0.344,,,,0.729,,116.893,,116.893,-1.4,,-61.879,-1.8,-5.792,46.022,1.558366,0.613545,1.02,65.453192,166.247012,65.107406,
06/30/2019,230.465,229.731,176.779,0.0,40.105,12.847,0.0,0.0,0.734,0.0,-137.083,66.604,25.166,41.438,11.422,59.057,,,0.0,93.382,-10.715,27.482,-0.381,-16.386,82.667,0.0,0.0,0.0,82.667,0.0,0.0,0.0,82.667,-1.765,80.902,-1.875,,78.891,62.694,-16.197,74.713,1.05,1.05,0.839131,74.713,1.05,1.05,0.83321,,53.323,,4.537,-0.346,-16.197,,,0.661,,121.005,,121.005,-2.9,,-89.251,-1.4,-19.683,7.771,1.60365,0.102987,1.02,63.604909,990.414618,63.178381,
