Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2015,25124.0,6804.0,1248.0,682.0,-189.0,-33.0,-620.0,464.0,0.0,16579.0,13319.0,6012.0,11262.0,-14014.0,0.0,2251.0,0.0,0.0,0.0,10271.0,23166.0,1605.0,21561.0,0.0,-12895.0,-252.0,-12643.0,0.0,-8911.0,-30386.0,17058.0,4417.0,-1263.0,0.0,-1263.0,0.0,2154.0,-30084.0,-1944.0,-19582.0,-23454.0,-594.0,15658.0,-11192.0,-416.0,832.0,-1248.0,-7628.0,-514.0,-128.0,-2837.0,1038.0,2322,
12/31/2015,16167.0,5434.0,1273.0,1251.0,2238.0,,1863.0,,375.0,5971.0,2729.0,-1890.0,11248.0,-6116.0,0.0,27258.0,0.0,0.0,0.0,13573.0,30617.0,1309.0,29308.0,0.0,-17044.0,-274.0,-16770.0,0.0,12896.0,-33071.0,41997.0,3970.0,0.0,0.0,0.0,0.0,789.0,-43998.0,-2195.0,-44336.0,-10213.0,-27626.0,9368.0,-15865.0,-1219.0,0.0,-1219.0,7788.0,-4036.0,-195.0,-768.0,2552.0,1596,
03/31/2016,-21383.0,5520.0,1289.0,1824.0,1374.0,,906.0,,468.0,-31390.0,-12886.0,361.0,-11115.0,-7750.0,0.0,-34581.0,0.0,0.0,0.0,9080.0,28739.0,1218.0,27521.0,0.0,-19659.0,-134.0,-19525.0,0.0,-43823.0,-15925.0,-30758.0,2860.0,0.0,0.0,0.0,0.0,162.0,53584.0,-1946.0,8269.0,807.0,8304.0,15718.0,-16560.0,-1696.0,0.0,-1696.0,51978.0,-3021.0,102.0,-2278.0,447.0,2129,
06/30/2016,-1524.0,6200.0,1336.0,1402.0,204.0,,-329.0,,533.0,-10666.0,-1382.0,-2968.0,-7292.0,976.0,0.0,-17483.0,0.0,,0.0,7131.0,29608.0,1500.0,28108.0,0.0,-22477.0,0.0,-22477.0,0.0,-23876.0,-27169.0,554.0,2739.0,0.0,0.0,0.0,0.0,-738.0,20575.0,-2174.0,9430.0,-496.0,5042.0,20346.0,-15462.0,-2840.0,0.0,-2840.0,16231.0,-72.0,-70.0,1498.0,814.0,2154,
09/30/2016,4192.0,6286.0,1407.0,1271.0,697.0,,274.0,,423.0,-5469.0,-16981.0,1744.0,676.0,9092.0,0.0,-60038.0,0.0,0.0,0.0,5953.0,30718.0,1724.0,28994.0,0.0,-24765.0,0.0,-24765.0,0.0,-64977.0,-22110.0,-46029.0,3162.0,0.0,0.0,0.0,0.0,-1014.0,57540.0,-2069.0,18596.0,-780.0,2451.0,35957.0,-19032.0,-2295.0,0.0,-2295.0,45156.0,-1848.0,-14.0,1680.0,549.0,2639,
12/31/2016,38911.0,6727.0,1446.0,864.0,4175.0,,3800.0,,375.0,25699.0,18753.0,-48.0,11916.0,-4922.0,0.0,-2847.0,0.0,0.0,0.0,-25506.0,31695.0,1776.0,29919.0,0.0,-57201.0,-9.0,-57192.0,0.0,23894.0,-15792.0,33018.0,6668.0,0.0,0.0,0.0,0.0,-1235.0,-33428.0,-2287.0,-11628.0,-1992.0,-2790.0,11049.0,-17895.0,-2251.0,0.0,-2251.0,-16029.0,-1233.0,-153.0,2483.0,595.0,2586,
03/31/2017,-22559.0,6448.0,1464.0,1315.0,1233.0,,629.0,,604.0,-33019.0,-24995.0,-3332.0,-7767.0,3075.0,0.0,47112.0,0.0,0.0,0.0,8050.0,28466.0,1193.0,27273.0,0.0,-20416.0,0.0,-20416.0,0.0,39086.0,-2545.0,39380.0,2251.0,0.0,0.0,0.0,0.0,-24.0,43605.0,-2045.0,12452.0,4308.0,17655.0,16538.0,-26049.0,-2832.0,0.0,-2832.0,35930.0,100.0,2574.0,70732.0,356.0,3195,
06/30/2017,1550.0,7029.0,1504.0,1215.0,-231.0,,-790.0,,559.0,-7967.0,-4901.0,-1734.0,-4173.0,2841.0,0.0,51576.0,0.0,0.0,0.0,21079.0,46276.0,1096.0,45180.0,0.0,-25197.0,0.0,-25197.0,0.0,29923.0,-21721.0,46133.0,5511.0,0.0,0.0,0.0,0.0,574.0,4306.0,-2341.0,-6486.0,13914.0,-17698.0,18992.0,-21694.0,-3007.0,0.0,-3007.0,17192.0,-1052.0,5329.0,62761.0,1380.0,3127,
09/30/2017,-4895.0,6732.0,1579.0,1452.0,466.0,,-26.0,,492.0,-15124.0,-39770.0,4414.0,2145.0,18087.0,0.0,23167.0,0.0,0.0,0.0,1244.0,29942.0,1219.0,28723.0,0.0,-28698.0,-594.0,-28104.0,0.0,21818.0,-15119.0,33099.0,3838.0,0.0,0.0,0.0,0.0,105.0,-11506.0,-2092.0,-2850.0,784.0,3774.0,10781.0,-18189.0,-4763.0,0.0,-4763.0,-1770.0,-31.0,1864.0,8630.0,1502.0,3972,
12/31/2017,15077.0,4232.0,1632.0,1308.0,2980.0,,2499.0,,481.0,4925.0,40430.0,-706.0,-6073.0,-28726.0,0.0,-93606.0,0.0,0.0,0.0,12850.0,46197.0,1055.0,45142.0,0.0,-33347.0,-1755.0,-31592.0,0.0,-105238.0,-22265.0,-87164.0,4191.0,0.0,0.0,0.0,0.0,-1218.0,-21763.0,-2515.0,-20123.0,-2466.0,-10470.0,9960.0,-17147.0,-4808.0,1258.0,-6066.0,5670.0,13.0,-1681.0,-101973.0,1087.0,3859,
03/31/2018,-35109.0,8712.0,1797.0,1165.0,776.0,,-175.0,,951.0,-47559.0,-36423.0,-1710.0,-5009.0,-4417.0,0.0,-45021.0,0.0,0.0,0.0,8814.0,28180.0,698.0,27482.0,0.0,-19366.0,-4686.0,-14680.0,0.0,-53186.0,-8226.0,-49179.0,4219.0,0.0,0.0,0.0,0.0,-649.0,60589.0,-2236.0,19243.0,11029.0,20185.0,19916.0,-31887.0,-4671.0,0.0,-4671.0,49429.0,-1176.0,3049.0,-16492.0,429.0,4431,
06/30/2018,35685.0,8316.0,1927.0,1210.0,619.0,,-41.0,,660.0,23613.0,12429.0,226.0,-3074.0,14032.0,0.0,6047.0,0.0,0.0,0.0,2711.0,18224.0,760.0,17464.0,0.0,-15513.0,-2740.0,-12773.0,0.0,4599.0,-25215.0,21070.0,8744.0,0.0,0.0,0.0,0.0,-1263.0,-46823.0,-2480.0,299.0,1122.0,-3789.0,21250.0,-18284.0,-4968.0,0.0,-4968.0,-39329.0,-345.0,-4541.0,-9632.0,3477.0,4720,
09/30/2018,13189.0,8380.0,1992.0,948.0,461.0,,-107.0,,568.0,1408.0,10480.0,1463.0,-3252.0,-7283.0,0.0,-808.0,0.0,0.0,0.0,-460.0,19804.0,810.0,18994.0,0.0,-20264.0,-1187.0,-19077.0,0.0,-273.0,-16314.0,8850.0,7191.0,0.0,0.0,0.0,0.0,-75.0,2553.0,-2273.0,1357.0,823.0,6323.0,13676.0,-19465.0,-4416.0,0.0,-4416.0,5174.0,2711.0,-1017.0,13917.0,-1709.0,5993,
12/31/2018,422.0,7066.0,2075.0,1548.0,2582.0,,2044.0,,538.0,-12849.0,-13428.0,-8667.0,5486.0,3760.0,0.0,-158211.0,0.0,0.0,0.0,-29111.0,20205.0,677.0,19528.0,0.0,-49316.0,-755.0,-48561.0,0.0,-126101.0,-31831.0,-103942.0,9672.0,0.0,0.0,0.0,0.0,-2999.0,17839.0,-3120.0,16341.0,5502.0,696.0,16820.0,-6677.0,-5928.0,1696.0,-7624.0,11454.0,-908.0,-354.0,-140304.0,1345.0,6008,
03/31/2019,-80880.0,9179.0,2038.0,1495.0,873.0,,233.0,,640.0,-94465.0,-120865.0,7917.0,869.0,17614.0,0.0,36301.0,0.0,0.0,0.0,-2772.0,30472.0,570.0,29902.0,0.0,-33244.0,0.0,-33244.0,0.0,40842.0,3799.0,22459.0,14584.0,0.0,0.0,0.0,0.0,-1769.0,69435.0,-3033.0,44942.0,1455.0,40352.0,15560.0,-12425.0,-4166.0,1850.0,-6016.0,26799.0,4893.0,-1045.0,23811.0,534.0,7336,
06/30/2019,-13854.0,9652.0,2046.0,1149.0,249.0,,-275.0,,524.0,-26950.0,3482.0,1170.0,-16285.0,-15317.0,0.0,-8877.0,0.0,0.0,0.0,-36286.0,37373.0,745.0,36628.0,0.0,-73659.0,-818.0,-72841.0,0.0,27303.0,-20702.0,31298.0,16707.0,0.0,0.0,0.0,0.0,106.0,-12966.0,-3048.0,-44731.0,-11362.0,-21009.0,13599.0,-25959.0,-5210.0,0.0,-5210.0,35996.0,4027.0,1131.0,-34566.0,2358.0,6458,
09/30/2019,17695.0,9080.0,2145.0,1514.0,83.0,,-398.0,,481.0,4873.0,27531.0,-2511.0,-673.0,-19474.0,0.0,-65605.0,0.0,0.0,0.0,-85809.0,19232.0,924.0,18308.0,0.0,-105041.0,-10864.0,-94177.0,0.0,22824.0,-9074.0,10450.0,21448.0,0.0,0.0,0.0,0.0,-2620.0,39537.0,-2975.0,37859.0,-10670.0,46085.0,15996.0,-13552.0,-5579.0,2250.0,-7829.0,14352.0,-4120.0,-3068.0,-11441.0,586.0,6996,
12/31/2019,83085.0,8520.0,2139.0,1427.0,1740.0,,1389.0,,351.0,69259.0,47053.0,1626.0,16011.0,4569.0,0.0,-15832.0,0.0,0.0,0.0,-4905.0,38727.0,1184.0,37543.0,0.0,-43632.0,-1745.0,-41887.0,0.0,-10175.0,-27720.0,8189.0,9356.0,0.0,0.0,0.0,0.0,-752.0,-63019.0,-3287.0,-73809.0,-7984.0,-64081.0,15930.0,-17674.0,-8121.0,900.0,-9021.0,23855.0,-1657.0,2800.0,7034.0,2146.0,9128,
03/31/2020,-120772.0,2865.0,2197.0,8285.0,-918.0,,-1329.0,,411.0,-133201.0,-67116.0,-539.0,-49323.0,-16223.0,0.0,-135150.0,0.0,0.0,0.0,-65801.0,66009.0,2599.0,63410.0,0.0,-131810.0,-205.0,-131605.0,0.0,-56241.0,-64925.0,1120.0,7564.0,0.0,0.0,0.0,0.0,-13108.0,362305.0,-3188.0,67522.0,12455.0,49273.0,34851.0,-29057.0,-3447.0,4500.0,-7947.0,297976.0,3442.0,-2480.0,103903.0,763.0,4374,
06/30/2020,83740.0,4687.0,2149.0,10473.0,-2731.0,,-3517.0,,786.0,69162.0,7204.0,-1062.0,49697.0,13323.0,0.0,-48467.0,0.0,0.0,0.0,-83144.0,32668.0,3033.0,29635.0,0.0,-115812.0,-4809.0,-111003.0,0.0,27474.0,31553.0,-8700.0,4621.0,0.0,0.0,0.0,0.0,7203.0,89131.0,-3154.0,7164.0,-4463.0,2621.0,22893.0,-13887.0,0.0,0.0,0.0,84808.0,313.0,1791.0,126195.0,3081.0,4865,
