Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/2012,3261.0,3218.0,43.0,-2900.0,2900.0,361.0,0.0,-533.0,372.0,132.0,29.0,-172.0,-79.0,,62.0,,4.0,13.0,-251.0,123.0,,,-128.0,34.0,34.0,0.0,-162.0,-10.0,-172.0,,0.0,-172.0,-119.15,18.85,68.7,-2.5,-2.01,-1.734352,68.7,-2.5,-2.01,-1.735619,
07/31/2012,3246.0,3204.0,42.0,-2800.0,2800.0,446.0,0.0,-461.0,322.0,135.0,4.0,-15.0,-81.0,,59.0,,10.0,12.0,-96.0,188.0,,,92.0,-4.0,-4.0,0.0,96.0,-12.0,84.0,,0.0,84.0,82.6,2.6,68.7,1.22,1.16,1.202329,68.9,1.22,1.16,1.197736,
10/31/2012,3179.0,3140.0,39.0,-3051.0,3051.0,128.0,0.0,-590.0,370.0,130.0,90.0,-462.0,-95.0,,77.0,,8.0,10.0,-557.0,-2167.0,,,-2724.0,32.0,32.0,0.0,-2756.0,-13.0,-2769.0,,0.0,-2769.0,-2678.5,58.5,69.0,-40.13,-39.67,-38.818841,69.0,-40.13,-39.67,-38.822174,
01/31/2013,2637.0,2598.0,39.0,-2286.0,2286.0,351.0,0.0,-398.0,285.0,111.0,2.0,-47.0,-37.0,,74.0,,1.0,-38.0,-84.0,-15.0,,,-99.0,9.0,9.0,0.0,-108.0,-15.0,-123.0,,0.0,-123.0,-112.7,1.3,80.2,-1.53,-1.42,-1.405237,80.2,-1.53,-1.42,-1.405237,
04/30/2013,2526.0,2487.0,39.0,-2363.0,2363.0,163.0,0.0,-418.0,312.0,100.0,6.0,-255.0,-67.0,,90.0,,-4.0,-19.0,-322.0,-22.0,,,-344.0,21.0,21.0,0.0,-365.0,-9.0,-374.0,,0.0,-374.0,-349.1,3.9,80.4,-4.65,-4.39,-4.34204,80.4,-4.65,-4.39,-4.34204,
07/31/2013,2861.0,2820.0,41.0,-2547.0,2547.0,314.0,0.0,-430.0,308.0,99.0,23.0,-116.0,-95.0,,76.0,,-3.0,22.0,-211.0,-16.0,,,-227.0,10.0,10.0,0.0,-237.0,-10.0,-247.0,,0.0,-247.0,-222.05,14.95,80.6,-3.06,-2.94,-2.754963,80.6,-3.06,-2.94,-2.754963,
10/31/2013,2751.0,2712.0,39.0,-2565.0,2565.0,186.0,0.0,-497.0,310.0,96.0,91.0,-311.0,-46.0,,81.0,,-5.0,-30.0,-357.0,224.0,,,-133.0,1.0,1.0,0.0,-134.0,-20.0,-154.0,,0.0,-154.0,-93.85,59.15,80.6,-1.91,-1.9,-1.164392,80.6,-1.91,-1.9,-1.166129,
01/31/2014,2208.0,2169.0,39.0,-2014.0,2014.0,194.0,0.0,-350.0,239.0,90.0,21.0,-156.0,-96.0,,82.0,,,14.0,-252.0,12.0,,,-240.0,-1.0,-1.0,0.0,-239.0,-9.0,-248.0,,0.0,-248.0,-235.35,13.65,81.2,-3.05,-3.07,-2.898399,81.2,-3.05,-3.07,-2.901897,
04/30/2014,2746.0,2708.0,38.0,-2468.0,2468.0,278.0,0.0,-479.0,237.0,83.0,159.0,-201.0,-63.0,,74.0,,-3.0,-8.0,-264.0,-23.0,,,-287.0,-1.0,-1.0,0.0,-286.0,-11.0,-297.0,,0.0,-297.0,-194.65,103.35,81.4,-3.65,-3.66,-2.391278,81.4,-3.65,-3.66,-2.391278,
07/31/2014,2844.0,2806.0,38.0,-2417.0,2417.0,427.0,0.0,-341.0,241.0,80.0,20.0,86.0,-65.0,,78.0,,-2.0,-11.0,21.0,-14.0,,,7.0,-1.0,-1.0,0.0,8.0,-10.0,-2.0,,0.0,-2.0,10.0,13.0,81.4,-0.02,-0.04,0.12285,81.4,-0.02,-0.04,0.119705,
10/31/2014,3008.0,2970.0,38.0,-2635.0,2635.0,373.0,0.0,-365.0,262.0,78.0,25.0,8.0,-69.0,,80.0,,-4.0,-7.0,-61.0,-1.0,,,-62.0,0.0,0.0,0.0,-62.0,-10.0,-72.0,,0.0,-72.0,-55.75,16.25,81.5,-0.88,-0.88,-0.684049,81.5,-0.88,-0.88,-0.684049,
01/31/2015,2421.0,2385.0,36.0,-2045.0,2045.0,376.0,0.0,-330.0,241.0,79.0,10.0,46.0,-72.0,,77.0,,-2.0,-3.0,-26.0,-7.0,,,-33.0,0.0,0.0,0.0,-33.0,-9.0,-42.0,0.0,0.0,-42.0,-33.55,8.45,81.5,-0.52,-0.52,-0.411656,81.5,-0.52,-0.52,-0.416319,
04/30/2015,2693.0,2658.0,35.0,-2360.0,2360.0,333.0,0.0,-326.0,243.0,76.0,7.0,7.0,-46.0,,75.0,,-1.0,-28.0,-39.0,-18.0,,,-57.0,0.0,0.0,0.0,-57.0,-7.0,-64.0,,0.0,-64.0,-65.95,-1.95,81.6,-0.78,-0.78,-0.808211,81.6,-0.78,-0.78,-0.808211,
07/31/2015,2538.0,2501.0,37.0,-2172.0,2172.0,366.0,0.0,-311.0,220.0,71.0,20.0,55.0,-66.0,,75.0,,-3.0,-6.0,-11.0,-12.0,,,-23.0,-2.0,-2.0,0.0,-21.0,-7.0,-28.0,,0.0,-28.0,-17.0,13.0,81.6,-0.34,-0.37,-0.208333,81.6,-0.34,-0.37,-0.210686,
10/31/2015,2488.0,2451.0,37.0,-2093.0,2093.0,395.0,0.0,-335.0,204.0,62.0,69.0,60.0,-87.0,,80.0,,0.0,7.0,-27.0,-14.0,,,-41.0,-1.0,-1.0,0.0,-40.0,-10.0,-50.0,0.0,0.0,-50.0,2.95,53.95,81.6,-0.61,-0.62,0.036152,81.6,-0.61,-0.62,0.036152,
01/31/2016,1765.0,1730.0,35.0,-1466.0,1466.0,299.0,0.0,-268.0,205.0,58.0,5.0,31.0,-60.0,,81.0,,1.0,-22.0,-29.0,5.0,,,-24.0,0.0,0.0,0.0,-24.0,-9.0,-33.0,,0.0,-33.0,-39.5,-6.5,81.7,-0.4,-0.4,-0.483476,81.7,-0.4,-0.4,-0.483476,
04/30/2016,2197.0,2164.0,33.0,-1845.0,1845.0,352.0,0.0,-269.0,202.0,61.0,6.0,83.0,-54.0,,81.0,,-2.0,-25.0,29.0,-16.0,,,13.0,0.0,0.0,0.0,13.0,-9.0,4.0,0.0,0.0,4.0,7.9,3.9,81.7,0.05,0.05,0.096695,82.0,0.05,0.05,0.096695,
07/31/2016,2086.0,2052.0,34.0,-1757.0,1757.0,329.0,0.0,-276.0,197.0,62.0,17.0,53.0,-67.0,,84.0,,-2.0,-15.0,-14.0,-14.0,,,-28.0,0.0,0.0,0.0,-28.0,-6.0,-34.0,,0.0,-34.0,-22.95,11.05,81.7,-0.42,-0.42,-0.280906,81.7,-0.42,-0.42,-0.284749,
10/31/2016,2063.0,2030.0,33.0,-1744.0,1744.0,319.0,0.0,-273.0,198.0,66.0,9.0,46.0,-64.0,,81.0,,-3.0,-14.0,-18.0,-8.0,,,-26.0,0.0,0.0,0.0,-26.0,-8.0,-34.0,0.0,0.0,-34.0,-28.15,5.85,81.7,-0.42,-0.42,-0.344553,81.7,-0.42,-0.42,-0.348397,
01/31/2017,1663.0,1629.0,34.0,-1370.0,1370.0,293.0,0.0,-272.0,200.0,63.0,9.0,21.0,-71.0,,82.0,,-3.0,-8.0,-50.0,-4.0,,,-54.0,0.0,0.0,0.0,-54.0,-8.0,-62.0,,0.0,-62.0,-56.15,5.85,81.8,-0.76,-0.76,-0.68643,81.8,-0.76,-0.76,-0.688484,
04/30/2017,2096.0,2063.0,33.0,-1776.0,1776.0,320.0,0.0,-293.0,221.0,65.0,7.0,27.0,-96.0,,89.0,,-2.0,9.0,-69.0,-6.0,,,-75.0,0.0,0.0,0.0,-75.0,-5.0,-80.0,,0.0,-80.0,-72.85,7.15,93.3,-0.86,-0.86,-0.780815,93.3,-0.86,-0.86,-0.783365,
07/31/2017,2213.0,2178.0,35.0,-1803.0,1803.0,410.0,0.0,-287.0,233.0,61.0,-7.0,123.0,-82.0,,91.0,,-1.0,-8.0,41.0,0.0,,,41.0,-1.0,-1.0,0.0,42.0,-5.0,37.0,,0.0,37.0,54.2,18.2,98.3,0.38,0.37,0.551373,98.6,0.38,0.37,0.551373,
10/31/2017,2598.0,2558.0,40.0,-2088.0,2088.0,510.0,0.0,-293.0,224.0,62.0,7.0,217.0,-75.0,,89.0,,0.0,-14.0,142.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,142.0,-7.0,135.0,,0.0,135.0,140.2,5.2,98.4,1.37,1.37,1.424797,99.2,1.36,1.36,1.412419,
01/31/2018,1905.0,1867.0,38.0,-1532.0,1532.0,373.0,0.0,-296.0,222.0,75.0,-1.0,77.0,-128.0,,79.0,,0.0,49.0,-51.0,-15.0,,,-66.0,0.0,0.0,0.0,-66.0,-7.0,-73.0,,0.0,-73.0,-34.6815,38.3185,98.6,-0.74,-0.74,-0.351739,98.6,-0.74,-0.74,-0.351739,
04/30/2018,2422.0,2382.0,40.0,-1987.0,1987.0,435.0,0.0,-297.0,220.0,75.0,2.0,138.0,-70.0,,79.0,,0.0,-9.0,68.0,-7.0,,,61.0,0.0,0.0,0.0,61.0,-6.0,55.0,,0.0,55.0,56.58,1.58,98.8,0.56,0.56,0.572672,99.5,0.55,0.55,0.565879,
07/31/2018,2606.0,2566.0,40.0,-2096.0,2096.0,510.0,0.0,-325.0,244.0,72.0,9.0,185.0,-5.0,,82.0,,0.0,-77.0,180.0,-3.0,,,177.0,0.0,0.0,0.0,177.0,-7.0,170.0,,0.0,170.0,95.0,-75.0,99.0,1.72,1.72,0.959596,99.7,1.71,1.71,0.957743,
10/31/2018,3317.0,3275.0,42.0,-2702.0,2702.0,615.0,0.0,-314.0,236.0,75.0,3.0,301.0,-78.0,,87.0,,0.0,-9.0,223.0,-27.0,,,196.0,0.0,0.0,0.0,196.0,-8.0,188.0,0.0,0.0,188.0,189.58,1.58,99.1,1.9,1.9,1.913017,99.7,1.89,1.89,1.905848,
01/31/2019,2433.0,2386.0,47.0,-1979.0,1979.0,454.0,0.0,-274.0,186.0,86.0,2.0,180.0,-182.0,,85.0,,0.0,97.0,-2.0,19.0,,,17.0,0.0,0.0,0.0,17.0,-6.0,11.0,,0.0,11.0,77.36,66.36,99.1,0.11,0.11,0.780626,99.4,0.11,0.11,0.777606,
04/30/2019,2996.0,2948.0,48.0,-2493.0,2493.0,503.0,0.0,-450.0,373.0,75.0,2.0,53.0,-97.0,,82.0,,-3.0,18.0,-44.0,1.0,,,-43.0,0.0,0.0,0.0,-43.0,-5.0,-48.0,0.0,0.0,-48.0,105.0,153.0,99.2,-0.48,-0.48,1.058468,99.2,-0.48,-0.48,1.058468,
07/31/2019,3042.0,2996.0,46.0,-2501.0,2501.0,541.0,0.0,-251.0,167.0,81.0,3.0,290.0,-100.0,,76.0,,-1.0,25.0,190.0,-29.0,,,161.0,0.0,0.0,0.0,161.0,-5.0,156.0,,0.0,156.0,147.0,-9.0,99.4,1.57,1.57,1.478873,99.7,1.56,1.56,1.469729,
10/31/2019,2780.0,2731.0,49.0,-2272.0,2272.0,508.0,0.0,-297.0,208.0,77.0,12.0,211.0,-93.0,,69.0,,0.0,24.0,118.0,-10.0,,,108.0,0.0,0.0,0.0,108.0,-6.0,102.0,0.0,0.0,102.0,114.0,12.0,99.4,1.03,1.03,1.146881,99.6,1.02,1.02,1.140482,
01/31/2020,1838.0,1794.0,44.0,-1529.0,1529.0,309.0,0.0,-269.0,182.0,86.0,1.0,40.0,-77.0,,65.0,,1.0,11.0,-37.0,5.0,,,-32.0,0.0,0.0,0.0,-32.0,-4.0,-36.0,0.0,0.0,-36.0,-36.0,0.0,99.5,-0.36,-0.36,-0.36,99.5,-0.36,-0.36,-0.36,
04/30/2020,1925.0,1877.0,48.0,-1624.0,1624.0,301.0,0.0,-261.0,170.0,78.0,13.0,40.0,-66.0,,63.0,,1.0,2.0,-26.0,-7.0,,,-33.0,0.0,0.0,0.0,-33.0,-5.0,-38.0,,0.0,-38.0,-12.0,26.0,99.7,-0.38,-0.38,-0.120361,99.7,-0.38,-0.38,-0.120361,
07/31/2020,1675.0,1639.0,36.0,-1388.0,1388.0,287.0,0.0,-230.0,141.0,73.0,16.0,57.0,-83.0,,71.0,,-2.0,14.0,-26.0,-8.0,,,-34.0,0.0,0.0,0.0,-34.0,-3.0,-37.0,,0.0,-37.0,-8.0,29.0,99.7,-0.37,-0.37,-0.080241,99.7,-0.37,-0.37,-0.080241,
10/31/2020,1991.875,,,,,346.88503125,,,,,,107.8,,,,,,,33.0,,,,28.6,,,,,,28.6,,,28.6,28.925,,,0.313,0.313,0.278,,0.313,0.313,0.278,
01/31/2021,1945.0,,,,,325.72915,,,,,,63.167,,,,,,,-5.667,,,,-2.367,,,,,,-2.367,,,-2.367,-2.275,,,-0.023,-0.023,-0.005,,-0.023,-0.023,-0.005,
