Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,8401.984,365.366,336.997,28.369,698.477,698.477,0.0,,166.307,124.635,19.113,22.559,0.0,217.186,0.0,37.052,419.003,180.134,1447.336,6109.565,13929.857,-7820.292,0.0,,,845.083,173.226,173.226,0.0,,252.854,6954.648,,700.925,363.416,22.835,65.642,249.032,0.181,0.0,0.0,0.0,,0.181,218.37,0.0,0.0,0.0,919.476,4027.766,4027.766,0.0,0.0,,515.969,0.0,,10.338,505.631,4543.735,5463.211,0.0,2791.497,0.368,2791.129,-1314.02,1423.154,11.185,2911.816,26.957,2938.773,8401.984,
03/31/2018,8299.83,393.587,367.039,26.548,733.541,733.541,0.0,,174.308,127.273,21.972,25.063,0.0,192.937,,36.404,417.781,156.533,1494.373,5969.063,,,0.0,,,836.394,172.982,172.982,0.0,,245.631,6805.457,,563.741,309.883,24.276,27.587,201.995,0.375,0.0,,,,0.375,202.712,,,0.0,766.828,4256.16,4256.16,,,,539.834,,,11.786,528.048,4795.994,5562.822,0.0,2798.263,0.37,2797.893,-1314.02,1232.516,-7.151,2709.608,27.4,2737.008,8299.83,
06/30/2018,8300.288,636.546,593.284,43.262,780.247,780.247,0.0,,173.063,133.894,14.48,24.689,0.0,192.615,,35.963,406.281,156.652,1782.471,5709.895,,,0.0,,,807.922,172.817,172.817,0.0,,228.824,6517.817,,683.243,379.028,1.724,76.719,225.772,0.243,0.0,,,,0.243,190.296,,,0.0,873.782,3818.613,3818.613,,,,519.245,,,20.713,498.532,4337.858,5211.64,287.5,3095.627,0.41,3095.217,-1314.02,1006.5,-12.573,3063.034,25.614,3088.648,8300.288,
09/30/2018,7960.547,388.558,347.525,41.033,775.137,775.137,0.0,0.0,166.827,124.23,16.411,26.186,0.0,208.518,,20.289,407.851,188.229,1539.04,5608.948,,,0.0,,,812.559,172.976,172.976,0.0,,231.732,6421.507,,592.543,331.713,27.77,20.205,212.855,0.433,0.0,,,,0.433,159.416,,,0.0,752.392,3737.273,3737.273,,,,507.054,,,23.782,483.272,4244.327,4996.719,287.5,3100.838,0.41,3100.428,-1314.02,864.019,-7.115,2931.222,32.606,2963.828,7960.547,
12/31/2018,7853.944,481.802,447.766,34.036,756.32,756.32,0.0,,165.587,116.84,20.329,28.418,0.0,189.854,,12.25,345.091,177.604,1593.563,5467.87,13695.384,-8227.514,0.0,,,792.511,183.914,183.914,0.0,,263.506,6260.381,,682.25,392.843,20.761,59.718,208.928,0.561,0.0,0.0,0.0,,0.561,149.266,0.0,0.0,0.0,832.077,3585.884,3585.884,0.0,0.0,,685.657,0.0,,6.311,679.346,4271.541,5103.618,287.5,3105.853,0.41,3105.443,-1314.02,650.842,-29.325,2700.85,49.476,2750.326,7853.944,
03/31/2019,7773.684,469.717,429.127,40.59,743.528,743.528,0.0,,166.139,119.48,12.877,33.782,0.0,176.519,,12.33,344.531,164.189,1555.903,5429.312,,,0.0,,,788.469,184.104,184.104,0.0,,259.834,6217.781,,598.184,399.802,26.1,18.982,153.3,11.841,0.0,10.991,,10.991,0.85,125.777,,,0.0,735.802,3696.387,3677.58,18.807,,18.807,691.456,,,19.749,671.707,4387.843,5123.645,287.5,3113.032,0.416,3112.616,-1314.02,519.81,-19.987,2586.335,63.704,2650.039,7773.684,
06/30/2019,7514.503,395.716,367.693,28.023,737.353,737.353,0.0,,178.367,130.904,14.452,33.011,0.0,155.243,,8.004,357.267,147.239,1466.679,5341.742,,,0.0,,,706.082,90.645,90.645,0.0,,258.17,6047.824,,652.811,410.469,27.179,53.728,161.435,14.756,0.0,13.966,,13.966,0.79,104.6,,,0.0,772.167,3577.101,3550.577,26.524,,26.524,710.094,,,27.448,682.646,4287.195,5059.362,287.3,3118.543,0.416,3118.127,-1314.02,303.181,-13.49,2381.514,73.627,2455.141,7514.503,
09/30/2019,7273.497,418.937,396.937,22.0,613.527,613.527,0.0,,186.124,140.324,13.461,32.339,0.0,161.76,,8.037,353.181,153.723,1380.348,5189.693,,,0.0,,,703.456,90.543,90.543,0.0,,259.732,5893.149,,567.646,364.658,23.837,18.57,160.581,14.628,0.0,13.57,,13.57,1.058,100.03,,,0.0,682.304,3540.479,3516.592,23.887,,23.887,709.827,,,29.109,680.718,4250.306,4932.61,287.3,3123.853,0.416,3123.437,-1314.02,171.139,-16.567,2251.705,89.182,2340.887,7273.497,
12/31/2019,6760.658,452.496,435.99,16.506,453.042,453.042,0.0,,176.341,130.414,5.498,40.429,0.0,166.787,0.0,2.53,305.844,164.257,1248.666,4977.196,13662.269,-8685.073,0.0,,,534.796,28.38,28.38,0.0,,200.572,5511.992,,554.018,295.159,14.628,51.316,192.915,13.479,0.0,13.479,0.0,13.479,0.0,89.051,0.0,0.0,0.0,656.548,3366.616,3333.22,33.396,0.0,33.396,687.329,0.0,,3.149,684.18,4053.945,4710.493,280.65,3132.744,0.416,3132.328,-1314.02,-104.775,-11.788,1982.811,67.354,2050.165,6760.658,
03/31/2020,6308.548,489.658,480.522,9.136,454.718,454.718,0.0,,173.991,143.152,17.288,13.551,0.0,152.469,,1.936,280.545,150.533,1270.836,4597.308,,,0.0,,,440.404,0.0,0.0,0.0,,159.859,5037.712,,493.373,297.274,23.057,25.065,147.977,11.875,0.0,11.875,,11.875,0.0,79.622,,,0.0,584.87,3388.014,3388.014,,,,694.566,,,2.8,691.766,4082.58,4667.45,243.5,3165.378,0.419,3164.959,-1315.751,-508.2,-29.006,1555.921,85.177,1641.098,6308.548,
06/30/2020,5982.415,494.278,484.336,9.942,349.005,349.005,0.0,,166.537,133.563,7.777,25.197,0.0,143.102,,0.562,275.719,142.54,1152.922,4395.725,,,0.0,,,433.768,0.0,0.0,0.0,,158.049,4829.493,,444.116,221.755,17.18,61.003,144.178,10.485,0.0,10.485,,10.485,0.0,69.089,,,0.0,523.69,3276.103,3276.103,,,,675.136,,,2.8,672.336,3951.239,4474.929,243.5,3171.977,0.419,3171.558,-1315.751,-664.391,-22.188,1413.147,94.339,1507.486,5982.415,
