Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/03/2013,4289.0,4289.0,,-2613.0,2613.0,1676.0,0.0,-1225.0,1000.0,,225.0,0.0,451.0,-84.0,84.0,,0.0,,0.0,367.0,-136.0,231.0,0.0,0.0,0.0,231.0,,231.0,0.0,0.0,231.0,231.0,0.0,220.0,1.05,1.05,1.05,222.0,1.04,1.04,1.04,
11/02/2013,4444.0,4444.0,,-2778.0,2778.0,1666.0,0.0,-1301.0,1073.0,,228.0,0.0,365.0,-84.0,84.0,,0.0,0.0,0.0,281.0,-104.0,177.0,0.0,0.0,0.0,177.0,0.0,177.0,0.0,0.0,177.0,177.0,0.0,216.0,0.82,0.82,0.82,218.0,0.81,0.81,0.81,
02/01/2014,6099.0,6099.0,,-4024.0,4024.0,2075.0,0.0,-1466.0,1242.0,,224.0,0.0,609.0,-87.0,87.0,,0.0,0.0,0.0,522.0,-188.0,334.0,0.0,0.0,0.0,334.0,0.0,334.0,0.0,0.0,334.0,334.0,0.0,213.0,1.57,1.57,1.57,215.0,1.56,1.56,1.56,
05/03/2014,4070.0,4070.0,,-2574.0,2574.0,1496.0,0.0,-1216.0,1000.0,,216.0,0.0,280.0,-85.0,85.0,,0.0,0.0,0.0,195.0,-70.0,125.0,0.0,0.0,0.0,125.0,0.0,125.0,0.0,0.0,125.0,125.0,0.0,206.0,0.6,0.6,0.6,208.0,0.6,0.6,0.6,
08/02/2014,4242.0,4242.0,,-2588.0,2588.0,1654.0,0.0,-1203.0,981.0,,222.0,0.0,451.0,-85.0,85.0,,0.0,,0.0,366.0,-134.0,232.0,0.0,0.0,0.0,232.0,0.0,232.0,0.0,0.0,232.0,232.0,0.0,204.0,1.14,1.14,1.14,205.0,1.13,1.13,1.13,
11/01/2014,4374.0,4374.0,,-2746.0,2746.0,1628.0,0.0,-1324.0,1097.0,,227.0,0.0,304.0,-85.0,85.0,,0.0,0.0,0.0,219.0,-77.0,142.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,142.0,142.0,0.0,202.0,0.7,0.7,0.7,203.0,0.7,0.7,0.7,
01/31/2015,6337.0,6337.0,,-4190.0,4190.0,2147.0,0.0,-1493.0,1272.0,,221.0,0.0,654.0,-84.0,84.0,,0.0,0.0,0.0,570.0,-201.0,369.0,0.0,0.0,0.0,369.0,0.0,369.0,0.0,0.0,369.0,369.0,0.0,199.0,1.85,1.85,1.85,201.0,1.83,1.83,1.83,
05/02/2015,4123.0,4123.0,,-2600.0,2600.0,1523.0,0.0,-1243.0,1016.0,,227.0,0.0,280.0,-84.0,84.0,,0.0,,0.0,196.0,-69.0,127.0,0.0,0.0,0.0,127.0,0.0,127.0,0.0,0.0,127.0,127.0,0.0,200.0,0.64,0.64,0.64,202.0,0.63,0.63,0.63,
08/01/2015,4267.0,4267.0,,-2605.0,2605.0,1662.0,0.0,-1238.0,1005.0,,233.0,0.0,424.0,-215.0,84.0,,0.0,,131.0,209.0,-79.0,130.0,0.0,0.0,0.0,130.0,0.0,130.0,0.0,0.0,130.0,211.0,81.0,196.0,0.66,0.66,1.076531,197.0,0.66,0.66,1.071168,
10/31/2015,4427.0,4427.0,,-2784.0,2784.0,1643.0,0.0,-1335.0,1099.0,,236.0,0.0,308.0,-119.0,81.0,,0.0,,38.0,189.0,-69.0,120.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,120.0,155.05,35.05,191.0,0.63,0.63,0.81178,192.0,0.63,0.63,0.81178,
01/30/2016,6387.0,6387.0,,-4275.0,4275.0,2112.0,0.0,-1571.0,1332.0,,239.0,0.0,541.0,-79.0,79.0,,0.0,,0.0,462.0,-166.0,296.0,0.0,0.0,0.0,296.0,0.0,296.0,0.0,0.0,296.0,296.0,0.0,187.0,1.58,1.58,1.58,187.0,1.58,1.58,1.58,
04/30/2016,3972.0,3972.0,,-2560.0,2560.0,1412.0,0.0,-1306.0,1008.0,,234.0,64.0,106.0,-79.0,79.0,,0.0,,0.0,27.0,-10.0,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,17.0,58.6,41.6,183.0,0.09,0.09,0.320219,184.0,0.09,0.09,0.316087,
07/30/2016,4182.0,4182.0,,-2532.0,2532.0,1650.0,0.0,-1348.0,986.0,,234.0,128.0,302.0,-78.0,78.0,,,,0.0,224.0,-84.0,140.0,0.0,0.0,0.0,140.0,0.0,140.0,0.0,0.0,140.0,242.7,102.7,180.0,0.77,0.77,1.348333,181.0,0.77,0.77,1.337403,
10/29/2016,4327.0,4327.0,,-2720.0,2720.0,1607.0,0.0,-1306.0,1080.0,,232.0,-6.0,301.0,-76.0,76.0,,0.0,,0.0,225.0,-79.0,146.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,146.0,145.35,-0.65,177.0,0.83,0.83,0.821186,177.0,0.83,0.83,0.821186,
01/28/2017,6205.0,6205.0,,-4133.0,4133.0,2072.0,0.0,-1599.0,1360.0,,239.0,0.0,473.0,-75.0,75.0,,0.0,,0.0,398.0,-146.0,252.0,0.0,0.0,0.0,252.0,0.0,252.0,0.0,0.0,252.0,252.0,0.0,174.0,1.45,1.45,1.45,175.0,1.44,1.44,1.44,
04/29/2017,4065.0,3815.0,250.0,-2428.0,2428.0,1637.0,0.0,-1452.0,1214.0,,238.0,0.0,185.0,-76.0,76.0,,0.0,,0.0,109.0,-43.0,66.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,66.0,66.0,0.0,170.0,0.39,0.39,0.39,171.0,0.39,0.39,0.39,
07/29/2017,4395.0,4147.0,248.0,-2525.0,2525.0,1870.0,0.0,-1463.0,1220.0,,243.0,0.0,407.0,-75.0,75.0,,,,0.0,332.0,-124.0,208.0,0.0,0.0,0.0,208.0,0.0,208.0,0.0,0.0,208.0,208.0,0.0,168.0,1.24,1.24,1.24,168.0,1.24,1.24,1.24,
10/28/2017,4567.0,4312.0,255.0,-2727.0,2727.0,1840.0,0.0,-1583.0,1340.0,,243.0,0.0,257.0,-74.0,74.0,,0.0,,0.0,183.0,-66.0,117.0,0.0,0.0,0.0,117.0,0.0,117.0,0.0,0.0,117.0,117.0,0.0,166.0,0.7,0.7,0.7,166.0,0.7,0.7,0.7,
02/03/2018,7057.0,6762.0,295.0,-4497.0,4497.0,2560.0,0.0,-1993.0,1726.0,0.0,267.0,0.0,567.0,-74.0,74.0,,0.0,0.0,0.0,493.0,-25.0,468.0,0.0,0.0,0.0,468.0,0.0,468.0,0.0,0.0,468.0,312.0,-156.0,165.0,2.83,2.83,1.890909,167.0,2.81,2.81,1.875868,
05/05/2018,4208.0,3953.0,255.0,-2496.0,2496.0,1712.0,0.0,-1502.0,1259.0,,243.0,0.0,210.0,-113.0,71.0,,,,42.0,97.0,-22.0,75.0,0.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0,75.0,107.0,32.0,165.0,0.46,0.46,0.648485,167.0,0.45,0.45,0.641617,
08/04/2018,4570.0,4310.0,260.0,-2605.0,2605.0,1965.0,0.0,-1513.0,1272.0,,241.0,0.0,452.0,-65.0,65.0,,,,0.0,387.0,-95.0,292.0,0.0,0.0,0.0,292.0,0.0,292.0,0.0,0.0,292.0,292.0,0.0,165.0,1.77,1.77,1.77,166.0,1.76,1.76,1.76,
11/03/2018,4628.0,4369.0,259.0,-2752.0,2752.0,1876.0,0.0,-1618.0,1375.0,,243.0,0.0,258.0,-63.0,63.0,,,,0.0,195.0,-34.0,161.0,0.0,0.0,0.0,161.0,0.0,161.0,0.0,0.0,161.0,161.0,0.0,164.0,0.98,0.98,0.98,165.0,0.98,0.98,0.98,
02/02/2019,6823.0,6535.0,288.0,-4345.0,4345.0,2478.0,0.0,-2037.0,1694.0,,239.0,104.0,441.0,-79.0,58.0,,,,21.0,362.0,-90.0,272.0,0.0,0.0,0.0,272.0,0.0,272.0,0.0,0.0,272.0,366.0,94.0,162.0,1.68,1.68,2.259259,163.0,1.67,1.67,2.246687,
05/04/2019,4087.0,3821.0,266.0,-2415.0,2415.0,1672.0,0.0,-1554.0,1275.0,,230.0,49.0,118.0,-52.0,52.0,,,,0.0,66.0,-4.0,62.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0,0.0,62.0,98.0,36.0,161.0,0.38,0.38,0.608696,162.0,0.38,0.38,0.602222,
08/03/2019,4430.0,4169.0,261.0,-2550.0,2550.0,1880.0,0.0,-1504.0,1269.0,,228.0,7.0,376.0,-53.0,53.0,,,,0.0,323.0,-82.0,241.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,0.0,241.0,247.0,6.0,159.0,1.52,1.52,1.553459,159.0,1.51,1.51,1.547736,
11/02/2019,4625.0,4358.0,267.0,-2775.0,2775.0,1850.0,0.0,-1646.0,1419.0,,227.0,0.0,204.0,-43.0,52.0,,,,-9.0,161.0,-38.0,123.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,123.0,116.0,-7.0,156.0,0.79,0.79,0.74359,157.0,0.78,0.78,0.735414,
02/01/2020,6832.0,6537.0,295.0,-4400.0,4400.0,2432.0,0.0,-2031.0,1742.0,,232.0,57.0,401.0,-50.0,50.0,,,0.0,0.0,351.0,-86.0,265.0,0.0,0.0,0.0,265.0,0.0,265.0,0.0,0.0,265.0,308.0,43.0,154.0,1.72,1.72,2.0,154.0,1.72,1.72,1.999221,
05/02/2020,2428.0,2160.0,268.0,-1787.0,1787.0,641.0,0.0,-1359.0,1066.0,,227.0,66.0,-718.0,-58.0,58.0,,,,0.0,-776.0,235.0,-541.0,0.0,0.0,0.0,-541.0,0.0,-541.0,0.0,0.0,-541.0,-495.0,46.0,154.0,-3.52,-3.52,-3.214286,154.0,-3.52,-3.52,-3.221299,
08/01/2020,3407.0,3213.0,194.0,-2149.0,2149.0,1258.0,0.0,-1140.0,1050.0,,219.0,-129.0,118.0,-78.0,78.0,,,,0.0,40.0,7.0,47.0,0.0,0.0,0.0,47.0,0.0,47.0,0.0,0.0,47.0,-39.0,-86.0,154.0,0.31,0.31,-0.253247,155.0,0.3,0.3,-0.254839,
10/31/2020,3852.4,,,,,1288.43518,,,,,,,-24.841,,,,,,,-94.62,,-65.0,,,,,,-65.0,,,-65.0,-71.78,,,-0.48,-0.48,-0.494,,-0.48,-0.48,-0.494,
01/31/2021,6162.4,,,,,1881.565592,,,,,,,216.042,,,,,,,150.924,,145.5,,,,,,145.5,,,145.5,113.298,,,1.055,1.055,0.673,,1.055,1.055,0.673,
