Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/30/2016,3843.008,128.25,128.25,0.0,41.21,41.21,0.0,1499.265,0.0,0.0,1499.265,0.0,67.909,,,,45.948,1736.634,1851.831,4346.745,-2494.914,0.0,254.543,,,,254.543,2106.374,,760.624,,0.0,,760.624,3.236,0.0,3.236,3.236,,,0.0,,,250.663,0.0,763.86,817.689,813.184,4.505,4.505,,492.763,,,242.1,1310.452,2074.312,0.0,942.947,1.238,941.709,-3236.329,4078.824,-16.746,1768.696,0.0,1768.696,3843.008,
10/29/2016,4184.228,80.482,80.482,0.0,42.467,42.467,0.0,1901.991,0.0,0.0,1901.991,0.0,65.527,,,4.284,61.243,2090.467,1825.225,4378.54,-2553.315,0.0,268.536,,,,268.536,2093.761,,1123.087,,0.0,,1123.087,20.258,17.0,3.258,3.258,,,0.0,,,243.888,0.0,1143.345,817.494,813.245,4.249,4.249,,487.184,,,243.296,1304.678,2448.023,0.0,942.947,1.238,941.709,-3289.439,4099.256,-16.559,1736.205,0.0,1736.205,4184.228,
01/28/2017,3888.136,346.985,346.985,0.0,48.23,48.23,0.0,1406.403,0.0,0.0,1406.403,0.0,36.303,0.0,,,36.303,1837.921,1790.267,4268.757,-2478.49,0.0,259.948,0.0,0.0,0.0,259.948,2050.215,,886.035,635.833,46.73,,203.472,90.482,0.0,3.281,3.281,,87.201,0.0,0.0,0.0,225.684,0.0,976.517,730.094,726.106,3.988,3.988,,464.108,0.0,183.617,54.807,1194.202,2170.719,0.0,944.705,1.238,943.467,-3369.995,4153.844,-11.137,1717.417,0.0,1717.417,3888.136,
04/29/2017,4114.905,301.481,301.481,0.0,39.424,39.424,0.0,1713.881,0.0,0.0,1713.881,0.0,37.956,,,,37.956,2092.742,1764.519,4285.069,-2520.55,0.0,257.644,,,,257.644,2022.163,,1145.19,,86.861,,1058.329,90.506,0.0,3.305,3.305,,87.201,0.0,,,220.633,0.0,1235.696,729.888,726.167,3.721,3.721,,458.909,,,238.276,1188.797,2424.493,0.0,944.705,1.238,943.467,-3461.128,4217.972,-11.137,1690.412,0.0,1690.412,4114.905,
07/29/2017,3749.335,135.089,135.089,0.0,39.191,39.191,0.0,1527.385,0.0,0.0,1527.385,0.0,58.208,,,,37.906,1759.873,1733.559,4313.641,-2580.082,0.0,255.903,,,,255.903,1989.462,,873.553,,0.0,,873.553,249.129,0.0,1.058,1.058,,248.071,0.0,,,216.219,0.0,1122.682,568.806,565.359,3.447,3.447,,455.126,,,238.907,1023.932,2146.614,0.0,945.639,1.238,944.401,-3530.636,4198.855,-11.137,1602.721,0.0,1602.721,3749.335,
10/28/2017,4145.426,114.858,114.858,0.0,33.939,33.939,0.0,1957.258,0.0,0.0,1957.258,0.0,74.807,,,10.777,64.03,2180.862,1711.863,4336.746,-2624.883,0.0,252.701,,,,252.701,1964.564,,1287.75,,0.0,,1287.75,249.179,0.0,1.082,1.082,,248.097,0.0,,,210.346,0.0,1536.929,568.561,565.394,3.167,3.167,,449.289,,,238.943,1017.85,2554.779,0.0,945.639,1.238,944.401,-3554.362,4210.507,-11.137,1590.647,0.0,1590.647,4145.426,
02/03/2018,3682.703,187.028,187.028,0.0,38.437,38.437,0.0,1463.561,0.0,0.0,1463.561,0.0,50.359,0.0,,,50.359,1739.385,1696.276,4227.711,-2531.435,0.0,247.042,0.0,0.0,0.0,247.042,1943.318,,887.201,657.586,41.92,,187.695,162.034,0.0,1.107,1.107,,160.927,0.0,0.0,0.0,116.831,0.0,1049.235,568.309,565.429,2.88,2.88,,357.004,0.0,194.733,45.44,925.313,1974.548,0.0,947.386,1.239,946.147,-3589.006,4365.219,-15.444,1708.155,0.0,1708.155,3682.703,
05/05/2018,3781.463,164.081,164.081,0.0,43.069,43.069,0.0,1780.783,0.0,0.0,1780.783,0.0,57.45,,,,57.45,2045.383,1662.852,4246.051,-2583.199,0.0,73.228,,,,73.228,1736.08,,1116.215,,63.905,,1052.31,162.074,0.0,1.133,1.133,,160.941,0.0,,,12.559,0.0,1278.289,568.051,565.464,2.587,2.587,,253.037,,,240.478,821.088,2099.377,0.0,947.386,1.239,946.147,-3623.822,4376.408,-17.886,1682.086,0.0,1682.086,3781.463,
08/04/2018,3582.63,116.547,116.547,0.0,53.146,53.146,0.0,1603.283,0.0,0.0,1603.283,0.0,98.406,,,17.2,64.007,1854.182,1651.147,4289.808,-2638.661,0.0,77.301,,,,77.301,1728.448,,849.223,,0.0,,849.223,234.96,233.8,1.16,1.16,,0.0,0.0,,,15.151,0.0,1084.183,567.785,565.498,2.287,2.287,,256.188,,,241.037,823.973,1908.156,0.0,948.364,1.239,947.125,-3626.885,4370.78,-17.785,1674.474,0.0,1674.474,3582.63,
11/03/2018,3986.601,78.156,78.156,0.0,66.532,66.532,0.0,2043.669,0.0,0.0,2043.669,0.0,99.627,,,23.757,75.87,2287.984,1621.332,4152.767,-2531.435,0.0,77.285,,,,77.285,1698.617,,1340.767,,0.0,,1340.767,192.287,191.1,1.187,1.187,,0.0,0.0,,,19.063,0.0,1533.054,567.514,565.534,1.98,1.98,,260.757,,,241.694,828.271,2361.325,0.0,948.364,1.239,947.125,-3680.882,4375.479,-17.685,1625.276,0.0,1625.276,3986.601,
02/02/2019,3431.369,123.509,123.509,0.0,49.853,49.853,0.0,1528.417,0.0,0.0,1528.417,0.0,68.753,0.0,,,68.753,1770.532,1586.733,3814.593,-2227.86,0.0,74.104,0.0,0.0,0.0,74.104,1660.837,,932.321,743.33,11.116,,177.875,1.214,0.0,1.214,1.214,,0.0,0.0,0.0,0.0,13.487,0.0,933.535,567.235,565.569,1.666,1.666,,252.218,0.0,193.865,44.866,819.453,1752.988,0.0,950.074,1.239,948.835,-3716.89,4458.006,-12.809,1678.381,0.0,1678.381,3431.369,
05/04/2019,3778.988,139.802,139.802,0.0,47.863,47.863,0.0,1832.581,0.0,0.0,1832.581,0.0,74.698,,,,74.698,2094.944,1604.626,3863.771,-2259.145,0.0,79.418,,,,79.418,1684.044,,1163.219,,28.961,,1134.258,16.127,0.0,16.127,1.022,15.105,0.0,0.0,,,17.59,0.0,1179.346,604.173,565.603,38.57,1.636,36.934,258.561,,,240.971,862.734,2042.08,0.0,950.074,1.239,948.835,-3734.33,4533.973,-12.809,1736.908,0.0,1736.908,3778.988,
08/03/2019,3512.079,118.108,118.108,0.0,51.946,51.946,0.0,1603.031,0.0,0.0,1603.031,0.0,94.796,,,0.0,94.796,1867.881,1564.864,3870.452,-2305.588,0.0,79.334,,,,79.334,1644.198,,871.549,,4.015,,867.534,134.683,117.9,16.783,1.082,15.701,0.0,0.0,,,14.334,0.0,1006.232,603.388,565.639,37.749,1.342,36.407,256.615,,,242.281,860.003,1866.235,0.0,951.085,1.239,949.846,-3783.191,4490.759,-12.809,1645.844,0.0,1645.844,3512.079,
11/02/2019,3800.063,79.065,79.065,0.0,48.241,48.241,0.0,1969.98,0.0,0.0,1969.98,0.0,82.698,,,0.0,82.698,2179.984,1543.054,3901.523,-2358.469,0.0,77.025,,,,77.025,1620.079,,1215.951,,4.505,,1211.446,114.998,98.6,16.398,1.148,15.25,0.0,0.0,,,13.812,0.0,1330.949,599.661,565.674,33.987,1.029,32.958,257.07,,,243.258,856.731,2187.68,0.0,951.085,1.239,949.846,-3818.404,4492.511,-12.809,1612.383,0.0,1612.383,3800.063,
02/01/2020,3430.257,277.077,277.077,0.0,46.16,46.16,0.0,1465.007,0.0,0.0,1465.007,0.0,59.838,0.0,,,59.838,1848.082,1506.1,3842.828,-2336.728,0.0,76.075,0.0,0.0,0.0,76.075,1582.175,,914.947,713.463,22.158,,179.326,15.873,0.0,15.873,1.219,14.654,0.0,0.0,0.0,0.0,3.49,0.0,930.82,599.087,565.709,33.378,0.695,32.683,277.091,0.0,223.736,49.865,876.178,1806.998,0.0,952.965,1.239,951.726,-3855.141,4556.494,-31.059,1623.259,0.0,1623.259,3430.257,
05/02/2020,3342.345,69.994,69.994,0.0,44.964,44.964,0.0,1570.313,0.0,0.0,1570.313,0.0,94.399,,4.908,,55.223,1779.67,1482.453,3868.139,-2385.686,0.0,80.222,,,,75.314,1562.675,,1055.891,,0.0,,1055.891,15.989,0.0,15.989,1.109,14.88,,0.0,,,0.0,0.0,1071.88,599.624,565.743,33.881,0.528,33.353,274.435,,,274.435,874.059,1945.939,0.0,952.965,1.239,951.726,-3916.97,4391.039,-30.628,1396.406,0.0,1396.406,3342.345,
08/01/2020,3083.236,82.868,82.868,0.0,28.631,28.631,0.0,1283.141,0.0,0.0,1283.141,0.0,151.416,,23.289,85.658,65.758,1546.056,1438.328,3872.683,-2434.355,0.0,98.852,0.0,0.0,0.0,75.563,1537.18,,586.865,,0.0,,586.865,244.344,229.6,14.744,0.986,13.758,,0.0,,,0.0,0.0,831.209,596.186,565.779,30.407,0.356,30.051,284.527,,,284.527,880.713,1711.922,0.0,953.762,1.24,952.522,-3931.238,4378.988,-30.198,1371.314,0.0,1371.314,3083.236,
