Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2016,3730.576,2629.661,1100.915,-2697.629,2697.629,1032.947,4.237,-218.028,406.89,406.89,,181.739,3.773,-374.374,819.156,-102.705,104.581,,-1.876,716.451,-104.301,612.15,0.0,0.0,0.0,612.15,-40.818,571.332,0.0,0.0,571.332,196.958,-374.374,203.761433,2.8,2.8,0.966611,206.96145,2.76,2.76,0.951093,
12/31/2016,2699.419,2471.495,227.924,-1882.778,1882.778,816.641,8.223,-461.419,285.1,285.1,,131.09,1.821,43.408,363.445,-103.776,103.932,,-0.156,259.669,-83.171,176.498,-11.772,-11.772,0.0,188.27,-30.544,157.726,0.0,0.0,157.726,193.5165,47.5625,193.999701,0.81,0.752341,0.997509,196.743187,0.8,0.740166,0.981915,
03/31/2017,2631.251,2422.786,208.465,-1852.045,1852.045,779.206,0.677,96.045,262.895,262.895,,132.884,1.91,-493.734,875.928,-100.411,104.397,,-3.986,775.517,-281.665,493.852,-6.433,-6.433,0.0,500.285,-52.588,447.697,0.0,0.0,447.697,128.8062,-312.4578,192.376735,2.33,2.293749,0.669552,195.281014,2.29,2.257058,0.657016,
06/30/2017,2699.399,2494.609,204.79,-1894.664,1894.664,804.735,0.0,-413.539,262.796,262.796,,140.026,-0.606,11.323,391.196,-103.136,107.934,,-4.798,288.06,-101.915,186.145,24.52,24.52,0.0,161.625,-34.624,127.001,0.0,0.0,127.001,162.019,10.498,191.088216,0.66,0.792937,0.847875,193.987983,0.65,0.7764,0.830516,
09/30/2017,2765.071,2561.543,203.528,-1951.609,1951.609,813.462,0.0,-418.168,272.911,272.911,,142.634,-2.685,5.308,395.294,-105.91,109.306,,-3.396,289.384,-90.546,198.838,370.872,370.872,0.0,-172.034,-42.442,-214.476,0.0,0.0,-214.476,164.313,7.917,188.883922,-1.14,0.81,0.869915,191.408117,-1.14,0.8,0.841362,
12/31/2017,2780.913,2614.732,166.181,-1941.687,1941.687,839.226,0.0,-688.889,265.424,265.424,,144.367,-5.652,284.75,150.337,-103.512,108.997,,-5.485,46.825,150.267,197.092,-143.587,-143.587,0.0,340.679,-37.283,303.396,0.0,0.0,303.396,175.447,15.638,182.261673,1.66,0.876811,0.96261,184.825329,1.64,0.863121,0.94773,
03/31/2018,2849.444,2591.074,258.37,-2035.585,2035.585,813.859,0.155,-403.328,266.529,266.529,,142.799,-6.0,0.0,410.686,-108.934,113.516,,-4.582,301.752,-70.737,231.015,5.786,5.786,0.0,225.229,-46.543,178.686,0.0,0.0,178.686,184.472,0.0,178.957865,1.0,1.030812,1.030812,181.834547,0.98,1.01182,1.01182,
06/30/2018,2886.953,2718.403,168.55,-2069.089,2069.089,817.864,9.795,-389.467,264.094,264.094,,147.079,-2.1,-19.606,438.192,-117.698,119.692,,-1.994,320.494,-83.868,236.626,-69.696,-69.696,0.0,306.322,-39.046,267.276,0.0,0.0,267.276,180.626,-16.954,171.617238,1.56,1.16,1.052493,174.105884,1.53,1.15,1.052493,
09/30/2018,2847.33,2670.701,176.629,-2063.77,2063.77,783.56,0.0,-494.522,336.299,336.299,,146.0,0.8,11.423,289.038,-121.92,125.927,,-4.007,167.118,-52.047,115.071,211.739,211.739,0.0,-96.668,-40.128,-136.796,0.0,0.0,-136.796,94.713,19.77,166.770664,-0.82,0.44,0.567924,167.262358,-0.82,0.44,0.558198,
12/31/2018,2821.124,2729.803,91.321,-2027.069,2027.069,794.055,0.0,-406.147,268.532,268.532,,155.157,0.0,-17.542,387.908,-128.794,128.3,,0.494,259.114,-51.748,207.366,309.209,309.209,0.0,-101.843,-47.929,-149.772,0.0,0.0,-149.772,139.534,-19.903,165.984925,-0.9,0.97,0.840643,166.477914,-0.9,0.96,0.840447,
03/31/2019,2743.112,2629.689,113.423,-1964.935,1964.935,778.177,2.708,-440.378,250.813,250.813,,148.528,0.0,41.037,340.507,-124.579,131.519,,-6.94,215.928,-56.746,159.182,-30.305,-30.305,0.0,189.487,-40.198,149.289,0.0,0.0,149.289,151.156,32.172,166.387958,0.9,0.72,0.908455,166.780657,0.9,0.72,0.908455,
06/30/2019,2842.705,2734.065,108.64,-1957.753,1957.753,884.952,4.514,-427.58,275.338,275.338,,152.242,0.0,0.0,461.886,-138.183,131.666,,6.517,323.703,-75.938,247.765,-79.392,-79.392,0.0,327.157,-53.606,273.551,0.0,0.0,273.551,203.189,9.03,166.346041,1.64,1.17,1.221484,166.799525,1.64,1.16,1.214137,
09/30/2019,2904.078,2781.169,122.909,-1991.172,1991.172,912.906,3.936,-538.506,298.736,298.736,,155.915,0.0,83.855,378.336,-104.551,88.589,,15.962,273.785,-65.254,208.531,6.843,6.843,0.0,201.688,-58.418,143.27,0.0,0.0,143.27,231.974,81.861,150.675465,0.95,1.0,1.539561,151.29595,0.95,0.99,1.531065,
12/31/2019,2898.584,2768.035,130.549,-2000.625,2000.625,897.959,1.521,-436.892,278.425,278.425,,158.467,0.0,0.0,462.588,-80.565,92.05,,-11.485,382.023,-81.69,300.333,-2.629,-2.629,0.0,302.962,-58.091,244.871,0.0,0.0,244.871,242.242,0.0,129.446558,1.89,1.87,1.87,130.504514,1.88,1.86,1.86,
03/31/2020,2841.237,2713.281,127.956,-1975.449,1975.449,865.788,17.843,-418.255,263.576,263.576,,154.679,0.0,0.0,465.376,-95.901,88.603,,7.298,369.475,-91.56,277.915,-9.98,-9.98,0.0,287.895,-48.302,239.593,0.0,0.0,239.593,231.825,2.212,124.901671,1.92,1.84,1.85606,126.894847,1.89,1.81,1.827432,
06/30/2020,2879.979,2758.197,121.782,-1984.564,1984.564,895.415,4.342,-489.837,316.209,316.209,,157.376,0.0,16.252,409.92,-71.836,81.381,,-9.545,338.084,-83.212,254.872,0.0,0.0,0.0,254.872,-53.27,201.602,0.0,0.0,201.602,244.511428,42.909428,122.074452,1.65,1.65,2.00297,124.068278,1.62,1.62,1.965853,
09/30/2020,2935.818,,,,,852.59090538,,,,,,,,,362.4,,,,,295.333,,178.0,,,,,,178.0,,,178.0,174.429,,,1.415,1.415,1.391,,1.415,1.415,1.391,
12/31/2020,2939.182,,,,,856.97729574,,,,,,,,,393.667,,,,,315.667,,190.5,,,,,,190.5,,,190.5,192.0,,,1.623,1.623,1.591,,1.623,1.623,1.591,
