Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Assets from Disc Ops,Net Income to Partners,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Recurring Capital Expenditure,Accounting Adjustments,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
12/31/2009,141.403,127.179,0.0,0.0,0.0,14.224,-84.473,11.454,10.908,38.99,23.121,0.0,0.0,56.93,-24.571,24.161,0.0,0.41,32.359,-0.151,31.7,-4.63,-4.63,0.0,36.838,-0.703,37.22,-5.52,3.387,31.7,27.48,0.41,122.7,0.26,0.220619,0.223961,123.105,0.26,0.220619,0.22395,,41.78,,,,-16.487,,56.29,36.422,92.712,2.294,,-5.025,-0.369,92.999,0.752526,0.754856,0.68,90.362283,90.08342,148.225262,
03/31/2010,145.377,135.333,0.0,0.0,0.0,10.044,-77.7,12.513,16.821,40.652,0.0,0.0,7.714,67.677,-45.695,28.425,-0.768,18.038,21.982,-0.084,25.812,-9.796,-9.796,0.0,31.694,-0.363,31.321,-5.509,2.841,25.812,34.054,18.038,123.27,0.21,0.129926,0.276255,123.79,0.21,0.129926,0.275641,,43.581,,0.775,,-6.718,,63.087,29.333,92.42,-2.715,,-3.771,-0.487,88.288,0.746587,0.713208,0.68,91.081151,95.343875,133.978474,
06/30/2010,153.749,141.764,0.0,0.0,0.0,11.985,-68.637,11.97,11.878,44.037,0.0,0.0,0.752,85.112,-40.685,35.478,-1.828,7.035,44.427,-0.188,45.646,-6.825,-6.825,0.0,51.064,0.108,51.13,-5.484,3.659,45.646,45.856,7.035,123.808,0.37,0.31,0.37038,124.324,0.37,0.31,0.366586,,47.451,,2.323,,-3.314,,92.214,6.937,99.151,-1.815,,-5.06,-0.809,95.126,0.797521,0.765146,0.68,85.264213,88.871938,91.68456,
09/30/2010,168.943,157.733,0.0,0.0,0.0,11.21,-131.071,20.327,11.628,48.963,28.918,0.0,21.235,37.872,-50.135,42.935,-1.899,9.099,-12.263,-0.052,-4.563,-12.409,-12.409,0.0,0.094,-1.292,0.784,-5.347,4.258,-4.563,-7.873,9.099,125.298,-0.04,-0.14,-0.062834,125.298,-0.04,-0.14,-0.067381,,52.393,,2.696,,-10.526,,38.708,60.721,99.429,-1.67,,-4.84,-0.816,96.361,0.79354,0.769055,0.69,86.952117,89.720551,222.558644,
12/31/2010,196.423,181.561,0.0,0.0,0.0,14.862,-124.058,36.364,14.298,55.671,0.766,0.0,16.959,72.365,-44.172,46.349,-2.177,0.0,28.193,-0.038,39.988,-17.878,-17.878,0.0,46.033,-1.2,45.293,-5.305,3.187,39.988,22.11,0.0,138.126,0.29,0.160071,0.160071,138.738,0.29,0.160071,0.160071,,59.119,0.0,2.72,,-15.557,,85.07,19.078,104.148,0.021,,-8.128,-0.745,98.483,0.750681,0.709849,0.69,91.916523,97.203802,112.033549,
03/31/2011,245.756,231.223,0.0,0.0,0.0,14.533,-188.333,63.563,17.714,70.743,0.248,0.0,36.065,57.423,-55.359,56.902,-1.543,0.0,2.064,-0.129,23.372,-29.875,-29.875,0.0,31.81,-4.16,32.052,-8.68,3.716,23.372,-6.503,0.0,154.945,0.15,-0.04,-0.04,155.485,0.15,-0.04,-0.04,,74.768,0.202,3.027,,-26.156,,71.053,37.142,108.195,-1.418,,-8.141,-0.658,101.694,0.695855,0.654044,0.69,99.158603,105.497522,143.611107,
06/30/2011,369.602,351.395,0.0,0.0,0.0,18.207,-240.531,99.808,19.562,107.255,0.168,0.0,13.738,129.071,-80.513,81.484,-0.971,0.0,48.558,-0.211,69.847,-37.861,-37.861,0.0,86.208,-4.487,87.2,-17.353,2.698,69.847,31.986,0.0,176.445,0.4,0.18,0.18,177.488,0.39,0.18,0.18,,111.053,,3.364,,-30.224,,149.553,10.396,159.949,-7.886,,-8.924,-0.398,145.439,0.901187,0.819435,0.715,79.339793,87.255279,84.602114,
09/30/2011,370.73,361.063,0.0,0.0,0.0,9.667,-241.315,103.127,19.735,111.582,0.132,0.0,6.739,129.415,-82.787,84.429,-1.642,0.0,46.628,-0.223,36.607,-5.948,-5.948,0.0,52.353,-4.706,53.841,-17.234,3.714,36.607,30.659,0.0,177.272,0.21,0.17,0.17,177.849,0.21,0.17,0.17,,115.64,0.0,3.02,,-0.185,,150.376,7.083,157.459,-10.292,,-9.992,-0.532,140.357,0.885352,0.789192,0.715,80.758823,90.598998,84.512156,
12/31/2011,384.565,374.611,0.0,0.0,0.0,9.954,-262.9,112.275,20.19,115.29,1.463,0.0,13.682,121.665,-81.727,84.322,-1.616,-0.979,39.938,-0.825,27.282,-3.23,-3.23,0.0,42.343,-5.318,44.516,-17.234,3.777,27.282,23.073,-0.979,185.913,0.15,0.129372,0.124106,186.529,0.15,0.129372,0.124106,,122.144,11.992,2.892,,-4.594,,154.398,14.514,168.912,-11.982,,-9.2,-0.919,150.588,0.905554,0.807317,0.715,78.957229,88.564982,86.094247,
03/31/2012,417.996,408.169,0.0,0.0,0.0,9.827,-283.038,128.801,27.751,120.907,,0.0,5.579,134.958,-87.837,88.814,-1.532,0.555,47.121,-1.47,39.307,-11.807,-11.807,0.0,57.458,-4.99,58.514,-19.207,3.693,39.307,28.055,0.555,199.661,0.2,0.14,0.140513,201.658,0.19,0.14,0.140513,,127.422,0.0,2.887,,-0.769,,163.857,10.665,174.522,-10.125,,-8.585,-0.252,159.253,0.865436,0.789718,0.74,85.506079,93.704307,87.221785,
06/30/2012,438.719,429.358,0.0,0.0,0.0,9.361,-317.999,135.839,25.87,127.599,,0.0,28.691,120.72,-87.743,91.299,-1.456,-2.1,32.977,-1.447,54.735,-45.345,-45.345,0.0,76.875,-5.19,77.696,-22.961,2.849,54.735,7.29,-2.1,213.498,0.26,0.043982,0.034146,215.138,0.25,0.039228,0.029467,,132.963,,7.873,,-32.45,,157.931,32.833,190.764,-10.669,,-10.647,0.047,172.344,0.886705,0.801086,0.74,83.455012,92.374623,100.413472,
09/30/2012,461.833,452.383,0.0,0.0,0.0,9.45,-331.212,144.417,23.679,127.844,27.008,0.0,8.264,130.621,-93.278,91.915,0.739,0.624,37.343,-0.836,37.269,-16.999,-16.999,0.0,53.506,-5.44,53.871,-16.602,2.241,37.269,20.894,0.624,224.391,0.17,0.09,0.093114,226.258,0.16,0.09,0.092758,,132.858,,11.913,,-5.875,,170.725,35.896,206.621,-11.275,,-9.345,0.972,189.214,0.91321,0.836275,0.74,81.032867,88.487596,93.385854,
12/31/2012,496.964,481.263,0.0,0.0,0.0,15.701,-336.01,160.916,20.039,135.981,,0.0,19.074,160.954,-90.79,92.701,-0.232,-1.679,70.164,-3.858,90.576,-40.698,-40.698,0.0,107.004,-5.439,107.178,-16.602,2.612,90.576,48.199,-1.679,259.29,0.35,0.192364,0.185888,261.21,0.35,0.192364,0.185888,,140.342,22.335,11.735,,-54.502,,205.047,17.395,222.442,-0.294,,-16.597,0.107,208.27,0.851583,0.797328,0.74,86.896989,92.810006,93.575912,
03/31/2013,629.724,619.967,0.0,0.0,0.0,9.757,-530.67,252.823,27.179,184.688,,0.0,65.98,99.054,-108.577,108.838,-2.262,2.001,-9.523,-2.763,55.058,-84.085,-84.085,0.0,71.799,-5.793,71.66,-16.602,3.494,55.058,-27.026,2.001,260.036,0.21,-0.11,-0.103932,260.036,0.21,-0.11,-0.103932,,187.122,,16.983,,-82.492,,170.878,67.981,238.859,-10.389,,-11.885,0.155,220.234,0.909852,0.838907,0.765,84.079572,91.190109,116.776882,
06/30/2013,678.533,669.868,0.0,0.0,0.0,8.665,-528.058,277.958,23.902,198.062,,0.0,28.136,150.475,-112.21,109.465,5.461,-2.716,38.265,-1.215,-8.508,29.869,29.869,0.0,7.181,-7.821,8.094,-16.602,1.237,-8.508,18.645,-2.716,273.091,-0.03,0.08,0.068274,276.481,-0.03,0.08,0.068274,,200.477,,16.521,,29.997,,230.666,25.409,256.075,-13.683,,-12.174,0.04,231.495,0.88906,0.803721,0.765,86.045957,95.182265,86.822072,
09/30/2013,783.711,774.639,0.0,0.0,0.0,9.072,-635.257,341.921,28.718,241.027,,0.0,23.591,148.454,-117.155,116.02,0.331,0.804,31.299,-3.077,20.691,-5.383,-5.383,0.0,33.605,-12.328,37.293,-16.602,-0.852,20.691,16.112,0.804,286.02,0.07,0.05,0.056332,288.029,0.07,0.05,0.052791,,242.981,,11.626,,-4.707,,258.263,22.548,280.811,-14.204,,-17.357,0.054,248.452,0.97494,0.862594,0.765,78.466365,88.686018,84.721892,
12/31/2013,788.577,779.341,0.0,0.0,0.0,9.236,-622.456,334.111,28.519,242.023,2.11,0.0,15.693,166.121,-132.355,124.223,4.659,3.473,33.766,-0.435,11.469,7.635,7.635,0.0,25.696,-10.362,28.004,-16.352,0.363,11.652,22.76,3.473,288.133,0.04,0.066938,0.078991,289.677,0.04,0.066357,0.078346,,243.381,,12.522,,8.064,,265.074,21.149,286.223,-14.558,,-19.568,0.054,252.514,0.988076,0.871709,0.765,77.423165,87.758661,83.35295,
03/31/2014,801.807,792.72,0.0,0.0,0.0,9.087,-608.566,341.431,32.865,233.318,,0.0,0.952,193.241,-126.241,120.833,5.556,-0.148,67.0,-2.26,50.022,-0.46,-0.46,0.0,65.2,-10.52,66.375,-16.353,0.33,50.022,49.414,-0.148,289.606,0.17,0.17,0.170625,290.917,0.17,0.17,0.169491,,233.318,,15.983,,,,288.803,0.909,289.712,-16.128,,-12.392,0.085,261.607,0.995858,0.89925,0.795,79.830665,88.407044,79.916414,
06/30/2014,826.446,815.486,0.0,0.0,0.0,10.96,-616.903,343.754,51.66,214.449,,0.0,7.04,209.543,-126.795,121.065,11.516,-5.786,82.748,-1.569,71.829,-6.675,-6.675,0.0,87.854,-9.741,88.181,-16.352,1.649,71.829,59.368,-5.786,296.256,0.24,0.22,0.200394,297.995,0.24,0.22,0.200394,,214.449,,20.787,-6.668,-6.411,,284.245,35.273,319.518,-22.958,,-13.796,0.28,284.693,1.072226,0.955362,0.795,74.144813,83.214559,81.531777,
09/30/2014,847.523,836.56,0.0,0.0,0.0,10.963,-610.746,355.157,30.803,200.97,,0.0,23.816,236.777,-94.204,118.435,2.632,-26.863,142.573,10.198,136.255,0.0,0.0,0.0,152.771,-9.359,152.607,-16.352,0.547,136.255,109.392,-26.863,311.117,0.44,0.44,0.35161,312.812,0.44,0.44,0.35161,,200.97,,18.25,-29.604,,,316.512,9.619,326.131,-24.32,,-17.768,0.138,284.728,1.042578,0.910221,0.795,76.253266,87.341442,78.144909,
12/31/2014,867.769,853.237,0.0,0.0,0.0,14.532,-634.016,363.016,27.616,195.393,,0.0,47.991,233.753,-22.178,120.707,7.721,-106.25,211.575,-5.101,188.636,0.0,0.0,0.0,206.474,-8.234,204.988,-16.352,-0.1,188.636,82.386,-106.25,327.492,0.58,0.58,0.251566,329.13,0.57,0.57,0.247179,,195.393,,19.56,-110.839,,,284.516,53.146,337.662,-24.439,,-15.178,0.236,298.181,1.025923,0.905967,0.795,77.491204,87.751517,91.508435,
03/31/2015,894.177,872.097,0.0,0.0,0.0,22.08,-651.202,376.461,35.138,188.829,,0.0,50.774,242.975,-33.857,121.08,12.648,-99.871,209.118,0.304,190.799,0.0,0.0,0.0,209.422,-7.249,207.151,-16.352,0.119,190.799,93.148,-97.651,336.754,0.57,0.57,0.276605,337.812,0.56,0.56,0.270931,,188.829,2.22,26.496,-56.845,,,344.25,5.413,349.663,-28.537,,-10.485,0.113,310.873,1.035082,0.920254,0.825,79.703858,89.649117,79.177633,
06/30/2015,957.169,932.179,0.0,0.0,0.0,24.99,-668.704,398.354,38.474,208.802,,0.0,23.074,288.465,49.411,118.861,2.952,-171.224,337.876,-7.417,312.573,0.0,0.0,0.0,330.459,-10.467,328.925,-16.352,-4.202,312.573,141.349,-171.224,350.399,0.89,0.89,0.403394,351.366,0.89,0.89,0.40269,,208.802,,19.791,-190.111,,,340.588,43.112,383.7,-31.19,,-15.114,0.757,333.951,1.091812,0.950252,0.825,75.562432,86.819039,84.954549,
09/30/2015,978.997,954.545,0.0,0.0,0.0,24.452,-660.785,408.703,36.95,205.799,,0.0,9.333,318.212,-122.299,121.13,2.631,-1.462,195.913,3.344,182.043,0.0,0.0,0.0,199.257,-11.647,198.395,-16.352,3.791,182.043,180.581,-1.462,351.765,0.52,0.52,0.513357,353.107,0.52,0.52,0.513357,,205.799,0.0,18.146,-2.046,,,392.295,9.605,401.9,-32.164,,-18.865,1.992,356.654,1.138182,1.010045,0.825,72.48402,81.67952,73.976504,
12/31/2015,1029.484,998.159,0.0,0.0,0.0,31.325,-774.596,438.738,36.854,222.809,0.0,0.0,76.195,254.888,-102.79,131.097,3.273,-31.58,152.098,-2.682,132.931,0.0,0.0,0.0,149.416,-9.908,149.283,-16.352,2.878,132.931,101.351,-31.58,353.604,0.38,0.38,0.286623,354.972,0.37,0.37,0.281035,,222.809,0.0,18.061,-31.385,,,332.508,69.846,402.354,-31.002,,-19.993,1.155,355.392,1.133216,1.000949,0.825,72.801656,82.421769,87.73422,
03/31/2016,1047.05,1017.812,0.0,0.0,0.0,29.238,-746.545,449.636,45.691,228.696,,0.0,22.522,300.505,-136.756,132.96,3.82,-0.024,163.749,1.725,148.969,0.0,0.0,0.0,165.474,-17.319,165.321,-16.352,-0.058,148.969,163.259,14.29,355.076,0.42,0.42,0.459786,356.051,0.42,0.42,0.459786,,228.696,14.314,16.604,,,,391.264,9.702,400.966,-29.621,,-11.806,,359.481,1.126148,1.009633,0.86,76.36654,85.179428,78.14928,
06/30/2016,1076.657,1037.848,0.0,0.0,0.0,38.809,-733.633,458.832,39.914,226.569,,0.0,8.318,343.024,-132.788,132.326,1.959,-1.497,210.236,0.513,195.474,0.0,0.0,0.0,210.749,-20.616,211.826,-16.352,2.124,195.474,193.977,-1.497,356.646,0.55,0.55,0.543892,358.891,0.54,0.54,0.535829,,226.569,,17.077,-1.53,,,416.974,-2.539,414.435,-26.897,,-16.593,,373.069,1.154766,1.039505,0.86,74.473985,82.731682,73.719944,
09/30/2016,1079.133,1051.169,0.0,0.0,0.0,27.964,-755.6,473.68,36.828,218.061,,0.0,27.031,323.533,30.903,129.699,1.749,-162.351,354.436,0.305,334.91,0.0,0.0,0.0,354.741,-15.695,351.161,-16.352,1.176,334.809,179.647,-155.162,358.932,0.93,0.93,0.500504,361.237,0.93,0.93,0.50047,,218.061,9.705,17.24,-162.351,,,401.87,18.901,420.771,-27.021,5.401,-19.069,,381.258,1.164806,1.055423,0.86,73.832042,81.483882,76.811287,
12/31/2016,1078.321,1046.717,0.0,0.0,0.0,31.604,-797.57,494.835,32.807,227.916,10.215,0.0,31.797,280.751,53.772,126.36,2.829,-182.961,334.523,16.585,333.042,0.0,0.0,0.0,351.108,-17.897,349.394,-16.352,0.771,333.042,163.336,-169.706,362.088,0.92,0.92,0.451095,364.369,0.91,0.91,0.444247,,227.916,13.187,16.746,-200.165,,,372.829,28.715,401.544,-22.557,5.395,-19.233,,365.92,1.102026,1.004257,0.86,78.038108,85.635478,83.522387,
03/31/2017,1062.298,1037.478,0.0,0.0,0.0,24.82,-793.476,510.169,31.101,228.276,0.0,0.0,23.93,268.822,71.033,118.597,23.106,-212.736,339.855,-2.245,312.639,0.0,0.0,0.0,337.61,-18.107,336.787,-24.148,2.239,312.639,112.158,-200.481,362.534,0.86,0.86,0.309372,364.652,0.86,0.86,0.309372,,228.276,11.031,16.484,-244.092,,,306.231,76.963,383.194,-17.921,4.906,-13.806,,358.612,1.050848,0.983436,0.87,82.790242,88.465316,102.999043,
06/30/2017,1058.602,1032.639,0.0,0.0,0.0,25.963,-780.04,501.855,32.632,224.847,,0.0,20.706,278.562,-83.569,116.231,3.978,-36.64,194.993,8.448,188.429,0.0,0.0,0.0,203.441,-16.954,200.109,-11.68,3.612,188.429,166.156,-22.273,366.524,0.51,0.51,0.453329,368.149,0.51,0.51,0.4495,,224.848,13.631,16.593,-42.155,,,384.392,6.585,390.977,-17.058,4.763,-15.263,,367.031,1.061878,0.996841,0.87,81.930339,87.275674,82.957242,
09/30/2017,1091.483,1065.26,0.0,0.0,0.0,26.223,-883.967,523.997,29.913,230.138,0.0,0.0,99.919,207.516,-117.548,122.578,-3.408,-1.622,89.968,-0.669,74.043,0.0,0.0,0.0,89.299,-16.826,85.719,-11.676,3.972,74.043,72.745,-1.298,369.089,0.2,0.2,0.197093,370.74,0.2,0.2,0.196499,,230.138,0.0,9.989,-1.622,,,295.722,104.092,399.814,-19.167,5.409,-16.651,,373.377,1.078422,1.007113,0.87,80.673463,86.385557,108.584221,
12/31/2017,1104.257,1089.915,0.0,0.0,0.0,14.342,-1037.681,547.904,28.365,238.458,62.966,0.0,159.988,66.576,-130.656,127.217,59.449,-56.01,-64.08,-25.663,-111.523,0.0,0.0,0.0,-89.743,-8.131,-99.847,-11.676,3.219,-111.523,-67.712,43.811,370.485,-0.3,-0.3,-0.182766,370.485,-0.3,-0.3,-0.182766,,238.458,43.44,16.98,,,,179.224,201.058,380.282,-18.692,2.643,-22.4,,345.052,1.020993,0.926406,0.87,85.211188,93.911297,179.843073,
03/31/2018,1096.965,1079.303,0.0,0.0,0.0,17.662,-843.095,556.465,33.705,228.201,0.0,0.0,24.724,253.87,201.273,122.775,2.429,-326.477,455.143,-1.588,437.671,0.0,0.0,0.0,453.555,-16.353,449.347,-11.676,4.823,437.671,132.206,-305.465,371.426,1.18,1.18,0.355942,373.257,1.17,1.17,0.351623,,228.201,28.185,13.7,-338.184,,,353.22,14.967,368.187,-17.329,7.097,-18.398,,344.38,0.986417,0.922635,0.87,88.198005,94.295136,91.484236,
06/30/2018,1125.912,1096.946,0.0,0.0,0.0,28.966,-845.087,568.751,32.831,236.275,0.0,0.0,7.23,280.825,-109.711,121.416,-1.249,-10.456,171.114,-3.841,154.432,0.0,0.0,0.0,167.273,-17.692,166.108,-11.676,2.416,154.432,141.148,-13.284,371.64,0.42,0.42,0.379798,373.075,0.41,0.41,0.374393,,236.275,-6.123,11.833,,,,378.725,-6.869,371.856,-12.447,5.167,-15.869,,351.123,0.996733,0.941159,0.87,87.285199,92.439188,85.372447,
09/30/2018,1236.379,1218.058,0.0,0.0,0.0,18.321,-1033.409,657.157,28.746,243.149,0.0,0.0,104.357,202.97,-117.003,138.032,-0.344,-20.685,85.967,-1.741,64.384,0.0,0.0,0.0,84.226,-17.498,76.06,-11.676,2.297,64.384,59.43,-4.954,373.023,0.17,0.17,0.15932,374.487,0.17,0.17,0.156771,,243.149,6.74,13.22,-24.723,,,285.272,102.379,387.651,-19.164,6.075,-22.478,,354.381,1.035152,0.946311,0.87,84.045621,91.935993,108.153972,
12/31/2018,1241.243,1220.967,0.0,0.0,0.0,20.276,-1012.729,650.644,31.101,242.834,0.0,0.0,88.15,228.514,-102.314,144.369,-0.195,-41.86,126.2,-1.504,101.763,0.0,0.0,0.0,124.696,-17.65,113.439,-11.676,3.886,101.763,137.551,35.788,378.24,0.27,0.27,0.363661,380.002,0.27,0.27,0.363661,,242.834,34.109,13.91,,,,374.966,7.816,382.782,-23.914,4.846,-31.664,,335.936,1.007316,0.884037,0.87,86.368152,98.41212,87.759637,
03/31/2019,1272.245,1249.369,0.0,0.0,0.0,22.876,-974.98,670.807,35.282,243.932,18.69,0.0,6.269,297.265,-2.741,145.232,9.199,-151.69,294.524,-2.222,280.47,0.0,0.0,0.0,292.302,-17.76,280.47,0.0,5.9,280.47,126.293,-154.177,391.474,0.72,0.72,0.322609,393.452,0.71,0.71,0.318143,,243.932,-167.409,19.15,,,,358.383,41.182,399.565,-23.715,7.529,-21.416,,367.863,1.015537,0.934963,0.87,85.668975,93.051826,95.033074,
06/30/2019,1320.106,1299.671,0.0,0.0,0.0,20.435,-1016.4,701.127,33.741,248.052,0.0,0.0,33.48,303.706,-152.067,141.336,9.049,1.682,151.639,-1.599,137.762,0.0,0.0,0.0,150.04,-18.889,137.762,0.0,1.39,137.762,151.296,13.534,404.607,0.34,0.34,0.373933,406.673,0.34,0.34,0.37328,,248.052,9.939,11.475,1.682,,,390.021,36.116,426.137,-24.306,6.403,-28.803,,380.821,1.03326,0.923382,0.87,84.199541,94.218911,90.253625,
09/30/2019,1266.133,1246.268,0.0,0.0,0.0,19.865,-984.578,655.588,31.019,272.445,0.0,,25.526,281.555,370.345,137.343,-3.262,-504.426,651.9,-3.968,589.876,0.0,0.0,0.0,647.932,31.347,589.876,0.0,2.454,589.876,104.79,-485.086,405.023,1.46,1.46,0.258726,406.891,1.45,1.45,0.257823,,272.445,18.096,10.864,-570.25,,,352.378,74.285,426.663,-24.578,5.008,-34.526,,375.021,1.048593,0.921674,0.87,82.968331,94.393426,99.997733,
12/31/2019,1262.822,1241.267,0.0,0.0,0.0,21.555,-962.742,662.52,26.507,262.644,0.0,0.0,11.071,300.08,-64.776,131.648,-57.42,-9.452,235.304,4.832,224.324,0.0,0.0,0.0,240.136,-14.895,224.324,0.0,1.282,224.324,209.901,-14.423,405.974,0.55,0.55,0.517031,407.904,0.55,0.55,0.514641,,262.644,-11.966,16.191,-12.064,,,476.298,-49.947,426.351,-24.584,4.547,-46.55,,361.046,1.045224,0.885125,0.87,83.235756,98.291209,74.154706,
03/31/2020,1258.602,1239.932,0.0,0.0,0.0,18.67,-1040.905,681.781,35.481,274.801,7.072,0.0,41.77,217.697,117.125,142.007,3.692,-262.824,334.822,-5.442,310.284,0.0,0.0,0.0,329.38,-9.409,310.284,0.0,2.823,310.284,82.938,-227.346,410.306,0.76,0.76,0.202137,412.42,0.75,0.75,0.198751,,274.801,-234.997,15.445,,,,356.124,63.195,419.319,-24.93,6.822,-22.616,,381.418,1.016728,0.924829,0.87,85.568601,94.071439,100.236496,
06/30/2020,1188.475,1165.865,0.0,0.0,0.0,22.61,-1057.615,660.764,34.062,265.371,1.422,0.0,95.996,130.86,30.589,126.357,-1.332,-155.614,161.449,-2.233,179.246,0.0,0.0,0.0,159.216,-42.539,179.246,0.0,2.275,179.246,100.217,-79.029,417.084,0.43,0.43,0.24028,419.121,0.42,0.42,0.231441,,265.371,-80.712,14.231,,,,335.597,25.358,360.955,-25.627,6.892,-17.579,,326.916,0.861219,0.780004,0.61,70.829829,78.204741,75.811536,
09/30/2020,1153.0,,,,,,,,,,,,,280.9,,,,,88.5,,,,,,,,89.416,,,89.416,87.759,,,0.199,0.199,0.201,,0.199,0.199,0.201,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,1157.714,,,,,,,,,,,,,280.0,,,,,93.9,,,,,,,,85.663,,,85.663,84.778,,,0.177,0.177,0.184,,0.177,0.177,0.184,,,,,,,,,,,,,,,,,,,,,,
