Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,3659.924,3659.924,-3366.471,3280.056,86.415,293.453,0.0,6.133,-6.133,299.586,-45.351,,83.591,,,-38.166,-0.074,254.235,-58.36,195.875,0.0,0.0,0.0,195.875,-84.333,111.542,0.0,0.0,111.542,106.4044,-5.1376,204.648,0.55,0.55,0.519939,209.243,0.53,0.53,0.505447,
03/31/2013,2517.955,2517.955,-2343.266,2287.983,55.283,174.689,0.0,0.041,-0.041,174.73,-25.423,,64.486,,,-34.942,-4.121,149.307,-38.804,110.503,-55.202,-55.202,0.0,165.705,-53.184,112.521,0.0,0.0,112.521,57.9612,0.6422,205.479,0.55,0.28,0.282078,209.458,0.54,0.27,0.273066,
06/30/2013,2768.984,2768.984,-2540.874,2481.991,58.883,228.11,0.0,0.279,-0.279,228.389,-31.689,,66.12,,,-32.077,-2.354,196.7,-42.923,153.777,74.282,74.282,0.0,79.495,-78.576,0.919,0.0,0.0,0.919,75.01965,-0.18135,206.143,0.0,0.36,0.36392,208.874,0.0,0.36,0.359132,
09/30/2013,3135.381,3135.381,-2904.01,2842.16,61.85,231.371,0.0,0.021,-0.021,231.392,-28.607,,66.187,,,-33.897,-3.683,202.785,-44.961,157.824,10.126,10.126,0.0,147.698,-85.342,62.356,0.0,0.0,62.356,72.4677,-0.0143,206.235,0.3,0.35,0.351384,209.893,0.3,0.35,0.349932,
12/31/2013,3449.559,3449.559,-3214.992,3151.665,63.327,234.567,0.0,11.54,-11.54,246.107,-39.729,,73.853,,,-40.123,5.999,206.378,-39.392,166.986,-17.077,-17.077,0.0,184.063,-93.326,90.737,0.0,0.0,90.737,70.1837,-3.4763,206.319,0.44,0.35,0.340171,210.552,0.43,0.35,0.33349,
03/31/2014,3163.296,3163.296,-2869.194,2801.78,67.414,294.102,0.0,0.015,-0.015,294.117,-74.396,,94.901,,,-44.63,24.125,219.721,-14.984,204.737,-1.774,-1.774,0.0,206.511,-112.996,93.515,0.0,0.0,93.515,122.33125,30.59025,209.13,0.45,0.44,0.584953,210.166,0.45,0.44,0.584953,
06/30/2014,3066.882,3066.882,-2815.551,2743.424,72.127,251.331,0.0,-0.016,0.016,251.315,-60.242,,88.751,,,-26.688,-1.821,191.073,-42.313,148.76,8.009,8.009,0.0,140.751,-79.161,61.59,0.0,0.0,61.59,69.6094,0.0104,209.403,0.29,0.33,0.332418,210.516,0.29,0.33,0.330049,
09/30/2014,3120.145,3120.145,-2830.287,2755.699,74.588,289.858,0.0,1.534,-1.534,291.392,-139.082,,86.052,,,50.624,2.406,152.31,-37.858,114.452,0.171,0.171,0.0,114.281,-49.823,64.458,0.0,0.0,64.458,113.2919,48.6629,209.489,0.31,0.31,0.540801,210.759,0.31,0.31,0.540801,
12/31/2014,2844.768,2844.768,-2543.087,2462.532,80.555,301.681,0.0,5.066,-5.066,306.747,-49.978,,86.459,,,-35.246,-1.235,256.769,-56.003,200.766,-0.799,-0.799,0.0,201.565,-107.021,94.544,0.0,0.0,94.544,90.4521,-3.2929,209.541,0.45,0.45,0.431668,210.285,0.45,0.45,0.431668,
03/31/2015,1805.306,1805.306,-1608.837,1522.882,85.955,196.469,0.0,-0.006,0.006,196.463,-63.198,,96.75,,,-31.72,-1.832,133.265,-37.428,95.837,0.144,0.144,0.0,95.693,-34.893,60.8,0.0,0.0,60.8,60.9479,0.0039,209.874,0.29,0.29,0.290402,210.467,0.29,0.29,0.290019,
06/30/2015,2128.052,2128.052,-1855.43,1768.443,86.987,272.622,0.0,0.122,-0.122,272.744,-73.502,,102.384,,,-30.782,1.9,199.242,-48.222,151.02,0.14,0.14,0.0,150.88,-74.375,76.505,0.0,0.0,76.505,76.5657,-0.0793,210.204,0.36,0.36,0.364245,210.477,0.36,0.36,0.359623,
09/30/2015,1898.946,1898.946,-1613.285,1524.986,88.299,285.661,0.0,-0.726,0.726,284.935,-81.939,,106.923,,,-32.421,7.437,202.996,-38.298,164.698,3.86,3.86,0.0,160.838,-78.681,82.157,0.0,0.0,82.157,86.4889,0.4719,210.296,0.39,0.41,0.411272,210.524,0.39,0.41,0.411272,
12/31/2015,1930.902,1930.902,-1611.451,1518.072,93.379,319.451,0.0,-77.434,77.434,242.017,-255.644,,110.73,,,-32.556,177.47,-13.627,-12.652,-26.279,1.937,1.937,0.0,-28.216,53.731,25.515,0.0,0.0,25.515,195.16305,167.71105,210.417,0.13,0.13,0.927506,210.683,0.12,0.13,0.926035,
03/31/2016,1774.459,1774.459,-1467.231,1372.753,94.478,307.228,0.0,4.206,-4.206,311.434,-85.457,,118.247,,,-33.122,0.332,225.977,-50.066,175.911,0.952,0.952,0.0,174.959,-91.513,83.446,0.0,0.0,83.446,81.6641,-2.7339,210.781,0.4,0.4,0.387436,211.071,0.4,0.4,0.387047,
06/30/2016,2134.107,2134.107,-1818.409,1719.162,99.247,315.698,0.0,-0.413,0.413,315.285,-82.741,,118.976,,,-32.372,-3.863,232.544,-52.458,180.086,0.227,0.227,0.0,179.859,-93.915,85.944,0.0,0.0,85.944,86.43945,0.26845,211.075,0.41,0.41,0.40952,212.618,0.4,0.41,0.40952,
09/30/2016,2357.907,2357.907,-2034.294,1935.744,98.55,323.613,0.0,5.744,-5.744,329.357,-79.553,,118.24,,,-35.155,-3.532,249.804,-55.012,194.792,0.576,0.576,0.0,194.216,-102.072,92.144,0.0,0.0,92.144,88.9864,-3.7336,211.309,0.44,0.44,0.42112,212.87,0.43,0.44,0.42112,
12/31/2016,2654.461,2654.461,-2324.959,2225.649,99.31,329.502,0.0,0.098,-0.098,329.6,-79.969,,114.188,,,-39.25,5.031,249.631,-54.87,194.761,0.296,0.296,0.0,194.465,-103.96,90.505,0.0,0.0,90.505,90.7373,-0.0637,211.398,0.43,0.43,0.429225,213.157,0.43,0.43,0.429225,
03/31/2017,2749.611,2749.611,-2432.467,2333.048,99.419,317.144,0.0,-0.007,0.007,317.137,-76.011,,116.462,,,-39.577,-0.874,241.126,-54.941,186.185,0.0,0.0,0.0,186.185,-98.824,87.361,0.0,0.0,87.361,87.36555,0.00455,211.619,0.41,0.41,0.412844,213.602,0.41,0.41,0.410021,
06/30/2017,2725.772,2725.772,-2406.959,2306.11,100.849,318.813,0.0,0.637,-0.637,319.45,-99.615,,118.473,,,-39.385,20.527,219.835,-43.844,175.991,0.0,0.0,0.0,175.991,-104.298,71.693,-0.217,0.0,71.476,71.06195,-0.41405,211.785,0.34,0.34,0.335538,214.012,0.33,0.33,0.328065,
09/30/2017,2906.366,2906.366,-2536.048,2433.75,102.298,370.318,0.0,-15.696,15.696,354.622,-90.963,,126.533,,,-40.098,4.528,263.659,-97.128,166.531,0.0,0.0,0.0,166.531,-0.789,165.742,-0.276,0.0,165.466,178.4439,12.9779,380.907,0.43,0.43,0.468471,383.419,0.43,0.43,0.463848,
12/31/2017,3792.158,3792.158,-3391.616,3287.847,103.769,400.542,0.0,0.02,-0.02,400.562,-84.381,,124.19,,,-40.325,0.516,316.181,-251.369,64.812,0.0,0.0,0.0,64.812,-1.767,63.045,-0.274,0.0,62.771,204.058,141.287,385.586,0.16,0.16,0.529215,388.071,0.16,0.16,0.524075,
03/31/2018,3102.077,3102.077,-2682.467,2578.23,104.237,419.61,0.0,0.089,-0.089,419.699,-77.879,,115.725,,,-40.417,2.571,341.82,-75.771,266.049,0.0,0.0,0.0,266.049,-1.541,264.508,-0.275,0.0,264.233,264.16269,-0.07031,409.676,0.65,0.65,0.644809,412.173,0.64,0.64,0.639829,
06/30/2018,2960.529,2960.529,-2512.259,2405.971,106.288,448.27,0.0,0.096,-0.096,448.366,-78.656,113.496,113.496,0.0,,-37.374,2.534,369.71,-87.531,282.179,0.0,0.0,0.0,282.179,-1.131,281.048,-0.275,0.0,280.773,280.69716,-0.07584,411.946,0.68,0.68,0.681393,414.641,0.68,0.68,0.679817,
09/30/2018,3393.89,3393.89,-2898.519,2791.136,107.383,495.371,0.0,0.163,-0.163,495.534,-78.635,121.91,121.91,0.0,,-41.607,-1.668,416.899,-102.983,313.916,0.0,0.0,0.0,313.916,-0.657,313.259,-0.275,0.0,312.984,312.85523,-0.12877,412.117,0.76,0.76,0.759142,414.847,0.75,0.75,0.74969,
12/31/2018,3136.7,3136.7,-2665.088,2554.439,110.649,471.612,0.0,0.253,-0.253,471.865,-82.359,118.489,118.489,0.0,,-46.947,10.817,389.506,-96.618,292.888,0.0,0.0,0.0,292.888,0.0,292.888,-0.275,0.0,292.613,292.41313,-0.19987,412.204,0.71,0.71,0.709389,415.142,0.7,0.7,0.699519,
03/31/2019,2779.958,2779.958,-2311.276,2197.118,114.158,468.682,0.0,0.06,-0.06,468.742,-53.6,115.42,115.42,0.0,,-55.922,-5.898,415.142,-77.934,337.208,0.0,0.0,0.0,337.208,0.0,337.208,-0.275,0.0,336.933,336.8856,-0.0474,412.908,0.82,0.82,0.815885,415.233,0.81,0.81,0.809886,
06/30/2019,2457.575,2457.575,-1978.471,1863.507,114.964,479.104,0.0,-2.958,2.958,476.146,-65.248,117.493,117.493,0.0,,-51.06,-1.185,410.898,-98.935,311.963,0.0,0.0,0.0,311.963,0.0,311.963,-0.275,0.0,311.688,314.02482,2.33682,413.606,0.75,0.75,0.759237,415.049,0.75,0.75,0.75563,
09/30/2019,2263.228,2263.228,-1781.093,1659.663,121.43,482.135,0.0,0.016,-0.016,482.151,-75.631,129.577,129.577,0.0,,-53.368,-0.578,406.52,-97.365,309.155,0.0,0.0,0.0,309.155,0.0,309.155,-0.275,0.0,308.88,308.86736,-0.01264,413.816,0.75,0.75,0.746388,415.578,0.74,0.74,0.73997,
12/31/2019,2663.606,2663.606,-2176.599,2050.616,125.983,487.007,0.0,0.307,-0.307,487.314,-68.883,129.283,129.283,0.0,,-59.006,-1.394,418.431,-98.18,320.251,0.0,0.0,0.0,320.251,0.0,320.251,-0.275,0.0,319.976,319.73347,-0.24253,413.91,0.77,0.77,0.772471,415.944,0.77,0.77,0.769417,
03/31/2020,2136.672,2136.672,-1616.321,1483.968,132.353,520.351,0.0,-603.82,603.82,-83.469,-113.783,140.616,140.616,0.0,,-60.036,33.203,-197.252,55.395,-141.857,0.0,0.0,0.0,-141.857,0.0,-141.857,-0.275,0.0,-142.132,364.6925,506.8245,414.282,-0.34,-0.34,0.8803,415.348,-0.34,-0.34,0.880241,
06/30/2020,1660.729,1660.729,-1305.338,1164.922,140.416,355.391,0.0,0.339,-0.339,355.73,-178.269,218.968,218.968,0.0,,-29.182,-11.517,177.461,-43.14,134.321,0.0,0.0,0.0,134.321,0.0,134.321,-0.275,0.0,134.046,133.77819,-0.26781,419.722,0.32,0.32,0.31873,420.116,0.32,0.32,0.31873,
09/30/2020,2557.0,,,,,620.30263,,,,463.6,,,,,,,,335.714,,258.417,,,,,,258.417,,,258.417,258.417,,,0.574,0.574,0.569,,0.574,0.574,0.569,
12/31/2020,2786.8,,,,,709.602884,,,,502.8,,,,,,,,378.0,,289.583,,,,,,289.583,,,289.583,289.583,,,0.636,0.636,0.628,,0.636,0.636,0.628,
