Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
12/31/2016,1443,894,173,861,56.0,296.0,509,-485,93.0,-45.0,246.0,-779,0.0,16.0,-371.0,0.0,,,-371.0,-371.0,0.0,0.0,0.0,0.0,93.0,141.0,-48.0,0.0,294.0,-605.0,-635.0,8.0,23.0,0.0,-15.0,0.0,0.0,0.0,22.0,-49.0,805.0,,
03/31/2017,861,1574,193,-963,45.0,-70.0,-938,57,-246.0,-71.0,-114.0,488,0.0,-203.0,-291.0,0.0,0.0,0.0,-291.0,-291.0,0.0,0.0,0.0,0.0,129.0,241.0,-112.0,0.0,-41.0,-1013.0,-655.0,1680.0,192.0,1488.0,0.0,-2000.0,0.0,-2000.0,-38.0,28.0,-327.0,43.0,
06/30/2017,1584,916,250,609,54.0,91.0,464,-191,-208.0,13.0,29.0,-25,0.0,-1024.0,-248.0,0.0,0.0,0.0,-248.0,-248.0,0.0,0.0,0.0,0.0,-59.0,148.0,-207.0,0.0,-717.0,-1006.0,-643.0,-366.0,108.0,0.0,-474.0,0.0,0.0,0.0,3.0,6.0,-440.0,71.0,
09/30/2017,1713,845,208,686,50.0,262.0,374,-26,-85.0,65.0,148.0,-154,0.0,142.0,-262.0,0.0,0.0,0.0,-262.0,-262.0,0.0,0.0,0.0,0.0,-216.0,137.0,-353.0,0.0,620.0,-706.0,-640.0,148.0,898.0,0.0,-750.0,-220.0,0.0,-220.0,6.0,25.0,1174.0,58.0,
12/31/2017,1117,-2328,221,1249,50.0,727.0,472,1975,108.0,-36.0,257.0,1646,0.0,1019.0,-254.0,0.0,0.0,0.0,-254.0,-254.0,0.0,0.0,0.0,0.0,160.0,196.0,-36.0,0.0,1113.0,-1352.0,-639.0,-471.0,-471.0,0.0,0.0,-249.0,0.0,-249.0,7.0,-7.0,777.0,43.0,
03/31/2018,1175,1486,143,-565,55.0,160.0,-780,111,219.0,-4.0,-241.0,137,0.0,-43.0,-239.0,0.0,0.0,0.0,-239.0,-239.0,0.0,0.0,0.0,0.0,39.0,375.0,-336.0,0.0,157.0,-1222.0,-653.0,-344.0,-344.0,0.0,0.0,-167.0,0.0,-167.0,-58.0,11.0,-79.0,59.0,
06/30/2018,1057,373,189,409,51.0,-197.0,555,86,-107.0,-118.0,140.0,171,0.0,-348.0,-198.0,0.0,0.0,0.0,-198.0,-198.0,0.0,0.0,0.0,0.0,-626.0,208.0,-834.0,0.0,476.0,-1015.0,-654.0,-207.0,-202.0,0.0,-5.0,-153.0,0.0,-153.0,-1.0,-37.0,-343.0,58.0,
09/30/2018,1279,1901,181,-329,62.0,-124.0,-267,-474,-334.0,-30.0,-85.0,-25,0.0,-147.0,-224.0,0.0,0.0,0.0,-224.0,-224.0,0.0,0.0,0.0,0.0,319.0,364.0,-45.0,0.0,-242.0,-720.0,-653.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,409.0,57.0,
12/31/2018,2429,1160,124,1326,53.0,247.0,1026,-181,-207.0,-64.0,127.0,-37,0.0,-336.0,-290.0,0.0,0.0,0.0,-290.0,-290.0,0.0,0.0,0.0,0.0,271.0,302.0,-31.0,0.0,-317.0,-578.0,-653.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.0,1503.0,38.0,
03/31/2019,1390,1710,170,-1017,53.0,78.0,-1148,527,236.0,35.0,136.0,120,0.0,1060.0,-204.0,0.0,0.0,0.0,-204.0,-204.0,0.0,0.0,0.0,0.0,295.0,310.0,-15.0,0.0,969.0,-2029.0,-669.0,-1323.0,-73.0,0.0,-1250.0,0.0,0.0,0.0,-37.0,3.0,424.0,57.0,
06/30/2019,2083,1432,169,665,48.0,-89.0,706,-183,71.0,-7.0,20.0,-267,0.0,715.0,-191.0,0.0,0.0,0.0,-191.0,-191.0,0.0,0.0,0.0,0.0,163.0,197.0,-34.0,0.0,743.0,18268.0,-671.0,18941.0,157.0,18790.0,-6.0,0.0,0.0,0.0,-2.0,3.0,21069.0,53.0,
09/30/2019,2556,1353,171,932,56.0,-500.0,1376,100,127.0,-35.0,-108.0,116,0.0,491.0,-190.0,0.0,0.0,0.0,-190.0,-190.0,0.0,0.0,0.0,0.0,1710.0,1719.0,-9.0,0.0,-1029.0,-941.0,-671.0,31.0,31.0,0.0,0.0,-300.0,0.0,-300.0,-1.0,-21.0,2085.0,56.0,
12/31/2019,2038,-1056,1236,30,284.0,-337.0,83,1828,318.0,470.0,181.0,859,0.0,-12036.0,-251.0,0.0,0.0,0.0,-251.0,-251.0,0.0,0.0,0.0,0.0,-10811.0,13765.0,-24576.0,0.0,-974.0,-7677.0,-668.0,4.0,16.0,7988.0,-8000.0,-7000.0,0.0,-7000.0,-13.0,6.0,-17669.0,248.0,
03/31/2020,3894,-775,2477,555,210.0,-53.0,398,1637,-743.0,1448.0,703.0,229,0.0,653.0,-186.0,0.0,0.0,0.0,-186.0,-186.0,0.0,0.0,0.0,0.0,180.0,205.0,-25.0,0.0,659.0,-1054.0,-1017.0,26.0,26.0,0.0,0.0,-81.0,0.0,-81.0,18.0,-67.0,3426.0,491.0,
06/30/2020,4269,-85,2558,875,213.0,1418.0,-756,921,546.0,642.0,-223.0,-44,0.0,780.0,-131.0,0.0,0.0,0.0,-131.0,-131.0,0.0,0.0,0.0,0.0,-10.0,143.0,-153.0,0.0,921.0,-993.0,-1021.0,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,76.0,60.0,4116.0,354.0,
