Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/29/2013,3019.006,1165.603,711.637,453.966,238.946,238.946,0.0,154.099,57.398,70.016,26.685,0.0,58.887,0.0,88.48,22.811,1617.535,202.666,380.167,-177.501,0.0,,1198.805,1054.234,723.061,331.173,,56.091,1401.471,,292.775,73.655,30.435,0.0,188.685,29.288,0.0,0.0,0.0,,29.288,0.0,0.0,0.0,,,0.0,322.063,839.305,839.305,0.0,0.0,,324.436,0.0,0.0,0.0,0.0,,324.436,1163.741,1485.804,0.0,2564.458,1.753,2562.705,-1240.345,207.855,1.234,1533.202,0.0,1533.202,3019.006,
03/30/2014,3053.57,1091.802,518.513,573.289,293.045,293.045,0.0,164.231,56.798,78.742,28.691,0.0,82.865,,101.336,42.516,1631.943,210.372,,,26.7,26.7,1211.255,1040.243,723.259,316.984,,69.676,1448.327,,301.763,86.471,30.644,,184.648,848.016,0.0,,,,848.016,0.0,,,,,0.0,1149.779,0.0,0.0,,,,330.178,,,,,,330.178,330.178,1479.957,0.0,2683.761,1.778,2681.983,-1379.188,267.832,1.208,1573.613,0.0,1573.613,3053.57,
06/29/2014,3035.055,1103.056,675.221,427.835,258.694,258.694,0.0,177.534,58.494,87.595,31.445,0.0,81.437,,70.126,36.508,1620.721,230.113,,,,37.2,1147.021,1026.498,721.648,304.85,,87.597,1377.134,,351.189,91.513,31.37,,228.306,298.018,0.0,,,,298.018,0.0,,,,,0.0,649.207,972.945,972.945,,,,332.467,,,,,,332.467,1305.412,1954.619,0.0,2058.707,1.785,2056.922,-1294.041,314.437,1.333,1080.436,0.0,1080.436,3035.055,
09/28/2014,3278.206,1271.427,829.895,441.532,276.675,276.675,0.0,199.298,68.624,96.068,34.606,0.0,159.554,,39.729,57.624,1906.954,247.643,,,32.2,32.2,1091.409,1024.232,724.887,299.345,,27.448,1371.252,,400.202,96.069,36.035,,268.098,301.119,0.0,,,,301.119,155.08,,,,,155.08,856.401,979.836,979.836,,,,167.656,,,,,,167.656,1147.492,2003.893,0.0,2102.977,1.794,2101.183,-1236.951,407.926,0.361,1274.313,0.0,1274.313,3278.206,
12/28/2014,3376.84,1338.371,636.154,702.217,289.458,289.458,0.0,191.144,73.179,94.102,23.863,0.0,70.63,0.0,49.848,29.844,1889.603,265.264,480.001,-214.737,37.2,37.2,1184.773,1039.404,724.904,314.5,,58.321,1487.237,,417.902,82.626,38.942,0.0,296.334,304.256,0.0,0.0,0.0,,304.256,0.0,0.0,0.0,,,0.0,722.158,986.78,986.78,0.0,0.0,,167.904,0.0,0.0,0.0,0.0,,167.904,1154.684,1876.842,0.0,2174.745,1.805,2172.94,-1272.073,561.206,-1.08,1462.798,0.0,1462.798,3339.64,
03/29/2015,3499.093,1366.489,533.537,832.952,350.044,350.044,0.0,205.184,72.083,104.329,28.772,0.0,138.564,,63.122,89.459,2060.281,280.628,,,38.8,38.8,1119.384,1026.206,724.904,301.302,,30.056,1438.812,,402.824,106.674,46.622,,249.528,307.427,0.0,,,,307.427,0.0,,,,,0.0,710.251,993.777,993.777,,,,171.739,,,,,,171.739,1165.516,1875.767,0.0,2313.793,1.823,2311.97,-1390.665,697.864,2.334,1623.326,0.0,1623.326,3499.093,
06/28/2015,3703.125,1510.382,591.057,919.325,368.611,368.611,0.0,223.62,84.111,115.584,23.925,0.0,135.078,,66.723,83.402,2237.691,302.84,,,,51.9,1110.694,1013.081,724.904,288.177,,82.79,1413.534,,422.606,107.884,39.133,,275.589,302.447,0.0,,,,302.447,0.0,,,,,0.0,725.053,1000.829,1000.829,,,,183.331,,,,,,183.331,1184.16,1909.213,0.0,2390.01,1.829,2388.181,-1396.808,800.111,0.599,1793.912,0.0,1793.912,3703.125,
09/27/2015,3733.548,1439.406,551.529,887.877,413.474,413.474,0.0,233.781,84.136,114.848,34.797,0.0,123.767,,86.827,80.03,2210.428,308.722,,,54.7,54.7,1159.698,1043.033,756.687,286.346,,29.838,1523.12,,481.691,123.432,29.457,,328.802,102.166,0.0,,,,102.166,0.0,,,,,0.0,583.857,1007.935,1007.935,,,,173.061,,,,,,173.061,1180.996,1764.853,0.0,2456.725,1.849,2454.876,-1439.486,918.288,1.04,1936.567,32.128,1968.695,3733.548,
01/03/2016,3687.747,1386.22,768.77,617.45,385.529,385.529,0.0,270.777,97.74,138.322,34.715,0.0,54.297,0.0,134.515,54.297,2096.823,342.694,609.437,-266.743,56.6,56.6,1191.63,1026.25,752.629,273.621,,30.865,1590.924,,526.07,139.226,44.159,0.0,342.685,74.929,0.0,0.0,0.0,,74.929,9.495,0.0,0.0,,,9.495,610.494,1015.649,1015.649,0.0,0.0,,180.505,0.0,0.0,0.0,0.0,,180.505,1196.154,1806.648,0.0,2499.36,1.859,2497.501,-1673.608,1022.765,0.036,1848.553,32.546,1881.099,3687.747,
04/03/2016,3793.706,1343.092,754.91,588.182,402.514,402.514,0.0,287.919,96.303,155.563,36.053,0.0,40.273,,196.198,40.273,2073.798,385.253,,,61.7,61.7,1272.955,1045.605,776.029,269.576,,31.152,1719.908,,481.228,154.68,42.288,,284.26,0.0,0.0,,,,0.0,0.0,,,,,0.0,481.228,1022.646,1022.646,,,,185.526,,,,,,185.526,1208.172,1689.4,0.0,2619.557,1.876,2617.681,-1742.782,1112.352,1.982,1991.109,113.197,2104.306,3793.706,
07/03/2016,3985.09,1425.256,951.662,473.594,372.48,372.48,0.0,311.364,102.413,168.105,40.846,0.0,33.921,,186.462,33.921,2143.021,511.354,813.161,-301.807,56.9,56.9,1273.815,1044.464,775.995,268.469,,42.889,1842.069,,580.996,250.67,40.158,,290.168,0.511,0.0,,,,0.511,0.0,,,,,0.0,581.507,1031.37,1031.37,,,,198.568,,,,,,198.568,1229.938,1811.445,0.0,2666.743,1.878,2664.865,-1846.054,1232.764,2.318,2055.771,117.874,2173.645,3985.09,
10/02/2016,4227.827,1536.266,794.697,741.569,381.632,381.632,0.0,312.242,101.646,166.05,44.546,0.0,47.696,,182.122,47.696,2277.836,633.856,952.884,-319.028,56.9,56.9,1259.235,1031.555,775.995,255.56,,45.558,1949.991,,449.294,134.09,30.855,,284.349,1.25,0.0,,,,1.25,178.311,,,,,178.311,628.855,1040.765,1040.765,,,,204.273,,,,,,204.273,1245.038,1873.893,0.0,2739.883,1.882,2738.001,-1862.702,1361.652,1.314,2240.147,113.787,2353.934,4227.827,
01/01/2017,4280.6,1558.724,734.516,824.208,381.316,381.316,0.0,300.17,101.999,161.087,37.084,0.0,77.881,0.0,123.317,77.881,2318.091,713.334,1040.147,-326.813,57.0,57.0,1192.175,1018.647,775.995,242.652,10.0,40.211,1962.509,,480.681,137.93,32.04,0.0,310.711,1.25,0.0,0.0,0.0,,1.25,222.734,0.0,0.0,,,102.113,704.665,1047.805,1047.805,0.0,0.0,,213.955,0.0,0.0,0.0,0.0,,213.955,1261.76,1966.425,0.0,2735.281,1.887,2733.394,-2022.429,1485.414,-1.037,2197.229,116.946,2314.175,4280.6,
04/02/2017,4598.0,1778.0,981.0,797.0,368.0,368.0,0.0,299.0,101.0,162.0,36.0,0.0,72.0,,83.0,72.0,2517.0,734.0,1080.0,-346.0,250.0,250.0,1097.0,978.0,771.0,207.0,,36.0,2081.0,,528.0,142.0,77.0,,309.0,1.0,0.0,,,,1.0,192.0,,,,,192.0,721.0,1055.0,1055.0,,,,212.0,,,,,,212.0,1267.0,1988.0,0.0,2800.0,2.0,2798.0,-2145.0,1897.0,-1.0,2551.0,59.0,2610.0,4598.0,
07/02/2017,4858.0,1893.0,1219.0,674.0,372.0,372.0,0.0,309.0,95.0,168.0,46.0,0.0,69.0,,103.0,69.0,2643.0,837.0,1208.0,-371.0,250.0,250.0,1128.0,967.0,771.0,196.0,,58.0,2215.0,,553.0,175.0,35.0,,343.0,5.0,0.0,,,,5.0,124.0,,,,,124.0,682.0,1169.0,1169.0,,,,212.0,,,,,,212.0,1381.0,2063.0,0.0,2838.0,2.0,2836.0,-2148.0,2025.0,0.0,2715.0,80.0,2795.0,4858.0,
10/01/2017,5046.0,2041.0,1354.0,687.0,383.0,383.0,0.0,327.0,90.0,192.0,45.0,0.0,54.0,,117.0,54.0,2805.0,862.0,1253.0,-391.0,250.0,250.0,1129.0,956.0,771.0,185.0,,56.0,2241.0,,539.0,158.0,41.0,,340.0,2.0,0.0,,,,2.0,124.0,,,,,124.0,665.0,1180.0,1180.0,,,,222.0,,,,,,222.0,1402.0,2067.0,0.0,2893.0,2.0,2891.0,-2226.0,2188.0,0.0,2855.0,124.0,2979.0,5046.0,
12/31/2017,5257.0,2145.0,1225.0,920.0,411.0,411.0,0.0,333.0,93.0,188.0,52.0,0.0,91.0,0.0,88.0,91.0,2980.0,931.0,1347.0,-416.0,250.0,250.0,1096.0,946.0,771.0,175.0,,62.0,2277.0,,387.0,160.0,50.0,0.0,177.0,10.0,0.0,0.0,0.0,,10.0,349.0,0.0,0.0,0.0,0.0,219.0,746.0,1182.0,1182.0,0.0,0.0,,360.0,0.0,0.0,0.0,0.0,0.0,360.0,1542.0,2288.0,0.0,2835.0,2.0,2833.0,-2341.0,2256.0,-1.0,2749.0,220.0,2969.0,5257.0,
04/01/2018,5542.0,2373.0,1560.0,813.0,400.0,400.0,0.0,350.0,95.0,209.0,46.0,0.0,71.0,,100.0,71.0,3194.0,983.0,1427.0,-444.0,256.0,256.0,1109.0,943.0,775.0,168.0,,66.0,2348.0,,539.0,151.0,59.0,,329.0,620.0,0.0,,,,620.0,21.0,,,,,21.0,1180.0,710.0,710.0,,,,364.0,,,,,,364.0,1074.0,2254.0,0.0,2899.0,2.0,2897.0,-2354.0,2464.0,-1.0,3008.0,280.0,3288.0,5542.0,
07/01/2018,5851.0,2512.0,1344.0,1168.0,395.0,395.0,0.0,362.0,101.0,212.0,49.0,0.0,68.0,,108.0,68.0,3337.0,1036.0,1512.0,-476.0,263.0,263.0,1215.0,1036.0,831.0,205.0,,71.0,2514.0,,571.0,149.0,67.0,,355.0,625.0,0.0,,,,625.0,21.0,,,,,21.0,1217.0,723.0,723.0,,,,343.0,,,,,,343.0,1066.0,2283.0,0.0,2941.0,2.0,2939.0,-2356.0,2673.0,-1.0,3257.0,311.0,3568.0,5851.0,
09/30/2018,6759.0,3389.0,1346.0,2043.0,433.0,433.0,0.0,374.0,98.0,224.0,52.0,0.0,66.0,,86.0,66.0,4262.0,1060.0,1542.0,-482.0,249.0,249.0,1188.0,1026.0,831.0,195.0,,76.0,2497.0,,606.0,156.0,94.0,,356.0,1107.0,0.0,,,,1107.0,22.0,,,,,22.0,1735.0,860.0,860.0,,,,352.0,,,,,,352.0,1212.0,2947.0,0.0,3095.0,2.0,3093.0,-2462.0,2872.0,-2.0,3503.0,309.0,3812.0,6759.0,
12/30/2018,6959.0,3512.0,1144.0,2368.0,514.0,514.0,0.0,386.0,117.0,218.0,51.0,0.0,78.0,0.0,70.0,78.0,4490.0,1075.0,1596.0,-521.0,231.0,231.0,1163.0,1016.0,831.0,185.0,,77.0,2469.0,,459.0,184.0,82.0,0.0,193.0,1107.0,0.0,0.0,0.0,,1107.0,238.0,0.0,0.0,0.0,0.0,238.0,1804.0,890.0,890.0,0.0,0.0,,359.0,0.0,0.0,0.0,0.0,0.0,359.0,1249.0,3053.0,0.0,3292.0,2.0,3290.0,-2616.0,3083.0,-1.0,3758.0,148.0,3906.0,6959.0,
03/31/2019,7390.0,3615.0,2270.0,1345.0,457.0,457.0,0.0,412.0,115.0,234.0,63.0,0.0,61.0,,87.0,61.0,4545.0,1426.0,1980.0,-554.0,230.0,230.0,1189.0,1006.0,831.0,175.0,,96.0,2845.0,,325.0,137.0,83.0,,105.0,683.0,0.0,52.0,,52.0,631.0,233.0,,,,,233.0,1241.0,1830.0,1112.0,718.0,,718.0,212.0,,,,,,212.0,2042.0,3283.0,0.0,3387.0,2.0,3385.0,-2702.0,3298.0,2.0,3985.0,122.0,4107.0,7390.0,
06/30/2019,6973.0,3173.0,1943.0,1230.0,470.0,470.0,0.0,420.0,124.0,271.0,25.0,0.0,93.0,,69.0,93.0,4156.0,1412.0,1967.0,-555.0,217.0,217.0,1188.0,986.0,824.0,162.0,,133.0,2817.0,,568.0,139.0,66.0,,363.0,44.0,0.0,44.0,,44.0,0.0,0.0,,,,,0.0,612.0,1818.0,1120.0,698.0,,698.0,211.0,,,,,,211.0,2029.0,2641.0,0.0,3438.0,2.0,3436.0,-2705.0,3594.0,5.0,4332.0,0.0,4332.0,6973.0,
09/29/2019,7089.0,3166.0,1815.0,1351.0,541.0,541.0,0.0,417.0,123.0,270.0,24.0,0.0,98.0,,88.0,98.0,4222.0,1430.0,1966.0,-536.0,221.0,221.0,1216.0,976.0,824.0,152.0,,152.0,2867.0,,570.0,143.0,96.0,,331.0,49.0,0.0,49.0,,49.0,0.0,0.0,,,,,0.0,619.0,1822.0,1131.0,691.0,,691.0,209.0,,,,,,209.0,2031.0,2650.0,0.0,3512.0,2.0,3510.0,-2906.0,3828.0,5.0,4439.0,0.0,4439.0,7089.0,
12/29/2019,7316.0,3414.0,2042.0,1372.0,573.0,573.0,0.0,359.0,108.0,225.0,26.0,0.0,105.0,0.0,64.0,105.0,4451.0,1444.0,2012.0,-568.0,220.0,220.0,1201.0,969.0,824.0,145.0,,168.0,2865.0,,389.0,149.0,86.0,0.0,154.0,45.0,0.0,45.0,0.0,45.0,0.0,231.0,0.0,0.0,0.0,0.0,231.0,665.0,1836.0,1141.0,695.0,0.0,695.0,202.0,0.0,0.0,0.0,0.0,0.0,202.0,2038.0,2703.0,0.0,3562.0,2.0,3560.0,-3021.0,4067.0,5.0,4613.0,0.0,4613.0,7316.0,
03/29/2020,7261.0,3332.0,1991.0,1341.0,472.0,472.0,0.0,384.0,114.0,243.0,27.0,0.0,136.0,,91.0,136.0,4324.0,1449.0,,,220.0,220.0,1268.0,962.0,824.0,138.0,,215.0,2937.0,,296.0,130.0,54.0,,112.0,545.0,0.0,46.0,,46.0,499.0,213.0,,,,,213.0,1054.0,1348.0,652.0,696.0,,696.0,224.0,,,,,,224.0,1572.0,2626.0,0.0,3633.0,2.0,3631.0,-3244.0,4240.0,6.0,4635.0,0.0,4635.0,7261.0,
06/28/2020,7248.0,3268.0,1770.0,1498.0,385.0,385.0,0.0,435.0,147.0,261.0,27.0,0.0,106.0,,13.0,106.0,4194.0,1439.0,,,305.0,305.0,1310.0,1050.0,894.0,156.0,,247.0,3054.0,,343.0,135.0,44.0,,164.0,551.0,0.0,48.0,,48.0,503.0,221.0,,,,,221.0,1115.0,1340.0,659.0,681.0,,681.0,230.0,,,,,,230.0,1570.0,2685.0,0.0,3651.0,2.0,3649.0,-3389.0,4287.0,14.0,4563.0,0.0,4563.0,7248.0,
