Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2013,2013.0,2013.0,-1083.2,1083.2,929.8,0.0,-779.3,455.7,223.6,232.1,163.7,159.9,150.5,-53.6,51.5,52.9,-1.4,,,,2.1,96.9,-31.4,65.5,0.0,0.0,0.0,65.5,0.1,65.6,0.0,0.0,65.6,187.491238,121.891238,132.5,0.5,0.5,1.415028,134.4,0.49,0.49,1.396929,
12/31/2013,2779.3,2779.3,-1471.6,1471.6,1307.7,0.0,-1382.3,717.7,333.9,383.8,190.4,474.2,-74.6,-72.2,69.7,71.1,-1.4,,,,2.5,-146.8,-1.7,-148.5,0.0,0.0,0.0,-148.5,0.1,-148.4,0.0,0.0,-148.4,238.415481,386.815481,173.5,-0.86,-0.86,1.374152,173.5,-0.86,-0.86,1.369484,
03/31/2014,2655.1,2655.1,-1293.0,1293.0,1362.1,0.0,-1154.2,558.9,283.1,275.8,171.5,423.8,207.9,-66.8,71.8,72.8,-1.0,,,,-5.0,141.1,-44.4,96.7,0.0,0.0,0.0,96.7,-0.2,96.5,0.0,0.0,96.5,243.035623,146.535623,173.8,0.56,0.56,1.398364,174.9,0.55,0.55,1.387825,
06/30/2014,2667.2,2667.2,-1296.5,1296.5,1370.7,0.0,-1164.6,561.6,291.5,270.1,158.0,445.0,206.1,-113.7,77.9,79.1,-1.2,,,,35.8,92.4,-43.6,48.8,0.0,0.0,0.0,48.8,-0.1,48.7,0.0,0.0,48.7,276.281935,227.581935,174.2,0.28,0.28,1.586004,175.0,0.28,0.28,1.580468,
09/30/2014,2150.8,2150.8,-1183.1,1183.1,967.7,0.0,-2249.7,963.1,540.2,422.9,276.6,1010.0,-1282.0,-101.1,130.5,132.1,-1.6,,,,-29.4,-1383.1,221.0,-1162.1,-119.3,-119.3,0.0,-1042.8,0.0,-1042.8,0.0,0.0,-1042.8,-153.544874,1008.555126,264.3,-3.95,-4.4,-0.580949,264.3,-3.95,-4.4,-0.584052,
12/31/2014,2415.6,2415.6,-1082.2,1082.2,1333.4,0.0,-2314.0,908.3,,,237.1,1168.6,-980.6,-165.3,122.7,127.8,-5.1,,,,42.6,-1145.9,160.4,-985.5,-252.3,-252.3,0.0,-733.2,0.3,-732.9,0.0,0.0,-732.9,319.340578,1304.540579,219.7,-3.34,-4.48,1.45353,219.7,-3.34,-4.48,1.45353,
03/31/2015,2562.6,2562.6,-1020.1,1020.1,1542.5,0.0,-2220.2,1110.1,569.6,540.5,317.7,792.4,-677.7,-368.0,170.1,171.9,-1.8,,,,197.9,-1045.7,259.0,-786.7,-274.4,-274.4,0.0,-512.3,0.3,-512.0,-23.2,0.0,-535.2,118.314437,927.914437,289.5,-1.85,-2.8,0.408686,289.5,-1.85,-2.8,0.405231,
06/30/2015,3628.7,3628.7,-917.8,917.8,2710.9,0.0,-3187.0,1121.1,801.5,319.6,349.7,1716.2,-476.1,-377.7,337.3,339.9,-2.6,,,,40.4,-853.8,381.9,-471.9,-230.3,-230.3,0.0,-241.6,-1.5,-243.1,-69.6,0.0,-312.7,562.810225,1105.810225,392.6,-0.8,-1.38,1.433547,392.6,-0.8,-1.38,1.433547,
09/30/2015,3469.5,3469.5,-710.3,710.3,2759.2,0.0,-4136.6,1022.7,683.6,339.1,1260.5,1853.4,-1377.4,-336.5,336.7,340.2,-3.5,,,,-0.2,-1713.9,838.9,-875.0,-6177.6,-6177.6,0.0,5302.6,-1.4,5301.2,-69.6,0.0,5231.6,922.935083,1868.935083,393.6,13.29,-2.4,2.344855,393.6,13.29,-2.4,2.344855,
12/31/2015,3606.9,3606.9,-601.8,601.8,3005.1,0.0,-3574.6,1276.3,747.9,528.4,430.6,1867.7,-569.5,-334.0,338.3,341.3,-3.0,,,,-4.3,-903.5,114.9,-788.6,-159.3,-159.3,0.0,-629.3,-1.6,-630.9,-69.6,0.0,-700.5,-218.174977,641.625023,394.2,-1.78,-2.18,-0.553463,394.2,-1.78,-2.18,-0.553463,
03/31/2016,3399.3,3399.3,-477.4,477.4,2921.9,0.0,-3093.4,1096.3,766.8,329.5,403.1,1594.0,-171.5,-329.4,329.9,332.8,-2.9,,,,-0.5,-500.9,408.7,-92.2,-348.6,-348.6,0.0,256.4,-0.7,255.7,-69.6,0.0,186.1,-34.195222,128.304778,394.8,0.47,-0.41,-0.086614,394.8,0.47,-0.41,-0.086614,
06/30/2016,3684.8,3684.8,-441.5,441.5,3243.3,0.0,-3730.9,1210.0,866.8,343.2,636.5,1884.4,-487.6,-193.2,343.3,345.8,-2.5,,,,-150.1,-680.8,258.2,-422.6,77.3,77.3,0.0,-499.9,-1.8,-501.7,-69.6,0.0,-571.3,314.834653,808.834653,395.6,-1.44,-1.25,0.795841,395.6,-1.44,-1.25,0.794577,
09/30/2016,3622.2,3622.2,-462.2,462.2,3160.0,0.0,-3426.4,1157.2,796.0,361.2,622.8,1646.4,-266.4,-272.6,306.2,324.3,-18.1,,,,-33.6,-539.0,158.9,-380.1,-15601.9,-15601.9,0.0,15221.8,-1.8,15220.0,-69.6,0.0,15150.4,-174.10269,277.39731,392.7,38.58,-1.15,-0.443348,392.7,38.58,-1.15,-0.443615,
12/31/2016,3864.3,3864.3,-479.7,479.7,3384.6,0.0,-4284.6,1276.8,836.8,440.0,913.3,2094.5,-900.0,-211.3,246.3,292.7,-46.4,,,,-35.0,-1111.3,1071.2,-40.1,-41.3,-41.3,0.0,1.2,-1.8,-0.6,-69.6,0.0,-70.2,1028.174061,1139.674061,356.8,-0.2,-0.31,2.881654,356.8,-0.2,-0.31,2.881654,
03/31/2017,3572.9,3572.9,-450.4,450.4,3122.5,0.0,-4028.5,1185.2,869.1,316.1,759.9,2083.4,-906.0,-2187.2,264.4,289.7,-25.3,,,,1922.8,-3093.2,532.1,-2561.1,3.1,3.1,0.0,-2564.2,-1.0,-2565.2,-69.6,0.0,-2634.8,917.808016,3549.508016,335.1,-7.86,-7.85,2.738908,335.1,-7.86,-7.85,2.738908,
06/30/2017,4007.4,4007.4,-550.2,550.2,3457.2,0.0,-4359.6,1395.0,935.2,459.8,489.4,2475.2,-902.4,-394.3,260.8,277.4,-16.6,0.0,,,133.5,-1296.7,581.2,-715.5,8.4,8.4,0.0,-723.9,-2.0,-725.9,-69.6,0.0,-795.5,425.79,1212.89,335.2,-2.37,-2.35,1.270257,335.2,-2.37,-2.35,1.268407,
09/30/2017,4034.3,4034.3,-586.5,586.5,3447.8,0.0,-7470.1,1169.7,832.8,336.9,442.6,5857.8,-4022.3,-1564.4,254.1,265.2,-11.1,,,,1310.3,-5586.7,1638.8,-3947.9,6.1,6.1,0.0,-3954.0,-1.7,-3955.7,-69.6,0.0,-4025.3,844.522374,4863.722374,333.5,-12.07,-12.05,2.532301,333.5,-12.07,-12.05,2.532301,
12/31/2017,4326.1,4326.1,-580.9,580.9,3745.2,0.0,-3835.7,1266.8,877.7,389.1,408.2,2160.7,-90.5,-319.3,248.6,263.3,-14.7,,,,70.7,-409.8,3918.3,3508.5,385.3,385.3,0.0,3123.2,-1.9,3121.3,-69.6,0.0,3051.7,335.463195,-3101.536805,331.3,9.211289,10.374283,1.012566,351.6,8.679465,9.775313,0.954105,
03/31/2018,3672.1,3672.1,-522.8,522.8,3149.3,0.0,-3803.3,1095.9,800.0,295.9,474.7,2232.7,-654.0,-312.1,233.3,250.6,-17.3,,,,78.8,-966.1,682.2,-283.9,0.0,0.0,0.0,-283.9,-2.2,-286.1,-46.4,0.0,-332.5,-140.238445,192.261555,334.6,-0.99,-0.99,-0.419123,334.6,-0.99,-0.99,-0.419123,
06/30/2018,4124.2,4124.2,-481.8,481.8,3642.4,0.0,-4109.4,1187.5,853.4,334.1,689.2,2232.7,-467.0,-8.3,223.7,230.0,-6.3,,,,-215.4,-475.3,5.2,-470.1,0.0,0.0,0.0,-470.1,-2.4,-472.5,0.0,0.0,-472.5,381.817,854.317,339.1,-1.39,-1.39,1.125972,339.1,-1.39,-1.39,1.125972,
09/30/2018,3911.4,3911.4,-596.8,596.8,3314.6,0.0,-3057.1,1044.8,755.6,289.2,424.2,1588.1,257.5,-80.4,210.4,220.4,-10.0,,,,-130.0,177.1,-213.4,-36.3,0.0,0.0,0.0,-36.3,-1.6,-37.9,0.0,0.0,-37.9,-135.686122,-97.786122,339.0,-0.11,-0.11,-0.400254,339.0,-0.11,-0.11,-0.400254,
12/31/2018,4079.7,4079.7,-590.0,590.0,3489.7,0.0,-8873.8,1193.6,841.6,352.0,678.1,7002.1,-5384.1,-208.5,198.6,210.2,-11.6,,,,9.9,-5592.6,1296.7,-4295.9,0.0,0.0,0.0,-4295.9,-4.0,-4299.9,0.0,0.0,-4299.9,24.021211,4323.921211,335.1,-12.83,-12.83,0.071684,335.1,-12.83,-12.83,0.071684,
03/31/2019,3597.1,3597.1,-497.8,497.8,3099.3,0.0,-5408.5,1112.3,804.0,308.3,435.0,3861.2,-2309.2,-166.7,180.5,201.8,-21.3,,,,-13.8,-2475.9,68.6,-2407.3,0.0,0.0,0.0,-2407.3,-0.7,-2408.0,0.0,0.0,-2408.0,51.976309,2459.976309,332.0,-7.25,-7.25,0.156555,332.0,-7.25,-7.25,0.156555,
06/30/2019,4090.1,4090.1,-652.3,652.3,3437.8,0.0,-4700.7,1197.5,873.3,324.2,450.0,3053.2,-1262.9,-190.4,185.7,195.4,-9.7,,,,4.7,-1453.3,-301.6,-1754.9,0.0,0.0,0.0,-1754.9,-4.1,-1759.0,0.0,0.0,-1759.0,-515.612662,1243.387338,327.8,-5.37,-5.37,-1.572949,327.8,-5.37,-5.37,-1.576872,
09/30/2019,4050.7,4050.7,-639.0,639.0,3411.7,0.0,-4008.3,1994.1,901.4,1092.7,474.5,1539.7,-596.6,-170.9,173.4,193.9,-20.5,,,,-2.5,-767.5,-18.1,-785.6,0.0,0.0,0.0,-785.6,-1.2,-786.8,0.0,0.0,-786.8,117.335004,904.135004,328.0,-2.4,-2.4,0.357729,328.0,-2.4,-2.4,0.356509,
12/31/2019,4351.0,4351.0,-704.0,704.0,3647.0,0.0,-3923.6,1639.6,883.0,756.6,452.5,1831.5,-276.6,-145.4,166.6,191.9,-25.3,,,,-21.2,-422.0,104.7,-317.3,0.0,0.0,0.0,-317.3,0.1,-317.2,0.0,0.0,-317.2,367.114149,684.314149,328.4,-0.97,-0.97,1.117887,328.4,-0.97,-0.97,1.113782,
03/31/2020,3604.4,3604.4,-623.1,623.1,2981.3,0.0,-4280.9,1373.4,972.1,401.3,430.0,2477.5,-1299.6,-188.2,163.3,184.5,-21.2,,,,24.9,-1487.8,1866.8,379.0,0.0,0.0,0.0,379.0,-1.0,378.0,0.0,0.0,378.0,1432.489,1054.489,329.1,1.15,1.15,4.352747,331.9,1.14,1.14,4.317129,
06/30/2020,3800.286,,,,3227.69690838,,,,,,,,1742.667,,,,,,,,,1425.0,,6.2,,,,,,6.2,,,6.2,1244.667,,,0.315,0.315,3.646,,0.315,0.315,3.646,
09/30/2020,3817.857,,,,3243.91855719,,,,,,,,1583.5,,,,,,,,,1405.333,,65.2,,,,,,65.2,,,65.2,1227.333,,,0.325,0.325,3.676,,0.325,0.325,3.676,
