Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Disposal of Con Assets,Disposal of Uncon Assets,Abnormal Losses/(Gains),Net Income to Partners,Deficit/Distributions to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
12/31/2016,261.016,251.367,,22.355,,229.012,,9.649,0.0,0.0,-137.832,67.332,18.355,49.158,,,2.987,123.184,-27.925,35.824,-7.849,2.613,95.259,-4.843,82.403,0.0,0.0,0.0,90.416,8.013,82.403,0.0,0.0,82.403,73.938,-8.465,124.929284,0.659597,0.659597,0.591839,124.929284,0.659597,0.659597,0.591839,,41.563,1.024,6.042,1.349,-4.767,,,-1.271,,134.356,4.207,138.563,138.563,1.027676,1.027676,0.78,75.899412,75.899412,72.480201,
03/31/2017,263.008,254.348,0.0,22.855,0.0,231.493,0.0,8.66,0.0,0.0,-138.805,70.565,18.808,49.432,,0.0,0.0,124.203,-31.345,35.97,-3.579,-1.046,92.858,-3.124,82.282,0.0,0.0,0.0,89.734,7.453,82.282,0.0,0.0,82.282,82.282,0.0,125.605403,0.65,0.65,0.65,132.618644,0.64,0.64,0.64,,41.913,1.363,6.161,,,,,-1.271,,137.901,1.269,139.17,139.17,1.031423,1.031423,0.78,75.623654,75.623654,71.045326,
06/30/2017,276.003,265.109,0.0,24.313,0.0,240.796,0.0,10.894,0.0,0.0,-139.596,71.099,21.865,46.632,,0.0,0.0,136.407,-39.442,37.456,-3.838,5.824,96.965,-2.867,87.006,0.0,0.0,0.0,94.098,7.112,87.006,0.0,0.0,87.006,87.006,0.0,125.673156,0.69,0.69,0.69,132.783402,0.69,0.69,0.69,,42.513,1.475,2.687,6.019,,,,-0.704,,146.108,1.29,147.398,147.398,1.091153,1.091153,0.78,71.484025,71.484025,67.090824,
09/30/2017,284.156,274.471,0.0,25.882,0.0,248.589,0.0,9.685,0.0,0.0,-144.275,76.702,19.498,48.075,,0.0,0.0,139.881,-35.643,39.766,-3.99,-0.133,104.238,-3.163,93.764,0.0,0.0,0.0,101.075,7.363,93.764,0.0,0.0,93.764,93.764,0.0,125.717517,0.74,0.74,0.74,133.044473,0.74,0.74,0.74,,43.303,1.429,2.316,,,,,-0.572,,147.603,5.628,153.231,153.231,1.134285,1.134285,0.78,68.765785,68.765785,66.434736,
12/31/2017,281.842,271.702,0.0,25.351,0.0,246.351,0.0,10.14,0.0,0.0,-140.728,72.781,18.79,49.157,,0.0,0.0,141.114,82.672,40.319,-3.924,-119.067,223.786,5.529,215.983,0.0,0.0,0.0,229.315,13.377,215.983,0.0,0.0,215.983,89.069,-126.914,126.007129,1.71,1.71,0.706857,134.676639,1.69,1.69,0.706857,,44.931,1.222,2.427,,,-118.808,,-0.572,,158.56,-6.83,151.73,151.73,1.123692,1.123692,0.78,69.414039,69.414039,61.986353,
03/31/2018,285.485,274.92,0.0,27.034,0.0,247.886,0.0,10.565,0.0,0.0,-151.573,78.36,21.464,51.749,,0.0,0.0,133.912,-37.14,40.966,-3.597,-0.229,96.772,-1.342,88.256,0.0,0.0,0.0,95.43,7.174,88.256,0.0,0.0,88.256,88.256,0.0,125.772439,0.7,0.7,0.7,132.68256,0.7,0.7,0.7,,47.238,1.512,2.639,,,,,-0.572,,146.247,1.209,147.456,147.456,1.093167,1.093167,0.78,71.35231,71.35231,67.08001,
06/30/2018,296.813,286.649,0.0,28.521,0.0,258.128,0.0,10.164,0.0,0.0,-152.097,78.554,21.651,51.892,,0.0,0.0,144.716,-39.906,43.347,-3.429,-0.012,104.81,-2.097,95.153,0.0,0.0,0.0,102.713,7.56,95.153,0.0,0.0,95.153,95.153,0.0,125.87413,0.75,0.75,0.75,132.772772,0.75,0.75,0.75,,48.107,1.638,1.953,,,0.0,,-0.572,,153.839,1.176,155.015,155.015,1.150112,1.150112,0.86,74.775294,74.775294,70.366911,
09/30/2018,306.953,296.833,0.0,30.105,0.0,266.728,0.0,10.12,0.0,0.0,-153.362,81.372,19.707,52.283,,0.0,0.0,153.591,-11.266,45.926,-3.622,-31.038,142.325,-2.638,130.418,0.0,0.0,0.0,139.687,9.269,130.418,0.0,0.0,130.418,99.611,-30.807,126.466837,1.03,1.03,0.787645,134.24029,1.02,1.02,0.787645,,48.673,1.781,1.835,,,-30.807,,-0.572,,160.597,1.14,161.737,161.737,1.197955,1.197955,0.86,71.789031,71.789031,67.723233,
12/31/2018,307.353,296.445,0.0,29.847,0.0,266.598,0.0,10.908,0.0,0.0,-150.676,79.116,18.434,53.126,,,0.0,156.677,-44.26,48.197,-3.804,-0.133,112.417,-3.167,101.462,0.0,0.0,0.0,109.25,7.788,101.462,0.0,0.0,101.462,101.462,0.0,126.466837,0.8,0.8,0.8,134.24029,0.8,0.8,0.8,,49.569,2.133,1.913,,,0.0,,-0.572,,162.293,3.195,165.488,165.488,1.222938,1.222938,0.86,70.322467,70.322467,67.015509,
03/31/2019,311.546,300.8,0.0,29.797,0.0,271.003,,10.746,0.0,0.0,-163.069,85.732,22.678,54.659,,,0.0,148.477,-44.504,47.36,-2.63,-0.226,103.973,-1.813,94.77,0.0,0.0,0.0,102.16,7.39,94.77,0.0,0.0,94.77,94.77,0.0,127.037247,0.74,0.74,0.74,134.289716,0.74,0.74,0.74,,50.773,1.872,2.288,,,,,-0.572,,156.521,1.162,157.683,157.683,1.158137,1.158137,0.86,74.257222,74.257222,69.800239,
06/30/2019,323.602,311.285,0.0,31.701,0.0,279.584,0.0,12.317,0.0,0.0,-165.609,87.852,23.351,54.406,,0.0,0.0,157.993,-42.589,47.448,-3.121,-1.738,115.404,-2.715,104.828,0.0,0.0,0.0,112.689,7.861,104.828,0.0,0.0,104.828,103.623,-1.205,127.585436,0.82,0.82,0.812185,135.654761,0.81,0.81,0.801117,,51.144,1.912,1.809,,,-1.205,,-0.572,,165.777,1.185,166.962,166.962,1.217256,1.217256,0.9,73.936814,73.936814,69.265877,
09/30/2019,337.505,324.505,0.0,33.588,0.0,290.917,0.0,13.0,0.0,0.0,-174.867,96.297,22.519,56.051,,0.0,0.0,162.638,-42.591,46.908,-2.704,-1.613,120.047,-4.052,108.087,0.0,0.0,0.0,115.995,7.908,108.087,0.0,0.0,108.087,108.087,0.0,128.776549,0.84,0.84,0.84,137.318475,0.83,0.83,0.83,,51.828,2.16,1.184,,,0.0,,-0.572,,170.595,1.186,171.781,171.781,1.238334,1.238334,0.9,72.678268,72.678268,67.938037,
12/31/2019,335.801,321.974,0.0,33.301,0.0,288.673,0.0,13.827,0.0,0.0,-171.156,95.545,20.87,54.741,,,0.0,164.645,-41.638,44.81,-2.819,-0.353,123.007,-2.728,112.282,0.0,0.0,0.0,120.279,7.997,112.282,0.0,0.0,112.282,112.282,0.0,129.313513,0.87,0.87,0.87,137.436403,0.86,0.86,0.86,,52.512,2.1,0.676,,0.0,0.0,,-0.572,,174.995,1.209,176.204,176.204,1.268367,1.268367,0.9,70.957407,70.957407,66.505993,
03/31/2020,332.452,320.316,0.0,33.613,0.0,286.703,,12.136,0.0,0.0,-175.261,96.975,23.011,55.275,,,0.0,157.191,-38.85,44.358,-5.043,-0.465,118.341,-2.179,108.179,0.0,0.0,0.0,116.162,7.983,108.179,0.0,0.0,108.179,108.179,0.0,129.288629,0.84,0.84,0.84,137.13956,0.83,0.83,0.83,,52.926,2.164,0.617,,,,,-0.572,,171.297,1.209,172.506,172.506,1.243778,1.243778,0.9,72.360194,72.360194,67.928665,
06/30/2020,327.246,314.39,0.0,35.078,0.0,279.312,0.0,12.856,0.0,0.0,-177.253,95.898,25.337,56.018,,0.0,0.0,149.993,-35.559,41.039,-5.044,-0.436,114.434,-3.177,102.911,0.0,0.0,0.0,111.257,8.346,102.911,0.0,0.0,102.911,102.911,,128.932152,0.8,0.8,0.8,129.082468,0.8,0.8,0.8,,53.367,2.224,0.538,,,0.0,,-0.572,,166.814,3.056,169.87,169.87,1.232933,1.232933,0.9,72.99667,72.99667,69.561869,
09/30/2020,333.25,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,102.0,,,102.0,101.0,,,0.77,0.77,0.78,,0.77,0.77,0.78,,,,,,,,,,,,,,,,,,,,,
12/31/2020,335.25,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,105.0,,,105.0,104.0,,,0.79,0.79,0.805,,0.79,0.79,0.805,,,,,,,,,,,,,,,,,,,,,
