Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2011,27320.218,5929.402,4691.101,1238.301,681.593,681.593,0.0,0.0,0.0,0.0,0.0,0.0,6050.459,,0.0,,,,5946.802,12661.454,1986.216,4876.782,-2890.566,2452.763,2452.763,,10219.785,9771.369,8364.989,1406.38,,,448.416,14658.764,,2031.397,283.102,297.686,0.0,1450.609,564.601,551.793,12.808,12.808,,,4138.206,0.0,0.0,3967.55,6734.204,1525.047,1510.125,14.922,14.922,,1131.088,0.0,0.0,0.0,0.0,1072.951,58.137,2656.135,9390.339,0.0,11146.367,1.535,11144.832,-7155.421,13389.465,549.468,17929.879,0.0,17929.879,27320.218,
03/31/2012,28207.0,5871.0,4164.0,1707.0,633.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,6585.0,,,,,,6539.0,13089.0,2109.0,,,2861.0,2861.0,,10148.0,9756.0,8440.0,1316.0,,,392.0,15118.0,,1891.0,325.0,71.0,,1495.0,564.0,552.0,12.0,12.0,,,4510.0,,,4340.0,6965.0,1521.0,1509.0,12.0,12.0,,1012.0,,,,,946.0,66.0,2533.0,9498.0,0.0,11281.0,2.0,11279.0,-7395.0,13959.0,864.0,18709.0,0.0,18709.0,28207.0,
06/30/2012,28258.0,5754.0,4038.0,1716.0,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,6876.0,,,,,,6780.0,13278.0,2238.0,,,2630.0,2630.0,,10112.0,9689.0,8417.0,1272.0,,,423.0,14980.0,,1765.0,257.0,79.0,,1429.0,576.0,0.0,12.0,12.0,,564.0,4459.0,,,4283.0,6800.0,1518.0,1510.0,8.0,8.0,,1028.0,,,,,956.0,72.0,2546.0,9346.0,0.0,11547.0,2.0,11545.0,-7750.0,14651.0,464.0,18912.0,0.0,18912.0,28258.0,
09/30/2012,32502.0,9135.0,7331.0,1804.0,694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,7581.0,,,,,,7512.0,17410.0,2393.0,,,2500.0,2500.0,,10199.0,9726.0,8492.0,1234.0,,,473.0,15092.0,,2035.0,271.0,63.0,,1701.0,22.0,0.0,10.0,10.0,,12.0,5004.0,,,4797.0,7061.0,4506.0,4500.0,6.0,6.0,,1022.0,,,,,945.0,77.0,5528.0,12589.0,0.0,11813.0,2.0,11811.0,-7797.0,15248.0,649.0,19913.0,0.0,19913.0,32502.0,
12/31/2012,37074.0,9408.0,6817.0,2591.0,2982.0,822.0,2160.0,0.0,0.0,0.0,0.0,0.0,9008.0,181.0,0.0,,296.0,,8476.0,21398.0,2491.0,5957.0,-3466.0,2717.0,2717.0,,10468.0,9665.0,8537.0,1128.0,,327.0,476.0,15676.0,,2194.0,301.0,63.0,0.0,1830.0,413.0,402.0,11.0,11.0,,,8317.0,0.0,0.0,8094.0,10924.0,4106.0,4100.0,6.0,6.0,,1179.0,0.0,0.0,0.0,0.0,972.0,207.0,5285.0,16209.0,0.0,12064.0,2.0,12062.0,-8053.0,15998.0,856.0,20865.0,0.0,20865.0,37074.0,
03/31/2013,38000.0,9402.0,6530.0,2872.0,743.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,12191.0,,,,,,12091.0,22336.0,2575.0,,,3172.0,3172.0,,9917.0,9478.0,8455.0,1023.0,,,439.0,15664.0,,2196.0,308.0,70.0,,1818.0,411.0,402.0,9.0,9.0,,,9113.0,,,8897.0,11720.0,4105.0,4100.0,5.0,5.0,,1063.0,,,,,832.0,231.0,5168.0,16888.0,0.0,12242.0,2.0,12240.0,-8529.0,16675.0,724.0,21112.0,0.0,21112.0,38000.0,
06/30/2013,38550.0,10436.0,6855.0,3581.0,743.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,12267.0,,,,,,12157.0,23446.0,2697.0,,,2506.0,2506.0,,9901.0,9320.0,8394.0,926.0,,,581.0,15104.0,,2046.0,313.0,70.0,,1663.0,410.0,0.0,,,,410.0,9214.0,,,9012.0,11670.0,4123.0,4123.0,,,,1106.0,,,,,889.0,217.0,5229.0,16899.0,0.0,12505.0,2.0,12503.0,-8995.0,17315.0,826.0,21651.0,0.0,21651.0,38550.0,
09/30/2013,40067.0,10271.0,5280.0,4991.0,772.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,12433.0,,,,,,12387.0,23476.0,2763.0,,,4138.0,4138.0,,9690.0,9429.0,8566.0,863.0,,,261.0,16591.0,,2244.0,288.0,87.0,,1869.0,408.0,0.0,,,,408.0,9376.0,,,9073.0,12028.0,4123.0,4123.0,,,,1149.0,,,,,914.0,235.0,5272.0,17300.0,0.0,12699.0,2.0,12697.0,-9141.0,18004.0,1205.0,22767.0,0.0,22767.0,40067.0,
12/31/2013,41488.0,9025.0,4494.0,4531.0,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,13359.0,,0.0,,,,13315.0,23283.0,2760.0,7120.0,-4360.0,4702.0,4702.0,,10743.0,10208.0,9267.0,941.0,,269.0,266.0,18205.0,,3064.0,309.0,107.0,0.0,2648.0,6.0,0.0,,,,6.0,9569.0,0.0,0.0,9260.0,12639.0,4117.0,4117.0,,,,1085.0,0.0,0.0,0.0,0.0,841.0,244.0,5202.0,17841.0,0.0,13033.0,2.0,13031.0,-9396.0,18854.0,1156.0,23647.0,0.0,23647.0,41488.0,
03/31/2014,40545.0,7844.0,4415.0,3429.0,810.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,13705.0,,,,,,13684.0,22359.0,2686.0,,,5211.0,5211.0,,10289.0,10062.0,9257.0,805.0,,,227.0,18186.0,,5801.0,277.0,120.0,,5404.0,4.0,0.0,,,,4.0,9936.0,,,9648.0,15741.0,4124.0,4124.0,,,,1071.0,,,,,828.0,243.0,5195.0,20936.0,0.0,13204.0,2.0,13202.0,-11207.0,16528.0,1084.0,19609.0,0.0,19609.0,40545.0,
06/30/2014,41640.0,7369.0,3834.0,3535.0,765.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,14244.0,,,,,,14207.0,22378.0,2685.0,,,6217.0,6217.0,,10360.0,10081.0,9367.0,714.0,,,279.0,19262.0,,6001.0,312.0,110.0,,5579.0,1203.0,0.0,,,,1203.0,10334.0,,,10037.0,17538.0,4118.0,4118.0,,,,1014.0,,,,,774.0,240.0,5132.0,22670.0,0.0,13399.0,2.0,13397.0,-12864.0,17204.0,1231.0,18970.0,0.0,18970.0,41640.0,
09/30/2014,44476.0,10391.0,4790.0,5601.0,755.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,14508.0,,,,,,14339.0,25654.0,2825.0,,,5875.0,5875.0,,10122.0,9862.0,9220.0,642.0,,,260.0,18822.0,,6021.0,339.0,138.0,,5544.0,250.0,0.0,,,,250.0,10220.0,,,9962.0,16491.0,7346.0,7346.0,,,,829.0,,,,,709.0,120.0,8175.0,24666.0,0.0,13582.0,2.0,13580.0,-12872.0,17877.0,1223.0,19810.0,0.0,19810.0,44476.0,
12/31/2014,45132.0,7835.0,4105.0,3730.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,18096.0,,22.0,,,317.0,986.0,26531.0,1486.0,4544.0,-3058.0,5511.0,5511.0,,11604.0,4804.0,4671.0,133.0,,225.0,185.0,18601.0,,4042.0,107.0,125.0,0.0,3810.0,850.0,0.0,0.0,0.0,,850.0,12639.0,0.0,0.0,0.0,17531.0,6777.0,6777.0,0.0,0.0,,918.0,0.0,0.0,0.0,0.0,522.0,79.0,7695.0,25226.0,0.0,13889.0,2.0,13887.0,-14054.0,18900.0,1171.0,19906.0,0.0,19906.0,45132.0,
03/31/2015,44841.0,9679.0,5473.0,4206.0,703.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,16132.0,,59.0,,,,15815.0,26514.0,2947.0,,,5647.0,5647.0,,9733.0,9446.0,8965.0,481.0,,,228.0,18327.0,,5611.0,393.0,124.0,,5094.0,868.0,0.0,,,,868.0,11132.0,,,10891.0,17611.0,6795.0,6795.0,,,,897.0,,,,,768.0,129.0,7692.0,25303.0,0.0,14086.0,2.0,14084.0,-15054.0,19526.0,980.0,19538.0,0.0,19538.0,44841.0,
06/30/2015,45658.0,10554.0,4971.0,5583.0,662.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,17333.0,,21.0,1186.0,,,15987.0,28549.0,2781.0,,,5881.0,5881.0,,8447.0,8185.0,7902.0,283.0,,,241.0,17109.0,,4276.0,368.0,101.0,,3807.0,865.0,0.0,,,,865.0,11919.0,,,11733.0,17060.0,6757.0,6757.0,,,,2036.0,,,,,1913.0,123.0,8793.0,25853.0,0.0,14308.0,2.0,14306.0,-15054.0,19609.0,942.0,19805.0,0.0,19805.0,45658.0,
09/30/2015,18338.0,5301.0,2387.0,2914.0,595.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,2384.0,,77.0,1232.0,,,1090.0,8280.0,1535.0,,,3572.0,3572.0,,4951.0,4532.0,4442.0,90.0,,,342.0,10058.0,,3306.0,175.0,57.0,,3074.0,625.0,0.0,,,,625.0,505.0,,,336.0,4436.0,6814.0,6814.0,,,,596.0,,,,,511.0,85.0,7410.0,11846.0,0.0,14447.0,2.0,14445.0,-15653.0,7255.0,443.0,6492.0,0.0,6492.0,18338.0,
12/31/2015,17755.0,6131.0,1832.0,4299.0,619.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,,41.0,,,,1098.0,7904.0,1554.0,5078.0,-3524.0,3267.0,3267.0,,5030.0,4541.0,4451.0,90.0,0.0,124.0,324.0,9851.0,,2132.0,349.0,72.0,0.0,1711.0,0.0,0.0,0.0,0.0,,0.0,131.0,0.0,0.0,0.0,2263.0,6749.0,6749.0,0.0,0.0,,2167.0,0.0,0.0,0.0,0.0,2092.0,75.0,8916.0,11179.0,0.0,14540.0,2.0,14538.0,-16203.0,7713.0,526.0,6576.0,0.0,6576.0,17755.0,
03/31/2016,19608.0,8013.0,2686.0,5327.0,599.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,,104.0,,,,1005.0,9703.0,1497.0,,,3370.0,3370.0,,5038.0,4601.0,4519.0,82.0,,,333.0,9905.0,,1924.0,275.0,60.0,,1589.0,6.0,0.0,,,,6.0,177.0,,,0.0,2107.0,9030.0,9030.0,,,,2154.0,,,,,2080.0,74.0,11184.0,13291.0,0.0,14629.0,2.0,14627.0,-17204.0,8207.0,685.0,6317.0,0.0,6317.0,19608.0,
06/30/2016,19993.0,8086.0,2001.0,6085.0,628.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,,125.0,,,,1094.0,9914.0,1502.0,,,3541.0,3541.0,,5036.0,4561.0,4487.0,74.0,,,350.0,10079.0,,2038.0,304.0,68.0,,1666.0,0.0,0.0,,,,,168.0,,,0.0,2206.0,9054.0,9054.0,,,,2280.0,,,,,2204.0,76.0,11334.0,13540.0,0.0,14686.0,2.0,14684.0,-17704.0,8642.0,829.0,6453.0,0.0,6453.0,19993.0,
09/30/2016,20502.0,8045.0,1753.0,6292.0,626.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,,99.0,,,,1014.0,9783.0,1526.0,,,3811.0,3811.0,,5382.0,4844.0,4727.0,117.0,,110.0,329.0,10719.0,,2155.0,278.0,107.0,,1770.0,1449.0,0.0,,,,1449.0,159.0,,,0.0,3763.0,7582.0,7582.0,,,,2338.0,,,,,2268.0,70.0,9920.0,13683.0,0.0,14784.0,2.0,14782.0,-18205.0,9036.0,1204.0,6819.0,0.0,6819.0,20502.0,
12/31/2016,23847.0,7149.0,1816.0,5333.0,592.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.0,,23.0,,,,1003.0,8875.0,1516.0,5484.0,-3968.0,3851.0,3851.0,,9605.0,4603.0,4501.0,102.0,4608.0,118.0,253.0,14972.0,,2238.0,283.0,110.0,0.0,1845.0,1451.0,0.0,0.0,0.0,,1451.0,158.0,0.0,0.0,0.0,3847.0,7509.0,7509.0,0.0,0.0,,1952.0,0.0,0.0,0.0,0.0,1453.0,499.0,9461.0,13308.0,0.0,14909.0,2.0,14907.0,-19205.0,14959.0,-124.0,10539.0,0.0,10539.0,23847.0,
03/31/2017,24808.0,6754.0,1979.0,4775.0,592.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,,16.0,,,,1056.0,8493.0,1496.0,,,4540.0,4540.0,,10279.0,4734.0,4648.0,86.0,5263.0,,266.0,16315.0,,2078.0,296.0,122.0,,1660.0,2210.0,0.0,,,,2210.0,145.0,,,0.0,4433.0,6756.0,6756.0,,,,2024.0,,,,,1958.0,66.0,8780.0,13213.0,0.0,14991.0,2.0,14989.0,-19555.0,15994.0,165.0,11595.0,0.0,11595.0,24808.0,
06/30/2017,27483.0,9017.0,2636.0,6381.0,619.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,,24.0,,,,1204.0,10906.0,1538.0,,,4754.0,4754.0,,10285.0,4757.0,4665.0,92.0,5242.0,,262.0,16577.0,,2197.0,284.0,102.0,,1811.0,2215.0,0.0,,,,2215.0,184.0,,,0.0,4596.0,9251.0,9251.0,,,,2162.0,,,,,2098.0,64.0,11413.0,16009.0,0.0,15079.0,2.0,15077.0,-20063.0,16021.0,437.0,11474.0,0.0,11474.0,27483.0,
09/30/2017,25943.0,6030.0,1760.0,4270.0,626.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,,19.0,,,,1142.0,7858.0,1546.0,,,5417.0,5417.0,,11122.0,4747.0,4669.0,78.0,5214.0,885.0,257.0,18085.0,,2261.0,260.0,100.0,,1901.0,749.0,0.0,,,,749.0,180.0,,,0.0,3190.0,9249.0,9249.0,,,,2221.0,,,,,2157.0,64.0,11470.0,14660.0,0.0,15171.0,2.0,15169.0,-20970.0,16544.0,538.0,11283.0,0.0,11283.0,25943.0,
12/31/2017,25986.0,5863.0,2120.0,3743.0,696.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.0,,2.0,,,,1159.0,7744.0,1597.0,6007.0,-4410.0,6331.0,885.0,5446.0,10314.0,4842.0,4773.0,69.0,5199.0,,271.0,18242.0,,2612.0,330.0,177.0,0.0,2105.0,781.0,0.0,0.0,0.0,,781.0,166.0,0.0,0.0,0.0,3559.0,9234.0,9234.0,0.0,0.0,,5144.0,0.0,0.0,0.0,0.0,3424.0,1720.0,14378.0,17937.0,0.0,15295.0,2.0,15293.0,-21892.0,13929.0,717.0,8049.0,0.0,8049.0,25986.0,
03/31/2018,24555.0,4806.0,2527.0,2279.0,683.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,,0.0,,,,1243.0,6763.0,1548.0,,,5907.0,890.0,5017.0,10337.0,4868.0,4815.0,53.0,5166.0,12.0,291.0,17792.0,,2320.0,252.0,236.0,,1832.0,20.0,0.0,,,,20.0,228.0,,,0.0,2568.0,9208.0,9208.0,,,,5183.0,,,,,3314.0,1869.0,14391.0,16959.0,0.0,15364.0,2.0,15362.0,-22903.0,14335.0,800.0,7596.0,0.0,7596.0,24555.0,
06/30/2018,23988.0,4007.0,1619.0,2388.0,745.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,,0.0,,,,1132.0,6184.0,1576.0,,,5418.0,5418.0,,10810.0,5322.0,5199.0,123.0,5052.0,,436.0,17804.0,,2372.0,253.0,84.0,,2035.0,3.0,0.0,,,,3.0,233.0,,,0.0,2608.0,9201.0,9201.0,,,,5033.0,,,,,3290.0,1743.0,14234.0,16842.0,0.0,15480.0,2.0,15478.0,-23892.0,14977.0,581.0,7146.0,0.0,7146.0,23988.0,
09/30/2018,23652.0,4838.0,2086.0,2752.0,761.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.0,,278.0,,,,1279.0,6963.0,1580.0,,,4276.0,144.0,4132.0,10833.0,5276.0,5170.0,106.0,4992.0,,287.0,16689.0,,2242.0,225.0,83.0,,1934.0,1546.0,0.0,,,,1546.0,218.0,,,0.0,4006.0,7661.0,7661.0,,,,5056.0,,,,,3316.0,1740.0,12717.0,16723.0,0.0,15573.0,2.0,15571.0,-24893.0,15699.0,550.0,6929.0,0.0,6929.0,23652.0,
12/31/2018,22819.0,4915.0,2202.0,2713.0,712.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,,152.0,,,,1389.0,7126.0,1597.0,6344.0,-4747.0,3772.0,3772.0,,10324.0,5252.0,5160.0,92.0,4792.0,6.0,122.0,15693.0,,2700.0,286.0,117.0,0.0,2297.0,1546.0,0.0,0.0,0.0,,1546.0,208.0,0.0,10.0,0.0,4454.0,7675.0,7675.0,0.0,0.0,,4409.0,0.0,0.0,0.0,0.0,2925.0,1474.0,12084.0,16538.0,0.0,15718.0,2.0,15716.0,-26394.0,16459.0,498.0,6281.0,0.0,6281.0,22819.0,
03/31/2019,22329.0,4441.0,1695.0,2746.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.0,,276.0,,,,1450.0,6665.0,2278.0,,,2952.0,137.0,2815.0,10434.0,5316.0,5208.0,108.0,4710.0,17.0,115.0,15664.0,,2585.0,251.0,107.0,,2227.0,1719.0,0.0,169.0,,169.0,1550.0,196.0,,5.0,0.0,4500.0,8242.0,7695.0,547.0,,547.0,4384.0,,,,,2893.0,1486.0,12626.0,17126.0,0.0,15787.0,2.0,15785.0,-27895.0,16847.0,464.0,5203.0,0.0,5203.0,22329.0,
06/30/2019,21169.0,4477.0,1508.0,2969.0,797.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,,284.0,,,,1504.0,6844.0,2243.0,,,1919.0,136.0,1783.0,10163.0,5279.0,5185.0,94.0,4468.0,17.0,115.0,14325.0,,2757.0,303.0,150.0,,2304.0,2233.0,4.0,179.0,9.0,170.0,2050.0,219.0,,2.0,0.0,5209.0,7762.0,7224.0,538.0,19.0,519.0,4092.0,,,,,2684.0,1406.0,11854.0,17063.0,0.0,15913.0,2.0,15911.0,-29396.0,17125.0,464.0,4106.0,0.0,4106.0,21169.0,
09/30/2019,18714.0,3086.0,897.0,2189.0,714.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,,228.0,,,,1326.0,5209.0,2150.0,,,1429.0,293.0,1136.0,9926.0,5176.0,5097.0,79.0,4374.0,17.0,131.0,13505.0,,2821.0,296.0,195.0,,2330.0,680.0,0.0,171.0,9.0,162.0,509.0,184.0,,0.0,0.0,3685.0,7732.0,7219.0,513.0,16.0,497.0,4027.0,,,,,2620.0,1407.0,11759.0,15444.0,0.0,15990.0,2.0,15988.0,-30396.0,17315.0,361.0,3270.0,0.0,3270.0,18714.0,
12/31/2019,18174.0,2825.0,975.0,1850.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,,296.0,,,,1128.0,4706.0,2138.0,7097.0,-4959.0,1298.0,1298.0,,10032.0,5220.0,5153.0,67.0,4377.0,18.0,121.0,13468.0,,2691.0,270.0,212.0,0.0,2209.0,1192.0,0.0,181.0,11.0,170.0,1011.0,183.0,0.0,0.0,0.0,4066.0,7230.0,6722.0,508.0,16.0,492.0,4008.0,0.0,0.0,0.0,0.0,2646.0,1362.0,11238.0,15304.0,0.0,16128.0,2.0,16126.0,-31396.0,17754.0,384.0,2870.0,0.0,2870.0,18174.0,
03/31/2020,18929.0,4430.0,880.0,3550.0,635.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,,317.0,,,0.0,1086.0,6248.0,2007.0,,,1070.0,326.0,744.0,9604.0,4900.0,4850.0,50.0,4287.0,7.0,93.0,12681.0,,3529.0,268.0,1107.0,,2154.0,1015.0,0.0,,,,1015.0,129.0,,,0.0,4673.0,8180.0,7724.0,456.0,,456.0,3961.0,,,,,2619.0,1342.0,12141.0,16814.0,0.0,15725.0,2.0,15723.0,-34946.0,21051.0,285.0,2115.0,0.0,2115.0,18929.0,
06/30/2020,20014.0,5303.0,1006.0,4297.0,845.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,,605.0,,,0.0,1170.0,7394.0,1900.0,,,825.0,291.0,534.0,9895.0,4966.0,4910.0,56.0,4203.0,7.0,114.0,12620.0,,4044.0,305.0,1328.0,,2411.0,516.0,16.0,,,,500.0,132.0,,2.0,0.0,4692.0,8572.0,8161.0,411.0,,411.0,3848.0,,,,,2584.0,1262.0,12420.0,17112.0,0.0,15846.0,2.0,15844.0,-34946.0,21681.0,321.0,2902.0,0.0,2902.0,20014.0,
