Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/2010,8940,683,508,175,754,754.0,0.0,1719,588.0,265.0,866.0,0.0,1766,,44.0,1650.0,4922,1439,3289.0,-1850.0,38.0,,38.0,2541,596.0,324.0,272.0,,97.0,1804,4018,,1600,1600,,,,1006.0,0.0,,,1006.0,1065,,,1061,3671,3539,3539.0,,,,2928,,2203.0,170.0,555,6467,10138,4.0,2202.0,7.0,2195.0,-135.0,-2025.0,-1300.0,-1254,56.0,-1198,8940,
07/31/2010,9418,816,515,301,933,933.0,0.0,1637,484.0,324.0,829.0,0.0,2083,5.0,46.0,1970.0,5469,1453,3324.0,-1871.0,53.0,,53.0,2443,583.0,319.0,264.0,,106.0,1703,3949,,1680,1680,,,,661.0,0.0,,,661.0,1117,,8.0,1110,3458,4125,4125.0,,,,2875,,2161.0,170.0,536,7000,10458,4.0,2208.0,7.0,2201.0,-125.0,-1888.0,-1295.0,-1096,56.0,-1040,9418,
10/31/2010,9730,1171,585,586,987,987.0,0.0,1568,473.0,202.0,893.0,0.0,2109,0.0,63.0,2016.0,5835,1442,3370.0,-1928.0,44.0,,44.0,2409,586.0,324.0,262.0,,103.0,1657,3895,,1827,1827,0.0,0.0,0.0,632.0,0.0,,,632.0,1130,0.0,0.0,1126,3589,4238,4238.0,,,,2827,0.0,2097.0,142.0,588,7065,10654,4.0,2213.0,7.0,2206.0,-124.0,-1878.0,-1188.0,-973,49.0,-924,9730,
01/31/2011,9279,809,399,410,840,840.0,0.0,1649,506.0,210.0,933.0,0.0,2159,,67.0,2047.0,5457,1470,3414.0,-1944.0,94.0,,94.0,2258,612.0,326.0,286.0,,117.0,1462,3822,,1627,1627,,,,748.0,0.0,,,748.0,1080,,,1080,3455,3866,3866.0,,,,2790,,2009.0,142.0,639,6656,10111,3.0,2231.0,7.0,2224.0,-113.0,-1884.0,-1111.0,-874,42.0,-832,9279,
04/30/2011,9966,1128,390,738,997,997.0,0.0,1721,581.0,208.0,932.0,0.0,2354,,20.0,2242.0,6200,1486,3505.0,-2019.0,100.0,,100.0,2180,617.0,337.0,280.0,,103.0,1440,3766,,1907,1907,,,,1370.0,0.0,,,1370.0,1104,,,1103,4381,3537,3537.0,,,,2812,,2015.0,94.0,703,6349,10730,3.0,2161.0,7.0,2154.0,-110.0,-1810.0,-1051.0,-807,43.0,-764,9966,
07/31/2011,11178,1064,444,620,1004,1004.0,0.0,1731,648.0,187.0,896.0,0.0,2803,,1049.0,2276.0,6602,1492,3531.0,-2039.0,132.0,,132.0,2952,559.0,334.0,225.0,,111.0,1233,4576,,1921,1921,,,,754.0,0.0,,,754.0,1119,,,1117,3794,3801,3801.0,,,,2826,,2036.0,72.0,718,6627,10421,3.0,2296.0,7.0,2289.0,-112.0,-410.0,-1061.0,716,41.0,757,11178,
10/31/2011,12291,1257,539,718,1219,1219.0,0.0,1714,667.0,174.0,873.0,0.0,3045,0.0,1583.0,2567.0,7235,1570,3626.0,-2056.0,122.0,,122.0,3364,553.0,319.0,234.0,,60.0,1168,5056,,2122,2122,0.0,0.0,0.0,1379.0,0.0,,,1379.0,1297,0.0,0.0,1287,4798,3477,3477.0,,,,3988,0.0,3210.0,59.0,719,7465,12263,3.0,2260.0,7.0,2253.0,-191.0,-155.0,-1939.0,-22,50.0,28,12291,
01/31/2012,11503,927,488,439,2813,858.0,1955.0,1916,709.0,222.0,985.0,0.0,803,,1633.0,321.0,6459,1671,3783.0,-2112.0,781.0,,781.0,2592,539.0,312.0,227.0,,61.0,359,5044,,1861,1861,,,,1097.0,0.0,,,1097.0,1263,,,1258,4221,3436,3436.0,,,,4036,,3161.0,66.0,809,7472,11693,3.0,2281.0,8.0,2273.0,-278.0,-308.0,-1929.0,-231,41.0,-190,11503,
04/30/2012,11384,737,400,337,2911,845.0,2066.0,1948,739.0,170.0,1039.0,0.0,782,,1759.0,302.0,6378,1690,3849.0,-2159.0,688.0,,688.0,2628,473.0,295.0,178.0,,58.0,338,5006,,1927,1927,,,,1509.0,0.0,,,1509.0,1284,,,1280,4720,2988,2988.0,,,,4083,,3095.0,59.0,929,7071,11791,3.0,2280.0,8.0,2272.0,-276.0,-480.0,-1977.0,-450,43.0,-407,11384,
07/31/2012,11143,706,547,159,2634,822.0,1812.0,1877,716.0,203.0,958.0,0.0,898,,1926.0,417.0,6115,1646,3816.0,-2170.0,633.0,,633.0,2749,459.0,280.0,179.0,,46.0,318,5028,,1816,1816,,,,1416.0,0.0,,,1416.0,1298,,,1290,4530,2996,2996.0,,,,3975,,3057.0,56.0,862,6971,11501,3.0,2282.0,8.0,2274.0,-276.0,-396.0,-2015.0,-402,44.0,-358,11143,
10/31/2012,9102,1553,1087,466,2412,749.0,1663.0,1537,568.0,136.0,833.0,0.0,335,0.0,189.0,261.0,5837,1660,3888.0,-2228.0,580.0,,580.0,1025,451.0,280.0,171.0,,62.0,323,3265,,1686,1686,0.0,0.0,0.0,1205.0,0.0,,,1205.0,1462,0.0,2.0,1459,4353,3566,3566.0,,,,4443,0.0,3405.0,42.0,994,8009,12362,3.0,2449.0,9.0,2440.0,-272.0,-3165.0,-2320.0,-3305,45.0,-3260,9102,
01/31/2013,8531,1268,497,771,2293,749.0,1544.0,1520,545.0,146.0,829.0,0.0,335,,190.0,261.0,5416,1643,3938.0,-2295.0,542.0,,542.0,930,449.0,282.0,167.0,,59.0,232,3115,,1547,1547,,,,936.0,0.0,,,936.0,1416,,,1416,3899,3526,3526.0,,,,4415,,3373.0,39.0,1003,7941,11840,3.0,2462.0,9.0,2453.0,-267.0,-3288.0,-2265.0,-3355,46.0,-3309,8531,
04/30/2013,8723,1238,505,733,2503,839.0,1664.0,1476,513.0,111.0,852.0,0.0,352,,181.0,275.0,5569,1776,4162.0,-2386.0,464.0,,464.0,914,432.0,275.0,157.0,,52.0,249,3154,,1621,1621,,,,779.0,0.0,,,779.0,1607,,,1602,4007,4002,4002.0,,,,4352,,3331.0,41.0,980,8354,12361,3.0,2465.0,9.0,2456.0,-256.0,-3662.0,-2223.0,-3673,35.0,-3638,8723,
07/31/2013,8241,1133,425,708,2367,777.0,1590.0,1336,480.0,92.0,764.0,0.0,428,,172.0,351.0,5264,1714,4107.0,-2393.0,411.0,,411.0,852,398.0,255.0,143.0,,80.0,202,2977,,1546,1546,,,,820.0,0.0,,,820.0,1569,,,1569,3935,3904,3904.0,,,,4335,,3285.0,38.0,1012,8239,12174,3.0,2468.0,9.0,2459.0,-255.0,-3909.0,-2275.0,-3968,35.0,-3933,8241,
10/31/2013,8315,1585,755,830,2334,737.0,1597.0,1210,460.0,58.0,692.0,0.0,330,0.0,159.0,258.0,5459,1741,4181.0,-2440.0,367.0,,367.0,748,322.0,184.0,138.0,,77.0,190,2856,,1502,1502,0.0,0.0,0.0,1163.0,0.0,,,1163.0,1596,0.0,0.0,1596,4261,3922,3922.0,,,,3733,0.0,2564.0,33.0,1136,7655,11916,3.0,2486.0,9.0,2477.0,-251.0,-4063.0,-1820.0,-3645,44.0,-3601,8315,
01/31/2014,7654,1179,549,630,2014,553.0,1461.0,1382,506.0,101.0,775.0,0.0,323,,155.0,249.0,4898,1700,4165.0,-2465.0,331.0,,331.0,725,282.0,170.0,112.0,,75.0,213,2756,,1430,1430,,,,1259.0,0.0,,,1259.0,1564,,,1564,4253,3605,3605.0,,,,3673,,2531.0,25.0,1117,7278,11531,3.0,2487.0,9.0,2478.0,-230.0,-4311.0,-1859.0,-3910,33.0,-3877,7654,
04/30/2014,7727,1128,594,534,2343,630.0,1713.0,1384,502.0,74.0,808.0,0.0,267,,153.0,226.0,5122,1693,4187.0,-2494.0,339.0,,339.0,573,142.0,38.0,104.0,,69.0,209,2605,,1569,1569,,,,956.0,0.0,,,956.0,1527,,,1525,4052,4144,4144.0,,,,3603,,2496.0,14.0,1093,7747,11799,3.0,2511.0,9.0,2502.0,-226.0,-4608.0,-1786.0,-4106,34.0,-4072,7727,
07/31/2014,7702,1165,547,618,2275,568.0,1707.0,1462,482.0,80.0,900.0,0.0,241,,153.0,202.0,5143,1657,4190.0,-2533.0,328.0,,328.0,574,136.0,38.0,98.0,,72.0,213,2559,,1572,1572,,,,1020.0,0.0,,,1020.0,1425,,,1425,4017,4184,4184.0,,,,3547,,2450.0,14.0,1083,7731,11748,3.0,2508.0,9.0,2499.0,-225.0,-4610.0,-1756.0,-4080,34.0,-4046,7702,
10/31/2014,7443,1102,497,605,2311,553.0,1758.0,1319,389.0,50.0,880.0,0.0,281,0.0,145.0,226.0,5013,1562,4097.0,-2535.0,305.0,,305.0,563,128.0,38.0,90.0,,73.0,217,2430,,1564,1564,0.0,0.0,0.0,1295.0,0.0,,,1295.0,1372,0.0,0.0,1372,4231,3929,3929.0,,,,3901,0.0,2862.0,14.0,1025,7830,12061,3.0,2509.0,9.0,2500.0,-221.0,-4682.0,-2261.0,-4652,34.0,-4618,7443,
01/31/2015,6785,795,620,175,2150,490.0,1660.0,1352,426.0,67.0,859.0,0.0,226,,135.0,188.0,4523,1474,4050.0,-2576.0,273.0,,273.0,515,121.0,38.0,83.0,,67.0,192,2262,,1330,1330,,,,1041.0,0.0,,,1041.0,1308,,,1308,3679,4041,4041.0,,,,3753,,2821.0,14.0,918,7794,11473,3.0,2509.0,9.0,2500.0,-218.0,-4724.0,-2289.0,-4719,31.0,-4688,6785,
04/30/2015,6925,856,583,273,2431,502.0,1929.0,1245,363.0,85.0,797.0,0.0,244,1.0,134.0,206.0,4776,1407,3997.0,-2590.0,243.0,,243.0,499,112.0,38.0,74.0,,68.0,184,2149,,1450,1450,,,,1211.0,0.0,,,1211.0,1345,,6.0,1345,4006,3992,3992.0,,,,3671,,2770.0,14.0,881,7663,11669,3.0,2507.0,9.0,2498.0,-213.0,-4788.0,-2283.0,-4774,30.0,-4744,6925,
07/31/2015,6769,840,547,293,2167,430.0,1737.0,1199,361.0,66.0,772.0,0.0,416,,126.0,374.0,4622,1375,3909.0,-2534.0,227.0,,227.0,545,105.0,38.0,67.0,,71.0,243,2147,,1326,1326,,,,1090.0,0.0,,,1090.0,1333,,4.0,1333,3749,4196,4196.0,,,,3633,,2749.0,14.0,866,7829,11578,3.0,2506.0,9.0,2497.0,-212.0,-4816.0,-2297.0,-4816,7.0,-4809,6769,
10/31/2015,6649,1071,912,159,2208,429.0,1779.0,1135,264.0,34.0,837.0,0.0,206,0.0,128.0,169.0,4620,1345,3891.0,-2546.0,229.0,,229.0,455,95.0,38.0,57.0,,66.0,166,2029,,1301,1301,,,0.0,1108.0,1108.0,,,,1377,0.0,,1373,3786,4147,4147.0,,,,3876,0.0,2995.0,14.0,867,8023,11809,1.75705,2508.24295,9.0,2499.24295,-210.0,-4866.0,-2601.0,-5167,7.0,-5160,6649,
01/31/2016,5980,731,579,152,1771,340.0,1431.0,1269,309.0,69.0,891.0,0.0,168,,157.0,168.0,3939,1304,3859.0,-2555.0,210.0,,210.0,527,90.0,38.0,52.0,,64.0,216,2041,,1031,1031,,,,1492.0,87.0,,,1405.0,1277,,,1277,3800,3607,3607.0,,,,3763,,2966.0,0.0,797,7370,11170,2.0,2510.0,9.0,2501.0,-209.0,-4899.0,-2601.0,-5197,7.0,-5190,5980,
04/30/2016,6188,817,589,228,1921,369.0,1552.0,1220,312.0,49.0,859.0,0.0,172,6.0,164.0,172.0,4130,1281,3867.0,-2586.0,223.0,,223.0,554,91.0,38.0,53.0,,66.0,227,2058,,1146,1146,,,,1251.0,0.0,,,1251.0,1223,,7.0,1223,3620,3974,3974.0,,,,3715,,2945.0,0.0,763,7689,11309,2.0,2507.0,9.0,2498.0,-206.0,-4895.0,-2536.0,-5128,7.0,-5121,6188,
07/31/2016,5719,687,547,140,1711,301.0,1410.0,1084,244.0,31.0,809.0,0.0,290,5.0,153.0,290.0,3772,1257,3848.0,-2591.0,219.0,,219.0,471,94.0,38.0,56.0,,60.0,159,1947,,1003,1003,,,,1389.0,0.0,,,1389.0,1141,,2.0,1141,3533,3676,3676.0,,,,3644,,2907.0,0.0,735,7320,10853,2.0,2508.0,9.0,2499.0,-206.0,-4929.0,-2512.0,-5137,3.0,-5134,5719,
10/31/2016,5653,850,804,46,1733,276.0,1457.0,944,220.0,46.0,678.0,0.0,232,1.0,161.0,230.0,3759,1241,3794.0,-2553.0,236.0,,236.0,417,91.0,38.0,53.0,,53.0,111,1894,,1113,1113,,,0.0,907.0,0.0,,,907.0,1183,0.0,,1183,3203,3997,3997.0,,,,3746,0.0,3023.0,0.0,723,7743,10946,1.75455,2508.24545,9.0,2499.24545,-205.0,-4963.0,-2640.0,-5298,5.0,-5293,5653,
01/31/2017,5394,771,573,198,1423,262.0,1161.0,1022,283.0,111.0,628.0,0.0,233,1.0,162.0,230.0,3449,1290,3856.0,-2566.0,219.0,,219.0,436,88.0,38.0,50.0,,53.0,132,1945,,1046,1046,,,,589.0,0.0,,,589.0,1131,,,1127,2766,4276,4276.0,,,,3681,,2990.0,,691,7957,10723,1.75455,2505.24545,9.0,2496.24545,-198.0,-5025.0,-2617.0,-5333,4.0,-5329,5394,
04/30/2017,5952,949,771,178,1759,300.0,1459.0,946,270.0,57.0,619.0,0.0,293,1.0,161.0,288.0,3947,1324,3804.0,-2480.0,249.0,,249.0,432,84.0,38.0,46.0,,55.0,131,2005,,1240,1240,,,,744.0,0.0,,,744.0,1138,,,1128,3122,4321,4321.0,,,,3636,,2941.0,,695,7957,11079,1.75455,2742.24545,10.0,2732.24545,-191.0,-5105.0,-2579.0,-5131,4.0,-5127,5952,
07/31/2017,6080,973,911,62,1868,311.0,1557.0,979,282.0,66.0,631.0,0.0,262,1.0,141.0,259.0,4082,1333,3833.0,-2500.0,249.0,,249.0,416,82.0,38.0,44.0,,55.0,137,1998,,1213,1213,,,,965.0,0.0,,,965.0,1137,,,1119,3315,4255,4255.0,,,,3433,,2747.0,,686,7688,11003,2.0,2743.0,10.0,2733.0,-190.0,-5068.0,-2412.0,-4925,2.0,-4923,6080,
10/31/2017,6135,1076,706,370,1956,391.0,1565.0,857,240.0,33.0,584.0,0.0,271,1.0,129.0,265.0,4160,1326,3800.0,-2474.0,233.0,,233.0,416,78.0,38.0,40.0,16.0,56.0,136,1975,,1292,1292,,,0.0,1169.0,0.0,,,1169.0,1184,0.0,0.0,1182,3645,3889,3889.0,,,,3175,0.0,2497.0,,678,7064,10709,1.75455,2743.24545,10.0,2733.24545,-179.0,-4933.0,-2211.0,-4578,4.0,-4574,6135,
01/31/2018,5969,975,699,276,1761,327.0,1434.0,998,271.0,91.0,636.0,0.0,224,1.0,129.0,216.0,3958,1335,3826.0,-2491.0,252.0,,252.0,424,76.0,38.0,38.0,,55.0,163,2011,,1140,1140,,,,953.0,0.0,,,953.0,1160,,,1157,3253,4168,4168.0,,,,3131,,2467.0,,664,7299,10552,1.75455,2745.24545,10.0,2735.24545,-174.0,-5006.0,-2154.0,-4587,4.0,-4583,5969,
04/30/2018,6487,1140,1100,40,1969,313.0,1656.0,1167,323.0,152.0,692.0,0.0,241,1.0,129.0,229.0,4517,1299,3761.0,-2462.0,255.0,,255.0,416,72.0,38.0,34.0,,54.0,160,1970,,1500,1500,,,,1504.0,0.0,,,1504.0,1057,,,1054,4061,3846,3846.0,,,,3107,,2422.0,,685,6953,11014,1.75455,2739.24545,10.0,2729.24545,-166.0,-4951.0,-2154.0,-4530,3.0,-4527,6487,
07/31/2018,6924,1117,1022,95,2041,403.0,1638.0,1400,380.0,269.0,751.0,0.0,347,1.0,130.0,341.0,4905,1297,3765.0,-2468.0,308.0,,308.0,414,68.0,38.0,30.0,,53.0,162,2019,,1527,1527,,,,1707.0,0.0,,,1707.0,1075,,,1074,4309,3893,3893.0,,,,3056,,2378.0,,678,6949,11258,1.75455,2741.24545,10.0,2731.24545,-163.0,-4781.0,-2138.0,-4339,5.0,-4334,6924,
10/31/2018,7230,1421,1320,101,2354,456.0,1898.0,1110,321.0,118.0,671.0,0.0,251,2.0,121.0,249.0,5136,1370,3868.0,-2498.0,309.0,,309.0,415,68.0,38.0,30.0,18.0,50.0,156,2094,,1606,1606,,,0.0,946.0,0.0,,,946.0,1255,0.0,0.0,1255,3807,4521,4521.0,,,,2828,0.0,2097.0,,731,7349,11156,1.75455,2741.24545,10.0,2731.24545,-161.0,-4593.0,-1920.0,-3931,5.0,-3926,7230,
01/31/2019,7037,1242,1201,41,2247,429.0,1818.0,1211,309.0,163.0,739.0,0.0,374,,123.0,373.0,5074,1275,3727.0,-2452.0,303.0,,303.0,385,67.0,38.0,29.0,,32.0,163,1963,,1484,1484,,,,942.0,0.0,,,942.0,1225,,,1224,3651,4552,4552.0,,,,2647,,1961.0,,686,7199,10850,1.75455,2742.24545,10.0,2732.24545,-160.0,-4609.0,-1791.0,-3816,3.0,-3813,7037,
04/30/2019,7066,1000,977,23,2037,,,1164,311.0,104.0,749.0,0.0,900,0.0,121.0,899.0,5101,1270,3727.0,-2457.0,309.0,,309.0,386,65.0,38.0,27.0,,32.0,168,1965,,1630,1630,,,,769.0,0.0,,,769.0,1309,,,1307,3708,4588,4588.0,,,,2622,,1950.0,,672,7210,10918,1.75455,2738.24545,10.0,2728.24545,-152.0,-4657.0,-1786.0,-3855,3.0,-3852,7066,
07/31/2019,7294,1163,1160,3,2616,429.0,2187.0,1195,312.0,104.0,779.0,0.0,352,,124.0,351.0,5326,1290,3753.0,-2463.0,287.0,,287.0,391,65.0,38.0,27.0,,33.0,169,1968,,1806,1806,,,,676.0,30.0,,,646.0,1323,,,1320,3805,4528,4528.0,,,,2621,,1929.0,,692,7149,10954,2.0,2740.0,10.0,2730.0,-150.0,-4501.0,-1754.0,-3663,3.0,-3660,7294,
10/31/2019,6917,1370,1370,0,2261,338.0,1923.0,911,250.0,21.0,640.0,0.0,410,0.0,117.0,409.0,4952,1309,3797.0,-2488.0,284.0,,284.0,372,63.0,38.0,25.0,3.0,31.0,158,1965,,1341,1341,,,0.0,871.0,0.0,,,871.0,1363,0.0,0.0,1360,3575,4317,4317.0,,,,2748,0.0,2103.0,,645,7065,10640,1.75455,2740.24545,10.0,2730.24545,-147.0,-4409.0,-1912.0,-3726,3.0,-3723,6917,
01/31/2020,6363,1000,1000,0,1884,269.0,1615.0,1074,267.0,85.0,722.0,0.0,329,,127.0,328.0,4287,1390,3780.0,-2390.0,278.0,,278.0,408,61.0,38.0,23.0,,30.0,190,2076,,1286,1286,,,,480.0,0.0,28.0,28.0,452.0,1265,,,1261,3031,4364,4281.0,83.0,2.0,81.0,2707,,2056.0,,651,7071,10102,2.0,2740.0,10.0,2730.0,-143.0,-4256.0,-2084.0,-3741,2.0,-3739,6363,
04/30/2020,6440,1547,1547,0,1641,225.0,1416.0,1012,360.0,17.0,635.0,0.0,325,,117.0,306.0,4525,1328,3661.0,-2333.0,212.0,,212.0,375,57.0,38.0,19.0,,28.0,173,1915,,1038,1038,,,,600.0,0.0,30.0,30.0,570.0,1045,,,1033,2683,4953,4858.0,95.0,1.0,94.0,2660,,2032.0,,628,7613,10296,1.75455,2735.24545,10.0,2725.24545,-136.0,-4296.0,-2163.0,-3858,2.0,-3856,6440,
07/31/2020,6675,1648,1648,0,1669,266.0,1403.0,896,240.0,71.0,585.0,0.0,479,,115.0,467.0,4692,1360,3688.0,-2328.0,258.0,,258.0,365,58.0,38.0,20.0,,30.0,162,1983,,1154,1154,,,,895.0,0.0,30.0,30.0,865.0,1066,,29.0,1060,3115,4786,4693.0,93.0,1.0,92.0,2602,,2013.0,,560,7388,10503,2.0,2736.0,10.0,2726.0,-135.0,-4333.0,-2100.0,-3830,2.0,-3828,6675,
