Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2011,1313867.0,19440.0,44367.0,24255.0,20112.0,272874.0,50261.0,222613.0,,0.0,345450.0,138474.0,206976.0,424181.0,22836.0,85991.0,228894.0,39647.0,,46813.0,49695.0,819326.0,-19372.0,799954.0,9531.0,9531.0,34065.0,25115.0,8950.0,19808.0,27553.0,0.0,86275.0,,243961.0,676109.0,522561.0,153548.0,0.0,920070.0,49091.0,,,,,49091.0,125354.0,,,,125354.0,2928.0,,,24722.0,15468.0,34547.0,1172180.0,11431.0,64888.0,8931.0,55957.0,-2744.0,64385.0,2281.0,140241.0,1446.0,141687.0,1313867.0,
03/31/2012,1333799.0,17000.0,74143.0,27748.0,46395.0,281486.0,51220.0,230266.0,,0.0,345749.0,137566.0,208183.0,420772.0,21998.0,83173.0,228885.0,40908.0,,45808.0,44407.0,810928.0,-18852.0,792076.0,9291.0,9291.0,33688.0,25140.0,8548.0,,24476.0,0.0,101639.0,,255013.0,675254.0,530978.0,144276.0,0.0,930267.0,50964.0,,,,,50964.0,129752.0,,,,129752.0,,,,,13902.0,62065.0,1186950.0,12101.0,66577.0,9008.0,57569.0,-2958.0,67239.0,2557.0,145516.0,1333.0,146849.0,1333799.0,
06/30/2012,1336204.0,16811.0,74635.0,33058.0,41577.0,262002.0,35156.0,226846.0,,0.0,354052.0,135989.0,218063.0,421147.0,22706.0,80881.0,230263.0,45180.0,24131.0,17986.0,51315.0,826514.0,-18320.0,808194.0,9317.0,9317.0,33534.0,25406.0,8128.0,,29263.0,0.0,102448.0,,253999.0,674934.0,525606.0,149328.0,0.0,928933.0,56023.0,,,,,56023.0,124984.0,,,,124984.0,,,,,16703.0,60124.0,1186767.0,11694.0,67145.0,9054.0,58091.0,-4638.0,70456.0,3413.0,148070.0,1367.0,149437.0,1336204.0,
09/30/2012,1374715.0,16986.0,100442.0,30517.0,69925.0,259865.0,30515.0,229350.0,,0.0,352532.0,134600.0,217932.0,430098.0,23692.0,78091.0,240554.0,46044.0,23504.0,18213.0,50635.0,833265.0,-17385.0,815880.0,9165.0,9165.0,33351.0,25637.0,7714.0,,30077.0,0.0,108949.0,,268969.0,683270.0,531909.0,151361.0,0.0,952239.0,51957.0,,,,,51957.0,130801.0,,,,130801.0,,,,,17376.0,66283.0,1218656.0,12283.0,68194.0,9105.0,59089.0,-5186.0,73994.0,5394.0,154679.0,1380.0,156059.0,1374715.0,
12/31/2012,1422968.0,21860.0,137313.0,33884.0,103429.0,268865.0,33666.0,235199.0,,0.0,361198.0,135668.0,225530.0,438376.0,24640.0,75465.0,249900.0,45998.0,23119.0,19254.0,47259.0,846833.0,-17060.0,829773.0,9428.0,9428.0,32904.0,25637.0,7267.0,18806.0,23816.0,0.0,80203.0,,288207.0,714628.0,552739.0,161889.0,0.0,1002835.0,57175.0,,,,,57175.0,127379.0,,,,127379.0,3554.0,,,23857.0,11942.0,37315.0,1264057.0,12883.0,68938.0,9136.0,59802.0,-6610.0,77679.0,4664.0,157554.0,1357.0,158911.0,1422968.0,
03/31/2013,1436634.0,16217.0,143804.0,37582.0,106222.0,293518.0,45358.0,248160.0,,0.0,361714.0,135171.0,226543.0,438252.0,24120.0,72543.0,252307.0,47259.0,22897.0,19126.0,46896.0,846862.0,-16711.0,830151.0,9263.0,9263.0,32526.0,25637.0,6889.0,,16916.0,0.0,94239.0,,278909.0,731824.0,572023.0,159801.0,0.0,1010733.0,60693.0,,,,,60693.0,126191.0,,,,126191.0,,,,,7968.0,67654.0,1273239.0,14412.0,69272.0,9136.0,60136.0,-6036.0,81264.0,3174.0,162086.0,1309.0,163395.0,1436634.0,
06/30/2013,1440563.0,17939.0,148665.0,29702.0,118963.0,290188.0,40749.0,249439.0,,0.0,363472.0,132881.0,230591.0,438502.0,24815.0,70059.0,252841.0,48648.0,22472.0,19667.0,38975.0,840949.0,-16144.0,824805.0,9190.0,9190.0,32162.0,25637.0,6525.0,,17870.0,0.0,99744.0,,277647.0,743938.0,562960.0,180978.0,0.0,1021585.0,56983.0,,,,,56983.0,123375.0,,,,123375.0,,,,,11156.0,63687.0,1276786.0,13988.0,69081.0,9136.0,59945.0,-5858.0,84923.0,287.0,162421.0,1356.0,163777.0,1440563.0,
09/30/2013,1488055.0,18928.0,182036.0,27093.0,154943.0,303230.0,43831.0,259399.0,,0.0,372045.0,133641.0,238404.0,440280.0,25448.0,67675.0,254924.0,49693.0,22392.0,20148.0,25599.0,837924.0,-15159.0,822765.0,9120.0,9120.0,31786.0,25637.0,6149.0,,16372.0,0.0,103818.0,,279910.0,761961.0,575628.0,186333.0,0.0,1041871.0,53851.0,,,,,53851.0,151212.0,,,,151212.0,,,,,8975.0,63333.0,1319242.0,15549.0,69324.0,9136.0,60188.0,-7290.0,88625.0,957.0,167165.0,1648.0,168813.0,1488055.0,
12/31/2013,1523502.0,19919.0,213793.0,25801.0,187992.0,311360.0,47007.0,252007.0,12346.0,0.0,377090.0,141732.0,235358.0,445196.0,26882.0,65950.0,258507.0,50808.0,22200.0,20849.0,16896.0,839182.0,-14502.0,824680.0,9156.0,9156.0,31409.0,25637.0,5772.0,16027.0,15806.0,0.0,81352.0,,288117.0,791060.0,594109.0,196951.0,0.0,1079177.0,53883.0,,,,,53883.0,152998.0,,,,152998.0,1795.0,,,23533.0,9620.0,31488.0,1352494.0,16267.0,69432.0,9136.0,60296.0,-8104.0,92361.0,186.0,170142.0,866.0,171008.0,1523502.0,
03/31/2014,1546707.0,19731.0,222781.0,26759.0,196022.0,317992.0,47665.0,252665.0,17662.0,0.0,381281.0,136425.0,244856.0,445162.0,26061.0,63965.0,259478.0,52607.0,20300.0,22751.0,16324.0,842767.0,-13695.0,829072.0,9020.0,9020.0,31053.0,25637.0,5416.0,,16088.0,0.0,100970.0,,294863.0,799713.0,606156.0,193557.0,0.0,1094576.0,57061.0,,,,,57061.0,153422.0,,,,153422.0,,,,,8192.0,56987.0,1370238.0,17179.0,69754.0,9136.0,60618.0,-8206.0,96368.0,559.0,175654.0,815.0,176469.0,1546707.0,
06/30/2014,1598874.0,20635.0,238719.0,29432.0,209287.0,333331.0,54262.0,248961.0,30108.0,,391404.0,137382.0,254022.0,437538.0,27215.0,62455.0,260104.0,54095.0,17700.0,15969.0,30826.0,859768.0,-13101.0,846667.0,8977.0,8977.0,30791.0,25705.0,5086.0,,17412.0,,102342.0,,308097.0,810480.0,606344.0,204136.0,0.0,1118577.0,61849.0,,,,,61849.0,167878.0,,,,167878.0,,,,,9030.0,59991.0,1417325.0,18749.0,69062.0,9136.0,59926.0,-9271.0,99926.0,2393.0,180859.0,690.0,181549.0,1598874.0,
09/30/2014,1636855.0,18032.0,261932.0,34515.0,227417.0,341765.0,52756.0,248251.0,40758.0,0.0,396483.0,136763.0,259720.0,442400.0,28270.0,60844.0,263326.0,55242.0,11900.0,22818.0,29470.0,868353.0,-12681.0,855672.0,8768.0,8768.0,30450.0,25705.0,4745.0,,14999.0,0.0,105237.0,,313791.0,816834.0,610711.0,206123.0,0.0,1130625.0,62927.0,,,,,62927.0,184586.0,,,,184586.0,,,,,12610.0,63117.0,1453865.0,19379.0,69236.0,9136.0,60100.0,-11206.0,103494.0,1578.0,182481.0,509.0,182990.0,1636855.0,
12/31/2014,1687155.0,19571.0,258429.0,36856.0,221573.0,368575.0,55650.0,257442.0,55483.0,0.0,414826.0,143031.0,271795.0,447725.0,31119.0,59717.0,265386.0,55740.0,16900.0,18863.0,20258.0,882809.0,-12319.0,870490.0,8743.0,8743.0,30137.0,25705.0,4432.0,14253.0,22605.0,0.0,94352.0,,321963.0,846347.0,646736.0,199611.0,0.0,1168310.0,63518.0,,,,,63518.0,183943.0,,,,183943.0,2705.0,2229.0,476.0,25505.0,18738.0,39174.0,1501893.0,19213.0,69673.0,9136.0,60537.0,-13690.0,107040.0,2158.0,184394.0,868.0,185262.0,1687155.0,
03/31/2015,1737737.0,19793.0,291317.0,40161.0,251156.0,382307.0,57571.0,257603.0,67133.0,0.0,415299.0,144211.0,271088.0,445932.0,30078.0,57839.0,265213.0,56339.0,15500.0,20963.0,24287.0,885518.0,-12176.0,873342.0,8696.0,8696.0,29824.0,25705.0,4119.0,,21707.0,0.0,110751.0,,335858.0,860805.0,647906.0,212899.0,0.0,1196663.0,77697.0,,,,,77697.0,183292.0,9.0,9.0,,183283.0,,,,,18425.0,71696.0,1547773.0,21998.0,69116.0,9136.0,59980.0,-14556.0,110676.0,1562.0,188796.0,1168.0,189964.0,1737737.0,
06/30/2015,1720617.0,19687.0,232247.0,41319.0,190928.0,402596.0,61827.0,260667.0,80102.0,0.0,438022.0,153205.0,284817.0,450437.0,31135.0,56164.0,267868.0,57801.0,14400.0,23069.0,26068.0,914527.0,-11754.0,902773.0,8692.0,8692.0,29512.0,25705.0,3807.0,,18409.0,0.0,106701.0,,343581.0,842247.0,640815.0,201432.0,0.0,1185828.0,82963.0,,,,,82963.0,179751.0,8.0,8.0,,179743.0,,,,,14696.0,66703.0,1529941.0,21649.0,69290.0,9136.0,60154.0,-15707.0,114093.0,233.0,189558.0,1118.0,190676.0,1720617.0,
09/30/2015,1751265.0,17395.0,254811.0,44894.0,209917.0,399069.0,53995.0,266406.0,78668.0,0.0,447338.0,155104.0,292234.0,455895.0,32286.0,54592.0,271311.0,59164.0,13500.0,25042.0,22270.0,925503.0,-11659.0,913844.0,8800.0,8800.0,29163.0,25684.0,3479.0,,19899.0,0.0,108284.0,,339761.0,862418.0,650200.0,212218.0,0.0,1202179.0,88069.0,,,,,88069.0,185274.0,8.0,8.0,,185266.0,,,,,15395.0,66305.0,1557222.0,22424.0,70134.0,9136.0,60998.0,-17899.0,117593.0,799.0,193051.0,992.0,194043.0,1751265.0,
12/31/2015,1787632.0,19111.0,270130.0,45828.0,224302.0,412370.0,64815.0,267358.0,80197.0,0.0,456583.0,156691.0,299892.0,459976.0,34039.0,53004.0,273869.0,59966.0,13400.0,25698.0,19882.0,936441.0,-11545.0,924896.0,8704.0,8704.0,28696.0,25529.0,3167.0,13846.0,17656.0,0.0,92223.0,,351579.0,871733.0,691678.0,180055.0,0.0,1223312.0,97528.0,,,,,97528.0,199536.0,,,,199536.0,2918.0,2484.0,434.0,21111.0,13920.0,35416.0,1593741.0,22214.0,69850.0,9136.0,60714.0,-18867.0,120866.0,-1065.0,192998.0,893.0,193891.0,1787632.0,
03/31/2016,1849182.0,19084.0,300547.0,49698.0,250849.0,388014.0,53115.0,255551.0,79348.0,0.0,488205.0,166658.0,321547.0,459053.0,33139.0,51324.0,274734.0,60658.0,12300.0,26898.0,18321.0,965579.0,-11621.0,953958.0,8349.0,8349.0,30817.0,27003.0,3814.0,,20043.0,0.0,128370.0,,348888.0,892602.0,706562.0,186040.0,0.0,1241490.0,107703.0,,,,,107703.0,227888.0,8.0,8.0,,227880.0,,,,,15184.0,58413.0,1650678.0,24051.0,69738.0,9136.0,60602.0,-19687.0,123891.0,-497.0,197496.0,1008.0,198504.0,1849182.0,
06/30/2016,1889235.0,20407.0,295521.0,54593.0,240928.0,412520.0,59094.0,253006.0,100420.0,0.0,494538.0,170680.0,323858.0,462619.0,34137.0,49772.0,277162.0,61939.0,11600.0,28009.0,24150.0,981307.0,-11664.0,969643.0,8289.0,8289.0,30319.0,26963.0,3356.0,,20999.0,0.0,131537.0,,361934.0,883539.0,698461.0,185078.0,0.0,1245473.0,120258.0,,,,,120258.0,243927.0,8.0,8.0,,243919.0,,,,,15483.0,61433.0,1686574.0,24830.0,69827.0,9136.0,60691.0,-21068.0,127076.0,1080.0,201745.0,916.0,202661.0,1889235.0,
09/30/2016,1942124.0,19287.0,298325.0,67443.0,230882.0,458042.0,67210.0,291591.0,99241.0,0.0,496454.0,172434.0,324020.0,464872.0,34992.0,48105.0,278689.0,62873.0,11200.0,29013.0,27606.0,988932.0,-11583.0,977349.0,8322.0,8322.0,29689.0,26688.0,3001.0,,18736.0,0.0,132374.0,,376136.0,899758.0,722120.0,177638.0,0.0,1275894.0,124668.0,,,,,124668.0,254835.0,8.0,8.0,,254827.0,,,,,13603.0,69166.0,1738166.0,24594.0,69821.0,9136.0,60685.0,-22247.0,130288.0,572.0,203028.0,930.0,203958.0,1942124.0,
12/31/2016,1930115.0,20729.0,266038.0,58215.0,207823.0,482344.0,74397.0,308364.0,99583.0,0.0,506536.0,175696.0,330840.0,461068.0,36700.0,46237.0,275579.0,62286.0,12398.0,27868.0,26389.0,993993.0,-11419.0,982574.0,8333.0,8333.0,29416.0,26693.0,2723.0,13328.0,14498.0,0.0,112855.0,,375967.0,930112.0,737249.0,192863.0,0.0,1306079.0,96781.0,,,,,96781.0,255077.0,14.0,14.0,,255063.0,-1466.0,-1284.0,-182.0,20379.0,14492.0,38276.0,1729618.0,24551.0,69370.0,9136.0,60234.0,-22713.0,133075.0,-4702.0,199581.0,916.0,200497.0,1930115.0,
03/31/2017,1951564.0,19698.0,308747.0,68457.0,240290.0,487886.0,80326.0,299530.0,108030.0,0.0,505004.0,175752.0,329252.0,453401.0,34742.0,44333.0,274633.0,60408.0,12493.0,26792.0,18075.0,976480.0,-11168.0,965312.0,8320.0,8320.0,29115.0,26666.0,2449.0,,12564.0,0.0,119922.0,,365780.0,959664.0,759229.0,200435.0,0.0,1325444.0,94871.0,,,,,94871.0,256468.0,7.0,7.0,,256461.0,,,,,12461.0,59831.0,1749075.0,25501.0,69721.0,9136.0,60585.0,-24030.0,136032.0,-5724.0,201500.0,989.0,202489.0,1951564.0,
06/30/2017,1930871.0,20248.0,264706.0,67687.0,197019.0,493201.0,83607.0,269202.0,140392.0,0.0,505901.0,174788.0,331113.0,451522.0,35305.0,42747.0,276566.0,57958.0,12177.0,26769.0,24963.0,982386.0,-11073.0,971313.0,8403.0,8403.0,28720.0,26573.0,2147.0,,13273.0,0.0,131007.0,,372766.0,933064.0,728051.0,205013.0,0.0,1305830.0,95356.0,,,,,95356.0,238869.0,7.0,7.0,,238862.0,,,,,11636.0,73035.0,1724726.0,25785.0,69825.0,9136.0,60689.0,-25675.0,139524.0,-4229.0,205230.0,915.0,206145.0,1930871.0,
09/30/2017,1934939.0,19206.0,273105.0,66156.0,206949.0,503037.0,88404.0,272210.0,142423.0,0.0,500150.0,172206.0,327944.0,451723.0,36249.0,41152.0,280173.0,55455.0,12174.0,26520.0,20166.0,972039.0,-11078.0,960961.0,8449.0,8449.0,28494.0,26581.0,1913.0,,12580.0,0.0,129107.0,,366528.0,940178.0,734689.0,205489.0,0.0,1306706.0,93811.0,,,,,93811.0,238893.0,7.0,7.0,,238886.0,,,,,9497.0,79208.0,1728115.0,25576.0,69895.0,9136.0,60759.0,-27772.0,141761.0,-3531.0,205929.0,895.0,206824.0,1934939.0,
12/31/2017,1951757.0,23367.0,272605.0,78999.0,193606.0,508749.0,92329.0,277085.0,139335.0,0.0,503388.0,170263.0,333125.0,453382.0,37976.0,39713.0,284054.0,53371.0,11945.0,26323.0,20178.0,976948.0,-11004.0,965944.0,8847.0,8847.0,32205.0,26587.0,5618.0,7325.0,12228.0,0.0,120487.0,,373722.0,962269.0,742096.0,220173.0,0.0,1335991.0,103256.0,,,,,103256.0,225020.0,39.0,39.0,,224981.0,1110.0,1064.0,46.0,15486.0,8796.0,54019.0,1743678.0,25358.0,70029.0,9136.0,60893.0,-29892.0,145263.0,-3822.0,206936.0,1143.0,208079.0,1951757.0,
03/31/2018,1915388.0,18145.0,257800.0,73550.0,184250.0,472968.0,59866.0,271656.0,141446.0,0.0,503396.0,168718.0,334678.0,443912.0,36103.0,37920.0,282658.0,49554.0,11879.0,25798.0,21525.0,968833.0,-10373.0,958460.0,8828.0,8828.0,27802.0,26445.0,1357.0,,11467.0,0.0,159918.0,,370085.0,933604.0,777160.0,156444.0,0.0,1303689.0,97207.0,,,,,97207.0,227302.0,38.0,38.0,,227264.0,,,,,7883.0,73397.0,1709478.0,26227.0,69535.0,9136.0,60399.0,-31246.0,147928.0,-7492.0,204952.0,958.0,205910.0,1915388.0,
06/30/2018,1879700.0,20450.0,223183.0,80184.0,142999.0,475495.0,65602.0,265687.0,144206.0,0.0,503105.0,166515.0,336590.0,441160.0,36684.0,36542.0,283001.0,47632.0,11500.0,25801.0,24917.0,969182.0,-10193.0,958989.0,8882.0,8882.0,27520.0,26429.0,1091.0,,11099.0,0.0,154082.0,,365021.0,903843.0,747069.0,156774.0,0.0,1268864.0,104496.0,,,,,104496.0,219284.0,38.0,38.0,,219246.0,,,,,8507.0,72480.0,1673631.0,25737.0,68780.0,9136.0,59644.0,-32620.0,150803.0,-7512.0,205188.0,881.0,206069.0,1879700.0,
09/30/2018,1872981.0,18791.0,224203.0,83471.0,140732.0,472283.0,65188.0,262964.0,144131.0,0.0,501886.0,163838.0,338048.0,440414.0,37812.0,35330.0,284273.0,46075.0,11500.0,25424.0,20990.0,963290.0,-10021.0,953269.0,8802.0,8802.0,27251.0,26425.0,826.0,,11811.0,0.0,156571.0,,352869.0,913725.0,744808.0,168917.0,0.0,1266594.0,105451.0,,,,,105451.0,221323.0,37.0,37.0,,221286.0,,,,,8586.0,71348.0,1673302.0,23482.0,69874.0,9136.0,60738.0,-40538.0,154576.0,-8653.0,198741.0,938.0,199679.0,1872981.0,
12/31/2018,1895883.0,23551.0,229943.0,80207.0,149736.0,484689.0,69989.0,269912.0,144788.0,0.0,513405.0,163206.0,350199.0,439705.0,39025.0,34398.0,285065.0,45069.0,,36148.0,17167.0,970277.0,-9775.0,960502.0,8920.0,8920.0,30971.0,26418.0,4553.0,9262.0,10770.0,0.0,137275.0,,349534.0,936636.0,760135.0,176501.0,0.0,1286170.0,105787.0,,,,,105787.0,229044.0,36.0,36.0,,229008.0,1254.0,1210.0,44.0,18253.0,8499.0,49810.0,1698817.0,23214.0,69821.0,9136.0,60685.0,-47194.0,158163.0,-7838.0,196166.0,900.0,197066.0,1895883.0,
03/31/2019,1887792.0,20650.0,226939.0,98621.0,128318.0,483467.0,70378.0,268099.0,144990.0,0.0,512226.0,163092.0,349134.0,436023.0,38279.0,33099.0,284545.0,44913.0,,35187.0,16034.0,964283.0,-9900.0,954383.0,13694.0,13694.0,26942.0,26420.0,522.0,,11238.0,0.0,150479.0,,341399.0,922614.0,747489.0,175125.0,0.0,1264013.0,107374.0,777.0,,777.0,,106597.0,240967.0,4662.0,34.0,4628.0,236305.0,,,,,7393.0,69312.0,1689059.0,23214.0,69545.0,9136.0,60409.0,-50519.0,160776.0,-5184.0,197832.0,901.0,198733.0,1887792.0,
06/30/2019,1923388.0,20880.0,255666.0,112119.0,143547.0,482067.0,70208.0,265983.0,145876.0,0.0,512245.0,163399.0,348846.0,437633.0,38820.0,32068.0,286427.0,45664.0,,34654.0,24179.0,974057.0,-9692.0,964365.0,14211.0,14211.0,26908.0,26415.0,493.0,,13162.0,0.0,146129.0,,340813.0,947613.0,767941.0,179672.0,0.0,1288426.0,115910.0,566.0,,566.0,,115344.0,246212.0,4771.0,35.0,4736.0,241441.0,,,,,8399.0,64404.0,1723351.0,23021.0,69761.0,9136.0,60625.0,-54775.0,164551.0,-3516.0,199042.0,995.0,200037.0,1923388.0,
09/30/2019,1943950.0,22401.0,229381.0,103051.0,126330.0,503528.0,79113.0,271236.0,153179.0,0.0,512332.0,161457.0,350875.0,442583.0,39629.0,30838.0,290604.0,46738.0,,34774.0,26980.0,981895.0,-9715.0,972180.0,14171.0,14171.0,30790.0,26388.0,4402.0,,14680.0,0.0,156819.0,,355259.0,953236.0,778635.0,174601.0,0.0,1308495.0,124036.0,128.0,,128.0,,123908.0,235906.0,5290.0,35.0,5255.0,230616.0,,,,,9948.0,71149.0,1749534.0,21549.0,70002.0,9136.0,60866.0,-61785.0,166320.0,-2782.0,193304.0,1112.0,194416.0,1943950.0,
12/31/2019,1927555.0,21757.0,221633.0,102140.0,119493.0,497125.0,79733.0,263459.0,153933.0,0.0,515719.0,161594.0,354125.0,446546.0,41013.0,29509.0,293847.0,47873.0,,34304.0,24319.0,986584.0,-9551.0,977033.0,14033.0,14033.0,27264.0,26390.0,874.0,8453.0,14203.0,0.0,146054.0,,344496.0,978130.0,813894.0,164236.0,0.0,1322626.0,105518.0,1006.0,,1006.0,,104512.0,232482.0,4323.0,32.0,4291.0,228159.0,955.0,926.0,29.0,15731.0,9079.0,53180.0,1739571.0,21549.0,70185.0,9136.0,61049.0,-68831.0,166697.0,-2454.0,187146.0,838.0,187984.0,1927555.0,
03/31/2020,1981349.0,22738.0,214536.0,86465.0,128071.0,501563.0,80425.0,251229.0,169909.0,0.0,567735.0,162715.0,405020.0,442108.0,38582.0,28527.0,292920.0,48568.0,,33511.0,23678.0,1033521.0,-11263.0,1022258.0,13758.0,13758.0,26794.0,26381.0,413.0,,25023.0,0.0,154679.0,,379678.0,996854.0,852719.0,144135.0,0.0,1376532.0,92289.0,,,,,92289.0,242566.0,5255.0,31.0,5224.0,237311.0,,,,,15618.0,71014.0,1798019.0,21347.0,68985.0,9136.0,59849.0,-70215.0,165308.0,-2707.0,182718.0,612.0,183330.0,1981349.0,
06/30/2020,1968766.0,24704.0,317088.0,79289.0,237799.0,472580.0,74679.0,228899.0,169002.0,0.0,513187.0,163071.0,350116.0,421968.0,36018.0,26839.0,277945.0,48808.0,,32358.0,33694.0,968849.0,-18926.0,949923.0,13573.0,13573.0,26774.0,26385.0,389.0,,22776.0,0.0,141348.0,,432857.0,977854.0,863709.0,114145.0,0.0,1410711.0,60485.0,,,,,60485.0,236046.0,5155.0,30.0,5125.0,230891.0,,,,,11368.0,70034.0,1788644.0,21098.0,69059.0,9136.0,59923.0,-69050.0,159952.0,-1673.0,179386.0,736.0,180122.0,1968766.0,
